actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
353,PT08M40.00S,2022-03-23T00:25:22.4Z,3,REGULAR,foul,personal,[],1630175,,,1610612744,51,47,2022-03-23T00:25:28Z,3510000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1629673]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Poole,1629673.0,
355,PT08M33.00S,2022-03-23T00:25:42.0Z,3,REGULAR,3pt,Jump Shot,[],202691,31.09395532194481,30.392156862745097,1610612744,51,47,2022-03-23T00:25:47Z,3530000,98.0,240.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
356,PT08M29.00S,2022-03-23T00:25:45.5Z,3,REGULAR,rebound,offensive,[],203490,,,1610612744,51,47,2022-03-23T00:25:45Z,3540000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:5),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,355.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
357,PT08M19.00S,2022-03-23T00:25:56.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629673,21.369908015768726,74.75490196078431,1610612744,51,47,2022-03-23T00:26:01Z,3550000,-124.0,148.0,1,left,MISS J. Poole 19' step back Shot,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,19.33,Missed,,,,,,,,,,,,,,,,,,,
358,PT08M15.00S,2022-03-23T00:26:00.1Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,51,47,2022-03-23T00:26:01Z,3560000,,,0,,M. Bamba REBOUND (Off:0 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,357.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
359,PT08M01.00S,2022-03-23T00:26:15.2Z,3,REGULAR,foul,personal,['2freethrow'],203952,,,1610612753,51,47,2022-03-23T00:26:31Z,3570000,,,0,,A. Wiggins shooting personal FOUL (3 PF) (Bamba 2 FT),"[203952, 1628964]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Bamba,1628964.0,
361,PT08M01.00S,2022-03-23T00:26:41.4Z,3,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,51,47,2022-03-23T00:26:41Z,3590000,,,0,,MISS M. Bamba Free Throw 1 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Missed,,,,,,,,,,,,,,,,,,,
362,PT08M01.00S,2022-03-23T00:26:41.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,51,47,2022-03-23T00:26:41Z,3600000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,
363,PT08M01.00S,2022-03-23T00:26:56.1Z,3,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,52,47,2022-03-23T00:26:56Z,3610000,,,0,,M. Bamba Free Throw 2 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
364,PT07M44.00S,2022-03-23T00:27:14.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203952,12.828515111695138,53.67647058823529,1610612744,52,49,2022-03-23T00:27:19Z,3620000,-18.0,68.0,1,left,A. Wiggins 7' turnaround Hook (5 PTS),[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,7.05,Made,,,,,,,,,,5.0,,,,,,,,,
365,PT07M25.00S,2022-03-23T00:27:33.4Z,3,REGULAR,3pt,Jump Shot,[],1630181,66.5735873850197,25.735294117647058,1610612753,52,49,2022-03-23T00:27:40Z,3630000,-121.0,262.0,1,right,MISS R. Hampton 28' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,28.84,Missed,,,,,,,,,,,,,,,,,,,
366,PT07M21.00S,2022-03-23T00:27:37.4Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,52,49,2022-03-23T00:27:40Z,3640000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:6),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,365.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
367,PT07M12.00S,2022-03-23T00:27:45.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,27.151773981603156,78.18627450980392,1610612744,52,52,2022-03-23T00:27:50Z,3650000,-141.0,203.0,1,left,J. Poole 24' 3PT turnaround fadeaway bank (10 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,turnaround fadeaway bank,,,Poole,J. Poole,,,,,24.69,Made,,,,,,,,,,10.0,K. Looney,1626172.0,1.0,,,,,,
369,PT06M46.00S,2022-03-23T00:28:11.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628964,90.88370565045992,60.78431372549019,1610612753,52,52,2022-03-23T00:28:22Z,3670000,54.0,33.0,1,right,MISS M. Bamba 6' pullup Shot - blocked,"[1628964, 203490]",1610612753.0,ORL,pullup,,,Bamba,M. Bamba,,,,,6.33,Missed,,,,,,,,Porter Jr.,203490.0,,,,,,,,,,
370,PT06M46.00S,2022-03-23T00:28:11.7Z,3,REGULAR,block,,[],203490,,,1610612753,52,52,2022-03-23T00:28:52Z,3680000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M42.00S,2022-03-23T00:28:15.7Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,52,52,2022-03-23T00:28:22Z,3690000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,369.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
372,PT06M40.00S,2022-03-23T00:28:19.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203490,18.2161629434954,6.372549019607843,1610612744,52,55,2022-03-23T00:30:18Z,3700000,218.0,119.0,1,left,O. Porter Jr. 24' 3PT  (12 PTS) (J. Poole 4 AST),"[203490, 1629673]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,24.83,Made,,,,,,,,,,12.0,J. Poole,1629673.0,4.0,,,,,,
374,PT06M39.00S,2022-03-23T00:29:00.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,52,55,2022-03-23T00:29:00Z,3720000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M28.00S,2022-03-23T00:31:30.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,85.62746386333771,34.80392156862745,1610612753,52,55,2022-03-23T00:31:34Z,3730000,-76.0,83.0,1,right,MISS C. Anthony 11' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,11.22,Missed,,,,,,,,,,,,,,,,,,,
376,PT06M25.00S,2022-03-23T00:31:32.7Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,52,55,2022-03-23T00:31:32Z,3740000,,,0,,M. Bamba REBOUND (Off:1 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,375.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
377,PT06M23.00S,2022-03-23T00:31:35.3Z,3,REGULAR,turnover,bad pass,[],1628964,,,1610612753,52,55,2022-03-23T00:31:39Z,3750000,,,0,,M. Bamba bad pass TURNOVER (3 TO),"[1628964, 203952]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,3.0,Wiggins,203952.0,,,,,,,,,,,,
378,PT06M23.00S,2022-03-23T00:31:35.3Z,3,REGULAR,steal,,[],203952,,,1610612744,52,55,2022-03-23T00:31:37Z,3760000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M59.00S,2022-03-23T00:31:59.6Z,3,REGULAR,turnover,lost ball,[],203952,,,1610612744,52,55,2022-03-23T00:32:03Z,3770000,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1630532]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,,,,,,
380,PT05M59.00S,2022-03-23T00:31:59.6Z,3,REGULAR,steal,,[],1630532,,,1610612753,52,55,2022-03-23T00:32:01Z,3780000,,,0,,F. Wagner STEAL (2 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M53.00S,2022-03-23T00:32:04.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630181,91.5407358738502,95.58823529411765,1610612753,55,55,2022-03-23T00:32:12Z,3790000,228.0,27.0,1,right,R. Hampton 3PT running (5 PTS) (F. Wagner 3 AST),"[1630181, 1630532]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,22.95,Made,,,,,,,,,,5.0,F. Wagner,1630532.0,3.0,,,,,,
383,PT05M42.00S,2022-03-23T00:32:15.4Z,3,REGULAR,3pt,Jump Shot,[],202691,31.09395532194481,61.274509803921575,1610612744,55,58,2022-03-23T00:32:20Z,3810000,-56.0,240.0,1,left,K. Thompson 24' 3PT pullup (15 PTS) (J. Poole 5 AST),"[202691, 1629673]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,24.63,Made,,,,,,,,,,15.0,J. Poole,1629673.0,5.0,,,,,,
385,PT05M22.00S,2022-03-23T00:32:38.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630175,92.32917214191852,52.94117647058824,1610612753,57,58,2022-03-23T00:32:43Z,3830000,15.0,20.0,1,right,C. Anthony driving DUNK (11 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,2.45,Made,,,,,,,,,,11.0,,,,,,,,,
386,PT05M22.00S,2022-03-23T00:32:42.6Z,3,REGULAR,foul,personal,['1freethrow'],1626172,,,1610612753,57,58,2022-03-23T00:33:04Z,3840000,,,0,,K. Looney shooting personal FOUL (2 PF) (Anthony 1 FT),"[1626172, 1630175]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Anthony,1630175.0,
388,PT05M22.00S,2022-03-23T00:32:51.0Z,3,REGULAR,substitution,out,[],203490,,,1610612753,57,58,2022-03-23T00:34:04Z,3860000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M22.00S,2022-03-23T00:32:51.0Z,3,REGULAR,substitution,out,[],1626172,,,1610612753,57,58,2022-03-23T00:34:04Z,3870000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M22.00S,2022-03-23T00:32:51.0Z,3,REGULAR,substitution,in,[],203110,,,1610612753,57,58,2022-03-23T00:34:04Z,3880000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M22.00S,2022-03-23T00:32:51.0Z,3,REGULAR,substitution,in,[],1630228,,,1610612753,57,58,2022-03-23T00:34:04Z,3890000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M22.00S,2022-03-23T00:33:08.5Z,3,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,58,58,2022-03-23T00:33:08Z,3900000,,,0,,C. Anthony Free Throw 1 of 1 (12 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
393,PT05M07.00S,2022-03-23T00:33:30.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,58,58,2022-03-23T00:33:30Z,3910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M05.00S,2022-03-23T00:33:48.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,58,58,2022-03-23T00:33:48Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M02.00S,2022-03-23T00:34:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,8.360709592641262,45.34313725490196,1610612744,58,58,2022-03-23T00:34:08Z,3930000,23.0,26.0,1,left,MISS A. Wiggins turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,3.5,Missed,,,,,,,,,,,,,,,,,,,
396,PT04M59.00S,2022-03-23T00:34:04.4Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,58,58,2022-03-23T00:34:04Z,3940000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,395.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
397,PT04M48.00S,2022-03-23T00:34:18.7Z,3,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612753,58,58,2022-03-23T00:34:26Z,3950000,,,0,,M. Bamba lost ball out-of-bounds TURNOVER (4 TO),[1628964],1610612753.0,ORL,lost ball,,,Bamba,M. Bamba,,,,,,,,,,,4.0,,,,,,,,,1204.0,,,,,
398,PT04M40.00S,2022-03-23T00:34:31.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,30.17411300919842,76.22549019607843,1610612744,58,61,2022-03-23T00:34:35Z,3960000,-131.0,231.0,1,left,J. Poole 26' 3PT  (13 PTS) (D. Green 5 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.57,Made,,,,,,,,,,13.0,D. Green,203110.0,5.0,,,,,,
400,PT04M12.00S,2022-03-23T00:35:00.5Z,3,REGULAR,foul,personal,['3freethrow'],1630228,,,1610612753,58,61,2022-03-23T00:35:17Z,3980000,,,0,,J. Kuminga shooting personal FOUL (4 PF) (Wagner 3 FT),"[1630228, 1630532]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,1627962.0,4.0,0.0,Wagner,1630532.0,
402,PT04M12.00S,2022-03-23T00:35:35.0Z,3,REGULAR,freethrow,1 of 3,[],1630532,,,1610612753,59,61,2022-03-23T00:35:35Z,4000000,,,0,,F. Wagner Free Throw 1 of 3 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
403,PT04M12.00S,2022-03-23T00:35:52.2Z,3,REGULAR,freethrow,2 of 3,[],1630532,,,1610612753,60,61,2022-03-23T00:35:52Z,4010000,,,0,,F. Wagner Free Throw 2 of 3 (12 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
404,PT04M12.00S,2022-03-23T00:35:53.5Z,3,REGULAR,substitution,out,[],202691,,,1610612753,60,61,2022-03-23T00:35:59Z,4020000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M12.00S,2022-03-23T00:35:53.5Z,3,REGULAR,substitution,in,[],1627814,,,1610612753,60,61,2022-03-23T00:35:59Z,4030000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M12.00S,2022-03-23T00:36:12.3Z,3,REGULAR,freethrow,3 of 3,[],1630532,,,1610612753,61,61,2022-03-23T00:36:12Z,4040000,,,0,,F. Wagner Free Throw 3 of 3 (13 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
407,PT04M02.00S,2022-03-23T00:36:24.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,5.469776609724048,48.77450980392157,1610612744,61,63,2022-03-23T00:36:29Z,4050000,6.0,-1.0,1,left,J. Kuminga cutting DUNK (12 PTS) (J. Poole 6 AST),"[1630228, 1629673]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,0.62,Made,,,,,,,,,,12.0,J. Poole,1629673.0,6.0,,,,,,
409,PT03M47.00S,2022-03-23T00:36:38.7Z,3,REGULAR,turnover,bad pass,[],1628976,,,1610612753,61,63,2022-03-23T00:36:42Z,4070000,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 203110]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1.0,Green,203110.0,,,,,,,,,,,,
410,PT03M47.00S,2022-03-23T00:36:38.7Z,3,REGULAR,steal,,[],203110,,,1610612744,61,63,2022-03-23T00:36:40Z,4080000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M33.00S,2022-03-23T00:36:52.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203952,18.610381077529567,5.392156862745098,1610612744,61,66,2022-03-23T00:36:56Z,4090000,223.0,122.0,1,left,A. Wiggins 25' 3PT  (8 PTS) (D. Green 6 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.44,Made,,,,,,,,,,8.0,D. Green,203110.0,6.0,,,,,,
413,PT03M24.00S,2022-03-23T00:37:02.0Z,3,REGULAR,3pt,Jump Shot,[],1630175,74.85216819973719,7.598039215686274,1610612753,61,66,2022-03-23T00:37:06Z,4110000,-212.0,184.0,1,right,MISS C. Anthony 28' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,28.06,Missed,,,,,,,,,,,,,,,,,,,
414,PT03M20.00S,2022-03-23T00:37:06.0Z,3,REGULAR,rebound,defensive,[],1627814,,,1610612744,61,66,2022-03-23T00:37:06Z,4120000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,413.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
415,PT03M15.00S,2022-03-23T00:37:10.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,34.37910643889619,17.892156862745097,1610612744,61,69,2022-03-23T00:37:31Z,4130000,161.0,271.0,1,left,J. Poole 31' 3PT running (16 PTS) (D. Green 7 AST),"[1629673, 203110]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,31.47,Made,,,,,,,,,,16.0,D. Green,203110.0,7.0,,,,,,
416,PT03M15.00S,2022-03-23T00:37:24.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,61,69,2022-03-23T00:37:25Z,4140000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M15.00S,2022-03-23T00:39:53.1Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,61,69,2022-03-23T00:40:11Z,4150000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M15.00S,2022-03-23T00:39:53.1Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,61,69,2022-03-23T00:40:11Z,4160000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M15.00S,2022-03-23T00:39:53.1Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,61,69,2022-03-23T00:40:11Z,4170000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M15.00S,2022-03-23T00:39:53.1Z,3,REGULAR,substitution,in,[],1628365,,,1610612753,61,69,2022-03-23T00:40:11Z,4180000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M55.00S,2022-03-23T00:40:32.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,88.91261498028909,38.48039215686275,1610612753,61,69,2022-03-23T00:40:37Z,4190000,-58.0,52.0,1,right,MISS F. Wagner 7' driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,7.74,Missed,,,,,,,,,,,,,,,,,,,
423,PT02M52.00S,2022-03-23T00:40:35.5Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,61,69,2022-03-23T00:40:35Z,4200000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,422.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
424,PT02M47.00S,2022-03-23T00:40:40.8Z,3,REGULAR,2pt,Jump Shot,[],1629673,20.844283837056505,32.59803921568628,1610612744,61,69,2022-03-23T00:40:51Z,4210000,87.0,143.0,1,left,MISS J. Poole 16' step back Shot,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,16.77,Missed,,,,,,,,,,,,,,,,,,,
425,PT02M43.00S,2022-03-23T00:40:44.8Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612753,61,69,2022-03-23T00:40:51Z,4220000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,424.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
426,PT02M33.00S,2022-03-23T00:40:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,90.48948751642575,44.6078431372549,1610612753,63,69,2022-03-23T00:41:01Z,4230000,-27.0,37.0,1,right,W. Carter Jr. running finger roll Layup (15 PTS) (R. Hampton 3 AST),"[1628976, 1630181]",1610612753.0,ORL,running finger roll,,,Carter Jr.,W. Carter Jr.,,,,,4.57,Made,,,,,,,,,,15.0,R. Hampton,1630181.0,3.0,,,,,,
428,PT02M33.00S,2022-03-23T00:41:14.9Z,3,REGULAR,foul,technical,"['1freethrow', 'team']",0,,,1610612744,63,69,2022-03-23T00:48:54Z,4250000,,,0,,TEAM foul technical,[],1610612753.0,ORL,delay,,,,,,,,,,,,,,,,,,,,,,,,1627962.0,,,,,
447,PT02M33.00S,2022-03-23T00:41:32.1Z,3,REGULAR,freethrow,1 of 1,[],1629673,,,1610612744,63,70,2022-03-23T00:50:13Z,4260000,,,0,,J. Poole technical Free Throw 1 of 1 (17 PTS),[1629673],1610612744.0,GSW,technical,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
430,PT02M33.00S,2022-03-23T00:41:49.4Z,3,REGULAR,substitution,out,[],1630181,,,1610612744,63,70,2022-03-23T00:50:13Z,4270000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M33.00S,2022-03-23T00:41:49.4Z,3,REGULAR,substitution,out,[],203952,,,1610612744,63,70,2022-03-23T00:50:13Z,4280000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M33.00S,2022-03-23T00:41:49.4Z,3,REGULAR,substitution,in,[],203914,,,1610612744,63,70,2022-03-23T00:50:13Z,4290000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M33.00S,2022-03-23T00:41:49.4Z,3,REGULAR,substitution,in,[],202691,,,1610612744,63,70,2022-03-23T00:50:13Z,4300000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M30.00S,2022-03-23T00:42:21.1Z,3,REGULAR,foul,personal,[],1628976,,,1610612744,63,70,2022-03-23T00:50:13Z,4310000,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 203110]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Green,203110.0,
436,PT02M24.00S,2022-03-23T00:42:32.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,17.16491458607096,48.77450980392157,1610612744,63,70,2022-03-23T00:45:01Z,4330000,6.0,109.0,1,left,MISS J. Poole 10' step back Shot,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,10.91,Missed,,,,,,,,,,,,,,,,,,,
437,PT02M19.00S,2022-03-23T00:42:37.7Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,63,70,2022-03-23T00:42:37Z,4340000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,436.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
438,PT02M16.00S,2022-03-23T00:42:44.0Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,63,70,2022-03-23T00:42:52Z,4350000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (3 PF),"[1628976, 1629673]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Poole,1629673.0,
440,PT02M16.00S,2022-03-23T00:42:44.0Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,63,70,2022-03-23T00:42:44Z,4370000,,,0,,W. Carter Jr. offensive foul TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,2.0,,,,,,,,,1204.0,,,,,
441,PT02M16.00S,2022-03-23T00:43:04.4Z,3,REGULAR,substitution,out,[],1629673,,,1610612744,63,70,2022-03-23T00:43:12Z,4380000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M16.00S,2022-03-23T00:43:04.4Z,3,REGULAR,substitution,in,[],1630541,,,1610612744,63,70,2022-03-23T00:43:12Z,4390000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
