actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
274,PT04M09.00S,2021-11-11T00:56:09.0Z,2,REGULAR,substitution,in,[],201933,,,1610612751,38,55,2021-11-11T00:56:22Z,2680000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M01.00S,2021-11-11T00:56:26.6Z,2,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,38,55,2021-11-11T01:00:47Z,2700000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,2.0,,,,,,,,,,,,1198.0,,,,,,,
278,PT04M01.00S,2021-11-11T00:56:44.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,38,55,2021-11-11T01:01:15Z,2720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M53.00S,2021-11-11T00:56:59.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203082,23.99802890932983,36.27450980392157,1610612753,38,55,2021-11-11T00:58:05Z,2730000,69.0,173.0,1,left,MISS T. Ross 18' Jump Shot,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,18.62,Missed,,,,,,,,,,,,,,,
280,PT03M52.00S,2021-11-11T00:57:00.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,38,55,2021-11-11T00:57:11Z,2740000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,279.0,,,,,,,,,,,,,,
281,PT03M52.00S,2021-11-11T00:57:07.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203925,,,1610612753,38,55,2021-11-11T00:57:24Z,2750000,,,0,,J. Harris loose ball personal FOUL (1 PF) (Carter Jr. 2 FT),"[203925, 1628976]",1610612751.0,BKN,loose ball,,,Harris,J. Harris,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Carter Jr.,1628976.0,,,
283,PT03M52.00S,2021-11-11T00:57:32.7Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",1628976,,,1610612753,39,55,2021-11-11T00:58:05Z,2770000,,,0,,W. Carter Jr. Free Throw 1 of 2 (7 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
284,PT03M52.00S,2021-11-11T00:57:39.6Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,39,55,2021-11-11T00:57:42Z,2780000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M52.00S,2021-11-11T00:57:39.6Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,39,55,2021-11-11T00:57:42Z,2790000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M52.00S,2021-11-11T00:57:32.7Z,2,REGULAR,freethrow,2 of 2,"['2ndchance', 'fromturnover']",1628976,,,1610612753,39,55,2021-11-11T00:58:11Z,2800000,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,
287,PT03M48.00S,2021-11-11T00:57:36.7Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,39,55,2021-11-11T00:58:11Z,2810000,,,0,,F. Wagner REBOUND (Off:3 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,286.0,4.0,1.0,3.0,,,,,,,,,,,
288,PT03M48.00S,2021-11-11T00:57:58.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1630532,5.590000152587891,50.0,1610612753,39,55,2021-11-11T00:58:05Z,2820000,0.0,0.0,1,left,MISS F. Wagner tip Layup,[1630532],1610612753.0,ORL,tip,,,Wagner,F. Wagner,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
289,PT03M46.00S,2021-11-11T00:57:59.8Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,39,55,2021-11-11T00:57:59Z,2830000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,
291,PT03M36.00S,2021-11-11T00:58:09.3Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,39,55,2021-11-11T00:58:14Z,2840000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1630175]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,3.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,
292,PT03M36.00S,2021-11-11T00:58:09.3Z,2,REGULAR,steal,,[],1630175,,,1610612753,39,55,2021-11-11T00:58:11Z,2850000,,,0,,C. Anthony STEAL (2 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M30.00S,2021-11-11T00:58:14.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630532,5.601182654402102,2.941176470588235,1610612753,39,55,2021-11-11T00:58:20Z,2860000,235.0,0.0,1,left,MISS F. Wagner running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,,,,23.53,Missed,,,,,,,,,,,,,,,
294,PT03M28.00S,2021-11-11T00:58:17.5Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,39,55,2021-11-11T00:58:17Z,2870000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,293.0,2.0,0.0,2.0,,,,,,,,,,,
295,PT03M25.00S,2021-11-11T00:58:19.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630532,5.601182654402102,48.03921568627451,1610612753,41,55,2021-11-11T00:58:34Z,2880000,10.0,0.0,1,left,F. Wagner alley-oop DUNK (4 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,alley-oop,,,Wagner,F. Wagner,,,,,,,,0.98,Made,,,,,,,4.0,,,,,,J. Suggs,1630591.0,2.0
297,PT03M10.00S,2021-11-11T00:58:35.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,92.06636005256242,49.50980392156863,1610612751,41,57,2021-11-11T00:58:40Z,2900000,-2.0,22.0,1,right,K. Durant driving DUNK (15 PTS) (B. Brown 1 AST),"[201142, 1628971]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,,,,2.22,Made,,,,,,,15.0,,,,,,B. Brown,1628971.0,1.0
299,PT02M52.00S,2021-11-11T00:58:53.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630591,8.623521681997373,53.92156862745098,1610612753,41,57,2021-11-11T00:59:11Z,2920000,-20.0,29.0,1,left,MISS J. Suggs turnaround Hook,[1630591],1610612753.0,ORL,turnaround,,,Suggs,J. Suggs,,,,,,,,3.47,Missed,,,,,,,,,,,,,,,
300,PT02M51.00S,2021-11-11T00:58:54.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,41,57,2021-11-11T00:59:11Z,2930000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,
301,PT02M51.00S,2021-11-11T00:59:05.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,41,57,2021-11-11T00:59:05Z,2940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M40.00S,2021-11-11T00:59:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,90.22667542706965,50.0,1610612751,41,59,2021-11-11T00:59:25Z,2950000,0.0,39.0,1,right,J. Harden driving Layup (12 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,3.94,Made,,,,,,,12.0,,,,,,,,
303,PT02M40.00S,2021-11-11T00:59:24.4Z,2,REGULAR,foul,personal,['1freethrow'],1630591,,,1610612751,41,59,2021-11-11T00:59:42Z,2960000,,,0,,J. Suggs shooting personal FOUL (2 PF) (Harden 1 FT),"[1630591, 201935]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Harden,201935.0,,,
305,PT02M40.00S,2021-11-11T00:59:50.9Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,41,60,2021-11-11T00:59:50Z,2980000,,,0,,J. Harden Free Throw 1 of 1 (13 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,,13.0,,,,,,,,
306,PT02M26.00S,2021-11-11T01:00:07.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,5.995400788436268,52.20588235294118,1610612753,43,60,2021-11-11T01:04:44Z,2990000,-11.0,4.0,1,left,T. Ross driving finger roll Layup (6 PTS),[203082],1610612753.0,ORL,driving finger roll,,,Ross,T. Ross,,,,,,,,1.17,Made,,,,,,,6.0,,,,,,,,
307,PT02M26.00S,2021-11-11T01:00:11.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201933,,,1610612753,43,60,2021-11-11T01:00:21Z,3000000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Ross 1 FT),"[201933, 203082]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Ross,203082.0,,,
309,PT02M26.00S,2021-11-11T01:00:32.4Z,2,REGULAR,freethrow,1 of 1,[],203082,,,1610612753,44,60,2021-11-11T01:00:32Z,3020000,,,0,,T. Ross Free Throw 1 of 1 (7 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
310,PT02M15.00S,2021-11-11T01:00:45.6Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,44,60,2021-11-11T01:00:51Z,3030000,,,0,,K. Durant lost ball TURNOVER (4 TO),"[201142, 1630532]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,4.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
311,PT02M15.00S,2021-11-11T01:00:45.6Z,2,REGULAR,steal,,[],1630532,,,1610612753,44,60,2021-11-11T01:00:47Z,3040000,,,0,,F. Wagner STEAL (3 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M11.00S,2021-11-11T01:00:49.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,6.521024967148489,49.26470588235294,1610612753,46,60,2021-11-11T01:00:56Z,3050000,4.0,9.0,1,left,F. Wagner running DUNK (6 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,,,,0.95,Made,,,,,,,6.0,,,,,,,,
313,PT01M57.00S,2021-11-11T01:01:03.4Z,2,REGULAR,3pt,Jump Shot,[],201933,74.72076215505913,16.42156862745098,1610612751,46,60,2021-11-11T01:01:09Z,3060000,-168.0,185.0,1,right,MISS B. Griffin 24' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,24.99,Missed,,,,,,,,,,,,,,,
314,PT01M53.00S,2021-11-11T01:01:07.4Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,46,60,2021-11-11T01:01:09Z,3070000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,313.0,3.0,1.0,2.0,,,,,,,,,,,
315,PT01M51.00S,2021-11-11T01:01:14.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612753,46,60,2021-11-11T01:01:35Z,3080000,,,0,,B. Brown personal FOUL (1 PF) (Anthony 2 FT),"[1628971, 1630175]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Anthony,1630175.0,,,
317,PT01M51.00S,2021-11-11T01:01:42.0Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,47,60,2021-11-11T01:01:42Z,3100000,,,0,,C. Anthony Free Throw 1 of 2 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
318,PT01M51.00S,2021-11-11T01:01:57.3Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,48,60,2021-11-11T01:01:57Z,3110000,,,0,,C. Anthony Free Throw 2 of 2 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
319,PT01M38.00S,2021-11-11T01:02:12.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628971,91.93495400788436,56.127450980392155,1610612751,48,60,2021-11-11T01:02:18Z,3120000,31.0,23.0,1,right,MISS B. Brown turnaround Hook,[1628971],1610612751.0,BKN,turnaround,,,Brown,B. Brown,,,,,,,,3.85,Missed,,,,,,,,,,,,,,,
320,PT01M35.00S,2021-11-11T01:02:15.4Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,48,60,2021-11-11T01:02:18Z,3130000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,319.0,4.0,4.0,0.0,,,,,,,,,,,
321,PT01M30.00S,2021-11-11T01:02:20.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630175,5.338370565045992,49.01960784313725,1610612753,48,60,2021-11-11T01:02:28Z,3140000,5.0,-2.0,1,left,MISS C. Anthony driving DUNK,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,,0.54,Missed,,,,,,,,,,,,,,,
322,PT01M28.00S,2021-11-11T01:02:22.5Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,48,60,2021-11-11T01:02:28Z,3150000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,321.0,2.0,2.0,0.0,,,,,,,,,,,
323,PT01M24.00S,2021-11-11T01:02:25.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628971,93.11760840998686,49.754901960784316,1610612751,48,62,2021-11-11T01:02:37Z,3160000,-1.0,12.0,1,right,B. Brown running DUNK (8 PTS) (B. Griffin 1 AST),"[1628971, 201933]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,1.23,Made,,,,,,,8.0,,,,,,B. Griffin,201933.0,1.0
325,PT01M12.00S,2021-11-11T01:02:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.469776609724048,46.568627450980394,1610612753,50,62,2021-11-11T01:02:42Z,3180000,17.0,-1.0,1,left,F. Wagner driving Layup (8 PTS) (J. Suggs 3 AST),"[1630532, 1630591]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,,1.72,Made,,,,,,,8.0,,,,,,J. Suggs,1630591.0,3.0
327,PT00M56.00S,2021-11-11T01:02:58.8Z,2,REGULAR,turnover,backcourt,[],201935,,,1610612751,50,62,2021-11-11T01:03:16Z,3200000,,,0,,J. Harden backcourt TURNOVER (4 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,4.0,,,,,,,,,,,,,,,,,,,
329,PT00M44.50S,2021-11-11T01:03:28.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,12.434296977660972,62.99019607843137,1610612753,52,62,2021-11-11T01:03:34Z,3210000,-65.0,64.0,1,left,T. Ross 9' pullup Jump Shot (9 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,9.15,Made,,,,,,,9.0,,,,,,,,
330,PT00M31.40S,2021-11-11T01:03:48.0Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630532,,,1610612751,52,62,2021-11-11T01:04:14Z,3220000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Durant 3 FT),"[1630532, 201142]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Durant,201142.0,,,
333,PT00M31.40S,2021-11-11T01:04:23.1Z,2,REGULAR,freethrow,1 of 3,[],201142,,,1610612751,52,63,2021-11-11T01:04:23Z,3240000,,,0,,K. Durant Free Throw 1 of 3 (16 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,,,16.0,,,,,,,,
334,PT00M31.40S,2021-11-11T01:04:38.2Z,2,REGULAR,freethrow,2 of 3,[],201142,,,1610612751,52,64,2021-11-11T01:04:38Z,3250000,,,0,,K. Durant Free Throw 2 of 3 (17 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,,,17.0,,,,,,,,
335,PT00M31.40S,2021-11-11T01:04:55.0Z,2,REGULAR,freethrow,3 of 3,[],201142,,,1610612751,52,65,2021-11-11T01:04:55Z,3260000,,,0,,K. Durant Free Throw 3 of 3 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,,,,,,,18.0,,,,,,,,
336,PT00M25.60S,2021-11-11T01:05:10.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612753,52,65,2021-11-11T01:05:18Z,3270000,,,0,,B. Brown personal FOUL (2 PF) (Ross 2 FT),"[1628971, 203082]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Ross,203082.0,,,
338,PT00M25.60S,2021-11-11T01:05:33.4Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,53,65,2021-11-11T01:05:56Z,3290000,,,0,,T. Ross Free Throw 1 of 2 (10 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,Made,,,,,,,10.0,,,,,,,,
339,PT00M25.60S,2021-11-11T01:05:34.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612753,53,65,2021-11-11T01:05:38Z,3300000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M25.60S,2021-11-11T01:05:34.5Z,2,REGULAR,substitution,in,[],201988,,,1610612753,53,65,2021-11-11T01:05:38Z,3310000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M25.60S,2021-11-11T01:05:33.4Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,53,65,2021-11-11T01:05:56Z,3320000,,,0,,MISS T. Ross Free Throw 2 of 2,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,Missed,,,,,,,,,,,,,,,
342,PT00M23.30S,2021-11-11T01:05:35.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,53,65,2021-11-11T01:05:56Z,3330000,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,341.0,8.0,8.0,0.0,,,,,,,,,,,
343,PT00M12.40S,2021-11-11T01:06:04.6Z,2,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,53,65,2021-11-11T01:06:16Z,3340000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (5 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,5.0,,,,,,,,,,,,1628171.0,,,,,,,
344,PT00M12.40S,2021-11-11T01:06:15.1Z,2,REGULAR,substitution,out,[],201988,,,1610612753,53,65,2021-11-11T01:06:19Z,3350000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M12.40S,2021-11-11T01:06:15.1Z,2,REGULAR,substitution,in,[],1628971,,,1610612753,53,65,2021-11-11T01:06:19Z,3360000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M01.20S,2021-11-11T01:06:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,29.911300919842315,25.245098039215684,1610612753,53,65,2021-11-11T01:06:44Z,3370000,124.0,229.0,1,left,MISS C. Anthony 26' step back 3PT,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,
347,PT00M01.20S,2021-11-11T01:06:36.6Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,53,65,2021-11-11T01:06:44Z,3380000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,346.0,2.0,2.0,0.0,,,,,,,,,,,
348,PT00M00.00S,2021-11-11T01:06:47.9Z,2,REGULAR,period,end,[],0,,,1610612751,53,65,2021-11-11T01:06:47Z,3390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-11-11T01:21:39.1Z,3,REGULAR,substitution,out,['startperiod'],203082,,,1610612751,53,65,2021-11-11T01:22:01Z,3400000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-11-11T01:21:39.1Z,3,REGULAR,substitution,in,['startperiod'],1628964,,,1610612751,53,65,2021-11-11T01:22:01Z,3410000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-11-11T01:22:01.5Z,3,REGULAR,period,start,[],0,,,1610612753,53,65,2021-11-11T01:22:02Z,3420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M39.00S,2021-11-11T01:22:52.5Z,3,REGULAR,jumpball,recovered,[],201142,,,1610612753,53,65,2021-11-11T01:22:52Z,3430000,,,0,,Jump Ball J. Harden vs. C. Anthony: Tip to K. Durant,"[201142, 201935, 1630175]",1610612751.0,BKN,heldball,K. Durant,201142.0,Durant,K. Durant,Harden,201935.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,,,,
355,PT11M39.00S,2021-11-11T01:22:52.5Z,3,REGULAR,turnover,lost ball,[],1630175,,,1610612753,53,65,2021-11-11T01:22:52Z,3460000,,,0,,C. Anthony lost ball TURNOVER (3 TO),"[1630175, 201935]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,3.0,Harden,201935.0,,,,,,,,,,,,,,,,,
356,PT11M39.00S,2021-11-11T01:22:52.5Z,3,REGULAR,steal,,[],201935,,,1610612751,53,65,2021-11-11T01:22:52Z,3470000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M25.00S,2021-11-11T01:23:06.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,9.017739816031538,62.254901960784316,1610612751,53,65,2021-11-11T01:24:21Z,3480000,-61.0,32.0,1,left,MISS B. Brown 6' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,6.93,Missed,,,,,,,,,,,,,,,
358,PT11M23.00S,2021-11-11T01:23:08.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,53,65,2021-11-11T01:23:11Z,3490000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,357.0,4.0,2.0,2.0,,,,,,,,,,,
359,PT11M14.00S,2021-11-11T01:23:18.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.70105124835742,52.69607843137255,1610612753,53,65,2021-11-11T01:23:31Z,3500000,13.0,44.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,,4.63,Missed,,,,,,,,,,,,,,,
360,PT11M11.00S,2021-11-11T01:23:21.0Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,53,65,2021-11-11T01:23:31Z,3510000,,,0,,J. Harden REBOUND (Off:0 Def:9),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,359.0,9.0,9.0,0.0,,,,,,,,,,,
361,PT10M58.00S,2021-11-11T01:23:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203925,14.931011826544022,52.69607843137255,1610612751,53,65,2021-11-11T01:23:41Z,3520000,-13.0,88.0,1,left,MISS J. Harris 8' driving finger roll Layup,[203925],1610612751.0,BKN,driving finger roll,,,Harris,J. Harris,,,,,,,,8.89,Missed,,,,,,,,,,,,,,,
362,PT10M55.00S,2021-11-11T01:23:37.0Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,53,65,2021-11-11T01:23:41Z,3530000,,,0,,M. Bamba REBOUND (Off:1 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,361.0,6.0,5.0,1.0,,,,,,,,,,,
363,PT10M51.00S,2021-11-11T01:23:40.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,68.15045992115637,28.921568627450984,1610612753,53,65,2021-11-11T01:23:52Z,3540000,-105.0,247.0,1,right,MISS C. Anthony 26' running pullup 3PT,[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,,,,26.85,Missed,,,,,,,,,,,,,,,
364,PT10M48.00S,2021-11-11T01:23:43.2Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,53,65,2021-11-11T01:23:47Z,3550000,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,363.0,3.0,3.0,0.0,,,,,,,,,,,
365,PT10M37.00S,2021-11-11T01:23:54.3Z,3,REGULAR,3pt,Jump Shot,[],201933,4.02431011826544,94.36274509803921,1610612751,53,65,2021-11-11T01:24:00Z,3560000,-222.0,-15.0,1,left,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,22.23,Missed,,,,,,,,,,,,,,,
366,PT10M34.00S,2021-11-11T01:23:57.3Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,53,65,2021-11-11T01:24:00Z,3570000,,,0,,M. Bamba REBOUND (Off:1 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,365.0,7.0,6.0,1.0,,,,,,,,,,,
