actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
264,PT03M29.00S,2022-03-09T00:49:09.1Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,37,40,2022-03-09T00:49:11Z,2610000,,,0,,D. Ayton REBOUND (Off:1 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,263.0,7.0,6.0,1.0,,,,,,,,,,,
265,PT03M21.00S,2022-03-09T00:49:17.9Z,2,REGULAR,3pt,Jump Shot,[],1629013,6.258212877792378,2.941176470588235,1610612756,37,43,2022-03-09T00:49:25Z,2620000,235.0,6.0,1,left,L. Shamet 3PT  (6 PTS) (M. Bridges 1 AST),"[1629013, 1628969]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,23.54,Made,6.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,,
267,PT03M02.00S,2022-03-09T00:49:36.7Z,2,REGULAR,3pt,Jump Shot,[],1628964,95.6143232588699,96.56862745098039,1610612753,37,43,2022-03-09T00:49:48Z,2640000,233.0,-11.0,1,right,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
268,PT02M59.00S,2022-03-09T00:49:39.7Z,2,REGULAR,rebound,defensive,[],203109,,,1610612756,37,43,2022-03-09T00:49:48Z,2650000,,,0,,J. Crowder REBOUND (Off:0 Def:6),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,267.0,6.0,6.0,0.0,,,,,,,,,,,
269,PT02M57.00S,2022-03-09T00:49:44.0Z,2,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612756,37,43,2022-03-09T00:52:51Z,2660000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630181, 1628969]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Bridges,1628969.0,,,,,
271,PT02M57.00S,2022-03-09T00:49:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,37,43,2022-03-09T00:49:54Z,2680000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M57.00S,2022-03-09T00:52:52.6Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,37,44,2022-03-09T00:52:52Z,2690000,,,0,,M. Bridges Free Throw 1 of 2 (6 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
273,PT02M57.00S,2022-03-09T00:53:10.3Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,37,45,2022-03-09T00:53:10Z,2700000,,,0,,M. Bridges Free Throw 2 of 2 (7 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
275,PT02M40.00S,2022-03-09T00:53:31.2Z,2,REGULAR,violation,kicked ball,[],203109,,,1610612753,37,45,2022-03-09T00:53:49Z,2720000,,,0,,J. Crowder kicked ball VIOLATION,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,1628951.0,,,,,,,,,
276,PT02M30.00S,2022-03-09T00:53:55.1Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,37,45,2022-03-09T00:54:00Z,2730000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1628969]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,2.0,,,,,,,,Bridges,1628969.0,
277,PT02M30.00S,2022-03-09T00:53:55.1Z,2,REGULAR,steal,,[],1628969,,,1610612756,37,45,2022-03-09T00:53:58Z,2740000,,,0,,M. Bridges STEAL (2 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M18.00S,2022-03-09T00:54:05.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203109,17.16491458607096,39.46078431372549,1610612756,37,45,2022-03-09T02:14:28Z,2750000,53.0,109.0,1,left,MISS J. Crowder 12' driving floating Shot,[203109],1610612756.0,PHX,driving floating,,,Crowder,J. Crowder,,,,,12.1,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M14.00S,2022-03-09T00:54:09.7Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,37,45,2022-03-09T00:58:18Z,2760000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,
282,PT02M14.00S,2022-03-09T00:54:15.9Z,2,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612753,37,45,2022-03-09T00:54:26Z,2790000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Hampton 2 FT),"[1629013, 1630181]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Hampton,1630181.0,,,,,
284,PT02M14.00S,2022-03-09T00:54:35.2Z,2,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,38,45,2022-03-09T00:54:35Z,2810000,,,0,,R. Hampton Free Throw 1 of 2 (3 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
285,PT02M14.00S,2022-03-09T00:54:51.5Z,2,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,39,45,2022-03-09T00:54:51Z,2820000,,,0,,R. Hampton Free Throw 2 of 2 (4 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
286,PT02M05.00S,2022-03-09T00:55:02.4Z,2,REGULAR,turnover,bad pass,[],1628988,,,1610612756,39,45,2022-03-09T00:55:08Z,2830000,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 1630181]",1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,1.0,,,,,,,,Hampton,1630181.0,
287,PT02M05.00S,2022-03-09T00:55:02.4Z,2,REGULAR,steal,,[],1630181,,,1610612753,39,45,2022-03-09T00:55:04Z,2840000,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M03.00S,2022-03-09T00:55:05.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,92.06636005256242,53.67647058823529,1610612753,41,45,2022-03-09T00:55:16Z,2850000,18.0,22.0,1,right,C. Anthony running alley-oop DUNK (2 PTS) (R. Hampton 2 AST),"[1630175, 1630181]",1610612753.0,ORL,running alley-oop,,,Anthony,C. Anthony,,,,,2.88,Made,2.0,R. Hampton,1630181.0,2.0,,,,,,,,,,,,,,,
290,PT01M42.00S,2022-03-09T00:55:25.7Z,2,REGULAR,3pt,Jump Shot,[],1628988,31.488173455978973,46.07843137254902,1610612756,41,48,2022-03-09T00:55:31Z,2870000,20.0,243.0,1,left,A. Holiday 24' 3PT step back (5 PTS),[1628988],1610612756.0,PHX,step back,,,Holiday,A. Holiday,,,,,24.43,Made,5.0,,,,,,,,,,,,,,,,,,
291,PT01M28.00S,2022-03-09T00:55:39.5Z,2,REGULAR,3pt,Jump Shot,[],1630181,92.32917214191852,2.2058823529411766,1610612753,41,48,2022-03-09T00:55:43Z,2880000,-239.0,20.0,1,right,MISS R. Hampton 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M26.00S,2022-03-09T00:55:41.5Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,41,48,2022-03-09T00:55:43Z,2890000,,,0,,D. Ayton REBOUND (Off:1 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,291.0,8.0,7.0,1.0,,,,,,,,,,,
293,PT01M08.00S,2022-03-09T00:56:00.4Z,2,REGULAR,3pt,Jump Shot,[],203109,32.53942181340342,54.90196078431373,1610612756,41,48,2022-03-09T00:56:04Z,2900000,-25.0,253.0,1,left,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M05.00S,2022-03-09T00:56:03.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,41,48,2022-03-09T00:56:04Z,2910000,,,0,,M. Bamba REBOUND (Off:1 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,293.0,7.0,6.0,1.0,,,,,,,,,,,
295,PT00M56.10S,2022-03-09T00:56:12.0Z,2,REGULAR,3pt,Jump Shot,[],1630175,78.26872536136662,6.372549019607843,1610612753,41,48,2022-03-09T00:56:17Z,2920000,-218.0,152.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
296,PT00M53.50S,2022-03-09T00:56:14.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,41,48,2022-03-09T00:56:17Z,2930000,,,0,,D. Ayton REBOUND (Off:1 Def:8),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,295.0,9.0,8.0,1.0,,,,,,,,,,,
297,PT00M45.10S,2022-03-09T00:56:25.7Z,2,REGULAR,foul,personal,[],1628976,,,1610612756,41,48,2022-03-09T00:56:36Z,2940000,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 203109]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Crowder,203109.0,,,,,
299,PT00M45.10S,2022-03-09T00:56:37.6Z,2,REGULAR,foul,technical,['1freethrow'],1628964,,,1610612756,41,48,2022-03-09T00:56:45Z,2960000,,,0,,M. Bamba technical FOUL (1 Tech),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,101284.0,1.0,1.0,,,,,,,
300,PT00M45.10S,2022-03-09T00:56:56.2Z,2,REGULAR,freethrow,1 of 1,[],203109,,,1610612756,41,48,2022-03-09T00:56:56Z,2970000,,,0,,MISS J. Crowder technical Free Throw 1 of 1,[203109],1610612756.0,PHX,technical,,,Crowder,J. Crowder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
301,PT00M45.10S,2022-03-09T00:56:56.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,41,48,2022-03-09T00:56:56Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,
302,PT00M45.10S,2022-03-09T00:57:18.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612756,41,48,2022-03-09T00:57:22Z,2990000,,,0,,SUB out: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M45.10S,2022-03-09T00:57:18.2Z,2,REGULAR,substitution,in,[],1626166,,,1610612756,41,48,2022-03-09T00:57:22Z,3000000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M41.00S,2022-03-09T00:57:25.4Z,2,REGULAR,violation,kicked ball,[],1630181,,,1610612756,41,48,2022-03-09T00:57:40Z,3010000,,,0,,R. Hampton kicked ball VIOLATION,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,101284.0,,,,,,,,,
305,PT00M34.40S,2022-03-09T00:57:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,7.5722733245729295,44.85294117647059,1610612756,41,48,2022-03-09T00:58:30Z,3020000,26.0,19.0,1,left,MISS L. Shamet Layup,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M32.80S,2022-03-09T00:57:47.6Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,41,48,2022-03-09T00:57:47Z,3030000,,,0,,D. Ayton REBOUND (Off:2 Def:8),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,305.0,10.0,8.0,2.0,,,,,,,,,,,
307,PT00M29.00S,2022-03-09T00:57:51.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,34.510512483574246,41.17647058823529,1610612756,41,51,2022-03-09T01:02:55Z,3040000,44.0,272.0,1,left,C. Payne 27' 3PT pullup (6 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,27.55,Made,6.0,,,,,,,,,,,,,,,,,,
308,PT00M27.30S,2022-03-09T00:57:59.7Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612753,41,51,2022-03-09T00:57:59Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M22.00S,2022-03-09T00:58:23.9Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,41,51,2022-03-09T00:58:37Z,3060000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1626166]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1.0,,,,,,,,Payne,1626166.0,
310,PT00M22.00S,2022-03-09T00:58:23.9Z,2,REGULAR,steal,,[],1626166,,,1610612756,41,51,2022-03-09T00:58:25Z,3070000,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M03.60S,2022-03-09T00:58:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626166,10.5946123521682,49.754901960784316,1610612756,41,53,2022-03-09T00:58:48Z,3080000,1.0,47.0,1,left,C. Payne driving finger roll Layup (8 PTS),[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,4.71,Made,8.0,,,,,,,,,,,,,,,,,,
312,PT00M00.00S,2022-03-09T00:58:52.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.80354796320631,48.28431372549019,1610612753,43,53,2022-03-09T00:58:59Z,3090000,-9.0,25.0,1,right,F. Wagner Layup (4 PTS) (C. Anthony 5 AST),"[1630532, 1630175]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,2.6,Made,4.0,C. Anthony,1630175.0,5.0,,,,,,,,,,,,,,,
314,PT00M00.00S,2022-03-09T00:59:00.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612756,43,53,2022-03-09T00:59:15Z,3110000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,End Period - Good Basket
315,PT00M00.00S,2022-03-09T00:59:55.6Z,2,REGULAR,period,end,[],0,,,1610612756,43,53,2022-03-09T00:59:55Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-03-09T01:14:24.0Z,3,REGULAR,period,start,[],0,,,1610612753,43,53,2022-03-09T01:14:24Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT11M43.00S,2022-03-09T01:14:40.2Z,3,REGULAR,3pt,Jump Shot,[],1630175,32.670827858081466,40.44117647058824,1610612753,43,53,2022-03-09T01:14:44Z,3140000,48.0,255.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
318,PT11M40.00S,2022-03-09T01:14:43.2Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,43,53,2022-03-09T01:14:44Z,3150000,,,0,,J. Crowder REBOUND (Off:0 Def:7),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,317.0,7.0,7.0,0.0,,,,,,,,,,,
319,PT11M27.00S,2022-03-09T01:14:55.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,91.80354796320631,44.36274509803921,1610612756,43,55,2022-03-09T01:15:03Z,3160000,-28.0,25.0,1,right,C. Payne driving finger roll Layup (10 PTS),[1626166],1610612756.0,PHX,driving finger roll,,,Payne,C. Payne,,,,,3.74,Made,10.0,,,,,,,,,,,,,,,,,,
320,PT11M01.00S,2022-03-09T01:15:21.6Z,3,REGULAR,3pt,Jump Shot,[],1630181,23.603810775295663,9.068627450980392,1610612753,43,55,2022-03-09T01:15:25Z,3170000,205.0,169.0,1,left,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
321,PT10M59.00S,2022-03-09T01:15:23.6Z,3,REGULAR,rebound,defensive,[],1626166,,,1610612756,43,55,2022-03-09T01:15:25Z,3180000,,,0,,C. Payne REBOUND (Off:0 Def:5),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,320.0,5.0,5.0,0.0,,,,,,,,,,,
322,PT10M48.00S,2022-03-09T01:15:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,88.64980289093299,47.30392156862745,1610612756,43,57,2022-03-09T01:15:44Z,3190000,-13.0,54.0,1,right,C. Payne driving floating Jump Shot (12 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,5.59,Made,12.0,,,,,,,,,,,,,,,,,,
323,PT10M34.00S,2022-03-09T01:15:51.6Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,43,57,2022-03-09T01:16:14Z,3200000,,,0,,W. Carter Jr. offensive FOUL (2 PF),"[1628976, 1628969]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Bridges,1628969.0,,,,,
325,PT10M34.00S,2022-03-09T01:15:51.6Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,43,57,2022-03-09T01:16:14Z,3220000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1.0,101284.0,,,,,,,,,
327,PT10M24.00S,2022-03-09T01:16:36.7Z,3,REGULAR,foul,offensive,[],1629013,,,1610612756,43,57,2022-03-09T01:19:45Z,3240000,,,0,,L. Shamet charge offensive FOUL (2 PF),"[1629013, 1628964]",1610612756.0,PHX,charge,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Bamba,1628964.0,,,,,
329,PT10M24.00S,2022-03-09T01:16:36.7Z,3,REGULAR,turnover,offensive foul,[],1629013,,,1610612756,43,57,2022-03-09T01:16:36Z,3260000,,,0,,L. Shamet offensive foul TURNOVER (1 TO),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,1.0,101284.0,,,,,,,,,
330,PT10M24.00S,2022-03-09T01:16:52.3Z,3,REGULAR,stoppage,injury,[],0,,,1610612753,43,57,2022-03-09T01:16:52Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT10M24.00S,2022-03-09T01:17:10.4Z,3,REGULAR,instantreplay,altercationrequest,[],0,,,1610612753,43,57,2022-03-09T01:17:26Z,3280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT10M24.00S,2022-03-09T01:17:30.2Z,3,REGULAR,instantreplay,request,[],0,,,1610612753,43,57,2022-03-09T01:18:20Z,3290000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,Common Foul Upheld
333,PT10M24.00S,2022-03-09T01:18:49.0Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,43,57,2022-03-09T01:19:14Z,3300000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT10M24.00S,2022-03-09T01:18:49.0Z,3,REGULAR,substitution,in,[],203914,,,1610612753,43,57,2022-03-09T01:19:14Z,3310000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M21.00S,2022-03-09T01:19:27.9Z,3,REGULAR,turnover,bad pass,[],1630181,,,1610612753,43,57,2022-03-09T01:19:42Z,3320000,,,0,,R. Hampton bad pass TURNOVER (3 TO),"[1630181, 1626166]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,3.0,,,,,,,,Payne,1626166.0,
336,PT10M21.00S,2022-03-09T01:19:27.9Z,3,REGULAR,steal,,[],1626166,,,1610612756,43,57,2022-03-09T01:19:31Z,3330000,,,0,,C. Payne STEAL (2 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT10M16.00S,2022-03-09T01:19:33.3Z,3,REGULAR,turnover,bad pass,[],203109,,,1610612756,43,57,2022-03-09T01:19:48Z,3340000,,,0,,J. Crowder bad pass TURNOVER (1 TO),"[203109, 1630181]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,1.0,,,,,,,,Hampton,1630181.0,
338,PT10M16.00S,2022-03-09T01:19:33.3Z,3,REGULAR,steal,,[],1630181,,,1610612753,43,57,2022-03-09T01:19:35Z,3350000,,,0,,R. Hampton STEAL (2 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT10M11.00S,2022-03-09T01:19:38.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630181,7.703679369250986,61.274509803921575,1610612753,43,57,2022-03-09T01:24:15Z,3360000,-56.0,20.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,5.98,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M08.00S,2022-03-09T01:19:41.6Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,43,57,2022-03-09T01:23:32Z,3370000,,,0,,J. Crowder REBOUND (Off:0 Def:8),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,339.0,8.0,8.0,0.0,,,,,,,,,,,
341,PT10M06.00S,2022-03-09T01:19:42.8Z,3,REGULAR,3pt,Jump Shot,[],1626166,71.17279894875165,19.607843137254903,1610612756,43,57,2022-03-09T01:19:54Z,3380000,-152.0,218.0,1,right,MISS C. Payne 26' pullup 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
342,PT10M05.00S,2022-03-09T01:19:43.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,43,57,2022-03-09T01:19:54Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,
343,PT10M02.00S,2022-03-09T01:20:04.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628969,90.88370565045992,78.18627450980392,1610612756,43,57,2022-03-09T01:20:08Z,3400000,141.0,33.0,1,right,MISS M. Bridges 14' Jump Shot,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,14.48,Missed,,,,,,,,,,,,,,,,,,,
344,PT10M00.00S,2022-03-09T01:20:06.5Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,43,57,2022-03-09T01:20:08Z,3410000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,343.0,8.0,7.0,1.0,,,,,,,,,,,
345,PT09M42.00S,2022-03-09T01:20:25.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,10.33180026281209,60.5392156862745,1610612753,45,57,2022-03-09T01:21:23Z,3420000,-53.0,45.0,1,left,F. Wagner 6' turnaround Jump Shot (6 PTS),[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,6.9,Made,6.0,,,,,,,,,,,,,,,,,,
346,PT09M24.00S,2022-03-09T01:20:44.5Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612756,45,57,2022-03-09T01:20:52Z,3430000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Payne 2 FT),"[1630532, 1626166]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Payne,1626166.0,,,,,
348,PT09M24.00S,2022-03-09T01:21:11.8Z,3,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,45,58,2022-03-09T01:21:36Z,3450000,,,0,,C. Payne Free Throw 1 of 2 (13 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
349,PT09M24.00S,2022-03-09T01:21:11.8Z,3,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,45,58,2022-03-09T01:21:36Z,3460000,,,0,,MISS C. Payne Free Throw 2 of 2,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Missed,,,,,,,,,,,,,,,,,,,
350,PT09M21.00S,2022-03-09T01:21:14.8Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,45,58,2022-03-09T01:21:36Z,3470000,,,0,,M. Bamba REBOUND (Off:1 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,349.0,8.0,7.0,1.0,,,,,,,,,,,
351,PT09M12.00S,2022-03-09T01:21:44.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,45,58,2022-03-09T01:21:44Z,3480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M08.00S,2022-03-09T01:22:01.1Z,3,REGULAR,3pt,Jump Shot,[],203914,6.1268068331143235,95.34313725490196,1610612753,45,58,2022-03-09T01:22:05Z,3490000,-227.0,5.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
353,PT09M06.00S,2022-03-09T01:22:02.9Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,45,58,2022-03-09T01:22:02Z,3500000,,,0,,D. Ayton REBOUND (Off:2 Def:9),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,352.0,11.0,9.0,2.0,,,,,,,,,,,
