actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
646,PT02M47.00S,2022-01-29T02:22:47.3Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,117,95,2022-01-29T02:22:49Z,6310000,,,0,,C. Okeke REBOUND (Off:0 Def:6),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,645.0,,,,,,,,,6.0,6.0,0.0,,,,,,,
647,PT02M34.00S,2022-01-29T02:23:01.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,90.88370565045992,41.911764705882355,1610612753,117,95,2022-01-29T02:33:45Z,6320000,-40.0,33.0,1,right,MISS C. Anthony driving bank Hook,[1630175],1610612753.0,ORL,driving bank,,,Anthony,C. Anthony,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,,
648,PT02M33.00S,2022-01-29T02:23:02.7Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,117,95,2022-01-29T02:33:45Z,6330000,,,0,,M. Bamba REBOUND (Off:3 Def:8),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,647.0,,,,,,,,,11.0,8.0,3.0,,,,,,,
686,PT02M33.00S,2022-01-29T02:23:05.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628964,92.85479632063075,52.69607843137255,1610612753,117,95,2022-01-29T02:36:55Z,6335000,13.0,15.0,1,right,MISS M. Bamba putback Layup - blocked,"[1628964, 1630180]",1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,2.0,Missed,,,,,,,,,,,,,,,,,Bey,1630180.0,
687,PT02M33.00S,2022-01-29T02:23:05.3Z,4,REGULAR,block,,[],1630180,,,1610612753,117,95,2022-01-29T02:34:41Z,6337500,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT02M33.00S,2022-01-29T02:23:05.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,117,95,2022-01-29T02:38:06Z,6338750,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,686.0,,,,,,,,,,,,,,,,,,
649,PT02M32.00S,2022-01-29T02:23:08.9Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,117,95,2022-01-29T02:23:19Z,6340000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M32.00S,2022-01-29T02:23:08.9Z,4,REGULAR,substitution,out,[],1628402,,,1610612753,117,95,2022-01-29T02:23:19Z,6350000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT02M32.00S,2022-01-29T02:23:08.9Z,4,REGULAR,substitution,in,[],1629021,,,1610612753,117,95,2022-01-29T02:23:19Z,6360000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M32.00S,2022-01-29T02:23:08.9Z,4,REGULAR,substitution,in,[],1630199,,,1610612753,117,95,2022-01-29T02:23:19Z,6370000,,,0,,SUB in: C. Stanley,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M26.00S,2022-01-29T02:23:36.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629643,92.19776609724047,50.49019607843137,1610612753,119,95,2022-01-29T02:34:41Z,6380000,2.0,21.0,1,right,C. Okeke driving DUNK (17 PTS) (C. Anthony 9 AST),"[1629643, 1630175]",1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,2.09,Made,,,,,,17.0,C. Anthony,1630175.0,9.0,,,,,,,,,,
654,PT02M08.00S,2022-01-29T02:23:55.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,6.521024967148489,52.69607843137255,1610612765,119,97,2022-01-29T02:24:18Z,6390000,-13.0,9.0,1,left,S. Bey driving Layup (17 PTS) (S. Lee 1 AST),"[1630180, 1630240]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,1.61,Made,,,,,,17.0,S. Lee,1630240.0,1.0,,,,,,,,,,
655,PT02M08.00S,2022-01-29T02:24:02.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629678,,,1610612765,119,97,2022-01-29T02:24:14Z,6400000,,,0,,A. Schofield shooting personal FOUL (1 PF) (Bey 1 FT),"[1629678, 1630180]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,Bey,1630180.0,,,
657,PT02M08.00S,2022-01-29T02:24:21.9Z,4,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,119,97,2022-01-29T02:24:28Z,6420000,,,0,,MISS S. Bey Free Throw 1 of 1,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Missed,,,,,,,,,,,,,,,,,,,
658,PT02M05.00S,2022-01-29T02:24:24.9Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,119,97,2022-01-29T02:24:28Z,6430000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,657.0,,,,,,,,,5.0,3.0,2.0,,,,,,,
659,PT02M03.00S,2022-01-29T02:24:26.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.258212877792378,43.872549019607845,1610612765,119,97,2022-01-29T02:28:34Z,6440000,31.0,6.0,1,left,MISS I. Stewart putback Layup - blocked,"[1630191, 1629643]",1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,3.12,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0,
660,PT02M03.00S,2022-01-29T02:24:26.2Z,4,REGULAR,block,,[],1629643,,,1610612765,119,97,2022-01-29T02:24:29Z,6450000,,,0,,C. Okeke BLOCK (2 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT02M02.00S,2022-01-29T02:24:27.2Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,119,97,2022-01-29T02:28:53Z,6460000,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,659.0,,,,,,,,,6.0,3.0,3.0,,,,,,,
684,PT02M02.00S,2022-01-29T02:24:30.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,4.862023653088042,48.06219362745098,1610612765,119,97,2022-01-29T02:30:10Z,6470000,10.0,-7.0,1,left,MISS I. Stewart putback Layup,[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,1.18,Missed,,,,,,,,,,,,,,,,,,,
685,PT02M02.00S,2022-01-29T02:24:30.8Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,119,97,2022-01-29T02:31:08Z,6475000,,,0,,I. Stewart REBOUND (Off:4 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,684.0,,,,,,,,,7.0,3.0,4.0,,,,,,,
663,PT02M01.00S,2022-01-29T02:24:35.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,7.5722733245729295,46.81372549019608,1610612765,119,99,2022-01-29T02:29:05Z,6480000,16.0,19.0,1,left,I. Stewart tip Layup (6 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,2.45,Made,,,,,,6.0,,,,,,,,,,,,,
664,PT01M46.00S,2022-01-29T02:24:43.1Z,4,REGULAR,3pt,Jump Shot,[],1629678,74.19513797634691,16.911764705882355,1610612753,119,99,2022-01-29T02:24:48Z,6490000,-165.0,190.0,1,right,MISS A. Schofield 25' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
665,PT01M43.00S,2022-01-29T02:24:46.1Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,119,99,2022-01-29T02:24:48Z,6500000,,,0,,I. Stewart REBOUND (Off:4 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,664.0,,,,,,,,,8.0,4.0,4.0,,,,,,,
666,PT01M36.00S,2022-01-29T02:24:53.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.30946123521682,46.32352941176471,1610612765,119,99,2022-01-29T02:24:59Z,6510000,18.0,16.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
668,PT01M33.00S,2022-01-29T02:24:56.4Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,119,99,2022-01-29T02:24:59Z,6530000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,666.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
669,PT01M10.00S,2022-01-29T02:25:18.9Z,4,REGULAR,3pt,Jump Shot,[],1630175,78.66294349540078,88.97058823529412,1610612753,119,99,2022-01-29T02:32:39Z,6540000,195.0,148.0,1,right,MISS C. Anthony 24' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
670,PT01M08.00S,2022-01-29T02:25:21.0Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,119,99,2022-01-29T02:25:21Z,6550000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,669.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
671,PT00M54.80S,2022-01-29T02:25:36.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630199,7.835085413929041,45.83333333333333,1610612765,119,101,2022-01-29T02:33:19Z,6560000,21.0,21.0,1,left,C. Stanley driving finger roll Layup (2 PTS) (S. Lee 2 AST),"[1630199, 1630240]",1610612765.0,DET,driving finger roll,,,Stanley,C. Stanley,,,,,2.96,Made,,,,,,2.0,S. Lee,1630240.0,2.0,,,,,,,,,,
673,PT00M47.50S,2022-01-29T02:25:46.3Z,4,REGULAR,turnover,lost ball,[],1629643,,,1610612753,119,101,2022-01-29T02:25:52Z,6580000,,,0,,C. Okeke lost ball TURNOVER (2 TO),"[1629643, 1630180]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,2.0,Bey,1630180.0,,,,,,,,,,,,,,
674,PT00M47.50S,2022-01-29T02:25:46.3Z,4,REGULAR,steal,,[],1630180,,,1610612765,119,101,2022-01-29T02:25:48Z,6590000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M44.60S,2022-01-29T02:25:49.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,6.915243101182654,50.245098039215684,1610612765,119,101,2022-01-29T02:26:00Z,6600000,-1.0,13.0,1,left,MISS S. Bey running Layup - blocked,"[1630180, 1629643]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,1.26,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0,
676,PT00M44.60S,2022-01-29T02:25:49.2Z,4,REGULAR,block,,[],1629643,,,1610612765,119,101,2022-01-29T02:25:52Z,6610000,,,0,,C. Okeke BLOCK (3 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M40.50S,2022-01-29T02:25:53.3Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612765,119,101,2022-01-29T02:26:00Z,6620000,,,0,,S. Bey REBOUND (Off:4 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,675.0,,,,,,,,,5.0,1.0,4.0,,,,,,,
678,PT00M39.00S,2022-01-29T02:25:54.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630595,33.065045992115635,34.068627450980394,1610612765,119,101,2022-01-29T02:26:03Z,6630000,80.0,258.0,1,left,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M36.30S,2022-01-29T02:25:57.4Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,119,101,2022-01-29T02:26:03Z,6640000,,,0,,C. Anthony REBOUND (Off:1 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,678.0,,,,,,,,,6.0,5.0,1.0,,,,,,,
680,PT00M12.20S,2022-01-29T02:26:21.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,119,101,2022-01-29T02:26:37Z,6650000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,1627964.0,,,,,,,,,,,,,,,,,
681,PT00M08.10S,2022-01-29T02:26:48.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,7.30946123521682,48.03921568627451,1610612765,119,103,2022-01-29T02:26:54Z,6660000,10.0,16.0,1,left,C. Cunningham driving Layup (8 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,1.89,Made,,,,,,8.0,,,,,,,,,,,,,
682,PT00M00.00S,2022-01-29T02:27:03.4Z,4,REGULAR,period,end,[],0,,,1610612753,119,103,2022-01-29T02:27:03Z,6670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M00.00S,2022-01-29T02:27:09.5Z,4,REGULAR,game,end,[],0,,,0,119,103,2022-01-29T02:27:09Z,6680000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
