actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
360,PT08M19.00S,2021-12-05T04:31:15.6Z,3,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612757,70,80,2021-12-05T04:31:20Z,3570000,,,0,,R. Williams III shooting personal FOUL (4 PF) (Nurkic 1 FT),"[1629057, 203994]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,201246.0,,4.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
362,PT08M19.00S,2021-12-05T04:31:24.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612757,70,80,2021-12-05T04:31:50Z,3590000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M19.00S,2021-12-05T04:31:24.6Z,3,REGULAR,substitution,in,[],202683,,,1610612757,70,80,2021-12-05T04:31:50Z,3600000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M19.00S,2021-12-05T04:31:48.8Z,3,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,70,80,2021-12-05T04:31:48Z,3610000,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,Missed,,,,,,,,,,,,,
365,PT08M17.00S,2021-12-05T04:31:50.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,80,2021-12-05T04:31:50Z,3620000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,364.0,8.0,8.0,0.0,,,,,,,
366,PT08M09.00S,2021-12-05T04:31:59.9Z,3,REGULAR,foul,personal,['2freethrow'],203468,,,1610612738,70,80,2021-12-05T04:32:07Z,3630000,,,0,,C. McCollum shooting personal FOUL (4 PF) (Schroder 2 FT),"[203468, 203471]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,202901.0,,4.0,0.0,Schroder,203471.0,,,,,,,,,,,,,,,
368,PT08M09.00S,2021-12-05T04:32:27.9Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612738,70,81,2021-12-05T04:32:27Z,3650000,,,0,,D. Schroder Free Throw 1 of 2 (19 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,Made,,,,,,,19.0,,,,,,
369,PT08M09.00S,2021-12-05T04:32:44.0Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612738,70,82,2021-12-05T04:32:44Z,3660000,,,0,,D. Schroder Free Throw 2 of 2 (20 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,Made,,,,,,,20.0,,,,,,
370,PT07M54.00S,2021-12-05T04:33:03.6Z,3,REGULAR,3pt,Jump Shot,[],203496,67.7562417871222,29.65686274509804,1610612757,73,82,2021-12-05T04:33:08Z,3670000,-102.0,251.0,1,right,R. Covington 27' 3PT pullup (7 PTS) (N. Powell 4 AST),"[203496, 1626181]",1610612757.0,POR,pullup,,,Covington,R. Covington,,,,,,,,,,,27.05,Made,,,,,,,7.0,N. Powell,1626181.0,4.0,,,
372,PT07M27.00S,2021-12-05T04:33:29.9Z,3,REGULAR,3pt,Jump Shot,[],1629684,19.004599211563733,91.91176470588235,1610612738,73,82,2021-12-05T04:33:36Z,3690000,-210.0,126.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,24.46,Missed,,,,,,,,,,,,,
373,PT07M23.00S,2021-12-05T04:33:33.9Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612757,73,82,2021-12-05T04:33:36Z,3700000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,372.0,1.0,1.0,0.0,,,,,,,
374,PT07M16.00S,2021-12-05T04:34:19.7Z,3,REGULAR,jumpball,recovered,[],203468,,,1610612757,73,82,2021-12-05T04:34:19Z,3710000,,,0,,Jump Ball J. Nurkic vs. M. Smart: Tip to C. McCollum,"[203468, 203994, 203935]",1610612757.0,POR,outofbounds,C. McCollum,203468.0,McCollum,C. McCollum,Nurkic,203994.0,Smart,203935.0,,,,,,,,,,,,,,,,,,,,,
377,PT07M08.00S,2021-12-05T04:34:27.2Z,3,REGULAR,2pt,Jump Shot,[],1626181,92.19776609724047,86.76470588235294,1610612757,75,82,2021-12-05T04:34:32Z,3740000,184.0,21.0,1,right,N. Powell 18' pullup Jump Shot (6 PTS) (J. Nurkic 1 AST),"[1626181, 203994]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,,,,18.5,Made,,,,,,,6.0,J. Nurkic,203994.0,1.0,,,
379,PT06M48.00S,2021-12-05T04:34:50.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612738,75,82,2021-12-05T04:34:58Z,3760000,,,0,,D. Smith Jr. shooting personal FOUL (3 PF) (Smart 2 FT),"[1628372, 203935]",1610612757.0,POR,shooting,,,Smith Jr.,D. Smith Jr.,,,,,202901.0,,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
381,PT06M48.00S,2021-12-05T04:35:09.5Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,75,83,2021-12-05T04:35:09Z,3780000,,,0,,M. Smart Free Throw 1 of 2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,Made,,,,,,,16.0,,,,,,
382,PT06M48.00S,2021-12-05T04:35:28.9Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,75,84,2021-12-05T04:35:28Z,3790000,,,0,,M. Smart Free Throw 2 of 2 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,Made,,,,,,,17.0,,,,,,
383,PT06M37.00S,2021-12-05T04:35:44.1Z,3,REGULAR,3pt,Jump Shot,[],1628372,91.67214191852825,3.6764705882352944,1610612757,75,84,2021-12-05T04:35:49Z,3800000,-232.0,26.0,1,right,MISS D. Smith Jr. 3PT,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,23.3,Missed,,,,,,,,,,,,,
384,PT06M34.00S,2021-12-05T04:35:47.1Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,75,84,2021-12-05T04:35:49Z,3810000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,383.0,2.0,2.0,0.0,,,,,,,
385,PT06M25.00S,2021-12-05T04:35:58.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,75,84,2021-12-05T04:35:58Z,3820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M25.00S,2021-12-05T04:36:03.6Z,3,REGULAR,substitution,out,[],1628372,,,1610612738,75,84,2021-12-05T04:36:08Z,3830000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M25.00S,2021-12-05T04:36:03.6Z,3,REGULAR,substitution,in,[],203463,,,1610612738,75,84,2021-12-05T04:36:08Z,3840000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M19.00S,2021-12-05T04:36:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.995400788436268,52.69607843137255,1610612738,75,86,2021-12-05T04:36:37Z,3850000,-13.0,4.0,1,left,D. Schroder driving Layup (22 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,,1.41,Made,,,,,,,22.0,,,,,,
389,PT06M09.00S,2021-12-05T04:36:38.2Z,3,REGULAR,3pt,Jump Shot,[],203468,68.41327201051249,27.450980392156865,1610612757,75,86,2021-12-05T04:36:44Z,3860000,-113.0,244.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,,26.91,Missed,,,,,,,,,,,,,
390,PT06M08.00S,2021-12-05T04:36:39.2Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,75,86,2021-12-05T04:36:44Z,3870000,,,0,,E. Freedom REBOUND (Off:2 Def:9),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,389.0,11.0,9.0,2.0,,,,,,,
391,PT06M01.00S,2021-12-05T04:36:50.6Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,75,86,2021-12-05T04:37:00Z,3880000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,1179.0,2.0,,,,,,,,,,,,,,,,,,,
392,PT06M01.00S,2021-12-05T04:36:52.6Z,3,REGULAR,substitution,out,[],1629684,,,1610612757,75,86,2021-12-05T04:36:57Z,3890000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M01.00S,2021-12-05T04:36:52.6Z,3,REGULAR,substitution,in,[],1626196,,,1610612757,75,86,2021-12-05T04:36:57Z,3900000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M53.00S,2021-12-05T04:37:13.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,74.06373193166885,15.441176470588236,1610612757,75,86,2021-12-05T04:37:19Z,3910000,-173.0,191.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,25.78,Missed,,,,,,,,,,,,,
395,PT05M49.00S,2021-12-05T04:37:17.1Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,75,86,2021-12-05T04:37:19Z,3920000,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,394.0,3.0,3.0,0.0,,,,,,,
396,PT05M39.00S,2021-12-05T04:37:27.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.995400788436268,48.77450980392157,1610612738,75,88,2021-12-05T04:37:31Z,3930000,6.0,4.0,1,left,D. Schroder driving Layup (24 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,,0.72,Made,,,,,,,24.0,,,,,,
397,PT05M26.00S,2021-12-05T04:37:41.4Z,3,REGULAR,foul,personal,['2freethrow'],202683,,,1610612757,75,88,2021-12-05T04:37:51Z,3940000,,,0,,E. Freedom shooting personal FOUL (2 PF) (Powell 2 FT),"[202683, 1626181]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,1179.0,,2.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,
399,PT05M26.00S,2021-12-05T04:38:09.1Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,75,88,2021-12-05T04:38:09Z,3960000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,Missed,,,,,,,,,,,,,
400,PT05M26.00S,2021-12-05T04:38:09.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,75,88,2021-12-05T04:38:09Z,3970000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,399.0,,,,,,,,,,
401,PT05M26.00S,2021-12-05T04:38:09.8Z,3,REGULAR,substitution,out,[],203496,,,1610612757,75,88,2021-12-05T04:38:14Z,3980000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M26.00S,2021-12-05T04:38:09.8Z,3,REGULAR,substitution,in,[],1626204,,,1610612757,75,88,2021-12-05T04:38:14Z,3990000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M26.00S,2021-12-05T04:38:29.0Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,76,88,2021-12-05T04:38:29Z,4000000,,,0,,N. Powell Free Throw 2 of 2 (7 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,Made,,,,,,,7.0,,,,,,
404,PT05M03.00S,2021-12-05T04:38:53.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,20.97568988173456,71.07843137254902,1610612738,76,88,2021-12-05T04:38:59Z,4010000,-105.0,145.0,1,left,MISS J. Tatum 17' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,,17.9,Missed,,,,,,,,,,,,,
405,PT05M01.00S,2021-12-05T04:38:55.4Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,76,88,2021-12-05T04:38:59Z,4020000,,,0,,E. Freedom REBOUND (Off:3 Def:9),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,404.0,12.0,9.0,3.0,,,,,,,
406,PT04M53.00S,2021-12-05T04:39:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203471,6.258212877792378,47.30392156862745,1610612738,76,88,2021-12-05T04:39:09Z,4030000,13.0,6.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 203994]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,,,,,,,1.49,Missed,Nurkic,203994.0,,,,,,,,,,,
407,PT04M53.00S,2021-12-05T04:39:04.3Z,3,REGULAR,block,,[],203994,,,1610612738,76,88,2021-12-05T04:39:06Z,4040000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M48.00S,2021-12-05T04:39:09.3Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,76,88,2021-12-05T04:39:09Z,4050000,,,0,,E. Freedom REBOUND (Off:4 Def:9),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,406.0,13.0,9.0,4.0,,,,,,,
409,PT04M48.00S,2021-12-05T04:39:08.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,5.590000152587891,50.0,1610612738,76,90,2021-12-05T04:39:08Z,4060000,0.0,0.0,1,left,E. Freedom putback Layup (9 PTS),[202683],1610612738.0,BOS,putback,,,Freedom,E. Freedom,,,,,,,,,,,0.0,Made,,,,,,,9.0,,,,,,
410,PT04M40.00S,2021-12-05T04:39:16.1Z,3,REGULAR,3pt,Jump Shot,[],1626204,70.51576872536137,20.833333333333336,1610612757,79,90,2021-12-05T04:39:20Z,4070000,-146.0,225.0,1,right,L. Nance Jr. 26' 3PT  (5 PTS) (C. McCollum 5 AST),"[1626204, 203468]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,26.79,Made,,,,,,,5.0,C. McCollum,203468.0,5.0,,,
412,PT04M17.00S,2021-12-05T04:39:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,6.521024967148489,62.99019607843137,1610612738,79,90,2021-12-05T04:39:45Z,4090000,-65.0,9.0,1,left,MISS M. Smart 6' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,,,,,,,6.56,Missed,,,,,,,,,,,,,
413,PT04M15.00S,2021-12-05T04:39:42.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,79,90,2021-12-05T04:39:45Z,4100000,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,412.0,5.0,3.0,2.0,,,,,,,
414,PT04M01.00S,2021-12-05T04:40:01.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,79,90,2021-12-05T04:40:01Z,4110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M01.00S,2021-12-05T04:40:02.4Z,3,REGULAR,substitution,out,[],203994,,,1610612757,79,90,2021-12-05T04:40:10Z,4120000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M01.00S,2021-12-05T04:40:02.4Z,3,REGULAR,substitution,out,[],203935,,,1610612757,79,90,2021-12-05T04:40:10Z,4130000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M01.00S,2021-12-05T04:40:02.4Z,3,REGULAR,substitution,in,[],203469,,,1610612757,79,90,2021-12-05T04:40:10Z,4140000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M01.00S,2021-12-05T04:40:02.4Z,3,REGULAR,substitution,in,[],1630174,,,1610612757,79,90,2021-12-05T04:40:10Z,4150000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M53.00S,2021-12-05T04:40:29.4Z,3,REGULAR,turnover,lost ball,[],203468,,,1610612757,79,90,2021-12-05T04:40:35Z,4160000,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 203471]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,2.0,,,,,,,,,,,,,,,,,Schroder,203471.0,
420,PT03M53.00S,2021-12-05T04:40:29.4Z,3,REGULAR,steal,,[],203471,,,1610612738,79,90,2021-12-05T04:40:30Z,4170000,,,0,,D. Schroder STEAL (1 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M50.00S,2021-12-05T04:40:33.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,6.389618922470433,48.77450980392157,1610612738,79,92,2021-12-05T04:40:40Z,4180000,6.0,8.0,1,left,D. Schroder running Layup (26 PTS) (A. Nesmith 2 AST),"[203471, 1630174]",1610612738.0,BOS,running,,,Schroder,D. Schroder,,,,,,,,,,,0.97,Made,,,,,,,26.0,A. Nesmith,1630174.0,2.0,,,
422,PT03M31.00S,2021-12-05T04:40:52.0Z,3,REGULAR,3pt,Jump Shot,[],203468,80.50262812089356,92.8921568627451,1610612757,79,92,2021-12-05T04:40:58Z,4190000,214.0,131.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,25.12,Missed,,,,,,,,,,,,,
423,PT03M28.00S,2021-12-05T04:40:55.0Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,79,92,2021-12-05T04:40:58Z,4200000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,422.0,2.0,2.0,0.0,,,,,,,
424,PT03M22.00S,2021-12-05T04:41:00.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.14520367936925,53.67647058823529,1610612738,79,95,2021-12-05T04:41:56Z,4210000,-18.0,250.0,1,left,J. Tatum 25' 3PT pullup (23 PTS) (D. Schroder 6 AST),"[1628369, 203471]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,,25.04,Made,,,,,,,23.0,D. Schroder,203471.0,6.0,,,
426,PT02M58.00S,2021-12-05T04:41:26.9Z,3,REGULAR,foul,personal,['2freethrow'],202683,,,1610612757,79,95,2021-12-05T04:41:46Z,4220000,,,0,,E. Freedom shooting personal FOUL (3 PF) (Powell 2 FT),"[202683, 1626181]",1610612738.0,BOS,shooting,,,Freedom,E. Freedom,,,,,202901.0,,3.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,
428,PT02M58.00S,2021-12-05T04:41:44.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,79,95,2021-12-05T04:41:44Z,4240000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M58.00S,2021-12-05T04:44:07.6Z,3,REGULAR,substitution,out,[],203468,,,1610612757,79,95,2021-12-05T04:44:44Z,4250000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M58.00S,2021-12-05T04:44:07.6Z,3,REGULAR,substitution,out,[],203471,,,1610612757,79,95,2021-12-05T04:44:44Z,4260000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M58.00S,2021-12-05T04:44:07.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612757,79,95,2021-12-05T04:44:44Z,4280000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M58.00S,2021-12-05T04:44:07.6Z,3,REGULAR,substitution,in,[],1628372,,,1610612757,79,95,2021-12-05T04:45:55Z,4285000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M58.00S,2021-12-05T04:45:08.1Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,79,95,2021-12-05T04:45:08Z,4290000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,Missed,,,,,,,,,,,,,
435,PT02M58.00S,2021-12-05T04:45:08.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,79,95,2021-12-05T04:45:08Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,,
438,PT02M58.00S,2021-12-05T04:45:23.1Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,80,95,2021-12-05T04:45:23Z,4330000,,,0,,N. Powell Free Throw 2 of 2 (8 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,Made,,,,,,,8.0,,,,,,
439,PT02M37.00S,2021-12-05T04:45:44.6Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203463,,,1610612738,80,95,2021-12-05T04:45:55Z,4340000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Tatum 3 FT),"[203463, 1628369]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,1179.0,,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
442,PT02M37.00S,2021-12-05T04:46:15.9Z,3,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,80,96,2021-12-05T04:46:15Z,4360000,,,0,,J. Tatum Free Throw 1 of 3 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,24.0,,,,,,
443,PT02M37.00S,2021-12-05T04:46:32.8Z,3,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,80,97,2021-12-05T04:46:32Z,4370000,,,0,,J. Tatum Free Throw 2 of 3 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,25.0,,,,,,
444,PT02M37.00S,2021-12-05T04:46:33.5Z,3,REGULAR,substitution,out,[],1626181,,,1610612738,80,97,2021-12-05T04:46:36Z,4380000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M37.00S,2021-12-05T04:46:33.5Z,3,REGULAR,substitution,in,[],203503,,,1610612738,80,97,2021-12-05T04:46:36Z,4390000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M37.00S,2021-12-05T04:46:50.0Z,3,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,80,98,2021-12-05T04:46:50Z,4400000,,,0,,J. Tatum Free Throw 3 of 3 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,26.0,,,,,,
447,PT02M25.00S,2021-12-05T04:47:04.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,93.9060446780552,49.754901960784316,1610612757,82,98,2021-12-05T04:47:09Z,4410000,-1.0,5.0,1,right,C. Zeller cutting DUNK (10 PTS) (T. Snell 1 AST),"[203469, 203503]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,,,,,,,0.49,Made,,,,,,,10.0,T. Snell,203503.0,1.0,,,
449,PT02M07.00S,2021-12-05T04:47:21.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,7.30946123521682,52.69607843137255,1610612738,82,98,2021-12-05T04:47:27Z,4430000,-13.0,16.0,1,left,MISS J. Richardson driving Layup,[1626196],1610612738.0,BOS,driving,,,Richardson,J. Richardson,,,,,,,,,,,2.11,Missed,,,,,,,,,,,,,
450,PT02M04.00S,2021-12-05T04:47:24.0Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,82,98,2021-12-05T04:47:24Z,4440000,,,0,,E. Freedom REBOUND (Off:5 Def:9),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,449.0,14.0,9.0,5.0,,,,,,,
451,PT02M04.00S,2021-12-05T04:47:24.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,5.590000152587891,50.0,1610612738,82,98,2021-12-05T04:47:24Z,4450000,0.0,0.0,1,left,MISS E. Freedom tip Layup,[202683],1610612738.0,BOS,tip,,,Freedom,E. Freedom,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
452,PT02M04.00S,2021-12-05T04:47:24.9Z,3,REGULAR,rebound,defensive,[],203463,,,1610612757,82,98,2021-12-05T04:47:24Z,4460000,,,0,,B. McLemore REBOUND (Off:1 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,451.0,2.0,1.0,1.0,,,,,,,
