actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
271,PT05M07.00S,2021-10-28T02:53:46.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,41,46,2021-10-28T02:54:06Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,
272,PT05M07.00S,2021-10-28T02:54:04.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,41,46,2021-10-28T02:54:04Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M53.00S,2021-10-28T02:54:35.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612763,41,46,2021-10-28T02:54:48Z,2710000,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,
274,PT04M47.00S,2021-10-28T02:54:54.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203500,,,1610612757,41,46,2021-10-28T02:55:01Z,2720000,,,0,,S. Adams personal FOUL (2 PF) (Lillard 2 FT),"[203500, 203081]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,1179.0,,2.0,0.0,Lillard,203081.0,,
276,PT04M47.00S,2021-10-28T02:55:19.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203081,,,1610612757,42,46,2021-10-28T02:55:19Z,2740000,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
277,PT04M47.00S,2021-10-28T02:55:20.2Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,42,46,2021-10-28T02:55:24Z,2750000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M47.00S,2021-10-28T02:55:20.2Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,42,46,2021-10-28T02:55:24Z,2760000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M47.00S,2021-10-28T02:55:37.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203081,,,1610612757,43,46,2021-10-28T02:55:37Z,2770000,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
280,PT04M27.00S,2021-10-28T02:55:58.0Z,2,REGULAR,3pt,Jump Shot,[],203937,75.1149802890933,12.5,1610612763,43,46,2021-10-28T02:56:05Z,2780000,-188.0,181.0,1,right,MISS K. Anderson 26' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
281,PT04M26.00S,2021-10-28T02:55:59.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,43,46,2021-10-28T02:56:05Z,2790000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,
282,PT04M26.00S,2021-10-28T02:56:06.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,43,46,2021-10-28T02:56:06Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M17.00S,2021-10-28T02:56:18.3Z,2,REGULAR,3pt,Jump Shot,[],203468,9.017739816031538,4.6568627450980395,1610612757,43,46,2021-10-28T02:56:25Z,2810000,227.0,32.0,1,left,MISS C. McCollum pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,
284,PT04M13.00S,2021-10-28T02:56:22.3Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,43,46,2021-10-28T02:56:25Z,2820000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,
285,PT04M07.00S,2021-10-28T02:56:32.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,43,46,2021-10-28T02:56:32Z,2830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M54.00S,2021-10-28T02:56:58.7Z,2,REGULAR,3pt,Jump Shot,[],1629630,66.70499342969777,13.725490196078432,1610612763,43,46,2021-10-28T02:57:04Z,2840000,-181.0,260.0,1,right,MISS J. Morant 31' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,31.74,Missed,,,,,,,,,,,,,,,,,,
287,PT03M51.00S,2021-10-28T02:57:01.7Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,43,46,2021-10-28T02:57:04Z,2850000,,,0,,A. Simons REBOUND (Off:0 Def:3),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,,,,,,
288,PT03M43.00S,2021-10-28T02:57:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.995400788436268,49.754901960784316,1610612757,43,46,2021-10-28T02:57:17Z,2860000,1.0,4.0,1,left,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,0.41,Missed,,,,,,,,,,,,,,,,,,
289,PT03M41.00S,2021-10-28T02:57:12.5Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,43,46,2021-10-28T02:57:17Z,2870000,,,0,,K. Anderson REBOUND (Off:2 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,288.0,5.0,3.0,2.0,,,,,,,,,,,,,,
290,PT03M32.00S,2021-10-28T02:57:21.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,88.51839684625493,58.08823529411765,1610612763,43,46,2021-10-28T02:57:27Z,2880000,40.0,55.0,1,right,MISS S. Adams 6' floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,6.86,Missed,,,,,,,,,,,,,,,,,,
291,PT03M30.00S,2021-10-28T02:57:23.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,43,46,2021-10-28T02:57:27Z,2890000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,,,,,
292,PT03M22.00S,2021-10-28T02:57:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,10.5946123521682,41.66666666666667,1610612757,43,46,2021-10-28T02:57:36Z,2900000,42.0,47.0,1,left,MISS D. Lillard 6' driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,6.29,Missed,,,,,,,,,,,,,,,,,,
293,PT03M21.00S,2021-10-28T02:57:32.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,43,46,2021-10-28T02:57:36Z,2910000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,,
294,PT03M21.00S,2021-10-28T02:57:35.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,5.590000152587891,50.0,1610612757,45,46,2021-10-28T02:57:35Z,2920000,0.0,0.0,1,left,J. Nurkic tip Layup (6 PTS),[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,
295,PT03M21.00S,2021-10-28T02:57:40.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,45,46,2021-10-28T02:57:40Z,2930000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M21.00S,2021-10-28T02:59:33.0Z,2,REGULAR,substitution,out,[],203994,,,1610612763,45,46,2021-10-28T03:00:54Z,2940000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M21.00S,2021-10-28T02:59:33.0Z,2,REGULAR,substitution,out,[],203937,,,1610612763,45,46,2021-10-28T03:00:54Z,2950000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M21.00S,2021-10-28T02:59:33.0Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,45,46,2021-10-28T03:00:54Z,2960000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M21.00S,2021-10-28T02:59:33.0Z,2,REGULAR,substitution,in,[],203469,,,1610612763,45,46,2021-10-28T03:00:54Z,2970000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M21.00S,2021-10-28T02:59:33.0Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,45,46,2021-10-28T03:00:54Z,2980000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M21.00S,2021-10-28T02:59:33.0Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,45,46,2021-10-28T03:00:54Z,2990000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M02.00S,2021-10-28T03:01:24.6Z,2,REGULAR,3pt,Jump Shot,[],1630217,66.83639947437582,35.78431372549019,1610612763,45,46,2021-10-28T03:01:29Z,3000000,-71.0,259.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
303,PT02M59.00S,2021-10-28T03:01:27.6Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,45,46,2021-10-28T03:01:29Z,3010000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,,,
304,PT02M50.00S,2021-10-28T03:01:36.9Z,2,REGULAR,3pt,Jump Shot,[],203081,7.046649145860711,4.411764705882353,1610612757,45,46,2021-10-28T03:01:43Z,3020000,228.0,14.0,1,left,MISS D. Lillard 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,
305,PT02M47.00S,2021-10-28T03:01:39.9Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,45,46,2021-10-28T03:01:43Z,3030000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,,,,,,,
306,PT02M40.00S,2021-10-28T03:01:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,93.38042049934296,48.77450980392157,1610612763,45,46,2021-10-28T03:01:51Z,3040000,-6.0,10.0,1,right,MISS S. Adams Layup,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
307,PT02M38.00S,2021-10-28T03:01:48.6Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,45,46,2021-10-28T03:01:48Z,3050000,,,0,,S. Adams REBOUND (Off:4 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,306.0,5.0,1.0,4.0,,,,,,,,,,,,,,
308,PT02M34.00S,2021-10-28T03:01:52.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,88.78120893561103,95.58823529411765,1610612763,45,46,2021-10-28T03:02:02Z,3060000,228.0,53.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
309,PT02M34.00S,2021-10-28T03:01:52.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,45,46,2021-10-28T03:02:02Z,3070000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,308.0,,,,,,,,,,,,,,,,,
310,PT02M34.00S,2021-10-28T03:02:00.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203500,,,1610612757,45,46,2021-10-28T03:02:09Z,3080000,,,0,,S. Adams loose ball personal FOUL (3 PF) (Zeller 2 FT),"[203500, 203469]",1610612763.0,MEM,loose ball,,,Adams,S. Adams,,,,,,,,,,,,,,,,,202053.0,,3.0,0.0,Zeller,203469.0,,
312,PT02M34.00S,2021-10-28T03:02:41.1Z,2,REGULAR,freethrow,1 of 2,[],203469,,,1610612757,46,46,2021-10-28T03:02:41Z,3100000,,,0,,C. Zeller Free Throw 1 of 2 (5 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
313,PT02M34.00S,2021-10-28T03:02:41.8Z,2,REGULAR,substitution,out,[],203500,,,1610612757,46,46,2021-10-28T03:02:44Z,3110000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M34.00S,2021-10-28T03:02:41.8Z,2,REGULAR,substitution,in,[],1629634,,,1610612757,46,46,2021-10-28T03:02:44Z,3120000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M34.00S,2021-10-28T03:02:41.1Z,2,REGULAR,freethrow,2 of 2,[],203469,,,1610612757,46,46,2021-10-28T03:03:03Z,3130000,,,0,,MISS C. Zeller Free Throw 2 of 2,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Missed,,,,,,,,,,,,,,,,,,
316,PT02M31.00S,2021-10-28T03:02:44.1Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,46,46,2021-10-28T03:03:03Z,3140000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,315.0,3.0,3.0,0.0,,,,,,,,,,,,,,
317,PT02M20.00S,2021-10-28T03:03:13.6Z,2,REGULAR,3pt,Jump Shot,[],1629630,67.7562417871222,67.8921568627451,1610612763,46,49,2021-10-28T03:03:18Z,3150000,89.0,251.0,1,right,J. Morant 26' 3PT  (6 PTS) (D. Melton 1 AST),"[1629630, 1629001]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,26.61,Made,,,,,6.0,D. Melton,1629001.0,1.0,,,,,,,,,,
319,PT02M03.00S,2021-10-28T03:03:31.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,6.389618922470433,51.71568627450981,1610612757,46,49,2021-10-28T03:03:36Z,3170000,-9.0,8.0,1,left,MISS C. McCollum driving finger roll Layup,[203468],1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
320,PT02M01.00S,2021-10-28T03:03:33.1Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,46,49,2021-10-28T03:03:36Z,3180000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,319.0,4.0,4.0,0.0,,,,,,,,,,,,,,
321,PT01M56.00S,2021-10-28T03:03:37.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630217,82.21090670170827,44.85294117647059,1610612763,46,51,2021-10-28T03:03:50Z,3190000,-26.0,115.0,1,right,D. Bane 11' running pullup Jump Shot (12 PTS) (J. Morant 6 AST),"[1630217, 1629630]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,11.75,Made,,,,,12.0,J. Morant,1629630.0,6.0,,,,,,,,,,
323,PT01M44.00S,2021-10-28T03:03:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.258212877792378,48.03921568627451,1610612757,46,51,2021-10-28T03:03:54Z,3210000,10.0,6.0,1,left,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.17,Missed,,,,,,,,,,,,,,,,,,
324,PT01M40.00S,2021-10-28T03:03:53.2Z,2,REGULAR,rebound,offensive,[],203469,,,1610612757,46,51,2021-10-28T03:03:53Z,3220000,,,0,,C. Zeller REBOUND (Off:2 Def:0),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,323.0,2.0,0.0,2.0,,,,,,,,,,,,,,
325,PT01M34.00S,2021-10-28T03:03:59.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,6.1268068331143235,3.9215686274509802,1610612757,49,51,2021-10-28T03:04:03Z,3230000,230.0,5.0,1,left,C. McCollum 3PT  (9 PTS) (D. Lillard 5 AST),"[203468, 203081]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.05,Made,,,,,9.0,D. Lillard,203081.0,5.0,,,,,,,,,,
327,PT01M06.00S,2021-10-28T03:04:27.6Z,2,REGULAR,3pt,Jump Shot,[],1630217,66.83639947437582,64.70588235294117,1610612763,49,54,2021-10-28T03:04:32Z,3250000,74.0,259.0,1,right,D. Bane 26' 3PT pullup (15 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,26.94,Made,,,,,15.0,,,,,,,,,,,,,
328,PT00M55.00S,2021-10-28T03:04:38.7Z,2,REGULAR,3pt,Jump Shot,[],203496,5.863994743758213,96.07843137254902,1610612757,49,54,2021-10-28T03:04:47Z,3260000,-230.0,3.0,1,left,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
329,PT00M55.00S,2021-10-28T03:04:38.7Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,49,54,2021-10-28T03:04:47Z,3270000,,,0,,D. Melton REBOUND (Off:0 Def:4),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,328.0,4.0,4.0,0.0,,,,,,,,,,,,,,
330,PT00M33.00S,2021-10-28T03:05:01.5Z,2,REGULAR,3pt,Jump Shot,[],1628991,67.7562417871222,34.55882352941176,1610612763,49,57,2021-10-28T03:05:05Z,3280000,-77.0,251.0,1,right,J. Jackson Jr. 26' 3PT  (7 PTS) (J. Morant 7 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.22,Made,,,,,7.0,J. Morant,1629630.0,7.0,,,,,,,,,,
332,PT00M08.70S,2021-10-28T03:05:32.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,14.14257555847569,60.29411764705882,1610612757,51,57,2021-10-28T03:05:37Z,3300000,-51.0,80.0,1,left,C. McCollum 9' turnaround fadeaway Jump Shot (11 PTS),[203468],1610612757.0,POR,turnaround fadeaway,,,McCollum,C. McCollum,,,,,9.55,Made,,,,,11.0,,,,,,,,,,,,,
333,PT00M01.60S,2021-10-28T03:05:46.7Z,2,REGULAR,foul,personal,[],203496,,,1610612763,51,57,2021-10-28T03:05:55Z,3310000,,,0,,R. Covington take personal FOUL (2 PF),"[203496, 1629630]",1610612757.0,POR,take,,,Covington,R. Covington,,,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Morant,1629630.0,,
335,PT00M01.60S,2021-10-28T03:06:04.5Z,2,REGULAR,substitution,out,[],203469,,,1610612763,51,57,2021-10-28T03:06:10Z,3330000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M01.60S,2021-10-28T03:06:04.5Z,2,REGULAR,substitution,in,[],1629642,,,1610612763,51,57,2021-10-28T03:06:10Z,3340000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M00.00S,2021-10-28T03:06:16.8Z,2,REGULAR,3pt,Jump Shot,[],1629630,92.9862023653088,95.83333333333334,1610612763,51,57,2021-10-28T03:06:21Z,3350000,229.0,13.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2021-10-28T03:06:19.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,51,57,2021-10-28T03:06:19Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,
339,PT00M00.00S,2021-10-28T03:06:25.7Z,2,REGULAR,period,end,[],0,,,1610612763,51,57,2021-10-28T03:06:25Z,3370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-10-28T03:20:18.2Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612763,51,57,2021-10-28T03:21:25Z,3380000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-10-28T03:20:18.2Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,51,57,2021-10-28T03:21:25Z,3390000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-10-28T03:20:18.2Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612763,51,57,2021-10-28T03:21:25Z,3400000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-10-28T03:20:18.2Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612763,51,57,2021-10-28T03:21:25Z,3410000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-10-28T03:21:44.0Z,3,REGULAR,period,start,[],0,,,1610612757,51,57,2021-10-28T03:21:44Z,3420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M45.00S,2021-10-28T03:21:58.6Z,3,REGULAR,3pt,Jump Shot,[],1629642,71.30420499342969,79.65686274509804,1610612757,51,57,2021-10-28T03:22:07Z,3430000,148.0,217.0,1,right,MISS N. Little 26' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
346,PT11M41.00S,2021-10-28T03:22:02.6Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,51,57,2021-10-28T03:22:07Z,3440000,,,0,,D. Melton REBOUND (Off:0 Def:5),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,345.0,5.0,5.0,0.0,,,,,,,,,,,,,,
347,PT11M28.00S,2021-10-28T03:22:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.30946123521682,54.90196078431373,1610612763,51,57,2021-10-28T03:22:21Z,3450000,-25.0,16.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,
348,PT11M25.00S,2021-10-28T03:22:18.7Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,51,57,2021-10-28T03:22:21Z,3460000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,347.0,4.0,3.0,1.0,,,,,,,,,,,,,,
349,PT11M13.00S,2021-10-28T03:22:30.4Z,3,REGULAR,2pt,Jump Shot,[],203468,91.27792378449409,76.9607843137255,1610612757,51,57,2021-10-28T03:22:35Z,3470000,135.0,29.0,1,right,MISS C. McCollum 13' turnaround fadeaway Shot,[203468],1610612757.0,POR,turnaround fadeaway,,,McCollum,C. McCollum,,,,,13.8,Missed,,,,,,,,,,,,,,,,,,
350,PT11M12.00S,2021-10-28T03:22:31.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,51,57,2021-10-28T03:23:09Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
351,PT11M12.00S,2021-10-28T03:23:04.3Z,3,REGULAR,foul,personal,[],1628991,,,1610612757,51,57,2021-10-28T03:23:15Z,3490000,,,0,,J. Jackson Jr. loose ball personal FOUL (3 PF),"[1628991, 203994]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,202053.0,,3.0,0.0,Nurkic,203994.0,,
353,PT11M07.00S,2021-10-28T03:23:18.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203081,76.16622864651774,30.88235294117647,1610612757,51,57,2021-10-28T03:26:29Z,3510000,-96.0,172.0,1,right,MISS D. Lillard 19' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,19.63,Missed,,,,,,,,,,,,,,,,,,
354,PT11M04.00S,2021-10-28T03:23:21.4Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,51,57,2021-10-28T03:23:36Z,3520000,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,353.0,6.0,2.0,4.0,,,,,,,,,,,,,,
355,PT10M57.00S,2021-10-28T03:23:33.9Z,3,REGULAR,foul,offensive,[],1628991,,,1610612763,51,57,2021-10-28T03:26:51Z,3530000,,,0,,J. Jackson Jr. offensive FOUL (4 PF),"[1628991, 1629642]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1179.0,,4.0,0.0,Little,1629642.0,,
357,PT10M57.00S,2021-10-28T03:23:33.9Z,3,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,51,57,2021-10-28T03:23:33Z,3550000,,,0,,J. Jackson Jr. offensive foul TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1179.0,2.0,,,,,,
358,PT10M57.00S,2021-10-28T03:23:52.9Z,3,REGULAR,substitution,out,[],1628991,,,1610612757,51,57,2021-10-28T03:23:55Z,3560000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
