actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
630,PT01M20.00S,2021-11-18T05:18:10.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203897,6.258212877792378,48.529411764705884,1610612741,106,107,2021-11-18T05:18:14Z,6140000,7.0,6.0,1,left,Z. LaVine driving Layup (30 PTS) (A. Caruso 9 AST),"[203897, 1627936]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,,,,,,0.97,Made,,,,,,,30.0,,,,A. Caruso,1627936.0,9.0,
632,PT01M05.00S,2021-11-18T05:18:29.3Z,4,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612757,106,107,2021-11-18T05:18:34Z,6160000,,,0,,L. Ball shooting personal FOUL (4 PF) (Lillard 2 FT),"[1628366, 203081]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,1628159.0,4.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
635,PT01M05.00S,2021-11-18T05:19:00.3Z,4,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,107,107,2021-11-18T05:19:00Z,6180000,,,0,,D. Lillard Free Throw 1 of 2 (21 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,,,21.0,,,,,,,
636,PT01M05.00S,2021-11-18T05:19:17.5Z,4,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,108,107,2021-11-18T05:19:17Z,6190000,,,0,,D. Lillard Free Throw 2 of 2 (22 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,,,22.0,,,,,,,
637,PT00M50.90S,2021-11-18T05:19:33.9Z,4,REGULAR,3pt,Jump Shot,[],203897,30.56833114323259,72.54901960784314,1610612741,108,107,2021-11-18T05:19:39Z,6200000,-113.0,235.0,1,left,MISS Z. LaVine 26' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,,,,26.04,Missed,,,,,,,,,,,,,,
638,PT00M49.10S,2021-11-18T05:19:35.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612757,108,107,2021-11-18T05:19:39Z,6210000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,637.0,,,,,,,,,,,
639,PT00M49.10S,2021-11-18T05:19:38.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,108,107,2021-11-18T05:19:38Z,6220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M30.40S,2021-11-18T05:20:06.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.9862023653088,48.77450980392157,1610612757,108,107,2021-11-18T05:20:10Z,6230000,-6.0,13.0,1,right,MISS D. Lillard driving Layup - blocked,"[203081, 1627884]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,1.47,Missed,Jones Jr.,1627884.0,,,,,,,,,,,,
641,PT00M30.40S,2021-11-18T05:20:06.7Z,4,REGULAR,block,,[],1627884,,,1610612757,108,107,2021-11-18T05:20:08Z,6240000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M28.10S,2021-11-18T05:20:09.0Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,108,107,2021-11-18T05:20:10Z,6250000,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,640.0,4.0,3.0,1.0,,,,,,,,
643,PT00M13.70S,2021-11-18T05:20:23.3Z,4,REGULAR,2pt,Jump Shot,[],201942,20.18725361366623,30.88235294117647,1610612741,108,107,2021-11-18T05:20:30Z,6260000,96.0,137.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,,,16.73,Missed,,,,,,,,,,,,,,
644,PT00M12.00S,2021-11-18T05:20:25.3Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,108,107,2021-11-18T05:20:25Z,6270000,,,0,,L. Nance Jr. REBOUND (Off:3 Def:6),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,643.0,9.0,6.0,3.0,,,,,,,,
645,PT00M12.00S,2021-11-18T05:20:29.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612757,108,107,2021-11-18T05:20:40Z,6280000,,,0,,A. Caruso take personal FOUL (4 PF) (Nance Jr. 2 FT),"[1627936, 1626204]",1610612741.0,CHI,take,,,Caruso,A. Caruso,,,,,1628159.0,4.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
647,PT00M12.00S,2021-11-18T05:21:05.5Z,4,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,109,107,2021-11-18T05:21:05Z,6300000,,,0,,L. Nance Jr. Free Throw 1 of 2 (15 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,,,15.0,,,,,,,
648,PT00M12.00S,2021-11-18T05:21:24.0Z,4,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,110,107,2021-11-18T05:21:24Z,6310000,,,0,,L. Nance Jr. Free Throw 2 of 2 (16 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,,,16.0,,,,,,,
649,PT00M12.00S,2021-11-18T05:21:28.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,110,107,2021-11-18T05:21:28Z,6320000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M12.00S,2021-11-18T05:22:22.7Z,4,REGULAR,substitution,out,[],1627884,,,1610612741,110,107,2021-11-18T05:22:52Z,6330000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M12.00S,2021-11-18T05:22:22.7Z,4,REGULAR,substitution,in,[],1628396,,,1610612741,110,107,2021-11-18T05:22:52Z,6340000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M10.10S,2021-11-18T05:23:16.8Z,4,REGULAR,3pt,Jump Shot,[],203897,34.510512483574246,25.245098039215684,1610612741,110,107,2021-11-18T05:23:21Z,6350000,124.0,272.0,1,left,MISS Z. LaVine 29' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,29.88,Missed,,,,,,,,,,,,,,
653,PT00M07.00S,2021-11-18T05:23:20.0Z,4,REGULAR,rebound,defensive,[],1629642,,,1610612757,110,107,2021-11-18T05:23:20Z,6360000,,,0,,N. Little REBOUND (Off:0 Def:7),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,652.0,7.0,7.0,0.0,,,,,,,,
654,PT00M06.50S,2021-11-18T05:23:22.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628366,,,1610612757,110,107,2021-11-18T05:23:30Z,6370000,,,0,,L. Ball take personal FOUL (5 PF) (Little 2 FT),"[1628366, 1629642]",1610612741.0,CHI,take,,,Ball,L. Ball,,,,,1628159.0,5.0,0.0,Little,1629642.0,,,,,,,,,,,,,,,,
656,PT00M06.50S,2021-11-18T05:23:55.0Z,4,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,111,107,2021-11-18T05:23:55Z,6390000,,,0,,N. Little Free Throw 1 of 2 (5 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
657,PT00M06.50S,2021-11-18T05:24:14.3Z,4,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,112,107,2021-11-18T05:24:14Z,6400000,,,0,,N. Little Free Throw 2 of 2 (6 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
658,PT00M06.50S,2021-11-18T05:24:19.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,112,107,2021-11-18T05:24:19Z,6410000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M02.90S,2021-11-18T05:25:53.4Z,4,REGULAR,3pt,Jump Shot,[],203897,36.35019710906702,51.470588235294116,1610612741,112,107,2021-11-18T05:25:57Z,6420000,-7.0,289.0,1,left,MISS Z. LaVine 28' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,,,,28.93,Missed,,,,,,,,,,,,,,
660,PT00M00.90S,2021-11-18T05:25:55.4Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,112,107,2021-11-18T05:25:55Z,6430000,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,659.0,4.0,4.0,0.0,,,,,,,,
661,PT00M00.00S,2021-11-18T05:25:58.4Z,4,REGULAR,period,end,[],0,,,1610612757,112,107,2021-11-18T05:25:58Z,6440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2021-11-18T05:26:00.1Z,4,REGULAR,game,end,[],0,,,0,112,107,2021-11-18T05:26:00Z,6450000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
