actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
624,PT01M25.00S,2022-02-05T05:11:19.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629014,31.35676741130092,59.068627450980394,1610612757,86,91,2022-02-05T05:11:25Z,6120000,-45.0,242.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
625,PT01M21.00S,2022-02-05T05:11:23.5Z,4,REGULAR,rebound,offensive,[],203468,,,1610612757,86,91,2022-02-05T05:11:25Z,6130000,,,0,,C. McCollum REBOUND (Off:1 Def:5),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,624.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
626,PT01M20.00S,2022-02-05T05:11:25.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203468,8.754927726675426,41.42156862745098,1610612757,88,91,2022-02-05T05:11:31Z,6140000,43.0,30.0,1,left,C. McCollum driving floating bank Jump Shot (19 PTS),[203468],1610612757.0,POR,driving floating bank,,,McCollum,C. McCollum,,,,,5.22,Made,,,,,,,,,,,,,,,19.0,,,,
627,PT00M56.70S,2022-02-05T05:11:51.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,86.67871222076215,49.50980392156863,1610612760,88,91,2022-02-05T05:11:54Z,6150000,-2.0,73.0,1,right,MISS T. Mann 7' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,7.27,Missed,,,,,,,,,,,,,,,,,,,
628,PT00M54.90S,2022-02-05T05:11:53.5Z,4,REGULAR,rebound,defensive,[],1629604,,,1610612757,88,91,2022-02-05T05:11:54Z,6160000,,,0,,C. Elleby REBOUND (Off:2 Def:6),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,627.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
629,PT00M46.80S,2022-02-05T05:12:02.9Z,4,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,88,91,2022-02-05T05:12:08Z,6170000,,,0,,A. Simons bad pass out-of-bounds TURNOVER (3 TO),[1629014],1610612757.0,POR,bad pass,,,Simons,A. Simons,,,,,,,,,,,,,3.0,,,202037.0,,,,,,,,,
630,PT00M46.80S,2022-02-05T05:12:06.6Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,88,91,2022-02-05T05:12:09Z,6180000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M46.80S,2022-02-05T05:12:06.6Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,88,91,2022-02-05T05:12:09Z,6190000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M27.40S,2022-02-05T05:12:37.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630544,66.5735873850197,50.245098039215684,1610612760,88,91,2022-02-05T05:12:41Z,6200000,1.0,262.0,1,right,MISS T. Mann 26' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
633,PT00M24.10S,2022-02-05T05:12:40.6Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,88,91,2022-02-05T05:12:41Z,6210000,,,0,,J. Nurkic REBOUND (Off:7 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,632.0,16.0,9.0,7.0,,,,,,,,,,,,,,,
634,PT00M16.40S,2022-02-05T05:12:48.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,8.886333771353483,37.254901960784316,1610612757,88,91,2022-02-05T05:12:52Z,6220000,64.0,31.0,1,left,MISS C. McCollum 7' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,7.08,Missed,,,,,,,,,,,,,,,,,,,
635,PT00M14.00S,2022-02-05T05:12:50.9Z,4,REGULAR,rebound,defensive,[],1629603,,,1610612760,88,91,2022-02-05T05:12:50Z,6230000,,,0,,M. Diakite REBOUND (Off:0 Def:7),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,634.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
637,PT00M14.00S,2022-02-05T05:13:09.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612760,88,91,2022-02-05T05:31:29Z,6250000,,,0,,C. McCollum take personal FOUL (2 PF) (Diakite 2 FT),"[203468, 1629603]",1610612757.0,POR,take,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Diakite,1629603.0,,,,,
639,PT00M14.00S,2022-02-05T05:13:37.5Z,4,REGULAR,freethrow,1 of 2,[],1629603,,,1610612760,88,92,2022-02-05T05:13:37Z,6270000,,,0,,M. Diakite Free Throw 1 of 2 (11 PTS),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Made,,,,,,,,,,,,,,,11.0,,,,
640,PT00M14.00S,2022-02-05T05:13:58.6Z,4,REGULAR,freethrow,2 of 2,[],1629603,,,1610612760,88,93,2022-02-05T05:13:58Z,6280000,,,0,,M. Diakite Free Throw 2 of 2 (12 PTS),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Made,,,,,,,,,,,,,,,12.0,,,,
641,PT00M14.00S,2022-02-05T05:14:02.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,88,93,2022-02-05T05:14:02Z,6290000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M14.00S,2022-02-05T05:14:56.9Z,4,REGULAR,substitution,out,[],1630544,,,1610612757,88,93,2022-02-05T05:15:12Z,6300000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M14.00S,2022-02-05T05:14:56.9Z,4,REGULAR,substitution,in,[],1629026,,,1610612757,88,93,2022-02-05T05:15:12Z,6310000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M09.40S,2022-02-05T05:15:51.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629603,,,1610612757,88,93,2022-02-05T05:15:59Z,6320000,,,0,,M. Diakite shooting personal FOUL (5 PF) (Simons 2 FT),"[1629603, 1629014]",1610612760.0,OKC,shooting,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,202037.0,5.0,0.0,Simons,1629014.0,,,,,
648,PT00M09.40S,2022-02-05T05:16:15.5Z,4,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,89,93,2022-02-05T05:16:15Z,6340000,,,0,,A. Simons Free Throw 1 of 2 (15 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,,,,,,15.0,,,,
649,PT00M09.40S,2022-02-05T05:16:29.3Z,4,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,90,93,2022-02-05T05:16:29Z,6350000,,,0,,A. Simons Free Throw 2 of 2 (16 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,,,,,,16.0,,,,
650,PT00M09.40S,2022-02-05T05:16:32.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,90,93,2022-02-05T05:16:32Z,6360000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,out,[],203994,,,1610612760,90,93,2022-02-05T05:17:49Z,6370000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,90,93,2022-02-05T05:17:49Z,6380000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,out,[],1629603,,,1610612760,90,93,2022-02-05T05:17:49Z,6390000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,90,93,2022-02-05T05:17:49Z,6400000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,in,[],1628372,,,1610612760,90,93,2022-02-05T05:17:49Z,6410000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,in,[],1630544,,,1610612760,90,93,2022-02-05T05:17:49Z,6420000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,in,[],203488,,,1610612760,90,93,2022-02-05T05:17:49Z,6430000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M09.40S,2022-02-05T05:17:24.6Z,4,REGULAR,substitution,in,[],1629660,,,1610612760,90,93,2022-02-05T05:17:49Z,6440000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M07.60S,2022-02-05T05:18:26.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629604,,,1610612760,90,93,2022-02-05T05:32:03Z,6450000,,,0,,C. Elleby take personal FOUL (1 PF) (Muscala 2 FT),"[1629604, 203488]",1610612757.0,POR,take,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Muscala,203488.0,,,,,
661,PT00M07.60S,2022-02-05T05:18:52.5Z,4,REGULAR,freethrow,1 of 2,[],203488,,,1610612760,90,94,2022-02-05T05:18:52Z,6470000,,,0,,M. Muscala Free Throw 1 of 2 (10 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,,,,,,,,,,,10.0,,,,
662,PT00M07.60S,2022-02-05T05:18:53.1Z,4,REGULAR,substitution,out,[],1628372,,,1610612760,90,94,2022-02-05T05:19:01Z,6480000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M07.60S,2022-02-05T05:18:53.1Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,90,94,2022-02-05T05:19:01Z,6490000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M07.60S,2022-02-05T05:18:53.1Z,4,REGULAR,substitution,out,[],1629660,,,1610612760,90,94,2022-02-05T05:19:01Z,6500000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M07.60S,2022-02-05T05:18:53.1Z,4,REGULAR,substitution,in,[],203994,,,1610612760,90,94,2022-02-05T05:19:01Z,6510000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M07.60S,2022-02-05T05:18:53.1Z,4,REGULAR,substitution,in,[],1629647,,,1610612760,90,94,2022-02-05T05:19:01Z,6520000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M07.60S,2022-02-05T05:18:53.1Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,90,94,2022-02-05T05:19:01Z,6530000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M07.60S,2022-02-05T05:19:12.2Z,4,REGULAR,freethrow,2 of 2,[],203488,,,1610612760,90,95,2022-02-05T05:19:12Z,6540000,,,0,,M. Muscala Free Throw 2 of 2 (11 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,,,,,,,,,,,11.0,,,,
669,PT00M07.60S,2022-02-05T05:19:15.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,90,95,2022-02-05T05:19:15Z,6550000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M03.60S,2022-02-05T05:20:56.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,7.046649145860711,49.26470588235294,1610612757,92,95,2022-02-05T05:21:00Z,6560000,4.0,14.0,1,left,A. Simons driving Layup (18 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,1.42,Made,,,,,,,,,,,,,,,18.0,,,,
671,PT00M03.60S,2022-02-05T05:20:58.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630581,,,1610612757,92,95,2022-02-05T05:21:04Z,6570000,,,0,,J. Giddey shooting personal FOUL (2 PF) (Simons 1 FT),"[1630581, 1629014]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Simons,1629014.0,,,,,
673,PT00M03.60S,2022-02-05T05:21:31.1Z,4,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,93,95,2022-02-05T05:21:31Z,6590000,,,0,,A. Simons Free Throw 1 of 1 (19 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,,,,,,19.0,,,,
674,PT00M03.60S,2022-02-05T05:21:34.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,93,95,2022-02-05T05:21:34Z,6600000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M03.60S,2022-02-05T05:22:24.0Z,4,REGULAR,substitution,out,[],203994,,,1610612760,93,95,2022-02-05T05:22:58Z,6610000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M03.60S,2022-02-05T05:22:24.0Z,4,REGULAR,substitution,out,[],1629647,,,1610612760,93,95,2022-02-05T05:22:58Z,6620000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M03.60S,2022-02-05T05:22:24.0Z,4,REGULAR,substitution,out,[],1629026,,,1610612760,93,95,2022-02-05T05:22:58Z,6630000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M03.60S,2022-02-05T05:22:24.0Z,4,REGULAR,substitution,in,[],1628372,,,1610612760,93,95,2022-02-05T05:22:58Z,6640000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M03.60S,2022-02-05T05:22:24.0Z,4,REGULAR,substitution,in,[],1629660,,,1610612760,93,95,2022-02-05T05:22:58Z,6650000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M03.60S,2022-02-05T05:22:24.0Z,4,REGULAR,substitution,in,[],1630544,,,1610612760,93,95,2022-02-05T05:22:58Z,6660000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M03.10S,2022-02-05T05:23:07.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612760,93,95,2022-02-05T05:23:18Z,6670000,,,0,,D. Smith Jr. take personal FOUL (1 PF) (Dort 2 FT),"[1628372, 1629652]",1610612757.0,POR,take,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Dort,1629652.0,,,,,
683,PT00M03.10S,2022-02-05T05:23:34.6Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,93,95,2022-02-05T05:23:34Z,6690000,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Missed,,,,,,,,,,,,,,,,,,,
684,PT00M03.10S,2022-02-05T05:23:34.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,93,95,2022-02-05T05:23:34Z,6700000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,,
685,PT00M03.10S,2022-02-05T05:23:35.2Z,4,REGULAR,substitution,out,[],1628372,,,1610612760,93,95,2022-02-05T05:23:42Z,6710000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M03.10S,2022-02-05T05:23:35.2Z,4,REGULAR,substitution,out,[],1629660,,,1610612760,93,95,2022-02-05T05:23:42Z,6720000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M03.10S,2022-02-05T05:23:35.2Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,93,95,2022-02-05T05:23:42Z,6730000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M03.10S,2022-02-05T05:23:35.2Z,4,REGULAR,substitution,in,[],203994,,,1610612760,93,95,2022-02-05T05:23:42Z,6740000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M03.10S,2022-02-05T05:23:35.2Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,93,95,2022-02-05T05:23:42Z,6750000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M03.10S,2022-02-05T05:23:35.2Z,4,REGULAR,substitution,in,[],1629647,,,1610612760,93,95,2022-02-05T05:23:42Z,6760000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M03.10S,2022-02-05T05:24:01.6Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,93,96,2022-02-05T05:24:01Z,6770000,,,0,,L. Dort Free Throw 2 of 2 (23 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,,,,,,23.0,,,,
692,PT00M00.10S,2022-02-05T05:24:15.6Z,4,REGULAR,3pt,Jump Shot,[],1629014,35.56176084099869,25.49019607843137,1610612757,93,96,2022-02-05T05:24:21Z,6780000,123.0,282.0,1,left,MISS A. Simons 30' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,30.73,Missed,,,,,,,,,,,,,,,,,,,
693,PT00M00.10S,2022-02-05T05:24:15.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,93,96,2022-02-05T05:24:21Z,6790000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,692.0,,,,,,,,,,,,,,,,,,
694,PT00M00.00S,2022-02-05T05:24:20.5Z,4,REGULAR,period,end,[],0,,,1610612757,93,96,2022-02-05T05:24:20Z,6800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M00.00S,2022-02-05T05:24:22.2Z,4,REGULAR,game,end,[],0,,,0,93,96,2022-02-05T05:24:22Z,6810000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
