actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
250,PT05M53.00S,2022-10-21T23:50:59.0Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,38,46,2022-10-21T23:51:00Z,2440000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,249.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT05M35.00S,2022-10-21T23:51:16.5Z,2,REGULAR,2pt,Jump Shot,[],1626162,10.463206307490145,31.127450980392158,1610612766,40,46,2022-10-21T23:51:21Z,2450000,94.0,46.0,1,left,K. Oubre Jr. 10' turnaround fadeaway Jump Shot (4 PTS) (T. Rozier 3 AST),"[1626162, 1626179]",1610612766.0,CHA,turnaround fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,10.5,Made,,,,,4.0,T. Rozier,1626179.0,3.0,,,,,,,,,,
254,PT05M28.00S,2022-10-21T23:51:31.6Z,2,REGULAR,turnover,backcourt,[],202685,,,1610612740,40,46,2022-10-21T23:51:48Z,2470000,,,0,,J. Valanciunas backcourt TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,1627524.0,,,,
255,PT05M06.00S,2022-10-21T23:52:06.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,9.937582128777924,76.22549019607843,1610612766,42,46,2022-10-21T23:53:35Z,2480000,-131.0,41.0,1,left,K. Oubre Jr. 13' pullup Jump Shot (6 PTS) (G. Hayward 2 AST),"[1626162, 202330]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,13.73,Made,,,,,6.0,G. Hayward,202330.0,2.0,,,,,,,,,,
257,PT04M46.00S,2022-10-21T23:52:27.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,85.3646517739816,41.17647058823529,1610612740,42,48,2022-10-21T23:52:31Z,2500000,-44.0,85.0,1,right,C. McCollum 9' driving floating Jump Shot (6 PTS) (B. Ingram 4 AST),"[203468, 1627742]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,9.58,Made,,,,,6.0,B. Ingram,1627742.0,4.0,,,,,,,,,,
259,PT04M33.00S,2022-10-21T23:52:45.5Z,2,REGULAR,foul,personal,[],1630529,,,1610612766,42,48,2022-10-21T23:53:02Z,2520000,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 202330]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Hayward,202330.0
261,PT04M33.00S,2022-10-21T23:52:56.9Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,42,48,2022-10-21T23:53:11Z,2540000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M33.00S,2022-10-21T23:52:56.9Z,2,REGULAR,substitution,out,[],1630529,,,1610612766,42,48,2022-10-21T23:53:11Z,2550000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M33.00S,2022-10-21T23:52:56.9Z,2,REGULAR,substitution,in,[],1628372,,,1610612766,42,48,2022-10-21T23:53:11Z,2560000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M33.00S,2022-10-21T23:52:56.9Z,2,REGULAR,substitution,in,[],1630230,,,1610612766,42,48,2022-10-21T23:53:11Z,2570000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M18.00S,2022-10-21T23:53:45.2Z,2,REGULAR,2pt,Jump Shot,[],1626162,10.726018396846255,25.0,1610612766,44,48,2022-10-21T23:53:49Z,2590000,125.0,48.0,1,left,K. Oubre Jr. 13' Jump Shot (8 PTS) (D. Smith Jr. 4 AST),"[1626162, 1628372]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,13.4,Made,,,,,8.0,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,
268,PT03M56.00S,2022-10-21T23:54:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.67214191852825,50.73529411764706,1610612740,44,50,2022-10-21T23:54:10Z,2610000,4.0,26.0,1,right,B. Ingram driving Layup (10 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,10.0,C. McCollum,203468.0,1.0,,,,,,,,,,
270,PT03M36.00S,2022-10-21T23:54:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,6.258212877792378,55.392156862745104,1610612766,44,50,2022-10-21T23:54:30Z,2630000,-27.0,6.0,1,left,MISS J. McDaniels Layup,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
271,PT03M34.00S,2022-10-21T23:54:29.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,44,50,2022-10-21T23:54:30Z,2640000,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,270.0,6.0,5.0,1.0,,,,,,,,,,,,,,
272,PT03M30.00S,2022-10-21T23:54:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.33574244415243,50.98039215686274,1610612740,44,52,2022-10-21T23:54:42Z,2650000,5.0,67.0,1,right,C. McCollum 6' driving bank Jump Shot (8 PTS),[203468],1610612740.0,NOP,driving bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.67,Made,,,,,8.0,,,,,,,,,,,,,
273,PT03M30.00S,2022-10-21T23:54:41.9Z,2,REGULAR,foul,personal,['1freethrow'],1629667,,,1610612740,44,52,2022-10-21T23:54:50Z,2660000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (McCollum 1 FT),"[1629667, 203468]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,McCollum,203468.0
275,PT03M30.00S,2022-10-21T23:54:50.9Z,2,REGULAR,substitution,out,[],203486,,,1610612740,44,52,2022-10-21T23:55:34Z,2680000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M30.00S,2022-10-21T23:54:50.9Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,44,52,2022-10-21T23:55:34Z,2690000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M30.00S,2022-10-21T23:54:50.9Z,2,REGULAR,substitution,in,[],1630208,,,1610612740,44,52,2022-10-21T23:55:34Z,2700000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M30.00S,2022-10-21T23:54:50.9Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,44,52,2022-10-21T23:55:34Z,2710000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M30.00S,2022-10-21T23:55:11.8Z,2,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,44,53,2022-10-21T23:55:11Z,2720000,,,0,,C. McCollum Free Throw 1 of 1 (9 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
280,PT03M18.00S,2022-10-21T23:55:28.5Z,2,REGULAR,2pt,Jump Shot,[],202330,23.209592641261498,42.8921568627451,1610612766,44,53,2022-10-21T23:55:35Z,2730000,36.0,166.0,1,left,MISS G. Hayward 16' Jump Shot - blocked,"[202330, 1630230]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,16.95,Missed,,,,,,,,,Marshall,1630230.0,,,,,,,,
281,PT03M18.00S,2022-10-21T23:55:28.5Z,2,REGULAR,block,,[],1630230,,,1610612766,44,53,2022-10-21T23:55:33Z,2740000,,,0,,N. Marshall BLOCK (1 BLK),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
282,PT03M11.00S,2022-10-21T23:55:35.5Z,2,REGULAR,rebound,offensive,[],202330,,,1610612766,44,53,2022-10-21T23:55:35Z,2750000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,,,280.0,2.0,1.0,1.0,,,,,,,,,,,,,,
283,PT03M10.00S,2022-10-21T23:55:36.6Z,2,REGULAR,turnover,lost ball,[],1626162,,,1610612766,44,53,2022-10-21T23:58:38Z,2760000,,,0,,K. Oubre Jr. lost ball TURNOVER (2 TO),"[1626162, 203468]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,McCollum,203468.0,,,,,
284,PT03M10.00S,2022-10-21T23:55:36.6Z,2,REGULAR,steal,,[],203468,,,1610612740,44,53,2022-10-21T23:55:40Z,2770000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
285,PT03M03.00S,2022-10-21T23:55:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,92.59198423127464,47.05882352941176,1610612740,44,55,2022-10-21T23:55:47Z,2780000,-15.0,17.0,1,right,Z. Williamson Layup (5 PTS) (J. Valanciunas 2 AST),"[1629627, 202685]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,5.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,
287,PT02M46.00S,2022-10-21T23:55:59.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,7.5722733245729295,58.57843137254902,1610612766,44,55,2022-10-21T23:56:03Z,2800000,-43.0,19.0,1,left,MISS D. Smith Jr. turnaround fadeaway Shot,[1628372],1610612766.0,CHA,turnaround fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
288,PT02M44.00S,2022-10-21T23:56:01.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,44,55,2022-10-21T23:56:03Z,2810000,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,287.0,7.0,6.0,1.0,,,,,,,,,,,,,,
289,PT02M37.00S,2022-10-21T23:56:09.8Z,2,REGULAR,2pt,Jump Shot,[],1627742,83.26215505913272,72.05882352941177,1610612740,44,55,2022-10-21T23:59:38Z,2820000,110.0,105.0,1,right,MISS B. Ingram 15' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,15.21,Missed,,,,,,,,,,,,,,,,,,
290,PT02M34.00S,2022-10-21T23:56:12.8Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,44,55,2022-10-21T23:56:13Z,2830000,,,0,,N. Richards REBOUND (Off:0 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,289.0,5.0,5.0,0.0,,,,,,,,,,,,,,
291,PT02M21.00S,2022-10-21T23:56:26.7Z,2,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,44,55,2022-10-21T23:56:31Z,2840000,,,0,,G. Hayward bad pass out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,bad pass,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,201638.0,,,,
292,PT02M21.00S,2022-10-21T23:56:30.9Z,2,REGULAR,substitution,out,[],1628372,,,1610612740,44,55,2022-10-21T23:56:37Z,2850000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M21.00S,2022-10-21T23:56:30.9Z,2,REGULAR,substitution,in,[],1626179,,,1610612740,44,55,2022-10-21T23:56:37Z,2860000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M06.00S,2022-10-21T23:56:54.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,92.06636005256242,46.32352941176471,1610612740,44,55,2022-10-21T23:57:00Z,2870000,-18.0,22.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
295,PT02M03.00S,2022-10-21T23:56:58.2Z,2,REGULAR,rebound,offensive,[],1629627,,,1610612740,44,55,2022-10-21T23:56:58Z,2880000,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,294.0,3.0,2.0,1.0,,,,,,,,,,,,,,
296,PT02M03.00S,2022-10-21T23:56:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,94.40999984741211,50.0,1610612740,44,55,2022-10-21T23:56:58Z,2890000,0.0,0.0,1,right,MISS Z. Williamson tip Layup,[1629627],1610612740.0,NOP,tip,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
297,PT02M01.00S,2022-10-21T23:56:59.7Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,44,55,2022-10-21T23:56:59Z,2900000,,,0,,J. Valanciunas REBOUND (Off:2 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,296.0,8.0,6.0,2.0,,,,,,,,,,,,,,
298,PT02M01.00S,2022-10-21T23:56:59.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,94.40999984741211,50.0,1610612740,44,57,2022-10-21T23:56:59Z,2910000,0.0,0.0,1,right,J. Valanciunas tip Layup (14 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,14.0,,,,,,,,,,,,,
299,PT01M51.00S,2022-10-21T23:57:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,10.068988173455978,45.83333333333333,1610612766,44,57,2022-10-21T23:57:13Z,2920000,21.0,42.0,1,left,MISS J. McDaniels driving Layup,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,,,,,,,,,,,,,,,,,,
300,PT01M49.00S,2022-10-21T23:57:11.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,44,57,2022-10-21T23:57:13Z,2930000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,299.0,3.0,3.0,0.0,,,,,,,,,,,,,,
301,PT01M45.00S,2022-10-21T23:57:16.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,92.72339027595268,46.81372549019608,1610612740,44,59,2022-10-22T00:01:59Z,2940000,-16.0,16.0,1,right,Z. Williamson running Layup (7 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,7.0,C. McCollum,203468.0,2.0,,,,,,,,,,
303,PT01M27.00S,2022-10-21T23:57:34.9Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,44,59,2022-10-21T23:57:39Z,2960000,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 1629627]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Williamson,1629627.0,,,,,
304,PT01M27.00S,2022-10-21T23:57:34.9Z,2,REGULAR,steal,,[],1629627,,,1610612740,44,59,2022-10-21T23:57:37Z,2970000,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
305,PT01M24.00S,2022-10-21T23:57:40.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,91.14651773981603,42.8921568627451,1610612740,44,59,2022-10-21T23:57:48Z,2980000,-36.0,31.0,1,right,MISS Z. Williamson running Layup - blocked,"[1629627, 1626179]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,Rozier,1626179.0,,,,,,,,
306,PT01M24.00S,2022-10-21T23:57:40.6Z,2,REGULAR,block,,[],1626179,,,1610612740,44,59,2022-10-21T23:57:43Z,2990000,,,0,,T. Rozier BLOCK (2 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT01M24.00S,2022-10-21T23:57:40.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,44,59,2022-10-21T23:57:48Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,305.0,,,,,,,,,,,,,,,,,
308,PT01M24.00S,2022-10-21T23:57:59.5Z,2,REGULAR,substitution,out,[],203468,,,1610612740,44,59,2022-10-21T23:58:06Z,3010000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M24.00S,2022-10-21T23:57:59.5Z,2,REGULAR,substitution,out,[],202685,,,1610612740,44,59,2022-10-21T23:58:06Z,3020000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M24.00S,2022-10-21T23:57:59.5Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,44,59,2022-10-21T23:58:06Z,3030000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M24.00S,2022-10-21T23:57:59.5Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,44,59,2022-10-21T23:58:06Z,3040000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M23.00S,2022-10-21T23:58:16.2Z,2,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,44,59,2022-10-21T23:58:21Z,3050000,,,0,,J. Alvarado bad pass out-of-bounds TURNOVER (2 TO),[1630631],1610612740.0,NOP,bad pass,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,,,201638.0,,,,
314,PT01M11.00S,2022-10-21T23:58:42.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,32.670827858081466,60.049019607843135,1610612766,47,59,2022-10-21T23:58:52Z,3060000,-50.0,255.0,1,left,J. McDaniels 25' 3PT  (8 PTS) (T. Rozier 4 AST),"[1629667, 1626179]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,25.95,Made,,,,,8.0,T. Rozier,1626179.0,4.0,,,,,,,,,,
316,PT01M08.00S,2022-10-21T23:58:52.7Z,2,REGULAR,foul,technical,['1freethrow'],1626204,,,1610612740,47,59,2022-10-21T23:59:09Z,3080000,,,0,,L. Nance Jr. technical FOUL (1 Tech),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,1830.0,0.0,1.0,,
317,PT01M08.00S,2022-10-21T23:59:18.0Z,2,REGULAR,freethrow,1 of 1,[],1626179,,,1610612740,48,59,2022-10-21T23:59:18Z,3090000,,,0,,T. Rozier technical Free Throw 1 of 1 (9 PTS),[1626179],1610612766.0,CHA,technical,,,Rozier,T. Rozier,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
318,PT00M52.30S,2022-10-21T23:59:46.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.22667542706965,40.931372549019606,1610612740,48,59,2022-10-21T23:59:50Z,3100000,-45.0,39.0,1,right,MISS Z. Williamson 6' driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
319,PT00M49.10S,2022-10-21T23:59:49.5Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,48,59,2022-10-21T23:59:49Z,3110000,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,318.0,2.0,1.0,1.0,,,,,,,,,,,,,,
320,PT00M44.70S,2022-10-21T23:59:55.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,7.835085413929041,50.73529411764706,1610612766,50,59,2022-10-22T00:00:02Z,3120000,-4.0,21.0,1,left,T. Rozier running Layup (11 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,11.0,,,,,,,,,,,,,
321,PT00M44.70S,2022-10-22T00:00:04.0Z,2,REGULAR,foul,personal,['1freethrow'],1626204,,,1610612766,50,59,2022-10-22T00:00:15Z,3130000,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Rozier 1 FT),"[1626204, 1626179]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,1.0,Rozier,1626179.0
332,PT00M44.70S,2022-10-22T00:00:18.2Z,2,REGULAR,substitution,out,[],1630631,,,1610612766,50,59,2022-10-22T00:03:08Z,3145000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M44.70S,2022-10-22T00:00:18.2Z,2,REGULAR,substitution,in,[],203468,,,1610612766,50,59,2022-10-22T00:03:08Z,3147500,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M44.70S,2022-10-22T00:00:32.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1626179,,,1610612766,51,59,2022-10-22T00:00:32Z,3150000,,,0,,T. Rozier Free Throw 1 of 1 (12 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
324,PT00M29.40S,2022-10-22T00:00:49.7Z,2,REGULAR,2pt,Jump Shot,[],1627742,77.7431011826544,29.65686274509804,1610612740,51,61,2022-10-22T00:00:54Z,3160000,-102.0,157.0,1,right,B. Ingram 18' pullup Jump Shot (12 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,18.68,Made,,,,,12.0,,,,,,,,,,,,,
325,PT00M07.30S,2022-10-22T00:01:19.7Z,2,REGULAR,3pt,Jump Shot,[],202330,31.09395532194481,31.372549019607842,1610612766,51,61,2022-10-22T00:01:25Z,3170000,93.0,240.0,1,left,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
326,PT00M03.60S,2022-10-22T00:01:23.4Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,51,61,2022-10-22T00:01:25Z,3180000,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,325.0,4.0,4.0,0.0,,,,,,,,,,,,,,
327,PT00M00.00S,2022-10-22T00:01:31.7Z,2,REGULAR,3pt,Jump Shot,[],203468,71.30420499342969,77.69607843137256,1610612740,51,61,2022-10-22T00:01:49Z,3190000,138.0,217.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
328,PT00M00.00S,2022-10-22T00:01:41.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,51,61,2022-10-22T00:01:41Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,327.0,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2022-10-22T00:02:20.9Z,2,REGULAR,period,end,[],0,,,1610612740,51,61,2022-10-22T00:02:20Z,3230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612740,51,61,2022-10-22T00:16:46Z,3240000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-10-22T00:02:58.6Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612740,51,61,2022-10-22T00:16:46Z,3250000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
