actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
258,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,37,55,2022-12-17T00:56:10Z,2550000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612737,37,55,2022-12-17T00:56:10Z,2560000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,out,[],1631100,,,1610612737,37,55,2022-12-17T00:56:10Z,2570000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,in,[],203486,,,1610612737,37,55,2022-12-17T00:56:10Z,2580000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,in,[],1629667,,,1610612737,37,55,2022-12-17T00:56:10Z,2590000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,37,55,2022-12-17T00:56:10Z,2600000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,37,55,2022-12-17T00:56:10Z,2610000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,37,55,2022-12-17T00:56:10Z,2620000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,in,[],1630235,,,1610612737,37,55,2022-12-17T00:56:10Z,2630000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M06.00S,2022-12-17T00:56:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,12.959921156373195,35.78431372549019,1610612737,37,57,2022-12-17T01:00:32Z,2640000,False,71.0,69.0,1,left,D. Hunter 9' turnaround Jump Shot (6 PTS) (T. Young 5 AST),"[1629631, 1629027]",1610612737.0,ATL,,turnaround,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,9.93,Made,,,,,6.0,,,,,T. Young,1629027.0,5.0,,,,,
269,PT05M51.00S,2022-12-17T00:56:52.1Z,2,REGULAR,3pt,Jump Shot,[],1630163,79.188567674113,92.15686274509804,1610612766,37,57,2022-12-17T01:01:04Z,2660000,False,211.0,143.0,1,right,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,
270,PT05M48.00S,2022-12-17T00:56:55.1Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,37,57,2022-12-17T00:56:56Z,2670000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,269.0,2.0,1.0,1.0,,,,,,,,,,,,,
271,PT05M42.00S,2022-12-17T00:57:03.5Z,2,REGULAR,foul,personal,[],1629667,,,1610612737,37,57,2022-12-17T00:57:20Z,2680000,False,,,0,,J. McDaniels personal FOUL (3 PF),"[1629667, 1629631]",1610612766.0,CHA,204059.0,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,0.0,Hunter,1629631.0,,,,,,,,
273,PT05M42.00S,2022-12-17T00:57:25.3Z,2,REGULAR,substitution,out,[],1629667,,,1610612737,37,57,2022-12-17T00:57:34Z,2700000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M42.00S,2022-12-17T00:57:25.3Z,2,REGULAR,substitution,in,[],1630550,,,1610612737,37,57,2022-12-17T00:57:34Z,2710000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M32.00S,2022-12-17T00:57:44.6Z,2,REGULAR,2pt,Jump Shot,[],1630235,8.09789750328515,68.62745098039215,1610612737,37,59,2022-12-17T01:01:59Z,2720000,False,-93.0,24.0,1,left,T. Forrest 9' floating Jump Shot (4 PTS) (D. Hunter 1 AST),"[1630235, 1629631]",1610612737.0,ATL,,floating,,,Forrest,T. Forrest,,,,,Mid-Range,8-16 Left,9.6,Made,,,,,4.0,,,,,D. Hunter,1629631.0,1.0,,,,,
277,PT05M12.00S,2022-12-17T00:58:04.8Z,2,REGULAR,3pt,Jump Shot,[],1630163,73.14388961892247,11.76470588235294,1610612766,40,59,2022-12-17T00:58:09Z,2740000,False,-191.0,200.0,1,right,L. Ball 27' 3PT  (14 PTS) (T. Rozier 3 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.66,Made,,,,,14.0,,,,,T. Rozier,1626179.0,3.0,,,,,
279,PT04M56.00S,2022-12-17T00:58:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,15.982260183968464,62.745098039215684,1610612737,40,61,2022-12-17T00:58:27Z,2760000,False,-64.0,98.0,1,left,D. Hunter 11' pullup Jump Shot (8 PTS),[1629631],1610612737.0,ATL,,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,11.66,Made,,,,,8.0,,,,,,,,,,,,
281,PT04M44.00S,2022-12-17T00:58:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,91.40932982917214,50.245098039215684,1610612766,42,61,2022-12-17T00:58:41Z,2780000,False,1.0,28.0,1,right,M. Plumlee Layup (4 PTS) (T. Rozier 4 AST),"[203486, 1626179]",1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,4.0,,,,,T. Rozier,1626179.0,4.0,,,,,
283,PT04M31.00S,2022-12-17T00:58:45.0Z,2,REGULAR,3pt,Jump Shot,[],203992,26.363337713534822,80.63725490196079,1610612737,42,64,2022-12-17T01:03:40Z,2800000,False,-153.0,195.0,1,left,B. Bogdanovic 24' 3PT step back (16 PTS) (T. Young 6 AST),"[203992, 1629027]",1610612737.0,ATL,,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,24.82,Made,,,,,16.0,,,,,T. Young,1629027.0,6.0,,,,,
285,PT04M18.00S,2022-12-17T00:58:57.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,63.02562417871223,45.83333333333333,1610612766,42,64,2022-12-17T00:59:03Z,2820000,False,-21.0,295.0,1,right,MISS K. Oubre Jr. 29' 3PT,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,29.58,Missed,,,,,,,,,,,,,,,,,
286,PT04M15.00S,2022-12-17T00:59:00.8Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612737,42,64,2022-12-17T00:59:03Z,2830000,False,,,0,,T. Forrest REBOUND (Off:0 Def:4),[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,Above the Break 3,24+ Center,,,285.0,4.0,4.0,0.0,,,,,,,,,,,,,
287,PT04M08.00S,2022-12-17T00:59:08.6Z,2,REGULAR,3pt,Jump Shot,[],1629631,8.360709592641262,4.901960784313726,1610612737,42,64,2022-12-17T00:59:14Z,2840000,False,225.0,26.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,
288,PT04M04.00S,2022-12-17T00:59:12.2Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,42,64,2022-12-17T00:59:12Z,2850000,False,,,0,,M. Plumlee REBOUND (Off:3 Def:2),[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,287.0,5.0,2.0,3.0,,,,,,,,,,,,,
289,PT03M55.00S,2022-12-17T00:59:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.72339027595268,46.81372549019608,1610612766,44,64,2022-12-17T00:59:27Z,2860000,False,-16.0,16.0,1,right,L. Ball driving finger roll Layup (16 PTS),[1630163],1610612766.0,CHA,,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,16.0,,,,,,,,,,,,
290,PT03M45.00S,2022-12-17T00:59:34.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612737,44,64,2022-12-17T00:59:51Z,2870000,False,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Okongwu 2 FT),"[203486, 1630168]",1610612766.0,CHA,2005.0,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,0.0,Okongwu,1630168.0,,,,,,,,
292,PT03M45.00S,2022-12-17T00:59:53.0Z,2,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,44,65,2022-12-17T00:59:53Z,2890000,False,,,0,,O. Okongwu Free Throw 1 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
293,PT03M45.00S,2022-12-17T00:59:55.3Z,2,REGULAR,substitution,out,[],1630163,,,1610612737,44,65,2022-12-17T01:00:04Z,2900000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M45.00S,2022-12-17T00:59:55.3Z,2,REGULAR,substitution,out,[],203992,,,1610612737,44,65,2022-12-17T01:00:04Z,2910000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M45.00S,2022-12-17T00:59:55.3Z,2,REGULAR,substitution,in,[],1630177,,,1610612737,44,65,2022-12-17T01:00:04Z,2920000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M45.00S,2022-12-17T00:59:55.3Z,2,REGULAR,substitution,in,[],1631100,,,1610612737,44,65,2022-12-17T01:00:04Z,2930000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M45.00S,2022-12-17T01:00:06.6Z,2,REGULAR,substitution,out,[],1626162,,,1610612737,44,65,2022-12-17T01:00:10Z,2940000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M45.00S,2022-12-17T01:00:06.6Z,2,REGULAR,substitution,in,[],202330,,,1610612737,44,65,2022-12-17T01:00:10Z,2950000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M45.00S,2022-12-17T01:00:15.0Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,44,66,2022-12-17T01:00:15Z,2960000,False,,,0,,O. Okongwu Free Throw 2 of 2 (2 PTS),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
300,PT03M33.00S,2022-12-17T01:00:28.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,92.32917214191852,51.9607843137255,1610612766,46,66,2022-12-17T01:00:34Z,2970000,False,10.0,20.0,1,right,G. Hayward cutting Layup (4 PTS) (M. Plumlee 1 AST),"[202330, 203486]",1610612766.0,CHA,,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,4.0,,,,,M. Plumlee,203486.0,1.0,,,,,
302,PT03M24.00S,2022-12-17T01:00:40.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630177,,,1610612737,46,66,2022-12-17T01:00:55Z,2990000,False,,,0,,T. Maledon personal FOUL (1 PF) (Young 2 FT),"[1630177, 1629027]",1610612766.0,CHA,2005.0,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,0.0,Young,1629027.0,,,,,,,,
304,PT03M24.00S,2022-12-17T01:01:07.0Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,46,67,2022-12-17T01:01:07Z,3010000,False,,,0,,T. Young Free Throw 1 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
305,PT03M24.00S,2022-12-17T01:01:19.8Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,46,68,2022-12-17T01:01:19Z,3020000,False,,,0,,T. Young Free Throw 2 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
306,PT03M06.00S,2022-12-17T01:01:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630550,91.67214191852825,96.81372549019608,1610612766,46,68,2022-12-17T01:01:52Z,3030000,False,234.0,26.0,1,right,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,
307,PT03M06.00S,2022-12-17T01:01:41.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,46,68,2022-12-17T01:01:52Z,3040000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,Right Corner 3,24+ Right,,,306.0,,,,,,,,,,,,,,,,
308,PT03M06.00S,2022-12-17T01:01:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612737,46,68,2022-12-17T01:02:10Z,3050000,False,,,0,,M. Plumlee loose ball personal FOUL (3 PF) (Hunter 2 FT),"[203486, 1629631]",1610612766.0,CHA,201245.0,loose ball,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,0.0,Hunter,1629631.0,,,,,,,,
310,PT03M06.00S,2022-12-17T01:02:16.7Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,46,69,2022-12-17T01:02:16Z,3070000,False,,,0,,D. Hunter Free Throw 1 of 2 (9 PTS),[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
311,PT03M06.00S,2022-12-17T01:02:18.6Z,2,REGULAR,substitution,out,[],203486,,,1610612737,46,69,2022-12-17T01:02:23Z,3080000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M06.00S,2022-12-17T01:02:18.6Z,2,REGULAR,substitution,in,[],1630208,,,1610612737,46,69,2022-12-17T01:02:23Z,3090000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M06.00S,2022-12-17T01:02:33.4Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,46,70,2022-12-17T01:02:33Z,3100000,False,,,0,,D. Hunter Free Throw 2 of 2 (10 PTS),[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
314,PT02M44.00S,2022-12-17T01:02:56.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,92.46057818659659,53.92156862745098,1610612766,46,70,2022-12-17T01:03:17Z,3110000,False,20.0,18.0,1,right,MISS T. Maledon driving Layup - blocked,"[1630177, 1630168]",1610612766.0,CHA,,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,Okongwu,1630168.0
315,PT02M44.00S,2022-12-17T01:02:56.3Z,2,REGULAR,block,,[],1630168,,,1610612766,46,70,2022-12-17T01:03:03Z,3120000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
316,PT02M44.00S,2022-12-17T01:02:56.3Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,46,70,2022-12-17T01:03:17Z,3130000,False,,,0,,N. Richards REBOUND (Off:5 Def:2),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,314.0,7.0,2.0,5.0,,,,,,,,,,,,,
317,PT02M44.00S,2022-12-17T01:03:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,48,70,2022-12-17T01:03:07Z,3140000,False,0.0,0.0,1,right,N. Richards putback Layup (9 PTS),[1630208],1610612766.0,CHA,,putback,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,9.0,,,,,,,,,,,,
318,PT02M44.00S,2022-12-17T01:03:11.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631100,,,1610612766,48,70,2022-12-17T01:03:51Z,3150000,False,,,0,,A. Griffin shooting personal FOUL (2 PF) (Richards 1 FT),"[1631100, 1630208]",1610612737.0,ATL,2005.0,shooting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,0.0,Richards,1630208.0,,,,,,,,
320,PT02M44.00S,2022-12-17T01:03:26.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630208,,,1610612766,48,70,2022-12-17T01:03:26Z,3170000,False,,,0,,MISS N. Richards Free Throw 1 of 1,[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,
321,PT02M41.00S,2022-12-17T01:03:28.3Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,48,70,2022-12-17T01:03:28Z,3180000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,,320.0,3.0,2.0,1.0,,,,,,,,,,,,,
322,PT02M23.00S,2022-12-17T01:03:48.6Z,2,REGULAR,foul,offensive,['inpenalty'],1629631,,,1610612737,48,70,2022-12-17T01:03:57Z,3190000,False,,,0,,D. Hunter offensive FOUL (1 PF),"[1629631, 202330]",1610612737.0,ATL,201245.0,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,0.0,Hayward,202330.0,,,,,,,,
324,PT02M23.00S,2022-12-17T01:03:48.6Z,2,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,48,70,2022-12-17T01:03:48Z,3210000,False,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612737.0,ATL,201245.0,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,,,,
325,PT02M23.00S,2022-12-17T01:04:00.7Z,2,REGULAR,substitution,out,[],1630177,,,1610612766,48,70,2022-12-17T01:04:03Z,3220000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M23.00S,2022-12-17T01:04:00.7Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,48,70,2022-12-17T01:04:03Z,3230000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M07.00S,2022-12-17T01:04:22.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,70.12155059132719,13.23529411764706,1610612766,48,70,2022-12-17T01:04:27Z,3240000,False,-184.0,228.0,1,right,MISS L. Ball 29' 3PT,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.32,Missed,,,,,,,,,,,,,,,,,
328,PT02M02.00S,2022-12-17T01:04:27.2Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,48,70,2022-12-17T01:04:27Z,3250000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,327.0,1.0,1.0,0.0,,,,,,,,,,,,,
329,PT01M52.00S,2022-12-17T01:04:36.8Z,2,REGULAR,2pt,Jump Shot,[],1630168,24.26084099868594,46.568627450980394,1610612737,48,72,2022-12-17T01:04:46Z,3260000,False,17.0,176.0,1,left,O. Okongwu 17' Jump Shot (4 PTS) (T. Forrest 4 AST),"[1630168, 1630235]",1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,17.64,Made,,,,,4.0,,,,,T. Forrest,1630235.0,4.0,,,,,
331,PT01M34.00S,2022-12-17T01:04:58.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612766,48,72,2022-12-17T01:05:11Z,3280000,False,,,0,,T. Young personal FOUL (1 PF) (Thor 2 FT),"[1629027, 1630550]",1610612737.0,ATL,201245.0,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,0.0,Thor,1630550.0,,,,,,,,
333,PT01M34.00S,2022-12-17T01:05:29.9Z,2,REGULAR,freethrow,1 of 2,[],1630550,,,1610612766,49,72,2022-12-17T01:05:29Z,3300000,False,,,0,,J. Thor Free Throw 1 of 2 (1 PTS),[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
334,PT01M34.00S,2022-12-17T01:05:31.5Z,2,REGULAR,substitution,out,[],202330,,,1610612766,49,72,2022-12-17T01:05:37Z,3310000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M34.00S,2022-12-17T01:05:31.5Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,49,72,2022-12-17T01:05:37Z,3320000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M34.00S,2022-12-17T01:05:45.9Z,2,REGULAR,freethrow,2 of 2,[],1630550,,,1610612766,50,72,2022-12-17T01:05:45Z,3330000,False,,,0,,J. Thor Free Throw 2 of 2 (2 PTS),[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
337,PT01M22.00S,2022-12-17T01:05:59.3Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,50,72,2022-12-17T01:11:18Z,3340000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1630550]",1610612737.0,ATL,,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,Thor,1630550.0,,
338,PT01M22.00S,2022-12-17T01:05:59.3Z,2,REGULAR,steal,,[],1630550,,,1610612766,50,72,2022-12-17T01:06:01Z,3350000,False,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
339,PT01M17.00S,2022-12-17T01:06:04.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,92.46057818659659,2.941176470588235,1610612766,53,72,2022-12-17T01:11:40Z,3360000,False,-235.0,18.0,1,right,T. Rozier 3PT running (8 PTS) (L. Ball 1 AST),"[1626179, 1630163]",1610612766.0,CHA,,running,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.6,Made,,,,,8.0,,,,,L. Ball,1630163.0,1.0,,,,,
341,PT00M59.60S,2022-12-17T01:06:21.7Z,2,REGULAR,2pt,Jump Shot,[],1629027,27.54599211563732,53.92156862745098,1610612737,53,74,2022-12-17T01:06:34Z,3380000,False,-20.0,206.0,1,left,T. Young 20' step back Jump Shot (18 PTS),[1629027],1610612737.0,ATL,,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,20.73,Made,,,,,18.0,,,,,,,,,,,,
342,PT00M44.80S,2022-12-17T01:06:40.3Z,2,REGULAR,3pt,Jump Shot,[],1626162,89.43823915900131,3.1862745098039214,1610612766,56,74,2022-12-17T01:06:44Z,3390000,False,-234.0,47.0,1,right,K. Oubre Jr. 3PT  (8 PTS) (T. Rozier 5 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.87,Made,,,,,8.0,,,,,T. Rozier,1626179.0,5.0,,,,,
344,PT00M32.20S,2022-12-17T01:06:54.0Z,2,REGULAR,3pt,Jump Shot,[],1629027,33.065045992115635,60.29411764705882,1610612737,56,74,2022-12-17T01:12:37Z,3410000,False,-51.0,258.0,1,left,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,
345,PT00M31.20S,2022-12-17T01:06:55.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,56,74,2022-12-17T01:07:00Z,3420000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Center,,,344.0,,,,,,,,,,,,,,,,
