actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
341,PT00M50.90S,2022-11-08T00:58:06.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204001,64.60249671484888,40.931372549019606,1610612764,46,44,2022-11-08T01:00:16Z,3280000,-45.0,280.0,1,right,MISS K. Porzingis 28' running 3PT,[204001],1610612764.0,WAS,running,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,28.38,Missed,,,,,,,,,,,,,,,,,,
342,PT00M47.20S,2022-11-08T00:58:09.9Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,46,44,2022-11-08T00:58:13Z,3290000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,341.0,1.0,1.0,0.0,,,,,,,,,,
343,PT00M28.10S,2022-11-08T00:58:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.521024967148489,53.92156862745098,1610612766,48,44,2022-11-08T00:58:33Z,3300000,-20.0,9.0,1,left,T. Rozier driving Layup (10 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.15,Made,10.0,,,,,,,,,,,,,,,,,
344,PT00M12.80S,2022-11-08T00:58:59.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612764,48,44,2022-11-08T00:59:06Z,3310000,,,0,,N. Richards personal FOUL (1 PF) (Porzingis 2 FT),"[1630208, 204001]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Porzingis,204001.0
346,PT00M12.80S,2022-11-08T00:59:15.7Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,48,45,2022-11-08T00:59:15Z,3330000,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
347,PT00M12.80S,2022-11-08T00:59:17.9Z,2,REGULAR,substitution,out,[],203115,,,1610612764,48,45,2022-11-08T00:59:35Z,3340000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M12.80S,2022-11-08T00:59:17.9Z,2,REGULAR,substitution,in,[],1630692,,,1610612764,48,45,2022-11-08T01:07:26Z,3355000,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M12.80S,2022-11-08T00:59:36.3Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,48,46,2022-11-08T00:59:36Z,3360000,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
350,PT00M01.80S,2022-11-08T00:59:49.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,27.94021024967148,77.94117647058823,1610612766,48,46,2022-11-08T01:01:46Z,3370000,-140.0,210.0,1,left,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
351,PT00M01.80S,2022-11-08T00:59:49.7Z,2,REGULAR,rebound,offensive,[],1628372,,,1610612766,48,46,2022-11-08T00:59:55Z,3380000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,350.0,3.0,2.0,1.0,,,,,,,,,,
352,PT00M00.00S,2022-11-08T00:59:55.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628372,33.196452036793694,51.470588235294116,1610612766,48,46,2022-11-08T01:00:07Z,3390000,-7.0,260.0,1,left,MISS D. Smith Jr. 25' fadeaway 3PT - blocked,"[1628372, 1628398]",1610612766.0,CHA,fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,Kuzma,1628398.0,,,,,
353,PT00M00.00S,2022-11-08T00:59:55.8Z,2,REGULAR,block,,[],1628398,,,1610612766,48,46,2022-11-08T01:00:00Z,3400000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
354,PT00M00.00S,2022-11-08T00:59:55.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,48,46,2022-11-08T01:00:07Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,352.0,,,,,,,,,,,,,
355,PT00M00.00S,2022-11-08T01:00:06.5Z,2,REGULAR,period,end,[],0,,,1610612766,48,46,2022-11-08T01:00:06Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,48,46,2022-11-08T01:15:03Z,3430000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,48,46,2022-11-08T01:15:03Z,3440000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612766,48,46,2022-11-08T01:15:03Z,3450000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,out,['startperiod'],1629060,,,1610612766,48,46,2022-11-08T01:15:03Z,3460000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,out,['startperiod'],1630692,,,1610612766,48,46,2022-11-08T01:15:03Z,3470000,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,48,46,2022-11-08T01:15:03Z,3480000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,48,46,2022-11-08T01:15:03Z,3490000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,48,46,2022-11-08T01:15:03Z,3500000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,in,['startperiod'],1630166,,,1610612766,48,46,2022-11-08T01:15:03Z,3510000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-11-08T01:14:18.5Z,3,REGULAR,substitution,in,['startperiod'],1630557,,,1610612766,48,46,2022-11-08T01:15:03Z,3520000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-11-08T01:15:12.5Z,3,REGULAR,period,start,[],0,,,1610612766,48,46,2022-11-08T01:15:12Z,3530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT11M48.00S,2022-11-08T01:15:23.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,93.38042049934296,51.71568627450981,1610612766,50,46,2022-11-08T01:15:28Z,3540000,9.0,10.0,1,right,P. Washington cutting DUNK (6 PTS) (D. Smith Jr. 5 AST),"[1629023, 1628372]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.3,Made,6.0,D. Smith Jr.,1628372.0,5.0,,,,,,,,,,,,,,
372,PT11M36.00S,2022-11-08T01:15:42.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.258212877792378,49.50980392156863,1610612764,50,48,2022-11-08T01:15:47Z,3560000,2.0,6.0,1,left,K. Kuzma cutting Layup (7 PTS) (C. Kispert 1 AST),"[1628398, 1630557]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.68,Made,7.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,,,,
374,PT11M22.00S,2022-11-08T01:15:56.4Z,3,REGULAR,3pt,Jump Shot,[],1626179,92.85479632063075,3.1862745098039214,1610612766,50,48,2022-11-08T01:16:01Z,3580000,-234.0,15.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
375,PT11M20.00S,2022-11-08T01:15:58.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,50,48,2022-11-08T01:16:01Z,3590000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,374.0,4.0,4.0,0.0,,,,,,,,,,
376,PT10M58.00S,2022-11-08T01:16:20.7Z,3,REGULAR,2pt,Jump Shot,[],204001,5.075558475689881,71.81372549019608,1610612764,50,50,2022-11-08T01:16:39Z,3600000,-109.0,-5.0,1,left,K. Porzingis 10' fadeaway Jump Shot (14 PTS),[204001],1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,10.92,Made,14.0,,,,,,,,,,,,,,,,,
377,PT10M36.00S,2022-11-08T01:16:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.9862023653088,47.549019607843135,1610612766,50,50,2022-11-08T01:17:51Z,3610000,-12.0,13.0,1,right,MISS D. Smith Jr. driving reverse Layup,[1628372],1610612766.0,CHA,driving reverse,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
378,PT10M32.00S,2022-11-08T01:16:46.6Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,50,50,2022-11-08T01:16:47Z,3620000,,,0,,M. Plumlee REBOUND (Off:5 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,377.0,7.0,2.0,5.0,,,,,,,,,,
379,PT10M32.00S,2022-11-08T01:16:46.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,50,50,2022-11-08T01:17:56Z,3630000,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
380,PT10M32.00S,2022-11-08T01:16:46.2Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,50,50,2022-11-08T01:16:49Z,3640000,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,379.0,5.0,4.0,1.0,,,,,,,,,,
381,PT10M28.00S,2022-11-08T01:16:50.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630557,5.995400788436268,50.49019607843137,1610612764,50,52,2022-11-08T01:16:55Z,3650000,-2.0,4.0,1,left,C. Kispert running Layup (8 PTS),[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,0.46,Made,8.0,,,,,,,,,,,,,,,,,
382,PT10M10.00S,2022-11-08T01:17:11.7Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612766,50,52,2022-11-08T01:17:26Z,3660000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Plumlee 2 FT),"[204001, 203486]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203054.0,2.0,0.0,Plumlee,203486.0
384,PT10M10.00S,2022-11-08T01:17:35.7Z,3,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,51,52,2022-11-08T01:17:35Z,3680000,,,0,,M. Plumlee Free Throw 1 of 2 (5 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
385,PT10M10.00S,2022-11-08T01:17:52.5Z,3,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,52,52,2022-11-08T01:17:52Z,3690000,,,0,,M. Plumlee Free Throw 2 of 2 (6 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
386,PT09M50.00S,2022-11-08T01:18:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,15.588042049934298,41.42156862745098,1610612764,52,54,2022-11-08T01:18:19Z,3700000,43.0,94.0,1,left,M. Morris 10' driving floating Jump Shot (2 PTS),[1628420],1610612764.0,WAS,driving floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,10.33,Made,2.0,,,,,,,,,,,,,,,,,
387,PT09M44.00S,2022-11-08T01:18:20.6Z,3,REGULAR,3pt,Jump Shot,[],1629023,91.93495400788436,5.392156862745098,1610612766,52,54,2022-11-08T01:19:05Z,3710000,-223.0,23.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.42,Missed,,,,,,,,,,,,,,,,,,
388,PT09M41.00S,2022-11-08T01:18:23.6Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,52,54,2022-11-08T01:19:05Z,3720000,,,0,,M. Plumlee REBOUND (Off:6 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,387.0,8.0,2.0,6.0,,,,,,,,,,
389,PT09M33.00S,2022-11-08T01:18:31.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,94.43166885676742,96.07843137254902,1610612766,52,54,2022-11-08T01:18:39Z,3730000,230.0,0.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
390,PT09M32.00S,2022-11-08T01:18:32.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,52,54,2022-11-08T01:18:39Z,3740000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,389.0,,,,,,,,,,,,,
391,PT09M32.00S,2022-11-08T01:18:41.2Z,3,REGULAR,foul,personal,[],1630557,,,1610612766,52,54,2022-11-08T01:18:52Z,3750000,,,0,,C. Kispert loose ball personal FOUL (3 PF),"[1630557, 203486]",1610612764.0,WAS,loose ball,,,Kispert,C. Kispert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1628953.0,3.0,0.0,Plumlee,203486.0
393,PT09M21.00S,2022-11-08T01:19:02.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,91.01511169513797,3.9215686274509802,1610612766,55,54,2022-11-08T01:19:07Z,3770000,-230.0,32.0,1,right,K. Oubre Jr. 3PT  (16 PTS) (T. Rozier 2 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.26,Made,16.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,
395,PT09M09.00S,2022-11-08T01:19:34.2Z,3,REGULAR,foul,personal,[],203486,,,1610612764,55,54,2022-11-08T01:19:42Z,3790000,,,0,,M. Plumlee personal FOUL (3 PF),"[203486, 204001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Porzingis,204001.0
397,PT09M08.00S,2022-11-08T01:19:45.0Z,3,REGULAR,foul,personal,[],203486,,,1610612764,55,54,2022-11-08T01:19:57Z,3810000,,,0,,M. Plumlee personal FOUL (4 PF),"[203486, 1628398]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1628953.0,4.0,0.0,Kuzma,1628398.0
399,PT08M57.00S,2022-11-08T01:20:09.9Z,3,REGULAR,turnover,lost ball,[],204001,,,1610612764,55,54,2022-11-08T01:20:16Z,3830000,,,0,,K. Porzingis lost ball TURNOVER (1 TO),"[204001, 1629023]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Washington,1629023.0,,,,,,,
400,PT08M57.00S,2022-11-08T01:20:09.9Z,3,REGULAR,steal,,[],1629023,,,1610612766,55,54,2022-11-08T01:20:12Z,3840000,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
401,PT08M50.00S,2022-11-08T01:20:15.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629023,92.59198423127464,50.98039215686274,1610612766,57,54,2022-11-08T01:20:42Z,3850000,5.0,17.0,1,right,P. Washington running finger roll Layup (8 PTS) (T. Rozier 3 AST),"[1629023, 1626179]",1610612766.0,CHA,running finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.78,Made,8.0,T. Rozier,1626179.0,3.0,,,,,,,,,,,,,,
403,PT08M35.00S,2022-11-08T01:20:30.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,5.863994743758213,49.01960784313725,1610612764,57,56,2022-11-08T01:20:35Z,3870000,5.0,3.0,1,left,K. Kuzma cutting DUNK (9 PTS) (K. Porzingis 3 AST),"[1628398, 204001]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.55,Made,9.0,K. Porzingis,204001.0,3.0,,,,,,,,,,,,,,
405,PT08M26.00S,2022-11-08T01:20:40.4Z,3,REGULAR,2pt,Jump Shot,[],1626179,92.19776609724047,75.98039215686273,1610612766,57,56,2022-11-08T01:20:47Z,3890000,130.0,21.0,1,right,MISS T. Rozier 13' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,13.16,Missed,,,,,,,,,,,,,,,,,,
406,PT08M22.00S,2022-11-08T01:20:44.4Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,57,56,2022-11-08T01:20:47Z,3900000,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,,,,,405.0,2.0,2.0,0.0,,,,,,,,,,
407,PT08M15.00S,2022-11-08T01:20:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.30946123521682,37.5,1610612764,57,56,2022-11-08T01:20:57Z,3910000,62.0,16.0,1,left,MISS K. Kuzma 6' driving Layup - blocked,"[1628398, 1628372]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,Smith Jr.,1628372.0,,,,,
412,PT08M15.00S,2022-11-08T01:20:50.3Z,3,REGULAR,block,,[],1628372,,,1610612764,57,56,2022-11-08T01:21:38Z,3915000,,,0,,D. Smith Jr. BLOCK (3 BLK),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
408,PT08M12.00S,2022-11-08T01:20:53.3Z,3,REGULAR,rebound,defensive,[],1628372,,,1610612766,57,56,2022-11-08T01:20:57Z,3920000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:3),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,407.0,4.0,3.0,1.0,,,,,,,,,,
409,PT08M07.00S,2022-11-08T01:20:58.8Z,3,REGULAR,3pt,Jump Shot,[],1629023,76.95466491458606,11.519607843137255,1610612766,60,56,2022-11-08T01:21:57Z,3930000,-192.0,164.0,1,right,P. Washington 25' 3PT  (11 PTS) (D. Smith Jr. 6 AST),"[1629023, 1628372]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.29,Made,11.0,D. Smith Jr.,1628372.0,6.0,,,,,,,,,,,,,,
411,PT08M06.00S,2022-11-08T01:21:12.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,60,56,2022-11-08T01:21:12Z,3950000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M50.00S,2022-11-08T01:24:13.0Z,3,REGULAR,2pt,Jump Shot,[],204001,25.443495400788436,62.99019607843137,1610612764,60,56,2022-11-08T01:24:17Z,3960000,-65.0,187.0,1,left,MISS K. Porzingis 19' Jump Shot,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left Center,19.77,Missed,,,,,,,,,,,,,,,,,,
414,PT07M46.00S,2022-11-08T01:24:17.0Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,60,56,2022-11-08T01:24:17Z,3970000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,
415,PT07M33.00S,2022-11-08T01:24:29.3Z,3,REGULAR,3pt,Jump Shot,[],1626162,75.90341655716163,89.2156862745098,1610612766,60,56,2022-11-08T01:24:35Z,3980000,196.0,174.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
416,PT07M31.00S,2022-11-08T01:24:31.3Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,60,56,2022-11-08T01:24:35Z,3990000,,,0,,M. Plumlee REBOUND (Off:7 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,415.0,9.0,2.0,7.0,,,,,,,,,,
417,PT07M31.00S,2022-11-08T01:24:34.6Z,3,REGULAR,turnover,out-of-bounds,[],203486,,,1610612766,60,56,2022-11-08T01:24:41Z,4000000,,,0,,M. Plumlee bad pass out-of-bounds TURNOVER (1 TO),[203486],1610612766.0,CHA,bad pass,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,,,,,203054.0,,,,
418,PT07M31.00S,2022-11-08T01:24:38.3Z,3,REGULAR,substitution,out,[],1630557,,,1610612764,60,56,2022-11-08T01:24:44Z,4010000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M31.00S,2022-11-08T01:24:38.3Z,3,REGULAR,substitution,in,[],203115,,,1610612764,60,56,2022-11-08T01:24:44Z,4020000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M20.00S,2022-11-08T01:24:59.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,8.492115637319317,4.166666666666666,1610612764,60,56,2022-11-08T01:25:05Z,4030000,229.0,27.0,1,left,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
421,PT07M18.00S,2022-11-08T01:25:02.3Z,3,REGULAR,rebound,offensive,[],1628420,,,1610612764,60,56,2022-11-08T01:25:02Z,4040000,,,0,,M. Morris REBOUND (Off:2 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,,,,,420.0,4.0,2.0,2.0,,,,,,,,,,
422,PT07M13.00S,2022-11-08T01:25:07.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628420,32.14520367936925,32.84313725490196,1610612764,60,59,2022-11-08T01:25:29Z,4050000,86.0,250.0,1,left,M. Morris 26' 3PT pullup (5 PTS),[1628420],1610612764.0,WAS,pullup,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,26.4,Made,5.0,,,,,,,,,,,,,,,,,
423,PT06M56.00S,2022-11-08T01:25:23.7Z,3,REGULAR,3pt,Jump Shot,[],1626162,93.11760840998686,96.32352941176471,1610612766,60,59,2022-11-08T01:25:30Z,4060000,232.0,12.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
424,PT06M51.00S,2022-11-08T01:25:27.9Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,60,59,2022-11-08T01:25:27Z,4070000,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,,423.0,3.0,2.0,1.0,,,,,,,,,,
