actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
260,PT07M14.00S,2026-02-20T01:29:29.8Z,2,REGULAR,freethrow,1 of 2,[],1629013,,,1610612752,34,36,2026-02-20T01:29:29Z,2450000,False,,,0,,L. Shamet Free Throw 1 of 2 (2 PTS),[1629013],1610612752.0,NYK,,,,,,,,,,Made,2.0,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
265,PT07M14.00S,2026-02-20T01:30:00.3Z,2,REGULAR,freethrow,2 of 2,[],1629013,,,1610612752,35,36,2026-02-20T01:30:00Z,2460000,False,,,0,,L. Shamet Free Throw 2 of 2 (3 PTS),[1629013],1610612752.0,NYK,,,,,,,,,,Made,3.0,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
266,PT06M50.00S,2026-02-20T01:30:29.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,5.732588699080158,49.01960784313725,1610612765,35,38,2026-02-20T01:30:33Z,2470000,False,5.0,1.0,1,left,A. Thompson DUNK (2 PTS) (T. Harris 3 AST),"[1641709, 202699]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,Thompson,A. Thompson,T. Harris,202699.0,3.0,,,,,,,,,,,,,,,
268,PT06M40.00S,2026-02-20T01:30:38.9Z,2,REGULAR,3pt,Jump Shot,[],1630631,66.44218134034165,50.49019607843137,1610612752,35,38,2026-02-20T01:30:42Z,2490000,False,2.0,263.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,26.29,Missed,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
269,PT06M37.00S,2026-02-20T01:30:41.9Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,35,38,2026-02-20T01:30:42Z,2500000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Harris,T. Harris,,,,268.0,4.0,4.0,0.0,,,,,,,,,,,
270,PT06M34.00S,2026-02-20T01:30:48.6Z,2,REGULAR,foul,personal,[],1630631,,,1610612765,35,38,2026-02-20T01:30:56Z,2510000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1630595]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Alvarado,J. Alvarado,,,,,,,,1155.0,,,,2.0,0.0,Cunningham,1630595.0,,,
272,PT06M34.00S,2026-02-20T01:30:48.7Z,2,REGULAR,substitution,out,[],1628969,,,1610612765,35,38,2026-02-20T01:31:11Z,2530000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
273,PT06M34.00S,2026-02-20T01:30:48.7Z,2,REGULAR,substitution,out,[],1630595,,,1610612765,35,38,2026-02-20T01:31:11Z,2540000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
274,PT06M34.00S,2026-02-20T01:30:48.7Z,2,REGULAR,substitution,in,[],1628973,,,1610612765,35,38,2026-02-20T01:31:11Z,2550000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
275,PT06M34.00S,2026-02-20T01:30:48.7Z,2,REGULAR,substitution,in,[],1642450,,,1610612765,35,38,2026-02-20T01:31:11Z,2560000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
276,PT06M28.00S,2026-02-20T01:31:29.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,6.389618922470433,50.0,1610612765,35,40,2026-02-20T01:31:33Z,2570000,False,0.0,8.0,1,left,T. Harris DUNK (6 PTS) (C. LeVert 2 AST),"[202699, 1627747]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,0.76,Made,6.0,Harris,T. Harris,C. LeVert,1627747.0,2.0,,,,,,,,,,,,,,,
278,PT06M28.00S,2026-02-20T01:31:32.2Z,2,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612765,35,40,2026-02-20T01:31:45Z,2590000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Harris 1 FT),"[1629011, 202699]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,,,,,,,,1627539.0,,,,1.0,0.0,Harris,202699.0,,,
280,PT06M28.00S,2026-02-20T01:32:03.5Z,2,REGULAR,freethrow,1 of 1,[],202699,,,1610612765,35,40,2026-02-20T01:32:08Z,2610000,False,,,0,,MISS T. Harris Free Throw 1 of 1,[202699],1610612765.0,DET,,,,,,,,,,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
281,PT06M27.00S,2026-02-20T01:32:04.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,35,40,2026-02-20T01:32:08Z,2620000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,
283,PT06M10.00S,2026-02-20T01:32:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,92.72339027595268,51.225490196078425,1610612752,37,40,2026-02-20T01:32:30Z,2640000,False,6.0,16.0,1,right,M. Robinson cutting Layup (7 PTS) (J. Brunson 2 AST),"[1629011, 1628973]",1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,1.7,Made,7.0,Robinson,M. Robinson,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,,
285,PT05M54.00S,2026-02-20T01:32:43.6Z,2,REGULAR,2pt,Jump Shot,[],202699,9.149145860709593,28.186274509803923,1610612765,37,40,2026-02-20T01:36:22Z,2660000,False,109.0,34.0,1,left,MISS T. Harris 11' pullup Shot,[202699],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Right,11.41,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
286,PT05M52.00S,2026-02-20T01:32:45.6Z,2,REGULAR,rebound,offensive,[],1642449,,,1610612765,37,40,2026-02-20T01:32:47Z,2670000,False,,,0,,T. Smith REBOUND (Off:1 Def:0),[1642449],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,,Smith,T. Smith,,,,285.0,1.0,0.0,1.0,,,,,,,,,,,
287,PT05M51.00S,2026-02-20T01:32:46.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642449,7.30946123521682,53.18627450980392,1610612765,37,42,2026-02-20T01:32:50Z,2680000,False,-16.0,16.0,1,left,T. Smith putback Layup (4 PTS),[1642449],1610612765.0,DET,putback,,,,,,Restricted Area,0-8 Center,2.27,Made,4.0,Smith,T. Smith,,,,,,,,,,,,,,,,,,
289,PT05M38.00S,2026-02-20T01:33:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.26215505913272,34.55882352941176,1610612752,39,42,2026-02-20T01:33:41Z,2700000,False,-77.0,105.0,1,right,J. Brunson 13' pullup Jump Shot (11 PTS),[1628973],1610612752.0,NYK,pullup,,,,,,In The Paint (Non-RA),8-16 Left,13.02,Made,11.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
290,PT05M35.00S,2026-02-20T01:33:41.3Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612765,39,42,2026-02-20T01:33:45Z,2710000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1630631]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,LeVert,C. LeVert,,,,,,,,,1.0,,,,,,,Alvarado,1630631.0,
291,PT05M35.00S,2026-02-20T01:33:41.3Z,2,REGULAR,steal,,[],1630631,,,1610612752,39,42,2026-02-20T01:33:43Z,2720000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
292,PT05M31.00S,2026-02-20T01:33:45.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,93.11760840998686,51.470588235294116,1610612752,39,42,2026-02-20T04:32:21Z,2730000,False,7.0,12.0,1,right,MISS J. Hart driving Layup,[1628404],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,1.43,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
293,PT05M30.00S,2026-02-20T01:33:47.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,39,42,2026-02-20T01:33:47Z,2740000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,,,,292.0,5.0,5.0,0.0,,,,,,,,,,,
294,PT05M26.00S,2026-02-20T01:33:50.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641709,7.5722733245729295,53.431372549019606,1610612765,39,42,2026-02-20T01:40:40Z,2750000,False,-17.0,19.0,1,left,MISS A. Thompson running Layup,[1641709],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,2.54,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
295,PT05M26.00S,2026-02-20T01:33:50.4Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612752,39,42,2026-02-20T01:33:56Z,2760000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Alvarado,J. Alvarado,,,,294.0,2.0,2.0,0.0,,,,,,,,,,,
296,PT05M15.00S,2026-02-20T01:34:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.33574244415243,49.754901960784316,1610612752,39,42,2026-02-20T01:34:05Z,2770000,False,-1.0,67.0,1,right,MISS J. Brunson 6' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
297,PT05M12.00S,2026-02-20T01:34:04.4Z,2,REGULAR,rebound,defensive,[],1642449,,,1610612765,39,42,2026-02-20T01:34:05Z,2780000,False,,,0,,T. Smith REBOUND (Off:1 Def:1),[1642449],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith,T. Smith,,,,296.0,2.0,1.0,1.0,,,,,,,,,,,
298,PT04M49.00S,2026-02-20T01:34:27.3Z,2,REGULAR,3pt,Jump Shot,[],202699,5.732588699080158,2.941176470588235,1610612765,39,45,2026-02-20T01:34:30Z,2790000,False,235.0,1.0,1,left,T. Harris 3PT  (9 PTS) (A. Thompson 3 AST),"[202699, 1641709]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.53,Made,9.0,Harris,T. Harris,A. Thompson,1641709.0,3.0,,,,,,,,,,,,,,,
301,PT04M28.00S,2026-02-20T01:34:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,95.22010512483574,94.85294117647058,1610612752,39,45,2026-02-20T01:34:56Z,2810000,False,224.0,-8.0,1,right,MISS L. Shamet 3PT,[1629013],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,22.44,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
302,PT04M24.00S,2026-02-20T01:34:52.3Z,2,REGULAR,rebound,offensive,[],1630631,,,1610612752,39,45,2026-02-20T01:34:52Z,2820000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:2),[1630631],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,Alvarado,J. Alvarado,,,,301.0,3.0,2.0,1.0,,,,,,,,,,,
303,PT04M22.00S,2026-02-20T01:34:54.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,77.7431011826544,90.68627450980392,1610612752,39,45,2026-02-20T01:34:58Z,2830000,False,203.0,157.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
304,PT04M22.00S,2026-02-20T01:34:54.7Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,39,45,2026-02-20T01:34:58Z,2840000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,A. Thompson,,,,303.0,2.0,2.0,0.0,,,,,,,,,,,
305,PT04M12.00S,2026-02-20T01:35:08.6Z,2,REGULAR,foul,personal,[],1628973,,,1610612765,39,45,2026-02-20T01:35:13Z,2850000,False,,,0,,J. Brunson personal FOUL (2 PF),"[1628973, 1642450]",1610612752.0,NYK,,,,,,,Mid-Range,16-24 Right,,,,Brunson,J. Brunson,,,,,,,,2004.0,,,,2.0,0.0,Jenkins,1642450.0,,,
307,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612765,39,45,2026-02-20T01:35:28Z,2870000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612752.0,NYK,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
308,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,out,[],1629011,,,1610612765,39,45,2026-02-20T01:35:28Z,2880000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
309,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,out,[],1629013,,,1610612765,39,45,2026-02-20T01:35:28Z,2890000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
310,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,39,45,2026-02-20T01:35:28Z,2900000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
311,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,in,[],1628384,,,1610612765,39,45,2026-02-20T01:35:28Z,2910000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
312,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,in,[],1628969,,,1610612765,39,45,2026-02-20T01:35:28Z,2920000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
313,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,in,[],1626157,,,1610612765,39,45,2026-02-20T01:35:28Z,2930000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
314,PT04M12.00S,2026-02-20T01:35:08.7Z,2,REGULAR,substitution,in,[],1629130,,,1610612765,39,45,2026-02-20T01:35:28Z,2940000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
315,PT04M03.00S,2026-02-20T01:35:47.6Z,2,REGULAR,3pt,Jump Shot,[],202699,4.02431011826544,95.83333333333334,1610612765,39,45,2026-02-20T01:35:51Z,2950000,False,-229.0,-15.0,1,left,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.97,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
316,PT04M00.00S,2026-02-20T01:35:50.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,39,45,2026-02-20T01:35:51Z,2960000,False,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,,,,Towns,K. Towns,,,,315.0,4.0,3.0,1.0,,,,,,,,,,,
317,PT03M54.00S,2026-02-20T01:36:01.8Z,2,REGULAR,foul,personal,[],1642449,,,1610612752,39,45,2026-02-20T01:36:09Z,2970000,False,,,0,,T. Smith personal FOUL (3 PF),"[1642449, 1626157]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,,Smith,T. Smith,,,,,,,,2004.0,,,,3.0,0.0,Towns,1626157.0,,,
319,PT03M54.00S,2026-02-20T01:36:01.9Z,2,REGULAR,substitution,out,[],1642449,,,1610612752,39,45,2026-02-20T01:36:16Z,2990000,False,,,0,,SUB out: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
320,PT03M54.00S,2026-02-20T01:36:01.9Z,2,REGULAR,substitution,in,[],1630194,,,1610612752,39,45,2026-02-20T01:36:16Z,3000000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
321,PT03M40.00S,2026-02-20T01:36:46.6Z,2,REGULAR,2pt,Jump Shot,[],1628969,84.1819973718791,33.33333333333333,1610612752,41,45,2026-02-20T01:36:49Z,3010000,False,-83.0,96.0,1,right,M. Bridges 12' turnaround fadeaway Jump Shot (6 PTS),[1628969],1610612752.0,NYK,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,12.73,Made,6.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
322,PT03M27.00S,2026-02-20T01:36:59.5Z,2,REGULAR,turnover,bad pass,[],1642450,,,1610612765,41,45,2026-02-20T01:37:02Z,3020000,False,,,0,,D. Jenkins bad pass TURNOVER (3 TO),"[1642450, 1626157]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Jenkins,D. Jenkins,,,,,,,,,3.0,,,,,,,Towns,1626157.0,
323,PT03M27.00S,2026-02-20T01:36:59.5Z,2,REGULAR,steal,,[],1626157,,,1610612752,41,45,2026-02-20T01:37:01Z,3030000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
324,PT03M13.00S,2026-02-20T01:37:16.2Z,2,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612752,41,45,2026-02-20T01:38:21Z,3040000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1641709, 1628384]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Thompson,A. Thompson,,,,,,,,1155.0,,,,2.0,0.0,Anunoby,1628384.0,,,
328,PT03M13.00S,2026-02-20T01:37:31.0Z,2,REGULAR,substitution,out,[],1642450,,,1610612752,41,45,2026-02-20T01:37:50Z,3055000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
329,PT03M13.00S,2026-02-20T01:37:31.0Z,2,REGULAR,substitution,in,[],1630595,,,1610612752,41,45,2026-02-20T01:37:50Z,3057500,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
326,PT03M13.00S,2026-02-20T01:37:45.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628384,,,1610612752,41,45,2026-02-20T01:37:45Z,3060000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612752.0,NYK,,,,,,,,,,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
327,PT03M13.00S,2026-02-20T01:37:45.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,41,45,2026-02-20T01:37:45Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,,
330,PT03M13.00S,2026-02-20T01:38:14.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628384,,,1610612752,42,45,2026-02-20T01:38:14Z,3080000,False,,,0,,O. Anunoby Free Throw 2 of 2 (5 PTS),[1628384],1610612752.0,NYK,,,,,,,,,,Made,5.0,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
331,PT03M01.00S,2026-02-20T01:38:27.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.754927726675426,48.03921568627451,1610612765,42,47,2026-02-20T01:38:31Z,3090000,False,10.0,30.0,1,left,C. Cunningham driving Layup (18 PTS),[1630595],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.14,Made,18.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
332,PT02M37.00S,2026-02-20T01:38:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,83.39356110381078,48.77450980392157,1610612752,44,47,2026-02-20T01:38:54Z,3100000,False,-6.0,104.0,1,right,J. Hart 10' pullup Jump Shot (6 PTS) (J. Brunson 3 AST),"[1628404, 1628973]",1610612752.0,NYK,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,6.0,Hart,J. Hart,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,,
334,PT02M19.00S,2026-02-20T01:39:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,20.05584756898817,47.30392156862745,1610612765,44,49,2026-02-20T01:39:12Z,3120000,False,13.0,136.0,1,left,C. Cunningham 13' fadeaway Jump Shot (20 PTS),[1630595],1610612765.0,DET,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,20.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
335,PT02M07.00S,2026-02-20T01:39:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.3646517739816,47.794117647058826,1610612752,44,49,2026-02-20T01:39:25Z,3130000,False,-11.0,85.0,1,right,MISS J. Brunson 8' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.58,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
336,PT02M05.00S,2026-02-20T01:39:22.9Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,44,49,2026-02-20T01:39:25Z,3140000,False,,,0,,K. Towns REBOUND (Off:2 Def:3),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Towns,K. Towns,,,,335.0,5.0,3.0,2.0,,,,,,,,,,,
337,PT02M05.00S,2026-02-20T01:39:24.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,94.69448094612353,50.98039215686274,1610612752,46,49,2026-02-20T01:39:27Z,3150000,False,5.0,-3.0,1,right,K. Towns putback DUNK (2 PTS),[1626157],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,0.55,Made,2.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
338,PT01M53.00S,2026-02-20T01:39:37.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612765,46,49,2026-02-20T01:39:44Z,3160000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1628384, 1630595]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Anunoby,O. Anunoby,,,,,,,,1155.0,,,,1.0,0.0,Cunningham,1630595.0,,,
340,PT01M53.00S,2026-02-20T01:39:47.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,46,49,2026-02-20T01:39:47Z,3180000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M53.00S,2026-02-20T01:43:39.7Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,46,50,2026-02-20T01:43:39Z,3190000,False,,,0,,C. Cunningham Free Throw 1 of 2 (21 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Made,21.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
342,PT01M53.00S,2026-02-20T01:43:54.6Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,46,51,2026-02-20T01:43:54Z,3200000,False,,,0,,C. Cunningham Free Throw 2 of 2 (22 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Made,22.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
343,PT01M36.00S,2026-02-20T01:44:13.2Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612752,46,51,2026-02-20T01:44:17Z,3210000,False,,,0,,J. Brunson bad pass TURNOVER (3 TO),"[1628973, 1630194]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Brunson,J. Brunson,,,,,,,,,3.0,,,,,,,Reed,1630194.0,
344,PT01M36.00S,2026-02-20T01:44:13.2Z,2,REGULAR,steal,,[],1630194,,,1610612765,46,51,2026-02-20T01:44:14Z,3220000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
345,PT01M30.00S,2026-02-20T01:44:18.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202699,6.389618922470433,47.794117647058826,1610612765,46,51,2026-02-20T01:45:14Z,3230000,False,11.0,8.0,1,left,MISS T. Harris running alley-oop Layup,[202699],1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,1.34,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
346,PT01M28.00S,2026-02-20T01:44:20.6Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,46,51,2026-02-20T01:44:25Z,3240000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Bridges,M. Bridges,,,,345.0,1.0,1.0,0.0,,,,,,,,,,,
347,PT01M19.00S,2026-02-20T01:44:31.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612752,46,51,2026-02-20T01:44:43Z,3250000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630194, 1628973]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,,,,,1155.0,,,,1.0,0.0,Brunson,1628973.0,,,
349,PT01M19.00S,2026-02-20T01:45:05.1Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,47,51,2026-02-20T01:45:05Z,3270000,False,,,0,,J. Brunson Free Throw 1 of 2 (12 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,Made,12.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
