actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
256,PT03M05.00S,2024-01-11T00:57:29.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,46,44,2024-01-11T00:57:37Z,2530000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M05.00S,2024-01-11T00:57:54.1Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,47,44,2024-01-11T00:57:54Z,2540000,False,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
258,PT02M47.00S,2024-01-11T00:58:14.5Z,2,REGULAR,2pt,Jump Shot,[],1630162,21.23850197109067,27.450980392156865,1610612750,47,44,2024-01-11T00:58:20Z,2550000,False,113.0,147.0,1,left,MISS A. Edwards 18' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,18.53,Missed,,,,,,,,,,,,
259,PT02M45.00S,2024-01-11T00:58:16.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,47,44,2024-01-11T00:58:26Z,2560000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,258.0,4.0,4.0,0.0,,,,,,,,
260,PT02M29.00S,2024-01-11T00:58:31.8Z,2,REGULAR,3pt,Jump Shot,[],201950,66.5735873850197,66.66666666666666,1610612738,50,44,2024-01-11T00:58:36Z,2570000,False,83.0,262.0,1,right,J. Holiday 27' 3PT  (7 PTS) (D. White 4 AST),"[201950, 1628401]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,27.46,Made,,,,,7.0,D. White,1628401.0,4.0,,,,
262,PT02M06.00S,2024-01-11T00:58:59.6Z,2,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,50,44,2024-01-11T00:59:05Z,2590000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,2004.0,1.0,,,,,,,,,,,,,,,,,,
263,PT01M49.00S,2024-01-11T00:59:24.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201950,92.59198423127464,53.431372549019606,1610612738,50,44,2024-01-11T00:59:54Z,2600000,False,17.0,17.0,1,right,MISS J. Holiday driving reverse Layup - blocked,"[201950, 1629675]",1610612738.0,BOS,driving reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,2.43,Missed,,,,,,,,,,,Reid,1629675.0
267,PT01M49.00S,2024-01-11T00:59:24.8Z,2,REGULAR,block,,[],1629675,,,1610612738,50,44,2024-01-11T00:59:54Z,2605000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
264,PT01M48.00S,2024-01-11T00:59:25.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,50,44,2024-01-11T00:59:54Z,2610000,False,,,0,,N. Reid REBOUND (Off:3 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,263.0,7.0,4.0,3.0,,,,,,,,
265,PT01M38.00S,2024-01-11T00:59:37.0Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612750,50,44,2024-01-11T00:59:46Z,2620000,False,,,0,,D. White shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1628401, 1629638]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,1628484.0,,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,
268,PT01M38.00S,2024-01-11T00:59:59.6Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612750,50,45,2024-01-11T00:59:59Z,2640000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (1 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
269,PT01M38.00S,2024-01-11T01:00:11.4Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612750,50,46,2024-01-11T01:00:11Z,2650000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (2 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
270,PT01M26.00S,2024-01-11T01:00:26.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612738,50,46,2024-01-11T01:00:33Z,2660000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Tatum 2 FT),"[1626157, 1628369]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,1628484.0,,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
272,PT01M26.00S,2024-01-11T01:00:51.2Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,51,46,2024-01-11T01:00:51Z,2680000,False,,,0,,J. Tatum Free Throw 1 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,11.0,,,,,,,
273,PT01M26.00S,2024-01-11T01:01:06.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,52,46,2024-01-11T01:01:06Z,2690000,False,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,12.0,,,,,,,
274,PT01M09.00S,2024-01-11T01:01:27.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612750,52,46,2024-01-11T01:01:33Z,2700000,False,,,0,,J. Tatum personal FOUL (1 PF) (Towns 2 FT),"[1628369, 1626157]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,2004.0,,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,
276,PT01M09.00S,2024-01-11T01:01:56.7Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,52,47,2024-01-11T01:01:56Z,2720000,False,,,0,,K. Towns Free Throw 1 of 2 (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,
277,PT01M09.00S,2024-01-11T01:02:15.4Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,52,48,2024-01-11T01:02:15Z,2730000,False,,,0,,K. Towns Free Throw 2 of 2 (9 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,
278,PT00M54.30S,2024-01-11T01:02:32.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,81.553876478318,30.637254901960787,1610612738,54,48,2024-01-11T01:02:39Z,2740000,False,-97.0,121.0,1,right,J. Brown 15' fadeaway Jump Shot (17 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,15.49,Made,,,,,17.0,,,,,,,
279,PT00M38.90S,2024-01-11T01:03:04.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201143,,,1610612750,54,48,2024-01-11T01:03:09Z,2750000,False,,,0,,A. Horford defensive-3-second technical FOUL (1 Tech),[201143],1610612738.0,BOS,defensive-3-second,,,Horford,A. Horford,,,,,,,2004.0,,2.0,1.0,,,,,,,,,,,,,,,,
280,PT00M38.90S,2024-01-11T01:03:16.9Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,54,49,2024-01-11T01:03:16Z,2760000,False,,,0,,K. Towns technical Free Throw 1 of 1 (10 PTS),[1626157],1610612750.0,MIN,technical,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,10.0,,,,,,,
281,PT00M29.40S,2024-01-11T01:03:39.4Z,2,REGULAR,2pt,Jump Shot,[],1630162,18.610381077529567,16.176470588235293,1610612750,54,51,2024-01-11T01:03:46Z,2770000,False,169.0,122.0,1,left,A. Edwards 20' fadeaway Jump Shot (12 PTS),[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,,,,,,,20.88,Made,,,,,12.0,,,,,,,
282,PT00M10.10S,2024-01-11T01:04:02.2Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,54,51,2024-01-11T01:04:06Z,2780000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1626157]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,Towns,1626157.0,,
283,PT00M10.10S,2024-01-11T01:04:02.2Z,2,REGULAR,steal,,[],1626157,,,1610612750,54,51,2024-01-11T01:04:03Z,2790000,False,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
284,PT00M07.10S,2024-01-11T01:04:06.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,7.440867279894875,49.754901960784316,1610612750,54,53,2024-01-11T01:04:12Z,2800000,False,1.0,17.0,1,left,A. Edwards running DUNK (14 PTS) (K. Towns 3 AST),"[1630162, 1626157]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1.74,Made,,,,,14.0,K. Towns,1626157.0,3.0,,,,
286,PT00M03.10S,2024-01-11T01:04:15.4Z,2,REGULAR,3pt,Jump Shot,[],201143,88.12417871222075,95.58823529411765,1610612738,54,53,2024-01-11T01:04:36Z,2820000,False,228.0,59.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,23.54,Missed,,,,,,,,,,,,
287,PT00M02.10S,2024-01-11T01:04:16.4Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,54,53,2024-01-11T01:04:31Z,2830000,False,,,0,,K. Anderson REBOUND (Off:2 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Right Corner 3,24+ Right,,,,,,,,,286.0,5.0,3.0,2.0,,,,,,,,
288,PT00M00.00S,2024-01-11T01:04:20.8Z,2,REGULAR,period,end,[],0,,,1610612750,54,53,2024-01-11T01:04:20Z,2840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2024-01-11T01:18:54.0Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,54,53,2024-01-11T01:19:30Z,2850000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2024-01-11T01:18:54.0Z,3,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,54,53,2024-01-11T01:19:30Z,2860000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT12M00.00S,2024-01-11T01:19:43.0Z,3,REGULAR,period,start,[],0,,,1610612750,54,53,2024-01-11T01:19:43Z,2870000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT11M43.00S,2024-01-11T01:19:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.59198423127464,50.49019607843137,1610612750,54,55,2024-01-11T01:20:06Z,2880000,False,2.0,17.0,1,right,K. Towns driving Layup (12 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,1.73,Made,,,,,12.0,,,,,,,
294,PT11M23.00S,2024-01-11T01:20:31.6Z,3,REGULAR,3pt,Jump Shot,[],201143,28.203022339027594,20.833333333333336,1610612738,57,55,2024-01-11T01:20:36Z,2900000,False,146.0,213.0,1,left,A. Horford 25' 3PT  (6 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,25.78,Made,,,,,6.0,J. Brown,1627759.0,1.0,,,,
296,PT11M05.00S,2024-01-11T01:20:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.88173455978975,41.122855392156865,1610612750,57,57,2024-01-11T01:20:56Z,2920000,False,-44.0,43.0,1,right,K. Towns 6' driving Layup (14 PTS) (N. Alexander-Walker 1 AST),"[1626157, 1629638]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.15,Made,,,,,14.0,N. Alexander-Walker,1629638.0,1.0,,,,
298,PT10M57.00S,2024-01-11T01:20:57.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,22.158344283837057,91.91176470588235,1610612738,60,57,2024-01-11T01:21:01Z,2940000,False,-210.0,156.0,1,left,J. Brown 26' 3PT  (20 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,26.12,Made,,,,,20.0,J. Tatum,1628369.0,2.0,,,,
300,PT10M45.00S,2024-01-11T01:21:09.7Z,3,REGULAR,2pt,Jump Shot,[],1626157,75.3777923784494,66.91176470588235,1610612750,60,57,2024-01-11T01:21:15Z,2960000,False,85.0,179.0,1,right,MISS K. Towns 19' pullup Shot,[1626157],1610612750.0,MIN,pullup,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,19.79,Missed,,,,,,,,,,,,
301,PT10M42.00S,2024-01-11T01:21:12.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,60,57,2024-01-11T01:21:20Z,2970000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,300.0,3.0,3.0,0.0,,,,,,,,
302,PT10M30.00S,2024-01-11T01:21:24.2Z,3,REGULAR,3pt,Jump Shot,[],201950,27.151773981603156,86.27450980392157,1610612738,60,57,2024-01-11T01:21:58Z,2980000,False,-181.0,203.0,1,left,MISS J. Holiday 27' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,27.2,Missed,,,,,,,,,,,,
303,PT10M28.00S,2024-01-11T01:21:26.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,60,57,2024-01-11T01:21:28Z,2990000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,302.0,7.0,6.0,1.0,,,,,,,,
305,PT10M10.00S,2024-01-11T01:22:01.2Z,3,REGULAR,foul,personal,[],201143,,,1610612750,60,57,2024-01-11T01:22:11Z,3010000,False,,,0,,A. Horford personal FOUL (3 PF),"[201143, 203937]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,1155.0,,3.0,1.0,Anderson,203937.0,,,,,,,,,,,,,,
307,PT09M59.00S,2024-01-11T01:22:52.0Z,3,REGULAR,3pt,Jump Shot,[],1630183,86.5473061760841,2.696078431372549,1610612750,60,60,2024-01-11T01:22:57Z,3030000,False,-237.0,74.0,1,right,J. McDaniels 24' 3PT  (5 PTS) (K. Anderson 5 AST),"[1630183, 203937]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,24.78,Made,,,,,5.0,K. Anderson,203937.0,5.0,,,,
309,PT09M43.00S,2024-01-11T01:23:08.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,12.434296977660972,54.41176470588235,1610612738,60,60,2024-01-11T01:23:16Z,3050000,False,-22.0,64.0,1,left,MISS J. Brown 6' driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.81,Missed,,,,,,,,,,,,
310,PT09M41.00S,2024-01-11T01:23:10.5Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,60,60,2024-01-11T01:23:10Z,3060000,False,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,309.0,8.0,7.0,1.0,,,,,,,,
311,PT09M33.00S,2024-01-11T01:23:18.1Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.62483574244416,28.186274509803923,1610612750,60,60,2024-01-11T01:23:52Z,3070000,False,-109.0,252.0,1,right,MISS K. Towns 27' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,27.44,Missed,,,,,,,,,,,,
312,PT09M32.00S,2024-01-11T01:23:19.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,60,60,2024-01-11T01:23:22Z,3080000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,311.0,5.0,5.0,0.0,,,,,,,,
313,PT09M23.00S,2024-01-11T01:23:30.7Z,3,REGULAR,foul,personal,[],1630183,,,1610612738,60,60,2024-01-11T01:23:37Z,3090000,False,,,0,,J. McDaniels personal FOUL (4 PF),"[1630183, 1628369]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,2004.0,,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
315,PT09M19.00S,2024-01-11T01:23:51.4Z,3,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612738,60,60,2024-01-11T01:23:59Z,3110000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Brown 2 FT),"[1630162, 1627759]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,1628484.0,,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
317,PT09M19.00S,2024-01-11T01:24:17.3Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,61,60,2024-01-11T01:24:17Z,3130000,False,,,0,,J. Brown Free Throw 1 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,21.0,,,,,,,
318,PT09M19.00S,2024-01-11T01:24:22.7Z,3,REGULAR,substitution,out,[],1630183,,,1610612738,61,60,2024-01-11T01:24:28Z,3140000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT09M19.00S,2024-01-11T01:24:22.7Z,3,REGULAR,substitution,in,[],1629003,,,1610612738,61,60,2024-01-11T01:24:28Z,3150000,False,,,0,,SUB in: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT09M19.00S,2024-01-11T01:24:41.4Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,62,60,2024-01-11T01:24:41Z,3160000,False,,,0,,J. Brown Free Throw 2 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,22.0,,,,,,,
321,PT09M03.00S,2024-01-11T01:25:03.6Z,3,REGULAR,2pt,Jump Shot,[],1630162,77.87450722733246,67.8921568627451,1610612750,62,62,2024-01-11T01:25:09Z,3170000,False,89.0,155.0,1,right,A. Edwards 17' pullup Jump Shot (16 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,17.94,Made,,,,,16.0,,,,,,,
322,PT08M55.00S,2024-01-11T01:25:13.3Z,3,REGULAR,foul,personal,[],203937,,,1610612738,62,62,2024-01-11T01:25:20Z,3180000,False,,,0,,K. Anderson personal FOUL (3 PF),"[203937, 1627759]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left Center,1155.0,,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
324,PT08M42.00S,2024-01-11T01:25:45.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,12.302890932982917,82.59803921568627,1610612738,62,62,2024-01-11T01:25:51Z,3200000,False,-163.0,63.0,1,left,MISS J. Tatum 17' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,17.48,Missed,,,,,,,,,,,,
325,PT08M40.00S,2024-01-11T01:25:47.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,62,62,2024-01-11T01:25:51Z,3210000,False,,,0,,K. Anderson REBOUND (Off:2 Def:4),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,,,,,,,,,324.0,6.0,4.0,2.0,,,,,,,,
326,PT08M23.00S,2024-01-11T01:26:04.3Z,3,REGULAR,3pt,Jump Shot,[],1630162,67.09921156373193,51.9607843137255,1610612750,62,65,2024-01-11T01:26:27Z,3220000,False,10.0,257.0,1,right,A. Edwards 25' 3PT step back (19 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,25.7,Made,,,,,19.0,,,,,,,
327,PT08M14.00S,2024-01-11T01:26:14.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.623521681997373,45.34313725490196,1610612738,62,65,2024-01-11T01:26:19Z,3230000,False,23.0,29.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,3.69,Missed,,,,,,,,,,,,
328,PT08M12.00S,2024-01-11T01:26:16.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,62,65,2024-01-11T01:26:19Z,3240000,False,,,0,,K. Towns REBOUND (Off:1 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,327.0,9.0,8.0,1.0,,,,,,,,
329,PT08M08.00S,2024-01-11T01:26:20.0Z,3,REGULAR,turnover,lost ball,[],1630162,,,1610612750,62,65,2024-01-11T01:26:24Z,3250000,False,,,0,,A. Edwards lost ball TURNOVER (2 TO),"[1630162, 1627759]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,Brown,1627759.0,,
330,PT08M08.00S,2024-01-11T01:26:20.0Z,3,REGULAR,steal,,[],1627759,,,1610612738,62,65,2024-01-11T01:26:21Z,3260000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
331,PT07M59.00S,2024-01-11T01:26:28.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,27.94021024967148,83.08823529411765,1610612738,65,65,2024-01-11T01:26:33Z,3270000,False,-165.0,210.0,1,left,J. Tatum 26' 3PT  (15 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,26.74,Made,,,,,15.0,A. Horford,201143.0,3.0,,,,
333,PT07M37.00S,2024-01-11T01:26:50.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,88.64980289093299,49.01960784313725,1610612750,65,67,2024-01-11T01:26:54Z,3290000,False,-5.0,54.0,1,right,K. Towns driving Hook (16 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.44,Made,,,,,16.0,,,,,,,
334,PT07M25.00S,2024-01-11T01:27:02.0Z,3,REGULAR,foul,personal,['3freethrow'],1629638,,,1610612738,65,67,2024-01-11T01:27:14Z,3300000,False,,,0,,N. Alexander-Walker shooting personal FOUL (3 PF) (Brown 3 FT),"[1629638, 1627759]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,1155.0,,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
336,PT07M25.00S,2024-01-11T01:27:31.5Z,3,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,66,67,2024-01-11T01:27:31Z,3320000,False,,,0,,J. Brown Free Throw 1 of 3 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,23.0,,,,,,,
337,PT07M25.00S,2024-01-11T01:27:48.7Z,3,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,67,67,2024-01-11T01:27:48Z,3330000,False,,,0,,J. Brown Free Throw 2 of 3 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,24.0,,,,,,,
338,PT07M25.00S,2024-01-11T01:27:49.4Z,3,REGULAR,substitution,out,[],203937,,,1610612738,67,67,2024-01-11T01:27:52Z,3340000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT07M25.00S,2024-01-11T01:27:49.4Z,3,REGULAR,substitution,in,[],1629675,,,1610612738,67,67,2024-01-11T01:27:52Z,3350000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT07M25.00S,2024-01-11T01:28:07.1Z,3,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,68,67,2024-01-11T01:28:07Z,3360000,False,,,0,,J. Brown Free Throw 3 of 3 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,25.0,,,,,,,
341,PT07M07.00S,2024-01-11T01:28:27.9Z,3,REGULAR,2pt,Jump Shot,[],1630162,76.2976346911958,73.52941176470588,1610612750,68,67,2024-01-11T01:28:34Z,3370000,False,118.0,170.0,1,right,MISS A. Edwards 20' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,20.7,Missed,,,,,,,,,,,,
