actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
247,PT05M34.00S,2024-04-04T00:25:23.4Z,2,REGULAR,3pt,Jump Shot,[],1630573,94.69448094612353,95.58823529411765,1610612738,45,32,2024-04-04T00:33:44Z,2410000,False,228.0,-3.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,22.79,Missed,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
248,PT05M31.00S,2024-04-04T00:25:26.4Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,45,32,2024-04-04T00:33:44Z,2420000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Williams,K. Williams,247.0,1.0,1.0,0.0,,,,,,,,,,,,,,
265,PT05M20.00S,2024-04-04T00:25:49.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.835085413929041,44.85294117647059,1610612760,45,34,2024-04-04T00:34:11Z,2425000,False,26.0,21.0,1,left,J. Giddey driving finger roll Layup (11 PTS) (C. Wallace 2 AST),"[1630581, 1641717]",1610612760.0,OKC,driving finger roll,,,,,,Restricted Area,0-8 Center,3.33,Made,Giddey,J. Giddey,,,,,,,,,,11.0,,,,C. Wallace,1641717.0,2.0,,
271,PT05M02.00S,2024-04-04T00:26:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,94.1688567674113,53.18627450980392,1610612738,47,34,2024-04-04T00:28:00Z,2428750,False,16.0,2.0,1,right,P. Pritchard driving Layup (7 PTS) (K. Porzingis 3 AST),"[1630202, 204001]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,1.61,Made,Pritchard,P. Pritchard,,,,,,,,,,7.0,,,,K. Porzingis,204001.0,3.0,,
249,PT04M46.00S,2024-04-04T00:26:15.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,12.040078843626807,46.32352941176471,1610612760,47,34,2024-04-04T00:35:07Z,2430000,False,18.0,61.0,1,left,MISS C. Holmgren 6' driving DUNK - blocked,"[1631096, 204001]",1610612760.0,OKC,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,Holmgren,C. Holmgren,,,,,,,,,,,Porzingis,204001.0,,,,,,
250,PT04M46.00S,2024-04-04T00:26:15.0Z,2,REGULAR,block,,[],204001,,,1610612760,47,34,2024-04-04T00:26:17Z,2440000,False,,,0,,K. Porzingis BLOCK (3 BLK),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
251,PT04M43.00S,2024-04-04T00:26:18.0Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,47,34,2024-04-04T00:35:07Z,2450000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Hauser,S. Hauser,249.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT04M33.00S,2024-04-04T00:26:27.9Z,2,REGULAR,3pt,Jump Shot,[],204001,72.61826544021025,16.176470588235293,1610612738,50,34,2024-04-04T00:26:33Z,2460000,False,-169.0,205.0,1,right,K. Porzingis 26' 3PT  (17 PTS) (J. Brown 2 AST),"[204001, 1627759]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,26.57,Made,Porzingis,K. Porzingis,,,,,,,,,,17.0,,,,J. Brown,1627759.0,2.0,,
255,PT04M12.00S,2024-04-04T00:26:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,15.062417871222076,43.627450980392155,1610612760,50,36,2024-04-04T00:35:33Z,2490000,False,32.0,89.0,1,left,J. Giddey 9' driving floating Jump Shot (13 PTS),[1630581],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.46,Made,Giddey,J. Giddey,,,,,,,,,,13.0,,,,,,,,
257,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,out,[],204001,,,1610612738,50,36,2024-04-04T00:27:21Z,2510000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
258,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,50,36,2024-04-04T00:27:21Z,2520000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
259,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,out,[],1631096,,,1610612738,50,36,2024-04-04T00:27:21Z,2530000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
260,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,out,[],1641717,,,1610612738,50,36,2024-04-04T00:27:21Z,2540000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
261,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,in,[],201143,,,1610612738,50,36,2024-04-04T00:27:21Z,2550000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
262,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,50,36,2024-04-04T00:27:21Z,2560000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
263,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,in,[],1631119,,,1610612738,50,36,2024-04-04T00:27:21Z,2570000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
264,PT03M59.00S,2024-04-04T00:27:06.0Z,2,REGULAR,substitution,in,[],1629652,,,1610612738,50,36,2024-04-04T00:27:21Z,2580000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
267,PT03M56.00S,2024-04-04T00:27:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,88.64980289093299,47.05882352941176,1610612738,52,36,2024-04-04T00:36:20Z,2590000,False,-15.0,54.0,1,right,J. Brown driving floating Jump Shot (6 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,Brown,J. Brown,,,,,,,,,,6.0,,,,J. Tatum,1628369.0,2.0,,
269,PT03M41.00S,2024-04-04T00:27:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631119,19.136005256241788,47.549019607843135,1610612760,52,38,2024-04-04T00:36:43Z,2610000,False,12.0,127.0,1,left,J. Williams 12' floating Jump Shot (4 PTS) (J. Giddey 2 AST),"[1631119, 1630581]",1610612760.0,OKC,floating,,,,,,In The Paint (Non-RA),8-16 Center,12.8,Made,Williams,J. Williams,,,,,,,,,,4.0,,,,J. Giddey,1630581.0,2.0,,
273,PT03M17.00S,2024-04-04T00:28:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,49.754901960784316,1610612738,52,38,2024-04-04T00:30:06Z,2630000,False,-1.0,11.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1630198]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,1.11,Missed,Brown,J. Brown,,,,,,,,,,,Joe,1630198.0,,,,,,
282,PT03M17.00S,2024-04-04T00:28:16.9Z,2,REGULAR,block,,[],1630198,,,1610612738,52,38,2024-04-04T00:30:06Z,2635000,False,,,0,,I. Joe BLOCK (1 BLK),[1630198],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
274,PT03M16.00S,2024-04-04T00:28:17.9Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,52,38,2024-04-04T00:30:06Z,2640000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Brown,J. Brown,273.0,3.0,2.0,1.0,,,,,,,,,,,,,,
275,PT03M15.00S,2024-04-04T00:28:21.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,94.40999984741211,50.0,1610612738,54,38,2024-04-04T00:30:11Z,2650000,False,0.0,0.0,1,right,J. Brown putback Layup (8 PTS),[1627759],1610612738.0,BOS,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,Brown,J. Brown,,,,,,,,,,8.0,,,,,,,,
276,PT02M59.00S,2024-04-04T00:28:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630198,8.623521681997373,54.166666666666664,1610612760,54,40,2024-04-04T00:37:43Z,2660000,False,-21.0,29.0,1,left,I. Joe driving reverse Layup (5 PTS) (J. Williams 3 AST),"[1630198, 1631119]",1610612760.0,OKC,driving reverse,,,,,,Restricted Area,0-8 Center,3.54,Made,Joe,I. Joe,,,,,,,,,,5.0,,,,J. Williams,1631119.0,3.0,,
278,PT02M45.00S,2024-04-04T00:28:49.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,71.96123521681997,16.911764705882355,1610612738,54,40,2024-04-04T00:38:20Z,2680000,False,-165.0,211.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Left Center,26.82,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
279,PT02M43.00S,2024-04-04T00:28:51.3Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,54,40,2024-04-04T00:38:20Z,2690000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Joe,I. Joe,278.0,2.0,2.0,0.0,,,,,,,,,,,,,,
280,PT02M37.00S,2024-04-04T00:28:55.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630198,10.33180026281209,42.8921568627451,1610612760,54,42,2024-04-04T00:38:42Z,2700000,False,36.0,45.0,1,left,I. Joe running finger roll Layup (7 PTS),[1630198],1610612760.0,OKC,running finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,Joe,I. Joe,,,,,,,,,,7.0,,,,,,,,
281,PT02M35.00S,2024-04-04T00:29:04.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,54,42,2024-04-04T00:29:04Z,2710000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M35.00S,2024-04-04T00:30:04.4Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,54,42,2024-04-04T00:30:21Z,2720000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
284,PT02M35.00S,2024-04-04T00:30:04.4Z,2,REGULAR,substitution,in,[],201950,,,1610612738,54,42,2024-04-04T00:30:21Z,2730000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
285,PT02M27.00S,2024-04-04T00:30:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,93.77463863337714,49.754901960784316,1610612738,56,42,2024-04-04T00:30:44Z,2740000,False,-1.0,6.0,1,right,A. Horford driving Layup (8 PTS) (D. White 3 AST),"[201143, 1628401]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,0.61,Made,Horford,A. Horford,,,,,,,,,,8.0,,,,D. White,1628401.0,3.0,,
287,PT02M10.00S,2024-04-04T00:30:56.6Z,2,REGULAR,3pt,Jump Shot,[],1631119,12.828515111695138,4.6568627450980395,1610612760,56,42,2024-04-04T00:31:04Z,2760000,False,227.0,68.0,1,left,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,23.67,Missed,Williams,J. Williams,,,,,,,,,,,,,,,,,,
288,PT02M09.00S,2024-04-04T00:30:57.6Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,56,42,2024-04-04T00:31:04Z,2770000,False,,,0,,J. Giddey REBOUND (Off:2 Def:2),[1630581],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Giddey,J. Giddey,287.0,4.0,2.0,2.0,,,,,,,,,,,,,,
289,PT02M08.00S,2024-04-04T00:31:01.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630581,8.754927726675426,40.44117647058824,1610612760,56,42,2024-04-04T00:39:19Z,2780000,False,48.0,30.0,1,left,MISS J. Giddey floating Shot,[1630581],1610612760.0,OKC,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
290,PT02M07.00S,2024-04-04T00:31:02.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,56,42,2024-04-04T00:31:13Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,289.0,,,,,,,,,,,,,,,,,
292,PT02M06.00S,2024-04-04T00:31:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,9.674770039421814,42.40196078431372,1610612760,56,42,2024-04-04T00:31:33Z,2810000,False,38.0,38.0,1,left,MISS L. Dort cutting Layup - blocked,"[1629652, 201143]",1610612760.0,OKC,cutting,,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,Dort,L. Dort,,,,,,,,,,,Horford,201143.0,,,,,,
293,PT02M06.00S,2024-04-04T00:31:21.4Z,2,REGULAR,block,,[],201143,,,1610612760,56,42,2024-04-04T00:31:25Z,2820000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
294,PT02M05.00S,2024-04-04T00:31:22.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,56,42,2024-04-04T00:32:29Z,2830000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,292.0,,,,,,,,,,,,,,,,,
296,PT02M05.00S,2024-04-04T00:31:37.8Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612738,56,42,2024-04-04T00:32:34Z,2850000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M44.00S,2024-04-04T00:33:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.48094612352168,45.24356617647059,1610612738,58,42,2024-04-04T00:33:23Z,2870000,False,-24.0,-1.0,1,right,J. Tatum driving Layup (11 PTS),[1628369],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,2.38,Made,Tatum,J. Tatum,,,,,,,,,,11.0,,,,,,,,
299,PT01M20.00S,2024-04-04T00:33:46.9Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612760,58,42,2024-04-04T00:34:05Z,2880000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (Williams 2 FT),"[1627759, 1631119]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,Brown,J. Brown,,,,,2882.0,1.0,0.0,Williams,1631119.0,,,,,,,,,
301,PT01M20.00S,2024-04-04T00:34:09.4Z,2,REGULAR,freethrow,1 of 2,[],1631119,,,1610612760,58,43,2024-04-04T00:34:09Z,2900000,False,,,0,,J. Williams Free Throw 1 of 2 (5 PTS),[1631119],1610612760.0,OKC,,,,,,,,,,Made,Williams,J. Williams,,,,,,,,,,5.0,,,,,,,,
302,PT01M20.00S,2024-04-04T00:34:12.5Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,58,43,2024-04-04T00:34:17Z,2910000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
303,PT01M20.00S,2024-04-04T00:34:12.5Z,2,REGULAR,substitution,in,[],1641717,,,1610612760,58,43,2024-04-04T00:34:17Z,2920000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
304,PT01M20.00S,2024-04-04T00:34:25.3Z,2,REGULAR,freethrow,2 of 2,[],1631119,,,1610612760,58,44,2024-04-04T00:34:25Z,2930000,False,,,0,,J. Williams Free Throw 2 of 2 (6 PTS),[1631119],1610612760.0,OKC,,,,,,,,,,Made,Williams,J. Williams,,,,,,,,,,6.0,,,,,,,,
305,PT01M02.00S,2024-04-04T00:34:46.0Z,2,REGULAR,3pt,Jump Shot,[],201950,78.79434954007884,90.93137254901961,1610612738,58,44,2024-04-04T00:42:12Z,2940000,False,205.0,147.0,1,right,MISS J. Holiday 25' pullup 3PT,[201950],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Right Center,25.19,Missed,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
306,PT01M01.00S,2024-04-04T00:34:47.0Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,58,44,2024-04-04T00:34:53Z,2950000,False,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Giddey,J. Giddey,305.0,5.0,3.0,2.0,,,,,,,,,,,,,,
307,PT00M55.30S,2024-04-04T00:34:54.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612760,58,44,2024-04-04T00:35:08Z,2960000,False,,,0,,D. White shooting personal FOUL (1 PF) (Dort 2 FT),"[1628401, 1629652]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,White,D. White,,,,,1627963.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
309,PT00M55.30S,2024-04-04T00:35:24.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629652,,,1610612760,58,45,2024-04-04T00:35:24Z,2980000,False,,,0,,L. Dort Free Throw 1 of 2 (5 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,5.0,,,,,,,,
310,PT00M55.30S,2024-04-04T00:35:42.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629652,,,1610612760,58,46,2024-04-04T00:35:42Z,2990000,False,,,0,,L. Dort Free Throw 2 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,6.0,,,,,,,,
311,PT00M40.00S,2024-04-04T00:36:00.1Z,2,REGULAR,3pt,Jump Shot,[],201950,92.72339027595268,1.715686274509804,1610612738,61,46,2024-04-04T00:36:04Z,3000000,False,-241.0,16.0,1,right,J. Holiday 24' 3PT  (7 PTS) (D. White 4 AST),"[201950, 1628401]",1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,24.19,Made,Holiday,J. Holiday,,,,,,,,,,7.0,,,,D. White,1628401.0,4.0,,
313,PT00M30.90S,2024-04-04T00:36:13.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612760,61,46,2024-04-04T00:36:21Z,3020000,False,,,0,,D. White shooting personal FOUL (2 PF) (Williams 2 FT),"[1628401, 1631119]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,White,D. White,,,,,2882.0,2.0,0.0,Williams,1631119.0,,,,,,,,,
315,PT00M30.90S,2024-04-04T00:36:38.6Z,2,REGULAR,freethrow,1 of 2,[],1631119,,,1610612760,61,47,2024-04-04T00:37:14Z,3040000,False,,,0,,J. Williams Free Throw 1 of 2 (7 PTS),[1631119],1610612760.0,OKC,,,,,,,,,,Made,Williams,J. Williams,,,,,,,,,,7.0,,,,,,,,
316,PT00M30.90S,2024-04-04T00:36:39.5Z,2,REGULAR,substitution,out,[],201143,,,1610612760,61,47,2024-04-04T00:36:47Z,3050000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
317,PT00M30.90S,2024-04-04T00:36:39.5Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,61,47,2024-04-04T00:36:47Z,3060000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
318,PT00M30.90S,2024-04-04T00:36:39.5Z,2,REGULAR,substitution,in,[],204001,,,1610612760,61,47,2024-04-04T00:36:47Z,3070000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
319,PT00M30.90S,2024-04-04T00:36:39.5Z,2,REGULAR,substitution,in,[],1631096,,,1610612760,61,47,2024-04-04T00:36:47Z,3080000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
320,PT00M30.90S,2024-04-04T00:36:38.6Z,2,REGULAR,freethrow,2 of 2,[],1631119,,,1610612760,61,47,2024-04-04T00:37:14Z,3090000,False,,,0,,MISS J. Williams Free Throw 2 of 2,[1631119],1610612760.0,OKC,,,,,,,,,,Missed,Williams,J. Williams,,,,,,,,,,,,,,,,,,
321,PT00M30.90S,2024-04-04T00:36:38.6Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,61,47,2024-04-04T00:37:14Z,3100000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:6),[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,320.0,9.0,6.0,3.0,,,,,,,,,,,,,,
322,PT00M09.90S,2024-04-04T00:37:22.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.12155059132719,19.11764705882353,1610612738,61,47,2024-04-04T00:37:29Z,3110000,False,-154.0,228.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,27.57,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
323,PT00M07.60S,2024-04-04T00:37:24.9Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,61,47,2024-04-04T00:37:29Z,3120000,False,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Dort,L. Dort,322.0,5.0,4.0,1.0,,,,,,,,,,,,,,
324,PT00M04.50S,2024-04-04T00:37:29.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631096,11.777266754270697,38.970588235294116,1610612760,61,47,2024-04-04T00:37:52Z,3130000,False,55.0,58.0,1,left,MISS C. Holmgren 8' running Layup - blocked,"[1631096, 1627759]",1610612760.0,OKC,running,,,,,,In The Paint (Non-RA),0-8 Center,8.01,Missed,Holmgren,C. Holmgren,,,,,,,,,,,Brown,1627759.0,,,,,,
325,PT00M04.50S,2024-04-04T00:37:29.5Z,2,REGULAR,block,,[],1627759,,,1610612760,61,47,2024-04-04T00:37:31Z,3140000,False,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
326,PT00M03.50S,2024-04-04T00:37:30.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,61,47,2024-04-04T00:37:43Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,324.0,,,,,,,,,,,,,,,,,
328,PT00M03.50S,2024-04-04T00:37:39.1Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,61,47,2024-04-04T00:37:44Z,3170000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
329,PT00M03.50S,2024-04-04T00:37:39.1Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,61,47,2024-04-04T00:37:44Z,3180000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
330,PT00M03.50S,2024-04-04T00:38:03.7Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,61,47,2024-04-04T00:38:28Z,3190000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,bad pass,,,,,,Mid-Range,8-16 Left,,,Giddey,J. Giddey,,,,,,,,,,,,,1.0,,,,,
331,PT00M03.50S,2024-04-04T00:38:27.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612738,61,47,2024-04-04T00:38:36Z,3200000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
332,PT00M03.50S,2024-04-04T00:38:27.6Z,2,REGULAR,substitution,out,[],1631119,,,1610612738,61,47,2024-04-04T00:38:36Z,3210000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
333,PT00M03.50S,2024-04-04T00:38:27.6Z,2,REGULAR,substitution,in,[],1630598,,,1610612738,61,47,2024-04-04T00:38:36Z,3220000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
334,PT00M03.50S,2024-04-04T00:38:27.6Z,2,REGULAR,substitution,in,[],1629026,,,1610612738,61,47,2024-04-04T00:38:36Z,3230000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
335,PT00M00.90S,2024-04-04T00:38:45.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,64.99671484888306,62.5,1610612738,61,47,2024-04-04T00:44:19Z,3240000,False,62.0,277.0,1,right,MISS J. Brown 28' step back 3PT,[1627759],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Center,28.35,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
336,PT00M00.10S,2024-04-04T00:38:46.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,61,47,2024-04-04T00:44:19Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,,,335.0,,,,,,,,,,,,,,,,,
