actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
322,PT11M30.00S,2024-02-05T00:16:14.3Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,70,53,2024-02-05T00:16:19Z,3170000,False,,,0,,D. Roddy REBOUND (Off:1 Def:4),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,,,,,,,321.0,,,,5.0,4.0,1.0,,,,,,,
323,PT11M21.00S,2024-02-05T00:16:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,8.886333771353483,53.431372549019606,1610612763,70,53,2024-02-05T00:16:41Z,3180000,False,-17.0,31.0,1,left,MISS G. Jackson driving Layup - blocked,"[1641713, 204001]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,3.55,,,,,,,,,Porzingis,204001.0
324,PT11M21.00S,2024-02-05T00:16:23.8Z,3,REGULAR,block,,[],204001,,,1610612763,70,53,2024-02-05T00:16:26Z,3190000,False,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT11M19.00S,2024-02-05T00:16:25.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,53,2024-02-05T00:16:41Z,3200000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,323.0,,,,8.0,7.0,1.0,,,,,,,
327,PT11M00.00S,2024-02-05T00:17:02.3Z,3,REGULAR,2pt,Jump Shot,[],204001,78.79434954007884,58.333333333333336,1610612738,70,53,2024-02-05T00:17:08Z,3220000,False,42.0,147.0,1,right,MISS K. Porzingis 15' step back Shot,[204001],1610612738.0,BOS,step back,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,,15.26,,,,,,,,,,
328,PT10M58.00S,2024-02-05T00:17:04.3Z,3,REGULAR,rebound,defensive,[],1641787,,,1610612763,70,53,2024-02-05T00:17:08Z,3230000,False,,,0,,T. Evbuomwan REBOUND (Off:6 Def:5),[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,8-16 Center,,,,,,,327.0,,,,11.0,5.0,6.0,,,,,,,
329,PT10M46.00S,2024-02-05T00:17:16.1Z,3,REGULAR,turnover,bad pass,[],1631367,,,1610612763,70,53,2024-02-05T00:17:19Z,3240000,False,,,0,,J. Gilyard bad pass TURNOVER (2 TO),"[1631367, 201143]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,,,,,,,,Horford,201143.0,,
330,PT10M46.00S,2024-02-05T00:17:16.1Z,3,REGULAR,steal,,[],201143,,,1610612738,70,53,2024-02-05T00:18:16Z,3250000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
331,PT10M40.00S,2024-02-05T00:17:22.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",204001,92.72339027595268,45.09803921568628,1610612738,70,53,2024-02-05T00:19:46Z,3260000,False,-25.0,16.0,1,right,MISS K. Porzingis running alley-oop Layup,[204001],1610612738.0,BOS,running alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,2.92,,,,,,,,,,
332,PT10M39.00S,2024-02-05T00:17:23.0Z,3,REGULAR,rebound,offensive,[],1628401,,,1610612738,70,53,2024-02-05T00:17:30Z,3270000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,331.0,,,,3.0,2.0,1.0,,,,,,,
333,PT10M38.00S,2024-02-05T00:17:23.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1628401,93.24901445466492,46.32352941176471,1610612738,70,53,2024-02-05T00:19:59Z,3280000,False,-18.0,11.0,1,right,MISS D. White tip Layup,[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,2.14,,,,,,,,,,
334,PT10M36.00S,2024-02-05T00:17:25.9Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,70,53,2024-02-05T00:19:59Z,3290000,False,,,0,,D. Roddy REBOUND (Off:1 Def:5),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,,333.0,,,,6.0,5.0,1.0,,,,,,,
335,PT10M30.00S,2024-02-05T00:17:31.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,29.911300919842315,78.18627450980392,1610612763,70,56,2024-02-05T00:20:22Z,3300000,False,-141.0,229.0,1,left,L. Kennard 26' 3PT running (9 PTS) (J. Gilyard 4 AST),"[1628379, 1631367]",1610612763.0,MEM,running,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,9.0,,26.86,,,,J. Gilyard,1631367.0,4.0,,,,
337,PT10M16.00S,2024-02-05T00:17:46.2Z,3,REGULAR,3pt,Jump Shot,[],201143,73.27529566360053,15.196078431372548,1610612738,70,56,2024-02-05T00:17:52Z,3320000,False,-174.0,199.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.41,,,,,,,,,,
338,PT10M14.00S,2024-02-05T00:17:48.2Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,70,56,2024-02-05T00:17:52Z,3330000,False,,,0,,D. Roddy REBOUND (Off:1 Def:6),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,,,,337.0,,,,7.0,6.0,1.0,,,,,,,
339,PT10M03.00S,2024-02-05T00:17:59.5Z,3,REGULAR,turnover,bad pass,[],1628379,,,1610612763,70,56,2024-02-05T00:18:02Z,3340000,False,,,0,,L. Kennard bad pass TURNOVER (3 TO),"[1628379, 201143]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,,,,,,,,Horford,201143.0,,
340,PT10M03.00S,2024-02-05T00:17:59.5Z,3,REGULAR,steal,,[],201143,,,1610612738,70,56,2024-02-05T00:18:01Z,3350000,False,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
341,PT09M57.00S,2024-02-05T00:18:05.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201143,91.93495400788436,54.166666666666664,1610612738,72,56,2024-02-05T00:18:09Z,3360000,False,21.0,23.0,1,right,A. Horford running Layup (8 PTS),[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,,3.12,,,,,,,,,,
382,PT09M42.00S,2024-02-05T00:18:28.7Z,3,REGULAR,turnover,out-of-bounds,[],1631223,,,1610612763,72,56,2024-02-05T00:26:30Z,3395000,False,,,0,,D. Roddy lost ball out-of-bounds TURNOVER (1 TO),[1631223],1610612763.0,MEM,lost ball,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,2003.0,,,,,,,,1.0,,,,,,,,,,,
346,PT09M33.00S,2024-02-05T00:18:36.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",204001,94.03745072273325,50.73529411764706,1610612738,72,56,2024-02-05T00:26:30Z,3410000,False,4.0,4.0,1,right,MISS K. Porzingis alley-oop DUNK,[204001],1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,0.51,,,,,,,,,,
347,PT09M32.00S,2024-02-05T00:18:38.3Z,3,REGULAR,rebound,offensive,[],204001,,,1610612738,72,56,2024-02-05T00:18:38Z,3420000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:3),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,346.0,,,,5.0,3.0,2.0,,,,,,,
348,PT09M29.00S,2024-02-05T00:18:41.6Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612738,72,56,2024-02-05T00:18:44Z,3430000,False,,,0,,K. Porzingis bad pass TURNOVER (1 TO),"[204001, 1631367]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Left,,,,,,,,,1.0,,,,,,,,Gilyard,1631367.0,,
349,PT09M29.00S,2024-02-05T00:18:41.6Z,3,REGULAR,steal,,[],1631367,,,1610612763,72,56,2024-02-05T00:18:43Z,3440000,False,,,0,,J. Gilyard STEAL (1 STL),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
350,PT09M16.00S,2024-02-05T00:18:54.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631367,32.14520367936925,81.37254901960785,1610612763,72,56,2024-02-05T00:19:00Z,3450000,False,-157.0,250.0,1,left,MISS J. Gilyard 29' pullup 3PT,[1631367],1610612763.0,MEM,pullup,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,29.49,,,,,,,,,,
351,PT09M14.00S,2024-02-05T00:18:56.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,72,56,2024-02-05T00:19:00Z,3460000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,350.0,,,,4.0,4.0,0.0,,,,,,,
352,PT09M02.00S,2024-02-05T00:19:08.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,93.64323258869908,49.01960784313725,1610612738,74,56,2024-02-05T00:19:11Z,3470000,False,-5.0,7.0,1,right,K. Porzingis cutting DUNK (19 PTS) (D. White 3 AST),"[204001, 1628401]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,19.0,,0.88,,,,D. White,1628401.0,3.0,,,,
354,PT08M37.00S,2024-02-05T00:19:33.0Z,3,REGULAR,3pt,Jump Shot,[],1641713,23.078186596583443,92.40196078431373,1610612763,74,56,2024-02-05T00:19:38Z,3490000,False,-212.0,164.0,1,left,MISS G. Jackson 26' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.83,,,,,,,,,,
355,PT08M36.00S,2024-02-05T00:19:34.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,74,56,2024-02-05T00:19:38Z,3500000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,354.0,,,,5.0,5.0,0.0,,,,,,,
356,PT08M23.00S,2024-02-05T00:19:47.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,78.79434954007884,7.352941176470589,1610612738,77,56,2024-02-05T00:19:51Z,3510000,False,-213.0,147.0,1,right,J. Tatum 25' 3PT pullup (26 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,26.0,,25.89,,,,,,,,,,
357,PT08M08.00S,2024-02-05T00:20:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,6.783837056504599,50.0,1610612763,77,58,2024-02-05T00:25:46Z,3520000,False,0.0,11.0,1,left,G. Jackson driving Layup (9 PTS) (L. Kennard 2 AST),"[1641713, 1628379]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,,1.13,,,,L. Kennard,1628379.0,2.0,,,,
359,PT07M54.00S,2024-02-05T00:20:16.3Z,3,REGULAR,3pt,Jump Shot,[],201143,68.54467805519053,31.862745098039213,1610612738,80,58,2024-02-05T00:20:20Z,3540000,False,-91.0,243.0,1,right,A. Horford 25' 3PT  (11 PTS) (J. Tatum 5 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,11.0,,25.96,,,,J. Tatum,1628369.0,5.0,,,,
361,PT07M39.00S,2024-02-05T00:20:31.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,16.63929040735874,51.71568627450981,1610612763,80,58,2024-02-05T00:20:36Z,3560000,False,-9.0,104.0,1,left,MISS D. Roddy 10' turnaround fadeaway Shot,[1631223],1610612763.0,MEM,turnaround fadeaway,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,10.43,,,,,,,,,,
362,PT07M37.00S,2024-02-05T00:20:33.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,80,58,2024-02-05T00:20:36Z,3570000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:4),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,361.0,,,,6.0,4.0,2.0,,,,,,,
363,PT07M27.00S,2024-02-05T00:20:46.5Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,80,58,2024-02-05T00:20:51Z,3580000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,1162.0,,,,,,,,1.0,,,,,,,,,,,
364,PT07M27.00S,2024-02-05T00:20:53.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,80,58,2024-02-05T00:20:57Z,3590000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,
365,PT07M09.00S,2024-02-05T00:21:21.3Z,3,REGULAR,turnover,bad pass,[],1631223,,,1610612763,80,58,2024-02-05T00:21:24Z,3600000,False,,,0,,D. Roddy bad pass TURNOVER (2 TO),"[1631223, 1628369]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,,,,,,,,Tatum,1628369.0,,
366,PT07M09.00S,2024-02-05T00:21:21.3Z,3,REGULAR,steal,,[],1628369,,,1610612738,80,58,2024-02-05T00:21:23Z,3610000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
367,PT07M05.00S,2024-02-05T00:21:24.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,66.04796320630749,30.14705882352941,1610612738,83,58,2024-02-05T00:21:29Z,3620000,False,-99.0,267.0,1,right,J. Tatum 28' 3PT running pullup (29 PTS),[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,29.0,,28.45,,,,,,,,,,
368,PT06M50.00S,2024-02-05T00:21:39.8Z,3,REGULAR,3pt,Jump Shot,[],1631367,23.99802890932983,11.76470588235294,1610612763,83,61,2024-02-05T00:21:44Z,3630000,False,191.0,173.0,1,left,J. Gilyard 25' 3PT  (13 PTS) (T. Evbuomwan 2 AST),"[1631367, 1641787]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,13.0,,25.79,,,,T. Evbuomwan,1641787.0,2.0,,,,
370,PT06M39.00S,2024-02-05T00:21:50.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,76.16622864651774,8.57843137254902,1610612738,83,61,2024-02-05T00:21:58Z,3650000,False,-207.0,172.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.89,,,,,,,,,,
371,PT06M37.00S,2024-02-05T00:21:52.8Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,83,61,2024-02-05T00:21:58Z,3660000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,370.0,,,,2.0,2.0,0.0,,,,,,,
373,PT06M28.00S,2024-02-05T00:22:09.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,83,61,2024-02-05T00:22:09Z,3680000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M14.00S,2024-02-05T00:25:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,10.5946123521682,49.50980392156863,1610612763,83,63,2024-02-05T00:25:26Z,3690000,False,2.0,47.0,1,left,G. Jackson cutting Layup (11 PTS) (T. Evbuomwan 3 AST),"[1641713, 1641787]",1610612763.0,MEM,cutting,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,11.0,,4.72,,,,T. Evbuomwan,1641787.0,3.0,,,,
376,PT05M58.00S,2024-02-05T00:25:37.9Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,83,63,2024-02-05T00:25:48Z,3710000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1641713]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,Jackson,1641713.0,,
377,PT05M58.00S,2024-02-05T00:25:37.9Z,3,REGULAR,steal,,[],1641713,,,1610612763,83,63,2024-02-05T00:25:40Z,3720000,False,,,0,,G. Jackson STEAL (1 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
378,PT05M53.00S,2024-02-05T00:25:45.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641713,9.411957950065702,50.73529411764706,1610612763,83,65,2024-02-05T00:28:20Z,3730000,False,-4.0,36.0,1,left,G. Jackson running DUNK (13 PTS),[1641713],1610612763.0,MEM,running,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Made,,13.0,,3.62,,,,,,,,,,
379,PT05M33.00S,2024-02-05T00:26:03.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,90.48948751642575,47.549019607843135,1610612738,85,65,2024-02-05T00:26:12Z,3740000,False,-12.0,37.0,1,right,K. Porzingis turnaround Jump Shot (21 PTS) (J. Tatum 6 AST),"[204001, 1628369]",1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,21.0,,3.89,,,,J. Tatum,1628369.0,6.0,,,,
381,PT05M09.00S,2024-02-05T00:26:27.4Z,3,REGULAR,3pt,Jump Shot,[],1641787,9.017739816031538,3.431372549019608,1610612763,85,65,2024-02-05T00:26:39Z,3760000,False,233.0,32.0,1,left,MISS T. Evbuomwan 3PT,[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,23.5,,,,,,,,,,
383,PT05M06.00S,2024-02-05T00:26:30.2Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,85,65,2024-02-05T00:26:30Z,3770000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,381.0,,,,3.0,3.0,0.0,,,,,,,
384,PT05M04.00S,2024-02-05T00:26:35.5Z,3,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612738,85,65,2024-02-05T00:26:46Z,3780000,False,,,0,,L. Kennard shooting personal FOUL (2 PF) (White 2 FT),"[1628379, 1628401]",1610612763.0,MEM,shooting,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,202053.0,2.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
386,PT05M04.00S,2024-02-05T00:27:01.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,86,65,2024-02-05T00:27:36Z,3800000,False,,,0,,D. White Free Throw 1 of 2 (12 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
387,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,out,[],201143,,,1610612738,86,65,2024-02-05T00:27:15Z,3810000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,out,[],201950,,,1610612738,86,65,2024-02-05T00:27:15Z,3820000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,out,[],1641787,,,1610612738,86,65,2024-02-05T00:27:15Z,3830000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,out,[],1631367,,,1610612738,86,65,2024-02-05T00:27:15Z,3840000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,out,[],1628379,,,1610612738,86,65,2024-02-05T00:27:15Z,3850000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,86,65,2024-02-05T00:27:15Z,3860000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,86,65,2024-02-05T00:27:15Z,3870000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,in,[],1630590,,,1610612738,86,65,2024-02-05T00:27:15Z,3880000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,in,[],1630562,,,1610612738,86,65,2024-02-05T00:27:15Z,3890000,False,,,0,,SUB in: M. Hurt,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M04.00S,2024-02-05T00:27:02.4Z,3,REGULAR,substitution,in,[],1641998,,,1610612738,86,65,2024-02-05T00:27:15Z,3900000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M04.00S,2024-02-05T00:27:01.2Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,86,65,2024-02-05T00:27:36Z,3910000,False,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
398,PT05M02.00S,2024-02-05T00:27:03.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,86,65,2024-02-05T00:27:36Z,3920000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,,
400,PT04M45.00S,2024-02-05T00:28:00.0Z,3,REGULAR,3pt,Jump Shot,[],1641713,32.933639947437584,31.862745098039213,1610612763,86,65,2024-02-05T00:28:04Z,3940000,False,91.0,257.0,1,left,MISS G. Jackson 27' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,27.26,,,,,,,,,,
401,PT04M43.00S,2024-02-05T00:28:02.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,86,65,2024-02-05T00:28:04Z,3950000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:5),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,400.0,,,,7.0,5.0,2.0,,,,,,,
402,PT04M35.00S,2024-02-05T00:28:12.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204001,93.64323258869908,50.49019607843137,1610612738,88,65,2024-02-05T00:28:15Z,3960000,False,2.0,7.0,1,right,K. Porzingis cutting Layup (23 PTS) (J. Tatum 7 AST),"[204001, 1628369]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,23.0,,0.77,,,,J. Tatum,1628369.0,7.0,,,,
404,PT04M35.00S,2024-02-05T00:28:14.8Z,3,REGULAR,foul,personal,['1freethrow'],1630590,,,1610612738,88,65,2024-02-05T00:28:24Z,3980000,False,,,0,,S. Pippen Jr. shooting personal FOUL (2 PF) (Porzingis 1 FT),"[1630590, 204001]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
406,PT04M35.00S,2024-02-05T00:28:38.7Z,3,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,89,65,2024-02-05T00:28:38Z,4000000,False,,,0,,K. Porzingis Free Throw 1 of 1 (24 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,Made,,24.0,,,,,,,,,,,,
407,PT04M25.00S,2024-02-05T00:28:51.1Z,3,REGULAR,3pt,Jump Shot,[],1630562,13.091327201051248,3.1862745098039214,1610612763,89,65,2024-02-05T00:28:57Z,4010000,False,234.0,71.0,1,left,MISS M. Hurt 24' 3PT,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,24.45,,,,,,,,,,
