actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
257,PT04M23.00S,2023-12-09T01:26:51.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.227332457293036,43.692555147058826,1610612752,57,54,2023-12-09T01:26:59Z,2540000,False,32.0,15.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
258,PT04M22.00S,2023-12-09T01:26:52.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,57,54,2023-12-09T01:26:59Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,257.0,,,,,,,,,,,,,,,,,
260,PT04M09.00S,2023-12-09T01:27:31.6Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,57,54,2023-12-09T01:27:36Z,2570000,False,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 204001]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,3.0,Porzingis,204001.0,,,,
261,PT04M09.00S,2023-12-09T01:27:31.6Z,2,REGULAR,steal,,[],204001,,,1610612738,57,54,2023-12-09T01:27:54Z,2580000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
262,PT04M04.00S,2023-12-09T01:27:43.1Z,2,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,57,54,2023-12-09T01:27:52Z,2590000,False,,,0,,A. Horford bad pass out-of-bounds TURNOVER (2 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,,,,,,
263,PT03M56.00S,2023-12-09T01:27:53.8Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612752,57,54,2023-12-09T01:28:01Z,2600000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Barrett 2 FT),"[1628369, 1629628]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,200834.0,2.0,0.0,,,,Barrett,1629628.0,,
265,PT03M56.00S,2023-12-09T01:28:17.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,57,54,2023-12-09T01:28:17Z,2620000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
266,PT03M56.00S,2023-12-09T01:28:17.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,57,54,2023-12-09T01:28:17Z,2630000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,
267,PT03M56.00S,2023-12-09T01:28:28.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,57,55,2023-12-09T01:28:28Z,2640000,False,,,0,,R. Barrett Free Throw 2 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
268,PT03M44.00S,2023-12-09T01:28:42.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,71.56701708278581,78.43137254901961,1610612738,60,55,2023-12-09T01:28:47Z,2650000,False,142.0,215.0,1,right,J. Tatum 25' 3PT pullup (8 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.76,Made,,8.0,,,,,,,,,,,,,,,,
269,PT03M29.00S,2023-12-09T01:28:56.4Z,2,REGULAR,3pt,Jump Shot,[],203944,29.6484888304862,79.90196078431373,1610612752,60,58,2023-12-09T01:29:00Z,2660000,False,-150.0,226.0,1,left,J. Randle 27' 3PT  (10 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,27.11,Made,,10.0,,,,J. Brunson,1628973.0,2.0,,,,,,,,,,
271,PT03M09.00S,2023-12-09T01:29:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,80.1084099868594,39.21568627450981,1610612738,62,58,2023-12-09T01:29:21Z,2680000,False,-54.0,134.0,1,right,K. Porzingis 14' turnaround Jump Shot (17 PTS),[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,14.49,Made,,17.0,,,,,,,,,,,,,,,,
272,PT02M56.00S,2023-12-09T01:29:31.8Z,2,REGULAR,2pt,Jump Shot,[],1628973,19.92444152431012,29.65686274509804,1610612752,62,58,2023-12-09T01:30:03Z,2690000,False,102.0,135.0,1,left,MISS J. Brunson 16' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,16.89,Missed,,,,,,,,,,,,,,,,,,
273,PT02M55.00S,2023-12-09T01:29:32.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,62,58,2023-12-09T01:29:51Z,2700000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Right Center,,,272.0,,,,,,,,,,,,,,,,,
274,PT02M55.00S,2023-12-09T01:29:39.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204001,,,1610612752,62,58,2023-12-09T01:29:55Z,2710000,False,,,0,,K. Porzingis loose ball personal FOUL (1 PF) (Robinson 2 FT),"[204001, 1629011]",1610612738.0,BOS,loose ball,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,,,,Robinson,1629011.0,,
276,PT02M55.00S,2023-12-09T01:29:53.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,62,58,2023-12-09T01:29:53Z,2730000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M55.00S,2023-12-09T01:32:46.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,62,58,2023-12-09T01:32:46Z,2740000,False,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
278,PT02M55.00S,2023-12-09T01:32:46.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,62,58,2023-12-09T01:32:46Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,
279,PT02M55.00S,2023-12-09T01:32:46.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,62,58,2023-12-09T01:33:12Z,2760000,False,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT02M55.00S,2023-12-09T01:32:46.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,58,2023-12-09T01:33:12Z,2770000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,279.0,,5.0,5.0,0.0,,,,,,,,,,,,,
281,PT02M44.00S,2023-12-09T01:33:19.1Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629011,,,1610612738,62,58,2023-12-09T01:34:20Z,2780000,False,,,0,,M. Robinson shooting personal FOUL (2 PF) (Tatum 3 FT),"[1629011, 1628369]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,200834.0,2.0,0.0,,,,Tatum,1628369.0,,
283,PT02M44.00S,2023-12-09T01:33:52.8Z,2,REGULAR,freethrow,1 of 3,[],1628369,,,1610612738,62,58,2023-12-09T01:34:25Z,2800000,False,,,0,,MISS J. Tatum Free Throw 1 of 3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
284,PT02M44.00S,2023-12-09T01:33:52.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,62,58,2023-12-09T01:34:25Z,2810000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,
285,PT02M44.00S,2023-12-09T01:33:52.8Z,2,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,63,58,2023-12-09T01:34:25Z,2820000,False,,,0,,J. Tatum Free Throw 2 of 3 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
286,PT02M44.00S,2023-12-09T01:33:52.8Z,2,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,64,58,2023-12-09T01:34:25Z,2830000,False,,,0,,J. Tatum Free Throw 3 of 3 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
287,PT02M32.00S,2023-12-09T01:34:33.3Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,64,58,2023-12-09T01:34:37Z,2840000,False,,,0,,J. Randle bad pass TURNOVER (4 TO),"[203944, 1628369]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,4.0,Tatum,1628369.0,,,,
288,PT02M32.00S,2023-12-09T01:34:33.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,64,58,2023-12-09T01:34:34Z,2850000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
289,PT02M29.00S,2023-12-09T01:34:36.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,93.38042049934296,49.50980392156863,1610612738,66,58,2023-12-09T01:34:41Z,2860000,False,-2.0,10.0,1,right,J. Tatum running DUNK (12 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.0,Made,,12.0,,,,,,,,,,,,,,,,
290,PT02M20.00S,2023-12-09T01:34:45.0Z,2,REGULAR,3pt,Jump Shot,[],1629628,11.777266754270697,2.941176470588235,1610612752,66,61,2023-12-09T01:34:52Z,2870000,False,235.0,58.0,1,left,R. Barrett 24' 3PT  (12 PTS) (J. Brunson 3 AST),"[1629628, 1628973]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,24.24,Made,,12.0,,,,J. Brunson,1628973.0,3.0,,,,,,,,,,
292,PT01M52.00S,2023-12-09T01:35:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,79.71419185282524,49.754901960784316,1610612738,68,61,2023-12-09T01:35:17Z,2890000,False,-1.0,138.0,1,right,K. Porzingis 13' turnaround fadeaway Jump Shot (19 PTS),[204001],1610612738.0,BOS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,13.82,Made,,19.0,,,,,,,,,,,,,,,,
293,PT01M36.00S,2023-12-09T01:35:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,9.592641261498029,53.02542892156863,1610612752,68,61,2023-12-09T01:35:38Z,2900000,False,-15.0,38.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
294,PT01M34.00S,2023-12-09T01:35:31.3Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,68,61,2023-12-09T01:35:52Z,2910000,False,,,0,,M. Robinson REBOUND (Off:3 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,293.0,,6.0,3.0,3.0,,,,,,,,,,,,,
295,PT01M33.00S,2023-12-09T01:35:32.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,9.806176084099869,48.03921568627451,1610612752,68,63,2023-12-09T01:35:48Z,2920000,False,10.0,40.0,1,left,M. Robinson putback Layup (10 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,4.09,Made,,10.0,,,,,,,,,,,,,,,,
297,PT01M24.00S,2023-12-09T01:36:00.8Z,2,REGULAR,3pt,Jump Shot,[],204001,76.03482260183968,85.29411764705883,1610612738,68,63,2023-12-09T01:36:07Z,2940000,False,176.0,173.0,1,right,MISS K. Porzingis 24' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
298,PT01M22.00S,2023-12-09T01:36:02.8Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,68,63,2023-12-09T01:36:07Z,2950000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,297.0,,3.0,2.0,1.0,,,,,,,,,,,,,
299,PT01M11.00S,2023-12-09T01:36:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,91.93495400788436,46.81372549019608,1610612738,70,63,2023-12-09T01:36:17Z,2960000,False,-16.0,23.0,1,right,A. Horford cutting Layup (2 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.82,Made,,2.0,,,,J. Tatum,1628369.0,3.0,,,,,,,,,,
301,PT01M11.00S,2023-12-09T01:36:16.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628978,,,1610612738,70,63,2023-12-09T01:36:28Z,2980000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Horford 1 FT),"[1628978, 201143]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,1.0,0.0,,,,Horford,201143.0,,
303,PT01M11.00S,2023-12-09T01:36:43.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],201143,,,1610612738,71,63,2023-12-09T01:36:43Z,3000000,False,,,0,,A. Horford Free Throw 1 of 1 (3 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
304,PT00M58.20S,2023-12-09T01:36:59.0Z,2,REGULAR,2pt,Jump Shot,[],203944,23.99802890932983,51.225490196078425,1610612752,71,65,2023-12-09T01:37:04Z,3010000,False,-6.0,173.0,1,left,J. Randle 17' driving floating Jump Shot (12 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,17.32,Made,,12.0,,,,,,,,,,,,,,,,
306,PT00M42.40S,2023-12-09T01:37:18.5Z,2,REGULAR,3pt,Jump Shot,[],201143,88.51839684625493,97.30392156862744,1610612738,74,65,2023-12-09T01:37:23Z,3030000,False,237.0,55.0,1,right,A. Horford 24' 3PT  (6 PTS) (J. Tatum 4 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,24.29,Made,,6.0,,,,J. Tatum,1628369.0,4.0,,,,,,,,,,
308,PT00M28.80S,2023-12-09T01:37:37.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,17.69053876478318,35.78431372549019,1610612752,74,65,2023-12-09T01:37:42Z,3050000,False,71.0,114.0,1,left,MISS R. Barrett 13' driving floating bank Shot,[1629628],1610612752.0,NYK,driving floating bank,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,13.42,Missed,,,,,,,,,,,,,,,,,,
309,PT00M26.40S,2023-12-09T01:37:39.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,74,65,2023-12-09T01:37:42Z,3060000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,,,308.0,,4.0,3.0,1.0,,,,,,,,,,,,,
310,PT00M06.50S,2023-12-09T01:37:59.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.65374507227332,54.65686274509803,1610612738,74,65,2023-12-09T01:38:04Z,3070000,False,23.0,270.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.14,Missed,,,,,,,,,,,,,,,,,,
311,PT00M03.50S,2023-12-09T01:38:02.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,74,65,2023-12-09T01:38:04Z,3080000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,310.0,,4.0,3.0,1.0,,,,,,,,,,,,,
312,PT00M01.00S,2023-12-09T01:38:06.6Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,74,65,2023-12-09T01:38:14Z,3090000,False,,,0,,J. Randle bad pass TURNOVER (5 TO),"[203944, 1627759]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,5.0,Brown,1627759.0,,,,
313,PT00M01.00S,2023-12-09T01:38:06.6Z,2,REGULAR,steal,,[],1627759,,,1610612738,74,65,2023-12-09T01:38:31Z,3100000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
314,PT00M00.00S,2023-12-09T01:38:12.0Z,2,REGULAR,period,end,[],0,,,1610612738,74,65,2023-12-09T01:38:12Z,3110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-12-09T01:53:05.9Z,3,REGULAR,substitution,out,['startperiod'],201143,,,1610612738,74,65,2023-12-09T01:53:19Z,3120000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-12-09T01:53:05.9Z,3,REGULAR,substitution,out,['startperiod'],1629011,,,1610612738,74,65,2023-12-09T01:53:19Z,3130000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-12-09T01:53:05.9Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612738,74,65,2023-12-09T01:53:19Z,3140000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-12-09T01:53:05.9Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612738,74,65,2023-12-09T01:53:19Z,3150000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-12-09T01:53:27.8Z,3,REGULAR,period,start,[],0,,,1610612752,74,65,2023-12-09T01:53:27Z,3160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M47.00S,2023-12-09T01:53:40.4Z,3,REGULAR,2pt,Jump Shot,['defensivegoaltending'],1628973,84.97043363994744,26.225490196078432,1610612752,74,67,2023-12-09T01:54:26Z,3170000,False,-119.0,89.0,1,right,J. Brunson 14' pullup Jump Shot (10 PTS) (J. Randle 3 AST),"[1628973, 203944]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,14.84,Made,,10.0,,,,J. Randle,203944.0,3.0,,,,,,,,,,
321,PT11M47.00S,2023-12-09T01:53:48.5Z,3,REGULAR,violation,defensive goaltending,[],204001,,,1610612752,74,67,2023-12-09T01:54:02Z,3180000,False,,,0,,K. Porzingis defensive goaltending VIOLATION,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
322,PT11M33.00S,2023-12-09T01:54:01.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,24.655059132720105,90.44117647058823,1610612738,74,67,2023-12-09T01:54:07Z,3190000,False,-202.0,179.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
323,PT11M29.00S,2023-12-09T01:54:05.4Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,74,67,2023-12-09T01:54:07Z,3200000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,322.0,,2.0,2.0,0.0,,,,,,,,,,,,,
324,PT11M24.00S,2023-12-09T01:54:12.1Z,3,REGULAR,turnover,traveling,[],203944,,,1610612752,74,67,2023-12-09T01:54:16Z,3210000,False,,,0,,J. Randle traveling TURNOVER (6 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1151.0,,,6.0,,,,,,
326,PT11M14.00S,2023-12-09T01:54:32.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,30.305519053876477,17.892156862745097,1610612738,74,67,2023-12-09T01:56:21Z,3220000,False,161.0,232.0,1,left,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,28.24,Missed,,,,,,,,,,,,,,,,,,
327,PT11M12.00S,2023-12-09T01:54:34.0Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612752,74,67,2023-12-09T01:54:38Z,3230000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,326.0,,2.0,2.0,0.0,,,,,,,,,,,,,
328,PT11M06.00S,2023-12-09T01:54:40.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,92.50985545335085,63.013174019607845,1610612752,74,67,2023-12-09T01:56:51Z,3240000,False,65.0,18.0,1,right,MISS R. Barrett 6' running Layup - blocked,"[1629628, 1627759]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0
329,PT11M06.00S,2023-12-09T01:54:40.6Z,3,REGULAR,block,,[],1627759,,,1610612752,74,67,2023-12-09T01:57:40Z,3250000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT11M05.00S,2023-12-09T01:54:41.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,74,67,2023-12-09T01:54:55Z,3260000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,328.0,,,,,,,,,,,,,,,,,
332,PT10M57.00S,2023-12-09T01:55:03.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203944,92.06636005256242,72.79411764705883,1610612752,74,67,2023-12-09T01:55:09Z,3280000,False,114.0,22.0,1,right,MISS J. Randle 11' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,11.61,Missed,,,,,,,,,,,,,,,,,,
333,PT10M56.00S,2023-12-09T01:55:04.2Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,74,67,2023-12-09T01:55:09Z,3290000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,332.0,,3.0,2.0,1.0,,,,,,,,,,,,,
334,PT10M43.00S,2023-12-09T01:55:16.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.850854139290407,36.76470588235294,1610612738,74,67,2023-12-09T01:55:21Z,3300000,False,66.0,96.0,1,left,MISS K. Porzingis 11' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,11.7,Missed,,,,,,,,,,,,,,,,,,
335,PT10M41.00S,2023-12-09T01:55:18.5Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,74,67,2023-12-09T01:55:21Z,3310000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,,,334.0,,5.0,4.0,1.0,,,,,,,,,,,,,
336,PT10M33.00S,2023-12-09T01:55:27.3Z,3,REGULAR,3pt,Jump Shot,[],1628973,67.23061760840999,53.18627450980392,1610612752,74,67,2023-12-09T01:58:39Z,3320000,False,16.0,256.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.6,Missed,,,,,,,,,,,,,,,,,,
337,PT10M31.00S,2023-12-09T01:55:29.3Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,74,67,2023-12-09T01:55:33Z,3330000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,336.0,,3.0,3.0,0.0,,,,,,,,,,,,,
338,PT10M26.00S,2023-12-09T01:55:34.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,33.196452036793694,21.07843137254902,1610612738,77,67,2023-12-09T01:58:54Z,3340000,False,145.0,260.0,1,left,D. White 29' 3PT running (16 PTS) (J. Holiday 4 AST),"[1628401, 201950]",1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Right Center,29.71,Made,,16.0,,,,J. Holiday,201950.0,4.0,,,,,,,,,,
