actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
260,PT03M00.00S,2025-03-15T22:58:47.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.24901445466492,55.88235294117647,1610612751,38,57,2025-03-15T22:58:51Z,2570000,False,29.0,11.0,1,right,MISS C. Johnson driving Layup - blocked,"[1629661, 1628436]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,Kornet,1628436.0,,,,,,,
261,PT03M00.00S,2025-03-15T22:58:47.2Z,2,REGULAR,block,,[],1628436,,,1610612751,38,57,2025-03-15T22:58:49Z,2580000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
262,PT02M57.00S,2025-03-15T22:58:50.2Z,2,REGULAR,rebound,offensive,[],1630553,,,1610612751,38,57,2025-03-15T22:58:50Z,2590000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,260.0,3.0,2.0,1.0,,,,,,,,,,,,,,
263,PT02M55.00S,2025-03-15T22:58:52.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630553,85.89027595269383,75.49019607843137,1610612751,38,57,2025-03-15T22:58:55Z,2600000,False,127.0,80.0,1,right,MISS K. Johnson 15' turnaround Shot,[1630553],1610612751.0,BKN,turnaround,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,15.06,Missed,,,,,,,,,,,,,,,,,,
264,PT02M54.00S,2025-03-15T22:58:54.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,38,57,2025-03-15T22:58:54Z,2610000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,263.0,5.0,5.0,0.0,,,,,,,,,,,,,,
265,PT02M46.00S,2025-03-15T22:59:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.61957950065703,66.91176470588235,1610612738,38,57,2025-03-15T22:59:06Z,2620000,False,-85.0,245.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
266,PT02M42.00S,2025-03-15T22:59:05.7Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,38,57,2025-03-15T22:59:06Z,2630000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,265.0,4.0,3.0,1.0,,,,,,,,,,,,,,
267,PT02M39.00S,2025-03-15T22:59:08.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,77.34888304862024,87.25490196078431,1610612751,41,57,2025-03-15T22:59:15Z,2640000,False,186.0,160.0,1,right,Z. Williams 24' 3PT running (3 PTS) (K. Johnson 1 AST),"[1630533, 1630553]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,24.58,Made,,,,,3.0,,K. Johnson,1630553.0,1.0,,,,,,,,,
269,PT02M37.00S,2025-03-15T22:59:13.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,41,57,2025-03-15T22:59:18Z,2660000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M37.00S,2025-03-15T22:59:26.8Z,2,REGULAR,substitution,out,[],1641736,,,1610612738,41,57,2025-03-15T23:00:50Z,2670000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M37.00S,2025-03-15T22:59:26.8Z,2,REGULAR,substitution,out,[],1631213,,,1610612738,41,57,2025-03-15T23:00:50Z,2680000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M37.00S,2025-03-15T22:59:26.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,41,57,2025-03-15T23:00:50Z,2690000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M37.00S,2025-03-15T22:59:26.8Z,2,REGULAR,substitution,in,[],1626156,,,1610612738,41,57,2025-03-15T23:00:50Z,2700000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M37.00S,2025-03-15T22:59:26.8Z,2,REGULAR,substitution,in,[],1641721,,,1610612738,41,57,2025-03-15T23:00:50Z,2710000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M37.00S,2025-03-15T22:59:26.8Z,2,REGULAR,substitution,in,[],1630573,,,1610612738,41,57,2025-03-15T23:00:50Z,2720000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M14.00S,2025-03-15T23:01:22.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,11.251642575558476,76.22549019607843,1610612738,41,57,2025-03-15T23:01:32Z,2730000,False,-131.0,53.0,1,left,MISS J. Brown 14' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,14.15,Missed,,,,,,,,,,,,,,,,,,
278,PT02M08.00S,2025-03-15T23:01:28.3Z,2,REGULAR,rebound,offensive,[],201950,,,1610612738,41,57,2025-03-15T23:01:32Z,2740000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,277.0,1.0,0.0,1.0,,,,,,,,,,,,,,
279,PT02M04.00S,2025-03-15T23:01:32.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,3.7614980289093296,94.85294117647058,1610612738,41,57,2025-03-15T23:01:37Z,2750000,False,-224.0,-17.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,22.5,Missed,,,,,,,,,,,,,,,,,,
280,PT02M01.00S,2025-03-15T23:01:35.5Z,2,REGULAR,rebound,defensive,[],1630553,,,1610612751,41,57,2025-03-15T23:01:37Z,2760000,False,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,279.0,5.0,4.0,1.0,,,,,,,,,,,,,,
281,PT01M54.00S,2025-03-15T23:01:43.3Z,2,REGULAR,2pt,Jump Shot,[],1630553,70.38436268068331,42.40196078431372,1610612751,43,57,2025-03-15T23:01:48Z,2770000,False,-38.0,226.0,1,right,K. Johnson 22' step back Jump Shot (5 PTS) (D. Russell 3 AST),"[1630553, 1626156]",1610612751.0,BKN,step back,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,22.91,Made,,,,,5.0,,D. Russell,1626156.0,3.0,,,,,,,,,
282,PT01M34.00S,2025-03-15T23:02:02.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.436925098554536,66.42156862745098,1610612738,43,57,2025-03-15T23:04:20Z,2780000,False,-82.0,234.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
283,PT01M33.00S,2025-03-15T23:02:03.3Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,43,57,2025-03-15T23:02:32Z,2790000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,282.0,3.0,3.0,0.0,,,,,,,,,,,,,,
284,PT01M19.00S,2025-03-15T23:02:17.2Z,2,REGULAR,3pt,Jump Shot,[],1630553,76.16622864651774,12.5,1610612751,46,57,2025-03-15T23:04:48Z,2800000,False,-188.0,172.0,1,right,K. Johnson 25' 3PT step back (8 PTS) (D. Russell 4 AST),"[1630553, 1626156]",1610612751.0,BKN,step back,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.41,Made,,,,,8.0,,D. Russell,1626156.0,4.0,,,,,,,,,
285,PT00M57.90S,2025-03-15T23:02:48.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,8.886333771353483,51.225490196078425,1610612738,46,57,2025-03-15T23:05:38Z,2810000,False,-6.0,31.0,1,left,MISS L. Kornet cutting DUNK - blocked,"[1628436, 1630533]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,Williams,1630533.0,,,,,,,
286,PT00M57.90S,2025-03-15T23:02:48.4Z,2,REGULAR,block,,[],1630533,,,1610612738,46,57,2025-03-15T23:02:51Z,2820000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
287,PT00M56.40S,2025-03-15T23:02:49.9Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,46,57,2025-03-15T23:02:54Z,2830000,False,,,0,,L. Kornet REBOUND (Off:3 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,285.0,4.0,1.0,3.0,,,,,,,,,,,,,,
288,PT00M55.60S,2025-03-15T23:02:53.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628436,7.30946123521682,50.98039215686274,1610612738,46,59,2025-03-15T23:05:43Z,2840000,False,-5.0,16.0,1,left,L. Kornet putback DUNK (6 PTS),[1628436],1610612738.0,BOS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.69,Made,,,,,6.0,,,,,,,,,,,,,
289,PT00M45.10S,2025-03-15T23:03:03.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,72.22404730617609,20.833333333333336,1610612751,46,59,2025-03-15T23:03:09Z,2850000,False,-146.0,209.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
291,PT00M41.50S,2025-03-15T23:03:07.3Z,2,REGULAR,rebound,offensive,[],1641721,,,1610612751,46,59,2025-03-15T23:03:07Z,2860000,False,,,0,,M. Lewis REBOUND (Off:1 Def:1),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,Above the Break 3,24+ Left Center,,,289.0,2.0,1.0,1.0,,,,,,,,,,,,,,
292,PT00M40.50S,2025-03-15T23:03:08.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,78.26872536136662,10.049019607843137,1610612751,49,59,2025-03-15T23:03:12Z,2870000,False,-200.0,152.0,1,right,K. Johnson 25' 3PT  (11 PTS) (M. Lewis 1 AST),"[1630553, 1641721]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.09,Made,,,,,11.0,,M. Lewis,1641721.0,1.0,,,,,,,,,
294,PT00M30.50S,2025-03-15T23:03:21.0Z,2,REGULAR,2pt,Jump Shot,[],201950,11.383048620236531,67.8921568627451,1610612738,49,61,2025-03-15T23:03:46Z,2890000,False,-89.0,55.0,1,left,J. Holiday 10' turnaround bank Jump Shot (6 PTS),[201950],1610612738.0,BOS,turnaround bank,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,10.48,Made,,,,,6.0,,,,,,,,,,,,,
295,PT00M10.80S,2025-03-15T23:03:44.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,66.96780551905388,32.1078431372549,1610612751,49,61,2025-03-15T23:07:02Z,2900000,False,-89.0,258.0,1,right,MISS D. Russell 27' pullup 3PT,[1626156],1610612751.0,BKN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.31,Missed,,,,,,,,,,,,,,,,,,
296,PT00M08.70S,2025-03-15T23:03:47.3Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612751,49,61,2025-03-15T23:03:47Z,2910000,False,,,0,,C. Johnson REBOUND (Off:1 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,295.0,4.0,3.0,1.0,,,,,,,,,,,,,,
297,PT00M08.70S,2025-03-15T23:03:49.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612751,49,61,2025-03-15T23:03:54Z,2920000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Johnson 2 FT),"[1628369, 1629661]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,,,1.0,0.0,Johnson,1629661.0,,
300,PT00M08.70S,2025-03-15T23:04:25.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629661,,,1610612751,50,61,2025-03-15T23:04:25Z,2940000,False,,,0,,C. Johnson Free Throw 1 of 2 (7 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
301,PT00M08.70S,2025-03-15T23:04:25.9Z,2,REGULAR,substitution,out,[],1626156,,,1610612751,50,61,2025-03-15T23:04:31Z,2950000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M08.70S,2025-03-15T23:04:25.9Z,2,REGULAR,substitution,out,[],1641721,,,1610612751,50,61,2025-03-15T23:04:31Z,2960000,False,,,0,,SUB out: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M08.70S,2025-03-15T23:04:25.9Z,2,REGULAR,substitution,in,[],1630592,,,1610612751,50,61,2025-03-15T23:04:31Z,2970000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M08.70S,2025-03-15T23:04:25.9Z,2,REGULAR,substitution,in,[],1641736,,,1610612751,50,61,2025-03-15T23:04:31Z,2980000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M08.70S,2025-03-15T23:04:45.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629661,,,1610612751,51,61,2025-03-15T23:04:45Z,2990000,False,,,0,,C. Johnson Free Throw 2 of 2 (8 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
306,PT00M02.00S,2025-03-15T23:04:56.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,7.966491458607096,46.07843137254902,1610612738,51,63,2025-03-15T23:05:02Z,3000000,False,20.0,22.0,1,left,L. Kornet alley-oop DUNK (8 PTS) (J. Tatum 4 AST),"[1628436, 1628369]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,8.0,,J. Tatum,1628369.0,4.0,,,,,,,,,
308,PT00M00.00S,2025-03-15T23:05:04.3Z,2,REGULAR,3pt,Jump Shot,[],1630553,44.36596583442839,62.00980392156863,1610612751,51,63,2025-03-15T23:07:36Z,3020000,False,60.0,470.0,1,right,MISS K. Johnson 47' pullup 3PT,[1630553],1610612751.0,BKN,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,47.43,Missed,,,,,,,,,,,,,,,,,,
309,PT00M00.00S,2025-03-15T23:05:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,51,63,2025-03-15T23:05:10Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,308.0,,,,,,,,,,,,,,,,,
310,PT00M00.00S,2025-03-15T23:05:08.4Z,2,REGULAR,period,end,[],0,,,1610612751,51,63,2025-03-15T23:05:08Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2025-03-15T23:18:42.9Z,3,REGULAR,substitution,out,['startperiod'],1630592,,,1610612751,51,63,2025-03-15T23:20:27Z,3050000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2025-03-15T23:18:42.9Z,3,REGULAR,substitution,out,['startperiod'],1641736,,,1610612751,51,63,2025-03-15T23:20:27Z,3060000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-03-15T23:18:42.9Z,3,REGULAR,substitution,out,['startperiod'],1628436,,,1610612751,51,63,2025-03-15T23:20:27Z,3070000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-03-15T23:18:42.9Z,3,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,51,63,2025-03-15T23:20:27Z,3080000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-03-15T23:18:42.9Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612751,51,63,2025-03-15T23:20:27Z,3090000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-03-15T23:18:42.9Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612751,51,63,2025-03-15T23:20:27Z,3100000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-03-15T23:20:43.9Z,3,REGULAR,period,start,[],0,,,1610612751,51,63,2025-03-15T23:20:43Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M47.00S,2025-03-15T23:21:17.8Z,3,REGULAR,foul,personal,[],201950,,,1610612751,51,63,2025-03-15T23:26:40Z,3130000,False,,,0,,J. Holiday personal FOUL (2 PF),"[201950, 1626156]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,,,2.0,0.0,Russell,1626156.0,,
335,PT11M47.00S,2025-03-15T23:21:38.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,51,63,2025-03-15T23:25:51Z,3165000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M33.00S,2025-03-15T23:24:57.9Z,3,REGULAR,3pt,Jump Shot,[],1630553,6.389618922470433,5.147058823529411,1610612751,54,63,2025-03-15T23:25:39Z,3200000,False,224.0,8.0,1,left,K. Johnson 3PT  (14 PTS) (C. Johnson 2 AST),"[1630553, 1629661]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,22.44,Made,,,,,14.0,,C. Johnson,1629661.0,2.0,,,,,,,,,
332,PT11M13.00S,2025-03-15T23:25:20.0Z,3,REGULAR,foul,personal,[],1626156,,,1610612738,54,63,2025-03-15T23:25:30Z,3220000,False,,,0,,D. Russell personal FOUL (2 PF),"[1626156, 204001]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,,,2.0,0.0,Porziņģis,204001.0,,
334,PT11M01.00S,2025-03-15T23:25:48.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.68528252299606,52.450980392156865,1610612738,54,63,2025-03-15T23:26:00Z,3240000,False,12.0,120.0,1,right,MISS J. Brown 12' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.03,Missed,,,,,,,,,,,,,,,,,,
336,PT10M58.00S,2025-03-15T23:25:51.9Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,54,63,2025-03-15T23:25:51Z,3250000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,334.0,2.0,2.0,0.0,,,,,,,,,,,,,,
337,PT10M48.00S,2025-03-15T23:26:01.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,18.74178712220762,60.5392156862745,1610612751,56,63,2025-03-15T23:26:05Z,3260000,False,-53.0,124.0,1,left,Z. Williams 13' pullup Jump Shot (5 PTS),[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.45,Made,,,,,5.0,,,,,,,,,,,,,
338,PT10M36.00S,2025-03-15T23:26:13.8Z,3,REGULAR,3pt,Jump Shot,[],204001,74.72076215505913,14.950980392156863,1610612738,56,63,2025-03-15T23:26:19Z,3270000,False,-175.0,185.0,1,right,MISS K. Porziņģis 25' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
339,PT10M31.00S,2025-03-15T23:26:18.5Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,56,63,2025-03-15T23:26:18Z,3280000,False,,,0,,J. Holiday REBOUND (Off:2 Def:0),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,338.0,2.0,0.0,2.0,,,,,,,,,,,,,,
340,PT10M27.00S,2025-03-15T23:26:23.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,93.11760840998686,42.15686274509804,1610612738,56,63,2025-03-15T23:26:32Z,3290000,False,-39.0,12.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
341,PT10M26.00S,2025-03-15T23:26:24.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,63,2025-03-15T23:26:32Z,3300000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,340.0,,,,,,,,,,,,,,,,,
342,PT10M26.00S,2025-03-15T23:26:34.5Z,3,REGULAR,foul,personal,[],1626156,,,1610612738,56,63,2025-03-15T23:26:45Z,3310000,False,,,0,,D. Russell loose ball personal FOUL (3 PF),"[1626156, 204001]",1610612751.0,BKN,loose ball,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,,,3.0,0.0,Porziņģis,204001.0,,
344,PT10M19.00S,2025-03-15T23:26:56.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,91.5407358738502,4.901960784313726,1610612738,56,63,2025-03-15T23:27:00Z,3330000,False,-225.0,27.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
345,PT10M16.00S,2025-03-15T23:26:59.3Z,3,REGULAR,rebound,defensive,[],1629661,,,1610612751,56,63,2025-03-15T23:27:00Z,3340000,False,,,0,,C. Johnson REBOUND (Off:1 Def:4),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,344.0,5.0,4.0,1.0,,,,,,,,,,,,,,
346,PT10M03.00S,2025-03-15T23:27:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.1268068331143235,45.588235294117645,1610612751,58,63,2025-03-15T23:28:17Z,3350000,False,22.0,5.0,1,left,D. Sharpe driving Layup (7 PTS) (C. Johnson 3 AST),"[1630549, 1629661]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,7.0,,C. Johnson,1629661.0,3.0,,,,,,,,,
348,PT09M42.00S,2025-03-15T23:27:33.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,74.98357424441524,84.80392156862744,1610612738,58,63,2025-03-15T23:27:37Z,3370000,False,174.0,183.0,1,right,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
349,PT09M38.00S,2025-03-15T23:27:37.1Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,58,63,2025-03-15T23:27:37Z,3380000,False,,,0,,Z. Williams REBOUND (Off:0 Def:3),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,348.0,3.0,3.0,0.0,,,,,,,,,,,,,,
350,PT09M32.00S,2025-03-15T23:27:43.9Z,3,REGULAR,turnover,bad pass,[],1629661,,,1610612751,58,63,2025-03-15T23:27:48Z,3390000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 201950]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Holiday,201950.0
351,PT09M32.00S,2025-03-15T23:27:43.9Z,3,REGULAR,steal,,[],201950,,,1610612738,58,63,2025-03-15T23:28:14Z,3400000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
352,PT09M26.00S,2025-03-15T23:27:49.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,70.25295663600527,19.11764705882353,1610612738,58,63,2025-03-15T23:29:40Z,3410000,False,-154.0,227.0,1,right,MISS S. Hauser 27' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,,
