actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
251,PT04M50.00S,2025-04-04T00:24:18.3Z,2,REGULAR,substitution,out,[],1641787,,,1610612750,28,33,2025-04-04T00:25:35Z,2470000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
252,PT04M50.00S,2025-04-04T00:24:18.3Z,2,REGULAR,substitution,out,[],1630553,,,1610612750,28,33,2025-04-04T00:25:35Z,2480000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
253,PT04M50.00S,2025-04-04T00:24:18.3Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,28,33,2025-04-04T00:25:35Z,2490000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
254,PT04M50.00S,2025-04-04T00:24:18.3Z,2,REGULAR,substitution,in,[],1641721,,,1610612750,28,33,2025-04-04T00:25:35Z,2500000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,,,,,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
255,PT04M50.00S,2025-04-04T00:24:18.3Z,2,REGULAR,substitution,in,[],1641727,,,1610612750,28,33,2025-04-04T00:25:35Z,2510000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,,,,,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
256,PT04M50.00S,2025-04-04T00:24:18.3Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,28,33,2025-04-04T00:25:35Z,2520000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
257,PT04M50.00S,2025-04-04T00:26:06.1Z,2,REGULAR,jumpball,recovered,[],1629638,,,1610612750,28,33,2025-04-04T00:26:06Z,2530000,False,,,0,,Jump Ball R. Gobert vs. N. Claxton: Tip to N. Alexander-Walker,"[1629638, 203497, 1629651]",1610612750.0,MIN,challenge,N. Alexander-Walker,Gobert,203497.0,Claxton,1629651.0,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,1629638.0
262,PT04M36.00S,2025-04-04T00:26:13.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629675,87.99277266754271,43.38235294117647,1610612750,28,35,2025-04-04T00:26:48Z,2560000,False,-33.0,60.0,1,right,N. Reid 6' driving floating Jump Shot (4 PTS) (N. Alexander-Walker 1 AST),"[1629675, 1629638]",1610612750.0,MIN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.89,Made,Reid,N. Reid,,,,,4.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,
264,PT04M20.00S,2025-04-04T00:26:29.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,11.12023653088042,47.794117647058826,1610612751,30,35,2025-04-04T00:27:07Z,2580000,False,11.0,52.0,1,left,N. Claxton driving Hook (8 PTS),[1629651],1610612751.0,BKN,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,Claxton,N. Claxton,,,,,8.0,,,,,,,,,,,,,,
265,PT04M09.00S,2025-04-04T00:26:43.1Z,2,REGULAR,foul,personal,[],1630623,,,1610612750,30,35,2025-04-04T00:26:49Z,2590000,False,,,0,,T. Etienne personal FOUL (1 PF),"[1630623, 1630162]",1610612751.0,BKN,,,,,,,Mid-Range,16-24 Center,,,Etienne,T. Etienne,,,,,,,,,,,,200832.0,1.0,1.0,Edwards,1630162.0,,,
267,PT04M09.00S,2025-04-04T00:26:52.7Z,2,REGULAR,substitution,out,[],203497,,,1610612750,30,35,2025-04-04T00:26:56Z,2610000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
268,PT04M09.00S,2025-04-04T00:26:52.7Z,2,REGULAR,substitution,in,[],203944,,,1610612750,30,35,2025-04-04T00:26:56Z,2620000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
269,PT03M58.00S,2025-04-04T00:27:14.8Z,2,REGULAR,3pt,Jump Shot,[],203944,79.31997371879106,91.66666666666666,1610612750,30,35,2025-04-04T00:27:22Z,2630000,False,208.0,142.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,25.2,Missed,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
270,PT03M56.00S,2025-04-04T00:27:16.8Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,30,35,2025-04-04T00:28:03Z,2640000,False,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,Edwards,A. Edwards,269.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
271,PT03M54.00S,2025-04-04T00:27:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,94.1688567674113,98.0392156862745,1610612750,30,38,2025-04-04T00:49:49Z,2650000,False,240.0,2.0,1,right,A. Edwards 24' 3PT  (15 PTS),[1630162],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,24.02,Made,Edwards,A. Edwards,,,,,15.0,,,,,,,,,,,,,,
272,PT03M45.00S,2025-04-04T00:27:37.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,30,38,2025-04-04T00:27:37Z,2660000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M45.00S,2025-04-04T00:28:17.2Z,2,REGULAR,substitution,out,[],1630162,,,1610612751,30,38,2025-04-04T00:29:16Z,2670000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
274,PT03M45.00S,2025-04-04T00:28:17.2Z,2,REGULAR,substitution,in,[],201144,,,1610612751,30,38,2025-04-04T00:29:16Z,2680000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
275,PT03M35.00S,2025-04-04T00:29:35.3Z,2,REGULAR,turnover,lost ball,[],1630570,,,1610612751,30,38,2025-04-04T00:50:11Z,2690000,False,,,0,,T. Watford lost ball TURNOVER (1 TO),"[1630570, 1628978]",1610612751.0,BKN,,,,,,,Mid-Range,8-16 Right,,,Watford,T. Watford,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,
276,PT03M35.00S,2025-04-04T00:29:35.3Z,2,REGULAR,steal,,[],1628978,,,1610612750,30,38,2025-04-04T00:29:38Z,2700000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,,,,Mid-Range,8-16 Right,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
277,PT03M32.00S,2025-04-04T00:29:40.5Z,2,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612750,30,38,2025-04-04T00:31:48Z,2710000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (3 TO),[1628978],1610612750.0,MIN,bad pass,,,,,,Mid-Range,8-16 Left,,,DiVincenzo,D. DiVincenzo,,,,,,,,,3.0,,,1626300.0,,,,,,,
278,PT03M14.00S,2025-04-04T00:30:06.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630623,11.645860709592641,48.03921568627451,1610612751,32,38,2025-04-04T00:30:29Z,2720000,False,10.0,57.0,1,left,T. Etienne driving floating Jump Shot (5 PTS) (N. Claxton 2 AST),"[1630623, 1629651]",1610612751.0,BKN,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.78,Made,Etienne,T. Etienne,,,,,5.0,N. Claxton,1629651.0,2.0,,,,,,,,,,,
281,PT03M04.00S,2025-04-04T00:33:43.6Z,2,REGULAR,foul,personal,[],1629651,,,1610612750,32,38,2025-04-04T00:34:02Z,2740000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1628978]",1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Claxton,N. Claxton,,,,,,,,,,,,200832.0,1.0,0.0,DiVincenzo,1628978.0,,,
283,PT02M51.00S,2025-04-04T00:34:15.4Z,2,REGULAR,3pt,Jump Shot,[],201144,77.61169513797634,88.97058823529412,1610612750,32,41,2025-04-04T00:34:34Z,2760000,False,195.0,158.0,1,right,M. Conley 25' 3PT  (3 PTS) (J. Randle 2 AST),"[201144, 203944]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,25.09,Made,Conley,M. Conley,,,,,3.0,J. Randle,203944.0,2.0,,,,,,,,,,,
285,PT02M33.00S,2025-04-04T00:34:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.521024967148489,52.69607843137255,1610612751,34,41,2025-04-04T00:34:41Z,2780000,False,-13.0,9.0,1,left,T. Watford driving finger roll Layup (2 PTS) (T. Etienne 2 AST),"[1630570, 1630623]",1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.61,Made,Watford,T. Watford,,,,,2.0,T. Etienne,1630623.0,2.0,,,,,,,,,,,
287,PT02M11.00S,2025-04-04T00:34:55.4Z,2,REGULAR,3pt,Jump Shot,[],1629675,93.24901445466492,97.05882352941177,1610612750,34,44,2025-04-04T00:34:59Z,2800000,False,235.0,11.0,1,right,N. Reid 3PT  (7 PTS) (J. Randle 3 AST),"[1629675, 203944]",1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,23.56,Made,Reid,N. Reid,,,,,7.0,J. Randle,203944.0,3.0,,,,,,,,,,,
289,PT01M55.00S,2025-04-04T00:35:16.0Z,2,REGULAR,foul,personal,['2freethrow'],203944,,,1610612751,34,44,2025-04-04T00:35:32Z,2820000,False,,,0,,J. Randle shooting personal FOUL (2 PF) (Watford 2 FT),"[203944, 1630570]",1610612750.0,MIN,shooting,,,,,,Mid-Range,8-16 Left,,,Randle,J. Randle,,,,,,,,,,,,200832.0,2.0,0.0,Watford,1630570.0,,,
291,PT01M55.00S,2025-04-04T00:35:46.2Z,2,REGULAR,freethrow,1 of 2,[],1630570,,,1610612751,34,44,2025-04-04T00:35:46Z,2840000,False,,,0,,MISS T. Watford Free Throw 1 of 2,[1630570],1610612751.0,BKN,,,,,,,,,,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
292,PT01M55.00S,2025-04-04T00:35:46.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,34,44,2025-04-04T00:35:46Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,,
293,PT01M55.00S,2025-04-04T00:35:47.9Z,2,REGULAR,substitution,out,[],1641727,,,1610612751,34,44,2025-04-04T00:35:51Z,2860000,False,,,0,,SUB out: D. Whitehead,[1641727],1610612751.0,BKN,,,,,,,,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
294,PT01M55.00S,2025-04-04T00:35:47.9Z,2,REGULAR,substitution,in,[],1641787,,,1610612751,34,44,2025-04-04T00:35:51Z,2870000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
295,PT01M55.00S,2025-04-04T00:36:06.3Z,2,REGULAR,freethrow,2 of 2,[],1630570,,,1610612751,35,44,2025-04-04T00:36:06Z,2880000,False,,,0,,T. Watford Free Throw 2 of 2 (3 PTS),[1630570],1610612751.0,BKN,,,,,,,,,,Made,Watford,T. Watford,,,,,3.0,,,,,,,,,,,,,,
296,PT01M34.00S,2025-04-04T00:36:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.9060446780552,52.94117647058824,1610612750,35,46,2025-04-04T00:36:36Z,2890000,False,15.0,5.0,1,right,N. Reid alley-oop Layup (9 PTS) (M. Conley 4 AST),"[1629675, 201144]",1610612750.0,MIN,alley-oop,,,,,,Restricted Area,0-8 Center,1.55,Made,Reid,N. Reid,,,,,9.0,M. Conley,201144.0,4.0,,,,,,,,,,,
298,PT01M25.00S,2025-04-04T00:36:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.258212877792378,47.549019607843135,1610612751,37,46,2025-04-04T00:36:41Z,2910000,False,12.0,6.0,1,left,N. Claxton alley-oop Layup (10 PTS) (T. Watford 5 AST),"[1629651, 1630570]",1610612751.0,BKN,alley-oop,,,,,,Restricted Area,0-8 Center,1.38,Made,Claxton,N. Claxton,,,,,10.0,T. Watford,1630570.0,5.0,,,,,,,,,,,
300,PT01M01.00S,2025-04-04T00:37:01.5Z,2,REGULAR,3pt,Jump Shot,[],201144,94.56307490144546,4.6568627450980395,1610612750,37,49,2025-04-04T00:37:05Z,2930000,False,-227.0,-1.0,1,right,M. Conley 3PT  (6 PTS) (D. DiVincenzo 2 AST),"[201144, 1628978]",1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,22.67,Made,Conley,M. Conley,,,,,6.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,
302,PT00M48.80S,2025-04-04T00:37:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641721,14.011169513797633,47.30392156862745,1610612751,37,49,2025-04-04T00:37:21Z,2950000,False,13.0,79.0,1,left,MISS M. Lewis 8' turnaround Shot,[1641721],1610612751.0,BKN,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.03,Missed,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
303,PT00M46.20S,2025-04-04T00:37:18.6Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,37,49,2025-04-04T00:37:21Z,2960000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Randle,J. Randle,302.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
304,PT00M37.70S,2025-04-04T00:37:30.2Z,2,REGULAR,violation,kicked ball,[],1630570,,,1610612750,37,49,2025-04-04T00:38:09Z,2970000,False,,,0,,T. Watford kicked ball VIOLATION,[1630570],1610612751.0,BKN,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,1626300.0,,,,,,,
305,PT00M37.70S,2025-04-04T00:37:34.0Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,37,49,2025-04-04T00:37:39Z,2980000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
306,PT00M37.70S,2025-04-04T00:37:34.0Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,37,49,2025-04-04T00:37:39Z,2990000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
307,PT00M33.80S,2025-04-04T00:37:56.0Z,2,REGULAR,foul,personal,[],1630570,,,1610612750,37,49,2025-04-04T00:38:01Z,3000000,False,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 203944]",1610612751.0,BKN,,,,,,,Mid-Range,8-16 Right,,,Watford,T. Watford,,,,,,,,,,,,200832.0,1.0,0.0,Randle,203944.0,,,
309,PT00M24.40S,2025-04-04T00:38:18.4Z,2,REGULAR,3pt,Jump Shot,[],1628978,93.11760840998686,97.05882352941177,1610612750,37,49,2025-04-04T00:38:23Z,3020000,False,235.0,12.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,23.56,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
310,PT00M21.30S,2025-04-04T00:38:21.5Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,37,49,2025-04-04T00:38:21Z,3030000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,,,,Right Corner 3,24+ Right,,,Claxton,N. Claxton,309.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
311,PT00M01.30S,2025-04-04T00:38:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,6.652431011826544,47.794117647058826,1610612751,37,49,2025-04-04T00:38:56Z,3040000,False,11.0,10.0,1,left,MISS T. Watford driving finger roll Layup,[1630570],1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.49,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
312,PT00M01.30S,2025-04-04T00:38:41.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,37,49,2025-04-04T00:38:45Z,3050000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,Randle,J. Randle,311.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
313,PT00M01.00S,2025-04-04T00:38:47.7Z,2,REGULAR,3pt,Jump Shot,[],203944,37.00722733245729,74.01960784313727,1610612750,37,49,2025-04-04T00:39:26Z,3060000,False,120.0,540.0,1,right,MISS J. Randle 55' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Left Center,55.28,Missed,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
314,PT00M01.00S,2025-04-04T00:38:47.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,37,49,2025-04-04T00:39:26Z,3070000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,,,313.0,,,,,,,,,,,,,,,,,,
315,PT00M00.00S,2025-04-04T00:38:51.3Z,2,REGULAR,period,end,[],0,,,1610612750,37,49,2025-04-04T00:38:51Z,3080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,out,['startperiod'],1630623,,,1610612750,37,49,2025-04-04T00:53:45Z,3090000,False,,,0,,SUB out: T. Etienne,[1630623],1610612751.0,BKN,,,,,,,,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,out,['startperiod'],1641787,,,1610612750,37,49,2025-04-04T00:53:45Z,3100000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612750,37,49,2025-04-04T00:53:45Z,3110000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,out,['startperiod'],1629675,,,1610612750,37,49,2025-04-04T00:53:45Z,3120000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,in,['startperiod'],1630553,,,1610612750,37,49,2025-04-04T00:53:45Z,3130000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,37,49,2025-04-04T00:53:45Z,3140000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,,,,,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,in,['startperiod'],1630162,,,1610612750,37,49,2025-04-04T00:53:45Z,3150000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2025-04-04T00:52:42.5Z,3,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,37,49,2025-04-04T00:53:45Z,3160000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2025-04-04T00:54:07.9Z,3,REGULAR,period,start,[],0,,,1610612751,37,49,2025-04-04T00:54:07Z,3170000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M48.00S,2025-04-04T00:54:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,90.3580814717477,49.754901960784316,1610612751,39,49,2025-04-04T00:54:52Z,3180000,False,-1.0,38.0,1,right,N. Claxton driving floating Jump Shot (12 PTS),[1629651],1610612751.0,BKN,driving floating,,,,,,Restricted Area,0-8 Center,3.81,Made,Claxton,N. Claxton,,,,,12.0,,,,,,,,,,,,,,
326,PT11M32.00S,2025-04-04T00:54:34.7Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612750,39,49,2025-04-04T00:54:40Z,3190000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1629651]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Randle,J. Randle,,,,,,,,,1.0,Claxton,1629651.0,,,,,,,,
327,PT11M32.00S,2025-04-04T00:54:34.7Z,3,REGULAR,steal,,[],1629651,,,1610612751,39,49,2025-04-04T00:54:38Z,3200000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
328,PT11M26.00S,2025-04-04T00:54:41.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641721,76.16622864651774,13.970588235294118,1610612751,42,49,2025-04-04T00:54:46Z,3210000,False,-180.0,172.0,1,right,M. Lewis 24' 3PT  (6 PTS) (N. Claxton 3 AST),"[1641721, 1629651]",1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,24.87,Made,Lewis,M. Lewis,,,,,6.0,N. Claxton,1629651.0,3.0,,,,,,,,,,,
330,PT11M00.00S,2025-04-04T00:55:06.1Z,3,REGULAR,3pt,Jump Shot,[],203944,8.492115637319317,3.6764705882352944,1610612750,42,52,2025-04-04T00:55:10Z,3230000,False,232.0,27.0,1,left,J. Randle 3PT  (6 PTS) (J. McDaniels 1 AST),"[203944, 1630183]",1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,23.32,Made,Randle,J. Randle,,,,,6.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,
332,PT10M37.00S,2025-04-04T00:55:33.4Z,3,REGULAR,foul,personal,[],1630162,,,1610612751,42,52,2025-04-04T00:55:49Z,3250000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1641721]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Right,,,Edwards,A. Edwards,,,,,,,,,,,,202037.0,1.0,0.0,Lewis,1641721.0,,,
334,PT10M32.00S,2025-04-04T00:55:52.2Z,3,REGULAR,3pt,Jump Shot,[],1626156,77.21747700394218,87.5,1610612751,42,52,2025-04-04T00:55:57Z,3270000,False,188.0,162.0,1,right,MISS D. Russell 24' 3PT,[1626156],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,24.76,Missed,Russell,D. Russell,,,,,,,,,,,,,,,,,,,
335,PT10M28.00S,2025-04-04T00:55:56.2Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,42,52,2025-04-04T00:55:57Z,3280000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,Edwards,A. Edwards,334.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
336,PT10M11.00S,2025-04-04T00:56:15.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,8.886333771353483,49.01960784313725,1610612750,42,54,2025-04-04T00:56:32Z,3290000,False,5.0,31.0,1,left,R. Gobert driving Layup (11 PTS),[203497],1610612750.0,MIN,driving,,,,,,Restricted Area,0-8 Center,3.14,Made,Gobert,R. Gobert,,,,,11.0,,,,,,,,,,,,,,
337,PT10M11.00S,2025-04-04T00:56:18.2Z,3,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612750,42,54,2025-04-04T00:56:24Z,3300000,False,,,0,,N. Claxton shooting personal FOUL (2 PF) (Gobert 1 FT),"[1629651, 203497]",1610612751.0,BKN,shooting,,,,,,Restricted Area,0-8 Center,,,Claxton,N. Claxton,,,,,,,,,,,,202037.0,2.0,0.0,Gobert,203497.0,,,
339,PT10M11.00S,2025-04-04T00:56:52.8Z,3,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,42,55,2025-04-04T00:56:52Z,3320000,False,,,0,,R. Gobert Free Throw 1 of 1 (12 PTS),[203497],1610612750.0,MIN,,,,,,,,,,Made,Gobert,R. Gobert,,,,,12.0,,,,,,,,,,,,,,
340,PT09M50.00S,2025-04-04T00:57:15.1Z,3,REGULAR,3pt,Jump Shot,[],1630553,77.87450722733246,90.44117647058823,1610612751,45,55,2025-04-04T00:57:19Z,3330000,False,202.0,155.0,1,right,K. Johnson 25' 3PT  (8 PTS) (D. Russell 1 AST),"[1630553, 1626156]",1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,25.51,Made,Johnson,K. Johnson,,,,,8.0,D. Russell,1626156.0,1.0,,,,,,,,,,,
342,PT09M27.00S,2025-04-04T00:57:37.9Z,3,REGULAR,3pt,Jump Shot,[],203944,4.02431011826544,95.83333333333334,1610612750,45,55,2025-04-04T01:02:21Z,3350000,False,-229.0,-15.0,1,left,MISS J. Randle 3PT,[203944],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,22.97,Missed,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
343,PT09M25.00S,2025-04-04T00:57:39.9Z,3,REGULAR,rebound,defensive,[],1641721,,,1610612751,45,55,2025-04-04T00:57:42Z,3360000,False,,,0,,M. Lewis REBOUND (Off:0 Def:2),[1641721],1610612751.0,BKN,,,,,,,Left Corner 3,24+ Left,,,Lewis,M. Lewis,342.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
