actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
302,PT06M47.00S,2024-01-03T03:46:40.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,33,33,2024-01-03T03:52:08Z,2675000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M47.00S,2024-01-03T03:47:55.5Z,2,REGULAR,substitution,out,[],1630558,,,1610612766,33,33,2024-01-03T03:48:14Z,2680000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M47.00S,2024-01-03T03:47:55.5Z,2,REGULAR,substitution,out,[],1626168,,,1610612766,33,33,2024-01-03T03:48:14Z,2690000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M47.00S,2024-01-03T03:47:55.5Z,2,REGULAR,substitution,in,[],1628368,,,1610612766,33,33,2024-01-03T03:48:14Z,2700000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M47.00S,2024-01-03T03:47:55.5Z,2,REGULAR,substitution,in,[],203084,,,1610612766,33,33,2024-01-03T03:48:14Z,2710000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M34.00S,2024-01-03T03:48:37.7Z,2,REGULAR,2pt,Jump Shot,[],1628970,27.94021024967148,50.245098039215684,1610612766,33,33,2024-01-03T04:01:49Z,2720000,False,-1.0,210.0,1,left,MISS M. Bridges 21' pullup Shot,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,21.01,Missed,,,,,,,,,,,,,,,
276,PT06M34.00S,2024-01-03T03:48:39.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,33,33,2024-01-03T03:48:39Z,2730000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,275.0,,,,,,,,,,,,
279,PT06M16.00S,2024-01-03T03:49:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.9862023653088,46.81372549019608,1610612758,35,33,2024-01-03T04:02:29Z,2740000,False,-16.0,13.0,1,right,D. Sabonis driving reverse Layup (9 PTS),[1627734],1610612758.0,SAC,driving reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,2.08,Made,,,,,,,9.0,,,,,,,,
280,PT06M00.00S,2024-01-03T03:49:21.9Z,2,REGULAR,3pt,Jump Shot,[],1641733,28.728646517739815,20.34313725490196,1610612766,35,36,2024-01-03T03:49:28Z,2750000,False,148.0,218.0,1,left,N. Smith Jr. 26' 3PT  (6 PTS) (M. Bridges 2 AST),"[1641733, 1628970]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.32,Made,,,,,,,6.0,,,,M. Bridges,1628970.0,2.0,,
284,PT05M49.00S,2024-01-03T03:49:35.2Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612758,35,36,2024-01-03T03:49:46Z,2770000,False,,,0,,I. Smith shooting personal FOUL (1 PF) (Fox 2 FT),"[202397, 1628368]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,,,,Fox,1628368.0
286,PT05M49.00S,2024-01-03T03:49:58.7Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,36,36,2024-01-03T03:50:33Z,2790000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
287,PT05M49.00S,2024-01-03T03:49:59.3Z,2,REGULAR,substitution,out,[],1628998,,,1610612758,36,36,2024-01-03T03:50:04Z,2800000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT05M49.00S,2024-01-03T03:49:59.3Z,2,REGULAR,substitution,in,[],1631121,,,1610612758,36,36,2024-01-03T03:50:04Z,2810000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT05M49.00S,2024-01-03T03:49:58.7Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,36,36,2024-01-03T03:50:33Z,2820000,False,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
290,PT05M46.00S,2024-01-03T03:50:01.7Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,36,36,2024-01-03T03:50:33Z,2830000,False,,,0,,N. Richards REBOUND (Off:0 Def:4),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,289.0,4.0,4.0,0.0,,,,,,,,,
291,PT05M36.00S,2024-01-03T03:50:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.389618922470433,48.529411764705884,1610612766,36,38,2024-01-03T03:50:33Z,2840000,False,7.0,8.0,1,left,M. Bridges driving Layup (10 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,1.06,Made,,,,,,,10.0,,,,,,,,
292,PT05M14.00S,2024-01-03T03:50:48.8Z,2,REGULAR,3pt,Jump Shot,[],1628368,67.49342969776609,61.51960784313726,1610612758,36,38,2024-01-03T03:50:57Z,2850000,False,58.0,253.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,25.96,Missed,,,,,,,,,,,,,,,
293,PT05M12.00S,2024-01-03T03:50:51.7Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612758,36,38,2024-01-03T03:50:51Z,2860000,False,,,0,,C. Duarte REBOUND (Off:3 Def:1),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,292.0,4.0,1.0,3.0,,,,,,,,,
294,PT05M12.00S,2024-01-03T03:50:58.8Z,2,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,36,38,2024-01-03T03:51:04Z,2870000,False,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (5 TO),[1627734],1610612758.0,SAC,lost ball,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,5.0,,,,,,,,,,,,1628953.0,,,,,,,
295,PT04M45.00S,2024-01-03T03:51:29.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202397,7.966491458607096,14.950980392156863,1610612766,36,38,2024-01-03T04:04:18Z,2880000,False,175.0,22.0,1,left,MISS I. Smith 17' fadeaway Shot,[202397],1610612766.0,CHA,fadeaway,,,Smith,I. Smith,,,,,Mid-Range,16-24 Right,,,,17.66,Missed,,,,,,,,,,,,,,,
296,PT04M42.00S,2024-01-03T03:51:32.7Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,36,38,2024-01-03T03:58:01Z,2890000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,,,,,,,,295.0,1.0,1.0,0.0,,,,,,,,,
297,PT04M42.00S,2024-01-03T03:51:34.8Z,2,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,36,38,2024-01-03T03:51:47Z,2900000,False,,,0,,K. Murray bad pass out-of-bounds TURNOVER (1 TO),[1631099],1610612758.0,SAC,bad pass,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,1628953.0,,,,,,,
298,PT04M42.00S,2024-01-03T03:51:43.5Z,2,REGULAR,substitution,out,[],1641733,,,1610612766,36,38,2024-01-03T03:51:47Z,2910000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M42.00S,2024-01-03T03:51:43.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,36,38,2024-01-03T03:51:47Z,2920000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M32.00S,2024-01-03T03:52:00.7Z,2,REGULAR,foul,personal,[],1631099,,,1610612766,36,38,2024-01-03T03:52:11Z,2930000,False,,,0,,K. Murray personal FOUL (2 PF),"[1631099, 1628970]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627524.0,2.0,0.0,,,,Bridges,1628970.0
303,PT04M25.00S,2024-01-03T03:52:32.0Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612766,36,38,2024-01-03T04:05:42Z,2950000,False,,,0,,I. Smith bad pass TURNOVER (3 TO),"[202397, 203084]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,Above the Break 3,24+ Center,3.0,Barnes,203084.0,,,,,,,,,,,,,,,,,
304,PT04M25.00S,2024-01-03T03:52:32.0Z,2,REGULAR,steal,,[],203084,,,1610612758,36,38,2024-01-03T03:52:34Z,2960000,False,,,0,,H. Barnes STEAL (2 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
305,PT04M04.00S,2024-01-03T03:52:51.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,92.59198423127464,51.71568627450981,1610612758,38,38,2024-01-03T03:53:06Z,2970000,False,9.0,17.0,1,right,D. Sabonis driving Layup (11 PTS) (K. Murray 1 AST),"[1627734, 1631099]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.91,Made,,,,,,,11.0,,,,K. Murray,1631099.0,1.0,,
307,PT03M48.00S,2024-01-03T03:53:08.2Z,2,REGULAR,2pt,Jump Shot,[],202397,19.92444152431012,76.22549019607843,1610612766,38,40,2024-01-03T04:06:35Z,2990000,False,-131.0,135.0,1,left,I. Smith 18' step back Jump Shot (2 PTS),[202397],1610612766.0,CHA,step back,,,Smith,I. Smith,,,,,Mid-Range,16-24 Left Center,,,,18.8,Made,,,,,,,2.0,,,,,,,,
308,PT03M32.00S,2024-01-03T03:53:23.9Z,2,REGULAR,2pt,Jump Shot,[],1628368,78.26872536136662,48.77450980392157,1610612758,40,40,2024-01-03T04:06:47Z,3000000,False,-6.0,152.0,1,right,D. Fox 15' driving floating Jump Shot (3 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,,15.19,Made,,,,,,,3.0,,,,D. Sabonis,1627734.0,1.0,,
310,PT03M17.00S,2024-01-03T03:53:38.2Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612766,40,40,2024-01-03T04:15:55Z,3020000,False,,,0,,I. Smith bad pass TURNOVER (4 TO),"[202397, 1628368]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,4.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
311,PT03M17.00S,2024-01-03T03:53:38.2Z,2,REGULAR,steal,,[],1628368,,,1610612758,40,40,2024-01-03T04:15:48Z,3030000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT03M08.00S,2024-01-03T03:53:50.6Z,2,REGULAR,foul,offensive,[],1627734,,,1610612758,40,40,2024-01-03T03:54:04Z,3040000,False,,,0,,D. Sabonis offensive FOUL (2 PF),"[1627734, 1629023]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,204059.0,2.0,1.0,,,,Washington,1629023.0
314,PT03M08.00S,2024-01-03T03:53:50.6Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,40,40,2024-01-03T03:53:50Z,3060000,False,,,0,,D. Sabonis offensive foul TURNOVER (6 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,6.0,,,,,,,,,,,,204059.0,,,,,,,
315,PT03M08.00S,2024-01-03T03:54:04.8Z,2,REGULAR,substitution,out,[],1631121,,,1610612766,40,40,2024-01-03T03:54:19Z,3070000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M08.00S,2024-01-03T03:54:04.8Z,2,REGULAR,substitution,out,[],202397,,,1610612766,40,40,2024-01-03T03:54:19Z,3080000,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M08.00S,2024-01-03T03:54:04.8Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,40,40,2024-01-03T03:54:19Z,3090000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M08.00S,2024-01-03T03:54:04.8Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,40,40,2024-01-03T03:54:19Z,3100000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M55.00S,2024-01-03T03:54:33.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,32.276609724047304,34.068627450980394,1610612766,40,40,2024-01-03T03:54:40Z,3110000,False,80.0,251.0,1,left,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,26.33,Missed,,,,,,,,,,,,,,,
320,PT02M52.00S,2024-01-03T03:54:35.7Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,40,40,2024-01-03T03:54:35Z,3120000,False,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,319.0,4.0,4.0,0.0,,,,,,,,,
321,PT02M46.00S,2024-01-03T03:54:41.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631099,92.9862023653088,49.50980392156863,1610612758,42,40,2024-01-03T04:08:45Z,3130000,False,-2.0,13.0,1,right,K. Murray running DUNK (5 PTS) (D. Fox 5 AST),"[1631099, 1628368]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1.36,Made,,,,,,,5.0,,,,D. Fox,1628368.0,5.0,,
323,PT02M32.00S,2024-01-03T03:54:55.1Z,2,REGULAR,3pt,Jump Shot,[],1628998,6.652431011826544,94.11764705882352,1610612766,42,40,2024-01-03T03:55:01Z,3150000,False,-221.0,10.0,1,left,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,22.08,Missed,,,,,,,,,,,,,,,
324,PT02M29.00S,2024-01-03T03:54:58.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,42,40,2024-01-03T03:54:58Z,3160000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Left Corner 3,24+ Left,,,,,,,,323.0,7.0,6.0,1.0,,,,,,,,,
325,PT02M24.00S,2024-01-03T03:55:04.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,69.72733245729303,26.96078431372549,1610612758,45,40,2024-01-03T03:55:09Z,3170000,False,-115.0,232.0,1,right,D. Fox 25' 3PT running (6 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,25.91,Made,,,,,,,6.0,,,,,,,,
326,PT02M01.00S,2024-01-03T03:55:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.652431011826544,51.225490196078425,1610612766,45,42,2024-01-03T03:55:36Z,3180000,False,-6.0,10.0,1,left,M. Bridges driving reverse Layup (12 PTS) (T. Rozier 2 AST),"[1628970, 1626179]",1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,1.17,Made,,,,,,,12.0,,,,T. Rozier,1626179.0,2.0,,
328,PT01M53.00S,2024-01-03T03:55:35.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,90.88370565045992,48.28431372549019,1610612758,45,42,2024-01-03T04:09:33Z,3200000,False,-9.0,33.0,1,right,MISS D. Fox driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,,,,,,,,,,,,,,,
329,PT01M52.00S,2024-01-03T03:55:36.1Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,45,42,2024-01-03T03:55:40Z,3210000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,328.0,8.0,6.0,2.0,,,,,,,,,
330,PT01M52.00S,2024-01-03T03:55:37.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,93.38042049934296,47.30392156862745,1610612758,47,42,2024-01-03T04:09:45Z,3220000,False,-13.0,10.0,1,right,D. Sabonis putback Layup (13 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1.66,Made,,,,,,,13.0,,,,,,,,
331,PT01M52.00S,2024-01-03T03:55:42.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,47,42,2024-01-03T03:55:42Z,3230000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M52.00S,2024-01-03T03:57:30.7Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,47,42,2024-01-03T03:58:44Z,3240000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M52.00S,2024-01-03T03:57:30.7Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,47,42,2024-01-03T03:58:44Z,3250000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M41.00S,2024-01-03T03:59:09.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,47,42,2024-01-03T03:59:09Z,3260000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M30.00S,2024-01-03T04:00:48.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,15.456636005256241,37.254901960784316,1610612766,47,42,2024-01-03T04:10:18Z,3270000,False,64.0,93.0,1,left,MISS P. Washington 11' driving Hook,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,,,,11.26,Missed,,,,,,,,,,,,,,,
336,PT01M27.00S,2024-01-03T04:00:51.6Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,47,42,2024-01-03T04:11:07Z,3280000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,335.0,1.0,1.0,0.0,,,,,,,,,
337,PT01M14.00S,2024-01-03T04:01:05.6Z,2,REGULAR,3pt,Jump Shot,[],1628368,92.32917214191852,97.05882352941177,1610612758,47,42,2024-01-03T04:01:11Z,3290000,False,235.0,20.0,1,right,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,23.61,Missed,,,,,,,,,,,,,,,
338,PT01M11.00S,2024-01-03T04:01:08.6Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,47,42,2024-01-03T04:01:11Z,3300000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,,,,,,,,337.0,3.0,3.0,0.0,,,,,,,,,
339,PT01M01.00S,2024-01-03T04:01:18.1Z,2,REGULAR,3pt,Jump Shot,[],1629023,14.273981603153747,2.2058823529411766,1610612766,47,42,2024-01-03T04:01:46Z,3310000,False,239.0,82.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,25.26,Missed,,,,,,,,,,,,,,,
340,PT01M01.00S,2024-01-03T04:01:18.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,47,42,2024-01-03T04:01:46Z,3320000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,339.0,,,,,,,,,,,,
342,PT00M50.90S,2024-01-03T04:01:47.8Z,2,REGULAR,3pt,Jump Shot,[],1630537,66.70499342969777,45.09803921568628,1610612758,47,42,2024-01-03T04:12:12Z,3340000,False,-25.0,260.0,1,right,MISS C. Duarte 26' step back 3PT,[1630537],1610612758.0,SAC,step back,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,26.16,Missed,,,,,,,,,,,,,,,
343,PT00M48.60S,2024-01-03T04:01:50.1Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,47,42,2024-01-03T04:12:07Z,3350000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,342.0,9.0,6.0,3.0,,,,,,,,,
344,PT00M40.00S,2024-01-03T04:01:52.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,70.38436268068331,71.32352941176471,1610612758,50,42,2024-01-03T04:01:56Z,3360000,False,107.0,226.0,1,right,D. Fox 24' 3PT  (9 PTS) (C. Duarte 3 AST),"[1628368, 1630537]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,24.98,Made,,,,,,,9.0,,,,C. Duarte,1630537.0,3.0,,
347,PT00M28.80S,2024-01-03T04:02:08.1Z,2,REGULAR,3pt,Jump Shot,[],1626179,23.99802890932983,11.76470588235294,1610612766,50,45,2024-01-03T04:02:18Z,3380000,False,191.0,173.0,1,left,T. Rozier 25' 3PT step back (15 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,25.79,Made,,,,,,,15.0,,,,,,,,
348,PT00M03.30S,2024-01-03T04:02:41.5Z,2,REGULAR,3pt,Jump Shot,[],1631099,68.15045992115637,63.725490196078425,1610612758,50,45,2024-01-03T04:12:43Z,3390000,False,69.0,247.0,1,right,MISS K. Murray 25' step back 3PT,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,25.63,Missed,,,,,,,,,,,,,,,
349,PT00M01.70S,2024-01-03T04:02:44.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,50,45,2024-01-03T04:02:44Z,3400000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,348.0,,,,,,,,,,,,
351,PT00M00.00S,2024-01-03T04:02:58.0Z,2,REGULAR,period,end,[],0,,,1610612766,50,45,2024-01-03T04:02:58Z,3420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2024-01-03T04:17:50.4Z,3,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,50,45,2024-01-03T04:18:07Z,3430000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2024-01-03T04:17:50.4Z,3,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,50,45,2024-01-03T04:18:07Z,3440000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2024-01-03T04:17:50.4Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,50,45,2024-01-03T04:18:07Z,3450000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2024-01-03T04:17:50.4Z,3,REGULAR,substitution,in,['startperiod'],1631121,,,1610612766,50,45,2024-01-03T04:18:07Z,3460000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2024-01-03T04:18:13.8Z,3,REGULAR,period,start,[],0,,,1610612758,50,45,2024-01-03T04:18:13Z,3470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M38.00S,2024-01-03T04:18:34.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.521024967148489,50.73529411764706,1610612758,52,45,2024-01-03T04:18:41Z,3480000,False,-4.0,9.0,1,left,D. Sabonis Layup (15 PTS) (D. Fox 6 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,,,15.0,,,,D. Fox,1628368.0,6.0,,
359,PT11M11.00S,2024-01-03T04:19:01.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,87.07293035479631,49.50980392156863,1610612766,52,47,2024-01-03T04:19:19Z,3500000,False,-2.0,69.0,1,right,C. Martin 6' driving floating Jump Shot (2 PTS),[1628998],1610612766.0,CHA,driving floating,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,6.9,Made,,,,,,,2.0,,,,,,,,
