actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
349,PT11M44.00S,2024-03-30T03:20:11.4Z,3,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,60,51,2024-03-30T03:20:40Z,3320000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT11M41.00S,2024-03-30T03:20:14.4Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,60,51,2024-03-30T03:20:40Z,3330000,False,,,0,,K. Murray REBOUND (Off:0 Def:4),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,349.0,4.0,4.0,0.0,,,,,,
351,PT11M23.00S,2024-03-30T03:20:56.4Z,3,REGULAR,turnover,lost ball,[],1627734,,,1610612758,60,51,2024-03-30T03:21:03Z,3340000,False,,,0,,D. Sabonis lost ball TURNOVER (2 TO),"[1627734, 1629029]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,Doncic,1629029.0,,,,,,,,,,,,,,
352,PT11M23.00S,2024-03-30T03:20:56.4Z,3,REGULAR,steal,,[],1629029,,,1610612742,60,51,2024-03-30T03:26:53Z,3350000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT11M11.00S,2024-03-30T03:21:08.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,29.25427069645204,25.49019607843137,1610612742,60,54,2024-03-30T03:21:14Z,3360000,False,123.0,222.0,1,left,P. Washington 25' 3PT  (4 PTS) (L. Doncic 7 AST),"[1629023, 1629029]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.4,Made,4.0,,,,L. Doncic,1629029.0,7.0,,,,,,,,,,,
355,PT10M53.00S,2024-03-30T03:21:26.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,92.9862023653088,44.6078431372549,1610612758,60,54,2024-03-30T03:21:31Z,3380000,False,-27.0,13.0,1,right,MISS D. Sabonis DUNK,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
356,PT10M51.00S,2024-03-30T03:21:28.6Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612742,60,54,2024-03-30T03:21:31Z,3390000,False,,,0,,D. Gafford REBOUND (Off:0 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,355.0,4.0,4.0,0.0,,,,,,
357,PT10M43.00S,2024-03-30T03:21:37.0Z,3,REGULAR,3pt,Jump Shot,[],1629023,25.706307490144546,16.666666666666664,1610612742,60,54,2024-03-30T03:21:44Z,3400000,False,167.0,189.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
358,PT10M39.00S,2024-03-30T03:21:41.0Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,60,54,2024-03-30T03:21:44Z,3410000,False,,,0,,K. Murray REBOUND (Off:0 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,357.0,5.0,5.0,0.0,,,,,,
359,PT10M31.00S,2024-03-30T03:21:48.4Z,3,REGULAR,3pt,Jump Shot,[],1628368,67.88764783180025,55.88235294117647,1610612758,63,54,2024-03-30T03:21:56Z,3420000,False,29.0,249.0,1,right,D. Fox 25' 3PT step back (15 PTS) (D. Sabonis 8 AST),"[1628368, 1627734]",1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.11,Made,15.0,,,,D. Sabonis,1627734.0,8.0,,,,,,,,,,,
361,PT10M13.00S,2024-03-30T03:22:06.6Z,3,REGULAR,2pt,Jump Shot,[],202681,11.514454664914586,76.47058823529412,1610612742,63,56,2024-03-30T03:22:12Z,3440000,False,-132.0,56.0,1,left,K. Irving 14' fadeaway Jump Shot (16 PTS),[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,14.36,Made,16.0,,,,,,,,,,,,,,,,,
362,PT09M50.00S,2024-03-30T03:22:30.0Z,3,REGULAR,turnover,lost ball,[],1627734,,,1610612758,63,56,2024-03-30T03:22:33Z,3450000,False,,,0,,D. Sabonis lost ball TURNOVER (3 TO),"[1627734, 1629655]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,Gafford,1629655.0,,,,,,,,,,,,,,
363,PT09M50.00S,2024-03-30T03:22:30.0Z,3,REGULAR,steal,,[],1629655,,,1610612742,63,56,2024-03-30T03:22:32Z,3460000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
364,PT09M44.00S,2024-03-30T03:22:38.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,8.09789750328515,42.64705882352941,1610612742,63,58,2024-03-30T03:22:47Z,3470000,False,37.0,24.0,1,left,D. Jones Jr. running Layup (7 PTS),[1627884],1610612742.0,DAL,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,4.37,Made,7.0,,,,,,,,,,,,,,,,,
365,PT09M44.00S,2024-03-30T03:22:45.4Z,3,REGULAR,foul,personal,['1freethrow'],1631099,,,1610612742,63,58,2024-03-30T03:22:55Z,3480000,False,,,0,,K. Murray shooting personal FOUL (3 PF) (Jones Jr. 1 FT),"[1631099, 1627884]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,,,,,3.0,0.0,Jones Jr.,1627884.0,,
367,PT09M44.00S,2024-03-30T03:23:06.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627884,,,1610612742,63,58,2024-03-30T03:23:12Z,3500000,False,,,0,,MISS D. Jones Jr. Free Throw 1 of 1,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
368,PT09M40.00S,2024-03-30T03:23:10.4Z,3,REGULAR,rebound,defensive,[],1631165,,,1610612758,63,58,2024-03-30T03:23:12Z,3510000,False,,,0,,K. Ellis REBOUND (Off:0 Def:3),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,367.0,3.0,3.0,0.0,,,,,,
404,PT09M34.00S,2024-03-30T03:23:38.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,93.64323258869908,50.98039215686274,1610612758,63,58,2024-03-30T03:31:42Z,3539062,False,5.0,7.0,1,right,MISS K. Murray DUNK - blocked,"[1631099, 1629655]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
405,PT09M34.00S,2024-03-30T03:23:38.8Z,3,REGULAR,block,,[],1629655,,,1610612758,63,58,2024-03-30T03:29:59Z,3539531,False,,,0,,D. Gafford BLOCK (3 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
406,PT09M33.00S,2024-03-30T03:23:39.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,63,58,2024-03-30T03:31:42Z,3539765,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,404.0,,,,,,,,,
371,PT09M31.00S,2024-03-30T03:23:47.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,63,58,2024-03-30T03:29:59Z,3540000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M19.00S,2024-03-30T03:26:35.6Z,3,REGULAR,2pt,Jump Shot,[],1629029,18.2161629434954,29.166666666666668,1610612742,63,60,2024-03-30T03:26:46Z,3580000,False,104.0,119.0,1,left,L. Doncic 15' step back Jump Shot (15 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,15.79,Made,15.0,,,,,,,,,,,,,,,,,
376,PT08M52.00S,2024-03-30T03:27:01.4Z,3,REGULAR,3pt,Jump Shot,[],203084,66.5735873850197,38.970588235294116,1610612758,63,60,2024-03-30T03:27:09Z,3590000,False,-55.0,262.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,26.74,Missed,,,,,,,,,,,,,,,,,,
377,PT08M50.00S,2024-03-30T03:27:07.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,63,60,2024-03-30T03:27:07Z,3600000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,376.0,,,,,,,,,
379,PT08M37.00S,2024-03-30T03:27:24.3Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,63,60,2024-03-30T03:27:27Z,3620000,False,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1628368]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,3.0,Fox,1628368.0,,,,,,,,,,,,,,
380,PT08M37.00S,2024-03-30T03:27:24.3Z,3,REGULAR,steal,,[],1628368,,,1610612758,63,60,2024-03-30T03:35:45Z,3630000,False,,,0,,D. Fox STEAL (2 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
381,PT08M32.00S,2024-03-30T03:27:29.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628368,77.7431011826544,9.068627450980392,1610612758,63,60,2024-03-30T03:27:38Z,3640000,False,-205.0,157.0,1,right,MISS D. Fox 25' running 3PT,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
382,PT08M28.00S,2024-03-30T03:27:33.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,63,60,2024-03-30T03:27:35Z,3650000,False,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,381.0,5.0,5.0,0.0,,,,,,
385,PT08M15.00S,2024-03-30T03:27:56.9Z,3,REGULAR,foul,personal,[],1628368,,,1610612742,63,60,2024-03-30T03:28:19Z,3680000,False,,,0,,D. Fox personal FOUL (2 PF),"[1628368, 1629029]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202035.0,,,,,2.0,0.0,Doncic,1629029.0,,
387,PT08M11.00S,2024-03-30T03:28:07.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,8.360709592641262,36.76470588235294,1610612742,63,60,2024-03-30T03:34:00Z,3700000,False,66.0,26.0,1,left,MISS L. Doncic 7' floating Shot,[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
388,PT08M09.00S,2024-03-30T03:28:09.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,63,60,2024-03-30T03:28:09Z,3710000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,387.0,8.0,7.0,1.0,,,,,,
389,PT08M03.00S,2024-03-30T03:28:16.1Z,3,REGULAR,2pt,Jump Shot,[],1631099,92.46057818659659,90.44117647058823,1610612758,63,60,2024-03-30T03:28:23Z,3720000,False,202.0,18.0,1,right,MISS K. Murray 20' Jump Shot,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right,20.3,Missed,,,,,,,,,,,,,,,,,,
390,PT08M00.00S,2024-03-30T03:28:19.1Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,63,60,2024-03-30T03:28:23Z,3730000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right,,,,,,,,,,,389.0,4.0,4.0,0.0,,,,,,
391,PT07M49.00S,2024-03-30T03:28:29.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,10.5946123521682,50.98039215686274,1610612742,63,60,2024-03-30T03:34:50Z,3740000,False,-5.0,47.0,1,left,MISS D. Gafford driving floating Shot,[1629655],1610612742.0,DAL,driving floating,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,,,,,,,,,,
392,PT07M47.00S,2024-03-30T03:28:31.4Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612742,63,60,2024-03-30T03:28:34Z,3750000,False,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,391.0,5.0,4.0,1.0,,,,,,
393,PT07M46.00S,2024-03-30T03:28:32.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,8.623521681997373,50.0,1610612742,63,60,2024-03-30T03:35:36Z,3760000,False,0.0,29.0,1,left,MISS D. Gafford putback Layup,[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
394,PT07M44.00S,2024-03-30T03:28:34.6Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,63,60,2024-03-30T03:28:36Z,3770000,False,,,0,,K. Murray REBOUND (Off:0 Def:6),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,393.0,6.0,6.0,0.0,,,,,,
395,PT07M38.00S,2024-03-30T03:28:42.7Z,3,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612758,63,60,2024-03-30T03:28:56Z,3780000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1629023, 1627734]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,,,,,2.0,0.0,Sabonis,1627734.0,,
397,PT07M38.00S,2024-03-30T03:29:15.3Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,63,60,2024-03-30T03:29:15Z,3800000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
398,PT07M38.00S,2024-03-30T03:29:15.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,63,60,2024-03-30T03:29:15Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,
399,PT07M38.00S,2024-03-30T03:29:17.1Z,3,REGULAR,substitution,out,[],1627884,,,1610612758,63,60,2024-03-30T03:29:31Z,3820000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M38.00S,2024-03-30T03:29:17.1Z,3,REGULAR,substitution,out,[],1629655,,,1610612758,63,60,2024-03-30T03:29:31Z,3830000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M38.00S,2024-03-30T03:29:17.1Z,3,REGULAR,substitution,in,[],1641726,,,1610612758,63,60,2024-03-30T03:29:31Z,3840000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M38.00S,2024-03-30T03:29:17.1Z,3,REGULAR,substitution,in,[],203957,,,1610612758,63,60,2024-03-30T03:29:31Z,3850000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M38.00S,2024-03-30T03:29:43.8Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,64,60,2024-03-30T03:29:43Z,3860000,False,,,0,,D. Sabonis Free Throw 2 of 2 (9 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
407,PT07M22.00S,2024-03-30T03:30:01.3Z,3,REGULAR,3pt,Jump Shot,[],202681,22.026938239159,10.53921568627451,1610612742,64,60,2024-03-30T03:30:05Z,3870000,False,197.0,155.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
408,PT07M19.00S,2024-03-30T03:30:04.3Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,64,60,2024-03-30T03:30:05Z,3880000,False,,,0,,D. Fox REBOUND (Off:1 Def:5),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,407.0,6.0,5.0,1.0,,,,,,
409,PT07M07.00S,2024-03-30T03:30:15.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,93.51182654402102,54.90196078431373,1610612758,64,60,2024-03-30T03:30:33Z,3890000,False,25.0,8.0,1,right,MISS K. Murray driving Layup,[1631099],1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
410,PT07M05.00S,2024-03-30T03:30:18.0Z,3,REGULAR,rebound,defensive,[],203957,,,1610612742,64,60,2024-03-30T03:30:18Z,3900000,False,,,0,,D. Exum REBOUND (Off:0 Def:1),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,409.0,1.0,1.0,0.0,,,,,,
411,PT07M00.00S,2024-03-30T03:30:23.1Z,3,REGULAR,turnover,lost ball,[],202681,,,1610612742,64,60,2024-03-30T03:30:35Z,3910000,False,,,0,,K. Irving lost ball TURNOVER (2 TO),"[202681, 1628368]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,,,,2.0,Fox,1628368.0,,,,,,,,,,,,,,
413,PT07M00.00S,2024-03-30T03:30:23.1Z,3,REGULAR,steal,,[],1628368,,,1610612758,64,60,2024-03-30T03:30:25Z,3920000,False,,,0,,D. Fox STEAL (3 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
414,PT06M57.00S,2024-03-30T03:30:29.0Z,3,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612758,64,60,2024-03-30T03:30:42Z,3930000,False,,,0,,L. Doncic shooting personal FOUL (1 PF) (Ellis 2 FT),"[1629029, 1631165]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Ellis,1631165.0,,
416,PT06M57.00S,2024-03-30T03:31:04.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631165,,,1610612758,65,60,2024-03-30T03:31:04Z,3950000,False,,,0,,K. Ellis Free Throw 1 of 2 (12 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
417,PT06M57.00S,2024-03-30T03:31:28.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631165,,,1610612758,66,60,2024-03-30T03:31:28Z,3960000,False,,,0,,K. Ellis Free Throw 2 of 2 (13 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
418,PT06M36.00S,2024-03-30T03:31:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,6.258212877792378,43.872549019607845,1610612742,66,60,2024-03-30T03:39:23Z,3970000,False,31.0,6.0,1,left,MISS D. Lively II Layup,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
419,PT06M34.00S,2024-03-30T03:31:53.5Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,66,60,2024-03-30T03:39:23Z,3980000,False,,,0,,H. Barnes REBOUND (Off:2 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,418.0,5.0,3.0,2.0,,,,,,
420,PT06M28.00S,2024-03-30T03:32:02.0Z,3,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,66,60,2024-03-30T03:40:40Z,3990000,False,,,0,,H. Barnes lost ball out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,lost ball,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,1662.0,,,,,,,,,,
421,PT06M14.00S,2024-03-30T03:32:26.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202681,5.863994743758213,71.56862745098039,1610612742,66,60,2024-03-30T03:41:17Z,4000000,False,-108.0,3.0,1,left,MISS K. Irving 10' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,10.78,Missed,,,,,,,,,,,,,,,,,,
422,PT06M12.00S,2024-03-30T03:32:28.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,66,60,2024-03-30T03:32:52Z,4010000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,421.0,9.0,8.0,1.0,,,,,,
423,PT06M08.00S,2024-03-30T03:32:35.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628368,94.03745072273325,43.13725490196079,1610612758,66,60,2024-03-30T03:42:14Z,4020000,False,-34.0,4.0,1,right,MISS D. Fox running Layup,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
424,PT06M07.00S,2024-03-30T03:32:36.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,66,60,2024-03-30T03:33:15Z,4030000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,423.0,,,,,,,,,
426,PT06M07.00S,2024-03-30T03:32:43.5Z,3,REGULAR,substitution,out,[],202681,,,1610612742,66,60,2024-03-30T03:32:59Z,4050000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M07.00S,2024-03-30T03:32:43.5Z,3,REGULAR,substitution,in,[],203501,,,1610612742,66,60,2024-03-30T03:32:59Z,4060000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M54.00S,2024-03-30T03:33:03.6Z,3,REGULAR,3pt,Jump Shot,[],203957,27.020367936925098,18.627450980392158,1610612742,66,60,2024-03-30T03:33:10Z,4070000,False,157.0,201.0,1,left,MISS D. Exum 25' 3PT,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
429,PT05M49.00S,2024-03-30T03:33:08.6Z,3,REGULAR,rebound,defensive,[],1631165,,,1610612758,66,60,2024-03-30T03:33:10Z,4080000,False,,,0,,K. Ellis REBOUND (Off:0 Def:4),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,428.0,4.0,4.0,0.0,,,,,,
430,PT05M41.00S,2024-03-30T03:33:16.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,86.02168199737189,43.38235294117647,1610612758,68,60,2024-03-30T03:33:26Z,4090000,False,-33.0,79.0,1,right,D. Sabonis 8' step back Jump Shot (11 PTS),[1627734],1610612758.0,SAC,step back,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,8.56,Made,11.0,,,,,,,,,,,,,,,,,
431,PT05M22.00S,2024-03-30T03:33:37.2Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612742,68,60,2024-03-30T03:33:47Z,4100000,False,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Lively II 2 FT),"[1627734, 1641726]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,3.0,0.0,Lively II,1641726.0,,
433,PT05M22.00S,2024-03-30T03:34:02.4Z,3,REGULAR,freethrow,1 of 2,[],1641726,,,1610612742,68,60,2024-03-30T03:34:02Z,4120000,False,,,0,,MISS D. Lively II Free Throw 1 of 2,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
434,PT05M22.00S,2024-03-30T03:34:02.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,68,60,2024-03-30T03:34:02Z,4130000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,433.0,,,,,,,,,
435,PT05M22.00S,2024-03-30T03:34:04.6Z,3,REGULAR,substitution,out,[],1628368,,,1610612742,68,60,2024-03-30T03:34:21Z,4140000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M22.00S,2024-03-30T03:34:04.6Z,3,REGULAR,substitution,out,[],1631165,,,1610612742,68,60,2024-03-30T03:34:21Z,4150000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
