actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
597,PT07M27.00S,2023-10-30T03:11:08.3Z,4,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612758,99,99,2023-10-30T03:11:27Z,5780000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Murray 1 FT),"[1629216, 1631099]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Murray,1631099.0
599,PT07M27.00S,2023-10-30T03:11:26.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,99,99,2023-10-30T03:11:26Z,5800000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M27.00S,2023-10-30T03:11:29.7Z,4,REGULAR,substitution,out,[],1628368,,,1610612758,99,99,2023-10-30T03:13:09Z,5810000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M27.00S,2023-10-30T03:11:29.7Z,4,REGULAR,substitution,out,[],1629216,,,1610612758,99,99,2023-10-30T03:13:09Z,5820000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M27.00S,2023-10-30T03:11:29.7Z,4,REGULAR,substitution,out,[],1629060,,,1610612758,99,99,2023-10-30T03:13:09Z,5830000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M27.00S,2023-10-30T03:11:29.7Z,4,REGULAR,substitution,in,[],1630558,,,1610612758,99,99,2023-10-30T03:13:09Z,5840000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M27.00S,2023-10-30T03:11:29.7Z,4,REGULAR,substitution,in,[],2544,,,1610612758,99,99,2023-10-30T03:13:09Z,5850000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT07M27.00S,2023-10-30T03:11:29.7Z,4,REGULAR,substitution,in,[],1630559,,,1610612758,99,99,2023-10-30T03:13:09Z,5860000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT07M27.00S,2023-10-30T03:13:28.5Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1631099,,,1610612758,100,99,2023-10-30T03:13:28Z,5870000,False,,,0,,K. Murray Free Throw 1 of 1 (8 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
607,PT07M08.00S,2023-10-30T03:13:50.5Z,4,REGULAR,3pt,Jump Shot,[],2544,27.414586070959263,81.61764705882352,1610612747,100,99,2023-10-30T03:14:32Z,5880000,False,-158.0,205.0,1,left,MISS L. James 25' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,25.9,Missed,,,,,,,,,,,,,,,
608,PT07M08.00S,2023-10-30T03:13:50.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,100,99,2023-10-30T03:13:55Z,5890000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,607.0,,,,,,,,,,,,,
610,PT07M05.00S,2023-10-30T03:14:18.5Z,4,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612747,100,99,2023-10-30T03:14:44Z,5910000,False,,,0,,D. Sabonis shooting personal FOUL (5 PF) (Davis 2 FT),"[1627734, 203076]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,5.0,0.0,Davis,203076.0
612,PT07M05.00S,2023-10-30T03:15:00.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,100,100,2023-10-30T03:15:00Z,5930000,False,,,0,,A. Davis Free Throw 1 of 2 (25 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,,
613,PT07M05.00S,2023-10-30T03:15:18.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,100,101,2023-10-30T03:15:18Z,5940000,False,,,0,,A. Davis Free Throw 2 of 2 (26 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,26.0,,,,,,,,,,,,,,
614,PT06M51.00S,2023-10-30T03:15:33.8Z,4,REGULAR,3pt,Jump Shot,[],1628989,65.25952693823915,50.98039215686274,1610612758,100,101,2023-10-30T03:15:38Z,5950000,False,5.0,274.0,1,right,MISS K. Huerter 27' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,27.41,Missed,,,,,,,,,,,,,,,
615,PT06M48.00S,2023-10-30T03:15:36.8Z,4,REGULAR,rebound,defensive,[],1626156,,,1610612747,100,101,2023-10-30T03:15:38Z,5960000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,614.0,2.0,2.0,0.0,,,,,,,,,,
616,PT06M43.00S,2023-10-30T03:15:45.1Z,4,REGULAR,turnover,traveling,[],2544,,,1610612747,100,101,2023-10-30T03:15:54Z,5970000,False,,,0,,L. James traveling TURNOVER (5 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,5.0,,,,,,,,,,,,,,,2714.0,,,,
617,PT06M43.00S,2023-10-30T03:15:54.5Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,100,101,2023-10-30T03:15:58Z,5980000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT06M43.00S,2023-10-30T03:15:54.5Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,100,101,2023-10-30T03:15:58Z,5990000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M23.00S,2023-10-30T03:16:26.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203084,92.85479632063075,71.56862745098039,1610612758,100,101,2023-10-30T03:16:30Z,6000000,False,108.0,15.0,1,right,MISS H. Barnes 10' turnaround Shot,[203084],1610612758.0,SAC,turnaround,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,,,,10.88,Missed,,,,,,,,,,,,,,,
620,PT06M21.00S,2023-10-30T03:16:28.3Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,100,101,2023-10-30T03:16:28Z,6010000,False,,,0,,L. James REBOUND (Off:0 Def:9),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,619.0,9.0,9.0,0.0,,,,,,,,,,
621,PT06M12.00S,2023-10-30T03:16:36.8Z,4,REGULAR,3pt,Jump Shot,[],2544,29.38567674113009,24.754901960784316,1610612747,100,104,2023-10-30T03:16:43Z,6020000,False,126.0,224.0,1,left,L. James 25' 3PT pullup (16 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,25.68,Made,16.0,,,,,,,,,,,,,,
622,PT05M56.00S,2023-10-30T03:16:52.9Z,4,REGULAR,3pt,Jump Shot,[],1628368,69.07030223390277,30.392156862745097,1610612758,103,104,2023-10-30T03:17:19Z,6030000,False,-98.0,238.0,1,right,D. Fox 25' 3PT step back (32 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,25.76,Made,32.0,,,,,,,,,,,,,,
623,PT05M29.00S,2023-10-30T03:17:20.5Z,4,REGULAR,3pt,Jump Shot,[],1626156,5.469776609724048,95.58823529411765,1610612747,103,104,2023-10-30T03:17:26Z,6040000,False,-228.0,-1.0,1,left,MISS D. Russell 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,,,,22.79,Missed,,,,,,,,,,,,,,,
624,PT05M25.00S,2023-10-30T03:17:24.5Z,4,REGULAR,rebound,defensive,[],1631099,,,1610612758,103,104,2023-10-30T03:17:26Z,6050000,False,,,0,,K. Murray REBOUND (Off:1 Def:5),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,,623.0,6.0,5.0,1.0,,,,,,,,,,
625,PT05M10.00S,2023-10-30T03:17:39.7Z,4,REGULAR,3pt,Jump Shot,[],1631099,68.67608409986859,32.59803921568628,1610612758,106,104,2023-10-30T03:17:51Z,6060000,False,-87.0,242.0,1,right,K. Murray 25' 3PT step back (11 PTS) (D. Sabonis 5 AST),"[1631099, 1627734]",1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,25.71,Made,11.0,,,,,,,D. Sabonis,1627734.0,5.0,,,,,
627,PT04M54.00S,2023-10-30T03:17:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,6.915243101182654,58.08823529411765,1610612747,106,104,2023-10-30T03:18:03Z,6080000,False,-40.0,13.0,1,left,MISS A. Davis Jump Shot - blocked,"[203076, 1628989]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,4.23,Missed,,,,,,Huerter,1628989.0,,,,,,,,
628,PT04M54.00S,2023-10-30T03:17:56.6Z,4,REGULAR,block,,[],1628989,,,1610612747,106,104,2023-10-30T03:17:59Z,6090000,False,,,0,,K. Huerter BLOCK (2 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT04M54.00S,2023-10-30T03:17:56.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,106,104,2023-10-30T03:18:03Z,6100000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,627.0,,,,,,,,,,,,,
631,PT04M49.00S,2023-10-30T03:18:16.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203076,12.434296977660972,47.30392156862745,1610612747,106,104,2023-10-30T03:18:22Z,6120000,False,13.0,64.0,1,left,MISS A. Davis 6' Hook,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,6.58,Missed,,,,,,,,,,,,,,,
632,PT04M47.00S,2023-10-30T03:18:18.5Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,106,104,2023-10-30T03:18:22Z,6130000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:13),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,631.0,14.0,13.0,1.0,,,,,,,,,,
633,PT04M32.00S,2023-10-30T03:18:34.5Z,4,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612758,106,104,2023-10-30T03:18:59Z,6140000,False,,,0,,T. Prince shooting personal FOUL (3 PF) (Murray 2 FT),"[1627752, 1631099]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Murray,1631099.0
635,PT04M32.00S,2023-10-30T03:18:56.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,106,104,2023-10-30T03:18:56Z,6160000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M32.00S,2023-10-30T03:20:09.6Z,4,REGULAR,substitution,out,[],1630559,,,1610612758,106,104,2023-10-30T03:20:20Z,6170000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M32.00S,2023-10-30T03:20:09.6Z,4,REGULAR,substitution,in,[],1629216,,,1610612758,106,104,2023-10-30T03:20:20Z,6180000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M32.00S,2023-10-30T03:20:34.2Z,4,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,107,104,2023-10-30T03:20:48Z,6190000,False,,,0,,K. Murray Free Throw 1 of 2 (12 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
639,PT04M32.00S,2023-10-30T03:20:34.2Z,4,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,107,104,2023-10-30T03:20:48Z,6200000,False,,,0,,MISS K. Murray Free Throw 2 of 2,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
640,PT04M29.00S,2023-10-30T03:20:37.2Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,107,104,2023-10-30T03:25:26Z,6210000,False,,,0,,L. James REBOUND (Off:0 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,639.0,10.0,10.0,0.0,,,,,,,,,,
641,PT04M13.00S,2023-10-30T03:21:04.1Z,4,REGULAR,3pt,Jump Shot,[],2544,26.363337713534822,16.911764705882355,1610612747,107,104,2023-10-30T03:21:08Z,6220000,False,165.0,195.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,25.59,Missed,,,,,,,,,,,,,,,
642,PT04M11.00S,2023-10-30T03:21:06.1Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,107,104,2023-10-30T03:21:08Z,6230000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:14),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,641.0,15.0,14.0,1.0,,,,,,,,,,
643,PT04M04.00S,2023-10-30T03:21:12.5Z,4,REGULAR,2pt,Jump Shot,[],1628368,77.87450722733246,48.529411764705884,1610612758,107,104,2023-10-30T03:21:18Z,6240000,False,-7.0,155.0,1,right,MISS D. Fox 15' step back Shot,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,,15.57,Missed,,,,,,,,,,,,,,,
644,PT04M02.00S,2023-10-30T03:21:14.5Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,107,104,2023-10-30T03:21:18Z,6250000,False,,,0,,L. James REBOUND (Off:0 Def:11),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Center,,,,,,,643.0,11.0,11.0,0.0,,,,,,,,,,
645,PT04M00.00S,2023-10-30T03:21:17.1Z,4,REGULAR,turnover,bad pass,[],2544,,,1610612747,107,104,2023-10-30T03:21:29Z,6260000,False,,,0,,L. James bad pass TURNOVER (6 TO),"[2544, 1631099]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,6.0,Murray,1631099.0,,,,,,,,,,,,,,,,,
646,PT04M00.00S,2023-10-30T03:21:17.1Z,4,REGULAR,steal,,[],1631099,,,1610612758,107,104,2023-10-30T03:21:19Z,6270000,False,,,0,,K. Murray STEAL (2 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
647,PT03M54.00S,2023-10-30T03:21:24.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203076,,,1610612758,107,104,2023-10-30T03:21:43Z,6280000,False,,,0,,A. Davis shooting personal FOUL (4 PF) (Fox 2 FT),"[203076, 1628368]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Fox,1628368.0
649,PT03M54.00S,2023-10-30T03:22:01.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,107,104,2023-10-30T03:22:01Z,6300000,False,,,0,,MISS D. Fox Free Throw 1 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
650,PT03M54.00S,2023-10-30T03:22:01.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,107,104,2023-10-30T03:22:01Z,6310000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,
651,PT03M54.00S,2023-10-30T03:22:18.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,108,104,2023-10-30T03:22:18Z,6320000,False,,,0,,D. Fox Free Throw 2 of 2 (33 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,33.0,,,,,,,,,,,,,,
652,PT03M41.00S,2023-10-30T03:22:38.4Z,4,REGULAR,foul,personal,[],1628989,,,1610612747,108,104,2023-10-30T03:23:06Z,6330000,False,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 203076]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Davis,203076.0
654,PT03M30.00S,2023-10-30T03:23:00.8Z,4,REGULAR,3pt,Jump Shot,[],203076,27.94021024967148,19.607843137254903,1610612747,108,104,2023-10-30T03:23:08Z,6350000,False,152.0,210.0,1,left,MISS A. Davis 25' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,25.93,Missed,,,,,,,,,,,,,,,
655,PT03M28.00S,2023-10-30T03:23:05.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,108,104,2023-10-30T03:23:05Z,6360000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,654.0,,,,,,,,,,,,,
656,PT03M19.00S,2023-10-30T03:23:27.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,5.732588699080158,1.9607843137254901,1610612747,108,104,2023-10-30T03:23:35Z,6370000,False,240.0,1.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,24.02,Missed,,,,,,,,,,,,,,,
657,PT03M19.00S,2023-10-30T03:23:27.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,108,104,2023-10-30T03:23:35Z,6380000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,656.0,,,,,,,,,,,,,
660,PT02M59.00S,2023-10-30T03:24:09.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,91.01511169513797,44.36274509803921,1610612758,108,104,2023-10-30T03:26:54Z,6410000,False,-28.0,32.0,1,right,MISS K. Huerter turnaround Shot,[1628989],1610612758.0,SAC,turnaround,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,4.27,Missed,,,,,,,,,,,,,,,
661,PT02M59.00S,2023-10-30T03:24:11.9Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,108,104,2023-10-30T03:24:11Z,6420000,False,,,0,,A. Davis REBOUND (Off:5 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,660.0,14.0,9.0,5.0,,,,,,,,,,
663,PT02M59.00S,2023-10-30T03:24:18.9Z,4,REGULAR,foul,personal,[],1627734,,,1610612747,108,104,2023-10-30T03:24:22Z,6440000,False,,,0,,D. Sabonis personal FOUL (6 PF),"[1627734, 203076]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,6.0,0.0,Davis,203076.0
665,PT02M59.00S,2023-10-30T03:24:30.2Z,4,REGULAR,substitution,out,[],1627734,,,1610612747,108,104,2023-10-30T03:24:57Z,6460000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT02M59.00S,2023-10-30T03:24:30.2Z,4,REGULAR,substitution,in,[],1628426,,,1610612747,108,104,2023-10-30T03:24:57Z,6470000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M41.00S,2023-10-30T03:25:27.1Z,4,REGULAR,3pt,Jump Shot,[],1629216,26.888961892247043,80.14705882352942,1610612747,108,104,2023-10-30T03:25:31Z,6480000,False,-151.0,200.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,,25.07,Missed,,,,,,,,,,,,,,,
668,PT02M39.00S,2023-10-30T03:25:29.1Z,4,REGULAR,rebound,defensive,[],1628368,,,1610612758,108,104,2023-10-30T03:25:31Z,6490000,False,,,0,,D. Fox REBOUND (Off:1 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,667.0,4.0,3.0,1.0,,,,,,,,,,
669,PT02M27.00S,2023-10-30T03:25:40.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,85.62746386333771,48.28431372549019,1610612758,110,104,2023-10-30T03:25:43Z,6500000,False,-9.0,83.0,1,right,D. Fox 8' pullup Jump Shot (35 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,8.3,Made,35.0,,,,,,,,,,,,,,
670,PT02M12.00S,2023-10-30T03:25:55.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,5.601182654402102,48.77450980392157,1610612747,110,106,2023-10-30T03:26:00Z,6510000,False,6.0,0.0,1,left,L. James cutting DUNK (18 PTS) (D. Russell 7 AST),"[2544, 1626156]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,0.61,Made,18.0,,,,,,,D. Russell,1626156.0,7.0,,,,,
672,PT01M57.00S,2023-10-30T03:26:10.3Z,4,REGULAR,3pt,Jump Shot,[],1628368,67.36202365308804,49.26470588235294,1610612758,110,106,2023-10-30T03:26:16Z,6530000,False,-4.0,254.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,25.43,Missed,,,,,,,,,,,,,,,
673,PT01M55.00S,2023-10-30T03:26:12.3Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,110,106,2023-10-30T03:26:16Z,6540000,False,,,0,,A. Davis REBOUND (Off:5 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,672.0,15.0,10.0,5.0,,,,,,,,,,
674,PT01M44.00S,2023-10-30T03:26:23.0Z,4,REGULAR,3pt,Jump Shot,[],1626156,30.17411300919842,29.901960784313726,1610612747,110,106,2023-10-30T03:26:28Z,6550000,False,100.0,231.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,25.2,Missed,,,,,,,,,,,,,,,
675,PT01M41.00S,2023-10-30T03:26:26.0Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612758,110,106,2023-10-30T03:26:28Z,6560000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,674.0,4.0,4.0,0.0,,,,,,,,,,
676,PT01M36.00S,2023-10-30T03:26:32.8Z,4,REGULAR,3pt,Jump Shot,[],1631099,69.85873850197109,22.058823529411764,1610612758,113,106,2023-10-30T03:29:16Z,6570000,False,-140.0,231.0,1,right,K. Murray 26' 3PT pullup (15 PTS) (D. Fox 8 AST),"[1631099, 1628368]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,26.98,Made,15.0,,,,,,,D. Fox,1628368.0,8.0,,,,,
677,PT01M24.00S,2023-10-30T03:26:51.4Z,4,REGULAR,3pt,Jump Shot,[],1626156,27.414586070959263,15.686274509803921,1610612747,113,109,2023-10-30T03:30:12Z,6580000,False,172.0,205.0,1,left,D. Russell 26' 3PT pullup (12 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,,26.75,Made,12.0,,,,,,,,,,,,,,
678,PT01M06.00S,2023-10-30T03:27:13.5Z,4,REGULAR,3pt,Jump Shot,[],1628989,72.22404730617609,80.88235294117648,1610612758,113,109,2023-10-30T03:31:05Z,6590000,False,154.0,209.0,1,right,MISS K. Huerter 25' pullup 3PT,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,25.95,Missed,,,,,,,,,,,,,,,
680,PT01M06.00S,2023-10-30T03:27:13.5Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,113,109,2023-10-30T03:27:20Z,6600000,False,,,0,,L. James REBOUND (Off:0 Def:12),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,678.0,12.0,12.0,0.0,,,,,,,,,,
681,PT01M00.00S,2023-10-30T03:27:23.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612747,113,109,2023-10-30T03:27:36Z,6610000,False,,,0,,K. Huerter shooting personal FOUL (3 PF) (Russell 2 FT),"[1628989, 1626156]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,3.0,0.0,Russell,1626156.0
683,PT01M00.00S,2023-10-30T03:27:51.1Z,4,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,113,110,2023-10-30T03:27:51Z,6630000,False,,,0,,D. Russell Free Throw 1 of 2 (13 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
