actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
248,PT08M39.00S,2024-01-27T01:52:23.5Z,2,REGULAR,substitution,out,[],203507,,,1610612749,38,33,2024-01-27T01:52:39Z,2430000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M39.00S,2024-01-27T01:52:23.5Z,2,REGULAR,substitution,out,[],1628386,,,1610612749,38,33,2024-01-27T01:52:39Z,2440000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M39.00S,2024-01-27T01:52:23.5Z,2,REGULAR,substitution,in,[],201572,,,1610612749,38,33,2024-01-27T01:52:39Z,2450000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M39.00S,2024-01-27T01:52:23.5Z,2,REGULAR,substitution,in,[],1627745,,,1610612749,38,33,2024-01-27T01:52:39Z,2460000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M39.00S,2024-01-27T01:52:49.7Z,2,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,39,33,2024-01-27T01:52:49Z,2470000,False,,,0,,B. Portis Free Throw 2 of 2 (9 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,Made,,,,,,,,,,,9.0,,,,,
253,PT08M15.00S,2024-01-27T01:53:16.7Z,2,REGULAR,3pt,Jump Shot,[],1630241,67.67000657030223,41.934742647058826,1610612739,39,36,2024-01-27T01:54:01Z,2480000,False,-40.0,251.0,1,right,S. Merrill 25' 3PT pullup (3 PTS) (G. Niang 1 AST),"[1630241, 1627777]",1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,,,,Made,,25.46,,,,,,,,,3.0,G. Niang,1627777.0,1.0,,
255,PT08M09.00S,2024-01-27T01:53:23.5Z,2,REGULAR,foul,personal,[],1630241,,,1610612749,39,36,2024-01-27T01:53:31Z,2500000,False,,,0,,S. Merrill personal FOUL (2 PF),"[1630241, 203114]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,2003.0,2.0,0.0,,,,,,,,,,,,,,,,Middleton,203114.0
257,PT08M03.00S,2024-01-27T01:53:51.1Z,2,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,39,36,2024-01-27T01:54:09Z,2520000,False,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (2 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,2002.0,,,,,,,,,2.0,,,,,,,,,,
258,PT07M45.00S,2024-01-27T01:54:18.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,77.08607095926413,31.862745098039213,1610612739,39,36,2024-01-27T01:54:25Z,2530000,False,-91.0,163.0,1,right,MISS D. Mitchell 18' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,Missed,,18.64,,,,,,,,,,,,,,
259,PT07M42.00S,2024-01-27T01:54:21.7Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,39,36,2024-01-27T01:54:25Z,2540000,False,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Left Center,,,,,258.0,,2.0,2.0,0.0,,,,,,,,,,,
260,PT07M32.00S,2024-01-27T01:54:32.5Z,2,REGULAR,3pt,Jump Shot,[],203114,10.726018396846255,95.83333333333334,1610612749,39,36,2024-01-27T01:54:40Z,2550000,False,-229.0,48.0,1,left,MISS K. Middleton 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,Missed,,23.42,,,,,,,,,,,,,,
261,PT07M28.00S,2024-01-27T01:54:35.4Z,2,REGULAR,rebound,offensive,[],203114,,,1610612749,39,36,2024-01-27T01:54:35Z,2560000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,,260.0,,2.0,1.0,1.0,,,,,,,,,,,
262,PT07M27.00S,2024-01-27T01:54:37.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203109,27.94021024967148,80.3921568627451,1610612749,39,36,2024-01-27T01:54:43Z,2570000,False,-152.0,210.0,1,left,MISS J. Crowder 25' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,,,,Missed,,25.93,,,,,,,,,,,,,,
263,PT07M27.00S,2024-01-27T01:54:37.3Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612739,39,36,2024-01-27T01:54:43Z,2580000,False,,,0,,D. Jones REBOUND (Off:1 Def:2),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,,262.0,,3.0,2.0,1.0,,,,,,,,,,,
264,PT07M17.00S,2024-01-27T01:54:47.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,88.17345597897503,55.66023284313726,1610612739,39,36,2024-01-27T01:56:41Z,2590000,False,28.0,59.0,1,right,MISS C. LeVert 6' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,6.52,,,,,,,,,,,,,,
265,PT07M14.00S,2024-01-27T01:54:50.0Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612739,39,36,2024-01-27T01:55:00Z,2600000,False,,,0,,D. Jones REBOUND (Off:2 Def:2),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,264.0,,4.0,2.0,2.0,,,,,,,,,,,
266,PT07M13.00S,2024-01-27T01:54:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,93.38042049934296,50.245098039215684,1610612739,39,36,2024-01-27T01:55:04Z,2610000,False,1.0,10.0,1,right,MISS D. Jones putback Layup,[1627745],1610612739.0,CLE,putback,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,Missed,,0.98,,,,,,,,,,,,,,
267,PT07M13.00S,2024-01-27T01:54:53.3Z,2,REGULAR,rebound,offensive,[],1627747,,,1610612739,39,36,2024-01-27T01:54:53Z,2620000,False,,,0,,C. LeVert REBOUND (Off:1 Def:0),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,266.0,,1.0,0.0,1.0,,,,,,,,,,,
268,PT07M13.00S,2024-01-27T01:54:55.4Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612739,39,36,2024-01-27T01:55:26Z,2630000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (LeVert 2 FT),"[201572, 1627747]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2003.0,2.0,1.0,,,,,,,,,,,,,,,,LeVert,1627747.0
271,PT07M13.00S,2024-01-27T01:55:28.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627747,,,1610612739,39,37,2024-01-27T01:55:28Z,2650000,False,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,
272,PT07M13.00S,2024-01-27T01:55:47.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627747,,,1610612739,39,38,2024-01-27T01:55:47Z,2660000,False,,,0,,C. LeVert Free Throw 2 of 2 (5 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,
273,PT06M58.00S,2024-01-27T01:56:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,11.777266754270697,60.78431372549019,1610612749,39,38,2024-01-27T01:56:10Z,2670000,False,-54.0,58.0,1,left,MISS K. Middleton 7' pullup Shot - blocked,"[203114, 1627745]",1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,7.93,,,,,,,Jones,1627745.0,,,,,,
274,PT06M58.00S,2024-01-27T01:56:02.7Z,2,REGULAR,block,,[],1627745,,,1610612749,39,38,2024-01-27T01:56:05Z,2680000,False,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
275,PT06M57.00S,2024-01-27T01:56:03.7Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,39,38,2024-01-27T01:58:12Z,2690000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,273.0,,2.0,2.0,0.0,,,,,,,,,,,
276,PT06M53.00S,2024-01-27T01:56:08.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627747,93.24901445466492,49.26470588235294,1610612739,39,40,2024-01-27T01:56:21Z,2700000,False,-4.0,11.0,1,right,C. LeVert running DUNK (7 PTS) (D. Mitchell 2 AST),"[1627747, 1628378]",1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,Made,,1.16,,,,,,,,,7.0,D. Mitchell,1628378.0,2.0,,
278,PT06M53.00S,2024-01-27T01:56:14.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,39,40,2024-01-27T01:56:14Z,2720000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M36.00S,2024-01-27T01:59:27.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,32.276609724047304,30.637254901960787,1610612749,42,40,2024-01-27T01:59:31Z,2730000,False,97.0,251.0,1,left,C. Payne 26' 3PT  (3 PTS) (K. Middleton 4 AST),"[1626166, 203114]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,Made,,26.89,,,,,,,,,3.0,K. Middleton,203114.0,4.0,,
281,PT06M15.00S,2024-01-27T01:59:48.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,69.59592641261499,21.813725490196077,1610612739,42,40,2024-01-27T01:59:53Z,2750000,False,-141.0,233.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,Missed,,27.25,,,,,,,,,,,,,,
282,PT06M13.00S,2024-01-27T01:59:50.2Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,42,40,2024-01-27T01:59:53Z,2760000,False,,,0,,B. Lopez REBOUND (Off:2 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,281.0,,5.0,3.0,2.0,,,,,,,,,,,
283,PT06M06.00S,2024-01-27T01:59:56.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203114,26.231931668856767,80.88235294117648,1610612749,42,40,2024-01-27T02:00:06Z,2770000,False,-154.0,194.0,1,left,MISS K. Middleton 24' running pullup 3PT,[203114],1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,Missed,,24.8,,,,,,,,,,,,,,
284,PT06M03.00S,2024-01-27T02:00:00.0Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,42,40,2024-01-27T02:00:00Z,2780000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,283.0,,3.0,3.0,0.0,,,,,,,,,,,
285,PT05M52.00S,2024-01-27T02:00:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630241,91.93495400788436,56.61764705882353,1610612739,42,42,2024-01-27T02:00:15Z,2790000,False,33.0,23.0,1,right,S. Merrill driving finger roll Layup (5 PTS) (G. Niang 2 AST),"[1630241, 1627777]",1610612739.0,CLE,driving finger roll,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,Made,,4.05,,,,,,,,,5.0,G. Niang,1627777.0,2.0,,
287,PT05M41.00S,2024-01-27T02:00:22.0Z,2,REGULAR,2pt,Jump Shot,[],1626171,17.0335085413929,67.40196078431373,1610612749,42,42,2024-01-27T02:00:52Z,2810000,False,-87.0,108.0,1,left,MISS B. Portis 13' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,Missed,,13.84,,,,,,,,,,,,,,
288,PT05M41.00S,2024-01-27T02:00:22.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,42,42,2024-01-27T02:00:31Z,2820000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Left,,,,,287.0,,,,,,,,,,,,,,,
290,PT05M41.00S,2024-01-27T02:00:28.9Z,2,REGULAR,substitution,out,[],1626166,,,1610612739,42,42,2024-01-27T02:00:47Z,2840000,False,,,0,,SUB out: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M41.00S,2024-01-27T02:00:28.9Z,2,REGULAR,substitution,out,[],203114,,,1610612739,42,42,2024-01-27T02:00:47Z,2850000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M41.00S,2024-01-27T02:00:28.9Z,2,REGULAR,substitution,in,[],1627736,,,1610612739,42,42,2024-01-27T02:00:47Z,2860000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M41.00S,2024-01-27T02:00:28.9Z,2,REGULAR,substitution,in,[],203081,,,1610612739,42,42,2024-01-27T02:00:47Z,2870000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M26.00S,2024-01-27T02:01:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,83.65637319316689,47.05882352941176,1610612739,42,42,2024-01-27T02:02:48Z,2880000,False,-15.0,101.0,1,right,MISS C. LeVert 10' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,10.22,,,,,,,,,,,,,,
295,PT05M23.00S,2024-01-27T02:01:13.1Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,42,42,2024-01-27T02:01:15Z,2890000,False,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,294.0,,6.0,4.0,2.0,,,,,,,,,,,
296,PT05M11.00S,2024-01-27T02:01:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,7.966491458607096,49.754901960784316,1610612749,42,42,2024-01-27T02:01:30Z,2900000,False,1.0,22.0,1,left,MISS B. Lopez cutting Layup,[201572],1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,Missed,,2.24,,,,,,,,,,,,,,
297,PT05M08.00S,2024-01-27T02:01:28.1Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612739,42,42,2024-01-27T02:01:30Z,2910000,False,,,0,,D. Jones REBOUND (Off:2 Def:3),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,296.0,,5.0,3.0,2.0,,,,,,,,,,,
298,PT05M05.00S,2024-01-27T02:01:35.6Z,2,REGULAR,foul,personal,[],203109,,,1610612739,42,42,2024-01-27T02:01:50Z,2920000,False,,,0,,J. Crowder personal FOUL (2 PF),"[203109, 1628378]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Left,2003.0,2.0,0.0,,,,,,,,,,,,,,,,Mitchell,1628378.0
300,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,out,[],1626171,,,1610612739,42,42,2024-01-27T02:01:58Z,2940000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,out,[],1627747,,,1610612739,42,42,2024-01-27T02:01:58Z,2950000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,42,42,2024-01-27T02:01:58Z,2960000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,out,[],1627745,,,1610612739,42,42,2024-01-27T02:01:58Z,2970000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,in,[],203507,,,1610612739,42,42,2024-01-27T02:01:58Z,2980000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,in,[],1629622,,,1610612739,42,42,2024-01-27T02:01:58Z,2990000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,42,42,2024-01-27T02:01:58Z,3000000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M05.00S,2024-01-27T02:01:43.5Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,42,42,2024-01-27T02:01:58Z,3010000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M59.00S,2024-01-27T02:02:07.4Z,2,REGULAR,3pt,Jump Shot,[],1628378,69.59592641261499,20.34313725490196,1610612739,42,45,2024-01-27T02:02:15Z,3020000,False,-148.0,233.0,1,right,D. Mitchell 27' 3PT pullup (13 PTS) (M. Strus 1 AST),"[1628378, 1629622]",1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,Made,,27.64,,,,,,,,,13.0,M. Strus,1629622.0,1.0,,
309,PT04M47.00S,2024-01-27T02:02:20.0Z,2,REGULAR,2pt,Jump Shot,[],203507,7.35873850197109,72.81709558823529,1610612749,44,45,2024-01-27T02:02:31Z,3030000,False,-114.0,17.0,1,left,G. Antetokounmpo 11' turnaround fadeaway Jump Shot (13 PTS),[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,Made,,11.53,,,,,,,,,13.0,,,,,
310,PT04M33.00S,2024-01-27T02:02:35.9Z,2,REGULAR,foul,personal,['2freethrow'],201572,,,1610612739,44,45,2024-01-27T02:02:48Z,3040000,False,,,0,,B. Lopez shooting personal FOUL (3 PF) (Allen 2 FT),"[201572, 1628386]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1193.0,3.0,1.0,,,,,,,,,,,,,,,,Allen,1628386.0
312,PT04M33.00S,2024-01-27T02:03:03.3Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,44,46,2024-01-27T02:03:03Z,3060000,False,,,0,,J. Allen Free Throw 1 of 2 (12 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,,,,,,,,,,,12.0,,,,,
313,PT04M33.00S,2024-01-27T02:03:05.4Z,2,REGULAR,substitution,out,[],1627777,,,1610612739,44,46,2024-01-27T02:03:16Z,3070000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M33.00S,2024-01-27T02:03:05.4Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,44,46,2024-01-27T02:03:16Z,3080000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT04M33.00S,2024-01-27T02:03:19.1Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,44,47,2024-01-27T02:03:19Z,3090000,False,,,0,,J. Allen Free Throw 2 of 2 (13 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,,,,,,,,,,,13.0,,,,,
317,PT04M19.00S,2024-01-27T02:03:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,9.017739816031538,52.69607843137255,1610612749,46,47,2024-01-27T02:03:37Z,3100000,False,-13.0,32.0,1,left,D. Lillard driving Layup (8 PTS),[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,Made,,3.5,,,,,,,,,8.0,,,,,
318,PT04M13.00S,2024-01-27T02:03:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,91.67214191852825,53.67647058823529,1610612739,46,47,2024-01-27T02:05:22Z,3110000,False,18.0,26.0,1,right,MISS I. Okoro driving reverse Layup,[1630171],1610612739.0,CLE,driving reverse,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,Missed,,3.17,,,,,,,,,,,,,,
319,PT04M12.00S,2024-01-27T02:03:43.3Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,46,47,2024-01-27T02:06:38Z,3120000,False,,,0,,J. Allen REBOUND (Off:4 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,318.0,,6.0,2.0,4.0,,,,,,,,,,,
320,PT04M12.00S,2024-01-27T02:03:46.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,46,47,2024-01-27T02:06:52Z,3130000,False,0.0,0.0,1,right,MISS J. Allen tip Layup,[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Missed,,0.0,,,,,,,,,,,,,,
321,PT04M11.00S,2024-01-27T02:03:47.4Z,2,REGULAR,rebound,offensive,[],1629622,,,1610612739,46,47,2024-01-27T02:06:54Z,3140000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,320.0,,3.0,2.0,1.0,,,,,,,,,,,
322,PT04M11.00S,2024-01-27T02:03:50.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629622,94.40999984741211,50.0,1610612739,46,47,2024-01-27T02:07:14Z,3150000,False,0.0,0.0,1,right,MISS M. Strus tip Layup,[1629622],1610612739.0,CLE,tip,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,Missed,,0.0,,,,,,,,,,,,,,
323,PT04M10.00S,2024-01-27T02:03:51.0Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,46,47,2024-01-27T02:07:14Z,3160000,False,,,0,,J. Allen REBOUND (Off:5 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,322.0,,7.0,2.0,5.0,,,,,,,,,,,
324,PT04M10.00S,2024-01-27T02:03:51.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,46,47,2024-01-27T02:07:34Z,3170000,False,0.0,0.0,1,right,MISS J. Allen tip Layup,[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Missed,,0.0,,,,,,,,,,,,,,
325,PT04M09.00S,2024-01-27T02:03:52.5Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,46,47,2024-01-27T02:09:10Z,3180000,False,,,0,,B. Lopez REBOUND (Off:2 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,324.0,,7.0,5.0,2.0,,,,,,,,,,,
326,PT04M00.00S,2024-01-27T02:03:55.6Z,2,REGULAR,2pt,Jump Shot,[],203081,26.62614980289093,49.754901960784316,1610612749,48,47,2024-01-27T02:09:51Z,3190000,False,1.0,198.0,1,left,D. Lillard 19' pullup Jump Shot (10 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Center,,,,Made,,19.78,,,,,,,,,10.0,,,,,
327,PT03M40.00S,2024-01-27T02:04:12.0Z,2,REGULAR,3pt,Jump Shot,[],1628378,76.03482260183968,11.76470588235294,1610612739,48,47,2024-01-27T02:10:03Z,3200000,False,-191.0,173.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,Missed,,25.77,,,,,,,,,,,,,,
328,PT03M39.00S,2024-01-27T02:04:13.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,48,47,2024-01-27T02:04:21Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,327.0,,,,,,,,,,,,,,,
329,PT03M39.00S,2024-01-27T02:04:20.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612739,48,47,2024-01-27T02:04:44Z,3220000,False,,,0,,M. Beasley loose ball personal FOUL (1 PF) (Okoro 2 FT),"[1627736, 1630171]",1610612749.0,MIL,loose ball,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,,,,,,,,,,,,,,,,Okoro,1630171.0
