actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
257,PT04M36.00S,2024-03-31T22:51:43.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,45,2024-03-31T23:00:37Z,2520000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,256.0,5.0,5.0,0.0,,,,,,,,,,,,,,
258,PT04M35.00S,2024-03-31T22:51:47.7Z,2,REGULAR,foul,personal,['2freethrow'],1641774,,,1610612748,48,45,2024-03-31T22:51:58Z,2530000,False,,,0,,T. Vukcevic shooting personal FOUL (2 PF) (Butler 2 FT),"[1641774, 202710]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Butler,202710.0
260,PT04M35.00S,2024-03-31T22:52:04.6Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,48,45,2024-03-31T22:52:06Z,2550000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M35.00S,2024-03-31T22:52:04.6Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,48,45,2024-03-31T22:52:06Z,2560000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M35.00S,2024-03-31T22:52:20.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,48,45,2024-03-31T22:54:48Z,2570000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
263,PT04M35.00S,2024-03-31T22:52:20.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,48,45,2024-03-31T22:54:48Z,2580000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,
264,PT04M35.00S,2024-03-31T22:52:21.5Z,2,REGULAR,substitution,out,[],1641774,,,1610612748,48,45,2024-03-31T22:52:31Z,2590000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M35.00S,2024-03-31T22:52:21.5Z,2,REGULAR,substitution,out,[],1628963,,,1610612748,48,45,2024-03-31T22:52:31Z,2600000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M35.00S,2024-03-31T22:52:21.5Z,2,REGULAR,substitution,in,[],1630264,,,1610612748,48,45,2024-03-31T22:52:31Z,2610000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M35.00S,2024-03-31T22:52:21.5Z,2,REGULAR,substitution,in,[],1631116,,,1610612748,48,45,2024-03-31T22:52:31Z,2620000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M35.00S,2024-03-31T22:52:20.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,48,46,2024-03-31T22:54:48Z,2630000,False,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
269,PT04M23.00S,2024-03-31T22:52:54.1Z,2,REGULAR,foul,personal,[],202710,,,1610612764,48,46,2024-03-31T22:53:02Z,2640000,False,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1630166]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Avdija,1630166.0
271,PT04M23.00S,2024-03-31T22:52:59.8Z,2,REGULAR,substitution,out,[],202710,,,1610612764,48,46,2024-03-31T22:53:03Z,2660000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M23.00S,2024-03-31T22:52:59.8Z,2,REGULAR,substitution,in,[],1631107,,,1610612764,48,46,2024-03-31T22:53:03Z,2670000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M17.00S,2024-03-31T22:53:22.5Z,2,REGULAR,3pt,Jump Shot,[],1631116,67.62483574244416,44.11764705882353,1610612764,48,46,2024-03-31T22:53:27Z,2680000,False,-29.0,252.0,1,right,MISS P. Baldwin Jr. 25' 3PT,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
274,PT04M15.00S,2024-03-31T22:53:24.5Z,2,REGULAR,rebound,defensive,[],1631107,,,1610612748,48,46,2024-03-31T22:53:27Z,2690000,False,,,0,,N. Jovic REBOUND (Off:1 Def:2),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,,,273.0,3.0,2.0,1.0,,,,,,,,,,,,,,
275,PT04M07.00S,2024-03-31T22:53:35.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631116,,,1610612748,48,46,2024-03-31T22:53:44Z,2700000,False,,,0,,P. Baldwin Jr. personal FOUL (3 PF) (Adebayo 2 FT),"[1631116, 1628389]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Adebayo,1628389.0
277,PT04M07.00S,2024-03-31T22:54:07.4Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,48,47,2024-03-31T22:54:07Z,2720000,False,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
278,PT04M07.00S,2024-03-31T22:54:26.7Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,48,48,2024-03-31T22:54:26Z,2730000,False,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
279,PT03M59.00S,2024-03-31T22:54:38.9Z,2,REGULAR,foul,personal,[],1631107,,,1610612764,48,48,2024-03-31T22:54:53Z,2740000,False,,,0,,N. Jovic personal FOUL (1 PF),"[1631107, 1630264]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Gill,1630264.0
281,PT03M52.00S,2024-03-31T22:55:07.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629312,,,1610612764,48,48,2024-03-31T22:55:13Z,2760000,False,,,0,,H. Highsmith shooting personal FOUL (3 PF) (Gill 2 FT),"[1629312, 1630264]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Gill,1630264.0
283,PT03M52.00S,2024-03-31T22:55:38.7Z,2,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,48,48,2024-03-31T22:56:03Z,2780000,False,,,0,,MISS A. Gill Free Throw 1 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
284,PT03M52.00S,2024-03-31T22:55:38.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,48,48,2024-03-31T22:56:03Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,
285,PT03M52.00S,2024-03-31T22:55:39.6Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,48,48,2024-03-31T22:55:46Z,2800000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M52.00S,2024-03-31T22:55:39.6Z,2,REGULAR,substitution,out,[],1629312,,,1610612764,48,48,2024-03-31T22:55:46Z,2810000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M52.00S,2024-03-31T22:55:39.6Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,48,48,2024-03-31T22:55:46Z,2820000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M52.00S,2024-03-31T22:55:39.6Z,2,REGULAR,substitution,in,[],1626153,,,1610612764,48,48,2024-03-31T22:55:46Z,2830000,False,,,0,,SUB in: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M52.00S,2024-03-31T22:55:38.7Z,2,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,48,48,2024-03-31T22:56:03Z,2840000,False,,,0,,MISS A. Gill Free Throw 2 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
290,PT03M50.00S,2024-03-31T22:55:40.7Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612748,48,48,2024-03-31T22:56:03Z,2850000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,,,,,,
291,PT03M38.00S,2024-03-31T22:56:11.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,7.966491458607096,54.90196078431373,1610612748,48,50,2024-03-31T23:01:37Z,2860000,False,-25.0,22.0,1,left,B. Adebayo driving DUNK (10 PTS) (T. Rozier 1 AST),"[1628389, 1626179]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,,,,10.0,,,T. Rozier,1626179.0,1.0,,,,,
292,PT03M28.00S,2024-03-31T22:56:25.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631107,,,1610612764,48,50,2024-03-31T22:56:30Z,2870000,False,,,0,,N. Jovic shooting personal FOUL (2 PF) (Poole 2 FT),"[1631107, 1629673]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Poole,1629673.0
294,PT03M28.00S,2024-03-31T22:56:49.0Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,49,50,2024-03-31T22:56:49Z,2890000,False,,,0,,J. Poole Free Throw 1 of 2 (9 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
295,PT03M28.00S,2024-03-31T22:57:10.2Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,50,50,2024-03-31T22:57:10Z,2900000,False,,,0,,J. Poole Free Throw 2 of 2 (10 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
296,PT03M20.00S,2024-03-31T22:57:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,18.084756898817346,52.450980392156865,1610612748,50,52,2024-03-31T22:57:18Z,2910000,False,-12.0,117.0,1,left,B. Adebayo 11' pullup Jump Shot (12 PTS) (T. Rozier 2 AST),"[1628389, 1626179]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.81,Made,,,,,,,,12.0,,,T. Rozier,1626179.0,2.0,,,,,
298,PT03M09.00S,2024-03-31T22:57:24.3Z,2,REGULAR,3pt,Jump Shot,[],1629673,63.9454664914586,48.529411764705884,1610612764,53,52,2024-03-31T22:57:28Z,2930000,False,-7.0,286.0,1,right,J. Poole 28' 3PT pullup (13 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,28.65,Made,,,,,,,,13.0,,,,,,,,,,
299,PT02M49.00S,2024-03-31T22:57:45.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631107,14.668199737187912,43.13725490196079,1610612748,53,54,2024-03-31T22:57:49Z,2940000,False,34.0,85.0,1,left,N. Jovic 9' driving Hook (6 PTS) (D. Wright 2 AST),"[1631107, 1626153]",1610612748.0,MIA,driving,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Center,9.2,Made,,,,,,,,6.0,,,D. Wright,1626153.0,2.0,,,,,
301,PT02M41.00S,2024-03-31T22:57:52.2Z,2,REGULAR,3pt,Jump Shot,[],1629673,75.3777923784494,11.76470588235294,1610612764,53,54,2024-03-31T23:00:16Z,2960000,False,-191.0,179.0,1,right,MISS J. Poole 26' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
302,PT02M39.00S,2024-03-31T22:57:54.2Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,53,54,2024-03-31T22:57:57Z,2970000,False,,,0,,A. Gill REBOUND (Off:2 Def:2),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,,301.0,4.0,2.0,2.0,,,,,,,,,,,,,,
303,PT02M38.00S,2024-03-31T22:57:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,92.9862023653088,54.65686274509803,1610612764,53,54,2024-03-31T23:00:29Z,2980000,False,23.0,13.0,1,right,MISS A. Gill putback Layup,[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
304,PT02M38.00S,2024-03-31T22:57:56.0Z,2,REGULAR,rebound,defensive,[],1631107,,,1610612748,53,54,2024-03-31T22:57:59Z,2990000,False,,,0,,N. Jovic REBOUND (Off:1 Def:3),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,303.0,4.0,3.0,1.0,,,,,,,,,,,,,,
305,PT02M31.00S,2024-03-31T22:58:03.2Z,2,REGULAR,3pt,Jump Shot,[],1626179,11.777266754270697,95.83333333333334,1610612748,53,54,2024-03-31T22:58:12Z,3000000,False,-229.0,58.0,1,left,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
306,PT02M29.00S,2024-03-31T22:58:05.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,53,54,2024-03-31T22:58:12Z,3010000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Left Corner 3,24+ Left,,,305.0,,,,,,,,,,,,,,,,,
308,PT02M29.00S,2024-03-31T22:58:16.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,53,54,2024-03-31T22:58:16Z,3030000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M29.00S,2024-03-31T22:58:24.8Z,2,REGULAR,substitution,out,[],1631098,,,1610612764,53,54,2024-03-31T23:01:01Z,3040000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M29.00S,2024-03-31T22:58:24.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,53,54,2024-03-31T23:01:01Z,3050000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M17.00S,2024-03-31T23:01:35.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612764,53,54,2024-03-31T23:01:39Z,3060000,False,,,0,,B. Adebayo personal FOUL (1 PF) (Gill 2 FT),"[1628389, 1630264]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Gill,1630264.0
314,PT02M17.00S,2024-03-31T23:02:01.5Z,2,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,54,54,2024-03-31T23:02:01Z,3080000,False,,,0,,A. Gill Free Throw 1 of 2 (9 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
315,PT02M17.00S,2024-03-31T23:02:18.1Z,2,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,55,54,2024-03-31T23:02:18Z,3090000,False,,,0,,A. Gill Free Throw 2 of 2 (10 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
316,PT02M07.00S,2024-03-31T23:02:33.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,55,54,2024-03-31T23:02:42Z,3100000,False,,,0,,A. Gill personal FOUL (1 PF) (Adebayo 2 FT),"[1630264, 1628389]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Adebayo,1628389.0
318,PT02M07.00S,2024-03-31T23:03:03.8Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,55,55,2024-03-31T23:03:26Z,3120000,False,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
319,PT02M07.00S,2024-03-31T23:03:03.8Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,55,55,2024-03-31T23:03:26Z,3130000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT02M05.00S,2024-03-31T23:03:05.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,55,55,2024-03-31T23:03:26Z,3140000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,319.0,3.0,3.0,0.0,,,,,,,,,,,,,,
321,PT01M48.00S,2024-03-31T23:03:41.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630264,93.11760840998686,59.068627450980394,1610612764,55,55,2024-03-31T23:03:54Z,3150000,False,45.0,12.0,1,right,MISS A. Gill turnaround bank Shot,[1630264],1610612764.0,WAS,turnaround bank,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
322,PT01M46.00S,2024-03-31T23:03:43.6Z,2,REGULAR,rebound,defensive,[],1631107,,,1610612748,55,55,2024-03-31T23:03:45Z,3160000,False,,,0,,N. Jovic REBOUND (Off:1 Def:4),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,321.0,5.0,4.0,1.0,,,,,,,,,,,,,,
323,PT01M32.00S,2024-03-31T23:03:57.3Z,2,REGULAR,3pt,Jump Shot,[],1631107,7.440867279894875,3.431372549019608,1610612748,55,58,2024-03-31T23:04:02Z,3170000,False,233.0,17.0,1,left,N. Jovic 3PT  (9 PTS) (D. Wright 3 AST),"[1631107, 1626153]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,,,,9.0,,,D. Wright,1626153.0,3.0,,,,,
325,PT01M16.00S,2024-03-31T23:04:13.6Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612764,55,58,2024-03-31T23:04:19Z,3190000,False,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1631107]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Jovic,1631107.0,,,,,,,,,,,
326,PT01M16.00S,2024-03-31T23:04:13.6Z,2,REGULAR,steal,,[],1631107,,,1610612748,55,58,2024-03-31T23:04:16Z,3200000,False,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
327,PT01M12.00S,2024-03-31T23:04:19.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612748,55,58,2024-03-31T23:04:39Z,3210000,False,,,0,,A. Gill personal FOUL (2 PF) (Wright 2 FT),"[1630264, 1626153]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Wright,1626153.0
329,PT01M12.00S,2024-03-31T23:04:50.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626153,,,1610612748,55,59,2024-04-01T01:27:53Z,3230000,False,,,0,,D. Wright Free Throw 1 of 2 (3 PTS),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
330,PT01M12.00S,2024-03-31T23:04:51.3Z,2,REGULAR,substitution,out,[],1631170,,,1610612748,55,59,2024-03-31T23:04:55Z,3240000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M12.00S,2024-03-31T23:04:51.3Z,2,REGULAR,substitution,in,[],202710,,,1610612748,55,59,2024-03-31T23:04:55Z,3250000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M12.00S,2024-03-31T23:04:50.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1626153,,,1610612748,55,60,2024-04-01T01:27:53Z,3260000,False,,,0,,D. Wright Free Throw 2 of 2 (4 PTS),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
333,PT01M00.00S,2024-03-31T23:05:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,93.9060446780552,52.94117647058824,1610612764,57,60,2024-03-31T23:05:37Z,3270000,False,15.0,5.0,1,right,A. Gill Layup (12 PTS) (D. Avdija 2 AST),"[1630264, 1630166]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,12.0,,,D. Avdija,1630166.0,2.0,,,,,
335,PT00M43.50S,2024-03-31T23:05:50.4Z,2,REGULAR,3pt,Jump Shot,[],1626179,29.122864651773984,14.460784313725492,1610612748,57,60,2024-03-31T23:06:33Z,3290000,False,178.0,221.0,1,left,MISS T. Rozier 28' bank 3PT,[1626179],1610612748.0,MIA,bank,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,28.38,Missed,,,,,,,,,,,,,,,,,,
336,PT00M41.30S,2024-03-31T23:05:52.6Z,2,REGULAR,rebound,offensive,[],1631107,,,1610612748,57,60,2024-03-31T23:05:54Z,3300000,False,,,0,,N. Jovic REBOUND (Off:2 Def:4),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,335.0,6.0,4.0,2.0,,,,,,,,,,,,,,
337,PT00M30.10S,2024-03-31T23:06:04.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,5.732588699080158,3.6764705882352944,1610612748,57,63,2024-03-31T23:06:09Z,3310000,False,232.0,1.0,1,left,T. Rozier 3PT  (17 PTS) (J. Butler 3 AST),"[1626179, 202710]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,23.16,Made,,,,,,,,17.0,,,J. Butler,202710.0,3.0,,,,,
339,PT00M08.30S,2024-03-31T23:06:42.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,92.32917214191852,50.49019607843137,1610612764,59,63,2024-03-31T23:06:48Z,3330000,False,2.0,20.0,1,right,J. Poole driving floating Jump Shot (15 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,,15.0,,,,,,,,,,
340,PT00M02.40S,2024-03-31T23:06:52.9Z,2,REGULAR,3pt,Jump Shot,[],1626179,21.76412614980289,93.13725490196079,1610612748,59,66,2024-03-31T23:06:56Z,3340000,False,-216.0,152.0,1,left,T. Rozier 26' 3PT step back (20 PTS),[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.39,Made,,,,,,,,20.0,,,,,,,,,,
341,PT00M01.10S,2024-03-31T23:07:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629673,39.50394218134034,12.745098039215685,1610612764,59,66,2024-03-31T23:08:37Z,3350000,False,-186.0,516.0,1,right,MISS J. Poole 54' bank 3PT,[1629673],1610612764.0,WAS,bank,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,54.88,Missed,,,,,,,,,,,,,,,,,,
342,PT00M00.10S,2024-03-31T23:07:01.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,59,66,2024-03-31T23:08:37Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,341.0,,,,,,,,,,,,,,,,,
343,PT00M00.00S,2024-03-31T23:07:07.8Z,2,REGULAR,period,end,[],0,,,1610612764,59,66,2024-03-31T23:07:07Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2024-03-31T23:21:59.5Z,3,REGULAR,substitution,out,['startperiod'],1630264,,,1610612764,59,66,2024-03-31T23:22:13Z,3380000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
