actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
255,PT05M51.00S,2024-01-15T20:52:55.4Z,2,REGULAR,turnover,bad pass,[],1629655,,,1610612764,43,42,2024-01-15T20:56:15Z,2520000,False,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1641709]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,,,Thompson,1641709.0
256,PT05M51.00S,2024-01-15T20:52:55.4Z,2,REGULAR,steal,,[],1641709,,,1610612765,43,42,2024-01-15T20:52:57Z,2530000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
258,PT05M36.00S,2024-01-15T20:53:23.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628995,9.510512483574246,38.48039215686274,1610612765,43,42,2024-01-15T20:53:29Z,2550000,False,58.0,37.0,1,left,MISS K. Knox II 6' driving Layup,[1628995],1610612765.0,DET,driving,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,6.84,,,,,,,
259,PT05M32.00S,2024-01-15T20:53:27.9Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,43,42,2024-01-15T20:53:29Z,2560000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,258.0,2.0,1.0,1.0,,,,,,,,,
260,PT05M29.00S,2024-01-15T20:53:30.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,84.80617608409987,94.6078431372549,1610612764,46,42,2024-01-15T20:53:36Z,2570000,False,223.0,90.0,1,right,T. Jones 24' 3PT  (8 PTS) (B. Coulibaly 1 AST),"[1626145, 1641731]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right,,,,,,Made,8.0,,,,,,24.06,B. Coulibaly,1641731.0,1.0,,,,
263,PT05M03.00S,2024-01-15T20:54:08.7Z,2,REGULAR,2pt,Jump Shot,[],1631093,19.760183968462556,65.93137254901961,1610612765,46,44,2024-01-15T20:54:14Z,2600000,False,-80.0,133.0,1,left,J. Ivey 15' pullup Jump Shot (12 PTS) (J. Duren 3 AST),"[1631093, 1631105]",1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,Made,12.0,,,,,,15.52,J. Duren,1631105.0,3.0,,,,
265,PT04M42.00S,2024-01-15T20:54:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641731,88.61695137976346,54.16666666666667,1610612764,46,44,2024-01-15T20:54:34Z,2620000,False,21.0,55.0,1,right,MISS B. Coulibaly driving Layup,[1641731],1610612764.0,WAS,driving,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.83,,,,,,,
266,PT04M38.00S,2024-01-15T20:54:34.2Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,46,44,2024-01-15T20:54:34Z,2630000,False,,,0,,J. Ivey REBOUND (Off:1 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,265.0,4.0,3.0,1.0,,,,,,,,,
267,PT04M24.00S,2024-01-15T20:54:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.619579500657039,54.90196078431372,1610612765,46,46,2024-01-15T21:00:47Z,2640000,False,-25.0,10.0,1,left,J. Duren cutting Layup (6 PTS) (K. Hayes 2 AST),"[1631105, 1630165]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,,2.64,K. Hayes,1630165.0,2.0,,,,
269,PT04M24.00S,2024-01-15T20:54:52.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629655,,,1610612765,46,46,2024-01-15T21:00:58Z,2660000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Duren 1 FT),"[1629655, 1631105]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,201246.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
271,PT04M24.00S,2024-01-15T20:55:02.2Z,2,REGULAR,substitution,out,[],1629013,,,1610612765,46,46,2024-01-15T20:55:17Z,2680000,False,,,0,,SUB out: L. Shamet,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M24.00S,2024-01-15T20:55:02.2Z,2,REGULAR,substitution,out,[],1641709,,,1610612765,46,46,2024-01-15T20:55:17Z,2690000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M24.00S,2024-01-15T20:55:02.2Z,2,REGULAR,substitution,out,[],1631093,,,1610612765,46,46,2024-01-15T20:55:17Z,2700000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M24.00S,2024-01-15T20:55:02.2Z,2,REGULAR,substitution,in,[],1628398,,,1610612765,46,46,2024-01-15T20:55:17Z,2710000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M24.00S,2024-01-15T20:55:02.2Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,46,46,2024-01-15T20:55:17Z,2720000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M24.00S,2024-01-15T20:55:02.2Z,2,REGULAR,substitution,in,[],202692,,,1610612765,46,46,2024-01-15T20:55:17Z,2730000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M24.00S,2024-01-15T20:55:28.6Z,2,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,46,47,2024-01-15T21:01:05Z,2740000,False,,,0,,J. Duren Free Throw 1 of 1 (7 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
278,PT04M10.00S,2024-01-15T20:55:46.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,67.59198423127464,62.00980392156863,1610612764,49,47,2024-01-15T20:58:49Z,2750000,False,60.0,252.0,1,right,J. Poole 25' 3PT step back bank (9 PTS),[1629673],1610612764.0,WAS,step back bank,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Made,9.0,,,,,,25.91,,,,,,,
279,PT04M10.00S,2024-01-15T20:55:57.5Z,2,REGULAR,foul,personal,['1freethrow'],1630191,,,1610612764,49,47,2024-01-15T20:58:58Z,2760000,False,,,0,,I. Stewart loose ball personal FOUL (2 PF) (Kuzma 1 FT),"[1630191, 1628398]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,201246.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,,,,
281,PT04M10.00S,2024-01-15T20:56:25.4Z,2,REGULAR,freethrow,1 of 1,[],1628398,,,1610612764,50,47,2024-01-15T20:56:25Z,2780000,False,,,0,,K. Kuzma Free Throw 1 of 1 (6 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
283,PT03M54.00S,2024-01-15T20:56:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.933639947437584,46.568627450980394,1610612765,50,47,2024-01-15T20:56:47Z,2790000,False,17.0,22.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.8,,,,,,,
285,PT03M54.00S,2024-01-15T20:56:43.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,50,47,2024-01-15T20:56:47Z,2810000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,283.0,2.0,1.0,1.0,,,,,,,,,
286,PT03M54.00S,2024-01-15T20:56:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,6.619579500657039,46.81372549019608,1610612765,50,47,2024-01-15T20:56:53Z,2820000,False,16.0,10.0,1,left,MISS I. Stewart Layup - blocked,"[1630191, 1628398]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,1.86,,,,Kuzma,1628398.0,,
287,PT03M54.00S,2024-01-15T20:56:47.4Z,2,REGULAR,block,,[],1628398,,,1610612765,50,47,2024-01-15T20:57:56Z,2830000,False,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT03M54.00S,2024-01-15T20:56:47.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,50,47,2024-01-15T20:56:53Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,286.0,,,,,,,,,,,,
290,PT03M52.00S,2024-01-15T20:57:03.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202692,14.635348226018394,38.23529411764706,1610612765,50,47,2024-01-15T21:05:17Z,2860000,False,59.0,85.0,1,left,MISS A. Burks 10' floating Shot,[202692],1610612765.0,DET,floating,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,,10.34,,,,,,,
291,PT03M52.00S,2024-01-15T20:57:03.4Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,50,47,2024-01-15T20:57:11Z,2870000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,290.0,3.0,2.0,1.0,,,,,,,,,
292,PT03M43.00S,2024-01-15T20:57:14.4Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612764,50,47,2024-01-15T20:57:25Z,2880000,False,,,0,,A. Burks shooting personal FOUL (2 PF) (Poole 2 FT),"[202692, 1629673]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,1626301.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
294,PT03M43.00S,2024-01-15T20:57:43.3Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612764,51,47,2024-01-15T20:57:43Z,2900000,False,,,0,,J. Poole Free Throw 1 of 2 (10 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
295,PT03M43.00S,2024-01-15T20:57:56.1Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612764,52,47,2024-01-15T20:57:56Z,2910000,False,,,0,,J. Poole Free Throw 2 of 2 (11 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
296,PT03M31.00S,2024-01-15T20:58:09.7Z,2,REGULAR,3pt,Jump Shot,[],1628995,19.365965834428394,7.35294117647058,1610612765,52,47,2024-01-15T20:58:14Z,2920000,False,213.0,130.0,1,left,MISS K. Knox II 24' 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,24.94,,,,,,,
297,PT03M27.00S,2024-01-15T20:58:13.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,52,47,2024-01-15T20:58:14Z,2930000,False,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,296.0,4.0,3.0,1.0,,,,,,,,,
298,PT03M19.00S,2024-01-15T20:58:21.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,92.29632063074901,50.0,1610612764,54,47,2024-01-15T20:58:26Z,2940000,False,0.0,20.0,1,right,B. Coulibaly alley-oop DUNK (2 PTS) (T. Jones 3 AST),"[1641731, 1626145]",1610612764.0,WAS,alley-oop,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,1.99,T. Jones,1626145.0,3.0,,,,
300,PT03M06.00S,2024-01-15T20:58:34.7Z,2,REGULAR,3pt,Jump Shot,[],202692,23.308147174770042,12.74509803921569,1610612765,54,50,2024-01-15T20:58:39Z,2960000,False,186.0,167.0,1,left,A. Burks 24' 3PT  (11 PTS) (K. Hayes 3 AST),"[202692, 1630165]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,,,,,,24.99,K. Hayes,1630165.0,3.0,,,,
302,PT02M56.00S,2024-01-15T20:58:45.1Z,2,REGULAR,3pt,Jump Shot,[],1626145,78.49868593955321,8.088235294117652,1610612764,57,50,2024-01-15T21:06:37Z,2980000,False,-210.0,150.0,1,right,T. Jones 25' 3PT pullup (11 PTS),[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Made,11.0,,,,,,25.75,,,,,,,
303,PT02M42.00S,2024-01-15T20:58:58.6Z,2,REGULAR,3pt,Jump Shot,[],202692,26.593298291721425,85.5392156862745,1610612765,57,53,2024-01-15T20:59:02Z,2990000,False,-178.0,197.0,1,left,A. Burks 26' 3PT  (14 PTS) (K. Hayes 4 AST),"[202692, 1630165]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,Made,14.0,,,,,,26.57,K. Hayes,1630165.0,4.0,,,,
305,PT02M19.00S,2024-01-15T20:59:21.9Z,2,REGULAR,3pt,Jump Shot,[],1626145,92.0335085413929,3.4313725490196134,1610612764,57,53,2024-01-15T20:59:26Z,3010000,False,-233.0,22.0,1,right,MISS T. Jones 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,23.39,,,,,,,
306,PT02M16.00S,2024-01-15T20:59:24.9Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,57,53,2024-01-15T20:59:26Z,3020000,False,,,0,,J. Duren REBOUND (Off:1 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,,,305.0,8.0,7.0,1.0,,,,,,,,,
307,PT02M09.00S,2024-01-15T20:59:32.4Z,2,REGULAR,3pt,Jump Shot,[],202692,27.250328515111704,79.16666666666666,1610612765,57,53,2024-01-15T20:59:38Z,3030000,False,-146.0,204.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,25.05,,,,,,,
308,PT02M06.00S,2024-01-15T20:59:35.4Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,57,53,2024-01-15T20:59:38Z,3040000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,307.0,4.0,4.0,0.0,,,,,,,,,
309,PT02M00.00S,2024-01-15T20:59:41.0Z,2,REGULAR,3pt,Jump Shot,[],1626145,76.26478318002628,11.764705882352942,1610612764,60,53,2024-01-15T20:59:46Z,3050000,False,-191.0,171.0,1,right,T. Jones 25' 3PT  (14 PTS) (K. Kuzma 2 AST),"[1626145, 1628398]",1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,Made,14.0,,,,,,25.62,K. Kuzma,1628398.0,2.0,,,,
311,PT01M45.00S,2024-01-15T20:59:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.356767411300922,55.14705882352941,1610612765,60,55,2024-01-15T21:02:02Z,3070000,False,-26.0,7.0,1,left,J. Duren driving Layup (9 PTS) (A. Burks 1 AST),"[1631105, 202692]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,2.67,A. Burks,202692.0,1.0,,,,
313,PT01M45.00S,2024-01-15T21:00:02.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,60,55,2024-01-15T21:00:02Z,3090000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M31.00S,2024-01-15T21:03:09.6Z,2,REGULAR,3pt,Jump Shot,[],1626145,88.09132720105124,5.14705882352942,1610612764,60,55,2024-01-15T21:03:15Z,3100000,False,-224.0,59.0,1,right,MISS T. Jones 3PT,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,23.2,,,,,,,
315,PT01M29.00S,2024-01-15T21:03:11.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,60,55,2024-01-15T21:03:15Z,3110000,False,,,0,,J. Duren REBOUND (Off:1 Def:8),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,,,314.0,9.0,8.0,1.0,,,,,,,,,
316,PT01M14.00S,2024-01-15T21:03:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,9.510512483574246,51.71568627450981,1610612765,60,57,2024-01-15T21:03:30Z,3120000,False,-9.0,37.0,1,left,J. Duren floating Jump Shot (11 PTS) (I. Stewart 2 AST),"[1631105, 1630191]",1610612765.0,DET,floating,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,,3.79,I. Stewart,1630191.0,2.0,,,,
318,PT00M54.30S,2024-01-15T21:03:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,91.90210249671485,56.372549019607845,1610612764,60,57,2024-01-15T21:08:43Z,3140000,False,32.0,24.0,1,right,MISS K. Kuzma driving Layup - blocked,"[1628398, 1630191]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.97,,,,Stewart,1630191.0,,
319,PT00M54.30S,2024-01-15T21:03:48.8Z,2,REGULAR,block,,[],1630191,,,1610612764,60,57,2024-01-15T21:03:51Z,3150000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT00M52.40S,2024-01-15T21:03:50.7Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,60,57,2024-01-15T21:08:43Z,3160000,False,,,0,,J. Duren REBOUND (Off:1 Def:9),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,318.0,10.0,9.0,1.0,,,,,,,,,
321,PT00M45.50S,2024-01-15T21:03:56.3Z,2,REGULAR,3pt,Jump Shot,[],202692,30.798291721419176,74.75490196078431,1610612765,60,60,2024-01-15T21:04:01Z,3170000,False,-124.0,237.0,1,left,A. Burks 26' 3PT  (17 PTS) (J. Duren 4 AST),"[202692, 1631105]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,,,,,,Made,17.0,,,,,,26.74,J. Duren,1631105.0,4.0,,,,
322,PT00M37.00S,2024-01-15T21:04:09.5Z,2,REGULAR,3pt,Jump Shot,[],1629673,71.13994743758212,89.4607843137255,1610612764,60,60,2024-01-15T21:04:15Z,3180000,False,197.0,219.0,1,right,MISS J. Poole 29' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,29.46,,,,,,,
323,PT00M32.90S,2024-01-15T21:04:13.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,60,60,2024-01-15T21:04:15Z,3190000,False,,,0,,J. Duren REBOUND (Off:1 Def:10),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,322.0,11.0,10.0,1.0,,,,,,,,,
324,PT00M17.50S,2024-01-15T21:04:29.0Z,2,REGULAR,3pt,Jump Shot,[],202692,32.90078843626807,62.745098039215684,1610612765,60,63,2024-01-15T21:04:33Z,3200000,False,-64.0,257.0,1,left,A. Burks 26' 3PT  (20 PTS) (K. Hayes 5 AST),"[202692, 1630165]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,,,Made,20.0,,,,,,26.46,K. Hayes,1630165.0,5.0,,,,
326,PT00M01.10S,2024-01-15T21:04:54.5Z,2,REGULAR,2pt,Jump Shot,[],1626145,77.84165571616295,39.950980392156865,1610612764,60,63,2024-01-15T21:05:01Z,3220000,False,-50.0,156.0,1,right,MISS T. Jones 16' driving floating Shot,[1626145],1610612764.0,WAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,,16.37,,,,,,,
327,PT00M01.10S,2024-01-15T21:04:54.5Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,60,63,2024-01-15T21:05:01Z,3230000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,326.0,5.0,3.0,2.0,,,,,,,,,
328,PT00M00.10S,2024-01-15T21:05:00.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612764,62,63,2024-01-15T21:05:05Z,3240000,False,0.0,0.0,1,right,D. Gafford tip Layup (2 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,0.0,,,,,,,
330,PT00M00.00S,2024-01-15T21:05:40.8Z,2,REGULAR,period,end,[],0,,,1610612765,62,63,2024-01-15T21:05:40Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-01-15T21:05:53.5Z,3,REGULAR,substitution,out,['startperiod'],1641731,,,1610612765,62,63,2024-01-15T21:20:44Z,3270000,False,,,0,,SUB out: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-01-15T21:05:53.5Z,3,REGULAR,substitution,out,['startperiod'],202692,,,1610612765,62,63,2024-01-15T21:20:44Z,3280000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-01-15T21:05:53.5Z,3,REGULAR,substitution,in,['startperiod'],1630166,,,1610612765,62,63,2024-01-15T21:20:44Z,3290000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-01-15T21:05:53.5Z,3,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,62,63,2024-01-15T21:20:44Z,3300000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-01-15T21:20:56.0Z,3,REGULAR,period,start,[],0,,,1610612765,62,63,2024-01-15T21:20:56Z,3310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M45.00S,2024-01-15T21:21:10.4Z,3,REGULAR,3pt,Jump Shot,[],1630191,68.11760840998686,35.294117647058826,1610612765,62,66,2024-01-15T21:21:15Z,3320000,False,-74.0,247.0,1,right,I. Stewart 25' 3PT  (5 PTS) (K. Hayes 6 AST),"[1630191, 1630165]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,,,25.79,K. Hayes,1630165.0,6.0,,,,
339,PT11M26.00S,2024-01-15T21:21:28.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.225361366622863,53.92156862745098,1610612764,64,66,2024-01-15T21:21:33Z,3340000,False,-20.0,6.0,1,left,D. Gafford alley-oop DUNK (4 PTS) (D. Avdija 3 AST),"[1629655, 1630166]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,,2.05,D. Avdija,1630166.0,3.0,,,,
341,PT11M14.00S,2024-01-15T21:21:41.5Z,3,REGULAR,3pt,Jump Shot,[],1631093,69.82588699080158,24.75490196078431,1610612765,64,66,2024-01-15T21:21:46Z,3360000,False,-126.0,231.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.33,,,,,,,
342,PT11M10.00S,2024-01-15T21:21:45.5Z,3,REGULAR,rebound,offensive,[],1628995,,,1610612765,64,66,2024-01-15T21:21:46Z,3370000,False,,,0,,K. Knox II REBOUND (Off:1 Def:0),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Left Center,,,,,,,,341.0,1.0,0.0,1.0,,,,,,,,,
343,PT11M06.00S,2024-01-15T21:21:49.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630191,89.14257555847568,56.61764705882353,1610612765,64,68,2024-01-15T21:21:54Z,3380000,False,33.0,50.0,1,right,I. Stewart floating Jump Shot (7 PTS) (K. Knox II 1 AST),"[1630191, 1628995]",1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,,,,,,5.96,K. Knox II,1628995.0,1.0,,,,
345,PT10M54.00S,2024-01-15T21:22:00.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,32.11235216819975,36.029411764705884,1610612764,67,68,2024-01-15T21:22:06Z,3400000,False,70.0,249.0,1,left,J. Poole 25' 3PT step back (14 PTS),[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,Made,14.0,,,,,,25.9,,,,,,,
