actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
266,PT06M01.00S,2022-01-02T00:26:53.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,70.51576872536137,75.49019607843137,1610612749,46,44,2022-01-02T00:27:00Z,2610000,127.0,225.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,
267,PT05M59.00S,2022-01-02T00:26:55.5Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,46,44,2022-01-02T00:27:00Z,2620000,,,0,,T. Satoransky REBOUND (Off:0 Def:3),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,,,,,,
268,PT05M52.00S,2022-01-02T00:27:03.7Z,2,REGULAR,3pt,Jump Shot,[],1629638,36.21879106438896,42.8921568627451,1610612740,46,44,2022-01-02T00:27:08Z,2630000,36.0,288.0,1,left,MISS N. Alexander-Walker 29' step back 3PT,[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,29.02,Missed,,,,,,,,,,,,,,,,,,
269,PT05M49.00S,2022-01-02T00:27:06.7Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,46,44,2022-01-02T00:27:08Z,2640000,,,0,,D. Cousins REBOUND (Off:0 Def:4),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,268.0,4.0,4.0,0.0,,,,,,,,,,,,,,
270,PT05M41.00S,2022-01-02T00:27:13.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.11760840998686,51.9607843137255,1610612749,48,44,2022-01-02T00:27:18Z,2650000,10.0,12.0,1,right,G. Antetokounmpo driving DUNK (15 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.56,Made,,,,,,,,15.0,,,,,,,,,,
271,PT05M26.00S,2022-01-02T00:27:29.3Z,2,REGULAR,3pt,Jump Shot,[],1630529,33.065045992115635,71.56862745098039,1610612740,48,44,2022-01-02T00:27:33Z,2660000,-108.0,258.0,1,left,MISS H. Jones 27' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,
272,PT05M23.00S,2022-01-02T00:27:32.3Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,48,44,2022-01-02T00:27:33Z,2670000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,,,,,,,
369,PT05M16.00S,2022-01-02T00:27:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,85.3318002628121,50.73529411764706,1610612749,48,44,2022-01-02T00:45:03Z,2675000,4.0,85.0,1,right,MISS J. Holiday 8' driving Layup - blocked,"[201950, 1630529]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,8.55,Missed,,,,,,,,,,,,Jones,1630529.0,,,,,
370,PT05M16.00S,2022-01-02T00:27:35.8Z,2,REGULAR,block,,[],1630529,,,1610612749,48,44,2022-01-02T00:45:03Z,2677500,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M15.00S,2022-01-02T00:27:36.8Z,2,REGULAR,rebound,offensive,[],201950,,,1610612749,48,44,2022-01-02T00:45:03Z,2678750,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,369.0,2.0,1.0,1.0,,,,,,,,,,,,,,
273,PT05M12.00S,2022-01-02T00:27:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,91.40932982917214,50.0,1610612749,50,44,2022-01-02T00:45:17Z,2680000,0.0,28.0,1,right,J. Holiday Layup (8 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,2.83,Made,,,,,,,,8.0,,,,,,,,,,
274,PT04M55.00S,2022-01-02T00:28:02.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,7.178055190538765,49.01960784313725,1610612740,50,46,2022-01-02T00:31:35Z,2690000,5.0,15.0,1,left,J. Hayes DUNK (8 PTS) (T. Satoransky 2 AST),"[1629637, 203107]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,1.58,Made,,,,,,,,8.0,T. Satoransky,203107.0,2.0,,,,,,,
276,PT04M55.00S,2022-01-02T00:28:05.2Z,2,REGULAR,foul,personal,['1freethrow'],203507,,,1610612740,50,46,2022-01-02T00:28:27Z,2710000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Hayes 1 FT),"[203507, 1629637]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Hayes,1629637.0
278,PT04M55.00S,2022-01-02T00:28:32.5Z,2,REGULAR,foul,technical,['1freethrow'],203507,,,1610612740,50,46,2022-01-02T00:28:44Z,2730000,,,0,,G. Antetokounmpo technical FOUL (1 Tech),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,200834.0,2.0,1.0,,
279,PT04M55.00S,2022-01-02T00:28:48.3Z,2,REGULAR,freethrow,1 of 1,[],1629638,,,1610612740,50,46,2022-01-02T00:28:48Z,2740000,,,0,,MISS N. Alexander-Walker technical Free Throw 1 of 1,[1629638],1610612740.0,NOP,technical,,,Alexander-Walker,N. Alexander-Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT04M55.00S,2022-01-02T00:28:48.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,50,46,2022-01-02T00:28:48Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,
281,PT04M55.00S,2022-01-02T00:28:49.4Z,2,REGULAR,substitution,out,[],1628960,,,1610612740,50,46,2022-01-02T00:29:07Z,2760000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M55.00S,2022-01-02T00:28:49.4Z,2,REGULAR,substitution,out,[],203507,,,1610612740,50,46,2022-01-02T00:29:07Z,2770000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M55.00S,2022-01-02T00:28:49.4Z,2,REGULAR,substitution,out,[],1629638,,,1610612740,50,46,2022-01-02T00:29:07Z,2780000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M55.00S,2022-01-02T00:28:49.4Z,2,REGULAR,substitution,in,[],1626192,,,1610612740,50,46,2022-01-02T00:29:07Z,2790000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M55.00S,2022-01-02T00:28:49.4Z,2,REGULAR,substitution,in,[],202083,,,1610612740,50,46,2022-01-02T00:29:07Z,2800000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M55.00S,2022-01-02T00:28:49.4Z,2,REGULAR,substitution,in,[],1628404,,,1610612740,50,46,2022-01-02T00:29:07Z,2810000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M55.00S,2022-01-02T00:29:14.2Z,2,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,50,47,2022-01-02T00:29:14Z,2820000,,,0,,J. Hayes Free Throw 1 of 1 (9 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
288,PT04M42.00S,2022-01-02T00:29:34.8Z,2,REGULAR,foul,personal,['2freethrow'],203107,,,1610612749,50,47,2022-01-02T00:29:50Z,2830000,,,0,,T. Satoransky shooting personal FOUL (1 PF) (Holiday 2 FT),"[203107, 201950]",1610612740.0,NOP,shooting,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Holiday,201950.0
290,PT04M42.00S,2022-01-02T00:29:51.6Z,2,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,51,47,2022-01-02T00:29:51Z,2850000,,,0,,J. Holiday Free Throw 1 of 2 (9 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
291,PT04M42.00S,2022-01-02T00:30:06.0Z,2,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,52,47,2022-01-02T00:30:06Z,2860000,,,0,,J. Holiday Free Throw 2 of 2 (10 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
292,PT04M28.00S,2022-01-02T00:30:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,10.200394218134035,48.28431372549019,1610612740,52,47,2022-01-02T00:33:57Z,2870000,9.0,43.0,1,left,MISS H. Jones driving finger roll Layup,[1630529],1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,4.42,Missed,,,,,,,,,,,,,,,,,,
293,PT04M27.00S,2022-01-02T00:30:23.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,52,47,2022-01-02T00:33:38Z,2880000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,
294,PT04M27.00S,2022-01-02T00:30:29.7Z,2,REGULAR,foul,personal,[],1629637,,,1610612749,52,47,2022-01-02T00:30:46Z,2890000,,,0,,J. Hayes loose ball personal FOUL (1 PF),"[1629637, 202326]",1610612740.0,NOP,loose ball,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Cousins,202326.0
296,PT04M16.00S,2022-01-02T00:30:51.2Z,2,REGULAR,turnover,lost ball,[],201950,,,1610612749,52,47,2022-01-02T00:31:00Z,2910000,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 1628404]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,2.0,Hart,1628404.0,,,,,,,,,,,
297,PT04M16.00S,2022-01-02T00:30:51.2Z,2,REGULAR,steal,,[],1628404,,,1610612740,52,47,2022-01-02T00:30:53Z,2920000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M15.00S,2022-01-02T00:30:57.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629670,,,1610612740,52,47,2022-01-02T00:31:09Z,2930000,,,0,,J. Nwora shooting personal FOUL (1 PF) (Hart 2 FT),"[1629670, 1628404]",1610612749.0,MIL,shooting,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Hart,1628404.0
300,PT04M15.00S,2022-01-02T00:31:31.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628404,,,1610612740,52,47,2022-01-02T00:32:01Z,2950000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,
301,PT04M15.00S,2022-01-02T00:31:31.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,52,47,2022-01-02T00:32:01Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,
302,PT04M15.00S,2022-01-02T00:31:31.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628404,,,1610612740,52,47,2022-01-02T00:32:01Z,2970000,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Missed,,,,,,,,,,,,,,,,,,
303,PT04M10.00S,2022-01-02T00:31:36.1Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,52,47,2022-01-02T00:32:01Z,2980000,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,302.0,3.0,3.0,0.0,,,,,,,,,,,,,,
304,PT04M00.00S,2022-01-02T00:32:06.2Z,2,REGULAR,3pt,Jump Shot,[],1629670,69.72733245729303,24.019607843137255,1610612749,52,47,2022-01-02T00:32:12Z,2990000,-130.0,232.0,1,right,MISS J. Nwora 26' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
305,PT03M57.00S,2022-01-02T00:32:09.2Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,52,47,2022-01-02T00:32:12Z,3000000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,304.0,1.0,1.0,0.0,,,,,,,,,,,,,,
306,PT03M52.00S,2022-01-02T00:32:14.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,9.280551905387648,55.14705882352941,1610612740,52,49,2022-01-02T00:35:10Z,3010000,-26.0,35.0,1,left,J. Hayes pullup bank Jump Shot (11 PTS) (T. Satoransky 3 AST),"[1629637, 203107]",1610612740.0,NOP,pullup bank,,,Hayes,J. Hayes,,,,,4.32,Made,,,,,,,,11.0,T. Satoransky,203107.0,3.0,,,,,,,
308,PT03M40.00S,2022-01-02T00:32:26.8Z,2,REGULAR,3pt,Jump Shot,[],202326,65.65374507227332,65.93137254901961,1610612749,55,49,2022-01-02T00:32:32Z,3030000,80.0,270.0,1,right,D. Cousins 28' 3PT  (5 PTS) (J. Holiday 3 AST),"[202326, 201950]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,28.19,Made,,,,,,,,5.0,J. Holiday,201950.0,3.0,,,,,,,
310,PT03M25.00S,2022-01-02T00:32:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630529,11.383048620236531,97.30392156862744,1610612740,55,52,2022-01-02T00:32:46Z,3050000,-237.0,55.0,1,left,H. Jones 24' 3PT  (7 PTS) (T. Satoransky 4 AST),"[1630529, 203107]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,24.27,Made,,,,,,,,7.0,T. Satoransky,203107.0,4.0,,,,,,,
312,PT03M02.00S,2022-01-02T00:33:05.1Z,2,REGULAR,3pt,Jump Shot,[],201950,79.97700394218134,93.38235294117648,1610612749,55,52,2022-01-02T00:33:10Z,3070000,217.0,136.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
313,PT02M59.00S,2022-01-02T00:33:07.2Z,2,REGULAR,rebound,offensive,[],202326,,,1610612749,55,52,2022-01-02T00:33:07Z,3080000,,,0,,D. Cousins REBOUND (Off:1 Def:4),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,312.0,5.0,4.0,1.0,,,,,,,,,,,,,,
314,PT02M52.00S,2022-01-02T00:33:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,92.19776609724047,52.450980392156865,1610612749,57,52,2022-01-02T00:38:14Z,3090000,12.0,21.0,1,right,J. Nwora driving finger roll Layup (8 PTS),[1629670],1610612749.0,MIL,driving finger roll,,,Nwora,J. Nwora,,,,,2.42,Made,,,,,,,,8.0,,,,,,,,,,
315,PT02M42.00S,2022-01-02T00:33:24.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,7.440867279894875,50.49019607843137,1610612740,57,54,2022-01-02T00:37:26Z,3100000,-2.0,17.0,1,left,J. Hayes cutting DUNK (13 PTS) (J. Hart 6 AST),"[1629637, 1628404]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,1.76,Made,,,,,,,,13.0,J. Hart,1628404.0,6.0,,,,,,,
317,PT02M21.00S,2022-01-02T00:33:46.1Z,2,REGULAR,2pt,Jump Shot,[],201950,94.1688567674113,75.49019607843137,1610612749,57,54,2022-01-02T00:33:50Z,3120000,127.0,2.0,1,right,MISS J. Holiday 12' turnaround fadeaway Shot,[201950],1610612749.0,MIL,turnaround fadeaway,,,Holiday,J. Holiday,,,,,12.75,Missed,,,,,,,,,,,,,,,,,,
318,PT02M18.00S,2022-01-02T00:33:49.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,57,54,2022-01-02T00:33:50Z,3130000,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,317.0,7.0,6.0,1.0,,,,,,,,,,,,,,
319,PT02M17.00S,2022-01-02T00:33:52.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202326,,,1610612740,57,54,2022-01-02T00:34:02Z,3140000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Satoransky 2 FT),"[202326, 203107]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Satoransky,203107.0
321,PT02M17.00S,2022-01-02T00:34:16.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203107,,,1610612740,57,55,2022-01-02T00:34:16Z,3160000,,,0,,T. Satoransky Free Throw 1 of 2 (2 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
322,PT02M17.00S,2022-01-02T00:34:17.7Z,2,REGULAR,substitution,out,[],1629670,,,1610612740,57,55,2022-01-02T00:34:34Z,3170000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M17.00S,2022-01-02T00:34:17.7Z,2,REGULAR,substitution,out,[],202326,,,1610612740,57,55,2022-01-02T00:34:34Z,3180000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M17.00S,2022-01-02T00:34:17.7Z,2,REGULAR,substitution,in,[],201588,,,1610612740,57,55,2022-01-02T00:34:34Z,3190000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M17.00S,2022-01-02T00:34:17.7Z,2,REGULAR,substitution,in,[],203507,,,1610612740,57,55,2022-01-02T00:34:34Z,3200000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M17.00S,2022-01-02T00:34:36.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203107,,,1610612740,57,56,2022-01-02T00:34:36Z,3210000,,,0,,T. Satoransky Free Throw 2 of 2 (3 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
327,PT02M08.00S,2022-01-02T00:34:46.2Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,57,56,2022-01-02T00:34:55Z,3220000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 203107]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,3.0,Satoransky,203107.0,,,,,,,,,,,
328,PT02M08.00S,2022-01-02T00:34:46.2Z,2,REGULAR,steal,,[],203107,,,1610612740,57,56,2022-01-02T00:34:49Z,3230000,,,0,,T. Satoransky STEAL (1 STL),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M01.00S,2022-01-02T00:34:53.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628404,33.98488830486202,35.78431372549019,1610612740,57,56,2022-01-02T00:35:00Z,3240000,71.0,267.0,1,left,MISS J. Hart 27' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,27.63,Missed,,,,,,,,,,,,,,,,,,
330,PT01M58.00S,2022-01-02T00:34:56.0Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,57,56,2022-01-02T00:35:00Z,3250000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,329.0,2.0,1.0,1.0,,,,,,,,,,,,,,
331,PT01M58.00S,2022-01-02T00:34:58.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629637,5.590000152587891,50.0,1610612740,57,56,2022-01-02T00:37:10Z,3260000,0.0,0.0,1,left,MISS J. Hayes tip Layup,[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
332,PT01M58.00S,2022-01-02T00:34:58.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,57,56,2022-01-02T00:37:10Z,3270000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,331.0,3.0,2.0,1.0,,,,,,,,,,,,,,
333,PT01M58.00S,2022-01-02T00:35:00.3Z,2,REGULAR,foul,personal,[],203107,,,1610612749,57,56,2022-01-02T00:35:07Z,3280000,,,0,,T. Satoransky personal FOUL (2 PF),"[203107, 201950]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Holiday,201950.0
335,PT01M58.00S,2022-01-02T00:35:10.2Z,2,REGULAR,substitution,out,[],203107,,,1610612749,57,56,2022-01-02T00:35:16Z,3300000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M58.00S,2022-01-02T00:35:10.2Z,2,REGULAR,substitution,in,[],1628984,,,1610612749,57,56,2022-01-02T00:35:16Z,3310000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
337,PT01M36.00S,2022-01-02T00:35:41.2Z,2,REGULAR,3pt,Jump Shot,[],202083,71.69842312746385,19.607843137254903,1610612749,57,56,2022-01-02T00:35:47Z,3320000,-152.0,214.0,1,right,MISS W. Matthews 26' step back 3PT,[202083],1610612749.0,MIL,step back,,,Matthews,W. Matthews,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
338,PT01M34.00S,2022-01-02T00:35:43.2Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,57,56,2022-01-02T00:35:47Z,3330000,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,337.0,3.0,2.0,1.0,,,,,,,,,,,,,,
339,PT01M27.00S,2022-01-02T00:35:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630529,33.590670170827856,34.55882352941176,1610612740,57,56,2022-01-02T00:35:55Z,3340000,77.0,263.0,1,left,MISS H. Jones 27' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,
340,PT01M23.00S,2022-01-02T00:35:54.2Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,57,56,2022-01-02T00:35:55Z,3350000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,339.0,1.0,1.0,0.0,,,,,,,,,,,,,,
341,PT01M18.00S,2022-01-02T00:36:03.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612749,57,56,2022-01-02T00:36:22Z,3360000,,,0,,J. Hayes shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629637, 203507]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Antetokounmpo,203507.0
343,PT01M18.00S,2022-01-02T00:36:53.9Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,58,56,2022-01-02T00:36:53Z,3380000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (16 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
344,PT01M18.00S,2022-01-02T00:36:58.9Z,2,REGULAR,substitution,out,[],202083,,,1610612749,58,56,2022-01-02T00:37:07Z,3390000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
345,PT01M18.00S,2022-01-02T00:36:58.9Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,58,56,2022-01-02T00:37:07Z,3400000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
347,PT01M18.00S,2022-01-02T00:37:26.8Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,59,56,2022-01-02T00:37:26Z,3410000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
348,PT01M07.00S,2022-01-02T00:37:41.3Z,2,REGULAR,turnover,traveling,[],1630529,,,1610612740,59,56,2022-01-02T00:38:19Z,3420000,,,0,,H. Jones traveling TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,1.0,,,,,,,,,203177.0,,,,
349,PT00M47.90S,2022-01-02T00:38:09.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,94.43166885676742,23.03921568627451,1610612749,59,56,2022-01-02T00:50:54Z,3430000,-135.0,0.0,1,right,MISS B. Portis 13' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,13.48,Missed,,,,,,,,,,,,,,,,,,
350,PT00M45.30S,2022-01-02T00:38:12.1Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,59,56,2022-01-02T00:38:12Z,3440000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,349.0,3.0,3.0,0.0,,,,,,,,,,,,,,
