actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
269,PT03M45.00S,2022-01-29T04:08:53.7Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612752,57,49,2022-01-29T04:09:01Z,2650000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 1628978]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,2.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,,,
270,PT03M45.00S,2022-01-29T04:08:53.7Z,2,REGULAR,steal,,[],1628978,,,1610612749,57,49,2022-01-29T04:08:56Z,2660000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M42.00S,2022-01-29T04:09:00.6Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,57,49,2022-01-29T04:09:12Z,2670000,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1629628]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,201245.0,1.0,1.0,Barrett,1629628.0,,,
273,PT03M42.00S,2022-01-29T04:09:00.6Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,57,49,2022-01-29T04:09:00Z,2690000,,,0,,G. Antetokounmpo offensive foul TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.0,,,,,,,,,,,,,201245.0,,,,,,,
274,PT03M27.00S,2022-01-29T04:09:38.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612752,57,49,2022-01-29T04:10:04Z,2700000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Barrett 2 FT),"[203507, 1629628]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,1193.0,2.0,1.0,Barrett,1629628.0,,,
276,PT03M27.00S,2022-01-29T04:10:14.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,57,50,2022-01-29T04:10:14Z,2720000,,,0,,R. Barrett Free Throw 1 of 2 (8 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
277,PT03M27.00S,2022-01-29T04:10:15.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,57,51,2022-01-29T04:10:15Z,2730000,,,0,,R. Barrett Free Throw 2 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
278,PT03M08.00S,2022-01-29T04:10:32.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.915243101182654,48.77450980392157,1610612749,59,51,2022-01-29T04:10:37Z,2740000,6.0,13.0,1,left,G. Antetokounmpo cutting DUNK (17 PTS) (G. Hill 1 AST),"[203507, 201588]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1.39,Made,17.0,G. Hill,201588.0,1.0,,,,,,,,,,,,
280,PT02M48.00S,2022-01-29T04:10:52.3Z,2,REGULAR,3pt,Jump Shot,[],1629628,66.5735873850197,50.98039215686274,1610612752,59,54,2022-01-29T04:10:58Z,2760000,5.0,262.0,1,right,R. Barrett 26' 3PT step back (12 PTS),[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,,,,26.17,Made,12.0,,,,,,,,,,,,,,,
281,PT02M38.00S,2022-01-29T04:11:06.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,19.004599211563733,54.65686274509803,1610612749,61,54,2022-01-29T04:11:10Z,2770000,-23.0,126.0,1,left,K. Middleton 12' driving floating Jump Shot (11 PTS) (G. Hill 2 AST),"[203114, 201588]",1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,,,,12.82,Made,11.0,G. Hill,201588.0,2.0,,,,,,,,,,,,
283,PT02M38.00S,2022-01-29T04:11:09.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629628,,,1610612749,61,54,2022-01-29T04:11:39Z,2790000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Middleton 1 FT),"[1629628, 203114]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Middleton,203114.0,,,
285,PT02M38.00S,2022-01-29T04:11:26.8Z,2,REGULAR,substitution,out,[],201588,,,1610612749,61,54,2022-01-29T04:11:36Z,2810000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M38.00S,2022-01-29T04:11:26.8Z,2,REGULAR,substitution,out,[],1629011,,,1610612749,61,54,2022-01-29T04:11:36Z,2820000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M38.00S,2022-01-29T04:11:26.8Z,2,REGULAR,substitution,in,[],201950,,,1610612749,61,54,2022-01-29T04:11:36Z,2830000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M38.00S,2022-01-29T04:11:26.8Z,2,REGULAR,substitution,in,[],203457,,,1610612749,61,54,2022-01-29T04:11:36Z,2840000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M38.00S,2022-01-29T04:11:44.6Z,2,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,62,54,2022-01-29T04:11:44Z,2850000,,,0,,K. Middleton Free Throw 1 of 1 (12 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
290,PT02M22.00S,2022-01-29T04:12:01.8Z,2,REGULAR,2pt,Jump Shot,[],203095,78.0059132720105,26.47058823529412,1610612752,62,56,2022-01-29T04:12:07Z,2860000,-118.0,154.0,1,right,E. Fournier 19' step back Jump Shot (10 PTS),[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,,,,19.39,Made,10.0,,,,,,,,,,,,,,,
291,PT02M07.00S,2022-01-29T04:12:22.2Z,2,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,62,56,2022-01-29T04:12:33Z,2870000,,,0,,G. Antetokounmpo step out-of-bounds TURNOVER (3 TO),[203507],1610612749.0,MIL,step,,,Antetokounmpo,G. Antetokounmpo,,,,,3.0,,,,,,,,,,,,,2715.0,,,,,,,
292,PT02M07.00S,2022-01-29T04:12:27.3Z,2,REGULAR,substitution,out,[],203114,,,1610612752,62,56,2022-01-29T04:12:32Z,2880000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M07.00S,2022-01-29T04:12:27.3Z,2,REGULAR,substitution,in,[],201588,,,1610612752,62,56,2022-01-29T04:12:32Z,2890000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M56.00S,2022-01-29T04:12:49.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,92.19776609724047,43.38235294117647,1610612752,62,58,2022-01-29T04:12:53Z,2900000,-33.0,21.0,1,right,J. Randle driving Layup (2 PTS) (R. Barrett 2 AST),"[203944, 1629628]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,3.91,Made,2.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,
296,PT01M49.00S,2022-01-29T04:12:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201588,8.886333771353483,48.03921568627451,1610612749,62,58,2022-01-29T04:13:00Z,2920000,10.0,31.0,1,left,MISS G. Hill driving Layup,[201588],1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,,,,3.25,Missed,,,,,,,,,,,,,,,,
297,PT01M45.00S,2022-01-29T04:13:00.5Z,2,REGULAR,rebound,offensive,[],1626171,,,1610612749,62,58,2022-01-29T04:13:00Z,2930000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,296.0,3.0,2.0,1.0,,,,,,,,
298,PT01M45.00S,2022-01-29T04:12:59.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,5.590000152587891,50.0,1610612749,62,58,2022-01-29T04:13:03Z,2940000,0.0,0.0,1,left,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
299,PT01M45.00S,2022-01-29T04:12:59.9Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,62,58,2022-01-29T04:13:03Z,2950000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,298.0,5.0,4.0,1.0,,,,,,,,
300,PT01M39.00S,2022-01-29T04:13:06.3Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,62,58,2022-01-29T04:13:11Z,2960000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 201588]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,3.0,Hill,201588.0,,,,,,,,,,,,,,,,,,
301,PT01M39.00S,2022-01-29T04:13:06.3Z,2,REGULAR,steal,,[],201588,,,1610612749,62,58,2022-01-29T04:13:09Z,2970000,,,0,,G. Hill STEAL (1 STL),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M35.00S,2022-01-29T04:13:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201588,6.915243101182654,52.94117647058824,1610612749,64,58,2022-01-29T04:13:16Z,2980000,-15.0,13.0,1,left,G. Hill running Layup (2 PTS),[201588],1610612749.0,MIL,running,,,Hill,G. Hill,,,,,,,,1.93,Made,2.0,,,,,,,,,,,,,,,
303,PT01M22.00S,2022-01-29T04:13:27.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,81.2910643889619,42.64705882352941,1610612752,64,58,2022-01-29T04:15:12Z,2990000,-37.0,123.0,1,right,MISS R. Barrett 12' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,,,,12.88,Missed,,,,,,,,,,,,,,,,
304,PT01M19.00S,2022-01-29T04:13:30.3Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,64,58,2022-01-29T04:15:12Z,3000000,,,0,,R. Barrett REBOUND (Off:2 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,303.0,3.0,1.0,2.0,,,,,,,,
305,PT01M18.00S,2022-01-29T04:13:31.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612752,64,58,2022-01-29T04:13:50Z,3010000,,,0,,G. Antetokounmpo shooting personal FOUL (3 PF) (Barrett 2 FT),"[203507, 1629628]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,201245.0,3.0,1.0,Barrett,1629628.0,,,
307,PT01M18.00S,2022-01-29T04:13:52.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,64,58,2022-01-29T04:14:00Z,3030000,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,
308,PT01M18.00S,2022-01-29T04:14:12.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,64,58,2022-01-29T04:14:12Z,3040000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Missed,,,,,,,,,,,,,,,,
309,PT01M18.00S,2022-01-29T04:14:12.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,64,58,2022-01-29T04:14:12Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,
310,PT01M18.00S,2022-01-29T04:14:15.6Z,2,REGULAR,substitution,out,[],203507,,,1610612752,64,58,2022-01-29T04:14:23Z,3060000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M18.00S,2022-01-29T04:14:15.6Z,2,REGULAR,substitution,in,[],1626192,,,1610612752,64,58,2022-01-29T04:14:23Z,3070000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M18.00S,2022-01-29T04:14:26.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,64,59,2022-01-29T04:14:26Z,3080000,,,0,,R. Barrett Free Throw 2 of 2 (13 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
313,PT01M02.00S,2022-01-29T04:14:48.2Z,2,REGULAR,foul,offensive,['inpenalty'],1626171,,,1610612749,64,59,2022-01-29T04:14:57Z,3090000,,,0,,B. Portis offensive FOUL (1 PF),"[1626171, 203457]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Noel,203457.0,,,
315,PT01M02.00S,2022-01-29T04:14:48.2Z,2,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,64,59,2022-01-29T04:14:48Z,3110000,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,1.0,,,,,,,,,,,,,2715.0,,,,,,,
316,PT00M56.00S,2022-01-29T04:15:20.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612752,64,59,2022-01-29T04:15:49Z,3120000,,,0,,J. Holiday personal FOUL (1 PF) (Noel 2 FT),"[201950, 203457]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Noel,203457.0,,,
318,PT00M56.00S,2022-01-29T04:15:37.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203457,,,1610612752,64,60,2022-01-29T04:15:37Z,3140000,,,0,,N. Noel Free Throw 1 of 2 (1 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
319,PT00M56.00S,2022-01-29T04:15:38.7Z,2,REGULAR,substitution,out,[],201588,,,1610612752,64,60,2022-01-29T04:15:45Z,3150000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M56.00S,2022-01-29T04:15:38.7Z,2,REGULAR,substitution,in,[],203114,,,1610612752,64,60,2022-01-29T04:15:45Z,3160000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M56.00S,2022-01-29T04:15:54.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203457,,,1610612752,64,61,2022-01-29T04:15:54Z,3170000,,,0,,N. Noel Free Throw 2 of 2 (2 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
322,PT00M40.60S,2022-01-29T04:16:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.623521681997373,54.41176470588235,1610612749,64,61,2022-01-29T04:16:15Z,3180000,-22.0,29.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,,,,3.61,Missed,,,,,,,,,,,,,,,,
323,PT00M37.70S,2022-01-29T04:16:13.3Z,2,REGULAR,rebound,defensive,[],203457,,,1610612752,64,61,2022-01-29T04:16:15Z,3190000,,,0,,N. Noel REBOUND (Off:0 Def:4),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,322.0,4.0,4.0,0.0,,,,,,,,
324,PT00M17.40S,2022-01-29T04:16:34.6Z,2,REGULAR,2pt,Jump Shot,[],203944,94.82588699080158,73.77450980392157,1610612752,64,63,2022-01-29T04:16:39Z,3200000,119.0,-4.0,1,right,J. Randle 11' turnaround fadeaway Jump Shot (4 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,,,,11.9,Made,4.0,,,,,,,,,,,,,,,
325,PT00M00.00S,2022-01-29T04:16:55.5Z,2,REGULAR,3pt,Jump Shot,[],1626192,13.485545335085414,2.941176470588235,1610612749,67,63,2022-01-29T04:17:06Z,3210000,235.0,74.0,1,left,P. Connaughton 24' 3PT  (5 PTS) (D. DiVincenzo 1 AST),"[1626192, 1628978]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,24.68,Made,5.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,
327,PT00M00.00S,2022-01-29T04:17:15.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612752,67,63,2022-01-29T04:42:55Z,3230000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,End Period - Good Basket,,
328,PT00M00.00S,2022-01-29T04:17:42.6Z,2,REGULAR,period,end,[],0,,,1610612752,67,63,2022-01-29T04:17:42Z,3240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-01-29T04:30:53.1Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612752,67,63,2022-01-29T04:32:14Z,3250000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-01-29T04:30:53.1Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612752,67,63,2022-01-29T04:32:14Z,3260000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-01-29T04:30:53.1Z,3,REGULAR,substitution,out,['startperiod'],203457,,,1610612752,67,63,2022-01-29T04:32:14Z,3270000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-01-29T04:30:53.1Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612752,67,63,2022-01-29T04:32:14Z,3280000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-01-29T04:30:53.1Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612752,67,63,2022-01-29T04:32:14Z,3290000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-01-29T04:30:53.1Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,67,63,2022-01-29T04:32:14Z,3300000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-01-29T04:32:22.3Z,3,REGULAR,period,start,[],0,,,1610612749,67,63,2022-01-29T04:32:22Z,3310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M51.00S,2022-01-29T04:32:33.6Z,3,REGULAR,foul,personal,[],203944,,,1610612749,67,63,2022-01-29T04:32:40Z,3320000,,,0,,J. Randle personal FOUL (1 PF),"[203944, 203507]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Antetokounmpo,203507.0,,,
338,PT11M36.00S,2022-01-29T04:33:02.0Z,3,REGULAR,3pt,Jump Shot,[],1626171,95.6143232588699,96.07843137254902,1610612749,67,63,2022-01-29T04:33:07Z,3340000,230.0,-11.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,23.07,Missed,,,,,,,,,,,,,,,,
339,PT11M36.00S,2022-01-29T04:33:02.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,67,63,2022-01-29T04:33:07Z,3350000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,
340,PT11M36.00S,2022-01-29T04:33:07.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,67,63,2022-01-29T04:33:07Z,3360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M32.00S,2022-01-29T04:33:17.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,93.11760840998686,50.73529411764706,1610612749,69,63,2022-01-29T04:33:22Z,3370000,4.0,12.0,1,right,K. Middleton cutting Layup (14 PTS) (J. Holiday 6 AST),"[203114, 201950]",1610612749.0,MIL,cutting,,,Middleton,K. Middleton,,,,,,,,1.27,Made,14.0,J. Holiday,201950.0,6.0,,,,,,,,,,,,
343,PT11M11.00S,2022-01-29T04:33:38.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,14.536793692509855,65.68627450980392,1610612752,69,65,2022-01-29T04:33:43Z,3390000,-78.0,84.0,1,left,E. Fournier 11' floating Jump Shot (12 PTS),[203095],1610612752.0,NYK,floating,,,Fournier,E. Fournier,,,,,,,,11.5,Made,12.0,,,,,,,,,,,,,,,
344,PT10M53.00S,2022-01-29T04:33:56.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201950,89.70105124835742,44.36274509803921,1610612749,69,65,2022-01-29T04:34:01Z,3400000,-28.0,44.0,1,right,MISS J. Holiday Hook,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,5.25,Missed,,,,,,,,,,,,,,,,
345,PT10M49.00S,2022-01-29T04:34:00.7Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,69,65,2022-01-29T04:34:00Z,3410000,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,344.0,4.0,2.0,2.0,,,,,,,,
346,PT10M49.00S,2022-01-29T04:34:00.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626171,94.40999984741211,50.0,1610612749,69,65,2022-01-29T04:34:03Z,3420000,0.0,0.0,1,right,MISS B. Portis tip Layup,[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
347,PT10M49.00S,2022-01-29T04:34:00.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,69,65,2022-01-29T04:34:03Z,3430000,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,346.0,6.0,5.0,1.0,,,,,,,,
348,PT10M45.00S,2022-01-29T04:34:05.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,8.623521681997373,2.941176470588235,1610612752,69,68,2022-01-29T04:34:11Z,3440000,235.0,29.0,1,left,R. Barrett 3PT running (16 PTS) (K. Walker 5 AST),"[1629628, 202689]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,23.7,Made,16.0,K. Walker,202689.0,5.0,,,,,,,,,,,,
350,PT10M34.00S,2022-01-29T04:34:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.9862023653088,51.9607843137255,1610612749,71,68,2022-01-29T04:34:21Z,3460000,10.0,13.0,1,right,J. Holiday cutting Layup (16 PTS) (K. Middleton 4 AST),"[201950, 203114]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,,,,1.66,Made,16.0,K. Middleton,203114.0,4.0,,,,,,,,,,,,
352,PT10M15.00S,2022-01-29T04:34:35.4Z,3,REGULAR,3pt,Jump Shot,[],203095,19.136005256241788,6.372549019607843,1610612752,71,68,2022-01-29T04:34:40Z,3480000,218.0,127.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,25.26,Missed,,,,,,,,,,,,,,,,
353,PT10M11.00S,2022-01-29T04:34:38.6Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,71,68,2022-01-29T04:34:38Z,3490000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,352.0,2.0,2.0,0.0,,,,,,,,
354,PT10M06.00S,2022-01-29T04:34:44.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,92.19776609724047,50.245098039215684,1610612749,73,68,2022-01-29T04:34:51Z,3500000,1.0,21.0,1,right,G. Antetokounmpo running DUNK (19 PTS) (J. Holiday 7 AST),"[203507, 201950]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.08,Made,19.0,J. Holiday,201950.0,7.0,,,,,,,,,,,,
356,PT09M37.00S,2022-01-29T04:35:12.9Z,3,REGULAR,2pt,Jump Shot,[],1629628,21.369908015768726,33.088235294117645,1610612752,73,68,2022-01-29T04:35:17Z,3520000,85.0,148.0,1,left,MISS R. Barrett 17' step back Shot,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,,,,17.08,Missed,,,,,,,,,,,,,,,,
357,PT09M34.00S,2022-01-29T04:35:15.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,73,68,2022-01-29T04:35:15Z,3530000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,356.0,5.0,5.0,0.0,,,,,,,,
358,PT09M30.00S,2022-01-29T04:35:21.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203507,67.36202365308804,62.5,1610612749,73,68,2022-01-29T04:35:28Z,3540000,62.0,254.0,1,right,MISS G. Antetokounmpo 26' running pullup 3PT,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,
