actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
621,PT02M55.00S,2021-11-21T03:14:56.1Z,4,REGULAR,turnover,out-of-bounds,[],1626192,,,1610612749,107,96,2021-11-21T03:15:03Z,6160000,,,0,,P. Connaughton bad pass out-of-bounds TURNOVER (1 TO),[1626192],1610612749.0,MIL,bad pass,,,Connaughton,P. Connaughton,,,,,,,,,,,1151.0,,,,,,1.0,,,,,,,,
622,PT02M40.00S,2021-11-21T03:15:16.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629649,92.46057818659659,49.26470588235294,1610612753,107,96,2021-11-21T03:15:22Z,6170000,-4.0,18.0,1,right,MISS I. Brazdeikis driving reverse Layup,[1629649],1610612753.0,ORL,driving reverse,,,Brazdeikis,I. Brazdeikis,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
624,PT02M35.00S,2021-11-21T03:15:21.2Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,107,96,2021-11-21T03:15:22Z,6190000,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,622.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
625,PT02M31.00S,2021-11-21T03:15:25.5Z,4,REGULAR,turnover,lost ball,[],203507,,,1610612749,107,96,2021-11-21T03:15:31Z,6200000,,,0,,G. Antetokounmpo lost ball TURNOVER (5 TO),"[203507, 1629649]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,5.0,,,,Brazdeikis,1629649.0,,,
626,PT02M31.00S,2021-11-21T03:15:25.5Z,4,REGULAR,steal,,[],1629649,,,1610612753,107,96,2021-11-21T03:15:28Z,6210000,,,0,,I. Brazdeikis STEAL (1 STL),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M20.00S,2021-11-21T03:15:35.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630181,77.61169513797634,92.64705882352942,1610612753,107,99,2021-11-21T03:15:45Z,6220000,213.0,158.0,1,right,R. Hampton 26' 3PT  (14 PTS) (M. Wagner 2 AST),"[1630181, 1629021]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.54,Made,,,,,,,,,,14.0,,M. Wagner,1629021.0,2.0,,,,,
629,PT02M10.00S,2021-11-21T03:15:46.4Z,4,REGULAR,turnover,lost ball,[],201950,,,1610612749,107,99,2021-11-21T03:15:52Z,6240000,,,0,,J. Holiday lost ball TURNOVER (3 TO),"[201950, 1630181]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,3.0,,,,Hampton,1630181.0,,,
630,PT02M10.00S,2021-11-21T03:15:46.4Z,4,REGULAR,steal,,[],1630181,,,1610612753,107,99,2021-11-21T03:15:48Z,6250000,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M05.00S,2021-11-21T03:15:50.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,92.85479632063075,49.50980392156863,1610612753,107,101,2021-11-21T03:15:59Z,6260000,-2.0,15.0,1,right,R. Hampton running Layup (16 PTS),[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,1.49,Made,,,,,,,,,,16.0,,,,,,,,,
632,PT01M46.00S,2021-11-21T03:16:13.1Z,4,REGULAR,foul,personal,['2freethrow'],201577,,,1610612749,107,101,2021-11-21T03:16:28Z,6270000,,,0,,R. Lopez shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[201577, 203507]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,1626300.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
693,PT01M46.00S,2021-11-21T03:17:02.9Z,4,REGULAR,violation,lane,[],1629021,,,1610612749,107,101,2021-11-21T03:35:33Z,6300000,,,0,,M. Wagner lane VIOLATION,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT01M46.00S,2021-11-21T03:17:02.9Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,108,101,2021-11-21T03:35:33Z,6310000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (27 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,27.0,,,,,,,,,
695,PT01M46.00S,2021-11-21T03:17:02.9Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,108,101,2021-11-21T03:35:33Z,6315000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
696,PT01M46.00S,2021-11-21T03:17:02.9Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,108,101,2021-11-21T03:35:33Z,6317500,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,695.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
637,PT01M33.00S,2021-11-21T03:17:52.7Z,4,REGULAR,3pt,Jump Shot,[],1628539,67.23061760840999,32.84313725490196,1610612753,108,101,2021-11-21T03:19:57Z,6320000,-86.0,256.0,1,right,MISS M. Mulder 26' pullup 3PT,[1628539],1610612753.0,ORL,pullup,,,Mulder,M. Mulder,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
638,PT01M29.00S,2021-11-21T03:17:56.7Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,108,101,2021-11-21T03:17:59Z,6330000,,,0,,J. Holiday REBOUND (Off:2 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,637.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
639,PT01M23.00S,2021-11-21T03:18:06.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201577,,,1610612749,108,101,2021-11-21T03:18:21Z,6340000,,,0,,R. Lopez take personal FOUL (3 PF) (Antetokounmpo 2 FT),"[201577, 203507]",1610612753.0,ORL,take,,,Lopez,R. Lopez,,,,,,,,,,,1151.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
641,PT01M23.00S,2021-11-21T03:18:34.8Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,108,101,2021-11-21T03:18:34Z,6360000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
642,PT01M23.00S,2021-11-21T03:18:34.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,108,101,2021-11-21T03:18:34Z,6370000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,,
643,PT01M23.00S,2021-11-21T03:18:54.8Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,109,101,2021-11-21T03:18:54Z,6380000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,28.0,,,,,,,,,
645,PT01M18.00S,2021-11-21T03:19:04.4Z,4,REGULAR,foul,personal,[],201950,,,1610612753,109,101,2021-11-21T03:19:27Z,6390000,,,0,,J. Holiday personal FOUL (3 PF),"[201950, 1630181]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,1626300.0,3.0,0.0,Hampton,1630181.0,,,,,,,,,,
647,PT01M10.00S,2021-11-21T03:19:25.6Z,4,REGULAR,3pt,Jump Shot,[],1628539,96.66557161629436,3.431372549019608,1610612753,109,101,2021-11-21T03:19:30Z,6410000,-233.0,-21.0,1,right,MISS M. Mulder 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
648,PT01M06.00S,2021-11-21T03:19:29.6Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,109,101,2021-11-21T03:19:30Z,6420000,,,0,,B. Portis REBOUND (Off:3 Def:11),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,647.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
649,PT01M00.00S,2021-11-21T03:19:36.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.258212877792378,49.01960784313725,1610612749,111,101,2021-11-21T03:19:42Z,6430000,5.0,6.0,1,left,G. Antetokounmpo cutting DUNK (30 PTS) (J. Holiday 5 AST),"[203507, 201950]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,0.8,Made,,,,,,,,,,30.0,,J. Holiday,201950.0,5.0,,,,,
651,PT00M59.70S,2021-11-21T03:19:49.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,111,101,2021-11-21T03:19:49Z,6450000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M53.50S,2021-11-21T03:21:38.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628539,94.43166885676742,50.98039215686274,1610612753,111,103,2021-11-21T03:21:43Z,6460000,5.0,0.0,1,right,M. Mulder cutting Layup (13 PTS) (R. Hampton 9 AST),"[1628539, 1630181]",1610612753.0,ORL,cutting,,,Mulder,M. Mulder,,,,,0.49,Made,,,,,,,,,,13.0,,R. Hampton,1630181.0,9.0,,,,,
654,PT00M40.70S,2021-11-21T03:21:53.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629649,,,1610612749,111,103,2021-11-21T03:22:14Z,6480000,,,0,,I. Brazdeikis take personal FOUL (3 PF) (Middleton 2 FT),"[1629649, 203114]",1610612753.0,ORL,take,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,1626300.0,3.0,0.0,Middleton,203114.0,,,,,,,,,,
656,PT00M40.70S,2021-11-21T03:22:17.7Z,4,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,111,103,2021-11-21T03:22:17Z,6500000,,,0,,MISS K. Middleton Free Throw 1 of 2,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
657,PT00M40.70S,2021-11-21T03:22:17.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,111,103,2021-11-21T03:22:17Z,6510000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,656.0,,,,,,,,,,,,,,,,,,
658,PT00M40.70S,2021-11-21T03:22:32.9Z,4,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,112,103,2021-11-21T03:22:32Z,6520000,,,0,,K. Middleton Free Throw 2 of 2 (13 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
659,PT00M34.30S,2021-11-21T03:22:43.1Z,4,REGULAR,3pt,Jump Shot,[],1630181,68.41327201051249,74.26470588235294,1610612753,112,106,2021-11-21T03:22:48Z,6530000,121.0,244.0,1,right,R. Hampton 27' 3PT pullup (19 PTS),[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,27.28,Made,,,,,,,,,,19.0,,,,,,,,,
660,PT00M24.30S,2021-11-21T03:22:58.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612749,112,106,2021-11-21T03:23:20Z,6540000,,,0,,M. Wagner take personal FOUL (2 PF) (Connaughton 2 FT),"[1629021, 1626192]",1610612753.0,ORL,take,,,Wagner,M. Wagner,,,,,,,,,,,203591.0,2.0,0.0,Connaughton,1626192.0,,,,,,,,,,
662,PT00M24.30S,2021-11-21T03:23:25.7Z,4,REGULAR,freethrow,1 of 2,[],1626192,,,1610612749,112,106,2021-11-21T03:23:25Z,6560000,,,0,,MISS P. Connaughton Free Throw 1 of 2,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M24.30S,2021-11-21T03:23:25.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,112,106,2021-11-21T03:23:25Z,6570000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,,
664,PT00M24.30S,2021-11-21T03:23:41.4Z,4,REGULAR,freethrow,2 of 2,[],1626192,,,1610612749,113,106,2021-11-21T03:23:41Z,6580000,,,0,,P. Connaughton Free Throw 2 of 2 (9 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
665,PT00M17.60S,2021-11-21T03:23:49.1Z,4,REGULAR,3pt,Jump Shot,[],1630181,62.10578186596584,43.627450980392155,1610612753,113,106,2021-11-21T03:24:08Z,6590000,-32.0,304.0,1,right,MISS R. Hampton 30' pullup 3PT,[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,30.54,Missed,,,,,,,,,,,,,,,,,,,
666,PT00M17.40S,2021-11-21T03:23:53.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,113,106,2021-11-21T03:23:53Z,6600000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,665.0,,,,,,,,,,,,,,,,,,
667,PT00M17.40S,2021-11-21T03:23:54.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612753,113,106,2021-11-21T03:24:09Z,6610000,,,0,,G. Antetokounmpo loose ball personal FOUL (4 PF) (Lopez 2 FT),"[203507, 201577]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,203591.0,4.0,0.0,Lopez,201577.0,,,,,,,,,,
669,PT00M17.40S,2021-11-21T03:24:18.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201577,,,1610612753,113,107,2021-11-21T03:24:18Z,6630000,,,0,,R. Lopez Free Throw 1 of 2 (5 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
670,PT00M17.40S,2021-11-21T03:24:33.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201577,,,1610612753,113,108,2021-11-21T03:24:33Z,6640000,,,0,,R. Lopez Free Throw 2 of 2 (6 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
671,PT00M17.40S,2021-11-21T03:24:43.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,113,108,2021-11-21T03:24:43Z,6650000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M16.60S,2021-11-21T03:26:22.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628539,,,1610612749,113,108,2021-11-21T03:26:34Z,6660000,,,0,,M. Mulder take personal FOUL (1 PF) (Connaughton 2 FT),"[1628539, 1626192]",1610612753.0,ORL,take,,,Mulder,M. Mulder,,,,,,,,,,,1151.0,1.0,0.0,Connaughton,1626192.0,,,,,,,,,,
675,PT00M16.60S,2021-11-21T03:26:46.5Z,4,REGULAR,freethrow,1 of 2,[],1626192,,,1610612749,114,108,2021-11-21T03:26:46Z,6680000,,,0,,P. Connaughton Free Throw 1 of 2 (10 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
676,PT00M16.60S,2021-11-21T03:27:00.3Z,4,REGULAR,freethrow,2 of 2,[],1626192,,,1610612749,115,108,2021-11-21T03:27:00Z,6690000,,,0,,P. Connaughton Free Throw 2 of 2 (11 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
677,PT00M08.30S,2021-11-21T03:27:11.2Z,4,REGULAR,3pt,Jump Shot,[],1629649,67.49342969776609,25.49019607843137,1610612753,115,108,2021-11-21T03:27:26Z,6700000,-123.0,253.0,1,right,MISS I. Brazdeikis 28' 3PT,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,28.12,Missed,,,,,,,,,,,,,,,,,,,
678,PT00M08.30S,2021-11-21T03:27:11.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,115,108,2021-11-21T03:27:26Z,6710000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,677.0,,,,,,,,,,,,,,,,,,
679,PT00M07.70S,2021-11-21T03:27:30.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201577,,,1610612749,115,108,2021-11-21T03:27:44Z,6720000,,,0,,R. Lopez loose ball personal FOUL (4 PF) (Antetokounmpo 2 FT),"[201577, 203507]",1610612753.0,ORL,loose ball,,,Lopez,R. Lopez,,,,,,,,,,,1151.0,4.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
681,PT00M07.70S,2021-11-21T03:27:50.8Z,4,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,116,108,2021-11-21T03:27:50Z,6740000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (31 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,31.0,,,,,,,,,
682,PT00M07.70S,2021-11-21T03:27:54.0Z,4,REGULAR,substitution,out,[],201950,,,1610612749,116,108,2021-11-21T03:28:06Z,6750000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M07.70S,2021-11-21T03:27:54.0Z,4,REGULAR,substitution,out,[],203114,,,1610612749,116,108,2021-11-21T03:28:06Z,6760000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M07.70S,2021-11-21T03:27:54.0Z,4,REGULAR,substitution,in,[],1629620,,,1610612749,116,108,2021-11-21T03:28:06Z,6770000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M07.70S,2021-11-21T03:27:54.0Z,4,REGULAR,substitution,in,[],203918,,,1610612749,116,108,2021-11-21T03:28:06Z,6780000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M07.70S,2021-11-21T03:28:16.1Z,4,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,117,108,2021-11-21T03:28:16Z,6790000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (32 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,32.0,,,,,,,,,
687,PT00M01.70S,2021-11-21T03:28:23.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628539,90.75229960578186,56.86274509803921,1610612753,117,108,2021-11-21T03:28:29Z,6800000,34.0,34.0,1,right,MISS M. Mulder driving Layup - blocked,"[1628539, 203507]",1610612753.0,ORL,driving,,,Mulder,M. Mulder,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
688,PT00M01.70S,2021-11-21T03:28:23.4Z,4,REGULAR,block,,[],203507,,,1610612753,117,108,2021-11-21T03:28:26Z,6810000,,,0,,G. Antetokounmpo BLOCK (3 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M01.70S,2021-11-21T03:28:23.4Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,117,108,2021-11-21T03:28:29Z,6820000,,,0,,B. Portis REBOUND (Off:3 Def:12),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,687.0,15.0,12.0,3.0,,,,,,,,,,,,,,,
690,PT00M00.00S,2021-11-21T03:28:34.5Z,4,REGULAR,period,end,[],0,,,1610612749,117,108,2021-11-21T03:28:34Z,6830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M00.00S,2021-11-21T03:28:40.8Z,4,REGULAR,game,end,[],0,,,0,117,108,2021-11-21T03:28:40Z,6840000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
