actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
359,PT07M46.00S,2021-12-19T03:24:33.7Z,3,REGULAR,rebound,defensive,[],202326,,,1610612749,55,68,2021-12-19T03:24:39Z,3520000,,,0,,D. Cousins REBOUND (Off:3 Def:8),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,358.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
360,PT07M46.00S,2021-12-19T03:24:38.3Z,3,REGULAR,foul,personal,[],1628386,,,1610612749,55,68,2021-12-19T03:24:56Z,3530000,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 202326]",1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,101283.0,1.0,0.0,Cousins,202326.0,,,
362,PT07M46.00S,2021-12-19T03:24:56.1Z,3,REGULAR,substitution,out,[],1628374,,,1610612749,55,68,2021-12-19T03:25:01Z,3550000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
363,PT07M46.00S,2021-12-19T03:24:56.1Z,3,REGULAR,substitution,in,[],201567,,,1610612749,55,68,2021-12-19T03:25:01Z,3560000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,
364,PT07M29.00S,2021-12-19T03:25:13.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.85479632063075,50.73529411764706,1610612749,57,68,2021-12-19T03:25:18Z,3570000,4.0,15.0,1,right,J. Nwora driving Layup (20 PTS) (S. Mamukelashvili 1 AST),"[1629670, 1630572]",1610612749.0,MIL,driving,,,,,,1.52,Made,Nwora,J. Nwora,,,,,,,,20.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,
366,PT07M17.00S,2021-12-19T03:25:26.1Z,3,REGULAR,2pt,Jump Shot,[],1629731,15.982260183968464,66.66666666666666,1610612739,57,68,2021-12-19T03:25:33Z,3590000,-83.0,98.0,1,left,MISS D. Wade 12' Jump Shot,[1629731],1610612739.0,CLE,,,,,,,12.84,Missed,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
367,PT07M14.00S,2021-12-19T03:25:29.1Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,57,68,2021-12-19T03:25:33Z,3600000,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,366.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
368,PT07M13.00S,2021-12-19T03:25:30.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,6.258212877792378,49.01960784313725,1610612739,57,70,2021-12-19T03:25:43Z,3610000,5.0,6.0,1,left,J. Allen finger roll Layup (12 PTS),[1628386],1610612739.0,CLE,finger roll,,,,,,0.8,Made,Allen,J. Allen,,,,,,,,12.0,,,,,,,,,,,
369,PT07M02.00S,2021-12-19T03:25:41.5Z,3,REGULAR,turnover,lost ball,[],1630606,,,1610612749,57,70,2021-12-19T03:27:35Z,3620000,,,0,,J. Smart lost ball TURNOVER (2 TO),"[1630606, 1628386]",1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,2.0,Allen,1628386.0,,,,,,,,,,,,
370,PT07M02.00S,2021-12-19T03:25:41.5Z,3,REGULAR,steal,,[],1628386,,,1610612739,57,70,2021-12-19T03:25:43Z,3630000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
371,PT06M57.00S,2021-12-19T03:25:47.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,8.09789750328515,49.50980392156863,1610612739,57,72,2021-12-19T03:25:54Z,3640000,2.0,24.0,1,left,J. Allen running Layup (14 PTS) (R. Rubio 8 AST),"[1628386, 201937]",1610612739.0,CLE,running,,,,,,2.37,Made,Allen,J. Allen,,,,,,,,14.0,R. Rubio,201937.0,8.0,,,,,,,,
373,PT06M56.00S,2021-12-19T03:25:55.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,57,72,2021-12-19T03:25:55Z,3660000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M56.00S,2021-12-19T03:28:23.2Z,3,REGULAR,substitution,out,[],201588,,,1610612749,57,72,2021-12-19T03:28:49Z,3670000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
375,PT06M56.00S,2021-12-19T03:28:23.2Z,3,REGULAR,substitution,out,[],201937,,,1610612749,57,72,2021-12-19T03:28:49Z,3680000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
376,PT06M56.00S,2021-12-19T03:28:23.2Z,3,REGULAR,substitution,out,[],1629731,,,1610612749,57,72,2021-12-19T03:28:49Z,3690000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
377,PT06M56.00S,2021-12-19T03:28:23.2Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,57,72,2021-12-19T03:28:49Z,3700000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
378,PT06M56.00S,2021-12-19T03:28:23.2Z,3,REGULAR,substitution,in,[],1626224,,,1610612749,57,72,2021-12-19T03:28:49Z,3710000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
379,PT06M56.00S,2021-12-19T03:28:23.2Z,3,REGULAR,substitution,in,[],1627756,,,1610612749,57,72,2021-12-19T03:28:49Z,3720000,,,0,,SUB in: D. Valentine,[1627756],1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,
380,PT06M37.00S,2021-12-19T03:29:05.0Z,3,REGULAR,2pt,Jump Shot,[],1629670,93.9060446780552,75.0,1610612749,59,72,2021-12-19T03:29:09Z,3730000,125.0,5.0,1,right,J. Nwora 12' pullup Jump Shot (22 PTS) (D. Cousins 1 AST),"[1629670, 202326]",1610612749.0,MIL,pullup,,,,,,12.51,Made,Nwora,J. Nwora,,,,,,,,22.0,D. Cousins,202326.0,1.0,,,,,,,,
382,PT06M12.00S,2021-12-19T03:29:28.8Z,3,REGULAR,3pt,Jump Shot,[],1626224,22.552562417871222,6.61764705882353,1610612739,59,75,2021-12-19T03:29:34Z,3750000,217.0,159.0,1,left,C. Osman 26' 3PT  (18 PTS) (J. Allen 2 AST),"[1626224, 1628386]",1610612739.0,CLE,,,,,,,26.92,Made,Osman,C. Osman,,,,,,,,18.0,J. Allen,1628386.0,2.0,,,,,,,,
384,PT05M52.00S,2021-12-19T03:29:49.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630606,79.71419185282524,36.76470588235294,1610612749,59,75,2021-12-19T03:29:55Z,3770000,-66.0,138.0,1,right,MISS J. Smart 15' pullup Shot,[1630606],1610612749.0,MIL,pullup,,,,,,15.32,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
385,PT05M52.00S,2021-12-19T03:29:49.5Z,3,REGULAR,rebound,offensive,[],202326,,,1610612749,59,75,2021-12-19T03:29:55Z,3780000,,,0,,D. Cousins REBOUND (Off:4 Def:8),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,384.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
386,PT05M52.00S,2021-12-19T03:29:52.7Z,3,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612749,59,75,2021-12-19T03:30:05Z,3790000,,,0,,J. Allen shooting personal FOUL (2 PF) (Cousins 2 FT),"[1628386, 202326]",1610612739.0,CLE,shooting,,,,,,,,Allen,J. Allen,,,,,,,,,,,,202026.0,2.0,0.0,Cousins,202326.0,,,
388,PT05M52.00S,2021-12-19T03:30:12.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202326,,,1610612749,60,75,2021-12-19T03:30:12Z,3810000,,,0,,D. Cousins Free Throw 1 of 2 (11 PTS),[202326],1610612749.0,MIL,,,,,,,,Made,Cousins,D. Cousins,,,,,,,,11.0,,,,,,,,,,,
389,PT05M52.00S,2021-12-19T03:30:14.8Z,3,REGULAR,substitution,out,[],1630572,,,1610612749,60,75,2021-12-19T03:30:23Z,3820000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
390,PT05M52.00S,2021-12-19T03:30:14.8Z,3,REGULAR,substitution,in,[],203648,,,1610612749,60,75,2021-12-19T03:30:23Z,3830000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
391,PT05M52.00S,2021-12-19T03:30:30.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202326,,,1610612749,61,75,2021-12-19T03:30:30Z,3840000,,,0,,D. Cousins Free Throw 2 of 2 (12 PTS),[202326],1610612749.0,MIL,,,,,,,,Made,Cousins,D. Cousins,,,,,,,,12.0,,,,,,,,,,,
392,PT05M40.00S,2021-12-19T03:30:43.7Z,3,REGULAR,3pt,Jump Shot,[],1627756,25.443495400788436,11.519607843137255,1610612739,61,78,2021-12-19T03:30:49Z,3850000,192.0,187.0,1,left,D. Valentine 26' 3PT  (3 PTS) (D. Garland 5 AST),"[1627756, 1629636]",1610612739.0,CLE,,,,,,,26.81,Made,Valentine,D. Valentine,,,,,,,,3.0,D. Garland,1629636.0,5.0,,,,,,,,
394,PT05M23.00S,2021-12-19T03:31:00.6Z,3,REGULAR,turnover,bad pass,[],1629670,,,1610612749,61,78,2021-12-19T03:31:05Z,3870000,,,0,,J. Nwora bad pass TURNOVER (2 TO),"[1629670, 201567]",1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,2.0,Love,201567.0,,,,,,,,,,,,
395,PT05M23.00S,2021-12-19T03:31:00.6Z,3,REGULAR,steal,,[],201567,,,1610612739,61,78,2021-12-19T03:31:03Z,3880000,,,0,,K. Love STEAL (1 STL),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,
396,PT05M16.00S,2021-12-19T03:31:07.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201567,30.436925098554536,73.2843137254902,1610612739,61,81,2021-12-19T03:31:14Z,3890000,-116.0,234.0,1,left,K. Love 26' 3PT running (9 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,running,,,,,,26.1,Made,Love,K. Love,,,,,,,,9.0,C. Osman,1626224.0,1.0,,,,,,,,
398,PT04M55.00S,2021-12-19T03:31:28.6Z,3,REGULAR,3pt,Jump Shot,[],1629670,72.35545335085413,82.1078431372549,1610612749,61,81,2021-12-19T03:31:36Z,3910000,161.0,207.0,1,right,MISS J. Nwora 26' step back 3PT,[1629670],1610612749.0,MIL,step back,,,,,,26.22,Missed,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
399,PT04M52.00S,2021-12-19T03:31:31.6Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,61,81,2021-12-19T03:31:36Z,3920000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,398.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
400,PT04M45.00S,2021-12-19T03:31:38.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.440867279894875,50.98039215686274,1610612739,61,83,2021-12-19T03:39:07Z,3930000,-5.0,17.0,1,left,D. Garland driving finger roll Layup (20 PTS) (C. Osman 2 AST),"[1629636, 1626224]",1610612739.0,CLE,driving finger roll,,,,,,1.81,Made,Garland,D. Garland,,,,,,,,20.0,C. Osman,1626224.0,2.0,,,,,,,,
402,PT04M45.00S,2021-12-19T03:31:44.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,61,83,2021-12-19T03:33:08Z,3950000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M45.00S,2021-12-19T03:34:08.6Z,3,REGULAR,substitution,out,[],202326,,,1610612749,61,83,2021-12-19T03:34:45Z,3960000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
405,PT04M45.00S,2021-12-19T03:34:08.6Z,3,REGULAR,substitution,in,[],1630572,,,1610612749,61,83,2021-12-19T03:34:45Z,3970000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
406,PT04M24.00S,2021-12-19T03:35:05.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630606,80.6340341655716,59.068627450980394,1610612749,61,83,2021-12-19T03:35:11Z,3980000,45.0,130.0,1,right,MISS J. Smart 13' pullup Shot,[1630606],1610612749.0,MIL,pullup,,,,,,13.72,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
407,PT04M21.00S,2021-12-19T03:35:08.0Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,61,83,2021-12-19T03:35:08Z,3990000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,406.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
408,PT04M00.00S,2021-12-19T03:35:29.5Z,3,REGULAR,3pt,Jump Shot,[],1629636,31.882391590013142,18.38235294117647,1610612739,61,83,2021-12-19T03:40:00Z,4000000,158.0,247.0,1,left,MISS D. Garland 29' step back 3PT,[1629636],1610612739.0,CLE,step back,,,,,,29.34,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
409,PT03M57.00S,2021-12-19T03:35:32.5Z,3,REGULAR,rebound,defensive,[],1629670,,,1610612749,61,83,2021-12-19T03:35:36Z,4010000,,,0,,J. Nwora REBOUND (Off:3 Def:4),[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,408.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
410,PT03M44.00S,2021-12-19T03:35:45.5Z,3,REGULAR,3pt,Jump Shot,[],1626192,67.36202365308804,66.66666666666666,1610612749,61,83,2021-12-19T03:35:50Z,4020000,83.0,254.0,1,right,MISS P. Connaughton 26' pullup 3PT,[1626192],1610612749.0,MIL,pullup,,,,,,26.76,Missed,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
411,PT03M41.00S,2021-12-19T03:35:48.5Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,61,83,2021-12-19T03:35:50Z,4030000,,,0,,D. Garland REBOUND (Off:0 Def:3),[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,410.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
412,PT03M25.00S,2021-12-19T03:36:04.1Z,3,REGULAR,3pt,Jump Shot,[],1626224,32.933639947437584,46.07843137254902,1610612739,61,86,2021-12-19T03:36:08Z,4040000,20.0,257.0,1,left,C. Osman 25' 3PT  (21 PTS) (D. Garland 6 AST),"[1626224, 1629636]",1610612739.0,CLE,,,,,,,25.78,Made,Osman,C. Osman,,,,,,,,21.0,D. Garland,1629636.0,6.0,,,,,,,,
414,PT03M11.00S,2021-12-19T03:36:18.9Z,3,REGULAR,3pt,Jump Shot,[],1630606,68.80749014454665,71.07843137254902,1610612749,61,86,2021-12-19T03:36:27Z,4060000,105.0,241.0,1,right,MISS J. Smart 26' 3PT,[1630606],1610612749.0,MIL,,,,,,,26.28,Missed,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
415,PT03M08.00S,2021-12-19T03:36:21.9Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,61,86,2021-12-19T03:36:27Z,4070000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,414.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
416,PT03M08.00S,2021-12-19T03:36:26.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,61,86,2021-12-19T03:36:26Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M08.00S,2021-12-19T03:36:34.5Z,3,REGULAR,substitution,out,[],1629670,,,1610612739,61,86,2021-12-19T03:36:57Z,4090000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
418,PT03M08.00S,2021-12-19T03:36:34.5Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,61,86,2021-12-19T03:36:57Z,4100000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
419,PT03M08.00S,2021-12-19T03:36:34.5Z,3,REGULAR,substitution,out,[],1628386,,,1610612739,61,86,2021-12-19T03:36:57Z,4110000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
420,PT03M08.00S,2021-12-19T03:36:34.5Z,3,REGULAR,substitution,in,[],1628400,,,1610612739,61,86,2021-12-19T03:36:57Z,4120000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
421,PT03M08.00S,2021-12-19T03:36:34.5Z,3,REGULAR,substitution,in,[],201937,,,1610612739,61,86,2021-12-19T03:36:57Z,4130000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
422,PT03M08.00S,2021-12-19T03:36:34.5Z,3,REGULAR,substitution,in,[],202334,,,1610612739,61,86,2021-12-19T03:36:57Z,4140000,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,,,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,
423,PT02M58.00S,2021-12-19T03:37:00.0Z,3,REGULAR,2pt,Jump Shot,[],201567,20.45006570302234,67.15686274509804,1610612739,61,88,2021-12-19T03:44:38Z,4150000,-86.0,140.0,1,left,K. Love 16' pullup Jump Shot (11 PTS) (R. Rubio 9 AST),"[201567, 201937]",1610612739.0,CLE,pullup,,,,,,16.39,Made,Love,K. Love,,,,,,,,11.0,R. Rubio,201937.0,9.0,,,,,,,,
424,PT02M45.00S,2021-12-19T03:37:08.0Z,3,REGULAR,3pt,Jump Shot,[],1630572,67.36202365308804,70.58823529411765,1610612749,61,88,2021-12-19T03:37:16Z,4160000,103.0,254.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612749.0,MIL,,,,,,,27.43,Missed,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
425,PT02M43.00S,2021-12-19T03:37:10.0Z,3,REGULAR,rebound,defensive,[],1627756,,,1610612739,61,88,2021-12-19T03:37:16Z,4170000,,,0,,D. Valentine REBOUND (Off:0 Def:1),[1627756],1610612739.0,CLE,,,,,,,,,Valentine,D. Valentine,424.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
426,PT02M38.00S,2021-12-19T03:37:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201937,7.5722733245729295,49.50980392156863,1610612739,61,90,2021-12-19T03:45:26Z,4180000,2.0,19.0,1,left,R. Rubio driving finger roll Layup (11 PTS) (K. Love 4 AST),"[201937, 201567]",1610612739.0,CLE,driving finger roll,,,,,,1.89,Made,Rubio,R. Rubio,,,,,,,,11.0,K. Love,201567.0,4.0,,,,,,,,
428,PT02M38.00S,2021-12-19T03:37:21.7Z,3,REGULAR,foul,personal,['1freethrow'],203648,,,1610612739,61,90,2021-12-19T03:37:39Z,4200000,,,0,,T. Antetokounmpo shooting personal FOUL (2 PF) (Rubio 1 FT),"[203648, 201937]",1610612749.0,MIL,shooting,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,101283.0,2.0,0.0,Rubio,201937.0,,,
430,PT02M38.00S,2021-12-19T03:37:41.7Z,3,REGULAR,freethrow,1 of 1,[],201937,,,1610612739,61,91,2021-12-19T03:37:41Z,4220000,,,0,,R. Rubio Free Throw 1 of 1 (12 PTS),[201937],1610612739.0,CLE,,,,,,,,Made,Rubio,R. Rubio,,,,,,,,12.0,,,,,,,,,,,
431,PT02M25.00S,2021-12-19T03:38:01.1Z,3,REGULAR,foul,personal,['2freethrow'],202334,,,1610612749,61,91,2021-12-19T03:38:25Z,4230000,,,0,,E. Davis shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[202334, 203648]",1610612739.0,CLE,shooting,,,,,,,,Davis,E. Davis,,,,,,,,,,,,202026.0,1.0,0.0,Antetokounmpo,203648.0,,,
433,PT02M25.00S,2021-12-19T03:38:35.5Z,3,REGULAR,freethrow,1 of 2,[],203648,,,1610612749,61,91,2021-12-19T03:38:40Z,4250000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 2,[203648],1610612749.0,MIL,,,,,,,,Missed,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
434,PT02M25.00S,2021-12-19T03:38:35.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,61,91,2021-12-19T03:38:40Z,4260000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,,,
435,PT02M25.00S,2021-12-19T03:38:35.5Z,3,REGULAR,freethrow,2 of 2,[],203648,,,1610612749,61,91,2021-12-19T03:38:40Z,4270000,,,0,,MISS T. Antetokounmpo Free Throw 2 of 2,[203648],1610612749.0,MIL,,,,,,,,Missed,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
436,PT02M22.00S,2021-12-19T03:38:38.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,61,91,2021-12-19T03:38:40Z,4280000,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,435.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
437,PT02M03.00S,2021-12-19T03:38:57.9Z,3,REGULAR,3pt,Jump Shot,[],1626224,28.33442838370565,78.92156862745098,1610612739,61,91,2021-12-19T03:39:03Z,4290000,-145.0,214.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,,,,25.81,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
438,PT02M01.00S,2021-12-19T03:39:00.4Z,3,REGULAR,rebound,defensive,[],1630606,,,1610612749,61,91,2021-12-19T03:39:00Z,4300000,,,0,,J. Smart REBOUND (Off:0 Def:1),[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,437.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
439,PT01M55.00S,2021-12-19T03:39:07.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,83.78777923784494,50.49019607843137,1610612749,63,91,2021-12-19T03:39:11Z,4310000,2.0,100.0,1,right,S. Mamukelashvili 9' driving floating Jump Shot (8 PTS) (J. Smart 4 AST),"[1630572, 1630606]",1610612749.0,MIL,driving floating,,,,,,9.99,Made,Mamukelashvili,S. Mamukelashvili,,,,,,,,8.0,J. Smart,1630606.0,4.0,,,,,,,,
441,PT01M36.00S,2021-12-19T03:39:28.5Z,3,REGULAR,3pt,Jump Shot,[],201567,9.017739816031538,95.58823529411765,1610612739,63,91,2021-12-19T03:43:46Z,4330000,-228.0,32.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,,,,23.02,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
442,PT01M35.00S,2021-12-19T03:39:29.5Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612749,63,91,2021-12-19T03:43:46Z,4340000,,,0,,S. Ojeleye REBOUND (Off:1 Def:3),[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,441.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
444,PT01M27.00S,2021-12-19T03:39:36.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,63,91,2021-12-19T03:39:36Z,4350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M27.00S,2021-12-19T03:39:39.6Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,63,91,2021-12-19T03:39:47Z,4360000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
446,PT01M27.00S,2021-12-19T03:39:39.6Z,3,REGULAR,substitution,in,[],1629670,,,1610612749,63,91,2021-12-19T03:39:47Z,4370000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
447,PT01M22.00S,2021-12-19T03:40:05.2Z,3,REGULAR,foul,personal,['2freethrow'],202334,,,1610612749,63,91,2021-12-19T03:40:13Z,4380000,,,0,,E. Davis shooting personal FOUL (2 PF) (Mamukelashvili 2 FT),"[202334, 1630572]",1610612739.0,CLE,shooting,,,,,,,,Davis,E. Davis,,,,,,,,,,,,1627964.0,2.0,0.0,Mamukelashvili,1630572.0,,,
449,PT01M22.00S,2021-12-19T03:40:26.2Z,3,REGULAR,freethrow,1 of 2,[],1630572,,,1610612749,63,91,2021-12-19T03:40:26Z,4400000,,,0,,MISS S. Mamukelashvili Free Throw 1 of 2,[1630572],1610612749.0,MIL,,,,,,,,Missed,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
450,PT01M22.00S,2021-12-19T03:40:26.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,63,91,2021-12-19T03:40:26Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,
451,PT01M22.00S,2021-12-19T03:40:40.5Z,3,REGULAR,freethrow,2 of 2,[],1630572,,,1610612749,64,91,2021-12-19T03:40:40Z,4420000,,,0,,S. Mamukelashvili Free Throw 2 of 2 (9 PTS),[1630572],1610612749.0,MIL,,,,,,,,Made,Mamukelashvili,S. Mamukelashvili,,,,,,,,9.0,,,,,,,,,,,
