actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
258,PT06M32.00S,2022-11-03T00:52:03.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,38,45,2022-11-03T00:52:03Z,2570000,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
259,PT06M30.00S,2022-11-03T00:52:05.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,38,45,2022-11-03T00:52:05Z,2580000,,,0,,Z. Collins REBOUND (Off:1 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,,,258.0,4.0,3.0,1.0,,,,,,,,,,
260,PT06M29.00S,2022-11-03T00:52:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628966,92.06636005256242,51.9607843137255,1610612759,40,45,2022-11-03T00:58:03Z,2590000,10.0,22.0,1,right,K. Bates-Diop Layup (6 PTS) (M. Branham 1 AST),"[1628966, 1631103]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,2.42,Made,6.0,,,,,M. Branham,1631103.0,1.0,,,,,,,
262,PT06M20.00S,2022-11-03T00:52:15.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628384,7.5722733245729295,51.71568627450981,1610612761,40,47,2022-11-03T01:33:40Z,2610000,-9.0,19.0,1,left,O. Anunoby driving Layup (6 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.06,Made,6.0,,,,,,,,,,,,,,
264,PT06M19.00S,2022-11-03T00:53:08.8Z,2,REGULAR,foul,technical,[],1628449,,,1610612759,40,47,2022-11-03T00:53:15Z,2630000,,,0,,C. Boucher double technical FOUL (1 Tech),[1628449],1610612761.0,TOR,double,,,Boucher,C. Boucher,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,202037.0,2.0,1.0,,,,
265,PT06M19.00S,2022-11-03T00:53:08.8Z,2,REGULAR,foul,technical,[],1626196,,,1610612759,40,47,2022-11-03T01:06:13Z,2640000,,,0,,J. Richardson double technical FOUL (1 Tech),[1626196],1610612759.0,SAS,double,,,Richardson,J. Richardson,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,202037.0,1.0,1.0,,,,
346,PT06M19.00S,2022-11-03T00:53:19.6Z,2,REGULAR,substitution,out,[],1628384,,,1610612759,40,47,2022-11-03T01:06:30Z,2645000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M19.00S,2022-11-03T00:53:19.6Z,2,REGULAR,substitution,in,[],1627783,,,1610612759,40,47,2022-11-03T01:06:30Z,2647500,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M15.00S,2022-11-03T00:53:30.5Z,2,REGULAR,foul,personal,[],1627783,,,1610612759,40,47,2022-11-03T01:00:41Z,2650000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1626196]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Richardson,1626196.0,,
268,PT06M08.00S,2022-11-03T00:53:57.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,82.21090670170827,48.77450980392157,1610612759,40,47,2022-11-03T00:58:12Z,2670000,-6.0,115.0,1,right,MISS Z. Collins 11' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,11.49,Missed,,,,,,,,,,,,,,,
269,PT06M08.00S,2022-11-03T00:53:57.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,40,47,2022-11-03T00:58:12Z,2680000,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,268.0,4.0,2.0,2.0,,,,,,,,,,
270,PT05M58.00S,2022-11-03T00:54:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,11.251642575558476,38.48039215686275,1610612761,40,49,2022-11-03T01:13:30Z,2690000,58.0,53.0,1,left,S. Barnes 7' driving floating bank Jump Shot (13 PTS),[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.85,Made,13.0,,,,,,,,,,,,,,
271,PT05M47.00S,2022-11-03T00:54:17.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628966,89.22470433639947,48.06219362745098,1610612759,40,49,2022-11-03T01:36:05Z,2700000,-10.0,49.0,1,right,MISS K. Bates-Diop driving Hook - blocked,"[1628966, 1628449]",1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,4.98,Missed,,,,,,,,,,,,,,Boucher,1628449.0
272,PT05M47.00S,2022-11-03T00:54:17.5Z,2,REGULAR,block,,[],1628449,,,1610612759,40,49,2022-11-03T00:54:21Z,2710000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT05M47.00S,2022-11-03T00:54:17.5Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,40,49,2022-11-03T01:13:55Z,2720000,,,0,,C. Koloko REBOUND (Off:0 Def:4),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,,,,,,,271.0,4.0,4.0,0.0,,,,,,,,,,
274,PT05M39.00S,2022-11-03T00:54:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,12.171484888304862,49.50980392156863,1610612761,40,49,2022-11-03T01:36:48Z,2730000,2.0,62.0,1,left,MISS S. Barnes 6' Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,6.2,Missed,,,,,,,,,,,,,,,
275,PT05M36.00S,2022-11-03T00:54:28.6Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,40,49,2022-11-03T00:58:57Z,2740000,,,0,,Z. Collins REBOUND (Off:1 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,274.0,5.0,4.0,1.0,,,,,,,,,,
276,PT05M25.00S,2022-11-03T00:54:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,92.19776609724047,52.20588235294118,1610612759,42,49,2022-11-03T00:59:03Z,2750000,11.0,21.0,1,right,K. Bates-Diop Layup (8 PTS) (J. Richardson 2 AST),"[1628966, 1626196]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,2.35,Made,8.0,,,,,J. Richardson,1626196.0,2.0,,,,,,,
278,PT05M09.00S,2022-11-03T00:54:56.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.886333771353483,44.36274509803921,1610612761,42,51,2022-11-03T01:14:54Z,2770000,28.0,31.0,1,left,P. Siakam driving finger roll Layup (9 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,4.19,Made,9.0,,,,,,,,,,,,,,
279,PT04M52.00S,2022-11-03T00:55:12.0Z,2,REGULAR,3pt,Jump Shot,[],1626196,69.85873850197109,17.15686274509804,1610612759,45,51,2022-11-03T00:59:15Z,2780000,-164.0,231.0,1,right,J. Richardson 28' 3PT  (8 PTS) (K. Bates-Diop 1 AST),"[1626196, 1628966]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,28.32,Made,8.0,,,,,K. Bates-Diop,1628966.0,1.0,,,,,,,
281,PT04M39.00S,2022-11-03T00:55:31.1Z,2,REGULAR,turnover,traveling,[],1627783,,,1610612761,45,51,2022-11-03T01:15:42Z,2800000,,,0,,P. Siakam traveling TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,,,,,,,,,,,
282,PT04M39.00S,2022-11-03T00:55:38.0Z,2,REGULAR,substitution,out,[],1631103,,,1610612759,45,51,2022-11-03T00:55:54Z,2810000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M39.00S,2022-11-03T00:55:38.0Z,2,REGULAR,substitution,in,[],203926,,,1610612759,45,51,2022-11-03T00:55:54Z,2820000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M26.00S,2022-11-03T00:56:07.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628380,65.78515111695138,47.30392156862745,1610612759,45,51,2022-11-03T00:59:32Z,2830000,-13.0,269.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,26.94,Missed,,,,,,,,,,,,,,,
285,PT04M20.00S,2022-11-03T00:56:12.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,45,51,2022-11-03T00:56:12Z,2840000,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,284.0,5.0,3.0,2.0,,,,,,,,,,
286,PT04M14.00S,2022-11-03T00:56:19.0Z,2,REGULAR,3pt,Jump Shot,[],1628449,24.655059132720105,86.51960784313727,1610612761,45,54,2022-11-03T00:59:37Z,2850000,-183.0,179.0,1,left,C. Boucher 25' 3PT  (10 PTS) (P. Siakam 6 AST),"[1628449, 1627783]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,25.59,Made,10.0,,,,,P. Siakam,1627783.0,6.0,,,,,,,
288,PT04M00.00S,2022-11-03T00:56:25.3Z,2,REGULAR,foul,personal,[],1627783,,,1610612759,45,54,2022-11-03T01:30:01Z,2870000,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1628380]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202037.0,2.0,0.0,Collins,1628380.0,,
349,PT04M00.00S,2022-11-03T00:56:30.1Z,2,REGULAR,substitution,out,[],1630567,,,1610612759,45,54,2022-11-03T01:21:24Z,2885000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT04M00.00S,2022-11-03T00:56:30.1Z,2,REGULAR,substitution,in,[],1628384,,,1610612759,45,54,2022-11-03T01:21:24Z,2887500,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M51.00S,2022-11-03T00:57:06.8Z,2,REGULAR,2pt,Jump Shot,[],1628380,85.10183968462549,25.245098039215684,1610612759,45,54,2022-11-03T00:59:42Z,2890000,-124.0,88.0,1,right,MISS Z. Collins 15' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,15.16,Missed,,,,,,,,,,,,,,,
292,PT03M51.00S,2022-11-03T00:57:06.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,45,54,2022-11-03T00:59:42Z,2900000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,
293,PT03M44.00S,2022-11-03T00:57:17.5Z,2,REGULAR,foul,offensive,[],1627783,,,1610612761,45,54,2022-11-03T01:42:37Z,2910000,,,0,,P. Siakam offensive FOUL (3 PF),"[1627783, 1628380]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,3.0,0.0,Collins,1628380.0,,
295,PT03M44.00S,2022-11-03T00:57:17.5Z,2,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,45,54,2022-11-03T00:57:17Z,2930000,,,0,,P. Siakam offensive foul TURNOVER (3 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.0,,,,,,,,,,,,,204058.0,,,,,,
296,PT03M30.00S,2022-11-03T00:57:53.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626196,75.90341655716163,73.2843137254902,1610612759,45,54,2022-11-03T01:43:04Z,2940000,116.0,174.0,1,right,MISS J. Richardson 20' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Right Center,,,,20.93,Missed,,,,,,,,,,,,,,,
297,PT03M28.00S,2022-11-03T00:57:55.1Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,45,54,2022-11-03T00:59:47Z,2950000,,,0,,C. Boucher REBOUND (Off:2 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right Center,,,,,,,296.0,6.0,4.0,2.0,,,,,,,,,,
298,PT03M19.00S,2022-11-03T00:58:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.995400788436268,41.42156862745098,1610612761,45,56,2022-11-03T00:59:54Z,2960000,43.0,4.0,1,left,P. Siakam driving Layup (11 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,4.31,Made,11.0,,,,,,,,,,,,,,
299,PT02M53.00S,2022-11-03T00:58:30.8Z,2,REGULAR,turnover,bad pass,[],1628966,,,1610612759,45,56,2022-11-03T01:00:02Z,2970000,,,0,,K. Bates-Diop bad pass TURNOVER (2 TO),"[1628966, 1628449]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,2.0,Boucher,1628449.0,,,,,,,,,,,,,,,,,
300,PT02M53.00S,2022-11-03T00:58:30.8Z,2,REGULAR,steal,,[],1628449,,,1610612761,45,56,2022-11-03T00:58:34Z,2980000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
301,PT02M48.00S,2022-11-03T00:58:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,6.521024967148489,47.794117647058826,1610612761,45,58,2022-11-03T01:00:39Z,2990000,11.0,9.0,1,left,G. Trent Jr. Layup (11 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,1.41,Made,11.0,,,,,C. Boucher,1628449.0,1.0,,,,,,,
303,PT02M45.00S,2022-11-03T00:58:42.3Z,2,REGULAR,foul,offensive,[],1628380,,,1610612759,45,58,2022-11-03T01:44:12Z,3010000,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1628449]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,204058.0,1.0,0.0,Boucher,1628449.0,,
305,PT02M45.00S,2022-11-03T00:58:42.3Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,45,58,2022-11-03T00:58:42Z,3030000,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,204058.0,,,,,,
306,PT02M45.00S,2022-11-03T00:58:53.6Z,2,REGULAR,substitution,out,[],1628966,,,1610612761,45,58,2022-11-03T00:59:28Z,3040000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M45.00S,2022-11-03T00:58:53.6Z,2,REGULAR,substitution,out,[],1629641,,,1610612761,45,58,2022-11-03T00:59:28Z,3050000,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M45.00S,2022-11-03T00:58:53.6Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,45,58,2022-11-03T00:59:28Z,3060000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M45.00S,2022-11-03T00:58:53.6Z,2,REGULAR,substitution,in,[],1630200,,,1610612761,45,58,2022-11-03T00:59:28Z,3070000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT02M45.00S,2022-11-03T00:58:53.6Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,45,58,2022-11-03T01:23:47Z,3075000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT02M45.00S,2022-11-03T00:58:53.6Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,45,58,2022-11-03T01:23:47Z,3077500,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M45.00S,2022-11-03T00:59:26.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,45,58,2022-11-03T01:03:18Z,3080000,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT02M45.00S,2022-11-03T00:59:46.8Z,2,REGULAR,turnover,traveling,[],1628449,,,1610612761,45,58,2022-11-03T01:49:52Z,3090000,,,0,,C. Boucher traveling TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,204058.0,,,,,,
312,PT02M29.00S,2022-11-03T01:00:06.8Z,2,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,45,58,2022-11-03T01:01:30Z,3100000,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (3 TO),[1627751],1610612759.0,SAS,bad pass,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,3.0,,,,,,,,,,,,,202037.0,,,,,,
313,PT02M14.00S,2022-11-03T01:00:21.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,24.78646517739816,12.5,1610612761,45,58,2022-11-03T01:01:34Z,3110000,188.0,180.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,26.03,Missed,,,,,,,,,,,,,,,
314,PT02M10.00S,2022-11-03T01:00:25.7Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,45,58,2022-11-03T01:00:25Z,3120000,,,0,,T. Jones REBOUND (Off:0 Def:4),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,313.0,4.0,4.0,0.0,,,,,,,,,,
315,PT02M08.00S,2022-11-03T01:00:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628380,93.11760840998686,51.9607843137255,1610612759,47,58,2022-11-03T01:01:44Z,3130000,10.0,12.0,1,right,Z. Collins cutting finger roll Layup (6 PTS) (T. Jones 6 AST),"[1628380, 1630200]",1610612759.0,SAS,cutting finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,1.56,Made,6.0,,,,,T. Jones,1630200.0,6.0,,,,,,,
317,PT01M55.00S,2022-11-03T01:00:40.4Z,2,REGULAR,2pt,Jump Shot,[],1629018,11.251642575558476,77.69607843137256,1610612761,47,60,2022-11-03T01:02:04Z,3150000,-138.0,53.0,1,left,G. Trent Jr. 14' step back Jump Shot (13 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,,,,14.84,Made,13.0,,,,,,,,,,,,,,
318,PT01M43.00S,2022-11-03T01:00:53.1Z,2,REGULAR,3pt,Jump Shot,[],1628380,95.0886990801577,2.696078431372549,1610612759,47,60,2022-11-03T01:02:07Z,3160000,-237.0,-6.0,1,right,MISS Z. Collins 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Left Corner 3,24+ Left,,,,23.66,Missed,,,,,,,,,,,,,,,
319,PT01M43.00S,2022-11-03T01:00:53.1Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,47,60,2022-11-03T01:02:07Z,3170000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,318.0,3.0,2.0,1.0,,,,,,,,,,
320,PT01M34.00S,2022-11-03T01:01:01.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,7.046649145860711,44.11764705882353,1610612761,47,60,2022-11-03T01:02:14Z,3180000,29.0,14.0,1,left,MISS O. Anunoby floating Shot,[1628384],1610612761.0,TOR,floating,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,3.24,Missed,,,,,,,,,,,,,,,
321,PT01M31.00S,2022-11-03T01:01:04.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,47,60,2022-11-03T01:02:14Z,3190000,,,0,,Z. Collins REBOUND (Off:1 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,320.0,6.0,5.0,1.0,,,,,,,,,,
322,PT01M27.00S,2022-11-03T01:01:08.9Z,2,REGULAR,turnover,bad pass,[],1630200,,,1610612759,47,60,2022-11-03T01:02:26Z,3200000,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1630200, 1628384]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,2.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
323,PT01M27.00S,2022-11-03T01:01:08.9Z,2,REGULAR,steal,,[],1628384,,,1610612761,47,60,2022-11-03T01:01:10Z,3210000,,,0,,O. Anunoby STEAL (4 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
324,PT01M23.00S,2022-11-03T01:01:13.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628449,6.652431011826544,48.77450980392157,1610612761,47,62,2022-11-03T01:49:25Z,3220000,6.0,10.0,1,left,C. Boucher running DUNK (12 PTS) (O. Anunoby 3 AST),"[1628449, 1628384]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,1.17,Made,12.0,,,,,O. Anunoby,1628384.0,3.0,,,,,,,
326,PT01M09.00S,2022-11-03T01:01:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.46057818659659,46.32352941176471,1610612759,49,62,2022-11-03T01:02:45Z,3240000,-18.0,18.0,1,right,T. Jones driving finger roll Layup (7 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,2.6,Made,7.0,,,,,,,,,,,,,,
327,PT00M55.90S,2022-11-03T01:01:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,10.200394218134035,43.872549019607845,1610612761,49,64,2022-11-03T01:03:02Z,3250000,31.0,43.0,1,left,G. Trent Jr. floating Jump Shot (15 PTS),[1629018],1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,5.31,Made,15.0,,,,,,,,,,,,,,
328,PT00M42.00S,2022-11-03T01:01:59.3Z,2,REGULAR,foul,offensive,[],203926,,,1610612759,49,64,2022-11-03T01:02:08Z,3260000,,,0,,D. McDermott charge offensive FOUL (1 PF),"[203926, 1628449]",1610612759.0,SAS,charge,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Boucher,1628449.0,,
330,PT00M42.00S,2022-11-03T01:01:59.3Z,2,REGULAR,turnover,offensive foul,[],203926,,,1610612759,49,64,2022-11-03T01:01:59Z,3280000,,,0,,D. McDermott offensive foul TURNOVER (1 TO),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,204058.0,,,,,,
331,PT00M42.00S,2022-11-03T01:02:19.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,49,64,2022-11-03T01:02:19Z,3290000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M36.10S,2022-11-03T01:04:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,7.703679369250986,49.754901960784316,1610612761,49,64,2022-11-03T01:04:57Z,3310000,1.0,20.0,1,left,MISS O. Anunoby alley-oop Layup,[1628384],1610612761.0,TOR,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
335,PT00M32.70S,2022-11-03T01:04:52.0Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,49,64,2022-11-03T01:04:52Z,3320000,,,0,,T. Jones REBOUND (Off:0 Def:5),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,334.0,5.0,5.0,0.0,,,,,,,,,,
336,PT00M30.00S,2022-11-03T01:04:54.7Z,2,REGULAR,3pt,Jump Shot,[],1626196,72.88107752956637,84.80392156862744,1610612759,49,64,2022-11-03T01:51:43Z,3330000,174.0,202.0,1,right,MISS J. Richardson 26' step back 3PT,[1626196],1610612759.0,SAS,step back,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,26.69,Missed,,,,,,,,,,,,,,,
