actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
348,PT11M09.00S,2023-02-04T02:26:10.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,15.719448094612352,47.05882352941176,1610612759,65,75,2023-02-04T02:26:16Z,3370000,False,15.0,95.0,1,left,M. Branham 9' floating Jump Shot (12 PTS),[1631103],1610612759.0,SAS,floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.64,Made,12.0,,,,,,,,,,,,,
349,PT10M53.00S,2023-02-04T02:26:26.9Z,3,REGULAR,3pt,Jump Shot,[],203954,65.78515111695138,47.30392156862745,1610612755,65,75,2023-02-04T02:26:32Z,3380000,False,-13.0,269.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,26.94,Missed,,,,,,,,,,,,,,
350,PT10M50.00S,2023-02-04T02:26:29.6Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,65,75,2023-02-04T02:26:29Z,3390000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,349.0,3.0,2.0,1.0,,,,,,,,,
351,PT10M45.00S,2023-02-04T02:26:34.5Z,3,REGULAR,turnover,lost ball,[],1629640,,,1610612759,65,75,2023-02-04T02:27:42Z,3400000,False,,,0,,K. Johnson lost ball TURNOVER (3 TO),"[1629640, 1629001]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,3.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
352,PT10M45.00S,2023-02-04T02:26:34.5Z,3,REGULAR,steal,,[],1629001,,,1610612755,65,75,2023-02-04T02:26:36Z,3410000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
353,PT10M42.00S,2023-02-04T02:26:38.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,94.03745072273325,49.50980392156863,1610612755,65,77,2023-02-04T02:26:46Z,3420000,False,-2.0,4.0,1,right,D. Melton running DUNK (11 PTS) (J. Harden 8 AST),"[1629001, 201935]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,0.43,Made,11.0,,,,,J. Harden,201935.0,8.0,,,,,,
355,PT10M30.00S,2023-02-04T02:26:53.0Z,3,REGULAR,foul,personal,['2freethrow'],203954,,,1610612759,65,77,2023-02-04T02:27:01Z,3440000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Johnson 2 FT),"[203954, 1629640]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,1626302.0,,,,,,,,,,,2.0,0.0,Johnson,1629640.0,,
357,PT10M30.00S,2023-02-04T02:27:31.7Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,66,77,2023-02-04T02:27:31Z,3460000,False,,,0,,K. Johnson Free Throw 1 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
358,PT10M30.00S,2023-02-04T02:27:43.8Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,67,77,2023-02-04T02:27:43Z,3470000,False,,,0,,K. Johnson Free Throw 2 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
359,PT10M17.00S,2023-02-04T02:27:57.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,87.46714848883047,55.392156862745104,1610612755,67,79,2023-02-04T02:28:06Z,3480000,False,27.0,65.0,1,right,T. Harris 7' floating Jump Shot (6 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.07,Made,6.0,,,,,J. Embiid,203954.0,2.0,,,,,,
361,PT10M00.00S,2023-02-04T02:28:13.6Z,3,REGULAR,3pt,Jump Shot,[],1628966,32.670827858081466,38.23529411764706,1610612759,67,79,2023-02-04T02:28:19Z,3500000,False,59.0,255.0,1,left,MISS K. Bates-Diop 26' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Center,,,,,26.13,Missed,,,,,,,,,,,,,,
362,PT09M58.00S,2023-02-04T02:28:15.6Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,67,79,2023-02-04T02:28:19Z,3510000,False,,,0,,J. Embiid REBOUND (Off:0 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,361.0,7.0,7.0,0.0,,,,,,,,,
363,PT09M51.00S,2023-02-04T02:28:26.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.06636005256242,48.28431372549019,1610612755,67,81,2023-02-04T02:28:32Z,3520000,False,-9.0,22.0,1,right,J. Embiid cutting Layup (22 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,2.37,Made,22.0,,,,,T. Harris,202699.0,2.0,,,,,,
365,PT09M51.00S,2023-02-04T02:28:30.1Z,3,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612755,67,81,2023-02-04T02:28:51Z,3540000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Embiid 1 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,1626302.0,,,,,,,,,,,2.0,0.0,Embiid,203954.0,,
367,PT09M51.00S,2023-02-04T02:28:52.3Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,67,82,2023-02-04T02:28:52Z,3560000,False,,,0,,J. Embiid Free Throw 1 of 1 (23 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
368,PT09M34.00S,2023-02-04T02:29:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,5.863994743758213,54.41176470588235,1610612759,67,82,2023-02-04T02:29:19Z,3570000,False,-22.0,3.0,1,left,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,2.23,Missed,,,,,,,,,,,,,,
369,PT09M28.00S,2023-02-04T02:29:16.8Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,67,82,2023-02-04T02:29:19Z,3580000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,368.0,6.0,3.0,3.0,,,,,,,,,
370,PT09M28.00S,2023-02-04T02:29:15.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,69,82,2023-02-04T02:29:15Z,3590000,False,0.0,0.0,1,left,J. Poeltl putback Layup (12 PTS),[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,12.0,,,,,,,,,,,,,
371,PT09M12.00S,2023-02-04T02:29:32.3Z,3,REGULAR,3pt,Jump Shot,[],200782,91.80354796320631,95.83333333333334,1610612755,69,82,2023-02-04T02:29:37Z,3600000,False,229.0,25.0,1,right,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,,,,,23.05,Missed,,,,,,,,,,,,,,
372,PT09M09.00S,2023-02-04T02:29:35.3Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,69,82,2023-02-04T02:29:37Z,3610000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,,,,371.0,7.0,4.0,3.0,,,,,,,,,
373,PT09M00.00S,2023-02-04T02:29:45.2Z,3,REGULAR,2pt,Jump Shot,[],1627751,8.754927726675426,68.38235294117648,1610612759,71,82,2023-02-04T02:29:54Z,3620000,False,-92.0,30.0,1,left,J. Poeltl 9' floating Jump Shot (14 PTS) (J. Richardson 6 AST),"[1627751, 1626196]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,9.66,Made,14.0,,,,,J. Richardson,1626196.0,6.0,,,,,,
375,PT08M47.00S,2023-02-04T02:29:57.1Z,3,REGULAR,3pt,Jump Shot,[],201935,69.99014454664915,77.94117647058823,1610612755,71,82,2023-02-04T02:30:02Z,3640000,False,140.0,230.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,26.88,Missed,,,,,,,,,,,,,,
376,PT08M44.00S,2023-02-04T02:30:00.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,71,82,2023-02-04T02:30:02Z,3650000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,375.0,8.0,5.0,3.0,,,,,,,,,
377,PT08M35.00S,2023-02-04T02:30:10.0Z,3,REGULAR,turnover,lost ball,[],1629640,,,1610612759,71,82,2023-02-04T02:30:14Z,3660000,False,,,0,,K. Johnson lost ball TURNOVER (4 TO),"[1629640, 1629001]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
378,PT08M35.00S,2023-02-04T02:30:10.0Z,3,REGULAR,steal,,[],1629001,,,1610612755,71,82,2023-02-04T02:30:12Z,3670000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT08M22.00S,2023-02-04T02:30:22.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200782,93.38042049934296,2.2058823529411766,1610612755,71,82,2023-02-04T02:30:27Z,3680000,False,-239.0,10.0,1,right,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,,,,,23.92,Missed,,,,,,,,,,,,,,
380,PT08M19.00S,2023-02-04T02:30:25.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,71,82,2023-02-04T02:30:27Z,3690000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,,,379.0,9.0,6.0,3.0,,,,,,,,,
381,PT08M05.00S,2023-02-04T02:30:39.5Z,3,REGULAR,3pt,Jump Shot,[],1631103,6.258212877792378,96.56862745098039,1610612759,71,82,2023-02-04T02:30:44Z,3700000,False,-233.0,6.0,1,left,MISS M. Branham 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,,23.29,Missed,,,,,,,,,,,,,,
382,PT08M02.00S,2023-02-04T02:30:42.5Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,71,82,2023-02-04T02:30:44Z,3710000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,,,,,,,,381.0,1.0,1.0,0.0,,,,,,,,,
383,PT07M48.00S,2023-02-04T02:30:56.5Z,3,REGULAR,2pt,Jump Shot,[],203954,79.05716162943496,62.254901960784316,1610612755,71,82,2023-02-04T02:31:02Z,3720000,False,61.0,144.0,1,right,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,15.69,Missed,,,,,,,,,,,,,,
384,PT07M45.00S,2023-02-04T02:30:59.5Z,3,REGULAR,rebound,defensive,[],1631103,,,1610612759,71,82,2023-02-04T02:31:02Z,3730000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,,,,,,,,383.0,1.0,1.0,0.0,,,,,,,,,
385,PT07M41.00S,2023-02-04T02:31:07.0Z,3,REGULAR,turnover,out-of-bounds,[],1631103,,,1610612759,71,82,2023-02-04T02:31:12Z,3740000,False,,,0,,M. Branham lost ball out-of-bounds TURNOVER (2 TO),[1631103],1610612759.0,SAS,lost ball,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Left,2.0,,,1626302.0,,,,,,,,,,,,,,,,
386,PT07M23.00S,2023-02-04T02:31:30.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,66.17936925098554,58.333333333333336,1610612755,71,85,2023-02-04T02:31:36Z,3750000,False,42.0,265.0,1,right,J. Harden 26' 3PT  (11 PTS) (J. Embiid 3 AST),"[201935, 203954]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,26.87,Made,11.0,,,,,J. Embiid,203954.0,3.0,,,,,,
388,PT07M22.00S,2023-02-04T02:31:35.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,71,85,2023-02-04T02:31:35Z,3770000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M58.00S,2023-02-04T02:34:51.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,5.338370565045992,46.32352941176471,1610612759,73,85,2023-02-04T02:34:56Z,3780000,False,18.0,-2.0,1,left,K. Bates-Diop Layup (11 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,1.85,Made,11.0,,,,,,,,,,,,,
391,PT06M36.00S,2023-02-04T02:35:12.5Z,3,REGULAR,2pt,Jump Shot,[],203954,87.72996057818659,30.392156862745097,1610612755,73,85,2023-02-04T02:35:17Z,3790000,False,-98.0,63.0,1,right,MISS J. Embiid 11' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,11.64,Missed,,,,,,,,,,,,,,
392,PT06M34.00S,2023-02-04T02:35:14.5Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,73,85,2023-02-04T02:35:17Z,3800000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Left,,,,,,,,391.0,3.0,2.0,1.0,,,,,,,,,
393,PT06M23.00S,2023-02-04T02:35:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.732588699080158,52.69607843137255,1610612759,75,85,2023-02-04T02:35:31Z,3810000,False,-13.0,1.0,1,left,J. Poeltl alley-oop Layup (16 PTS) (J. Richardson 7 AST),"[1627751, 1626196]",1610612759.0,SAS,alley-oop,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,1.36,Made,16.0,,,,,J. Richardson,1626196.0,7.0,,,,,,
395,PT06M13.00S,2023-02-04T02:35:40.5Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,75,85,2023-02-04T02:35:55Z,3830000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Embiid 2 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Right,,,,1628159.0,,,,,,,,,,,3.0,0.0,Embiid,203954.0,,
397,PT06M13.00S,2023-02-04T02:36:07.9Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,75,85,2023-02-04T02:36:42Z,3850000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
403,PT06M13.00S,2023-02-04T02:36:07.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,75,85,2023-02-04T02:36:42Z,3860000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,
399,PT06M13.00S,2023-02-04T02:36:09.8Z,3,REGULAR,substitution,out,[],1629001,,,1610612755,75,85,2023-02-04T02:36:12Z,3870000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M13.00S,2023-02-04T02:36:09.8Z,3,REGULAR,substitution,in,[],1630178,,,1610612755,75,85,2023-02-04T02:36:12Z,3880000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M13.00S,2023-02-04T02:36:07.9Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,75,86,2023-02-04T02:36:42Z,3890000,False,,,0,,J. Embiid Free Throw 2 of 2 (24 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
402,PT06M06.00S,2023-02-04T02:36:39.7Z,3,REGULAR,3pt,Jump Shot,[],1626196,27.020367936925098,14.705882352941178,1610612759,75,86,2023-02-04T02:37:15Z,3900000,False,176.0,201.0,1,left,MISS J. Richardson 26' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,26.79,Missed,,,,,,,,,,,,,,
404,PT06M03.00S,2023-02-04T02:36:42.7Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,75,86,2023-02-04T02:36:46Z,3910000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,402.0,3.0,2.0,1.0,,,,,,,,,
405,PT05M46.00S,2023-02-04T02:36:59.7Z,3,REGULAR,3pt,Jump Shot,[],201935,85.49605781865965,1.9607843137254901,1610612755,75,86,2023-02-04T02:37:10Z,3920000,False,-240.0,84.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,,,25.44,Missed,,,,,,,,,,,,,,
406,PT05M41.00S,2023-02-04T02:37:04.7Z,3,REGULAR,rebound,offensive,[],200782,,,1610612755,75,86,2023-02-04T02:37:10Z,3930000,False,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,,,,,,,,405.0,3.0,1.0,2.0,,,,,,,,,
407,PT05M36.00S,2023-02-04T02:37:09.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203954,93.51182654402102,47.794117647058826,1610612755,75,88,2023-02-04T02:37:18Z,3940000,False,-11.0,8.0,1,right,J. Embiid driving DUNK (26 PTS) (T. Harris 3 AST),"[203954, 202699]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,1.39,Made,26.0,,,,,T. Harris,202699.0,3.0,,,,,,
409,PT05M18.00S,2023-02-04T02:37:26.3Z,3,REGULAR,2pt,Jump Shot,[],1626196,20.45006570302234,48.529411764705884,1610612759,77,88,2023-02-04T02:37:30Z,3960000,False,7.0,140.0,1,left,J. Richardson 13' pullup Jump Shot (10 PTS),[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Center,,,,,13.99,Made,10.0,,,,,,,,,,,,,
410,PT04M58.00S,2023-02-04T02:37:46.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.97043363994744,38.72549019607843,1610612755,77,88,2023-02-04T02:38:18Z,3970000,False,-56.0,89.0,1,right,MISS T. Harris 10' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,10.52,Missed,,,,,,,,,,,,,,
411,PT04M54.00S,2023-02-04T02:37:50.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,77,88,2023-02-04T02:37:52Z,3980000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:7),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,410.0,10.0,7.0,3.0,,,,,,,,,
412,PT04M49.00S,2023-02-04T02:37:56.9Z,3,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612759,77,88,2023-02-04T02:38:04Z,3990000,False,,,0,,J. Poeltl lost ball out-of-bounds TURNOVER (3 TO),[1627751],1610612759.0,SAS,lost ball,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,1662.0,,,,,,,,,,,,,,,,
413,PT04M49.00S,2023-02-04T02:38:02.3Z,3,REGULAR,substitution,out,[],1627751,,,1610612755,77,88,2023-02-04T02:38:13Z,4000000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M49.00S,2023-02-04T02:38:02.3Z,3,REGULAR,substitution,out,[],1628966,,,1610612755,77,88,2023-02-04T02:38:13Z,4010000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M49.00S,2023-02-04T02:38:02.3Z,3,REGULAR,substitution,in,[],1628380,,,1610612755,77,88,2023-02-04T02:38:13Z,4020000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M49.00S,2023-02-04T02:38:02.3Z,3,REGULAR,substitution,in,[],1626169,,,1610612755,77,88,2023-02-04T02:38:13Z,4030000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M37.00S,2023-02-04T02:38:29.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,75.64060446780552,53.18627450980392,1610612755,77,88,2023-02-04T02:38:35Z,4040000,False,16.0,176.0,1,right,MISS J. Embiid 17' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,17.72,Missed,,,,,,,,,,,,,,
418,PT04M33.00S,2023-02-04T02:38:33.8Z,3,REGULAR,rebound,offensive,[],202699,,,1610612755,77,88,2023-02-04T02:38:33Z,4050000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,417.0,2.0,1.0,1.0,,,,,,,,,
419,PT04M25.00S,2023-02-04T02:38:41.2Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,77,88,2023-02-04T02:38:47Z,4060000,False,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 1626169]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,3.0,Johnson,1626169.0,,,,,,,,,,,,,,,,,
420,PT04M25.00S,2023-02-04T02:38:41.2Z,3,REGULAR,steal,,[],1626169,,,1610612759,77,88,2023-02-04T02:38:44Z,4070000,False,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT04M21.00S,2023-02-04T02:38:45.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631103,5.075558475689881,51.225490196078425,1610612759,79,88,2023-02-04T02:39:40Z,4080000,False,-6.0,-5.0,1,left,M. Branham cutting Layup (14 PTS) (S. Johnson 1 AST),"[1631103, 1626169]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,0.78,Made,14.0,,,,,S. Johnson,1626169.0,1.0,,,,,,
423,PT04M21.00S,2023-02-04T02:38:52.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,79,88,2023-02-04T02:38:52Z,4100000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M21.00S,2023-02-04T02:41:22.9Z,3,REGULAR,substitution,out,[],201935,,,1610612755,79,88,2023-02-04T02:41:51Z,4110000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M21.00S,2023-02-04T02:41:22.9Z,3,REGULAR,substitution,out,[],200782,,,1610612755,79,88,2023-02-04T02:41:51Z,4120000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M21.00S,2023-02-04T02:41:22.9Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,79,88,2023-02-04T02:41:51Z,4130000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M21.00S,2023-02-04T02:41:22.9Z,3,REGULAR,substitution,in,[],1627777,,,1610612755,79,88,2023-02-04T02:41:51Z,4140000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M05.00S,2023-02-04T02:42:01.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,91.5407358738502,50.98039215686274,1610612755,79,90,2023-02-04T02:42:49Z,4150000,False,5.0,27.0,1,right,T. Harris driving floating Jump Shot (8 PTS) (J. Embiid 4 AST),"[202699, 203954]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,2.74,Made,8.0,,,,,J. Embiid,203954.0,4.0,,,,,,
430,PT03M44.00S,2023-02-04T02:42:22.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,6.521024967148489,46.07843137254902,1610612759,79,90,2023-02-04T02:42:48Z,4170000,False,20.0,9.0,1,left,MISS M. Branham reverse Layup,[1631103],1610612759.0,SAS,reverse,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,2.15,Missed,,,,,,,,,,,,,,
