actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
635,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1629162,,,1610612750,93,120,2022-02-26T03:21:28Z,6310000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1627774,,,1610612750,93,120,2022-02-26T03:21:28Z,6320000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1629675,,,1610612750,93,120,2022-02-26T03:21:28Z,6330000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1629006,,,1610612750,93,120,2022-02-26T03:21:28Z,6340000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1630198,,,1610612750,93,120,2022-02-26T03:21:28Z,6350000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1626161,,,1610612750,93,120,2022-02-26T03:21:28Z,6360000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612755.0,PHI,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M25.00S,2022-02-26T03:20:16.0Z,4,REGULAR,substitution,in,[],1629003,,,1610612750,93,120,2022-02-26T03:21:28Z,6370000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT04M12.00S,2022-02-26T03:21:39.2Z,4,REGULAR,3pt,Jump Shot,[],1629669,74.19513797634691,81.61764705882352,1610612750,93,120,2022-02-26T03:21:46Z,6380000,158.0,190.0,1,right,MISS J. Nowell 24' pullup 3PT,[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
643,PT04M09.00S,2022-02-26T03:21:42.2Z,4,REGULAR,rebound,defensive,[],1626161,,,1610612755,93,120,2022-02-26T03:21:46Z,6390000,,,0,,W. Cauley-Stein REBOUND (Off:0 Def:1),[1626161],1610612755.0,PHI,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,642.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
644,PT03M54.00S,2022-02-26T03:21:56.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,10.726018396846255,57.35294117647059,1610612755,93,120,2022-02-26T03:22:02Z,6400000,-37.0,48.0,1,left,MISS G. Niang 6' turnaround Hook,[1627777],1610612755.0,PHI,turnaround,,,Niang,G. Niang,,,,,6.07,Missed,,,,,,,,,,,,,,,,,,,
645,PT03M51.00S,2022-02-26T03:21:59.6Z,4,REGULAR,rebound,defensive,[],1629669,,,1610612750,93,120,2022-02-26T03:22:02Z,6410000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,644.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
646,PT03M44.00S,2022-02-26T03:22:07.3Z,4,REGULAR,turnover,bad pass,[],1629006,,,1610612750,93,120,2022-02-26T03:22:11Z,6420000,,,0,,J. Okogie bad pass TURNOVER (1 TO),"[1629006, 1629003]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,1.0,Milton,1629003.0,,,
647,PT03M44.00S,2022-02-26T03:22:07.3Z,4,REGULAR,steal,,[],1629003,,,1610612755,93,120,2022-02-26T03:22:08Z,6430000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M41.00S,2022-02-26T03:22:10.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,5.469776609724048,48.77450980392157,1610612755,93,122,2022-02-26T03:22:55Z,6440000,6.0,-1.0,1,left,T. Maxey running Layup (28 PTS) (S. Milton 1 AST),"[1630178, 1629003]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,0.62,Made,,,,,,,28.0,,,,S. Milton,1629003.0,1.0,,,,,,
650,PT03M29.00S,2022-02-26T03:22:22.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.38042049934296,53.67647058823529,1610612750,93,122,2022-02-26T03:23:48Z,6460000,18.0,10.0,1,right,MISS N. Reid alley-oop Layup,[1629675],1610612750.0,MIN,alley-oop,,,Reid,N. Reid,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
651,PT03M27.00S,2022-02-26T03:22:24.7Z,4,REGULAR,rebound,defensive,[],1626161,,,1610612755,93,122,2022-02-26T03:22:27Z,6470000,,,0,,W. Cauley-Stein REBOUND (Off:0 Def:2),[1626161],1610612755.0,PHI,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,650.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
652,PT03M21.00S,2022-02-26T03:22:30.8Z,4,REGULAR,3pt,Jump Shot,[],1630198,7.703679369250986,95.34313725490196,1610612755,93,125,2022-02-26T03:22:36Z,6480000,-227.0,20.0,1,left,I. Joe 3PT  (3 PTS) (S. Milton 2 AST),"[1630198, 1629003]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,22.76,Made,,,,,,,3.0,,,,S. Milton,1629003.0,2.0,,,,,,
654,PT03M06.00S,2022-02-26T03:22:45.1Z,4,REGULAR,2pt,Jump Shot,[],1627774,81.15965834428384,75.49019607843137,1610612750,93,125,2022-02-26T03:22:51Z,6500000,127.0,125.0,1,right,MISS J. Layman 17' pullup Shot,[1627774],1610612750.0,MIN,pullup,,,Layman,J. Layman,,,,,17.83,Missed,,,,,,,,,,,,,,,,,,,
655,PT03M02.00S,2022-02-26T03:22:49.1Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,93,125,2022-02-26T03:22:51Z,6510000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,654.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
656,PT02M46.00S,2022-02-26T03:23:05.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,6.652431011826544,50.98039215686274,1610612755,93,125,2022-02-26T03:23:09Z,6520000,-5.0,10.0,1,left,MISS S. Milton driving finger roll Layup,[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,,
657,PT02M44.00S,2022-02-26T03:23:07.5Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612750,93,125,2022-02-26T03:23:09Z,6530000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,656.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
658,PT02M38.00S,2022-02-26T03:23:15.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612750,93,125,2022-02-26T03:23:30Z,6540000,,,0,,I. Joe shooting personal FOUL (1 PF) (Okogie 2 FT),"[1630198, 1629006]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,,,,1627962.0,1.0,0.0,Okogie,1629006.0,,,,,,,,,,,,,
660,PT02M38.00S,2022-02-26T03:23:46.3Z,4,REGULAR,freethrow,1 of 2,[],1629006,,,1610612750,94,125,2022-02-26T03:23:46Z,6560000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
661,PT02M38.00S,2022-02-26T03:23:47.0Z,4,REGULAR,substitution,out,[],1630178,,,1610612750,94,125,2022-02-26T03:23:53Z,6570000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT02M38.00S,2022-02-26T03:23:47.0Z,4,REGULAR,substitution,out,[],1627777,,,1610612750,94,125,2022-02-26T03:23:53Z,6580000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M38.00S,2022-02-26T03:23:47.0Z,4,REGULAR,substitution,in,[],1630194,,,1610612750,94,125,2022-02-26T03:23:53Z,6590000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT02M38.00S,2022-02-26T03:23:47.0Z,4,REGULAR,substitution,in,[],1627788,,,1610612750,94,125,2022-02-26T03:23:53Z,6600000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT02M38.00S,2022-02-26T03:24:06.9Z,4,REGULAR,freethrow,2 of 2,[],1629006,,,1610612750,95,125,2022-02-26T03:24:06Z,6610000,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
666,PT02M20.00S,2022-02-26T03:24:26.5Z,4,REGULAR,foul,offensive,['inpenalty'],1629003,,,1610612755,95,125,2022-02-26T03:24:38Z,6620000,,,0,,S. Milton offensive FOUL (1 PF),"[1629003, 1629006]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,1626300.0,1.0,0.0,Okogie,1629006.0,,,,,,,,,,,,,
668,PT02M20.00S,2022-02-26T03:24:26.5Z,4,REGULAR,turnover,offensive foul,[],1629003,,,1610612755,95,125,2022-02-26T03:24:26Z,6640000,,,0,,S. Milton offensive foul TURNOVER (1 TO),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,1626300.0,,,,,,,,,,,,1.0,,,,,
669,PT02M11.00S,2022-02-26T03:24:53.5Z,4,REGULAR,foul,offensive,[],1629006,,,1610612750,95,125,2022-02-26T03:26:05Z,6650000,,,0,,J. Okogie charge offensive FOUL (1 PF),"[1629006, 1630198]",1610612750.0,MIN,charge,,,Okogie,J. Okogie,,,,,,,,1626300.0,1.0,0.0,Joe,1630198.0,,,,,,,,,,,,,
671,PT02M11.00S,2022-02-26T03:24:53.5Z,4,REGULAR,turnover,offensive foul,[],1629006,,,1610612750,95,125,2022-02-26T03:24:53Z,6670000,,,0,,J. Okogie offensive foul TURNOVER (2 TO),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,1626300.0,,,,,,,,,,,,2.0,,,,,
672,PT01M52.00S,2022-02-26T03:25:26.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630198,6.652431011826544,21.07843137254902,1610612755,95,127,2022-02-26T03:25:36Z,6680000,145.0,10.0,1,left,I. Joe 14' turnaround fadeaway Jump Shot (5 PTS) (W. Cauley-Stein 1 AST),"[1630198, 1626161]",1610612755.0,PHI,turnaround fadeaway,,,Joe,I. Joe,,,,,14.49,Made,,,,,,,5.0,,,,W. Cauley-Stein,1626161.0,1.0,,,,,,
674,PT01M38.00S,2022-02-26T03:25:44.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.24901445466492,47.05882352941176,1610612750,97,127,2022-02-26T03:27:31Z,6700000,-15.0,11.0,1,right,N. Reid driving Layup (4 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,1.84,Made,,,,,,,4.0,,,,,,,,,,,,
675,PT01M38.00S,2022-02-26T03:25:47.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626161,,,1610612750,97,127,2022-02-26T03:26:05Z,6710000,,,0,,W. Cauley-Stein shooting personal FOUL (1 PF) (Reid 1 FT),"[1626161, 1629675]",1610612755.0,PHI,shooting,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,2530.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,
677,PT01M38.00S,2022-02-26T03:26:06.3Z,4,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,98,127,2022-02-26T03:26:06Z,6730000,,,0,,N. Reid Free Throw 1 of 1 (5 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
678,PT01M17.00S,2022-02-26T03:26:27.5Z,4,REGULAR,3pt,Jump Shot,[],1630198,21.895532194480946,88.97058823529412,1610612755,98,130,2022-02-26T03:26:31Z,6740000,-195.0,153.0,1,left,I. Joe 24' 3PT  (8 PTS) (S. Milton 3 AST),"[1630198, 1629003]",1610612755.0,PHI,,,,Joe,I. Joe,,,,,24.8,Made,,,,,,,8.0,,,,S. Milton,1629003.0,3.0,,,,,,
680,PT01M08.00S,2022-02-26T03:26:38.4Z,4,REGULAR,3pt,Jump Shot,[],1629669,71.96123521681997,18.627450980392158,1610612750,98,130,2022-02-26T03:26:44Z,6760000,-157.0,211.0,1,right,MISS J. Nowell 26' 3PT,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
681,PT01M05.00S,2022-02-26T03:26:41.4Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,98,130,2022-02-26T03:26:44Z,6770000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,680.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
682,PT01M00.00S,2022-02-26T03:26:46.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,25.443495400788436,13.480392156862745,1610612755,98,133,2022-02-26T03:27:06Z,6780000,183.0,187.0,1,left,F. Korkmaz 26' 3PT pullup (5 PTS) (I. Joe 1 AST),"[1627788, 1630198]",1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,26.12,Made,,,,,,,5.0,,,,I. Joe,1630198.0,1.0,,,,,,
684,PT00M52.20S,2022-02-26T03:26:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,94.1688567674113,48.28431372549019,1610612750,100,133,2022-02-26T03:27:35Z,6800000,-9.0,2.0,1,right,N. Reid driving Layup (7 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,0.89,Made,,,,,,,7.0,,,,,,,,,,,,
685,PT00M41.30S,2022-02-26T03:27:10.7Z,4,REGULAR,3pt,Jump Shot,[],1630198,24.392247043363994,12.009803921568627,1610612755,100,133,2022-02-26T03:27:24Z,6810000,190.0,177.0,1,left,MISS I. Joe 25' pullup 3PT,[1630198],1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
686,PT00M41.30S,2022-02-26T03:27:10.7Z,4,REGULAR,rebound,defensive,[],1629006,,,1610612750,100,133,2022-02-26T03:27:24Z,6820000,,,0,,J. Okogie REBOUND (Off:0 Def:2),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,685.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
687,PT00M27.60S,2022-02-26T03:27:25.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627774,93.11760840998686,49.26470588235294,1610612750,102,133,2022-02-26T03:27:43Z,6830000,-4.0,12.0,1,right,J. Layman driving DUNK (2 PTS) (J. Okogie 1 AST),"[1627774, 1629006]",1610612750.0,MIN,driving,,,Layman,J. Layman,,,,,1.27,Made,,,,,,,2.0,,,,J. Okogie,1629006.0,1.0,,,,,,
688,PT00M03.60S,2022-02-26T03:27:55.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,102,133,2022-02-26T03:28:04Z,6840000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,,
689,PT00M00.00S,2022-02-26T03:28:14.7Z,4,REGULAR,period,end,[],0,,,1610612750,102,133,2022-02-26T03:28:14Z,6850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2022-02-26T03:28:17.1Z,4,REGULAR,game,end,[],0,,,0,102,133,2022-02-26T03:28:17Z,6860000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
