actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
353,PT11M41.00S,2021-12-07T02:23:24.9Z,3,REGULAR,3pt,Jump Shot,[],1630195,93.51182654402102,95.58823529411765,1610612750,48,61,2021-12-07T02:23:31Z,3480000,228.0,8.0,1,right,MISS L. Bolmaro 3PT,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
354,PT11M39.00S,2021-12-07T02:23:26.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,48,61,2021-12-07T02:23:31Z,3490000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,
355,PT11M39.00S,2021-12-07T02:23:32.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,48,61,2021-12-07T02:23:32Z,3500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M25.00S,2021-12-07T02:23:48.3Z,3,REGULAR,3pt,Jump Shot,[],1629027,31.09395532194481,6.862745098039216,1610612737,48,64,2021-12-07T02:23:57Z,3510000,216.0,240.0,1,left,T. Young 32' 3PT pullup (19 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,32.25,Made,,,,,,,,19.0,,,,,,,,,,,
357,PT11M07.00S,2021-12-07T02:24:05.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629020,90.62089356110381,48.28431372549019,1610612750,50,64,2021-12-07T02:24:11Z,3520000,-9.0,36.0,1,right,J. Vanderbilt turnaround Hook (4 PTS) (K. Towns 4 AST),"[1629020, 1626157]",1610612750.0,MIN,turnaround,,,Vanderbilt,J. Vanderbilt,,,,,3.67,Made,,,,,,,,4.0,K. Towns,1626157.0,4.0,,,,,,,,
359,PT10M50.00S,2021-12-07T02:24:22.0Z,3,REGULAR,3pt,Jump Shot,[],1627789,12.565703022339028,95.09803921568627,1610612737,50,67,2021-12-07T02:24:27Z,3540000,-225.0,66.0,1,left,T. Luwawu-Cabarrot 3PT  (15 PTS) (T. Young 7 AST),"[1627789, 1629027]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,23.48,Made,,,,,,,,15.0,T. Young,1629027.0,7.0,,,,,,,,
361,PT10M36.00S,2021-12-07T02:24:36.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.1688567674113,49.754901960784316,1610612750,52,67,2021-12-07T02:24:41Z,3560000,-1.0,2.0,1,right,A. Edwards driving Layup (13 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,0.26,Made,,,,,,,,13.0,,,,,,,,,,,
362,PT10M11.00S,2021-12-07T02:25:01.3Z,3,REGULAR,2pt,Jump Shot,[],1629027,25.837713534822605,29.65686274509804,1610612737,52,67,2021-12-07T02:25:07Z,3570000,102.0,190.0,1,left,MISS T. Young 21' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,21.59,Missed,,,,,,,,,,,,,,,,,,,
363,PT10M08.00S,2021-12-07T02:25:04.3Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612750,52,67,2021-12-07T02:25:07Z,3580000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:6),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,362.0,8.0,6.0,2.0,,,,,,,,,,,,,
364,PT10M01.00S,2021-12-07T02:25:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.46057818659659,48.28431372549019,1610612750,52,67,2021-12-07T02:25:20Z,3590000,-9.0,18.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1628381]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,2.03,Missed,Collins,1628381.0,,,,,,,,,,,,,,,,,
365,PT10M01.00S,2021-12-07T02:25:11.4Z,3,REGULAR,block,,[],1628381,,,1610612750,52,67,2021-12-07T02:25:13Z,3600000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT09M58.00S,2021-12-07T02:25:14.4Z,3,REGULAR,rebound,offensive,[],1629020,,,1610612750,52,67,2021-12-07T02:25:20Z,3610000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:6),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,364.0,9.0,6.0,3.0,,,,,,,,,,,,,
367,PT09M57.00S,2021-12-07T02:25:15.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,93.51182654402102,51.71568627450981,1610612750,54,67,2021-12-07T02:25:24Z,3620000,9.0,8.0,1,right,J. Vanderbilt putback Layup (6 PTS),[1629020],1610612750.0,MIN,putback,,,Vanderbilt,J. Vanderbilt,,,,,1.21,Made,,,,,,,,6.0,,,,,,,,,,,
368,PT09M39.00S,2021-12-07T02:25:33.6Z,3,REGULAR,3pt,Jump Shot,[],1627789,14.536793692509855,4.166666666666666,1610612737,54,67,2021-12-07T02:25:39Z,3630000,229.0,84.0,1,left,MISS T. Luwawu-Cabarrot 24' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
369,PT09M37.00S,2021-12-07T02:25:35.6Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,54,67,2021-12-07T02:25:39Z,3640000,,,0,,C. Capela REBOUND (Off:4 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,368.0,10.0,6.0,4.0,,,,,,,,,,,,,
370,PT09M27.00S,2021-12-07T02:25:46.0Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,54,67,2021-12-07T02:26:30Z,3650000,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 1627752]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,5.0,Prince,1627752.0,,,,,
371,PT09M27.00S,2021-12-07T02:25:46.0Z,3,REGULAR,steal,,[],1627752,,,1610612750,54,67,2021-12-07T02:25:49Z,3660000,,,0,,T. Prince STEAL (2 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT09M03.00S,2021-12-07T02:26:09.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,94.1688567674113,50.0,1610612750,56,67,2021-12-07T02:26:16Z,3670000,0.0,2.0,1,right,K. Towns driving reverse Layup (18 PTS),[1626157],1610612750.0,MIN,driving reverse,,,Towns,K. Towns,,,,,0.23,Made,,,,,,,,18.0,,,,,,,,,,,
373,PT09M03.00S,2021-12-07T02:26:15.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,56,67,2021-12-07T02:26:15Z,3680000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M03.00S,2021-12-07T02:28:28.2Z,3,REGULAR,substitution,out,[],1630195,,,1610612737,56,67,2021-12-07T02:28:53Z,3690000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M03.00S,2021-12-07T02:28:28.2Z,3,REGULAR,substitution,in,[],1630183,,,1610612737,56,67,2021-12-07T02:28:53Z,3700000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M40.00S,2021-12-07T02:29:30.0Z,3,REGULAR,2pt,Jump Shot,[],1628381,9.280551905387648,6.862745098039216,1610612737,56,69,2021-12-07T02:29:36Z,3710000,216.0,35.0,1,left,J. Collins 21' Jump Shot (2 PTS) (K. Huerter 3 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,21.85,Made,,,,,,,,2.0,K. Huerter,1628989.0,3.0,,,,,,,,
378,PT08M23.00S,2021-12-07T02:29:46.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.9862023653088,50.73529411764706,1610612750,56,69,2021-12-07T02:29:52Z,3730000,4.0,13.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
379,PT08M19.00S,2021-12-07T02:29:50.7Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,56,69,2021-12-07T02:29:52Z,3740000,,,0,,K. Huerter REBOUND (Off:0 Def:3),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,378.0,3.0,3.0,0.0,,,,,,,,,,,,,
380,PT08M17.00S,2021-12-07T02:29:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627789,6.258212877792378,48.28431372549019,1610612737,56,69,2021-12-07T02:30:02Z,3750000,9.0,6.0,1,left,MISS T. Luwawu-Cabarrot running Layup,[1627789],1610612737.0,ATL,running,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.07,Missed,,,,,,,,,,,,,,,,,,,
381,PT08M14.00S,2021-12-07T02:29:55.6Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,56,69,2021-12-07T02:29:55Z,3760000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,380.0,1.0,1.0,0.0,,,,,,,,,,,,,
382,PT08M13.00S,2021-12-07T02:30:00.2Z,3,REGULAR,foul,personal,[],1629027,,,1610612750,56,69,2021-12-07T02:30:08Z,3770000,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1629020]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Vanderbilt,1629020.0,
384,PT08M06.00S,2021-12-07T02:30:21.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,92.06636005256242,65.68627450980392,1610612750,56,69,2021-12-07T02:30:29Z,3790000,78.0,22.0,1,right,MISS J. McDaniels 8' Jump Shot - blocked,"[1630183, 203991]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,8.15,Missed,Capela,203991.0,,,,,,,,,,,,,,,,,
385,PT08M06.00S,2021-12-07T02:30:21.8Z,3,REGULAR,block,,[],203991,,,1610612750,56,69,2021-12-07T02:30:24Z,3800000,,,0,,C. Capela BLOCK (3 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M03.00S,2021-12-07T02:30:24.8Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,56,69,2021-12-07T02:30:29Z,3810000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,384.0,2.0,1.0,1.0,,,,,,,,,,,,,
387,PT07M59.00S,2021-12-07T02:30:28.4Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,56,69,2021-12-07T02:30:34Z,3820000,,,0,,A. Edwards bad pass TURNOVER (3 TO),"[1630162, 203991]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,3.0,Capela,203991.0,,,,,
388,PT07M59.00S,2021-12-07T02:30:28.4Z,3,REGULAR,steal,,[],203991,,,1610612737,56,69,2021-12-07T02:30:30Z,3830000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M51.00S,2021-12-07T02:30:36.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627789,4.418528252299605,95.58823529411765,1610612737,56,72,2021-12-07T02:30:43Z,3840000,-228.0,-11.0,1,left,T. Luwawu-Cabarrot 3PT  (18 PTS) (K. Huerter 4 AST),"[1627789, 1628989]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,22.82,Made,,,,,,,,18.0,K. Huerter,1628989.0,4.0,,,,,,,,
391,PT07M35.00S,2021-12-07T02:30:52.1Z,3,REGULAR,turnover,bad pass,[],1630183,,,1610612750,56,72,2021-12-07T02:30:56Z,3860000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1627789]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,1.0,Luwawu-Cabarrot,1627789.0,,,,,
392,PT07M35.00S,2021-12-07T02:30:52.1Z,3,REGULAR,steal,,[],1627789,,,1610612737,56,72,2021-12-07T02:30:54Z,3870000,,,0,,T. Luwawu-Cabarrot STEAL (1 STL),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M29.00S,2021-12-07T02:30:58.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628989,8.360709592641262,50.245098039215684,1610612737,56,72,2021-12-07T02:31:07Z,3880000,-1.0,26.0,1,left,MISS K. Huerter driving Layup - blocked,"[1628989, 1630162]",1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,2.61,Missed,Edwards,1630162.0,,,,,,,,,,,,,,,,,
394,PT07M29.00S,2021-12-07T02:30:58.4Z,3,REGULAR,block,,[],1630162,,,1610612737,56,72,2021-12-07T02:31:00Z,3890000,,,0,,A. Edwards BLOCK (3 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M28.00S,2021-12-07T02:30:59.4Z,3,REGULAR,rebound,offensive,[],1629027,,,1610612737,56,72,2021-12-07T02:32:37Z,3900000,,,0,,T. Young REBOUND (Off:1 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,393.0,5.0,4.0,1.0,,,,,,,,,,,,,
396,PT07M28.00S,2021-12-07T02:31:01.7Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629027,8.886333771353483,89.70588235294117,1610612737,56,72,2021-12-07T02:33:15Z,3910000,-199.0,31.0,1,left,MISS T. Young 20' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,20.09,Missed,,,,,,,,,,,,,,,,,,,
397,PT07M27.00S,2021-12-07T02:31:02.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,56,72,2021-12-07T02:31:42Z,3920000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,
398,PT07M27.00S,2021-12-07T02:31:07.9Z,3,REGULAR,foul,personal,[],1628989,,,1610612750,56,72,2021-12-07T02:31:13Z,3930000,,,0,,K. Huerter loose ball personal FOUL (2 PF),"[1628989, 1629020]",1610612737.0,ATL,loose ball,,,Huerter,K. Huerter,,,,,,,,,,,,,202027.0,,,,,,,,2.0,0.0,Vanderbilt,1629020.0,
400,PT07M12.00S,2021-12-07T02:31:37.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,86.94152431011827,46.81372549019608,1610612750,56,72,2021-12-07T02:31:47Z,3950000,-16.0,70.0,1,right,MISS K. Towns 7' Hook,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,7.2,Missed,,,,,,,,,,,,,,,,,,,
401,PT07M08.00S,2021-12-07T02:31:40.2Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,56,72,2021-12-07T02:31:40Z,3960000,,,0,,J. McDaniels REBOUND (Off:2 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,400.0,3.0,1.0,2.0,,,,,,,,,,,,,
402,PT07M08.00S,2021-12-07T02:31:40.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,94.40999984741211,50.0,1610612750,56,72,2021-12-07T02:31:40Z,3970000,0.0,0.0,1,right,MISS J. McDaniels tip Layup,[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
403,PT07M07.00S,2021-12-07T02:31:41.3Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,56,72,2021-12-07T02:31:41Z,3980000,,,0,,J. McDaniels REBOUND (Off:3 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,402.0,4.0,1.0,3.0,,,,,,,,,,,,,
404,PT07M06.00S,2021-12-07T02:31:41.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,92.19776609724047,49.01960784313725,1610612750,56,72,2021-12-07T02:31:52Z,3990000,-5.0,21.0,1,right,MISS J. McDaniels putback Layup - blocked,"[1630183, 203991]",1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,2.14,Missed,Capela,203991.0,,,,,,,,,,,,,,,,,
405,PT07M06.00S,2021-12-07T02:31:41.8Z,3,REGULAR,block,,[],203991,,,1610612750,56,72,2021-12-07T02:31:43Z,4000000,,,0,,C. Capela BLOCK (4 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M04.00S,2021-12-07T02:31:43.8Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,56,72,2021-12-07T02:31:52Z,4010000,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,404.0,4.0,4.0,0.0,,,,,,,,,,,,,
407,PT06M59.00S,2021-12-07T02:31:48.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628381,32.670827858081466,48.28431372549019,1610612737,56,75,2021-12-07T02:32:02Z,4020000,9.0,255.0,1,left,J. Collins 25' 3PT  (5 PTS) (T. Young 8 AST),"[1628381, 1629027]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.47,Made,,,,,,,,5.0,T. Young,1629027.0,8.0,,,,,,,,
409,PT06M58.00S,2021-12-07T02:31:53.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,56,75,2021-12-07T02:31:53Z,4040000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M58.00S,2021-12-07T02:33:53.8Z,3,REGULAR,substitution,out,[],1629020,,,1610612750,56,75,2021-12-07T02:34:32Z,4050000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M58.00S,2021-12-07T02:33:53.8Z,3,REGULAR,substitution,out,[],1627752,,,1610612750,56,75,2021-12-07T02:34:32Z,4060000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M58.00S,2021-12-07T02:33:53.8Z,3,REGULAR,substitution,in,[],1627736,,,1610612750,56,75,2021-12-07T02:34:32Z,4070000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M58.00S,2021-12-07T02:33:53.8Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,56,75,2021-12-07T02:34:32Z,4080000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M47.00S,2021-12-07T02:35:02.3Z,3,REGULAR,3pt,Jump Shot,[],1630162,73.80091984231275,16.176470588235293,1610612750,56,75,2021-12-07T02:35:07Z,4090000,-169.0,194.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
415,PT06M45.00S,2021-12-07T02:35:04.3Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,56,75,2021-12-07T02:35:07Z,4100000,,,0,,C. Capela REBOUND (Off:4 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,414.0,11.0,7.0,4.0,,,,,,,,,,,,,
416,PT06M32.00S,2021-12-07T02:35:18.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.338370565045992,49.01960784313725,1610612737,56,77,2021-12-07T02:35:23Z,4110000,5.0,-2.0,1,left,C. Capela alley-oop DUNK (9 PTS) (J. Collins 1 AST),"[203991, 1628381]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,0.54,Made,,,,,,,,9.0,J. Collins,1628381.0,1.0,,,,,,,,
418,PT06M22.00S,2021-12-07T02:35:30.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,56,77,2021-12-07T02:35:30Z,4130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M15.00S,2021-12-07T02:35:53.7Z,3,REGULAR,foul,personal,[],1627789,,,1610612750,56,77,2021-12-07T02:36:03Z,4140000,,,0,,T. Luwawu-Cabarrot personal FOUL (3 PF),"[1627789, 1626157]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,1627963.0,,,,,,,,3.0,0.0,Towns,1626157.0,
421,PT06M05.00S,2021-12-07T02:36:21.2Z,3,REGULAR,3pt,Jump Shot,[],1629675,94.82588699080158,3.431372549019608,1610612750,59,77,2021-12-07T02:36:28Z,4160000,-233.0,-4.0,1,right,N. Reid 3PT  (8 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,23.28,Made,,,,,,,,8.0,M. Beasley,1627736.0,1.0,,,,,,,,
423,PT05M48.00S,2021-12-07T02:36:38.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,6.258212877792378,49.50980392156863,1610612737,59,79,2021-12-07T02:36:46Z,4180000,2.0,6.0,1,left,J. Collins driving DUNK (7 PTS) (T. Young 9 AST),"[1628381, 1629027]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,0.68,Made,,,,,,,,7.0,T. Young,1629027.0,9.0,,,,,,,,
425,PT05M43.00S,2021-12-07T02:36:53.2Z,3,REGULAR,stoppage,other,[],0,,,1610612750,59,79,2021-12-07T02:36:53Z,4200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M31.00S,2021-12-07T02:37:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.77463863337714,46.81372549019608,1610612750,59,79,2021-12-07T02:37:09Z,4210000,-16.0,6.0,1,right,MISS N. Reid driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,1.7,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M28.00S,2021-12-07T02:37:07.1Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612750,59,79,2021-12-07T02:37:09Z,4220000,,,0,,K. Towns REBOUND (Off:2 Def:9),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,426.0,11.0,9.0,2.0,,,,,,,,,,,,,
428,PT05M27.00S,2021-12-07T02:37:07.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,93.16688567674113,53.760723039215684,1610612750,61,79,2021-12-07T02:37:14Z,4230000,19.0,12.0,1,right,K. Towns putback Layup (20 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,2.21,Made,,,,,,,,20.0,,,,,,,,,,,
429,PT05M02.00S,2021-12-07T02:37:32.9Z,3,REGULAR,3pt,Jump Shot,[],1628989,14.14257555847569,3.9215686274509802,1610612737,61,79,2021-12-07T02:37:38Z,4240000,230.0,80.0,1,left,MISS K. Huerter 24' step back 3PT,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,,
430,PT04M59.00S,2021-12-07T02:37:35.9Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,61,79,2021-12-07T02:37:38Z,4250000,,,0,,C. Capela REBOUND (Off:5 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,429.0,12.0,7.0,5.0,,,,,,,,,,,,,
431,PT04M58.00S,2021-12-07T02:37:37.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,34.37910643889619,76.22549019607843,1610612737,61,82,2021-12-07T02:37:43Z,4260000,-131.0,271.0,1,left,T. Young 30' 3PT  (22 PTS) (C. Capela 2 AST),"[1629027, 203991]",1610612737.0,ATL,,,,Young,T. Young,,,,,30.08,Made,,,,,,,,22.0,C. Capela,203991.0,2.0,,,,,,,,
433,PT04M43.00S,2021-12-07T02:37:54.7Z,3,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612750,61,82,2021-12-07T02:38:01Z,4280000,,,0,,J. Collins shooting personal FOUL (3 PF) (Towns 2 FT),"[1628381, 1626157]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,202027.0,,,,,,,,3.0,0.0,Towns,1626157.0,
435,PT04M43.00S,2021-12-07T02:38:29.5Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,62,82,2021-12-07T02:38:29Z,4300000,,,0,,K. Towns Free Throw 1 of 2 (21 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,21.0,,,,,,,,,,,
436,PT04M43.00S,2021-12-07T02:38:30.3Z,3,REGULAR,substitution,out,[],1630162,,,1610612750,62,82,2021-12-07T02:38:45Z,4310000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M43.00S,2021-12-07T02:38:30.3Z,3,REGULAR,substitution,out,[],1627789,,,1610612750,62,82,2021-12-07T02:38:45Z,4320000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M43.00S,2021-12-07T02:38:30.3Z,3,REGULAR,substitution,out,[],203991,,,1610612750,62,82,2021-12-07T02:38:45Z,4330000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M43.00S,2021-12-07T02:38:30.3Z,3,REGULAR,substitution,in,[],1629162,,,1610612750,62,82,2021-12-07T02:38:45Z,4340000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
