actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
354,PT02M23.00S,2022-03-08T02:11:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,5.601182654402102,50.98039215686274,1610612750,55,31,2022-03-08T02:11:46Z,3430000,-5.0,0.0,1,left,K. Towns cutting Layup (18 PTS) (P. Beverley 3 AST),"[1626157, 201976]",1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,,,Made,18.0,,0.49,,,,P. Beverley,201976.0,3.0,,,,,,
356,PT02M22.00S,2022-03-08T02:11:41.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,55,31,2022-03-08T02:11:41Z,3450000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT02M22.00S,2022-03-08T02:12:48.0Z,2,REGULAR,substitution,out,[],1627736,,,1610612757,55,31,2022-03-08T02:13:08Z,3460000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT02M22.00S,2022-03-08T02:12:48.0Z,2,REGULAR,substitution,in,[],1629162,,,1610612757,55,31,2022-03-08T02:13:08Z,3470000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT02M13.00S,2022-03-08T02:13:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,90.88370565045992,48.28431372549019,1610612757,55,31,2022-03-08T02:13:24Z,3480000,-9.0,33.0,1,right,MISS K. Johnson driving Layup,[1630553],1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,3.43,,,,,,,,,,,,
360,PT02M11.00S,2022-03-08T02:13:22.8Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,55,31,2022-03-08T02:13:24Z,3490000,,,0,,P. Beverley REBOUND (Off:1 Def:5),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,359.0,,6.0,5.0,1.0,,,,,,,,,
361,PT02M04.00S,2022-03-08T02:13:31.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630553,,,1610612750,55,31,2022-03-08T02:13:44Z,3500000,,,0,,K. Johnson shooting personal FOUL (3 PF) (Towns 2 FT),"[1630553, 1626157]",1610612757.0,POR,shooting,,,Johnson,K. Johnson,,,,,1628171.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
363,PT02M04.00S,2022-03-08T02:14:04.8Z,2,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,56,31,2022-03-08T02:14:04Z,3520000,,,0,,K. Towns Free Throw 1 of 2 (19 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,
364,PT02M04.00S,2022-03-08T02:14:04.8Z,2,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,56,31,2022-03-08T02:14:29Z,3530000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,,,,,,,,,,,,
365,PT02M02.00S,2022-03-08T02:14:06.8Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,56,31,2022-03-08T02:14:29Z,3540000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,364.0,,2.0,1.0,1.0,,,,,,,,,
366,PT01M58.00S,2022-03-08T02:14:33.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612757,56,31,2022-03-08T02:14:45Z,3550000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Johnson 2 FT),"[1629162, 1630553]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,2002.0,1.0,0.0,Johnson,1630553.0,,,,,,,,,,,,,,,,
368,PT01M58.00S,2022-03-08T02:15:03.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630553,,,1610612757,56,32,2022-03-08T02:15:03Z,3570000,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
369,PT01M58.00S,2022-03-08T02:15:19.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630553,,,1610612757,56,33,2022-03-08T02:15:19Z,3580000,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
370,PT01M47.00S,2022-03-08T02:15:32.5Z,2,REGULAR,3pt,Jump Shot,[],1630183,7.046649145860711,95.34313725490196,1610612750,59,33,2022-03-08T02:15:38Z,3590000,-227.0,14.0,1,left,J. McDaniels 3PT  (5 PTS) (K. Towns 1 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,5.0,,22.71,,,,K. Towns,1626157.0,1.0,,,,,,
372,PT01M34.00S,2022-03-08T02:15:44.9Z,2,REGULAR,2pt,Jump Shot,[],1630553,78.13731931668858,62.00980392156863,1610612757,59,33,2022-03-08T02:17:55Z,3610000,60.0,153.0,1,right,MISS K. Johnson 16' pullup Shot,[1630553],1610612757.0,POR,pullup,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,16.43,,,,,,,,,,,,
373,PT01M31.00S,2022-03-08T02:15:47.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,59,33,2022-03-08T02:17:55Z,3620000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,372.0,,,,,,,,,,,,,
374,PT01M31.00S,2022-03-08T02:15:55.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,59,33,2022-03-08T02:15:55Z,3630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT01M31.00S,2022-03-08T02:16:43.8Z,2,REGULAR,instantreplay,request,[],0,,,1610612750,59,33,2022-03-08T02:21:13Z,3640000,,,0,,,[],,,stands,,,,,,,,,1662.0,,,,,,,,,,,,,,,,,,,,Inadvertent contact
376,PT01M31.00S,2022-03-08T02:18:47.0Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,59,33,2022-03-08T02:19:01Z,3650000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT01M31.00S,2022-03-08T02:18:47.0Z,2,REGULAR,substitution,in,[],1627752,,,1610612750,59,33,2022-03-08T02:19:01Z,3660000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT01M24.00S,2022-03-08T02:19:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,6.652431011826544,50.245098039215684,1610612750,61,33,2022-03-08T02:19:42Z,3670000,-1.0,10.0,1,left,J. McLaughlin driving Layup (10 PTS) (P. Beverley 4 AST),"[1629162, 201976]",1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,10.0,,1.01,,,,P. Beverley,201976.0,4.0,,,,,,
380,PT01M09.00S,2022-03-08T02:19:45.3Z,2,REGULAR,3pt,Jump Shot,[],1628404,76.82325886990802,11.76470588235294,1610612757,61,33,2022-03-08T02:19:51Z,3690000,-191.0,165.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,Missed,,,25.28,,,,,,,,,,,,
381,PT01M07.00S,2022-03-08T02:19:47.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,61,33,2022-03-08T02:19:51Z,3700000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,380.0,,3.0,2.0,1.0,,,,,,,,,
382,PT00M59.60S,2022-03-08T02:19:56.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,16.90210249671485,59.068627450980394,1610612750,61,33,2022-03-08T02:20:05Z,3710000,-45.0,106.0,1,left,MISS J. McDaniels 11' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,,,Missed,,,11.56,,,,,,,,,,,,
383,PT00M57.20S,2022-03-08T02:19:59.0Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,61,33,2022-03-08T02:19:59Z,3720000,,,0,,K. Towns REBOUND (Off:6 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,382.0,,11.0,5.0,6.0,,,,,,,,,
384,PT00M55.40S,2022-03-08T02:20:00.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627752,17.427726675427067,93.13725490196079,1610612750,61,33,2022-03-08T02:20:11Z,3730000,-216.0,111.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Missed,,,24.27,,,,,,,,,,,,
385,PT00M51.60S,2022-03-08T02:20:04.5Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,61,33,2022-03-08T02:20:11Z,3740000,,,0,,K. Towns REBOUND (Off:7 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,384.0,,12.0,5.0,7.0,,,,,,,,,
386,PT00M46.60S,2022-03-08T02:20:09.4Z,2,REGULAR,turnover,lost ball,[],1629162,,,1610612750,61,33,2022-03-08T02:20:14Z,3750000,,,0,,J. McLaughlin lost ball TURNOVER (1 TO),"[1629162, 1630553]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,1.0,Johnson,1630553.0,
387,PT00M46.60S,2022-03-08T02:20:09.4Z,2,REGULAR,steal,,[],1630553,,,1610612757,61,33,2022-03-08T02:20:11Z,3760000,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT00M31.50S,2022-03-08T02:20:26.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,61,33,2022-03-08T02:20:26Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT00M29.90S,2022-03-08T02:20:49.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612757,61,33,2022-03-08T02:20:54Z,3780000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Hart 2 FT),"[1630183, 1628404]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,1628171.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
391,PT00M29.90S,2022-03-08T02:21:27.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628404,,,1610612757,61,33,2022-03-08T02:21:27Z,3800000,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,Missed,,,,,,,,,,,,,,,
392,PT00M29.90S,2022-03-08T02:21:27.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,61,33,2022-03-08T02:21:27Z,3810000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,391.0,,,,,,,,,,,,,
393,PT00M29.90S,2022-03-08T02:21:43.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628404,,,1610612757,61,34,2022-03-08T02:21:43Z,3820000,,,0,,J. Hart Free Throw 2 of 2 (3 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
394,PT00M07.70S,2022-03-08T02:22:09.4Z,2,REGULAR,3pt,Jump Shot,[],1627752,7.5722733245729295,95.58823529411765,1610612750,61,34,2022-03-08T02:22:23Z,3830000,-228.0,19.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Missed,,,22.87,,,,,,,,,,,,
395,PT00M03.40S,2022-03-08T02:22:13.7Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,61,34,2022-03-08T02:22:23Z,3840000,,,0,,J. McDaniels REBOUND (Off:2 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,394.0,,4.0,2.0,2.0,,,,,,,,,
396,PT00M02.80S,2022-03-08T02:22:14.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612750,61,34,2022-03-08T02:22:25Z,3850000,,,0,,D. Eubanks shooting personal FOUL (3 PF) (Towns 2 FT),"[1629234, 1626157]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,2002.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
398,PT00M02.80S,2022-03-08T02:22:49.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,61,34,2022-03-08T02:23:15Z,3870000,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,,,,,,,,,,,,
399,PT00M02.80S,2022-03-08T02:22:49.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,61,34,2022-03-08T02:23:15Z,3880000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,
400,PT00M02.80S,2022-03-08T02:22:49.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,61,34,2022-03-08T02:23:15Z,3890000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Missed,,,,,,,,,,,,,,,
401,PT00M01.40S,2022-03-08T02:22:50.9Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,61,34,2022-03-08T02:23:15Z,3900000,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,400.0,,3.0,2.0,1.0,,,,,,,,,
402,PT00M00.00S,2022-03-08T02:23:13.9Z,2,REGULAR,period,end,[],0,,,1610612757,61,34,2022-03-08T02:23:13Z,3910000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2022-03-08T02:38:13.0Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612757,61,34,2022-03-08T02:38:37Z,3920000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT12M00.00S,2022-03-08T02:38:13.0Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612757,61,34,2022-03-08T02:38:37Z,3930000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT12M00.00S,2022-03-08T02:38:13.0Z,3,REGULAR,substitution,out,['startperiod'],1630553,,,1610612757,61,34,2022-03-08T02:38:37Z,3940000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2022-03-08T02:38:13.0Z,3,REGULAR,substitution,in,['startperiod'],1627736,,,1610612757,61,34,2022-03-08T02:38:37Z,3950000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT12M00.00S,2022-03-08T02:38:13.0Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612757,61,34,2022-03-08T02:38:37Z,3960000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT12M00.00S,2022-03-08T02:38:13.0Z,3,REGULAR,substitution,in,['startperiod'],1630314,,,1610612757,61,34,2022-03-08T02:38:37Z,3970000,,,0,,SUB in: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT12M00.00S,2022-03-08T02:38:39.7Z,3,REGULAR,period,start,[],0,,,1610612757,61,34,2022-03-08T02:38:39Z,3980000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT11M56.00S,2022-03-08T02:38:45.7Z,3,REGULAR,foul,personal,[],201976,,,1610612757,61,34,2022-03-08T02:39:19Z,3990000,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 1630314]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,1662.0,2.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
413,PT11M40.00S,2022-03-08T02:39:14.3Z,3,REGULAR,2pt,Jump Shot,[],1629234,9.411957950065702,24.509803921568626,1610612757,61,34,2022-03-08T02:39:23Z,4010000,127.0,36.0,1,left,MISS D. Eubanks 13' pullup Shot - blocked,"[1629234, 1626157]",1610612757.0,POR,pullup,,,Eubanks,D. Eubanks,,,,,,,,,,Missed,,,13.25,,,,,,,Towns,1626157.0,,,,
414,PT11M40.00S,2022-03-08T02:39:14.3Z,3,REGULAR,block,,[],1626157,,,1610612757,61,34,2022-03-08T02:39:16Z,4020000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT11M37.00S,2022-03-08T02:39:17.3Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,61,34,2022-03-08T02:39:23Z,4030000,,,0,,J. McDaniels REBOUND (Off:2 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,413.0,,5.0,3.0,2.0,,,,,,,,,
416,PT11M31.00S,2022-03-08T02:39:23.5Z,3,REGULAR,turnover,lost ball,[],1630183,,,1610612750,61,34,2022-03-08T02:39:33Z,4040000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 1630314]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1630314.0,
417,PT11M31.00S,2022-03-08T02:39:23.5Z,3,REGULAR,steal,,[],1630314,,,1610612757,61,34,2022-03-08T02:39:25Z,4050000,,,0,,B. Williams STEAL (1 STL),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT11M27.00S,2022-03-08T02:39:27.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630314,7.30946123521682,47.549019607843135,1610612757,61,34,2022-03-08T02:39:39Z,4060000,12.0,16.0,1,left,MISS B. Williams running Layup,[1630314],1610612757.0,POR,running,,,Williams,B. Williams,,,,,,,,,,Missed,,,2.03,,,,,,,,,,,,
420,PT11M26.00S,2022-03-08T02:39:28.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612750,61,34,2022-03-08T02:39:39Z,4080000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,
421,PT11M26.00S,2022-03-08T02:39:33.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,61,34,2022-03-08T02:39:33Z,4090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT11M12.00S,2022-03-08T02:39:49.9Z,3,REGULAR,2pt,Jump Shot,[],1626157,72.7496714848883,36.51960784313725,1610612750,63,34,2022-03-08T02:39:54Z,4100000,-67.0,204.0,1,right,K. Towns 21' Jump Shot (21 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,21.0,,21.46,,,,,,,,,,,,
424,PT10M53.00S,2022-03-08T02:40:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,14.011169513797633,49.26470588235294,1610612757,63,34,2022-03-08T02:40:13Z,4120000,4.0,79.0,1,left,MISS J. Hart 7' pullup Shot,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,,,,,,Missed,,,7.93,,,,,,,,,,,,
425,PT10M50.00S,2022-03-08T02:40:11.8Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,63,34,2022-03-08T02:40:13Z,4130000,,,0,,K. Towns REBOUND (Off:7 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,424.0,,13.0,6.0,7.0,,,,,,,,,
427,PT10M38.00S,2022-03-08T02:40:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,90.09526938239159,49.50980392156863,1610612750,63,34,2022-03-08T02:40:30Z,4150000,-2.0,41.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1630570]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,Missed,,,4.07,,,,,,,Watford,1630570.0,,,,
428,PT10M38.00S,2022-03-08T02:40:23.9Z,3,REGULAR,block,,[],1630570,,,1610612750,63,34,2022-03-08T02:40:26Z,4160000,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT10M35.00S,2022-03-08T02:40:26.9Z,3,REGULAR,rebound,defensive,[],1629604,,,1610612757,63,34,2022-03-08T02:40:30Z,4170000,,,0,,C. Elleby REBOUND (Off:0 Def:3),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,427.0,,3.0,3.0,0.0,,,,,,,,,
430,PT10M33.00S,2022-03-08T02:40:29.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629604,6.1268068331143235,50.49019607843137,1610612757,63,34,2022-03-08T02:45:05Z,4180000,-2.0,5.0,1,left,MISS C. Elleby running finger roll Layup,[1629604],1610612757.0,POR,running finger roll,,,Elleby,C. Elleby,,,,,,,,,,Missed,,,0.57,,,,,,,,,,,,
431,PT10M31.00S,2022-03-08T02:40:31.4Z,3,REGULAR,rebound,defensive,[],201976,,,1610612750,63,34,2022-03-08T02:40:41Z,4190000,,,0,,P. Beverley REBOUND (Off:1 Def:6),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,430.0,,7.0,6.0,1.0,,,,,,,,,
432,PT10M26.00S,2022-03-08T02:40:36.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626157,93.77463863337714,49.01960784313725,1610612750,65,34,2022-03-08T02:40:50Z,4200000,-5.0,6.0,1,right,K. Towns Layup (23 PTS) (J. Vanderbilt 1 AST),"[1626157, 1629020]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,Made,23.0,,0.77,,,,J. Vanderbilt,1629020.0,1.0,,,,,,
433,PT10M00.00S,2022-03-08T02:41:01.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,13.354139290407357,57.107843137254896,1610612757,65,34,2022-03-08T02:41:10Z,4210000,-36.0,73.0,1,left,MISS T. Watford 8' driving floating Shot,[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,,,,,,Missed,,,8.12,,,,,,,,,,,,
434,PT09M57.00S,2022-03-08T02:41:04.9Z,3,REGULAR,rebound,offensive,[],1629234,,,1610612757,65,34,2022-03-08T02:41:10Z,4220000,,,0,,D. Eubanks REBOUND (Off:2 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,433.0,,4.0,2.0,2.0,,,,,,,,,
435,PT09M57.00S,2022-03-08T02:41:05.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629234,5.995400788436268,49.50980392156863,1610612757,65,36,2022-03-08T02:41:12Z,4230000,2.0,4.0,1,left,D. Eubanks putback Layup (2 PTS),[1629234],1610612757.0,POR,putback,,,Eubanks,D. Eubanks,,,,,,,,,,Made,2.0,,0.46,,,,,,,,,,,,
436,PT09M40.00S,2022-03-08T02:41:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.06636005256242,46.32352941176471,1610612750,65,36,2022-03-08T02:41:26Z,4240000,-18.0,22.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1629604]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,Missed,,,2.88,,,,,,,Elleby,1629604.0,,,,
437,PT09M40.00S,2022-03-08T02:41:22.0Z,3,REGULAR,block,,[],1629604,,,1610612750,65,36,2022-03-08T02:41:24Z,4250000,,,0,,C. Elleby BLOCK (1 BLK),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT09M38.00S,2022-03-08T02:41:24.0Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612757,65,36,2022-03-08T02:41:26Z,4260000,,,0,,D. Eubanks REBOUND (Off:2 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,436.0,,5.0,3.0,2.0,,,,,,,,,
439,PT09M33.00S,2022-03-08T02:41:28.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630570,6.1268068331143235,50.245098039215684,1610612757,65,38,2022-03-08T02:41:32Z,4270000,-1.0,5.0,1,left,T. Watford cutting Layup (6 PTS) (J. Hart 1 AST),"[1630570, 1628404]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,,,,,,Made,6.0,,0.52,,,,J. Hart,1628404.0,1.0,,,,,,
441,PT09M27.00S,2022-03-08T02:41:38.1Z,3,REGULAR,foul,personal,[],1630570,,,1610612750,65,38,2022-03-08T02:41:48Z,4290000,,,0,,T. Watford personal FOUL (3 PF),"[1630570, 1626157]",1610612757.0,POR,,,,Watford,T. Watford,,,,,1662.0,3.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,,
443,PT09M22.00S,2022-03-08T02:42:03.0Z,3,REGULAR,3pt,Jump Shot,[],1627736,81.2910643889619,6.372549019607843,1610612750,68,38,2022-03-08T02:42:07Z,4310000,-218.0,123.0,1,right,M. Beasley 25' 3PT  (10 PTS) (P. Beverley 5 AST),"[1627736, 201976]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,10.0,,25.06,,,,P. Beverley,201976.0,5.0,,,,,,
