actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
627,PT01M34.00S,2021-11-30T03:14:24.8Z,4,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,94,91,2021-11-30T03:14:24Z,6250000,,,0,,K. Towns offensive foul TURNOVER (9 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202037.0,,,,,9.0,,,,,,,,,
628,PT01M34.00S,2021-11-30T03:15:01.9Z,4,REGULAR,substitution,out,[],1626157,,,1610612754,94,91,2021-11-30T03:15:05Z,6260000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M34.00S,2021-11-30T03:15:01.9Z,4,REGULAR,substitution,in,[],1629675,,,1610612754,94,91,2021-11-30T03:15:05Z,6270000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M34.00S,2021-11-30T03:15:06.9Z,4,REGULAR,instantreplay,request,[],0,,,1610612754,94,91,2021-11-30T03:16:00Z,6280000,,,0,,,[],,,stands,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,Common Foul Upheld
631,PT01M17.00S,2021-11-30T03:16:49.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,31.750985545335087,59.55882352941176,1610612754,94,91,2021-11-30T03:16:59Z,6290000,-48.0,246.0,1,left,MISS C. LeVert 25' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
632,PT01M16.00S,2021-11-30T03:16:50.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,94,91,2021-11-30T03:16:59Z,6300000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,631.0,,,,,,,,,,,,,,,,,,
633,PT01M16.00S,2021-11-30T03:16:56.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612754,94,91,2021-11-30T03:17:11Z,6310000,,,0,,N. Reid loose ball personal FOUL (3 PF) (Sabonis 2 FT),"[1629675, 1627734]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,,,,,,,1627964.0,3.0,0.0,Sabonis,1627734.0,,,,,,,,,,
635,PT01M16.00S,2021-11-30T03:17:36.7Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,94,92,2021-11-30T03:17:36Z,6330000,,,0,,D. Sabonis Free Throw 1 of 2 (14 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,,14.0,,,,,,
636,PT01M16.00S,2021-11-30T03:17:36.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,94,92,2021-11-30T03:19:04Z,6340000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
640,PT01M14.00S,2021-11-30T03:17:38.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,94,92,2021-11-30T03:19:04Z,6350000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,
637,PT01M14.00S,2021-11-30T03:18:45.6Z,4,REGULAR,jumpball,recovered,[],0,,,1610612754,94,92,2021-11-30T03:18:45Z,6360000,,,0,,Jump Ball D. Sabonis vs. D. Russell: Tip to Team (IND),"[1627734, 1626156]",1610612754.0,IND,heldball,Team (IND),,,,Sabonis,1627734.0,Russell,1626156.0,,,,,,,,,,,,,,,,,,,,,
641,PT01M14.00S,2021-11-30T03:18:47.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612754,94,92,2021-11-30T03:18:57Z,6390000,,,0,,D. Russell loose ball personal FOUL (4 PF) (Sabonis 2 FT),"[1626156, 1627734]",1610612750.0,MIN,loose ball,,,Russell,D. Russell,,,,,,,,,,,1627964.0,4.0,0.0,Sabonis,1627734.0,,,,,,,,,,
643,PT01M14.00S,2021-11-30T03:19:07.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,94,93,2021-11-30T03:19:07Z,6410000,,,0,,D. Sabonis Free Throw 1 of 2 (15 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,,15.0,,,,,,
644,PT01M14.00S,2021-11-30T03:19:21.7Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,94,94,2021-11-30T03:19:21Z,6420000,,,0,,D. Sabonis Free Throw 2 of 2 (16 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,,16.0,,,,,,
645,PT00M58.20S,2021-11-30T03:19:39.2Z,4,REGULAR,3pt,Jump Shot,[],1629006,92.19776609724047,3.6764705882352944,1610612750,94,94,2021-11-30T03:19:46Z,6430000,-232.0,21.0,1,right,MISS J. Okogie 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
646,PT00M55.20S,2021-11-30T03:19:42.2Z,4,REGULAR,rebound,offensive,[],1626156,,,1610612750,94,94,2021-11-30T03:25:21Z,6440000,,,0,,D. Russell REBOUND (Off:2 Def:6),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,645.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
647,PT00M52.40S,2021-11-30T03:19:45.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627736,92.66179369250985,96.34650735294117,1610612750,97,94,2021-11-30T03:19:58Z,6450000,232.0,16.0,1,right,M. Beasley 3PT  (9 PTS) (D. Russell 11 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.23,Made,,,,,,,,,,,,,9.0,D. Russell,1626156.0,11.0,,,
649,PT00M51.50S,2021-11-30T03:19:53.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,97,94,2021-11-30T03:19:53Z,6470000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M51.50S,2021-11-30T03:21:03.6Z,4,REGULAR,substitution,out,[],1627736,,,1610612754,97,94,2021-11-30T03:21:20Z,6480000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M51.50S,2021-11-30T03:21:03.6Z,4,REGULAR,substitution,out,[],204456,,,1610612754,97,94,2021-11-30T03:21:20Z,6490000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M51.50S,2021-11-30T03:21:03.6Z,4,REGULAR,substitution,in,[],1627752,,,1610612754,97,94,2021-11-30T03:21:20Z,6500000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M51.50S,2021-11-30T03:21:03.6Z,4,REGULAR,substitution,in,[],1629103,,,1610612754,97,94,2021-11-30T03:21:20Z,6510000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M30.10S,2021-11-30T03:21:56.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203200,15.719448094612352,56.372549019607845,1610612754,97,94,2021-11-30T03:22:03Z,6520000,-32.0,95.0,1,left,MISS J. Holiday 10' driving floating Shot - blocked,"[203200, 1629006]",1610612754.0,IND,driving floating,,,Holiday,J. Holiday,,,,,10.05,Missed,,,,,,,,,,,,,,,,,Okogie,1629006.0,
655,PT00M30.10S,2021-11-30T03:21:56.8Z,4,REGULAR,block,,[],1629006,,,1610612754,97,94,2021-11-30T03:21:59Z,6530000,,,0,,J. Okogie BLOCK (2 BLK),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M27.20S,2021-11-30T03:21:59.7Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,97,94,2021-11-30T03:25:14Z,6540000,,,0,,A. Edwards REBOUND (Off:1 Def:8),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,654.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
657,PT00M12.60S,2021-11-30T03:22:16.5Z,4,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612750,97,94,2021-11-30T03:22:24Z,6550000,,,0,,C. LeVert shooting personal FOUL (2 PF) (Reid 2 FT),"[1627747, 1629675]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,1627964.0,2.0,0.0,Reid,1629675.0,,,,,,,,,,
659,PT00M12.60S,2021-11-30T03:22:41.1Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612750,97,94,2021-11-30T03:22:41Z,6570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M12.60S,2021-11-30T03:23:50.1Z,4,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,97,94,2021-11-30T03:23:50Z,6580000,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Missed,,,,,,,,,,,,,,,,,,,
661,PT00M12.60S,2021-11-30T03:23:50.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,97,94,2021-11-30T03:23:50Z,6590000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,,,,
662,PT00M12.60S,2021-11-30T03:24:06.7Z,4,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,98,94,2021-11-30T03:24:06Z,6600000,,,0,,N. Reid Free Throw 2 of 2 (13 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Made,,,,,,,,,,,,,13.0,,,,,,
663,PT00M06.20S,2021-11-30T03:24:16.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.227332457293036,45.01761642156863,1610612754,98,96,2021-11-30T03:24:28Z,6610000,25.0,15.0,1,left,M. Brogdon driving Layup (25 PTS),[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.93,Made,,,,,,,,,,,,,25.0,,,,,,
664,PT00M06.20S,2021-11-30T03:24:23.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,98,96,2021-11-30T03:24:23Z,6620000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M06.20S,2021-11-30T03:25:30.1Z,4,REGULAR,substitution,out,[],1629006,,,1610612750,98,96,2021-11-30T03:25:49Z,6630000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M06.20S,2021-11-30T03:25:30.1Z,4,REGULAR,substitution,out,[],1627734,,,1610612750,98,96,2021-11-30T03:25:49Z,6640000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M06.20S,2021-11-30T03:25:30.1Z,4,REGULAR,substitution,out,[],1627747,,,1610612750,98,96,2021-11-30T03:25:49Z,6650000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M06.20S,2021-11-30T03:25:30.1Z,4,REGULAR,substitution,in,[],1627736,,,1610612750,98,96,2021-11-30T03:25:49Z,6660000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M06.20S,2021-11-30T03:25:30.1Z,4,REGULAR,substitution,in,[],204456,,,1610612750,98,96,2021-11-30T03:25:49Z,6670000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M06.20S,2021-11-30T03:25:30.1Z,4,REGULAR,substitution,in,[],1630543,,,1610612750,98,96,2021-11-30T03:25:49Z,6680000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M04.70S,2021-11-30T03:26:00.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630543,,,1610612750,98,96,2021-11-30T03:26:10Z,6690000,,,0,,I. Jackson take personal FOUL (3 PF) (Russell 2 FT),"[1630543, 1626156]",1610612754.0,IND,take,,,Jackson,I. Jackson,,,,,,,,,,,1627964.0,3.0,0.0,Russell,1626156.0,,,,,,,,,,
673,PT00M04.70S,2021-11-30T03:26:22.6Z,4,REGULAR,freethrow,1 of 2,[],1626156,,,1610612750,99,96,2021-11-30T03:26:22Z,6710000,,,0,,D. Russell Free Throw 1 of 2 (20 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,,,,20.0,,,,,,
674,PT00M04.70S,2021-11-30T03:26:23.3Z,4,REGULAR,substitution,out,[],1627736,,,1610612750,99,96,2021-11-30T03:26:45Z,6720000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M04.70S,2021-11-30T03:26:23.3Z,4,REGULAR,substitution,out,[],203200,,,1610612750,99,96,2021-11-30T03:26:45Z,6730000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M04.70S,2021-11-30T03:26:23.3Z,4,REGULAR,substitution,out,[],204456,,,1610612750,99,96,2021-11-30T03:26:45Z,6740000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M04.70S,2021-11-30T03:26:23.3Z,4,REGULAR,substitution,in,[],1629006,,,1610612750,99,96,2021-11-30T03:26:45Z,6750000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M04.70S,2021-11-30T03:26:23.3Z,4,REGULAR,substitution,in,[],1627734,,,1610612750,99,96,2021-11-30T03:26:45Z,6760000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M04.70S,2021-11-30T03:26:23.3Z,4,REGULAR,substitution,in,[],1629048,,,1610612750,99,96,2021-11-30T03:26:45Z,6770000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M04.70S,2021-11-30T03:26:46.9Z,4,REGULAR,freethrow,2 of 2,[],1626156,,,1610612750,100,96,2021-11-30T03:26:46Z,6780000,,,0,,D. Russell Free Throw 2 of 2 (21 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Made,,,,,,,,,,,,,21.0,,,,,,
681,PT00M04.70S,2021-11-30T03:26:51.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,100,96,2021-11-30T03:26:51Z,6790000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M04.70S,2021-11-30T03:27:46.2Z,4,REGULAR,substitution,out,[],1630543,,,1610612754,100,96,2021-11-30T03:28:04Z,6800000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M04.70S,2021-11-30T03:27:46.2Z,4,REGULAR,substitution,out,[],1629048,,,1610612754,100,96,2021-11-30T03:28:04Z,6810000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M04.70S,2021-11-30T03:27:46.2Z,4,REGULAR,substitution,in,[],203200,,,1610612754,100,96,2021-11-30T03:28:04Z,6820000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M04.70S,2021-11-30T03:27:46.2Z,4,REGULAR,substitution,in,[],1627747,,,1610612754,100,96,2021-11-30T03:28:04Z,6830000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M03.70S,2021-11-30T03:28:18.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,100,96,2021-11-30T03:28:18Z,6840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M02.90S,2021-11-30T03:28:35.7Z,4,REGULAR,3pt,Jump Shot,[],203200,29.38567674113009,26.47058823529412,1610612754,100,96,2021-11-30T03:29:33Z,6850000,118.0,224.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
688,PT00M01.90S,2021-11-30T03:28:36.7Z,4,REGULAR,rebound,offensive,[],1629103,,,1610612754,100,96,2021-11-30T03:29:33Z,6860000,,,0,,K. Martin REBOUND (Off:1 Def:0),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,687.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
689,PT00M00.40S,2021-11-30T03:28:44.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629103,6.915243101182654,50.49019607843137,1610612754,100,98,2021-11-30T03:29:14Z,6870000,-2.0,13.0,1,left,K. Martin putback Layup (8 PTS),[1629103],1610612754.0,IND,putback,,,Martin,K. Martin,,,,,1.27,Made,,,,,,,,,,,,,8.0,,,,,,
690,PT00M00.00S,2021-11-30T03:28:53.6Z,4,REGULAR,instantreplay,request,[],0,,,1610612750,100,98,2021-11-30T03:29:15Z,6880000,,,0,,,[],,,stands,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,End Period - Good Basket
691,PT00M00.00S,2021-11-30T03:29:18.1Z,4,REGULAR,period,end,[],0,,,1610612750,100,98,2021-11-30T03:29:18Z,6890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M00.00S,2021-11-30T03:29:20.3Z,4,REGULAR,game,end,[],0,,,0,100,98,2021-11-30T03:29:20Z,6900000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
