actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
351,PT10M08.00S,2022-11-16T04:22:18.7Z,3,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612757,72,63,2022-11-16T04:22:28Z,3490000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Nurkic 1 FT),"[1627751, 203994]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,,,,,2.0,0.0,Nurkic,203994.0
353,PT10M08.00S,2022-11-16T04:22:39.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203994,,,1610612757,72,63,2022-11-16T04:22:42Z,3510000,False,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
354,PT10M05.00S,2022-11-16T04:22:42.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,72,63,2022-11-16T04:22:42Z,3520000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,353.0,6.0,3.0,3.0,,,,,,,,,,,
355,PT09M56.00S,2022-11-16T04:22:52.5Z,3,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612759,72,63,2022-11-16T04:23:00Z,3530000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Sochan 2 FT),"[1628404, 1631110]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,,,,,2.0,0.0,Sochan,1631110.0
357,PT09M56.00S,2022-11-16T04:23:16.6Z,3,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,72,64,2022-11-16T04:23:16Z,3550000,False,,,0,,J. Sochan Free Throw 1 of 2 (5 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
358,PT09M56.00S,2022-11-16T04:23:28.8Z,3,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,72,65,2022-11-16T04:23:28Z,3560000,False,,,0,,J. Sochan Free Throw 2 of 2 (6 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
359,PT09M49.00S,2022-11-16T04:23:43.1Z,3,REGULAR,foul,personal,[],1631110,,,1610612757,72,65,2022-11-16T04:23:47Z,3570000,False,,,0,,J. Sochan personal FOUL (2 PF),"[1631110, 203924]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Grant,203924.0
361,PT09M36.00S,2022-11-16T04:24:09.3Z,3,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612757,72,65,2022-11-16T04:24:14Z,3590000,False,,,0,,J. Sochan shooting personal FOUL (3 PF) (Grant 2 FT),"[1631110, 203924]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,202053.0,,,,,,,,,,,,,,,,3.0,0.0,Grant,203924.0
363,PT09M36.00S,2022-11-16T04:24:35.7Z,3,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,72,65,2022-11-16T04:24:53Z,3610000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
364,PT09M36.00S,2022-11-16T04:24:35.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,72,65,2022-11-16T04:24:53Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,
365,PT09M36.00S,2022-11-16T04:24:35.7Z,3,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,72,65,2022-11-16T04:24:53Z,3630000,False,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
366,PT09M33.00S,2022-11-16T04:24:38.7Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,72,65,2022-11-16T04:24:53Z,3640000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,365.0,7.0,4.0,3.0,,,,,,,,,,,
367,PT09M25.00S,2022-11-16T04:25:03.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,94.56307490144546,53.67647058823529,1610612759,72,65,2022-11-16T04:35:22Z,3650000,False,18.0,-1.0,1,right,MISS K. Johnson cutting Layup,[1629640],1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,1.85,Missed,,,,,,,,,,,,,,,,
368,PT09M23.00S,2022-11-16T04:25:05.0Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,72,65,2022-11-16T04:35:22Z,3660000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,367.0,8.0,4.0,4.0,,,,,,,,,,,
369,PT09M22.00S,2022-11-16T04:25:05.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612759,72,67,2022-11-16T04:35:41Z,3670000,False,0.0,0.0,1,right,J. Poeltl tip Layup (17 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.0,Made,17.0,,,,,,,,,,,,,,,
376,PT09M10.00S,2022-11-16T04:25:11.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.35873850197109,50.268075980392155,1610612757,74,67,2022-11-16T04:27:50Z,3675000,False,-1.0,17.0,1,left,J. Nurkic Layup (8 PTS) (D. Lillard 7 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,1.68,Made,8.0,,,,,D. Lillard,203081.0,7.0,,,,,,,,
370,PT09M10.00S,2022-11-16T04:25:17.1Z,3,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612757,74,67,2022-11-16T04:28:19Z,3680000,False,,,0,,J. Sochan shooting personal FOUL (4 PF) (Nurkic 1 FT),"[1631110, 203994]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,4.0,0.0,Nurkic,203994.0
373,PT09M10.00S,2022-11-16T04:26:02.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,74,67,2022-11-16T04:27:20Z,3710000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M10.00S,2022-11-16T04:28:23.6Z,3,REGULAR,substitution,out,[],1631110,,,1610612757,74,67,2022-11-16T04:28:39Z,3740000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT09M10.00S,2022-11-16T04:28:23.6Z,3,REGULAR,substitution,in,[],1628966,,,1610612757,74,67,2022-11-16T04:28:39Z,3750000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT09M10.00S,2022-11-16T04:28:52.8Z,3,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,75,67,2022-11-16T04:28:52Z,3760000,False,,,0,,J. Nurkic Free Throw 1 of 1 (9 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
380,PT08M55.00S,2022-11-16T04:29:09.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,92.06636005256242,49.26470588235294,1610612759,75,69,2022-11-16T04:29:17Z,3770000,False,-4.0,22.0,1,right,J. Poeltl cutting DUNK (19 PTS) (T. Jones 7 AST),"[1627751, 1630200]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,2.24,Made,19.0,,,,,T. Jones,1630200.0,7.0,,,,,,,,
382,PT08M41.00S,2022-11-16T04:29:25.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612757,75,69,2022-11-16T04:29:35Z,3790000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Grant 2 FT),"[1630200, 203924]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Grant,203924.0
385,PT08M41.00S,2022-11-16T04:29:53.5Z,3,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,76,69,2022-11-16T04:29:53Z,3810000,False,,,0,,J. Grant Free Throw 1 of 2 (23 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
386,PT08M41.00S,2022-11-16T04:30:05.9Z,3,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,77,69,2022-11-16T04:30:05Z,3820000,False,,,0,,J. Grant Free Throw 2 of 2 (24 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
387,PT08M31.00S,2022-11-16T04:30:18.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,82.07950065703022,48.529411764705884,1610612759,77,71,2022-11-16T04:30:24Z,3830000,False,-7.0,116.0,1,right,J. Poeltl 11' driving floating Jump Shot (21 PTS),[1627751],1610612759.0,SAS,driving floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,11.62,Made,21.0,,,,,,,,,,,,,,,
388,PT08M09.00S,2022-11-16T04:30:40.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.258212877792378,53.431372549019606,1610612757,77,71,2022-11-16T04:30:46Z,3840000,False,-17.0,6.0,1,left,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,1.83,Missed,,,,,,,,,,,,,,,,
389,PT08M07.00S,2022-11-16T04:30:42.7Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,77,71,2022-11-16T04:30:46Z,3850000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,388.0,9.0,5.0,4.0,,,,,,,,,,,
390,PT08M00.00S,2022-11-16T04:30:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.64323258869908,52.69607843137255,1610612759,77,71,2022-11-16T04:30:53Z,3860000,False,13.0,7.0,1,right,MISS J. Poeltl cutting Layup,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,1.53,Missed,,,,,,,,,,,,,,,,
391,PT07M58.00S,2022-11-16T04:30:51.4Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,77,71,2022-11-16T04:30:53Z,3870000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,390.0,4.0,3.0,1.0,,,,,,,,,,,
392,PT07M51.00S,2022-11-16T04:30:57.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,11.645860709592641,46.32352941176471,1610612757,77,71,2022-11-16T04:31:02Z,3880000,False,18.0,57.0,1,left,MISS J. Nurkic turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,5.99,Missed,,,,,,,,,,,,,,,,
393,PT07M49.00S,2022-11-16T04:30:59.8Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,77,71,2022-11-16T04:31:02Z,3890000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,392.0,10.0,6.0,4.0,,,,,,,,,,,
394,PT07M43.00S,2022-11-16T04:31:06.0Z,3,REGULAR,3pt,Jump Shot,[],1629640,80.23981603153744,92.64705882352942,1610612759,77,71,2022-11-16T04:31:10Z,3900000,False,213.0,133.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,25.14,Missed,,,,,,,,,,,,,,,,
395,PT07M39.00S,2022-11-16T04:31:10.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,77,71,2022-11-16T04:31:10Z,3910000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,394.0,5.0,4.0,1.0,,,,,,,,,,,
396,PT07M35.00S,2022-11-16T04:31:13.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,18.74178712220762,92.64705882352942,1610612757,77,71,2022-11-16T04:31:24Z,3920000,False,-213.0,124.0,1,left,MISS A. Simons 24' running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,24.65,Missed,,,,,,,,,,,,,,,,
397,PT07M31.00S,2022-11-16T04:31:17.6Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,77,71,2022-11-16T04:31:24Z,3930000,False,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,396.0,4.0,4.0,0.0,,,,,,,,,,,
398,PT07M17.00S,2022-11-16T04:31:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,93.38042049934296,47.05882352941176,1610612759,77,71,2022-11-16T04:31:37Z,3940000,False,-15.0,10.0,1,right,MISS T. Jones driving reverse Layup,[1630200],1610612759.0,SAS,driving reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,1.76,Missed,,,,,,,,,,,,,,,,
399,PT07M15.00S,2022-11-16T04:31:33.5Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,77,71,2022-11-16T04:31:33Z,3950000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,398.0,4.0,2.0,2.0,,,,,,,,,,,
400,PT07M11.00S,2022-11-16T04:31:38.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.652431011826544,48.28431372549019,1610612757,79,71,2022-11-16T04:31:44Z,3960000,False,9.0,10.0,1,left,J. Hart running Layup (4 PTS),[1628404],1610612757.0,POR,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,1.32,Made,4.0,,,,,,,,,,,,,,,
401,PT07M11.00S,2022-11-16T04:31:42.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,79,71,2022-11-16T04:31:42Z,3970000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M11.00S,2022-11-16T04:32:56.1Z,3,REGULAR,substitution,out,[],203994,,,1610612759,79,71,2022-11-16T04:34:36Z,3980000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M11.00S,2022-11-16T04:32:56.1Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,79,71,2022-11-16T04:34:36Z,3990000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M11.00S,2022-11-16T04:32:56.1Z,3,REGULAR,substitution,in,[],1629234,,,1610612759,79,71,2022-11-16T04:34:36Z,4000000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M11.00S,2022-11-16T04:32:56.1Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,79,71,2022-11-16T04:34:36Z,4010000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M54.00S,2022-11-16T04:35:02.2Z,3,REGULAR,foul,personal,[],203081,,,1610612759,79,71,2022-11-16T04:35:11Z,4030000,False,,,0,,D. Lillard personal FOUL (1 PF),"[203081, 1627751]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,202053.0,,,,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0
409,PT06M47.00S,2022-11-16T04:35:15.5Z,3,REGULAR,2pt,Jump Shot,[],1628966,90.62089356110381,65.93137254901961,1610612759,79,73,2022-11-16T04:35:24Z,4050000,False,80.0,36.0,1,right,K. Bates-Diop 8' driving floating bank Jump Shot (4 PTS) (J. Richardson 3 AST),"[1628966, 1626196]",1610612759.0,SAS,driving floating bank,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Right,,,8.73,Made,4.0,,,,,J. Richardson,1626196.0,3.0,,,,,,,,
411,PT06M27.00S,2022-11-16T04:35:35.3Z,3,REGULAR,2pt,Jump Shot,[],203081,19.530223390275953,76.7156862745098,1610612757,81,73,2022-11-16T04:35:41Z,4070000,False,-134.0,131.0,1,left,D. Lillard 18' step back Jump Shot (12 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,,,18.72,Made,12.0,,,,,,,,,,,,,,,
412,PT06M07.00S,2022-11-16T04:35:55.3Z,3,REGULAR,turnover,lost ball,[],1630170,,,1610612759,81,73,2022-11-16T04:35:59Z,4080000,False,,,0,,D. Vassell lost ball TURNOVER (4 TO),"[1630170, 1628404]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,4.0,,,,,,,,,,,Hart,1628404.0,,,,,,
413,PT06M07.00S,2022-11-16T04:35:55.3Z,3,REGULAR,steal,,[],1628404,,,1610612757,81,73,2022-11-16T04:35:56Z,4090000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
414,PT05M56.00S,2022-11-16T04:36:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,7.440867279894875,46.32352941176471,1610612757,81,73,2022-11-16T04:36:10Z,4100000,False,18.0,17.0,1,left,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,2.53,Missed,,,,,,,,,,,,,,,,
415,PT05M55.00S,2022-11-16T04:36:07.4Z,3,REGULAR,rebound,offensive,[],203924,,,1610612757,81,73,2022-11-16T04:36:07Z,4110000,False,,,0,,J. Grant REBOUND (Off:2 Def:5),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,414.0,7.0,5.0,2.0,,,,,,,,,,,
416,PT05M51.00S,2022-11-16T04:36:11.8Z,3,REGULAR,turnover,bad pass,[],203924,,,1610612757,81,73,2022-11-16T04:36:16Z,4120000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1628966]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,1.0,,,,,,,,,,,Bates-Diop,1628966.0,,,,,,
417,PT05M51.00S,2022-11-16T04:36:11.8Z,3,REGULAR,steal,,[],1628966,,,1610612759,81,73,2022-11-16T04:36:13Z,4130000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
418,PT05M48.00S,2022-11-16T04:36:15.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628966,93.77463863337714,50.245098039215684,1610612759,81,75,2022-11-16T04:36:20Z,4140000,False,1.0,6.0,1,right,K. Bates-Diop running Layup (6 PTS),[1628966],1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,0.61,Made,6.0,,,,,,,,,,,,,,,
420,PT05M37.00S,2022-11-16T04:36:29.5Z,3,REGULAR,substitution,out,[],1629014,,,1610612757,81,75,2022-11-16T04:36:37Z,4160000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M37.00S,2022-11-16T04:36:29.5Z,3,REGULAR,substitution,out,[],1630170,,,1610612757,81,75,2022-11-16T04:36:37Z,4170000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M37.00S,2022-11-16T04:36:29.5Z,3,REGULAR,substitution,in,[],1631101,,,1610612757,81,75,2022-11-16T04:36:37Z,4180000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M37.00S,2022-11-16T04:36:29.5Z,3,REGULAR,substitution,in,[],203926,,,1610612757,81,75,2022-11-16T04:36:37Z,4190000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M34.00S,2022-11-16T04:36:52.9Z,3,REGULAR,turnover,out-of-bounds,[],1629234,,,1610612757,81,75,2022-11-16T04:36:58Z,4200000,False,,,0,,D. Eubanks bad pass out-of-bounds TURNOVER (1 TO),[1629234],1610612757.0,POR,bad pass,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,2714.0,1.0,,,,,,,,,,,,,,,,,,
425,PT05M21.00S,2022-11-16T04:37:09.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628966,94.30026281208936,51.9607843137255,1610612759,81,77,2022-11-16T04:37:13Z,4210000,False,10.0,1.0,1,right,K. Bates-Diop cutting Layup (8 PTS) (J. Poeltl 4 AST),"[1628966, 1627751]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,0.99,Made,8.0,,,,,J. Poeltl,1627751.0,4.0,,,,,,,,
427,PT05M08.00S,2022-11-16T04:37:26.1Z,3,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,81,77,2022-11-16T04:37:31Z,4230000,False,,,0,,J. Grant bad pass out-of-bounds TURNOVER (2 TO),[203924],1610612757.0,POR,bad pass,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,1627519.0,2.0,,,,,,,,,,,,,,,,,,
428,PT05M08.00S,2022-11-16T04:37:28.7Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,81,77,2022-11-16T04:37:34Z,4240000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M08.00S,2022-11-16T04:37:28.7Z,3,REGULAR,substitution,in,[],1629646,,,1610612759,81,77,2022-11-16T04:37:34Z,4250000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M59.00S,2022-11-16T04:37:54.9Z,3,REGULAR,foul,personal,[],1631101,,,1610612759,81,77,2022-11-16T04:38:00Z,4260000,False,,,0,,S. Sharpe personal FOUL (1 PF),"[1631101, 1626196]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Richardson,1626196.0
432,PT04M47.00S,2022-11-16T04:38:29.5Z,3,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612759,81,77,2022-11-16T04:38:41Z,4280000,False,,,0,,D. Eubanks shooting personal FOUL (3 PF) (Johnson 2 FT),"[1629234, 1629640]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Right,2714.0,,,,,,,,,,,,,,,,3.0,0.0,Johnson,1629640.0
434,PT04M47.00S,2022-11-16T04:38:58.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629640,,,1610612759,81,78,2022-11-16T04:38:58Z,4300000,False,,,0,,K. Johnson Free Throw 1 of 2 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
435,PT04M47.00S,2022-11-16T04:39:23.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629640,,,1610612759,81,79,2022-11-16T04:39:23Z,4310000,False,,,0,,K. Johnson Free Throw 2 of 2 (11 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
436,PT04M40.00S,2022-11-16T04:39:34.9Z,3,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612757,81,79,2022-11-16T04:39:41Z,4320000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (2 TO),[1628404],1610612757.0,POR,bad pass,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,2714.0,2.0,,,,,,,,,,,,,,,,,,
437,PT04M28.00S,2022-11-16T04:39:49.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203926,74.32654402102497,17.15686274509804,1610612759,81,79,2022-11-16T04:39:53Z,4330000,False,-164.0,189.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,25.02,Missed,,,,,,,,,,,,,,,,
438,PT04M25.00S,2022-11-16T04:39:52.4Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,81,79,2022-11-16T04:39:53Z,4340000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,437.0,1.0,1.0,0.0,,,,,,,,,,,
