actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
607,PT03M41.00S,2022-10-27T04:09:33.9Z,4,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,93,114,2022-10-27T04:09:33Z,5690000,,,0,,G. Vincent Free Throw 1 of 2 (7 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
608,PT03M41.00S,2022-10-27T04:09:49.8Z,4,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,93,115,2022-10-27T04:09:49Z,5700000,,,0,,G. Vincent Free Throw 2 of 2 (8 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
609,PT03M30.00S,2022-10-27T04:10:03.3Z,4,REGULAR,3pt,Jump Shot,[],1629642,28.07161629434954,84.31372549019608,1610612757,93,115,2022-10-27T04:10:10Z,5710000,-172.0,211.0,1,left,MISS N. Little 27' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
610,PT03M25.00S,2022-10-27T04:10:08.3Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,93,115,2022-10-27T04:10:10Z,5720000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,609.0,1.0,1.0,0.0,,,,,,,,,,,,,,
611,PT03M17.00S,2022-10-27T04:10:15.8Z,4,REGULAR,3pt,Jump Shot,[],1631107,90.09526938239159,4.166666666666666,1610612748,93,115,2022-10-27T04:10:23Z,5730000,-229.0,41.0,1,right,MISS N. Jovic 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
612,PT03M15.00S,2022-10-27T04:10:17.8Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,93,115,2022-10-27T04:10:23Z,5740000,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,,,611.0,2.0,1.0,1.0,,,,,,,,,,,,,,
613,PT03M01.00S,2022-10-27T04:10:32.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629642,7.178055190538765,48.03921568627451,1610612757,95,115,2022-10-27T04:10:39Z,5750000,10.0,15.0,1,left,N. Little driving DUNK (2 PTS) (K. Johnson 1 AST),"[1629642, 1630553]",1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,,,,,,,,,2.0,K. Johnson,1630553.0,1.0,,
614,PT02M43.00S,2022-10-27T04:10:49.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,91.80354796320631,59.068627450980394,1610612748,95,115,2022-10-27T04:10:56Z,5760000,45.0,25.0,1,right,MISS G. Vincent driving Layup - blocked,"[1629216, 1630535]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,Brown III,1630535.0
637,PT02M43.00S,2022-10-27T04:10:49.2Z,4,REGULAR,block,,[],1630535,,,1610612748,95,115,2022-10-27T04:13:53Z,5765000,,,0,,G. Brown III BLOCK (1 BLK),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
615,PT02M41.00S,2022-10-27T04:10:51.2Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612757,95,115,2022-10-27T04:10:56Z,5770000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,614.0,2.0,2.0,0.0,,,,,,,,,,,,,,
616,PT02M37.00S,2022-10-27T04:10:56.5Z,4,REGULAR,turnover,bad pass,[],1629642,,,1610612757,95,115,2022-10-27T04:11:01Z,5780000,,,0,,N. Little bad pass TURNOVER (1 TO),"[1629642, 1629312]",1610612757.0,POR,,,,Little,N. Little,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Highsmith,1629312.0,,,,,,,,,,,
617,PT02M37.00S,2022-10-27T04:10:56.5Z,4,REGULAR,steal,,[],1629312,,,1610612748,95,115,2022-10-27T04:10:58Z,5790000,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
618,PT02M32.00S,2022-10-27T04:11:00.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629312,93.51182654402102,53.18627450980392,1610612748,95,117,2022-10-27T04:11:17Z,5800000,16.0,8.0,1,right,H. Highsmith running DUNK (2 PTS) (G. Vincent 7 AST),"[1629312, 1629216]",1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,,,,,,,,,2.0,G. Vincent,1629216.0,7.0,,
621,PT02M16.00S,2022-10-27T04:11:21.0Z,4,REGULAR,foul,personal,[],1630696,,,1610612757,95,117,2022-10-27T04:11:34Z,5820000,,,0,,D. Smith personal FOUL (1 PF),"[1630696, 1631101]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,201246.0,1.0,0.0,Sharpe,1631101.0,,,,,,
623,PT02M16.00S,2022-10-27T04:11:30.9Z,4,REGULAR,substitution,out,[],1629216,,,1610612757,95,117,2022-10-27T04:11:40Z,5840000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M16.00S,2022-10-27T04:11:30.9Z,4,REGULAR,substitution,in,[],2617,,,1610612757,95,117,2022-10-27T04:11:40Z,5850000,,,0,,SUB in: U. Haslem,[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M09.00S,2022-10-27T04:11:52.2Z,4,REGULAR,3pt,Jump Shot,[],1631101,8.623521681997373,96.07843137254902,1610612757,98,117,2022-10-27T04:11:56Z,5860000,-230.0,29.0,1,left,S. Sharpe 3PT  (15 PTS) (J. Walker 2 AST),"[1631101, 1631133]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,23.22,Made,,,,,,,,,,,,,15.0,J. Walker,1631133.0,2.0,,
626,PT01M54.00S,2022-10-27T04:12:08.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,92.72339027595268,44.11764705882353,1610612748,98,119,2022-10-27T04:12:14Z,5870000,-29.0,16.0,1,right,D. Smith driving Layup (2 PTS) (D. Robinson 3 AST),"[1630696, 1629130]",1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,,,,,,,2.0,D. Robinson,1629130.0,3.0,,
627,PT01M42.00S,2022-10-27T04:12:24.1Z,4,REGULAR,3pt,Jump Shot,[],1629642,18.347568988173457,94.85294117647058,1610612757,98,119,2022-10-27T04:12:29Z,5880000,-224.0,120.0,1,left,MISS N. Little 25' step back 3PT,[1629642],1610612757.0,POR,step back,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
628,PT01M39.00S,2022-10-27T04:12:27.1Z,4,REGULAR,rebound,defensive,[],2617,,,1610612748,98,119,2022-10-27T04:12:29Z,5890000,,,0,,U. Haslem REBOUND (Off:0 Def:1),[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,Above the Break 3,24+ Left Center,,,627.0,1.0,1.0,0.0,,,,,,,,,,,,,,
629,PT01M20.00S,2022-10-27T04:12:46.2Z,4,REGULAR,3pt,Jump Shot,[],1630696,66.04796320630749,49.50980392156863,1610612748,98,119,2022-10-27T04:12:54Z,5900000,-2.0,267.0,1,right,MISS D. Smith 26' 3PT,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
630,PT01M15.00S,2022-10-27T04:12:51.2Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612757,98,119,2022-10-27T04:12:54Z,5910000,,,0,,J. Walker REBOUND (Off:1 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,629.0,3.0,2.0,1.0,,,,,,,,,,,,,,
631,PT01M13.00S,2022-10-27T04:12:55.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630535,9.806176084099869,55.392156862745104,1610612757,98,119,2022-10-27T04:21:05Z,5920000,-27.0,40.0,1,left,MISS G. Brown III running Layup - blocked,"[1630535, 2617]",1610612757.0,POR,running,,,Brown III,G. Brown III,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,Haslem,2617.0
632,PT01M13.00S,2022-10-27T04:12:55.3Z,4,REGULAR,block,,[],2617,,,1610612757,98,119,2022-10-27T04:12:58Z,5930000,,,0,,U. Haslem BLOCK (1 BLK),[2617],1610612748.0,MIA,,,,Haslem,U. Haslem,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
633,PT01M13.00S,2022-10-27T04:12:55.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,98,119,2022-10-27T04:13:16Z,5940000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,631.0,,,,,,,,,,,,,,,,,
635,PT01M07.00S,2022-10-27T04:13:26.4Z,4,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612757,98,119,2022-10-27T04:13:42Z,5960000,,,0,,N. Jovic shooting personal FOUL (5 PF) (Brown III 2 FT),"[1631107, 1630535]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1179.0,5.0,0.0,Brown III,1630535.0,,,,,,
638,PT01M07.00S,2022-10-27T04:13:55.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630535,,,1610612757,98,119,2022-10-27T04:14:20Z,5980000,,,0,,MISS G. Brown III Free Throw 1 of 2,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
639,PT01M07.00S,2022-10-27T04:13:55.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,98,119,2022-10-27T04:14:20Z,5990000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,638.0,,,,,,,,,,,,,,,,,
641,PT01M07.00S,2022-10-27T04:13:55.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630535,,,1610612757,98,119,2022-10-27T04:14:20Z,6000000,,,0,,MISS G. Brown III Free Throw 2 of 2,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
642,PT01M04.00S,2022-10-27T04:13:58.8Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,98,119,2022-10-27T04:14:20Z,6010000,,,0,,D. Smith REBOUND (Off:0 Def:1),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,641.0,1.0,1.0,0.0,,,,,,,,,,,,,,
643,PT00M43.90S,2022-10-27T04:14:35.4Z,4,REGULAR,2pt,Jump Shot,[],2617,87.33574244415243,70.58823529411765,1610612748,98,119,2022-10-27T04:14:41Z,6020000,103.0,67.0,1,right,MISS U. Haslem 12' turnaround Shot,[2617],1610612748.0,MIA,turnaround,,,Haslem,U. Haslem,,,,,Mid-Range,8-16 Right,12.25,Missed,,,,,,,,,,,,,,,,,,
644,PT00M39.80S,2022-10-27T04:14:39.5Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612757,98,119,2022-10-27T04:14:41Z,6030000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,643.0,3.0,3.0,0.0,,,,,,,,,,,,,,
645,PT00M30.90S,2022-10-27T04:14:48.4Z,4,REGULAR,turnover,bad pass,[],1630553,,,1610612757,98,119,2022-10-27T04:14:56Z,6040000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1630553, 1630696]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,2.0,Smith,1630696.0,,,,,,,,,,,
646,PT00M30.90S,2022-10-27T04:14:48.4Z,4,REGULAR,steal,,[],1630696,,,1610612748,98,119,2022-10-27T04:14:51Z,6050000,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
647,PT00M06.80S,2022-10-27T04:15:17.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,98,119,2022-10-27T04:15:31Z,6060000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,1628487.0,,,,,,,,,,
648,PT00M00.00S,2022-10-27T04:16:52.4Z,4,REGULAR,period,end,[],0,,,1610612757,98,119,2022-10-27T04:16:52Z,6070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2022-10-27T04:17:03.3Z,4,REGULAR,game,end,[],0,,,0,98,119,2022-10-27T04:17:03Z,6080000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
