actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
338,PT11M23.00S,2023-01-20T04:23:44.3Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,34,57,2023-01-20T04:23:46Z,3300000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,,,337.0,3.0,3.0,0.0,,,,,,,,,,,,,,
339,PT11M08.00S,2023-01-20T04:23:58.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,24.655059132720105,86.02941176470588,1610612757,37,57,2023-01-20T04:24:03Z,3310000,False,-180.0,179.0,1,left,A. Simons 25' 3PT  (9 PTS) (D. Lillard 5 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.41,Made,,,,,,,,,,,,,,,9.0,D. Lillard,203081.0,5.0
341,PT10M42.00S,2023-01-20T04:24:25.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.1688567674113,49.50980392156863,1610612755,37,59,2023-01-20T04:24:29Z,3330000,False,-2.0,2.0,1,right,J. Embiid cutting DUNK (19 PTS) (J. Harden 10 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.34,Made,,,,,,,,,,,,,,,19.0,J. Harden,201935.0,10.0
343,PT10M24.00S,2023-01-20T04:24:42.7Z,3,REGULAR,2pt,Jump Shot,[],203924,24.129434954007884,51.225490196078425,1610612757,39,59,2023-01-20T04:24:46Z,3350000,False,-6.0,174.0,1,left,J. Grant 17' Jump Shot (12 PTS) (A. Simons 2 AST),"[203924, 1629014]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,17.44,Made,,,,,,,,,,,,,,,12.0,A. Simons,1629014.0,2.0
345,PT09M57.00S,2023-01-20T04:25:10.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,92.32917214191852,62.00980392156863,1610612755,39,59,2023-01-20T04:32:02Z,3370000,False,60.0,20.0,1,right,MISS J. Harden 6' driving Layup - blocked,"[201935, 203081]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,Lillard,203081.0,,,,,,,
420,PT09M57.00S,2023-01-20T04:25:10.0Z,3,REGULAR,block,,[],203081,,,1610612755,39,59,2023-01-20T04:37:05Z,3380000,False,,,0,,D. Lillard BLOCK (2 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
347,PT09M56.00S,2023-01-20T04:25:11.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,39,59,2023-01-20T04:32:50Z,3390000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,345.0,4.0,4.0,0.0,,,,,,,,,,,,,,
348,PT09M56.00S,2023-01-20T04:25:19.4Z,3,REGULAR,foul,personal,[],1629001,,,1610612757,39,59,2023-01-20T04:25:27Z,3400000,False,,,0,,D. Melton personal FOUL (1 PF),"[1629001, 1628404]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,201245.0,1.0,0.0,Hart,1628404.0,,,,,,,,,
350,PT09M49.00S,2023-01-20T04:25:45.3Z,3,REGULAR,3pt,Jump Shot,[],203081,32.013797634691194,71.56862745098039,1610612757,39,59,2023-01-20T04:25:51Z,3420000,False,-108.0,248.0,1,left,MISS D. Lillard 27' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
351,PT09M45.00S,2023-01-20T04:25:48.3Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612757,39,59,2023-01-20T04:25:48Z,3430000,False,,,0,,J. Hart REBOUND (Off:3 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,350.0,7.0,4.0,3.0,,,,,,,,,,,,,,
352,PT09M38.00S,2023-01-20T04:25:55.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,6.258212877792378,52.450980392156865,1610612757,39,59,2023-01-20T04:25:59Z,3440000,False,-12.0,6.0,1,left,MISS J. Hart driving Layup - blocked,"[1628404, 203954]",1610612757.0,POR,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,Embiid,203954.0,,,,,,,
353,PT09M38.00S,2023-01-20T04:25:55.5Z,3,REGULAR,block,,[],203954,,,1610612757,39,59,2023-01-20T04:25:57Z,3450000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
354,PT09M36.00S,2023-01-20T04:25:57.5Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,39,59,2023-01-20T04:25:59Z,3460000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,352.0,7.0,6.0,1.0,,,,,,,,,,,,,,
355,PT09M32.00S,2023-01-20T04:26:01.6Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,39,59,2023-01-20T04:26:08Z,3470000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 203081]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Lillard,203081.0,,,,
356,PT09M32.00S,2023-01-20T04:26:01.6Z,3,REGULAR,steal,,[],203081,,,1610612757,39,59,2023-01-20T04:26:03Z,3480000,False,,,0,,D. Lillard STEAL (2 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
357,PT09M29.00S,2023-01-20T04:26:05.6Z,3,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612757,39,59,2023-01-20T04:26:13Z,3490000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Grant 2 FT),"[1629001, 203924]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,2.0,0.0,Grant,203924.0,,,,,,,,,
359,PT09M29.00S,2023-01-20T04:26:36.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203924,,,1610612757,40,59,2023-01-20T04:26:36Z,3510000,False,,,0,,J. Grant Free Throw 1 of 2 (13 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,,,13.0,,,
360,PT09M29.00S,2023-01-20T04:26:50.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203924,,,1610612757,41,59,2023-01-20T04:26:50Z,3520000,False,,,0,,J. Grant Free Throw 2 of 2 (14 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
361,PT09M17.00S,2023-01-20T04:27:03.7Z,3,REGULAR,3pt,Jump Shot,[],202699,89.17542706964521,95.34313725490196,1610612755,41,62,2023-01-20T04:27:08Z,3530000,False,227.0,49.0,1,right,T. Harris 3PT  (7 PTS) (D. Melton 1 AST),"[202699, 1629001]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.2,Made,,,,,,,,,,,,,,,7.0,D. Melton,1629001.0,1.0
363,PT09M02.00S,2023-01-20T04:27:18.9Z,3,REGULAR,3pt,Jump Shot,[],203924,27.151773981603156,14.215686274509803,1610612757,44,62,2023-01-20T04:27:22Z,3550000,False,179.0,203.0,1,left,J. Grant 27' 3PT  (17 PTS) (D. Lillard 6 AST),"[203924, 203081]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.04,Made,,,,,,,,,,,,,,,17.0,D. Lillard,203081.0,6.0
365,PT08M36.00S,2023-01-20T04:27:44.3Z,3,REGULAR,3pt,Jump Shot,[],201935,69.59592641261499,70.09803921568627,1610612755,44,65,2023-01-20T04:27:49Z,3570000,False,100.0,233.0,1,right,J. Harden 25' 3PT step back (10 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,,,,,,,,,,,10.0,,,
366,PT08M16.00S,2023-01-20T04:28:04.4Z,3,REGULAR,3pt,Jump Shot,[],203081,19.004599211563733,94.11764705882352,1610612757,47,65,2023-01-20T04:28:08Z,3580000,False,-221.0,126.0,1,left,D. Lillard 25' 3PT pullup (7 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.41,Made,,,,,,,,,,,,,,,7.0,,,
367,PT07M59.00S,2023-01-20T04:28:22.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,94.1688567674113,49.754901960784316,1610612755,47,67,2023-01-20T04:28:26Z,3590000,False,-1.0,2.0,1,right,T. Harris driving DUNK (9 PTS) (P. Tucker 1 AST),"[202699, 200782]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,,,,,9.0,P. Tucker,200782.0,1.0
369,PT07M45.00S,2023-01-20T04:28:36.3Z,3,REGULAR,turnover,bad pass,[],203994,,,1610612757,47,67,2023-01-20T04:28:42Z,3610000,False,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 202699]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Harris,202699.0,,,,
370,PT07M45.00S,2023-01-20T04:28:36.3Z,3,REGULAR,steal,,[],202699,,,1610612755,47,67,2023-01-20T04:28:38Z,3620000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
371,PT07M30.00S,2023-01-20T04:28:51.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,80.50262812089356,53.18627450980392,1610612755,47,69,2023-01-20T04:28:56Z,3630000,False,16.0,131.0,1,right,J. Embiid 13' Jump Shot (21 PTS) (J. Harden 11 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,13.18,Made,,,,,,,,,,,,,,,21.0,J. Harden,201935.0,11.0
373,PT07M28.00S,2023-01-20T04:28:57.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,47,69,2023-01-20T04:29:01Z,3650000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M28.00S,2023-01-20T04:30:40.8Z,3,REGULAR,substitution,out,[],1629014,,,1610612757,47,69,2023-01-20T04:31:37Z,3660000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M28.00S,2023-01-20T04:30:40.8Z,3,REGULAR,substitution,out,[],1628404,,,1610612757,47,69,2023-01-20T04:31:37Z,3670000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M28.00S,2023-01-20T04:30:40.8Z,3,REGULAR,substitution,in,[],1629642,,,1610612757,47,69,2023-01-20T04:31:37Z,3680000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M28.00S,2023-01-20T04:30:40.8Z,3,REGULAR,substitution,in,[],1631101,,,1610612757,47,69,2023-01-20T04:31:37Z,3690000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M10.00S,2023-01-20T04:32:06.1Z,3,REGULAR,3pt,Jump Shot,[],1631101,29.77989487516426,72.05882352941177,1610612757,47,69,2023-01-20T04:41:42Z,3700000,False,-110.0,227.0,1,left,MISS S. Sharpe 25' pullup 3PT,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
379,PT07M05.00S,2023-01-20T04:32:11.1Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,47,69,2023-01-20T04:32:21Z,3710000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,378.0,5.0,4.0,1.0,,,,,,,,,,,,,,
380,PT07M03.00S,2023-01-20T04:32:12.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629642,15.850854139290407,95.58823529411765,1610612757,47,69,2023-01-20T04:32:23Z,3720000,False,-228.0,96.0,1,left,MISS N. Little 24' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
381,PT06M59.00S,2023-01-20T04:32:16.5Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,47,69,2023-01-20T04:32:23Z,3730000,False,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,380.0,5.0,4.0,1.0,,,,,,,,,,,,,,
382,PT06M55.00S,2023-01-20T04:32:21.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,94.30026281208936,43.627450980392155,1610612755,47,71,2023-01-20T04:32:28Z,3740000,False,-32.0,1.0,1,right,T. Harris running Layup (11 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,,,,,,,,,,11.0,,,
383,PT06M48.00S,2023-01-20T04:32:27.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203924,7.046649145860711,48.28431372549019,1610612757,49,71,2023-01-20T04:32:37Z,3750000,False,9.0,14.0,1,left,J. Grant driving DUNK (19 PTS) (D. Lillard 7 AST),"[203924, 203081]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,,,,,,19.0,D. Lillard,203081.0,7.0
384,PT06M27.00S,2023-01-20T04:32:48.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.21090670170827,59.31372549019608,1610612755,49,71,2023-01-20T04:32:53Z,3760000,False,47.0,115.0,1,right,MISS J. Embiid 12' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.38,Missed,,,,,,,,,,,,,,,,,,
385,PT06M25.00S,2023-01-20T04:32:50.4Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,49,71,2023-01-20T04:32:53Z,3770000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,384.0,6.0,5.0,1.0,,,,,,,,,,,,,,
386,PT06M17.00S,2023-01-20T04:32:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.046649145860711,46.07843137254902,1610612757,49,71,2023-01-20T04:43:25Z,3780000,False,20.0,14.0,1,left,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
387,PT06M15.00S,2023-01-20T04:33:00.7Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,49,71,2023-01-20T04:33:04Z,3790000,False,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,386.0,6.0,6.0,0.0,,,,,,,,,,,,,,
388,PT06M09.00S,2023-01-20T04:33:06.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,93.11760840998686,49.26470588235294,1610612755,49,73,2023-01-20T04:33:14Z,3800000,False,-4.0,12.0,1,right,J. Harden running Layup (12 PTS),[201935],1610612755.0,PHI,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,,,,,,,,,12.0,,,
390,PT05M52.00S,2023-01-20T04:33:23.3Z,3,REGULAR,3pt,Jump Shot,[],203994,23.866622864651774,86.02941176470588,1610612757,49,73,2023-01-20T04:33:28Z,3810000,False,-180.0,172.0,1,left,MISS J. Nurkic 24' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
391,PT05M51.00S,2023-01-20T04:33:24.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,49,73,2023-01-20T04:33:28Z,3820000,False,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,390.0,7.0,7.0,0.0,,,,,,,,,,,,,,
392,PT05M48.00S,2023-01-20T04:33:27.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203954,94.1688567674113,50.98039215686274,1610612755,49,75,2023-01-20T04:33:34Z,3830000,False,5.0,2.0,1,right,J. Embiid running DUNK (23 PTS) (J. Harden 12 AST),"[203954, 201935]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,,,,,,23.0,J. Harden,201935.0,12.0
395,PT05M27.00S,2023-01-20T04:34:07.5Z,3,REGULAR,3pt,Jump Shot,[],203081,22.815374507227332,10.53921568627451,1610612757,49,75,2023-01-20T04:46:31Z,3860000,False,197.0,162.0,1,left,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
396,PT05M25.00S,2023-01-20T04:34:09.5Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,49,75,2023-01-20T04:46:31Z,3870000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,395.0,7.0,5.0,2.0,,,,,,,,,,,,,,
397,PT05M23.00S,2023-01-20T04:34:11.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,5.995400788436268,46.32352941176471,1610612757,49,75,2023-01-20T04:47:19Z,3880000,False,18.0,4.0,1,left,MISS J. Nurkic reverse Layup,[203994],1610612757.0,POR,reverse,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
398,PT05M22.00S,2023-01-20T04:34:12.2Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,49,75,2023-01-20T04:47:19Z,3890000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,397.0,8.0,5.0,3.0,,,,,,,,,,,,,,
399,PT05M20.00S,2023-01-20T04:34:20.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612757,51,75,2023-01-20T04:47:34Z,3900000,False,0.0,0.0,1,left,J. Nurkic putback Layup (2 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,2.0,,,
401,PT05M03.00S,2023-01-20T04:34:47.6Z,3,REGULAR,foul,offensive,[],200782,,,1610612755,51,75,2023-01-20T04:35:12Z,3920000,False,,,0,,P. Tucker offensive FOUL (1 PF),"[200782, 203081]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,201245.0,1.0,0.0,Lillard,203081.0,,,,,,,,,
403,PT05M03.00S,2023-01-20T04:34:47.6Z,3,REGULAR,turnover,offensive foul,[],200782,,,1610612755,51,75,2023-01-20T04:34:47Z,3940000,False,,,0,,P. Tucker offensive foul TURNOVER (1 TO),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,201245.0,,,,,,,1.0,,,,,,
404,PT05M03.00S,2023-01-20T04:35:01.6Z,3,REGULAR,substitution,out,[],200782,,,1610612757,51,75,2023-01-20T04:35:04Z,3950000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M03.00S,2023-01-20T04:35:01.6Z,3,REGULAR,substitution,in,[],1630178,,,1610612757,51,75,2023-01-20T04:35:04Z,3960000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M03.00S,2023-01-20T04:35:05.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,51,75,2023-01-20T04:35:22Z,3970000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
407,PT05M03.00S,2023-01-20T04:35:09.2Z,3,REGULAR,foul,technical,['1freethrow'],200782,,,1610612757,51,75,2023-01-20T04:35:20Z,3980000,False,,,0,,P. Tucker technical FOUL (1 Tech),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Left,,,,,,,201245.0,1.0,1.0,,,,,,,,,,,
408,PT05M03.00S,2023-01-20T04:35:29.5Z,3,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,52,75,2023-01-20T04:35:29Z,3990000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (8 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
409,PT04M53.00S,2023-01-20T04:35:52.9Z,3,REGULAR,foul,personal,[],203954,,,1610612757,52,75,2023-01-20T04:36:01Z,4000000,False,,,0,,J. Embiid personal FOUL (4 PF),"[203954, 203994]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,1146.0,4.0,0.0,Nurkic,203994.0,,,,,,,,,
411,PT04M43.00S,2023-01-20T04:36:21.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203994,32.14520367936925,53.67647058823529,1610612757,52,75,2023-01-20T04:36:26Z,4020000,False,-18.0,250.0,1,left,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,25.04,Missed,,,,,,,,,,,,,,,,,,
412,PT04M40.00S,2023-01-20T04:36:24.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,52,75,2023-01-20T04:36:26Z,4030000,False,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,411.0,8.0,7.0,1.0,,,,,,,,,,,,,,
413,PT04M33.00S,2023-01-20T04:36:30.6Z,3,REGULAR,2pt,Jump Shot,[],202699,84.44480946123521,66.91176470588235,1610612755,52,75,2023-01-20T04:54:01Z,4040000,False,85.0,94.0,1,right,MISS T. Harris 12' fadeaway Shot,[202699],1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,12.62,Missed,,,,,,,,,,,,,,,,,,
414,PT04M31.00S,2023-01-20T04:36:32.6Z,3,REGULAR,rebound,defensive,[],203924,,,1610612757,52,75,2023-01-20T04:36:34Z,4050000,False,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,413.0,3.0,3.0,0.0,,,,,,,,,,,,,,
416,PT04M25.00S,2023-01-20T04:36:41.7Z,3,REGULAR,substitution,out,[],203954,,,1610612757,52,75,2023-01-20T04:36:46Z,4070000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M25.00S,2023-01-20T04:36:41.7Z,3,REGULAR,substitution,in,[],1626149,,,1610612757,52,75,2023-01-20T04:36:46Z,4080000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M25.00S,2023-01-20T04:36:48.9Z,3,REGULAR,substitution,out,[],203994,,,1610612757,52,75,2023-01-20T04:36:53Z,4090000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M25.00S,2023-01-20T04:36:48.9Z,3,REGULAR,substitution,in,[],1629234,,,1610612757,52,75,2023-01-20T04:36:53Z,4100000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M23.00S,2023-01-20T04:37:11.4Z,3,REGULAR,foul,personal,['2freethrow'],201935,,,1610612757,52,75,2023-01-20T04:37:18Z,4110000,False,,,0,,J. Harden shooting personal FOUL (2 PF) (Eubanks 2 FT),"[201935, 1629234]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,
423,PT04M23.00S,2023-01-20T04:37:35.3Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,52,75,2023-01-20T04:38:03Z,4130000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
424,PT04M23.00S,2023-01-20T04:37:35.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,52,75,2023-01-20T04:38:03Z,4140000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,
