actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
420,PT07M14.00S,2023-02-27T03:38:52.0Z,3,REGULAR,steal,,[],1629234,,,1610612757,85,66,2023-02-27T03:38:53Z,4150000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
421,PT07M08.00S,2023-02-27T03:38:58.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203924,29.25427069645204,23.03921568627451,1610612757,85,66,2023-02-27T03:47:49Z,4160000,False,135.0,222.0,1,left,MISS J. Grant 26' pullup 3PT,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
422,PT07M06.00S,2023-02-27T03:39:00.1Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,85,66,2023-02-27T03:39:02Z,4170000,False,,,0,,A. Sengun REBOUND (Off:8 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,421.0,10.0,2.0,8.0,,,,,,,,,,,,,,
423,PT06M53.00S,2023-02-27T03:39:19.2Z,3,REGULAR,turnover,traveling,[],1630578,,,1610612745,85,66,2023-02-27T03:39:28Z,4180000,False,,,0,,A. Sengun traveling TURNOVER (2 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,2.0,,,,,,,
424,PT06M53.00S,2023-02-27T03:39:23.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,85,66,2023-02-27T03:39:23Z,4190000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M53.00S,2023-02-27T03:41:42.9Z,3,REGULAR,substitution,out,[],1629629,,,1610612757,85,66,2023-02-27T03:42:06Z,4200000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M53.00S,2023-02-27T03:41:42.9Z,3,REGULAR,substitution,out,[],203924,,,1610612757,85,66,2023-02-27T03:42:06Z,4210000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M53.00S,2023-02-27T03:41:42.9Z,3,REGULAR,substitution,in,[],1631101,,,1610612757,85,66,2023-02-27T03:42:06Z,4220000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M53.00S,2023-02-27T03:41:42.9Z,3,REGULAR,substitution,in,[],1629642,,,1610612757,85,66,2023-02-27T03:42:06Z,4230000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M42.00S,2023-02-27T03:42:23.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631101,6.389618922470433,50.245098039215684,1610612757,87,66,2023-02-27T03:42:28Z,4240000,False,-1.0,8.0,1,left,S. Sharpe alley-oop DUNK (4 PTS) (D. Lillard 5 AST),"[1631101, 203081]",1610612757.0,POR,alley-oop,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,4.0,,,,,,,,,,,D. Lillard,203081.0,5.0
431,PT06M19.00S,2023-02-27T03:42:46.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,92.46057818659659,49.01960784313725,1610612745,87,66,2023-02-27T03:43:00Z,4260000,False,-5.0,18.0,1,right,MISS A. Sengun driving DUNK - blocked,"[1630578, 1629234]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,Eubanks,1629234.0,,,
432,PT06M19.00S,2023-02-27T03:42:46.5Z,3,REGULAR,block,,[],1629234,,,1610612745,87,66,2023-02-27T03:42:48Z,4270000,False,,,0,,D. Eubanks BLOCK (2 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
433,PT06M19.00S,2023-02-27T03:42:46.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,87,66,2023-02-27T03:43:00Z,4280000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,431.0,,,,,,,,,,,,,,,,,
435,PT06M12.00S,2023-02-27T03:43:23.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,87,66,2023-02-27T03:43:33Z,4300000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,200832.0,,,,,,,,,,,,
436,PT05M59.00S,2023-02-27T03:43:50.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,6.1268068331143235,50.73529411764706,1610612757,89,66,2023-02-27T03:43:56Z,4310000,False,-4.0,5.0,1,left,D. Lillard driving finger roll Layup (43 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,43.0,,,,,,,,,,,,,
437,PT05M51.00S,2023-02-27T03:44:02.6Z,3,REGULAR,foul,personal,[],1629234,,,1610612745,89,66,2023-02-27T03:44:22Z,4320000,False,,,0,,D. Eubanks personal FOUL (3 PF),"[1629234, 1630578]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,3.0,0.0,Sengun,1630578.0,,,,,,,,
439,PT05M37.00S,2023-02-27T03:44:39.4Z,3,REGULAR,3pt,Jump Shot,[],1630227,77.7431011826544,12.009803921568627,1610612745,89,69,2023-02-27T03:44:44Z,4340000,False,-190.0,157.0,1,right,D. Nix 24' 3PT  (10 PTS) (J. Smith Jr. 3 AST),"[1630227, 1631095]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,24.63,Made,,,,,10.0,,,,,,,,,,,J. Smith Jr.,1631095.0,3.0
441,PT05M21.00S,2023-02-27T03:44:55.3Z,3,REGULAR,3pt,Jump Shot,[],203081,39.10972404730618,31.862745098039213,1610612757,92,69,2023-02-27T03:44:59Z,4360000,False,91.0,315.0,1,left,D. Lillard 32' 3PT pullup (46 PTS) (M. Thybulle 2 AST),"[203081, 1629680]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,32.79,Made,,,,,46.0,,,,,,,,,,,M. Thybulle,1629680.0,2.0
442,PT05M07.00S,2023-02-27T03:45:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,51.71568627450981,1610612745,92,71,2023-02-27T03:53:25Z,4370000,False,9.0,13.0,1,right,A. Sengun cutting Layup (16 PTS) (T. Eason 2 AST),"[1630578, 1631106]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,16.0,,,,,,,,,,,T. Eason,1631106.0,2.0
444,PT05M07.00S,2023-02-27T03:46:05.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629234,,,1610612745,92,71,2023-02-27T03:47:40Z,4390000,False,,,0,,D. Eubanks flagrant-type-1 personal FOUL (4 PF) (Sengun 1 FT),"[1629234, 1630578]",1610612757.0,POR,flagrant-type-1,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,4.0,0.0,Sengun,1630578.0,,,,,,,,
447,PT05M07.00S,2023-02-27T03:47:59.0Z,3,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,92,72,2023-02-27T03:48:26Z,4420000,False,,,0,,A. Sengun flagrant Free Throw 1 of 1 (17 PTS),[1630578],1610612745.0,HOU,flagrant,,,Sengun,A. Sengun,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
448,PT05M07.00S,2023-02-27T03:48:02.2Z,3,REGULAR,substitution,out,[],1629234,,,1610612757,92,72,2023-02-27T03:48:18Z,4430000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M07.00S,2023-02-27T03:48:02.2Z,3,REGULAR,substitution,in,[],1630570,,,1610612757,92,72,2023-02-27T03:48:18Z,4440000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M01.00S,2023-02-27T03:48:28.6Z,3,REGULAR,3pt,Jump Shot,[],1631095,69.33311432325887,21.568627450980394,1610612745,92,72,2023-02-27T03:48:37Z,4450000,False,-142.0,236.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,27.54,Missed,,,,,,,,,,,,,,,,,,
451,PT05M00.00S,2023-02-27T03:48:29.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,92,72,2023-02-27T03:48:37Z,4460000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,450.0,,,,,,,,,,,,,,,,,
452,PT05M00.00S,2023-02-27T03:48:33.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612757,92,72,2023-02-27T03:48:40Z,4470000,False,,,0,,A. Sengun loose ball personal FOUL (4 PF) (Watford 2 FT),"[1630578, 1630570]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,4.0,0.0,Watford,1630570.0,,,,,,,,
454,PT05M00.00S,2023-02-27T03:49:03.2Z,3,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,92,72,2023-02-27T03:49:03Z,4490000,False,,,0,,MISS T. Watford Free Throw 1 of 2,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
455,PT05M00.00S,2023-02-27T03:49:03.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,92,72,2023-02-27T03:49:03Z,4500000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,
456,PT05M00.00S,2023-02-27T03:49:03.9Z,3,REGULAR,substitution,out,[],1630578,,,1610612757,92,72,2023-02-27T03:49:05Z,4510000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M00.00S,2023-02-27T03:49:03.9Z,3,REGULAR,substitution,in,[],1630586,,,1610612757,92,72,2023-02-27T03:49:05Z,4520000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M00.00S,2023-02-27T03:49:18.5Z,3,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,93,72,2023-02-27T03:49:18Z,4530000,False,,,0,,T. Watford Free Throw 2 of 2 (6 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
459,PT04M46.00S,2023-02-27T03:49:34.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,92.9862023653088,47.549019607843135,1610612745,93,72,2023-02-27T03:55:04Z,4540000,False,-12.0,13.0,1,right,MISS T. Eason driving finger roll Layup,[1631106],1610612745.0,HOU,driving finger roll,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
460,PT04M43.00S,2023-02-27T03:49:37.8Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,93,72,2023-02-27T03:49:40Z,4550000,False,,,0,,T. Eason REBOUND (Off:1 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,459.0,4.0,3.0,1.0,,,,,,,,,,,,,,
461,PT04M43.00S,2023-02-27T03:49:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631106,94.40999984741211,50.0,1610612745,93,74,2023-02-27T03:49:37Z,4560000,False,0.0,0.0,1,right,T. Eason tip Layup (9 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,9.0,,,,,,,,,,,,,
462,PT04M30.00S,2023-02-27T03:49:50.5Z,3,REGULAR,3pt,Jump Shot,[],203081,25.969119579500656,11.76470588235294,1610612757,93,74,2023-02-27T03:49:55Z,4570000,False,191.0,192.0,1,left,MISS D. Lillard 27' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
463,PT04M26.00S,2023-02-27T03:49:54.5Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,93,74,2023-02-27T03:49:55Z,4580000,False,,,0,,T. Eason REBOUND (Off:1 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,462.0,5.0,4.0,1.0,,,,,,,,,,,,,,
464,PT04M12.00S,2023-02-27T03:50:08.5Z,3,REGULAR,turnover,bad pass,[],1630227,,,1610612745,93,74,2023-02-27T03:50:15Z,4590000,False,,,0,,D. Nix bad pass TURNOVER (2 TO),"[1630227, 1629680]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Thybulle,1629680.0,,,,,
465,PT04M12.00S,2023-02-27T03:50:08.5Z,3,REGULAR,steal,,[],1629680,,,1610612757,93,74,2023-02-27T03:50:10Z,4600000,False,,,0,,M. Thybulle STEAL (2 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
466,PT04M09.00S,2023-02-27T03:50:16.0Z,3,REGULAR,turnover,palming,[],1631101,,,1610612757,93,74,2023-02-27T03:50:23Z,4610000,False,,,0,,S. Sharpe palming TURNOVER (2 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,2.0,,,,,,,
467,PT04M09.00S,2023-02-27T03:50:18.3Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,93,74,2023-02-27T03:50:23Z,4620000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M09.00S,2023-02-27T03:50:18.3Z,3,REGULAR,substitution,in,[],1631102,,,1610612745,93,74,2023-02-27T03:50:23Z,4630000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M58.00S,2023-02-27T03:50:50.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630227,93.77463863337714,47.549019607843135,1610612745,93,76,2023-02-27T03:57:45Z,4640000,False,-12.0,6.0,1,right,D. Nix driving finger roll Layup (12 PTS),[1630227],1610612745.0,HOU,driving finger roll,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,12.0,,,,,,,,,,,,,
470,PT03M46.00S,2023-02-27T03:51:05.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612757,93,76,2023-02-27T03:51:14Z,4650000,False,,,0,,K. Martin Jr. personal FOUL (3 PF) (Lillard 2 FT),"[1630231, 203081]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,3.0,0.0,Lillard,203081.0,,,,,,,,
472,PT03M46.00S,2023-02-27T03:51:29.7Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,94,76,2023-02-27T03:51:29Z,4670000,False,,,0,,D. Lillard Free Throw 1 of 2 (47 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,47.0,,,,,,,,,,,,,
473,PT03M46.00S,2023-02-27T03:51:30.7Z,3,REGULAR,substitution,out,[],1629680,,,1610612757,94,76,2023-02-27T03:51:35Z,4680000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M46.00S,2023-02-27T03:51:30.7Z,3,REGULAR,substitution,in,[],1631133,,,1610612757,94,76,2023-02-27T03:51:35Z,4690000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M46.00S,2023-02-27T03:51:47.7Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,95,76,2023-02-27T03:51:47Z,4700000,False,,,0,,D. Lillard Free Throw 2 of 2 (48 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,48.0,,,,,,,,,,,,,
476,PT03M32.00S,2023-02-27T03:52:01.4Z,3,REGULAR,3pt,Jump Shot,[],1630586,91.40932982917214,3.9215686274509802,1610612745,95,79,2023-02-27T03:52:06Z,4710000,False,-230.0,28.0,1,right,U. Garuba 3PT  (3 PTS) (K. Martin Jr. 3 AST),"[1630586, 1630231]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Left Corner 3,24+ Left,23.21,Made,,,,,3.0,,,,,,,,,,,K. Martin Jr.,1630231.0,3.0
478,PT03M07.00S,2023-02-27T03:52:25.4Z,3,REGULAR,2pt,Jump Shot,[],203081,19.267411300919843,84.06862745098039,1610612757,97,79,2023-02-27T03:52:31Z,4730000,False,-170.0,129.0,1,left,D. Lillard 21' step back Jump Shot (50 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,21.34,Made,,,,,50.0,,,,,,,,,,,,,
479,PT02M56.00S,2023-02-27T03:52:37.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630227,92.9862023653088,57.35294117647059,1610612745,97,81,2023-02-27T03:52:42Z,4740000,False,37.0,13.0,1,right,D. Nix driving floating bank Jump Shot (14 PTS) (T. Washington Jr. 1 AST),"[1630227, 1631102]",1610612745.0,HOU,driving floating bank,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,3.92,Made,,,,,14.0,,,,,,,,,,,T. Washington Jr.,1631102.0,1.0
482,PT02M42.00S,2023-02-27T03:52:50.5Z,3,REGULAR,3pt,Jump Shot,[],1631133,6.652431011826544,3.431372549019608,1610612757,97,81,2023-02-27T03:52:54Z,4760000,False,233.0,10.0,1,left,MISS J. Walker 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,,
483,PT02M39.00S,2023-02-27T03:52:53.5Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,97,81,2023-02-27T03:52:54Z,4770000,False,,,0,,U. Garuba REBOUND (Off:0 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Right Corner 3,24+ Right,,,482.0,1.0,1.0,0.0,,,,,,,,,,,,,,
484,PT02M29.00S,2023-02-27T03:53:03.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,93.11760840998686,56.127450980392155,1610612745,97,81,2023-02-27T03:53:07Z,4780000,False,31.0,12.0,1,right,MISS T. Washington Jr. driving floating Shot - blocked,"[1631102, 1629642]",1610612745.0,HOU,driving floating,,,Washington Jr.,T. Washington Jr.,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,Little,1629642.0,,,
485,PT02M29.00S,2023-02-27T03:53:03.7Z,3,REGULAR,block,,[],1629642,,,1610612745,97,81,2023-02-27T03:53:05Z,4790000,False,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
486,PT02M27.00S,2023-02-27T03:53:05.7Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612757,97,81,2023-02-27T03:53:07Z,4800000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,484.0,2.0,2.0,0.0,,,,,,,,,,,,,,
487,PT02M20.00S,2023-02-27T03:53:12.9Z,3,REGULAR,3pt,Jump Shot,[],203081,26.62614980289093,81.86274509803921,1610612757,97,81,2023-02-27T03:53:17Z,4810000,False,-159.0,198.0,1,left,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
488,PT02M17.00S,2023-02-27T03:53:15.9Z,3,REGULAR,rebound,defensive,[],1630227,,,1610612745,97,81,2023-02-27T03:53:17Z,4820000,False,,,0,,D. Nix REBOUND (Off:0 Def:1),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,,,487.0,1.0,1.0,0.0,,,,,,,,,,,,,,
489,PT02M12.00S,2023-02-27T03:53:20.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,93.51182654402102,45.588235294117645,1610612745,97,81,2023-02-27T03:53:30Z,4830000,False,-22.0,8.0,1,right,MISS T. Eason running Layup - blocked,"[1631106, 1631101]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,Sharpe,1631101.0,,,
490,PT02M12.00S,2023-02-27T03:53:20.6Z,3,REGULAR,block,,[],1631101,,,1610612745,97,81,2023-02-27T03:53:22Z,4840000,False,,,0,,S. Sharpe BLOCK (1 BLK),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
491,PT02M10.00S,2023-02-27T03:53:22.6Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,97,81,2023-02-27T03:53:30Z,4850000,False,,,0,,N. Little REBOUND (Off:0 Def:8),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,489.0,8.0,8.0,0.0,,,,,,,,,,,,,,
492,PT02M00.00S,2023-02-27T03:53:33.0Z,3,REGULAR,turnover,lost ball,[],1630570,,,1610612757,97,81,2023-02-27T03:53:36Z,4860000,False,,,0,,T. Watford lost ball TURNOVER (2 TO),"[1630570, 1631106]",1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Eason,1631106.0,,,,,
493,PT02M00.00S,2023-02-27T03:53:33.0Z,3,REGULAR,steal,,[],1631106,,,1610612745,97,81,2023-02-27T03:53:34Z,4870000,False,,,0,,T. Eason STEAL (2 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
494,PT01M55.00S,2023-02-27T03:53:38.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630227,92.85479632063075,46.568627450980394,1610612745,97,81,2023-02-27T04:02:59Z,4880000,False,-17.0,15.0,1,right,MISS D. Nix running reverse Layup - blocked,"[1630227, 1631133]",1610612745.0,HOU,running reverse,,,Nix,D. Nix,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,Walker,1631133.0,,,
500,PT01M55.00S,2023-02-27T03:53:38.2Z,3,REGULAR,block,,[],1631133,,,1610612745,97,81,2023-02-27T03:56:05Z,4885000,False,,,0,,J. Walker BLOCK (2 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
495,PT01M52.00S,2023-02-27T03:53:41.2Z,3,REGULAR,rebound,offensive,[],1631106,,,1610612745,97,81,2023-02-27T03:54:15Z,4890000,False,,,0,,T. Eason REBOUND (Off:2 Def:4),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,494.0,6.0,4.0,2.0,,,,,,,,,,,,,,
496,PT01M52.00S,2023-02-27T03:53:41.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631106,94.40999984741211,50.0,1610612745,97,81,2023-02-27T03:54:25Z,4900000,False,0.0,0.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
497,PT01M52.00S,2023-02-27T03:53:41.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,97,81,2023-02-27T03:54:25Z,4910000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,496.0,,,,,,,,,,,,,,,,,
499,PT01M52.00S,2023-02-27T03:53:46.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,97,81,2023-02-27T03:53:46Z,4930000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M52.00S,2023-02-27T03:55:48.6Z,3,REGULAR,substitution,out,[],203081,,,1610612745,97,81,2023-02-27T03:56:21Z,4940000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M52.00S,2023-02-27T03:55:48.6Z,3,REGULAR,substitution,in,[],1630553,,,1610612745,97,81,2023-02-27T03:56:21Z,4950000,False,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M44.00S,2023-02-27T03:56:51.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630227,69.59592641261499,18.38235294117647,1610612745,97,81,2023-02-27T03:56:55Z,4960000,False,-158.0,233.0,1,right,MISS D. Nix 28' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,28.18,Missed,,,,,,,,,,,,,,,,,,
