actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
265,PT04M20.00S,2025-02-28T04:28:02.2Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,52,33,2025-02-28T04:28:14Z,2580000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M20.00S,2025-02-28T04:28:02.2Z,2,REGULAR,substitution,out,[],1629060,,,1610612747,52,33,2025-02-28T04:28:14Z,2590000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M20.00S,2025-02-28T04:28:02.2Z,2,REGULAR,substitution,in,[],1629020,,,1610612747,52,33,2025-02-28T04:28:14Z,2600000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M20.00S,2025-02-28T04:28:02.2Z,2,REGULAR,substitution,in,[],1629216,,,1610612747,52,33,2025-02-28T04:28:14Z,2610000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M20.00S,2025-02-28T04:28:02.2Z,2,REGULAR,substitution,in,[],2544,,,1610612747,52,33,2025-02-28T04:28:14Z,2620000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M03.00S,2025-02-28T04:28:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629216,32.11235216819975,20.34313725490196,1610612747,52,33,2025-02-28T04:28:48Z,2630000,False,148.0,249.0,1,left,MISS G. Vincent 29' step back 3PT,[1629216],1610612747.0,LAL,step back,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,29.02,Missed,,,,,,,,,,,,,,,,,,
271,PT04M01.00S,2025-02-28T04:28:46.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,52,33,2025-02-28T04:28:48Z,2640000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,270.0,5.0,5.0,0.0,,,,,,,,,
272,PT03M51.00S,2025-02-28T04:28:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630545,88.87976346911958,47.549019607843135,1610612750,52,33,2025-02-28T04:29:48Z,2650000,False,-12.0,52.0,1,right,MISS T. Shannon Jr. driving floating Shot,[1630545],1610612750.0,MIN,driving floating,,,Shannon Jr.,T. Shannon Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
273,PT03M48.00S,2025-02-28T04:28:59.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,52,33,2025-02-28T04:29:08Z,2660000,False,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,272.0,4.0,3.0,1.0,,,,,,,,,
274,PT03M42.00S,2025-02-28T04:29:07.1Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612747,52,33,2025-02-28T04:29:13Z,2670000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Dončić 2 FT),"[1630183, 1629029]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202058.0,1.0,1.0,Dončić,1629029.0,,,,
276,PT03M42.00S,2025-02-28T04:29:45.2Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612747,52,33,2025-02-28T04:29:45Z,2690000,False,,,0,,MISS L. Dončić Free Throw 1 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
277,PT03M42.00S,2025-02-28T04:29:45.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,52,33,2025-02-28T04:29:45Z,2700000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,
278,PT03M42.00S,2025-02-28T04:30:09.4Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612747,53,33,2025-02-28T04:30:09Z,2710000,False,,,0,,L. Dončić Free Throw 2 of 2 (13 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
279,PT03M31.00S,2025-02-28T04:30:27.6Z,2,REGULAR,foul,technical,['1freethrow'],2544,,,1610612750,53,33,2025-02-28T04:30:42Z,2720000,False,,,0,,L. James defensive-3-second technical FOUL (1 Tech),[2544],1610612747.0,LAL,defensive-3-second,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,202058.0,1.0,1.0,,,,,,
280,PT03M31.00S,2025-02-28T04:30:52.3Z,2,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,53,34,2025-02-28T04:30:52Z,2730000,False,,,0,,A. Edwards technical Free Throw 1 of 1 (5 PTS),[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
281,PT03M19.00S,2025-02-28T04:31:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630183,89.53679369250986,96.56862745098039,1610612750,53,34,2025-02-28T04:31:14Z,2740000,False,233.0,46.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
282,PT03M15.00S,2025-02-28T04:31:13.3Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,53,34,2025-02-28T04:31:14Z,2750000,False,,,0,,L. James REBOUND (Off:1 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,,281.0,5.0,4.0,1.0,,,,,,,,,
283,PT03M09.00S,2025-02-28T04:31:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.000657030223394,42.40196078431373,1610612747,53,34,2025-02-28T04:31:54Z,2760000,False,38.0,107.0,1,left,MISS L. Dončić 11' fadeaway Shot,[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,11.38,Missed,,,,,,,,,,,,,,,,,,
284,PT03M07.00S,2025-02-28T04:31:23.7Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,53,34,2025-02-28T04:31:54Z,2770000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,
285,PT02M51.00S,2025-02-28T04:31:36.3Z,2,REGULAR,3pt,Jump Shot,[],1630162,75.21353482260184,13.480392156862735,1610612750,53,37,2025-02-28T04:31:41Z,2780000,False,-183.0,180.0,1,right,A. Edwards 25' 3PT  (8 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.68,Made,8.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,
287,PT02M25.00S,2025-02-28T04:32:03.6Z,2,REGULAR,3pt,Jump Shot,[],1629029,34.695302233902765,25.95741421568627,1610612747,53,37,2025-02-28T04:32:12Z,2800000,False,120.0,274.0,1,left,MISS L. Dončić 29' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,29.88,Missed,,,,,,,,,,,,,,,,,,
288,PT02M23.00S,2025-02-28T04:32:05.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,53,37,2025-02-28T04:32:12Z,2810000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,287.0,,,,,,,,,,,,
289,PT02M23.00S,2025-02-28T04:32:11.6Z,2,REGULAR,foul,personal,[],1627827,,,1610612750,53,37,2025-02-28T04:32:18Z,2820000,False,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 1629638]",1610612747.0,LAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,202058.0,1.0,0.0,Alexander-Walker,1629638.0,,,,
291,PT02M23.00S,2025-02-28T04:32:19.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612750,53,37,2025-02-28T04:32:27Z,2840000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M23.00S,2025-02-28T04:32:19.0Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,53,37,2025-02-28T04:32:27Z,2850000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M23.00S,2025-02-28T04:32:19.0Z,2,REGULAR,substitution,in,[],1630559,,,1610612750,53,37,2025-02-28T04:32:27Z,2860000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M23.00S,2025-02-28T04:32:19.0Z,2,REGULAR,substitution,in,[],1630568,,,1610612750,53,37,2025-02-28T04:32:27Z,2870000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M11.00S,2025-02-28T04:32:47.6Z,2,REGULAR,foul,personal,['3freethrow'],1629020,,,1610612750,53,37,2025-02-28T04:32:54Z,2880000,False,,,0,,J. Vanderbilt shooting personal FOUL (2 PF) (Alexander-Walker 3 FT),"[1629020, 1629638]",1610612747.0,LAL,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,201638.0,2.0,1.0,Alexander-Walker,1629638.0,,,,
297,PT02M11.00S,2025-02-28T04:33:13.3Z,2,REGULAR,freethrow,1 of 3,[],1629638,,,1610612750,53,37,2025-02-28T04:33:13Z,2900000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 3,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT02M11.00S,2025-02-28T04:33:13.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,53,37,2025-02-28T04:33:13Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,,,,
299,PT02M11.00S,2025-02-28T04:33:26.4Z,2,REGULAR,freethrow,2 of 3,[],1629638,,,1610612750,53,37,2025-02-28T04:33:26Z,2920000,False,,,0,,MISS N. Alexander-Walker Free Throw 2 of 3,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
300,PT02M11.00S,2025-02-28T04:33:26.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,53,37,2025-02-28T04:33:26Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,
301,PT02M11.00S,2025-02-28T04:33:45.3Z,2,REGULAR,freethrow,3 of 3,[],1629638,,,1610612750,53,38,2025-02-28T04:33:45Z,2940000,False,,,0,,N. Alexander-Walker Free Throw 3 of 3 (5 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
302,PT01M58.00S,2025-02-28T04:34:02.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612747,53,38,2025-02-28T04:34:12Z,2950000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (James 2 FT),"[1628978, 2544]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201638.0,1.0,0.0,James,2544.0,,,,
304,PT01M58.00S,2025-02-28T04:34:27.4Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,53,38,2025-02-28T04:34:27Z,2970000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
305,PT01M58.00S,2025-02-28T04:34:27.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,53,38,2025-02-28T04:34:27Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,
306,PT01M58.00S,2025-02-28T04:34:39.5Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,54,38,2025-02-28T04:34:39Z,2990000,False,,,0,,L. James Free Throw 2 of 2 (17 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
307,PT01M41.00S,2025-02-28T04:34:56.8Z,2,REGULAR,3pt,Jump Shot,[],1629638,81.38961892247043,6.127450980392155,1610612750,54,38,2025-02-28T04:35:07Z,3000000,False,-219.0,122.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,
308,PT01M40.00S,2025-02-28T04:34:59.2Z,2,REGULAR,rebound,offensive,[],1630568,,,1610612750,54,38,2025-02-28T04:34:59Z,3010000,False,,,0,,L. Garza REBOUND (Off:1 Def:0),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Left Center,,,,,,,,307.0,1.0,0.0,1.0,,,,,,,,,
309,PT01M40.00S,2025-02-28T04:35:01.4Z,2,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612750,54,38,2025-02-28T04:35:11Z,3020000,False,,,0,,L. Dončić shooting personal FOUL (2 PF) (Garza 2 FT),"[1629029, 1630568]",1610612747.0,LAL,shooting,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201638.0,2.0,0.0,Garza,1630568.0,,,,
311,PT01M40.00S,2025-02-28T04:35:32.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630568,,,1610612750,54,39,2025-02-28T04:35:56Z,3040000,False,,,0,,L. Garza Free Throw 1 of 2 (1 PTS),[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
312,PT01M40.00S,2025-02-28T04:35:32.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630568,,,1610612750,54,39,2025-02-28T04:35:56Z,3050000,False,,,0,,MISS L. Garza Free Throw 2 of 2,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT01M39.00S,2025-02-28T04:35:33.9Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,54,39,2025-02-28T04:36:03Z,3060000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,312.0,1.0,1.0,0.0,,,,,,,,,
314,PT01M20.00S,2025-02-28T04:36:11.0Z,2,REGULAR,3pt,Jump Shot,[],2544,9.461235216819972,3.4083946078431353,1610612747,54,39,2025-02-28T04:36:17Z,3070000,False,233.0,36.0,1,left,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
315,PT01M19.00S,2025-02-28T04:36:12.0Z,2,REGULAR,rebound,defensive,[],1630545,,,1610612750,54,39,2025-02-28T04:36:37Z,3080000,False,,,0,,T. Shannon Jr. REBOUND (Off:0 Def:2),[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,314.0,2.0,2.0,0.0,,,,,,,,,
316,PT01M09.00S,2025-02-28T04:36:21.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,87.82851511169514,98.2843137254902,1610612750,54,39,2025-02-28T04:36:30Z,3090000,False,241.0,62.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,24.92,Missed,,,,,,,,,,,,,,,,,,
317,PT01M06.00S,2025-02-28T04:36:24.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,54,39,2025-02-28T04:36:30Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,316.0,,,,,,,,,,,,
319,PT01M02.00S,2025-02-28T04:36:52.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630559,,,1610612750,54,39,2025-02-28T04:37:03Z,3120000,False,,,0,,A. Reaves personal FOUL (1 PF) (Edwards 2 FT),"[1630559, 1630162]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,201638.0,1.0,0.0,Edwards,1630162.0,,,,
321,PT01M02.00S,2025-02-28T04:37:22.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630162,,,1610612750,54,40,2025-02-28T04:37:22Z,3140000,False,,,0,,A. Edwards Free Throw 1 of 2 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
322,PT01M02.00S,2025-02-28T04:37:39.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630162,,,1610612750,54,41,2025-02-28T04:37:39Z,3150000,False,,,0,,A. Edwards Free Throw 2 of 2 (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
323,PT00M53.50S,2025-02-28T04:37:51.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,8.065045992115643,50.98039215686275,1610612747,56,41,2025-02-28T04:37:57Z,3160000,False,-5.0,23.0,1,left,L. James alley-oop DUNK (19 PTS) (J. Vanderbilt 1 AST),"[2544, 1629020]",1610612747.0,LAL,alley-oop,,,James,L. James,,,,,Restricted Area,0-8 Center,2.38,Made,19.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,,,,,,,
325,PT00M32.90S,2025-02-28T04:38:15.1Z,2,REGULAR,3pt,Jump Shot,[],1630162,76.52759526938239,8.82352941176471,1610612750,56,44,2025-02-28T04:38:37Z,3180000,False,-206.0,168.0,1,right,A. Edwards 26' 3PT step back (13 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,26.58,Made,13.0,,,,,,,,,,,,,,,,,
326,PT00M22.20S,2025-02-28T04:38:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,9.773324572930349,48.28431372549019,1610612747,58,44,2025-02-28T04:38:37Z,3190000,False,9.0,39.0,1,left,J. Vanderbilt driving finger roll Layup (5 PTS) (A. Reaves 2 AST),"[1629020, 1630559]",1610612747.0,LAL,driving finger roll,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,4.03,Made,5.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,,,,
328,PT00M02.30S,2025-02-28T04:38:57.5Z,2,REGULAR,3pt,Jump Shot,[],1630545,95.45006570302233,3.1862745098039227,1610612750,58,47,2025-02-28T04:39:26Z,3210000,False,-234.0,-10.0,1,right,T. Shannon Jr. 3PT  (9 PTS) (A. Edwards 3 AST),"[1630545, 1630162]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Left Corner 3,24+ Left,23.43,Made,9.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,,,,
330,PT00M00.30S,2025-02-28T04:39:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629020,82.04664914586071,20.833333333333343,1610612747,58,47,2025-02-28T04:40:17Z,3230000,False,146.0,719.0,1,left,MISS J. Vanderbilt 73' 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,73.33,Missed,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2025-02-28T04:39:03.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,58,47,2025-02-28T04:40:17Z,3240000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,330.0,,,,,,,,,,,,
332,PT00M00.00S,2025-02-28T04:39:06.2Z,2,REGULAR,period,end,[],0,,,1610612747,58,47,2025-02-28T04:39:06Z,3250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,out,['startperiod'],1629020,,,1610612747,58,47,2025-02-28T04:54:31Z,3260000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,out,['startperiod'],1627827,,,1610612747,58,47,2025-02-28T04:54:31Z,3270000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612747,58,47,2025-02-28T04:54:31Z,3280000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,out,['startperiod'],1630545,,,1610612747,58,47,2025-02-28T04:54:31Z,3290000,False,,,0,,SUB out: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,out,['startperiod'],1630568,,,1610612747,58,47,2025-02-28T04:54:31Z,3300000,False,,,0,,SUB out: L. Garza,[1630568],1610612750.0,MIN,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,58,47,2025-02-28T04:54:31Z,3310000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,in,['startperiod'],1629060,,,1610612747,58,47,2025-02-28T04:54:31Z,3320000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,in,['startperiod'],1630183,,,1610612747,58,47,2025-02-28T04:54:31Z,3330000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,in,['startperiod'],1629675,,,1610612747,58,47,2025-02-28T04:54:31Z,3340000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-02-28T04:54:03.1Z,3,REGULAR,substitution,in,['startperiod'],201144,,,1610612747,58,47,2025-02-28T04:54:48Z,3355000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-02-28T04:54:38.2Z,3,REGULAR,period,start,[],0,,,1610612750,58,47,2025-02-28T04:54:38Z,3360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M35.00S,2025-02-28T04:55:02.2Z,3,REGULAR,3pt,Jump Shot,[],1629675,27.77595269382391,13.235294117647058,1610612750,58,47,2025-02-28T04:55:21Z,3370000,False,184.0,209.0,1,left,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,27.8,Missed,,,,,,,,,,,,,,,,,,
346,PT11M33.00S,2025-02-28T04:55:04.2Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612747,58,47,2025-02-28T04:56:04Z,3380000,False,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,345.0,3.0,2.0,1.0,,,,,,,,,
347,PT11M21.00S,2025-02-28T04:55:16.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,90.71944809461235,49.50980392156863,1610612747,60,47,2025-02-28T04:56:15Z,3390000,False,-2.0,35.0,1,right,A. Reaves driving floating Jump Shot (11 PTS),[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.48,Made,11.0,,,,,,,,,,,,,,,,,
348,PT11M08.00S,2025-02-28T04:55:31.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.802233902759525,48.0392156862745,1610612750,60,47,2025-02-28T04:56:42Z,3400000,False,10.0,21.0,1,left,MISS N. Reid driving Layup - blocked,"[1629675, 1629637]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.3,Missed,,,,,,,,,,,,,,,,,Hayes,1629637.0
349,PT11M08.00S,2025-02-28T04:55:31.5Z,3,REGULAR,block,,[],1629637,,,1610612750,60,47,2025-02-28T04:55:35Z,3410000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
