actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
629,PT04M26.00S,2021-10-30T23:13:07.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202722,69.59592641261499,73.77450980392157,1610612764,93,90,2021-10-30T23:13:13Z,6060000,119.0,233.0,1,right,MISS D. Bertans 26' pullup 3PT,[202722],1610612764.0,WAS,pullup,,,Bertans,D. Bertans,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
630,PT04M23.00S,2021-10-30T23:13:10.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,93,90,2021-10-30T23:13:13Z,6070000,,,0,,J. Tatum REBOUND (Off:2 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,629.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
631,PT04M17.00S,2021-10-30T23:13:16.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.728646517739815,24.019607843137255,1610612738,93,90,2021-10-30T23:13:22Z,6080000,130.0,218.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
632,PT04M12.00S,2021-10-30T23:13:21.6Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,93,90,2021-10-30T23:13:22Z,6090000,,,0,,K. Kuzma REBOUND (Off:3 Def:12),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,631.0,15.0,12.0,3.0,,,,,,,,,,,,,,,
633,PT04M01.00S,2021-10-30T23:13:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,91.27792378449409,54.166666666666664,1610612764,95,90,2021-10-30T23:13:44Z,6100000,21.0,29.0,1,right,S. Dinwiddie Layup (14 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,3.61,Made,,,,,,,,,14.0,,,,,,,,,,
634,PT04M01.00S,2021-10-30T23:13:38.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201143,,,1610612764,95,90,2021-10-30T23:14:03Z,6110000,,,0,,A. Horford shooting personal FOUL (4 PF) (Dinwiddie 1 FT),"[201143, 203915]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,1627519.0,,,,,4.0,0.0,Dinwiddie,203915.0,,,,,,
636,PT04M01.00S,2021-10-30T23:13:56.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,95,90,2021-10-30T23:17:56Z,6130000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M01.00S,2021-10-30T23:15:39.3Z,4,REGULAR,substitution,out,[],202722,,,1610612764,95,90,2021-10-30T23:17:56Z,6140000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M01.00S,2021-10-30T23:15:39.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612764,95,90,2021-10-30T23:17:56Z,6150000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M01.00S,2021-10-30T23:15:39.3Z,4,REGULAR,substitution,in,[],1630166,,,1610612764,95,90,2021-10-30T23:17:56Z,6160000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M01.00S,2021-10-30T23:15:39.3Z,4,REGULAR,substitution,in,[],1626196,,,1610612764,95,90,2021-10-30T23:17:56Z,6170000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M01.00S,2021-10-30T23:17:09.5Z,4,REGULAR,freethrow,1 of 1,[],203915,,,1610612764,96,90,2021-10-30T23:17:09Z,6180000,,,0,,S. Dinwiddie Free Throw 1 of 1 (15 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,15.0,,,,,,,,,,
642,PT03M44.00S,2021-10-30T23:17:31.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,6.652431011826544,55.63725490196079,1610612738,96,92,2021-10-30T23:17:37Z,6190000,-28.0,10.0,1,left,J. Richardson cutting Layup (15 PTS) (A. Horford 5 AST),"[1626196, 201143]",1610612738.0,BOS,cutting,,,Richardson,J. Richardson,,,,,2.99,Made,,,,,,,,,15.0,,,,,A. Horford,201143.0,5.0,,,
644,PT03M21.00S,2021-10-30T23:17:54.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,90.75229960578186,47.30392156862745,1610612764,96,92,2021-10-30T23:17:58Z,6210000,-13.0,34.0,1,right,MISS B. Beal Layup,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,,
645,PT03M19.00S,2021-10-30T23:17:56.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,96,92,2021-10-30T23:17:58Z,6220000,,,0,,A. Horford REBOUND (Off:0 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,644.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
646,PT03M12.00S,2021-10-30T23:18:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.5722733245729295,52.450980392156865,1610612738,96,94,2021-10-30T23:18:19Z,6230000,-12.0,19.0,1,left,J. Tatum driving Layup (21 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.24,Made,,,,,,,,,21.0,,,,,,,,,,
647,PT03M12.00S,2021-10-30T23:18:09.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,96,94,2021-10-30T23:18:09Z,6240000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M12.00S,2021-10-30T23:19:20.5Z,4,REGULAR,substitution,out,[],1630166,,,1610612764,96,94,2021-10-30T23:19:37Z,6250000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT03M12.00S,2021-10-30T23:19:20.5Z,4,REGULAR,substitution,in,[],1626149,,,1610612764,96,94,2021-10-30T23:19:37Z,6260000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT02M58.00S,2021-10-30T23:20:05.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,89.83245729303549,44.36274509803921,1610612764,96,94,2021-10-30T23:20:10Z,6270000,-28.0,43.0,1,right,MISS S. Dinwiddie Layup - blocked,"[203915, 201143]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,5.15,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
651,PT02M58.00S,2021-10-30T23:20:05.3Z,4,REGULAR,block,,[],201143,,,1610612764,96,94,2021-10-30T23:20:08Z,6280000,,,0,,A. Horford BLOCK (5 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT02M55.00S,2021-10-30T23:20:08.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,96,94,2021-10-30T23:20:10Z,6290000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,650.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
653,PT02M54.00S,2021-10-30T23:20:12.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612738,96,94,2021-10-30T23:20:24Z,6300000,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Tatum 2 FT),"[203484, 1628369]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,1627519.0,,,,,2.0,0.0,Tatum,1628369.0,,,,,,
655,PT02M54.00S,2021-10-30T23:20:38.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,96,95,2021-10-30T23:20:38Z,6320000,,,0,,J. Tatum Free Throw 1 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,22.0,,,,,,,,,,
656,PT02M54.00S,2021-10-30T23:20:57.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,96,96,2021-10-30T23:20:57Z,6330000,,,0,,J. Tatum Free Throw 2 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,23.0,,,,,,,,,,
657,PT02M32.00S,2021-10-30T23:21:20.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,82.34231274638634,35.78431372549019,1610612764,96,96,2021-10-30T23:21:27Z,6340000,-71.0,113.0,1,right,MISS B. Beal 13' fadeaway Shot,[203078],1610612764.0,WAS,fadeaway,,,Beal,B. Beal,,,,,13.39,Missed,,,,,,,,,,,,,,,,,,,
658,PT02M29.00S,2021-10-30T23:21:23.7Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,96,96,2021-10-30T23:21:27Z,6350000,,,0,,A. Horford REBOUND (Off:0 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,657.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
659,PT02M23.00S,2021-10-30T23:21:29.2Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,96,96,2021-10-30T23:24:25Z,6360000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 203915]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,3.0,Dinwiddie,203915.0,,,,,,,,,,,
660,PT02M23.00S,2021-10-30T23:21:29.2Z,4,REGULAR,steal,,[],203915,,,1610612764,96,96,2021-10-30T23:24:36Z,6370000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT02M19.00S,2021-10-30T23:21:35.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,88.38699080157687,94.36274509803921,1610612764,99,96,2021-10-30T23:21:55Z,6380000,222.0,57.0,1,right,K. Kuzma 3PT  (17 PTS) (S. Dinwiddie 3 AST),"[1628398, 203915]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,22.89,Made,,,,,,,,,17.0,,,,,S. Dinwiddie,203915.0,3.0,,,
663,PT02M19.00S,2021-10-30T23:22:05.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612738,99,96,2021-10-30T23:24:47Z,6400000,,,0,,J. Brown loose ball personal FOUL (3 PF) (Beal 1 FT),"[1627759, 203078]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,1155.0,,,,,3.0,0.0,Beal,203078.0,,,,,,
666,PT02M19.00S,2021-10-30T23:22:20.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203078,,,1610612764,100,96,2021-10-30T23:25:11Z,6430000,,,0,,B. Beal Free Throw 1 of 1 (28 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,28.0,,,,,,,,,,
667,PT02M04.00S,2021-10-30T23:22:39.4Z,4,REGULAR,3pt,Jump Shot,[],1626196,20.05584756898817,94.85294117647058,1610612738,100,99,2021-10-30T23:22:44Z,6440000,-224.0,136.0,1,left,J. Richardson 26' 3PT  (18 PTS) (D. Schroder 8 AST),"[1626196, 203471]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,26.23,Made,,,,,,,,,18.0,,,,,D. Schroder,203471.0,8.0,,,
669,PT01M39.00S,2021-10-30T23:23:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,91.80354796320631,47.794117647058826,1610612764,102,99,2021-10-30T23:26:02Z,6460000,-11.0,25.0,1,right,S. Dinwiddie driving Layup (17 PTS),[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,2.69,Made,,,,,,,,,17.0,,,,,,,,,,
670,PT01M30.00S,2021-10-30T23:23:24.0Z,4,REGULAR,foul,offensive,['inpenalty'],1626196,,,1610612738,102,99,2021-10-30T23:23:35Z,6470000,,,0,,J. Richardson charge offensive FOUL (3 PF),"[1626196, 1626149]",1610612738.0,BOS,charge,,,Richardson,J. Richardson,,,,,,,,,,,2534.0,,,,,3.0,0.0,Harrell,1626149.0,,,,,,
672,PT01M30.00S,2021-10-30T23:23:24.0Z,4,REGULAR,turnover,offensive foul,[],1626196,,,1610612738,102,99,2021-10-30T23:23:24Z,6490000,,,0,,J. Richardson offensive foul TURNOVER (1 TO),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,2534.0,1.0,,,,,,,,,,,,,
673,PT01M30.00S,2021-10-30T23:23:39.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612764,102,99,2021-10-30T23:29:17Z,6500000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,,
685,PT01M30.00S,2021-10-30T23:24:57.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,102,99,2021-10-30T23:29:36Z,6505000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M30.00S,2021-10-30T23:26:16.2Z,4,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,102,99,2021-10-30T23:26:35Z,6510000,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612764.0,WAS,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,1155.0,1.0,,,,,,,,,,,,,
676,PT01M15.00S,2021-10-30T23:26:55.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,8.360709592641262,48.03921568627451,1610612738,102,99,2021-10-30T23:26:59Z,6520000,10.0,26.0,1,left,MISS A. Horford Layup,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,,
677,PT01M12.00S,2021-10-30T23:26:58.3Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,102,99,2021-10-30T23:26:59Z,6530000,,,0,,B. Beal REBOUND (Off:0 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,676.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
678,PT00M57.30S,2021-10-30T23:27:14.0Z,4,REGULAR,turnover,lost ball,[],203078,,,1610612764,102,99,2021-10-30T23:27:18Z,6540000,,,0,,B. Beal lost ball TURNOVER (3 TO),"[203078, 1627759]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,3.0,Brown,1627759.0,,,,,,,,,,,
679,PT00M57.30S,2021-10-30T23:27:14.0Z,4,REGULAR,steal,,[],1627759,,,1610612738,102,99,2021-10-30T23:27:16Z,6550000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M54.00S,2021-10-30T23:27:18.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.915243101182654,53.67647058823529,1610612738,102,101,2021-10-30T23:28:09Z,6560000,-18.0,13.0,1,left,J. Brown driving Layup (32 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.22,Made,,,,,,,,,32.0,,,,,,,,,,
681,PT00M32.50S,2021-10-30T23:27:42.0Z,4,REGULAR,3pt,Jump Shot,[],203915,74.32654402102497,85.04901960784314,1610612764,102,101,2021-10-30T23:27:45Z,6570000,175.0,189.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
682,PT00M29.80S,2021-10-30T23:27:44.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,102,101,2021-10-30T23:27:44Z,6580000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,681.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
683,PT00M20.30S,2021-10-30T23:27:56.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,20.18725361366623,37.254901960784316,1610612738,102,103,2021-10-30T23:28:00Z,6590000,64.0,137.0,1,left,J. Brown 15' pullup Jump Shot (34 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.14,Made,,,,,,,,,34.0,,,,,,,,,,
684,PT00M20.30S,2021-10-30T23:28:02.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,102,103,2021-10-30T23:28:02Z,6600000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M11.40S,2021-10-30T23:30:00.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,85.62746386333771,56.127450980392155,1610612764,102,103,2021-10-30T23:30:04Z,6610000,31.0,83.0,1,right,MISS S. Dinwiddie 8' floating Shot,[203915],1610612764.0,WAS,floating,,,Dinwiddie,S. Dinwiddie,,,,,8.81,Missed,,,,,,,,,,,,,,,,,,,
687,PT00M09.40S,2021-10-30T23:30:02.4Z,4,REGULAR,rebound,offensive,[],203915,,,1610612764,102,103,2021-10-30T23:30:02Z,6620000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:6),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,686.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
688,PT00M03.80S,2021-10-30T23:30:09.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612764,102,103,2021-10-30T23:30:20Z,6630000,,,0,,J. Richardson shooting personal FOUL (4 PF) (Dinwiddie 2 FT),"[1626196, 203915]",1610612738.0,BOS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,1155.0,,,,,4.0,0.0,Dinwiddie,203915.0,,,,,,
690,PT00M03.80S,2021-10-30T23:30:43.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203915,,,1610612764,102,103,2021-10-30T23:30:43Z,6650000,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
691,PT00M03.80S,2021-10-30T23:30:43.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,102,103,2021-10-30T23:30:43Z,6660000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,,
692,PT00M03.80S,2021-10-30T23:30:44.9Z,4,REGULAR,substitution,out,[],203471,,,1610612764,102,103,2021-10-30T23:30:50Z,6670000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M03.80S,2021-10-30T23:30:44.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612764,102,103,2021-10-30T23:30:50Z,6680000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M03.80S,2021-10-30T23:31:05.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203915,,,1610612764,103,103,2021-10-30T23:31:05Z,6690000,,,0,,S. Dinwiddie Free Throw 2 of 2 (18 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,,18.0,,,,,,,,,,
695,PT00M03.80S,2021-10-30T23:31:10.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,103,103,2021-10-30T23:31:10Z,6700000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M03.80S,2021-10-30T23:32:14.7Z,4,REGULAR,substitution,out,[],1626149,,,1610612738,103,103,2021-10-30T23:32:31Z,6710000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M03.80S,2021-10-30T23:32:14.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,103,103,2021-10-30T23:32:31Z,6720000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M03.80S,2021-10-30T23:32:14.7Z,4,REGULAR,substitution,in,[],1630166,,,1610612738,103,103,2021-10-30T23:32:31Z,6730000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M03.80S,2021-10-30T23:32:14.7Z,4,REGULAR,substitution,in,[],203471,,,1610612738,103,103,2021-10-30T23:32:31Z,6740000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M01.50S,2021-10-30T23:32:51.6Z,4,REGULAR,2pt,Jump Shot,[],1627759,24.917871222076215,36.51960784313725,1610612738,103,103,2021-10-30T23:33:28Z,6750000,67.0,182.0,1,left,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,19.38,Missed,,,,,,,,,,,,,,,,,,,
701,PT00M01.50S,2021-10-30T23:32:51.6Z,4,REGULAR,rebound,defensive,[],203484,,,1610612764,103,103,2021-10-30T23:32:58Z,6760000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,700.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
702,PT00M00.00S,2021-10-30T23:32:58.2Z,4,REGULAR,period,end,[],0,,,1610612764,103,103,2021-10-30T23:32:58Z,6770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT05M00.00S,2021-10-30T23:33:26.5Z,5,OVERTIME,substitution,out,['startperiod'],1630166,,,1610612764,103,103,2021-10-30T23:35:43Z,6780000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT05M00.00S,2021-10-30T23:33:26.5Z,5,OVERTIME,substitution,in,['startperiod'],1626149,,,1610612764,103,103,2021-10-30T23:35:43Z,6790000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT05M00.00S,2021-10-30T23:36:14.5Z,5,OVERTIME,period,start,[],0,,,0,103,103,2021-10-30T23:36:14Z,6800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT04M57.00S,2021-10-30T23:36:16.6Z,5,OVERTIME,jumpball,recovered,[],1628369,,,1610612738,103,103,2021-10-30T23:36:16Z,6820000,,,0,,Jump Ball A. Horford vs. M. Harrell: Tip to J. Tatum,"[1628369, 201143, 1626149]",1610612738.0,BOS,startperiod,J. Tatum,1628369.0,Tatum,J. Tatum,Horford,201143.0,Harrell,1626149.0,,,,,,,,,,,,,,,,,,,,,
710,PT04M42.00S,2021-10-30T23:36:31.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],201143,7.5722733245729295,54.41176470588235,1610612738,103,105,2021-10-30T23:36:36Z,6850000,-22.0,19.0,1,left,A. Horford Layup (8 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,2.89,Made,,,,,,,,,8.0,,,,,,,,,,
711,PT04M20.00S,2021-10-30T23:36:53.7Z,5,OVERTIME,2pt,Jump Shot,[],203078,81.15965834428384,20.098039215686274,1610612764,103,105,2021-10-30T23:36:58Z,6860000,-150.0,125.0,1,right,MISS B. Beal 19' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
712,PT04M18.00S,2021-10-30T23:36:55.7Z,5,OVERTIME,rebound,defensive,[],203471,,,1610612738,103,105,2021-10-30T23:36:58Z,6870000,,,0,,D. Schroder REBOUND (Off:1 Def:3),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,711.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
713,PT04M08.00S,2021-10-30T23:37:05.5Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203471,8.229303547963205,45.588235294117645,1610612738,103,107,2021-10-30T23:37:10Z,6880000,22.0,25.0,1,left,D. Schroder Layup (5 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,3.33,Made,,,,,,,,,5.0,,,,,,,,,,
714,PT03M47.00S,2021-10-30T23:37:26.5Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203915,91.80354796320631,53.431372549019606,1610612764,103,107,2021-10-30T23:37:34Z,6890000,17.0,25.0,1,right,MISS S. Dinwiddie Layup - blocked,"[203915, 201143]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,2.99,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
716,PT03M47.00S,2021-10-30T23:37:26.5Z,5,OVERTIME,block,,[],201143,,,1610612764,103,107,2021-10-30T23:37:41Z,6895000,,,0,,A. Horford BLOCK (6 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
715,PT03M47.00S,2021-10-30T23:37:26.5Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612764,103,107,2021-10-30T23:37:41Z,6900000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,714.0,,,,,,,,,,,,,,,,,,
717,PT03M44.00S,2021-10-30T23:37:48.5Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1626149,74.06373193166885,14.950980392156863,1610612764,103,107,2021-10-30T23:37:53Z,6910000,-175.0,191.0,1,right,MISS M. Harrell 25' 3PT,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
718,PT03M39.00S,2021-10-30T23:37:53.5Z,5,OVERTIME,rebound,offensive,[],203078,,,1610612764,103,107,2021-10-30T23:37:53Z,6920000,,,0,,B. Beal REBOUND (Off:1 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,717.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
