actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
360,PT05M38.00S,2022-01-22T02:27:41.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203484,8.09789750328515,96.07843137254902,1610612764,71,71,2022-01-22T02:27:45Z,3530000,-230.0,24.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
361,PT05M35.00S,2022-01-22T02:27:44.3Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,71,71,2022-01-22T02:27:45Z,3540000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,360.0,3.0,3.0,0.0,,,,,,,,
362,PT05M23.00S,2022-01-22T02:27:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.51182654402102,54.90196078431373,1610612761,71,73,2022-01-22T02:28:00Z,3550000,25.0,8.0,1,right,P. Siakam driving Layup (13 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,2.59,Made,13.0,,,,,,,,,,,,,,,
363,PT05M13.00S,2022-01-22T02:28:07.6Z,3,REGULAR,foul,personal,[],1628384,,,1610612764,71,73,2022-01-22T02:28:16Z,3560000,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 1628418]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1162.0,,,,,,,,,,,,,,3.0,0.0,Bryant,1628418.0,,
365,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,out,[],203484,,,1610612764,71,73,2022-01-22T02:28:37Z,3580000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,out,[],203915,,,1610612764,71,73,2022-01-22T02:28:37Z,3590000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,out,[],1628384,,,1610612764,71,73,2022-01-22T02:28:37Z,3600000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,out,[],1629018,,,1610612764,71,73,2022-01-22T02:28:37Z,3610000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,in,[],203526,,,1610612764,71,73,2022-01-22T02:28:37Z,3620000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
370,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,in,[],1629060,,,1610612764,71,73,2022-01-22T02:28:37Z,3630000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,in,[],1630567,,,1610612764,71,73,2022-01-22T02:28:37Z,3640000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M13.00S,2022-01-22T02:28:15.3Z,3,REGULAR,substitution,in,[],1630173,,,1610612764,71,73,2022-01-22T02:28:37Z,3650000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
373,PT05M07.00S,2022-01-22T02:29:08.7Z,3,REGULAR,2pt,Jump Shot,[],203078,18.74178712220762,31.862745098039213,1610612764,71,73,2022-01-22T02:29:14Z,3660000,91.0,124.0,1,left,MISS B. Beal 15' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,15.34,Missed,,,,,,,,,,,,,,,,
374,PT05M05.00S,2022-01-22T02:29:10.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,71,73,2022-01-22T02:29:14Z,3670000,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,373.0,5.0,3.0,2.0,,,,,,,,
375,PT04M51.00S,2022-01-22T02:29:25.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,70.25295663600527,12.009803921568627,1610612761,71,76,2022-01-22T02:29:31Z,3680000,-190.0,227.0,1,right,F. VanVleet 29' 3PT  (15 PTS) (P. Siakam 3 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,29.61,Made,15.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,
377,PT04M36.00S,2022-01-22T02:29:39.6Z,3,REGULAR,turnover,bad pass,[],203526,,,1610612764,71,76,2022-01-22T02:30:03Z,3700000,,,0,,R. Neto bad pass TURNOVER (1 TO),"[203526, 1627783]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,1.0,,,,,,,,,,,Siakam,1627783.0,,,,,,
378,PT04M36.00S,2022-01-22T02:29:39.6Z,3,REGULAR,steal,,[],1627783,,,1610612761,71,76,2022-01-22T02:29:42Z,3710000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M24.00S,2022-01-22T02:30:17.6Z,3,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612761,71,76,2022-01-22T02:30:33Z,3720000,,,0,,T. Bryant shooting personal FOUL (1 PF) (Barnes 2 FT),"[1628418, 1630567]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Barnes,1630567.0,,
381,PT04M24.00S,2022-01-22T02:30:48.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,71,77,2022-01-22T02:30:48Z,3740000,,,0,,S. Barnes Free Throw 1 of 2 (24 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,24.0,,,,,,,,,,,,,,,
382,PT04M24.00S,2022-01-22T02:30:49.4Z,3,REGULAR,substitution,out,[],1630166,,,1610612761,71,77,2022-01-22T02:30:57Z,3750000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M24.00S,2022-01-22T02:30:49.4Z,3,REGULAR,substitution,in,[],1630557,,,1610612761,71,77,2022-01-22T02:30:57Z,3760000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
384,PT04M24.00S,2022-01-22T02:30:48.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,71,77,2022-01-22T02:31:03Z,3770000,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,
385,PT04M21.00S,2022-01-22T02:30:51.4Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,71,77,2022-01-22T02:31:03Z,3780000,,,0,,R. Hachimura REBOUND (Off:0 Def:5),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,384.0,5.0,5.0,0.0,,,,,,,,
386,PT04M03.00S,2022-01-22T02:31:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,6.783837056504599,47.794117647058826,1610612764,71,77,2022-01-22T02:31:24Z,3790000,11.0,11.0,1,left,MISS R. Hachimura cutting Layup,[1629060],1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,,,1.58,Missed,,,,,,,,,,,,,,,,
387,PT04M00.00S,2022-01-22T02:31:21.6Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,71,77,2022-01-22T02:31:24Z,3800000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,386.0,2.0,2.0,0.0,,,,,,,,
388,PT03M58.00S,2022-01-22T02:31:24.0Z,3,REGULAR,foul,personal,['3freethrow'],203526,,,1610612761,71,77,2022-01-22T02:31:39Z,3810000,,,0,,R. Neto shooting personal FOUL (1 PF) (VanVleet 3 FT),"[203526, 1627832]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
390,PT03M58.00S,2022-01-22T02:31:53.7Z,3,REGULAR,freethrow,1 of 3,[],1627832,,,1610612761,71,78,2022-01-22T02:31:53Z,3830000,,,0,,F. VanVleet Free Throw 1 of 3 (16 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
391,PT03M58.00S,2022-01-22T02:32:07.0Z,3,REGULAR,freethrow,2 of 3,[],1627832,,,1610612761,71,79,2022-01-22T02:32:07Z,3840000,,,0,,F. VanVleet Free Throw 2 of 3 (17 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
392,PT03M58.00S,2022-01-22T02:32:23.3Z,3,REGULAR,freethrow,3 of 3,[],1627832,,,1610612761,71,80,2022-01-22T02:32:23Z,3850000,,,0,,F. VanVleet Free Throw 3 of 3 (18 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
393,PT03M35.00S,2022-01-22T02:32:48.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,12.434296977660972,43.38235294117647,1610612764,73,80,2022-01-22T02:34:03Z,3860000,33.0,64.0,1,left,R. Neto 7' driving floating Jump Shot (2 PTS),[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,,,7.24,Made,2.0,,,,,,,,,,,,,,,
394,PT03M24.00S,2022-01-22T02:32:59.4Z,3,REGULAR,2pt,Jump Shot,[],1627832,80.1084099868594,19.607843137254903,1610612761,73,80,2022-01-22T02:33:05Z,3870000,-152.0,134.0,1,right,MISS F. VanVleet 20' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,20.3,Missed,,,,,,,,,,,,,,,,
395,PT03M21.00S,2022-01-22T02:33:02.4Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,73,80,2022-01-22T02:33:05Z,3880000,,,0,,C. Kispert REBOUND (Off:1 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,394.0,3.0,2.0,1.0,,,,,,,,
396,PT03M21.00S,2022-01-22T02:33:06.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,73,80,2022-01-22T02:33:06Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M08.00S,2022-01-22T02:33:27.2Z,3,REGULAR,3pt,Jump Shot,[],1629060,27.151773981603156,16.666666666666664,1610612764,76,80,2022-01-22T02:33:32Z,3900000,167.0,203.0,1,left,R. Hachimura 26' 3PT  (11 PTS) (B. Beal 8 AST),"[1629060, 203078]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,26.24,Made,11.0,B. Beal,203078.0,8.0,,,,,,,,,,,,
399,PT02M47.00S,2022-01-22T02:33:47.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.64980289093299,55.392156862745104,1610612761,76,82,2022-01-22T02:33:51Z,3920000,27.0,54.0,1,right,P. Siakam 6' Hook (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,6.06,Made,15.0,,,,,,,,,,,,,,,
400,PT02M40.00S,2022-01-22T02:33:55.2Z,3,REGULAR,3pt,Jump Shot,[],1629060,29.517082785808146,22.54901960784314,1610612764,76,82,2022-01-22T02:34:01Z,3930000,137.0,225.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,26.36,Missed,,,,,,,,,,,,,,,,
401,PT02M36.00S,2022-01-22T02:33:59.2Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,76,82,2022-01-22T02:34:01Z,3940000,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,400.0,3.0,3.0,0.0,,,,,,,,
402,PT02M33.00S,2022-01-22T02:34:01.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628449,93.11760840998686,46.32352941176471,1610612761,76,82,2022-01-22T02:34:08Z,3950000,-18.0,12.0,1,right,MISS C. Boucher Layup - blocked,"[1628449, 1628418]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,2.21,Missed,,,,,,,,,,,,,,,Bryant,1628418.0
403,PT02M33.00S,2022-01-22T02:34:01.3Z,3,REGULAR,block,,[],1628418,,,1610612761,76,82,2022-01-22T02:34:04Z,3960000,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,
404,PT02M29.00S,2022-01-22T02:34:05.3Z,3,REGULAR,rebound,defensive,[],203526,,,1610612764,76,82,2022-01-22T02:34:08Z,3970000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,402.0,1.0,1.0,0.0,,,,,,,,
405,PT02M27.00S,2022-01-22T02:34:07.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,31.09395532194481,73.52941176470588,1610612764,76,82,2022-01-22T02:34:13Z,3980000,-118.0,240.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,
406,PT02M23.00S,2022-01-22T02:34:11.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,76,82,2022-01-22T02:34:13Z,3990000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,405.0,1.0,1.0,0.0,,,,,,,,
407,PT02M12.00S,2022-01-22T02:34:24.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.40932982917214,52.69607843137255,1610612761,76,84,2022-01-22T02:34:31Z,4000000,13.0,28.0,1,right,S. Barnes Layup (26 PTS) (F. VanVleet 11 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,3.14,Made,26.0,F. VanVleet,1627832.0,11.0,,,,,,,,,,,,
409,PT02M12.00S,2022-01-22T02:34:27.5Z,3,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612761,76,84,2022-01-22T02:34:39Z,4020000,,,0,,T. Bryant shooting personal FOUL (2 PF) (Barnes 1 FT),"[1628418, 1630567]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,1626302.0,,,,,,,,,,,,,,2.0,0.0,Barnes,1630567.0,,
411,PT02M12.00S,2022-01-22T02:34:37.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,76,84,2022-01-22T02:37:50Z,4040000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M12.00S,2022-01-22T02:36:19.5Z,3,REGULAR,substitution,out,[],203078,,,1610612761,76,84,2022-01-22T02:37:50Z,4050000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M12.00S,2022-01-22T02:36:19.5Z,3,REGULAR,substitution,out,[],1627783,,,1610612761,76,84,2022-01-22T02:37:50Z,4060000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M12.00S,2022-01-22T02:36:19.5Z,3,REGULAR,substitution,in,[],203915,,,1610612761,76,84,2022-01-22T02:37:50Z,4070000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M12.00S,2022-01-22T02:36:19.5Z,3,REGULAR,substitution,in,[],1628384,,,1610612761,76,84,2022-01-22T02:37:50Z,4080000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M12.00S,2022-01-22T02:37:33.5Z,3,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,76,85,2022-01-22T02:37:33Z,4090000,,,0,,S. Barnes Free Throw 1 of 1 (27 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,27.0,,,,,,,,,,,,,,,
417,PT01M59.00S,2022-01-22T02:37:47.6Z,3,REGULAR,3pt,Jump Shot,[],1630557,32.013797634691194,21.323529411764707,1610612764,76,85,2022-01-22T02:37:54Z,4100000,143.0,248.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,28.68,Missed,,,,,,,,,,,,,,,,
418,PT01M56.00S,2022-01-22T02:37:50.6Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,76,85,2022-01-22T02:37:54Z,4110000,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,417.0,4.0,4.0,0.0,,,,,,,,
419,PT01M41.00S,2022-01-22T02:38:06.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,88.91261498028909,43.872549019607845,1610612761,76,85,2022-01-22T02:38:13Z,4120000,-31.0,52.0,1,right,MISS S. Barnes 6' Hook,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,6.01,Missed,,,,,,,,,,,,,,,,
420,PT01M39.00S,2022-01-22T02:38:08.4Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,76,85,2022-01-22T02:38:08Z,4130000,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,419.0,5.0,4.0,1.0,,,,,,,,
421,PT01M36.00S,2022-01-22T02:38:11.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628449,88.91261498028909,95.58823529411765,1610612761,76,88,2022-01-22T02:38:15Z,4140000,228.0,52.0,1,right,C. Boucher 3PT  (7 PTS) (S. Barnes 1 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,23.37,Made,7.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,
423,PT01M17.00S,2022-01-22T02:38:29.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,18.74178712220762,64.2156862745098,1610612764,76,88,2022-01-22T02:38:35Z,4160000,-71.0,124.0,1,left,MISS R. Hachimura 14' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,,,14.27,Missed,,,,,,,,,,,,,,,,
424,PT01M14.00S,2022-01-22T02:38:32.5Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,76,88,2022-01-22T02:38:35Z,4170000,,,0,,C. Boucher REBOUND (Off:0 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,423.0,4.0,4.0,0.0,,,,,,,,
425,PT01M02.00S,2022-01-22T02:38:45.0Z,3,REGULAR,3pt,Jump Shot,[],1628449,75.1149802890933,90.93137254901961,1610612761,76,91,2022-01-22T02:38:52Z,4180000,205.0,181.0,1,right,C. Boucher 27' 3PT  (10 PTS) (F. VanVleet 12 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,27.35,Made,10.0,F. VanVleet,1627832.0,12.0,,,,,,,,,,,,
427,PT00M52.90S,2022-01-22T02:38:57.2Z,3,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612764,76,91,2022-01-22T02:39:06Z,4200000,,,0,,C. Boucher shooting personal FOUL (3 PF) (Bryant 2 FT),"[1628449, 1628418]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,200833.0,,,,,,,,,,,,,,3.0,0.0,Bryant,1628418.0,,
429,PT00M52.90S,2022-01-22T02:39:25.2Z,3,REGULAR,freethrow,1 of 2,[],1628418,,,1610612764,77,91,2022-01-22T02:39:49Z,4220000,,,0,,T. Bryant Free Throw 1 of 2 (5 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
430,PT00M52.90S,2022-01-22T02:39:25.2Z,3,REGULAR,freethrow,2 of 2,[],1628418,,,1610612764,77,91,2022-01-22T02:39:49Z,4230000,,,0,,MISS T. Bryant Free Throw 2 of 2,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,Missed,,,,,,,,,,,,,,,,
431,PT00M52.20S,2022-01-22T02:39:25.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,77,91,2022-01-22T02:39:49Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,
432,PT00M52.20S,2022-01-22T02:39:48.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,77,91,2022-01-22T02:39:48Z,4250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT00M47.40S,2022-01-22T02:40:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,7.966491458607096,56.127450980392155,1610612764,77,91,2022-01-22T02:40:15Z,4260000,-31.0,22.0,1,left,MISS T. Bryant driving Layup,[1628418],1610612764.0,WAS,driving,,,Bryant,T. Bryant,,,,,,,3.79,Missed,,,,,,,,,,,,,,,,
434,PT00M45.10S,2022-01-22T02:40:13.6Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,77,91,2022-01-22T02:40:15Z,4270000,,,0,,C. Boucher REBOUND (Off:0 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,433.0,5.0,5.0,0.0,,,,,,,,
435,PT00M32.50S,2022-01-22T02:40:26.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,62.23718791064389,26.96078431372549,1610612761,77,91,2022-01-22T02:40:33Z,4280000,-115.0,302.0,1,right,MISS F. VanVleet 32' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,32.37,Missed,,,,,,,,,,,,,,,,
436,PT00M31.10S,2022-01-22T02:40:27.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,77,91,2022-01-22T02:40:33Z,4290000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,435.0,,,,,,,,,,,
437,PT00M31.10S,2022-01-22T02:40:31.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,77,91,2022-01-22T02:40:31Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT00M14.20S,2022-01-22T02:40:52.8Z,3,REGULAR,3pt,Jump Shot,[],1630557,22.815374507227332,91.66666666666666,1610612764,77,91,2022-01-22T02:40:57Z,4310000,-208.0,162.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,26.39,Missed,,,,,,,,,,,,,,,,
439,PT00M11.10S,2022-01-22T02:40:55.9Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,77,91,2022-01-22T02:40:55Z,4320000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,438.0,2.0,2.0,0.0,,,,,,,,
440,PT00M01.00S,2022-01-22T02:41:06.0Z,3,REGULAR,3pt,Jump Shot,[],1627832,64.20827858081472,55.88235294117647,1610612761,77,91,2022-01-22T02:41:11Z,4330000,29.0,284.0,1,right,MISS F. VanVleet 28' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,28.54,Missed,,,,,,,,,,,,,,,,
441,PT00M01.00S,2022-01-22T02:41:06.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,77,91,2022-01-22T02:41:11Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,440.0,,,,,,,,,,,
442,PT00M00.00S,2022-01-22T02:41:15.5Z,3,REGULAR,period,end,[],0,,,1610612761,77,91,2022-01-22T02:41:15Z,4350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,out,['startperiod'],1628418,,,1610612761,77,91,2022-01-22T02:43:44Z,4360000,,,0,,SUB out: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,out,['startperiod'],203526,,,1610612761,77,91,2022-01-22T02:43:44Z,4370000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,out,['startperiod'],1630557,,,1610612761,77,91,2022-01-22T02:43:44Z,4380000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,77,91,2022-01-22T02:43:44Z,4390000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2022-01-22T02:42:53.9Z,4,REGULAR,substitution,in,['startperiod'],202722,,,1610612761,77,91,2022-01-22T02:43:44Z,4400000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
