actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
365,PT05M23.00S,2022-02-13T02:05:04.2Z,3,REGULAR,steal,,[],203954,,,1610612755,66,65,2022-02-13T02:05:05Z,3550000,,,0,,J. Embiid STEAL (3 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M14.00S,2022-02-13T02:05:13.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,72.88107752956637,11.27450980392157,1610612755,69,65,2022-02-13T02:05:18Z,3560000,-194.0,202.0,1,right,G. Niang 28' 3PT  (3 PTS) (T. Maxey 2 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,28.01,Made,,,,,,,,,,,3.0,T. Maxey,1630178.0,2.0,,,,
368,PT05M12.00S,2022-02-13T02:05:20.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,69,65,2022-02-13T02:05:20Z,3580000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,out,[],201980,,,1610612739,69,65,2022-02-13T02:08:13Z,3590000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
370,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,out,[],1629680,,,1610612739,69,65,2022-02-13T02:08:13Z,3600000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,69,65,2022-02-13T02:08:13Z,3610000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,69,65,2022-02-13T02:08:13Z,3620000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
373,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,in,[],1627788,,,1610612739,69,65,2022-02-13T02:08:13Z,3630000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
374,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,in,[],1629003,,,1610612739,69,65,2022-02-13T02:08:13Z,3640000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
375,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,in,[],1626224,,,1610612739,69,65,2022-02-13T02:08:13Z,3650000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M12.00S,2022-02-13T02:07:08.9Z,3,REGULAR,substitution,in,[],201567,,,1610612739,69,65,2022-02-13T02:08:13Z,3660000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
377,PT04M52.00S,2022-02-13T02:08:41.0Z,3,REGULAR,turnover,offensive goaltending,[],1628386,,,1610612739,69,65,2022-02-13T02:08:56Z,3670000,,,0,,J. Allen offensive goaltending TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,,
378,PT04M35.00S,2022-02-13T02:09:11.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,89.17542706964521,45.588235294117645,1610612755,69,65,2022-02-13T02:09:15Z,3680000,-22.0,49.0,1,right,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,
379,PT04M32.00S,2022-02-13T02:09:13.9Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,69,65,2022-02-13T02:09:13Z,3690000,,,0,,J. Embiid REBOUND (Off:1 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,378.0,10.0,9.0,1.0,,,,,,,,,,,,,,
380,PT04M32.00S,2022-02-13T02:09:13.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,94.40999984741211,50.0,1610612755,71,65,2022-02-13T02:09:13Z,3700000,0.0,0.0,1,right,J. Embiid tip Layup (26 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,0.0,Made,,,,,,,,,,,26.0,,,,,,,
381,PT04M24.00S,2022-02-13T02:09:22.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,8.623521681997373,47.794117647058826,1610612739,71,65,2022-02-13T02:09:28Z,3710000,11.0,29.0,1,left,MISS C. LeVert driving floating bank Shot,[1627747],1610612739.0,CLE,driving floating bank,,,LeVert,C. LeVert,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,
382,PT04M21.00S,2022-02-13T02:09:25.7Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,71,65,2022-02-13T02:09:28Z,3720000,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,381.0,3.0,2.0,1.0,,,,,,,,,,,,,,
383,PT04M18.00S,2022-02-13T02:09:31.1Z,3,REGULAR,foul,offensive,[],203954,,,1610612755,71,65,2022-02-13T02:09:39Z,3730000,,,0,,J. Embiid charge offensive FOUL (2 PF),"[203954, 201567]",1610612755.0,PHI,charge,,,Embiid,J. Embiid,,,,,,,,,,,,,,1155.0,2.0,0.0,,,,,,,Love,201567.0
385,PT04M18.00S,2022-02-13T02:09:31.1Z,3,REGULAR,turnover,offensive foul,[],203954,,,1610612755,71,65,2022-02-13T02:09:31Z,3750000,,,0,,J. Embiid offensive foul TURNOVER (4 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,4.0,,,1155.0,,,,,,,,,,
386,PT03M55.00S,2022-02-13T02:10:14.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,17.559132720105126,61.51960784313726,1610612739,71,65,2022-02-13T02:10:33Z,3760000,-58.0,113.0,1,left,MISS C. LeVert 12' turnaround Shot - blocked,"[1627747, 1627788]",1610612739.0,CLE,turnaround,,,LeVert,C. LeVert,,,,,12.65,Missed,,,,,,,,,,,,,,,Korkmaz,1627788.0,,
387,PT03M55.00S,2022-02-13T02:10:14.3Z,3,REGULAR,block,,[],1627788,,,1610612739,71,65,2022-02-13T02:10:16Z,3770000,,,0,,F. Korkmaz BLOCK (1 BLK),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
388,PT03M54.00S,2022-02-13T02:10:15.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,71,65,2022-02-13T02:10:35Z,3780000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,
389,PT03M54.00S,2022-02-13T02:10:20.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612739,71,65,2022-02-13T02:10:41Z,3790000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,
390,PT03M44.00S,2022-02-13T02:10:45.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,67.36202365308804,48.529411764705884,1610612755,71,65,2022-02-13T02:10:51Z,3800000,-7.0,254.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
391,PT03M42.00S,2022-02-13T02:10:47.8Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,71,65,2022-02-13T02:10:51Z,3810000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,390.0,1.0,1.0,0.0,,,,,,,,,,,,,,
392,PT03M37.00S,2022-02-13T02:10:53.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628386,6.915243101182654,50.245098039215684,1610612739,71,67,2022-02-13T02:11:02Z,3820000,-1.0,13.0,1,left,J. Allen cutting DUNK (11 PTS) (C. Osman 3 AST),"[1628386, 1626224]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,1.26,Made,,,,,,,,,,,11.0,C. Osman,1626224.0,3.0,,,,
394,PT03M21.00S,2022-02-13T02:11:09.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,92.59198423127464,45.588235294117645,1610612755,73,67,2022-02-13T02:11:16Z,3840000,-22.0,17.0,1,right,F. Korkmaz driving finger roll Layup (4 PTS) (J. Embiid 9 AST),"[1627788, 203954]",1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,2.79,Made,,,,,,,,,,,4.0,J. Embiid,203954.0,9.0,,,,
396,PT02M56.00S,2022-02-13T02:11:33.8Z,3,REGULAR,3pt,Jump Shot,[],1626224,28.07161629434954,79.65686274509804,1610612739,73,67,2022-02-13T02:11:38Z,3860000,-148.0,211.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
397,PT02M54.00S,2022-02-13T02:11:35.8Z,3,REGULAR,rebound,defensive,[],1627788,,,1610612755,73,67,2022-02-13T02:11:38Z,3870000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,396.0,1.0,1.0,0.0,,,,,,,,,,,,,,
398,PT02M39.00S,2022-02-13T02:11:50.9Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.52233902759527,63.725490196078425,1610612755,76,67,2022-02-13T02:11:56Z,3880000,69.0,272.0,1,right,T. Maxey 28' 3PT pullup (16 PTS) (S. Milton 3 AST),"[1630178, 1629003]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,28.01,Made,,,,,,,,,,,16.0,S. Milton,1629003.0,3.0,,,,
399,PT02M22.00S,2022-02-13T02:12:07.4Z,3,REGULAR,3pt,Jump Shot,[],1627747,28.465834428383708,20.588235294117645,1610612739,76,67,2022-02-13T02:12:13Z,3890000,147.0,215.0,1,left,MISS C. LeVert 26' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,
400,PT02M20.00S,2022-02-13T02:12:09.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,76,67,2022-02-13T02:12:13Z,3900000,,,0,,J. Embiid REBOUND (Off:1 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,399.0,11.0,10.0,1.0,,,,,,,,,,,,,,
401,PT02M15.00S,2022-02-13T02:12:18.5Z,3,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612755,76,67,2022-02-13T02:12:27Z,3910000,,,0,,J. Allen shooting personal FOUL (3 PF) (Embiid 2 FT),"[1628386, 203954]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,,,,,,,,,,203593.0,3.0,0.0,,,,,,,Embiid,203954.0
403,PT02M15.00S,2022-02-13T02:12:46.0Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,77,67,2022-02-13T02:12:46Z,3930000,,,0,,J. Embiid Free Throw 1 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,27.0,,,,,,,
404,PT02M15.00S,2022-02-13T02:12:46.6Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,77,67,2022-02-13T02:12:56Z,3940000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
405,PT02M15.00S,2022-02-13T02:12:46.6Z,3,REGULAR,substitution,out,[],1628386,,,1610612755,77,67,2022-02-13T02:12:56Z,3950000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M15.00S,2022-02-13T02:12:46.6Z,3,REGULAR,substitution,out,[],1630171,,,1610612755,77,67,2022-02-13T02:12:56Z,3960000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M15.00S,2022-02-13T02:12:46.6Z,3,REGULAR,substitution,in,[],202699,,,1610612755,77,67,2022-02-13T02:12:56Z,3970000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M15.00S,2022-02-13T02:12:46.6Z,3,REGULAR,substitution,in,[],1630596,,,1610612755,77,67,2022-02-13T02:12:56Z,3980000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M15.00S,2022-02-13T02:12:46.6Z,3,REGULAR,substitution,in,[],1629636,,,1610612755,77,67,2022-02-13T02:12:56Z,3990000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M15.00S,2022-02-13T02:13:09.6Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,78,67,2022-02-13T02:13:09Z,4000000,,,0,,J. Embiid Free Throw 2 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,28.0,,,,,,,
411,PT01M50.00S,2022-02-13T02:13:36.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.783837056504599,47.549019607843135,1610612739,78,69,2022-02-13T02:13:41Z,4010000,12.0,11.0,1,left,E. Mobley cutting Layup (9 PTS) (C. Osman 4 AST),"[1630596, 1626224]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,1.67,Made,,,,,,,,,,,9.0,C. Osman,1626224.0,4.0,,,,
413,PT01M40.00S,2022-02-13T02:13:46.1Z,3,REGULAR,2pt,Jump Shot,[],203954,76.16622864651774,50.73529411764706,1610612755,78,69,2022-02-13T02:13:50Z,4030000,4.0,172.0,1,right,MISS J. Embiid 17' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,17.15,Missed,,,,,,,,,,,,,,,,,,
415,PT01M38.00S,2022-02-13T02:13:48.1Z,3,REGULAR,rebound,defensive,[],1626224,,,1610612739,78,69,2022-02-13T02:13:50Z,4040000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,,
416,PT01M34.00S,2022-02-13T02:13:52.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626224,6.521024967148489,46.81372549019608,1610612739,78,69,2022-02-13T02:13:58Z,4050000,16.0,9.0,1,left,MISS C. Osman running Layup,[1626224],1610612739.0,CLE,running,,,Osman,C. Osman,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,
418,PT01M32.00S,2022-02-13T02:13:54.3Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,78,69,2022-02-13T02:13:58Z,4070000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,416.0,3.0,3.0,0.0,,,,,,,,,,,,,,
419,PT01M27.00S,2022-02-13T02:13:59.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,89.83245729303549,2.2058823529411766,1610612755,78,69,2022-02-13T02:14:06Z,4080000,-239.0,43.0,1,right,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,
420,PT01M26.00S,2022-02-13T02:14:00.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,78,69,2022-02-13T02:14:06Z,4090000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,
421,PT01M26.00S,2022-02-13T02:14:08.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,78,69,2022-02-13T02:14:08Z,4100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT01M26.00S,2022-02-13T02:14:09.1Z,3,REGULAR,substitution,out,[],203954,,,1610612739,78,69,2022-02-13T02:14:10Z,4110000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
423,PT01M26.00S,2022-02-13T02:14:09.1Z,3,REGULAR,substitution,in,[],1630194,,,1610612739,78,69,2022-02-13T02:14:10Z,4120000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
424,PT01M02.00S,2022-02-13T02:14:40.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612739,78,69,2022-02-13T02:14:51Z,4130000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,
425,PT00M47.80S,2022-02-13T02:15:07.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630194,91.27792378449409,45.34313725490196,1610612755,78,69,2022-02-13T02:15:17Z,4140000,-23.0,29.0,1,right,MISS P. Reed Layup - blocked,"[1630194, 201567]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,3.76,Missed,,,,,,,,,,,,,,,Love,201567.0,,
427,PT00M47.80S,2022-02-13T02:15:07.6Z,3,REGULAR,block,,[],201567,,,1610612755,78,69,2022-02-13T02:15:17Z,4145000,,,0,,K. Love BLOCK (1 BLK),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
426,PT00M46.10S,2022-02-13T02:15:09.3Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,78,69,2022-02-13T02:15:17Z,4150000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,425.0,2.0,2.0,0.0,,,,,,,,,,,,,,
428,PT00M41.40S,2022-02-13T02:15:20.0Z,3,REGULAR,foul,personal,[],1630194,,,1610612739,78,69,2022-02-13T02:15:34Z,4160000,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 1629636]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,1155.0,1.0,0.0,,,,,,,Garland,1629636.0
430,PT00M27.10S,2022-02-13T02:15:50.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.258212877792378,51.225490196078425,1610612739,78,71,2022-02-13T02:15:56Z,4180000,-6.0,6.0,1,left,E. Mobley driving Layup (11 PTS) (C. LeVert 6 AST),"[1630596, 1627747]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,0.88,Made,,,,,,,,,,,11.0,C. LeVert,1627747.0,6.0,,,,
432,PT00M07.50S,2022-02-13T02:16:13.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,92.06636005256242,47.549019607843135,1610612755,80,71,2022-02-13T02:16:18Z,4200000,-12.0,22.0,1,right,S. Milton driving finger roll Layup (6 PTS),[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,2.53,Made,,,,,,,,,,,6.0,,,,,,,
433,PT00M00.90S,2022-02-13T02:16:21.9Z,3,REGULAR,3pt,Jump Shot,[],1626224,6.258212877792378,95.83333333333334,1610612739,80,71,2022-02-13T02:16:28Z,4210000,-229.0,6.0,1,left,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
434,PT00M00.90S,2022-02-13T02:16:21.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,80,71,2022-02-13T02:16:28Z,4220000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,,
435,PT00M00.00S,2022-02-13T02:16:33.7Z,3,REGULAR,period,end,[],0,,,1610612739,80,71,2022-02-13T02:16:33Z,4230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT12M00.00S,2022-02-13T02:18:11.2Z,4,REGULAR,substitution,out,['startperiod'],201567,,,1610612739,80,71,2022-02-13T02:18:50Z,4240000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
437,PT12M00.00S,2022-02-13T02:18:11.2Z,4,REGULAR,substitution,in,['startperiod'],1629731,,,1610612739,80,71,2022-02-13T02:18:50Z,4250000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
438,PT12M00.00S,2022-02-13T02:19:05.6Z,4,REGULAR,period,start,[],0,,,1610612755,80,71,2022-02-13T02:19:05Z,4260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT11M46.00S,2022-02-13T02:19:19.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630194,93.9060446780552,49.754901960784316,1610612755,82,71,2022-02-13T02:19:26Z,4270000,-1.0,5.0,1,right,P. Reed reverse DUNK (6 PTS) (S. Milton 4 AST),"[1630194, 1629003]",1610612755.0,PHI,reverse,,,Reed,P. Reed,,,,,0.49,Made,,,,,,,,,,,6.0,S. Milton,1629003.0,4.0,,,,
441,PT11M27.00S,2022-02-13T02:19:39.4Z,4,REGULAR,foul,personal,[],1630194,,,1610612739,82,71,2022-02-13T02:19:45Z,4290000,,,0,,P. Reed personal FOUL (2 PF),"[1630194, 1630596]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,1162.0,2.0,0.0,,,,,,,Mobley,1630596.0
443,PT11M15.00S,2022-02-13T02:20:15.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.521024967148489,45.09803921568628,1610612739,82,71,2022-02-13T02:21:40Z,4310000,25.0,9.0,1,left,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,
444,PT11M12.00S,2022-02-13T02:20:18.4Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,82,71,2022-02-13T02:20:21Z,4320000,,,0,,E. Mobley REBOUND (Off:1 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,443.0,6.0,5.0,1.0,,,,,,,,,,,,,,
445,PT11M11.00S,2022-02-13T02:20:19.6Z,4,REGULAR,turnover,lost ball,[],1630596,,,1610612739,82,71,2022-02-13T02:20:24Z,4330000,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1630194]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,1.0,Reed,1630194.0,,,,,,,,,,,
446,PT11M11.00S,2022-02-13T02:20:19.6Z,4,REGULAR,steal,,[],1630194,,,1610612755,82,71,2022-02-13T02:20:21Z,4340000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
447,PT11M04.00S,2022-02-13T02:20:25.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627788,93.77463863337714,44.85294117647059,1610612755,84,71,2022-02-13T02:20:32Z,4350000,-26.0,6.0,1,right,F. Korkmaz driving finger roll Layup (6 PTS) (S. Milton 5 AST),"[1627788, 1629003]",1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,2.64,Made,,,,,,,,,,,6.0,S. Milton,1629003.0,5.0,,,,
449,PT10M56.00S,2022-02-13T02:20:37.1Z,4,REGULAR,foul,personal,[],1627777,,,1610612739,84,71,2022-02-13T02:20:48Z,4370000,,,0,,G. Niang personal FOUL (3 PF),"[1627777, 1630596]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,203593.0,3.0,0.0,,,,,,,Mobley,1630596.0
451,PT10M43.00S,2022-02-13T02:21:14.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,19.004599211563733,49.50980392156863,1610612739,84,71,2022-02-13T02:21:18Z,4390000,2.0,126.0,1,left,MISS C. LeVert 12' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,12.61,Missed,,,,,,,,,,,,,,,,,,
452,PT10M41.00S,2022-02-13T02:21:16.0Z,4,REGULAR,rebound,defensive,[],1627777,,,1610612755,84,71,2022-02-13T02:21:18Z,4400000,,,0,,G. Niang REBOUND (Off:1 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,451.0,4.0,3.0,1.0,,,,,,,,,,,,,,
453,PT10M32.00S,2022-02-13T02:21:24.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,85.10183968462549,62.5,1610612755,84,71,2022-02-13T02:21:29Z,4410000,62.0,88.0,1,right,MISS T. Harris 10' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,10.75,Missed,,,,,,,,,,,,,,,,,,
454,PT10M30.00S,2022-02-13T02:21:26.6Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,84,71,2022-02-13T02:21:29Z,4420000,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,453.0,3.0,3.0,0.0,,,,,,,,,,,,,,
455,PT10M14.00S,2022-02-13T02:21:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.206964520367937,53.18627450980392,1610612739,84,71,2022-02-13T02:23:51Z,4430000,-16.0,-4.0,1,left,MISS D. Garland driving reverse Layup,[1629636],1610612739.0,CLE,driving reverse,,,Garland,D. Garland,,,,,1.63,Missed,,,,,,,,,,,,,,,,,,
456,PT10M12.00S,2022-02-13T02:21:45.1Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,84,71,2022-02-13T02:21:46Z,4440000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,455.0,4.0,4.0,0.0,,,,,,,,,,,,,,
