actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
279,PT07M16.00S,2022-04-09T17:57:44.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,53,33,2022-04-09T17:57:45Z,2780000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,278.0,,,,,,,,3.0,3.0,0.0,,,
280,PT07M04.00S,2022-04-09T17:57:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,7.440867279894875,42.15686274509804,1610612755,53,33,2022-04-09T17:58:03Z,2790000,39.0,17.0,1,left,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,4.29,,,,,,,,,,,
281,PT07M02.00S,2022-04-09T17:57:58.2Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,53,33,2022-04-09T17:58:03Z,2800000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,280.0,,,,,,,,1.0,1.0,0.0,,,
282,PT07M00.00S,2022-04-09T17:58:03.5Z,2,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612754,53,33,2022-04-09T17:58:21Z,2810000,,,0,,S. Milton shooting personal FOUL (2 PF) (Washington Jr. 2 FT),"[1629003, 1630613]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,1627962.0,2.0,0.0,Washington Jr.,1630613.0,,,,,,,,,,,,,,,
284,PT07M00.00S,2022-04-09T17:58:30.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630613,,,1610612754,53,34,2022-04-09T17:58:48Z,2830000,,,0,,D. Washington Jr. Free Throw 1 of 2 (3 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
285,PT07M00.00S,2022-04-09T17:58:31.0Z,2,REGULAR,substitution,out,[],1630178,,,1610612754,53,34,2022-04-09T17:58:39Z,2840000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
286,PT07M00.00S,2022-04-09T17:58:31.0Z,2,REGULAR,substitution,in,[],201935,,,1610612754,53,34,2022-04-09T17:58:39Z,2850000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
287,PT07M00.00S,2022-04-09T17:58:30.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630613,,,1610612754,53,34,2022-04-09T17:58:48Z,2860000,,,0,,MISS D. Washington Jr. Free Throw 2 of 2,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,
288,PT06M58.00S,2022-04-09T17:58:32.0Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,53,34,2022-04-09T17:58:48Z,2870000,,,0,,J. Embiid REBOUND (Off:2 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,287.0,,,,,,,,7.0,5.0,2.0,,,
289,PT06M39.00S,2022-04-09T17:59:07.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.601182654402102,46.568627450980394,1610612755,55,34,2022-04-09T17:59:11Z,2880000,17.0,0.0,1,left,J. Harden driving finger roll Layup (10 PTS) (S. Milton 3 AST),"[201935, 1629003]",1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,,,,,,Made,,10.0,1.72,,,S. Milton,1629003.0,3.0,,,,,,
291,PT06M31.00S,2022-04-09T17:59:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,94.03745072273325,45.83333333333333,1610612754,55,36,2022-04-09T17:59:19Z,2900000,-21.0,4.0,1,right,O. Brissett driving finger roll Layup (6 PTS) (T. Haliburton 3 AST),"[1629052, 1630169]",1610612754.0,IND,driving finger roll,,,Brissett,O. Brissett,,,,,,,,,,Made,,6.0,2.11,,,T. Haliburton,1630169.0,3.0,,,,,,
293,PT06M14.00S,2022-04-09T17:59:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.113666228646515,65.44117647058823,1610612755,57,36,2022-04-09T17:59:36Z,2920000,-77.0,99.0,1,left,J. Embiid 12' pullup Jump Shot (13 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,,,Made,,13.0,12.55,,,,,,,,,,,
294,PT06M03.00S,2022-04-09T17:59:43.2Z,2,REGULAR,2pt,Jump Shot,[],1630169,81.2910643889619,21.568627450980394,1610612754,57,36,2022-04-09T17:59:48Z,2930000,-142.0,123.0,1,right,MISS T. Haliburton 18' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,Missed,,,18.83,,,,,,,,,,,
295,PT05M59.00S,2022-04-09T17:59:47.2Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,57,36,2022-04-09T17:59:48Z,2940000,,,0,,J. Embiid REBOUND (Off:2 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,294.0,,,,,,,,8.0,6.0,2.0,,,
296,PT05M52.00S,2022-04-09T17:59:54.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,12.959921156373195,50.73529411764706,1610612755,57,36,2022-04-09T18:00:03Z,2950000,-4.0,69.0,1,left,MISS S. Milton 6' floating Shot,[1629003],1610612755.0,PHI,floating,,,Milton,S. Milton,,,,,,,,,,Missed,,,6.94,,,,,,,,,,,
297,PT05M50.00S,2022-04-09T17:59:56.5Z,2,REGULAR,rebound,offensive,[],1629003,,,1610612755,57,36,2022-04-09T18:00:03Z,2960000,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,296.0,,,,,,,,1.0,0.0,1.0,,,
298,PT05M48.00S,2022-04-09T17:59:57.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,14.536793692509855,51.9607843137255,1610612755,57,36,2022-04-09T18:00:07Z,2970000,-10.0,84.0,1,left,MISS S. Milton 8' Jump Shot,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Missed,,,8.47,,,,,,,,,,,
299,PT05M45.00S,2022-04-09T18:00:00.9Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,57,36,2022-04-09T18:00:00Z,2980000,,,0,,O. Brissett REBOUND (Off:0 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,298.0,,,,,,,,3.0,3.0,0.0,,,
300,PT05M41.00S,2022-04-09T18:00:05.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,70.51576872536137,15.196078431372548,1610612754,57,39,2022-04-09T18:00:13Z,2990000,-174.0,225.0,1,right,D. Washington Jr. 28' 3PT  (6 PTS) (T. Haliburton 4 AST),"[1630613, 1630169]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,6.0,28.42,,,T. Haliburton,1630169.0,4.0,,,,,,
302,PT05M16.00S,2022-04-09T18:00:36.3Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612755,57,39,2022-04-09T18:00:43Z,3010000,,,0,,J. Harden bad pass TURNOVER (2 TO),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,2.0,,
303,PT05M16.00S,2022-04-09T18:00:40.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612754,57,39,2022-04-09T18:02:48Z,3020000,,,0,,J. Embiid loose ball personal FOUL (1 PF) (Hield 2 FT),"[203954, 1627741]",1610612755.0,PHI,loose ball,,,Embiid,J. Embiid,,,,,200832.0,1.0,0.0,Hield,1627741.0,,,,,,,,,,,,,,,
305,PT05M16.00S,2022-04-09T18:00:48.4Z,2,REGULAR,substitution,out,[],202699,,,1610612754,57,39,2022-04-09T18:00:57Z,3040000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M16.00S,2022-04-09T18:00:48.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612754,57,39,2022-04-09T18:00:57Z,3050000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
307,PT05M16.00S,2022-04-09T18:00:48.4Z,2,REGULAR,substitution,in,[],1629680,,,1610612754,57,39,2022-04-09T18:00:57Z,3060000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
308,PT05M16.00S,2022-04-09T18:00:48.4Z,2,REGULAR,substitution,in,[],1630198,,,1610612754,57,39,2022-04-09T18:00:57Z,3070000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
309,PT05M16.00S,2022-04-09T18:02:19.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627741,,,1610612754,57,40,2022-04-09T18:02:40Z,3080000,,,0,,B. Hield Free Throw 1 of 2 (6 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
310,PT05M16.00S,2022-04-09T18:02:19.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627741,,,1610612754,57,41,2022-04-09T18:02:40Z,3090000,,,0,,B. Hield Free Throw 2 of 2 (7 PTS),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
311,PT04M55.00S,2022-04-09T18:02:56.5Z,2,REGULAR,3pt,Jump Shot,[],201980,7.30946123521682,3.431372549019608,1610612755,57,41,2022-04-09T18:03:00Z,3100000,233.0,16.0,1,left,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Missed,,,23.34,,,,,,,,,,,
312,PT04M53.00S,2022-04-09T18:02:58.5Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,57,41,2022-04-09T18:03:00Z,3110000,,,0,,J. Embiid REBOUND (Off:3 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,311.0,,,,,,,,9.0,6.0,3.0,,,
313,PT04M51.00S,2022-04-09T18:03:01.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201980,23.73521681997372,11.27450980392157,1610612755,60,41,2022-04-09T18:03:05Z,3120000,194.0,171.0,1,left,D. Green 25' 3PT  (6 PTS) (J. Harden 4 AST),"[201980, 201935]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Made,,6.0,25.8,,,J. Harden,201935.0,4.0,,,,,,
315,PT04M34.00S,2022-04-09T18:03:16.8Z,2,REGULAR,2pt,Jump Shot,[],1629052,87.20433639947439,16.42156862745098,1610612754,60,43,2022-04-09T18:03:21Z,3140000,-168.0,68.0,1,right,O. Brissett 18' pullup Jump Shot (8 PTS) (T. Taylor 2 AST),"[1629052, 1630678]",1610612754.0,IND,pullup,,,Brissett,O. Brissett,,,,,,,,,,Made,,8.0,18.11,,,T. Taylor,1630678.0,2.0,,,,,,
317,PT04M17.00S,2022-04-09T18:03:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630198,3.892904073587385,44.85294117647059,1610612755,62,43,2022-04-09T18:03:40Z,3160000,26.0,-16.0,1,left,I. Joe cutting Layup (2 PTS) (J. Embiid 2 AST),"[1630198, 203954]",1610612755.0,PHI,cutting,,,Joe,I. Joe,,,,,,,,,,Made,,2.0,3.02,,,J. Embiid,203954.0,2.0,,,,,,
319,PT03M58.00S,2022-04-09T18:03:56.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612754,62,43,2022-04-09T18:04:04Z,3180000,,,0,,J. Embiid shooting personal FOUL (2 PF) (Brissett 2 FT),"[203954, 1629052]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,200832.0,2.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
321,PT03M58.00S,2022-04-09T18:04:25.8Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,62,43,2022-04-09T18:04:46Z,3200000,,,0,,MISS O. Brissett Free Throw 1 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,,,,,,,,,,,
322,PT03M58.00S,2022-04-09T18:04:25.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,62,43,2022-04-09T18:04:46Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,
323,PT03M58.00S,2022-04-09T18:04:27.9Z,2,REGULAR,substitution,out,[],1630678,,,1610612754,62,43,2022-04-09T18:04:32Z,3220000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
324,PT03M58.00S,2022-04-09T18:04:27.9Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,62,43,2022-04-09T18:04:32Z,3230000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M58.00S,2022-04-09T18:04:25.8Z,2,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,62,43,2022-04-09T18:04:46Z,3240000,,,0,,MISS O. Brissett Free Throw 2 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,,,,,,,,,,,
326,PT03M56.00S,2022-04-09T18:04:27.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,62,43,2022-04-09T18:04:46Z,3250000,,,0,,J. Embiid REBOUND (Off:3 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,325.0,,,,,,,,10.0,7.0,3.0,,,
327,PT03M44.00S,2022-04-09T18:04:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.258212877792378,48.529411764705884,1610612755,64,43,2022-04-09T18:05:08Z,3260000,7.0,6.0,1,left,J. Embiid cutting finger roll Layup (15 PTS) (M. Thybulle 2 AST),"[203954, 1629680]",1610612755.0,PHI,cutting finger roll,,,Embiid,J. Embiid,,,,,,,,,,Made,,15.0,0.97,,,M. Thybulle,1629680.0,2.0,,,,,,
329,PT03M26.00S,2022-04-09T18:05:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627741,84.1819973718791,37.254901960784316,1610612754,64,43,2022-04-09T18:05:19Z,3280000,-64.0,96.0,1,right,MISS B. Hield 11' turnaround Shot,[1627741],1610612754.0,IND,turnaround,,,Hield,B. Hield,,,,,,,,,,Missed,,,11.54,,,,,,,,,,,
330,PT03M23.00S,2022-04-09T18:05:16.9Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,64,43,2022-04-09T18:05:19Z,3290000,,,0,,J. Embiid REBOUND (Off:3 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,329.0,,,,,,,,11.0,8.0,3.0,,,
331,PT03M04.00S,2022-04-09T18:05:36.5Z,2,REGULAR,turnover,lost ball,[],203954,,,1610612755,64,43,2022-04-09T18:05:40Z,3300000,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1630613]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,1.0,Washington Jr.,1630613.0
332,PT03M04.00S,2022-04-09T18:05:36.5Z,2,REGULAR,steal,,[],1630613,,,1610612754,64,43,2022-04-09T18:05:38Z,3310000,,,0,,D. Washington Jr. STEAL (1 STL),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M59.00S,2022-04-09T18:05:41.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630613,90.48948751642575,95.09803921568627,1610612754,64,43,2022-04-09T18:05:47Z,3320000,225.0,37.0,1,right,MISS D. Washington Jr. 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,22.85,,,,,,,,,,,
334,PT02M56.00S,2022-04-09T18:05:45.0Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612754,64,43,2022-04-09T18:05:45Z,3330000,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,333.0,,,,,,,,2.0,1.0,1.0,,,
335,PT02M54.00S,2022-04-09T18:05:46.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,75.90341655716163,10.784313725490197,1610612754,64,43,2022-04-09T18:05:52Z,3340000,-196.0,174.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Missed,,,26.22,,,,,,,,,,,
336,PT02M52.00S,2022-04-09T18:05:48.4Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,64,43,2022-04-09T18:05:52Z,3350000,,,0,,O. Brissett REBOUND (Off:1 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,335.0,,,,,,,,4.0,3.0,1.0,,,
338,PT02M44.00S,2022-04-09T18:05:56.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630613,78.79434954007884,92.15686274509804,1610612754,64,46,2022-04-09T18:06:06Z,3370000,211.0,147.0,1,right,D. Washington Jr. 25' 3PT  (9 PTS) (O. Brissett 1 AST),"[1630613, 1629052]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,9.0,25.69,,,O. Brissett,1629052.0,1.0,,,,,,
340,PT02M41.00S,2022-04-09T18:06:09.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,64,46,2022-04-09T18:06:09Z,3390000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,out,[],201980,,,1610612755,64,46,2022-04-09T18:09:01Z,3400000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,64,46,2022-04-09T18:09:01Z,3410000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,out,[],1629052,,,1610612755,64,46,2022-04-09T18:09:01Z,3420000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
344,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,out,[],1627741,,,1610612755,64,46,2022-04-09T18:09:01Z,3430000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
345,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,64,46,2022-04-09T18:09:01Z,3440000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
346,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,in,[],202699,,,1610612755,64,46,2022-04-09T18:09:01Z,3450000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
347,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,in,[],1628221,,,1610612755,64,46,2022-04-09T18:09:01Z,3460000,,,0,,SUB in: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
348,PT02M41.00S,2022-04-09T18:08:44.9Z,2,REGULAR,substitution,in,[],1630678,,,1610612755,64,46,2022-04-09T18:09:01Z,3470000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
349,PT02M24.00S,2022-04-09T18:09:18.7Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612755,64,46,2022-04-09T18:09:24Z,3480000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1630543]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,3.0,Jackson,1630543.0
350,PT02M24.00S,2022-04-09T18:09:18.7Z,2,REGULAR,steal,,[],1630543,,,1610612754,64,46,2022-04-09T18:09:57Z,3490000,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
351,PT02M11.00S,2022-04-09T18:09:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630678,92.85479632063075,45.09803921568628,1610612754,64,46,2022-04-09T18:09:37Z,3500000,-25.0,15.0,1,right,MISS T. Taylor driving Layup,[1630678],1610612754.0,IND,driving,,,Taylor,T. Taylor,,,,,,,,,,Missed,,,2.86,,,,,,,,,,,
352,PT02M09.00S,2022-04-09T18:09:32.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,64,46,2022-04-09T18:09:37Z,3510000,,,0,,J. Embiid REBOUND (Off:3 Def:9),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,351.0,,,,,,,,12.0,9.0,3.0,,,
353,PT01M58.00S,2022-04-09T18:09:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.697109067017081,42.8921568627451,1610612755,64,46,2022-04-09T18:09:49Z,3520000,36.0,67.0,1,left,MISS T. Harris 7' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,,,,,,Missed,,,7.57,,,,,,,,,,,
354,PT01M54.00S,2022-04-09T18:09:47.4Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,64,46,2022-04-09T18:09:49Z,3530000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,353.0,,,,,,,,3.0,2.0,1.0,,,
355,PT01M40.00S,2022-04-09T18:10:01.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,89.83245729303549,48.03921568627451,1610612754,64,48,2022-04-09T18:10:07Z,3540000,-10.0,43.0,1,right,D. Washington Jr. floating Jump Shot (11 PTS) (T. Haliburton 5 AST),"[1630613, 1630169]",1610612754.0,IND,floating,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,11.0,4.42,,,T. Haliburton,1630169.0,5.0,,,,,,
356,PT01M26.00S,2022-04-09T18:10:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,5.601182654402102,52.20588235294118,1610612755,66,48,2022-04-09T18:10:20Z,3550000,-11.0,0.0,1,left,J. Embiid driving reverse Layup (17 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,driving reverse,,,Embiid,J. Embiid,,,,,,,,,,Made,,17.0,1.1,,,T. Maxey,1630178.0,4.0,,,,,,
358,PT01M16.00S,2022-04-09T18:10:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,86.5473061760841,49.754901960784316,1610612754,66,50,2022-04-09T18:10:30Z,3570000,-1.0,74.0,1,right,T. Haliburton 7' driving floating Jump Shot (5 PTS),[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,5.0,7.4,,,,,,,,,,,
359,PT01M03.00S,2022-04-09T18:10:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630198,27.808804204993432,81.86274509803921,1610612755,66,50,2022-04-09T18:10:42Z,3580000,-159.0,209.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,Missed,,,26.27,,,,,,,,,,,
360,PT01M00.00S,2022-04-09T18:10:41.7Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,66,50,2022-04-09T18:10:42Z,3590000,,,0,,I. Jackson REBOUND (Off:1 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,359.0,,,,,,,,4.0,3.0,1.0,,,
361,PT00M54.90S,2022-04-09T18:10:49.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630613,93.64323258869908,49.50980392156863,1610612754,66,52,2022-04-09T18:11:09Z,3600000,-2.0,7.0,1,right,D. Washington Jr. running Layup (13 PTS),[1630613],1610612754.0,IND,running,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,13.0,0.77,,,,,,,,,,,
362,PT00M36.10S,2022-04-09T18:11:10.3Z,2,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,66,52,2022-04-09T18:11:17Z,3610000,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (2 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,1628953.0,,,,,,,,,,,,,,,,,2.0,,
363,PT00M36.10S,2022-04-09T18:11:15.3Z,2,REGULAR,substitution,out,[],1630198,,,1610612754,66,52,2022-04-09T18:11:26Z,3620000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M36.10S,2022-04-09T18:11:15.3Z,2,REGULAR,substitution,in,[],1629680,,,1610612754,66,52,2022-04-09T18:11:26Z,3630000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M27.40S,2022-04-09T18:11:34.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,92.59198423127464,55.88235294117647,1610612754,66,54,2022-04-09T18:11:38Z,3640000,29.0,17.0,1,right,T. Haliburton driving floating bank Jump Shot (7 PTS),[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,7.0,3.4,,,,,,,,,,,
