actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
343,PT08M35.00S,2024-04-02T01:20:32.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.38042049934296,63.23529411764706,1610612741,62,73,2024-04-02T01:20:40Z,3370000,False,66.0,10.0,1,right,MISS N. Vucevic 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,
344,PT08M33.00S,2024-04-02T01:20:34.7Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,62,73,2024-04-02T01:20:40Z,3380000,False,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,In The Paint (Non-RA),0-8 Center,,,343.0,3.0,3.0,0.0,,,,,,,,,,,,,
345,PT08M31.00S,2024-04-02T01:20:37.8Z,3,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,62,73,2024-04-02T01:20:50Z,3390000,False,,,0,,D. Hunter bad pass out-of-bounds TURNOVER (2 TO),[1629631],1610612737.0,ATL,bad pass,,,Hunter,D. Hunter,,,,,1148.0,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,,,,,
346,PT08M31.00S,2024-04-02T01:20:49.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,62,73,2024-04-02T01:23:41Z,3400000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M05.00S,2024-04-02T01:24:03.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201942,66.96780551905388,43.872549019607845,1610612741,62,73,2024-04-02T01:24:09Z,3410000,False,-31.0,258.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,
348,PT08M03.00S,2024-04-02T01:24:05.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,62,73,2024-04-02T01:24:06Z,3420000,False,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Above the Break 3,24+ Center,,,347.0,4.0,4.0,0.0,,,,,,,,,,,,,
349,PT07M58.00S,2024-04-02T01:24:10.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627749,7.5722733245729295,50.0,1610612737,62,73,2024-04-02T01:24:18Z,3430000,False,0.0,19.0,1,left,MISS D. Murray running finger roll Layup,[1627749],1610612737.0,ATL,running finger roll,,,Murray,D. Murray,,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,
350,PT07M56.00S,2024-04-02T01:24:12.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,73,2024-04-02T01:24:54Z,3440000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Restricted Area,0-8 Center,,,349.0,7.0,6.0,1.0,,,,,,,,,,,,,
351,PT07M52.00S,2024-04-02T01:24:24.3Z,3,REGULAR,foul,personal,[],1627749,,,1610612741,62,73,2024-04-02T01:24:30Z,3450000,False,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 202696]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,1148.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Vucevic,202696.0,,
353,PT07M52.00S,2024-04-02T01:24:29.6Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,62,73,2024-04-02T01:24:33Z,3470000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT07M52.00S,2024-04-02T01:24:29.6Z,3,REGULAR,substitution,in,[],1628470,,,1610612741,62,73,2024-04-02T01:24:33Z,3480000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M44.00S,2024-04-02T01:24:47.8Z,3,REGULAR,2pt,Jump Shot,[],1629632,76.16622864651774,65.93137254901961,1610612741,62,73,2024-04-02T01:24:51Z,3490000,False,80.0,172.0,1,right,MISS C. White 18' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,,Mid-Range,16-24 Right Center,18.91,Missed,,,,,,,,,,,,,,,,,
356,PT07M42.00S,2024-04-02T01:24:49.8Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,62,73,2024-04-02T01:24:51Z,3500000,False,,,0,,C. Capela REBOUND (Off:3 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Mid-Range,16-24 Right Center,,,355.0,8.0,5.0,3.0,,,,,,,,,,,,,
357,PT07M34.00S,2024-04-02T01:24:57.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.601182654402102,50.245098039215684,1610612737,62,75,2024-04-02T01:25:02Z,3510000,False,-1.0,0.0,1,left,C. Capela alley-oop DUNK (10 PTS) (B. Bogdanovic 4 AST),"[203991, 203992]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,10.0,,,,B. Bogdanovic,203992.0,4.0,,,,,,
359,PT07M05.00S,2024-04-02T01:25:26.0Z,3,REGULAR,3pt,Jump Shot,[],1629632,87.99277266754271,96.07843137254902,1610612741,62,75,2024-04-02T01:26:07Z,3530000,False,230.0,60.0,1,right,MISS C. White step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,
360,PT07M03.00S,2024-04-02T01:25:28.3Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,62,75,2024-04-02T01:25:28Z,3540000,False,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Right Corner 3,24+ Right,,,359.0,5.0,5.0,0.0,,,,,,,,,,,,,
361,PT07M00.00S,2024-04-02T01:25:39.3Z,3,REGULAR,foul,personal,[],201942,,,1610612737,62,75,2024-04-02T01:25:56Z,3550000,False,,,0,,D. DeRozan personal FOUL (3 PF),"[201942, 1629631]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1148.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,0.0,Hunter,1629631.0,,
363,PT07M00.00S,2024-04-02T01:25:54.6Z,3,REGULAR,substitution,out,[],1629632,,,1610612737,62,75,2024-04-02T01:26:00Z,3570000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M00.00S,2024-04-02T01:25:54.6Z,3,REGULAR,substitution,in,[],1628975,,,1610612737,62,75,2024-04-02T01:26:00Z,3580000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M47.00S,2024-04-02T01:26:10.8Z,3,REGULAR,turnover,lost ball,[],203992,,,1610612737,62,75,2024-04-02T01:26:15Z,3590000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[203992, 202696]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,Vucevic,202696.0,,,,,,,,,
366,PT06M47.00S,2024-04-02T01:26:10.8Z,3,REGULAR,steal,,[],202696,,,1610612741,62,75,2024-04-02T01:26:15Z,3600000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
367,PT06M37.00S,2024-04-02T01:26:20.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,93.64323258869908,45.83333333333333,1610612741,62,75,2024-04-02T01:26:25Z,3610000,False,-21.0,7.0,1,right,MISS D. DeRozan driving finger roll Layup,[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,
368,PT06M35.00S,2024-04-02T01:26:22.3Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,62,75,2024-04-02T01:26:23Z,3620000,False,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Restricted Area,0-8 Center,,,367.0,4.0,4.0,0.0,,,,,,,,,,,,,
369,PT06M28.00S,2024-04-02T01:26:28.9Z,3,REGULAR,3pt,Jump Shot,[],1627749,25.312089356110377,82.35294117647058,1610612737,62,75,2024-04-02T01:26:34Z,3630000,False,-162.0,185.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Above the Break 3,24+ Left Center,24.61,Missed,,,,,,,,,,,,,,,,,
370,PT06M25.00S,2024-04-02T01:26:31.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,75,2024-04-02T01:26:34Z,3640000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Above the Break 3,24+ Left Center,,,369.0,8.0,7.0,1.0,,,,,,,,,,,,,
371,PT06M14.00S,2024-04-02T01:26:43.4Z,3,REGULAR,3pt,Jump Shot,[],1630245,66.5735873850197,64.70588235294117,1610612741,62,75,2024-04-02T01:26:52Z,3650000,False,74.0,262.0,1,right,MISS A. Dosunmu 27' pullup 3PT,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,,Above the Break 3,24+ Center,27.18,Missed,,,,,,,,,,,,,,,,,
372,PT06M09.00S,2024-04-02T01:26:48.4Z,3,REGULAR,rebound,offensive,[],1628975,,,1610612741,62,75,2024-04-02T01:26:52Z,3660000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,Above the Break 3,24+ Center,,,371.0,1.0,0.0,1.0,,,,,,,,,,,,,
373,PT06M07.00S,2024-04-02T01:26:49.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628975,90.48948751642575,25.0,1610612741,62,75,2024-04-02T01:26:55Z,3670000,False,-125.0,37.0,1,right,MISS J. Carter 13' pullup Shot,[1628975],1610612741.0,CHI,pullup,,,Carter,J. Carter,,,,,,Mid-Range,8-16 Left,13.03,Missed,,,,,,,,,,,,,,,,,
374,PT06M05.00S,2024-04-02T01:26:51.8Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,62,75,2024-04-02T01:26:51Z,3680000,False,,,0,,V. Krejci REBOUND (Off:0 Def:3),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Mid-Range,8-16 Left,,,373.0,3.0,3.0,0.0,,,,,,,,,,,,,
375,PT06M00.00S,2024-04-02T01:26:57.4Z,3,REGULAR,2pt,Jump Shot,[],1627749,23.340998685939553,53.92156862745098,1610612737,62,75,2024-04-02T01:27:39Z,3690000,False,-20.0,167.0,1,left,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,,Mid-Range,16-24 Center,16.8,Missed,,,,,,,,,,,,,,,,,
376,PT05M57.00S,2024-04-02T01:27:00.4Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,75,2024-04-02T01:27:03Z,3700000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Mid-Range,16-24 Center,,,375.0,9.0,8.0,1.0,,,,,,,,,,,,,
377,PT05M45.00S,2024-04-02T01:27:12.0Z,3,REGULAR,2pt,Jump Shot,[],201942,82.86793692509855,70.09803921568627,1610612741,64,75,2024-04-02T01:27:15Z,3710000,False,100.0,109.0,1,right,D. DeRozan 14' pullup Jump Shot (17 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,Mid-Range,8-16 Right,14.79,Made,,,,,17.0,,,,,,,,,,,,
381,PT05M32.00S,2024-04-02T01:27:28.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203991,9.937582128777924,49.754901960784316,1610612737,64,75,2024-04-02T01:34:59Z,3750000,False,1.0,41.0,1,left,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,
382,PT05M32.00S,2024-04-02T01:27:28.2Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,64,75,2024-04-02T01:27:33Z,3760000,False,,,0,,C. Capela REBOUND (Off:4 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,,,381.0,9.0,5.0,4.0,,,,,,,,,,,,,
383,PT05M32.00S,2024-04-02T01:27:31.7Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612737,64,75,2024-04-02T01:27:38Z,3770000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Capela 2 FT),"[202696, 203991]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,1628953.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Capela,203991.0,,
385,PT05M32.00S,2024-04-02T01:27:50.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,64,76,2024-04-02T01:27:50Z,3790000,False,,,0,,C. Capela Free Throw 1 of 2 (11 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
386,PT05M32.00S,2024-04-02T01:27:51.3Z,3,REGULAR,substitution,out,[],203992,,,1610612737,64,76,2024-04-02T01:28:01Z,3800000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M32.00S,2024-04-02T01:27:51.3Z,3,REGULAR,substitution,in,[],1629726,,,1610612737,64,76,2024-04-02T01:28:01Z,3810000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M32.00S,2024-04-02T01:27:50.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,64,76,2024-04-02T01:28:12Z,3820000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
389,PT05M30.00S,2024-04-02T01:27:52.4Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,64,76,2024-04-02T01:28:12Z,3830000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,388.0,10.0,9.0,1.0,,,,,,,,,,,,,
390,PT05M18.00S,2024-04-02T01:28:23.4Z,3,REGULAR,2pt,Jump Shot,[],201942,74.58935611038108,31.372549019607842,1610612741,64,76,2024-04-02T01:28:27Z,3840000,False,-93.0,186.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,Mid-Range,16-24 Left Center,20.84,Missed,,,,,,,,,,,,,,,,,
391,PT05M15.00S,2024-04-02T01:28:26.4Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,64,76,2024-04-02T01:28:27Z,3850000,False,,,0,,D. Murray REBOUND (Off:0 Def:6),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,Mid-Range,16-24 Left Center,,,390.0,6.0,6.0,0.0,,,,,,,,,,,,,
392,PT05M09.00S,2024-04-02T01:28:32.2Z,3,REGULAR,3pt,Jump Shot,[],1629631,22.28975032851511,11.27450980392157,1610612737,64,76,2024-04-02T01:28:41Z,3860000,False,194.0,157.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,
393,PT05M05.00S,2024-04-02T01:28:36.2Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612741,64,76,2024-04-02T01:28:41Z,3870000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,Above the Break 3,24+ Right Center,,,392.0,1.0,1.0,0.0,,,,,,,,,,,,,
394,PT04M45.00S,2024-04-02T01:28:56.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,90.48948751642575,56.86274509803921,1610612741,64,76,2024-04-02T01:29:13Z,3880000,False,34.0,37.0,1,right,MISS D. DeRozan driving floating bank Shot,[201942],1610612741.0,CHI,driving floating bank,,,DeRozan,D. DeRozan,,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,
395,PT04M42.00S,2024-04-02T01:28:59.6Z,3,REGULAR,rebound,offensive,[],1628470,,,1610612741,64,76,2024-04-02T01:29:13Z,3890000,False,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,In The Paint (Non-RA),0-8 Center,,,394.0,2.0,1.0,1.0,,,,,,,,,,,,,
396,PT04M31.00S,2024-04-02T01:29:10.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628975,92.72339027595268,49.50980392156863,1610612741,64,76,2024-04-02T01:29:19Z,3900000,False,-2.0,16.0,1,right,MISS J. Carter driving Layup,[1628975],1610612741.0,CHI,driving,,,Carter,J. Carter,,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,
397,PT04M28.00S,2024-04-02T01:29:12.4Z,3,REGULAR,rebound,defensive,[],1630249,,,1610612737,64,76,2024-04-02T01:29:12Z,3910000,False,,,0,,V. Krejci REBOUND (Off:0 Def:4),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,Restricted Area,0-8 Center,,,396.0,4.0,4.0,0.0,,,,,,,,,,,,,
398,PT04M27.00S,2024-04-02T01:29:17.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203991,6.1268068331143235,50.73529411764706,1610612737,64,78,2024-04-02T01:29:24Z,3920000,False,-4.0,5.0,1,left,C. Capela running Layup (13 PTS) (V. Krejci 3 AST),"[203991, 1630249]",1610612737.0,ATL,running,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,13.0,,,,V. Krejci,1630249.0,3.0,,,,,,
400,PT04M27.00S,2024-04-02T01:29:19.6Z,3,REGULAR,foul,personal,['1freethrow'],202696,,,1610612737,64,78,2024-04-02T01:29:31Z,3940000,False,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Capela 1 FT),"[202696, 203991]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,1148.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Capela,203991.0,,
402,PT04M27.00S,2024-04-02T01:29:34.3Z,3,REGULAR,substitution,out,[],1630249,,,1610612737,64,78,2024-04-02T01:29:37Z,3960000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M27.00S,2024-04-02T01:29:34.3Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,64,78,2024-04-02T01:29:37Z,3970000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M27.00S,2024-04-02T01:29:40.1Z,3,REGULAR,substitution,out,[],201942,,,1610612737,64,78,2024-04-02T01:29:46Z,3980000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M27.00S,2024-04-02T01:29:40.1Z,3,REGULAR,substitution,out,[],1630245,,,1610612737,64,78,2024-04-02T01:29:46Z,3990000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M27.00S,2024-04-02T01:29:40.1Z,3,REGULAR,substitution,in,[],1627936,,,1610612737,64,78,2024-04-02T01:29:46Z,4000000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M27.00S,2024-04-02T01:29:40.1Z,3,REGULAR,substitution,in,[],1629632,,,1610612737,64,78,2024-04-02T01:29:46Z,4010000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M27.00S,2024-04-02T01:29:50.0Z,3,REGULAR,substitution,out,[],202696,,,1610612737,64,78,2024-04-02T01:29:52Z,4020000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M27.00S,2024-04-02T01:29:50.0Z,3,REGULAR,substitution,in,[],203083,,,1610612737,64,78,2024-04-02T01:29:52Z,4030000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M27.00S,2024-04-02T01:30:09.2Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203991,,,1610612737,64,78,2024-04-02T01:30:11Z,4040000,False,,,0,,MISS C. Capela Free Throw 1 of 1,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
411,PT04M25.00S,2024-04-02T01:30:11.2Z,3,REGULAR,rebound,defensive,[],203083,,,1610612741,64,78,2024-04-02T01:30:11Z,4050000,False,,,0,,A. Drummond REBOUND (Off:3 Def:8),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,410.0,11.0,8.0,3.0,,,,,,,,,,,,,
412,PT04M15.00S,2024-04-02T01:30:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.9862023653088,52.450980392156865,1610612741,64,78,2024-04-02T01:30:23Z,4060000,False,12.0,13.0,1,right,MISS A. Caruso driving Layup - blocked,"[1627936, 203991]",1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,Capela,203991.0
419,PT04M15.00S,2024-04-02T01:30:19.1Z,3,REGULAR,block,,[],203991,,,1610612741,64,78,2024-04-02T01:30:55Z,4065000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
413,PT04M12.00S,2024-04-02T01:30:22.1Z,3,REGULAR,rebound,offensive,[],203083,,,1610612741,64,78,2024-04-02T01:30:23Z,4070000,False,,,0,,A. Drummond REBOUND (Off:4 Def:8),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,,,412.0,12.0,8.0,4.0,,,,,,,,,,,,,
414,PT04M12.00S,2024-04-02T01:30:22.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203083,94.40999984741211,50.0,1610612741,64,78,2024-04-02T01:32:10Z,4080000,False,0.0,0.0,1,right,MISS A. Drummond tip DUNK,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
415,PT04M11.00S,2024-04-02T01:30:23.6Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612737,64,78,2024-04-02T01:36:04Z,4090000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,Restricted Area,0-8 Center,,,414.0,1.0,1.0,0.0,,,,,,,,,,,,,
416,PT04M07.00S,2024-04-02T01:30:29.2Z,3,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,64,78,2024-04-02T01:30:37Z,4100000,False,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,bad pass,,,Johnson,J. Johnson,,,,,1627961.0,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,,,,
417,PT04M07.00S,2024-04-02T01:30:31.8Z,3,REGULAR,substitution,out,[],203991,,,1610612741,64,78,2024-04-02T01:30:34Z,4110000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M07.00S,2024-04-02T01:30:31.8Z,3,REGULAR,substitution,in,[],1628981,,,1610612741,64,78,2024-04-02T01:30:34Z,4120000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M55.00S,2024-04-02T01:30:58.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,87.72996057818659,95.34313725490196,1610612741,64,78,2024-04-02T01:31:01Z,4130000,False,227.0,63.0,1,right,MISS T. Craig 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,Right Corner 3,24+ Right,23.52,Missed,,,,,,,,,,,,,,,,,
421,PT03M53.00S,2024-04-02T01:31:00.3Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,64,78,2024-04-02T01:31:01Z,4140000,False,,,0,,D. Hunter REBOUND (Off:0 Def:5),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Right Corner 3,24+ Right,,,420.0,5.0,5.0,0.0,,,,,,,,,,,,,
422,PT03M44.00S,2024-04-02T01:31:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,10.85742444152431,60.29411764705882,1610612737,64,80,2024-04-02T01:31:12Z,4150000,False,-51.0,50.0,1,left,D. Murray 7' driving floating Jump Shot (13 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,,,,,13.0,,,,,,,,,,,,
