actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
254,PT06M42.00S,2023-12-13T01:50:45.4Z,2,REGULAR,foul,personal,['2freethrow'],1631207,,,1610612743,38,40,2023-12-13T01:50:51Z,2500000,False,,,0,,D. Terry shooting personal FOUL (1 PF) (Braun 2 FT),"[1631207, 1631128]",1610612741.0,CHI,shooting,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,1.0,0.0,Braun,1631128.0,,,,,
256,PT06M42.00S,2023-12-13T01:51:06.7Z,2,REGULAR,freethrow,1 of 2,[],1631128,,,1610612743,38,41,2023-12-13T01:51:06Z,2520000,False,,,0,,C. Braun Free Throw 1 of 2 (8 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
257,PT06M42.00S,2023-12-13T01:51:20.2Z,2,REGULAR,freethrow,2 of 2,[],1631128,,,1610612743,38,42,2023-12-13T01:51:20Z,2530000,False,,,0,,C. Braun Free Throw 2 of 2 (9 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
258,PT06M32.00S,2023-12-13T01:51:34.2Z,2,REGULAR,3pt,Jump Shot,[],202696,33.590670170827856,45.588235294117645,1610612741,38,42,2023-12-13T01:51:39Z,2540000,False,22.0,263.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.42,Missed,,,,,,,,,,,,,,,,,,
259,PT06M32.00S,2023-12-13T01:51:36.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,38,42,2023-12-13T01:51:36Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,258.0,,,,,,,,,,,,
260,PT06M32.00S,2023-12-13T01:51:38.4Z,2,REGULAR,foul,personal,[],203932,,,1610612741,38,42,2023-12-13T01:51:56Z,2560000,False,,,0,,A. Gordon loose ball personal FOUL (1 PF),"[203932, 1630172]",1610612743.0,DEN,loose ball,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,1.0,0.0,Williams,1630172.0,,,,,
262,PT06M23.00S,2023-12-13T01:51:59.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,30.436925098554536,68.13725490196079,1610612741,38,42,2023-12-13T01:52:08Z,2580000,False,-91.0,234.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
263,PT06M22.00S,2023-12-13T01:52:00.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,38,42,2023-12-13T01:52:08Z,2590000,False,,,0,,N. Jokic REBOUND (Off:3 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,262.0,9.0,6.0,3.0,,,,,,,,,
264,PT06M13.00S,2023-12-13T01:52:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,91.80354796320631,50.49019607843137,1610612743,38,42,2023-12-13T02:02:59Z,2600000,False,2.0,25.0,1,right,MISS K. Caldwell-Pope driving Layup,[203484],1610612743.0,DEN,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
265,PT06M11.00S,2023-12-13T01:52:12.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,38,42,2023-12-13T01:52:18Z,2610000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,264.0,10.0,6.0,4.0,,,,,,,,,
266,PT06M10.00S,2023-12-13T01:52:13.1Z,2,REGULAR,turnover,lost ball,[],202696,,,1610612741,38,42,2023-12-13T01:52:21Z,2620000,False,,,0,,N. Vucevic lost ball TURNOVER (1 TO),"[202696, 1629008]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,,,Porter Jr.,1629008.0
267,PT06M10.00S,2023-12-13T01:52:13.1Z,2,REGULAR,steal,,[],1629008,,,1610612743,38,42,2023-12-13T01:52:15Z,2630000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT06M04.00S,2023-12-13T01:52:18.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,93.38042049934296,51.225490196078425,1610612743,38,44,2023-12-13T01:59:12Z,2640000,False,6.0,10.0,1,right,A. Gordon driving Layup (4 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.15,Made,4.0,,,,,,,,,,,,,,,,,
269,PT05M53.00S,2023-12-13T01:52:32.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612741,38,44,2023-12-13T01:52:50Z,2650000,False,,,0,,K. Caldwell-Pope personal FOUL (1 PF) (Terry 2 FT),"[203484, 1631207]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,,,,,,,1193.0,,,,,1.0,0.0,Terry,1631207.0,,,,,
271,PT05M53.00S,2023-12-13T01:52:59.9Z,2,REGULAR,freethrow,1 of 2,[],1631207,,,1610612741,39,44,2023-12-13T01:52:59Z,2670000,False,,,0,,D. Terry Free Throw 1 of 2 (1 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
272,PT05M53.00S,2023-12-13T01:53:14.8Z,2,REGULAR,freethrow,2 of 2,[],1631207,,,1610612741,40,44,2023-12-13T01:53:14Z,2680000,False,,,0,,D. Terry Free Throw 2 of 2 (2 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
274,PT05M38.00S,2023-12-13T01:53:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,55.392156862745104,1610612743,40,44,2023-12-13T01:53:36Z,2690000,False,27.0,17.0,1,right,MISS N. Jokic driving Layup - blocked,"[203999, 202696]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,Vucevic,202696.0,,
275,PT05M38.00S,2023-12-13T01:53:31.7Z,2,REGULAR,block,,[],202696,,,1610612743,40,44,2023-12-13T01:53:34Z,2700000,False,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT05M34.00S,2023-12-13T01:53:35.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,44,2023-12-13T01:53:36Z,2710000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,274.0,11.0,7.0,4.0,,,,,,,,,
277,PT05M23.00S,2023-12-13T01:53:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,13.61695137976347,49.26470588235294,1610612741,40,44,2023-12-13T02:04:02Z,2720000,False,4.0,75.0,1,left,MISS P. Williams 7' fadeaway Shot,[1630172],1610612741.0,CHI,fadeaway,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.56,Missed,,,,,,,,,,,,,,,,,,
278,PT05M22.00S,2023-12-13T01:53:46.5Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,40,44,2023-12-13T02:04:02Z,2730000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,277.0,1.0,1.0,0.0,,,,,,,,,
279,PT05M12.00S,2023-12-13T01:53:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,93.77463863337714,51.225490196078425,1610612743,40,44,2023-12-13T02:04:43Z,2740000,False,6.0,6.0,1,right,MISS A. Gordon Layup - blocked,"[203932, 1630172]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,,,,,,,,,,,Williams,1630172.0,,
280,PT05M12.00S,2023-12-13T01:53:57.3Z,2,REGULAR,block,,[],1630172,,,1610612743,40,44,2023-12-13T01:53:59Z,2750000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT05M07.00S,2023-12-13T01:54:02.3Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,40,44,2023-12-13T01:54:03Z,2760000,False,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,279.0,3.0,1.0,2.0,,,,,,,,,
282,PT05M07.00S,2023-12-13T01:54:02.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203932,94.40999984741211,50.0,1610612743,40,44,2023-12-13T01:54:08Z,2770000,False,0.0,0.0,1,right,MISS A. Gordon putback Layup - blocked,"[203932, 202696]",1610612743.0,DEN,putback,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,Vucevic,202696.0,,
310,PT05M07.00S,2023-12-13T01:54:02.1Z,2,REGULAR,block,,[],202696,,,1610612743,40,44,2023-12-13T01:57:26Z,2775000,False,,,0,,N. Vucevic BLOCK (2 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT05M06.00S,2023-12-13T01:54:03.1Z,2,REGULAR,rebound,defensive,[],1641763,,,1610612741,40,44,2023-12-13T01:54:08Z,2780000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,,,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,
284,PT04M48.00S,2023-12-13T01:54:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,13.61695137976347,57.59803921568627,1610612741,42,44,2023-12-13T01:54:25Z,2790000,False,-38.0,75.0,1,left,N. Vucevic 8' turnaround fadeaway Jump Shot (10 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.45,Made,10.0,,,,,,,,,,,,,,,,,
285,PT04M28.00S,2023-12-13T01:54:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,94.1688567674113,52.94117647058824,1610612743,42,46,2023-12-13T02:06:13Z,2800000,False,15.0,2.0,1,right,C. Braun cutting Layup (11 PTS) (N. Jokic 5 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.49,Made,11.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,,,
287,PT04M15.00S,2023-12-13T01:54:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.915243101182654,49.50980392156863,1610612741,44,46,2023-12-13T02:06:39Z,2820000,False,2.0,13.0,1,left,N. Vucevic cutting Layup (12 PTS) (J. Phillips 1 AST),"[202696, 1641763]",1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.27,Made,12.0,J. Phillips,1641763.0,1.0,,,,,,,,,,,,,,
289,PT03M55.00S,2023-12-13T01:55:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,92.46057818659659,50.98039215686274,1610612743,44,46,2023-12-13T02:07:43Z,2840000,False,5.0,18.0,1,right,MISS A. Gordon driving finger roll Layup,[203932],1610612743.0,DEN,driving finger roll,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,,,,,
290,PT03M54.00S,2023-12-13T01:55:15.1Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,44,46,2023-12-13T02:07:43Z,2850000,False,,,0,,A. Gordon REBOUND (Off:3 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,289.0,4.0,1.0,3.0,,,,,,,,,
291,PT03M54.00S,2023-12-13T01:55:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,94.40999984741211,50.0,1610612743,44,46,2023-12-13T01:55:17Z,2860000,False,0.0,0.0,1,right,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
292,PT03M54.00S,2023-12-13T01:55:18.1Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,44,46,2023-12-13T01:55:18Z,2870000,False,,,0,,A. Gordon REBOUND (Off:4 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,291.0,5.0,1.0,4.0,,,,,,,,,
293,PT03M54.00S,2023-12-13T01:55:24.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612743,44,46,2023-12-13T01:55:39Z,2880000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Gordon 2 FT),"[202696, 203932]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,1.0,0.0,Gordon,203932.0,,,,,
295,PT03M54.00S,2023-12-13T01:55:48.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,44,46,2023-12-13T01:55:48Z,2900000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
296,PT03M54.00S,2023-12-13T01:55:48.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,44,46,2023-12-13T01:55:48Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,
297,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,out,[],1641763,,,1610612743,44,46,2023-12-13T01:56:01Z,2920000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,out,[],1631207,,,1610612743,44,46,2023-12-13T01:56:01Z,2930000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,out,[],1630172,,,1610612743,44,46,2023-12-13T01:56:01Z,2940000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,44,46,2023-12-13T01:56:01Z,2950000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,in,[],1629632,,,1610612743,44,46,2023-12-13T01:56:01Z,2960000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,in,[],201942,,,1610612743,44,46,2023-12-13T01:56:01Z,2970000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,in,[],1628470,,,1610612743,44,46,2023-12-13T01:56:01Z,2980000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M54.00S,2023-12-13T01:55:49.0Z,2,REGULAR,substitution,in,[],202704,,,1610612743,44,46,2023-12-13T01:56:01Z,2990000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M54.00S,2023-12-13T01:56:19.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,44,47,2023-12-13T01:56:19Z,3000000,False,,,0,,A. Gordon Free Throw 2 of 2 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
306,PT03M43.00S,2023-12-13T01:56:33.9Z,2,REGULAR,3pt,Jump Shot,[],1629632,34.247700394218136,41.42156862745098,1610612741,44,47,2023-12-13T01:56:54Z,3010000,False,43.0,269.0,1,left,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
307,PT03M42.00S,2023-12-13T01:56:35.5Z,2,REGULAR,rebound,offensive,[],1628470,,,1610612741,44,47,2023-12-13T01:56:35Z,3020000,False,,,0,,T. Craig REBOUND (Off:2 Def:2),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,306.0,4.0,2.0,2.0,,,,,,,,,
308,PT03M32.00S,2023-12-13T01:56:49.3Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,44,47,2023-12-13T01:57:01Z,3030000,False,,,0,,N. Vucevic step out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,step,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,,,,,,,,,2.0,,,,
309,PT03M16.00S,2023-12-13T01:57:13.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,93.51182654402102,52.20588235294118,1610612743,44,47,2023-12-13T02:09:24Z,3040000,False,11.0,8.0,1,right,MISS R. Jackson cutting finger roll Layup,[202704],1610612743.0,DEN,cutting finger roll,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
314,PT03M13.00S,2023-12-13T01:57:16.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,44,47,2023-12-13T02:09:24Z,3050000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,309.0,,,,,,,,,,,,
311,PT03M13.00S,2023-12-13T01:58:06.6Z,2,REGULAR,jumpball,recovered,[],202704,,,1610612743,44,47,2023-12-13T01:58:06Z,3060000,False,,,0,,Jump Ball A. Gordon vs. A. Dosunmu: Tip to R. Jackson,"[202704, 203932, 1630245]",1610612743.0,DEN,heldball,R. Jackson,202704.0,Jackson,R. Jackson,Gordon,203932.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,,,,,,,,
315,PT03M04.00S,2023-12-13T01:58:15.9Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203484,70.12155059132719,54.41176470588235,1610612743,44,49,2023-12-13T02:10:09Z,3090000,False,22.0,228.0,1,right,K. Caldwell-Pope 22' step back Jump Shot (4 PTS),[203484],1610612743.0,DEN,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,22.95,Made,4.0,,,,,,,,,,,,,,,,,
316,PT02M47.00S,2023-12-13T01:58:34.6Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,44,49,2023-12-13T01:58:42Z,3100000,False,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (3 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,200834.0,,,,,,,,,3.0,,,,
317,PT02M47.00S,2023-12-13T01:58:41.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,44,49,2023-12-13T01:58:41Z,3110000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M47.00S,2023-12-13T02:01:11.0Z,2,REGULAR,substitution,out,[],1630245,,,1610612743,44,49,2023-12-13T02:01:28Z,3120000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M47.00S,2023-12-13T02:01:11.0Z,2,REGULAR,substitution,in,[],1628975,,,1610612743,44,49,2023-12-13T02:01:28Z,3130000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M28.00S,2023-12-13T02:02:10.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612743,44,49,2023-12-13T02:02:26Z,3140000,False,,,0,,T. Craig shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628470, 1629008]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Mid-Range,16-24 Left Center,,,,,,,1628159.0,,,,,2.0,0.0,Porter Jr.,1629008.0,,,,,
322,PT02M28.00S,2023-12-13T02:02:30.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629008,,,1610612743,44,50,2023-12-13T02:02:30Z,3160000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
323,PT02M28.00S,2023-12-13T02:02:47.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629008,,,1610612743,44,51,2023-12-13T02:02:47Z,3170000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (6 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
324,PT02M14.00S,2023-12-13T02:03:02.3Z,2,REGULAR,2pt,Jump Shot,[],202696,18.347568988173457,76.22549019607843,1610612741,44,51,2023-12-13T02:11:01Z,3180000,False,-131.0,120.0,1,left,MISS N. Vucevic 17' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,17.77,Missed,,,,,,,,,,,,,,,,,,
325,PT02M12.00S,2023-12-13T02:03:04.3Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,44,51,2023-12-13T02:03:08Z,3190000,False,,,0,,A. Gordon REBOUND (Off:4 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,,,,,324.0,6.0,2.0,4.0,,,,,,,,,
326,PT02M00.00S,2023-12-13T02:03:16.5Z,2,REGULAR,3pt,Jump Shot,[],202704,93.9060446780552,3.6764705882352944,1610612743,44,54,2023-12-13T02:12:36Z,3200000,False,-232.0,5.0,1,right,R. Jackson 3PT  (16 PTS) (N. Jokic 6 AST),"[202704, 203999]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,23.16,Made,16.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,
329,PT01M36.00S,2023-12-13T02:03:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.732588699080158,50.73529411764706,1610612741,46,54,2023-12-13T02:12:58Z,3230000,False,-4.0,1.0,1,left,N. Vucevic Layup (14 PTS) (C. White 3 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,0.4,Made,14.0,C. White,1629632.0,3.0,,,,,,,,,,,,,,
331,PT01M36.00S,2023-12-13T02:03:59.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203999,,,1610612741,46,54,2023-12-13T02:04:08Z,3250000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Vucevic 1 FT),"[203999, 202696]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,1.0,0.0,Vucevic,202696.0,,,,,
333,PT01M36.00S,2023-12-13T02:04:25.1Z,2,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,47,54,2023-12-13T02:04:25Z,3270000,False,,,0,,N. Vucevic Free Throw 1 of 1 (15 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
334,PT01M12.00S,2023-12-13T02:04:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.1688567674113,45.588235294117645,1610612743,47,54,2023-12-13T02:05:05Z,3280000,False,-22.0,2.0,1,right,MISS N. Jokic reverse Layup,[203999],1610612743.0,DEN,reverse,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
335,PT01M10.00S,2023-12-13T02:04:52.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,47,54,2023-12-13T02:24:21Z,3290000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,334.0,12.0,8.0,4.0,,,,,,,,,
336,PT01M08.00S,2023-12-13T02:04:56.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612741,47,54,2023-12-13T02:05:46Z,3300000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (White 2 FT),"[203484, 1629632]",1610612743.0,DEN,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,2.0,0.0,White,1629632.0,,,,,
