actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
633,PT04M37.00S,2024-11-26T05:17:28.7Z,4,REGULAR,3pt,Jump Shot,[],1630553,7.670827858081481,96.81372549019608,1610612751,104,110,2024-11-26T05:17:33Z,5900000,False,-234.0,20.0,1,left,K. Johnson 3PT  (8 PTS) (D. Schröder 4 AST),"[1630553, 203471]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.49,Made,,,,8.0,D. Schröder,203471.0,4.0,,,,,,,,,,,
635,PT04M30.00S,2024-11-26T05:17:41.8Z,4,REGULAR,foul,personal,[],1630553,,,1610612744,104,110,2024-11-26T05:18:02Z,5920000,False,,,0,,K. Johnson personal FOUL (3 PF),"[1630553, 201939]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,,,,,,,,3.0,1.0,Curry,201939.0,,,,,
639,PT04M21.00S,2024-11-26T05:18:08.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.87319316688567,56.372549019607845,1610612744,104,110,2024-11-26T05:18:12Z,5940000,False,32.0,5.0,1,right,MISS A. Wiggins driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
640,PT04M18.00S,2024-11-26T05:18:11.0Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,104,110,2024-11-26T05:18:12Z,5950000,False,,,0,,J. Wilson REBOUND (Off:0 Def:5),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,639.0,,,,,,,,,,,,,5.0,5.0,0.0,,
641,PT03M59.00S,2024-11-26T05:18:29.4Z,4,REGULAR,3pt,Jump Shot,[],1630570,7.145203679369246,95.34313725490196,1610612751,104,110,2024-11-26T05:18:42Z,5960000,False,-227.0,15.0,1,left,MISS T. Watford 3PT,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
642,PT03M54.00S,2024-11-26T05:18:34.4Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,104,110,2024-11-26T05:18:42Z,5970000,False,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,641.0,,,,,,,,,,,,,4.0,4.0,0.0,,
643,PT03M54.00S,2024-11-26T05:18:41.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612744,104,110,2024-11-26T05:19:08Z,5980000,False,,,0,,D. Schröder personal FOUL (4 PF) (Curry 2 FT),"[203471, 201939]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,200834.0,,,,,,,,4.0,0.0,Curry,201939.0,,,,,
647,PT03M54.00S,2024-11-26T05:19:09.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201939,,,1610612744,105,110,2024-11-26T05:19:09Z,6000000,False,,,0,,S. Curry Free Throw 1 of 2 (21 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,21.0,,,,,,,,,,,,,,
648,PT03M54.00S,2024-11-26T05:19:09.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201939,,,1610612744,106,110,2024-11-26T05:44:01Z,6010000,False,,,0,,S. Curry Free Throw 2 of 2 (22 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,22.0,,,,,,,,,,,,,,
649,PT03M33.00S,2024-11-26T05:19:49.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,13.18988173455979,40.68627450980392,1610612751,106,112,2024-11-26T05:19:53Z,6020000,False,47.0,71.0,1,left,T. Watford 8' driving floating Jump Shot (5 PTS) (D. Schröder 5 AST),"[1630570, 203471]",1610612751.0,BKN,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Right,8.53,Made,,,,5.0,D. Schröder,203471.0,5.0,,,,,,,,,,,
651,PT03M26.00S,2024-11-26T05:19:56.9Z,4,REGULAR,3pt,Jump Shot,[],201939,72.7168199737188,19.607843137254903,1610612744,109,112,2024-11-26T05:20:01Z,6040000,False,-152.0,204.0,1,right,S. Curry 25' 3PT step back (25 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.44,Made,,,,25.0,,,,,,,,,,,,,,
655,PT03M12.00S,2024-11-26T05:20:04.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,9.773324572930349,41.17647058823529,1610612751,109,114,2024-11-26T05:20:42Z,6045000,False,44.0,39.0,1,left,D. Schröder driving Layup (24 PTS),[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,,,,24.0,,,,,,,,,,,,,,
652,PT03M12.00S,2024-11-26T05:20:12.9Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203110,,,1610612751,109,114,2024-11-26T05:52:17Z,6050000,False,,,0,,D. Green shooting personal FOUL (3 PF) (Schröder 1 FT),"[203110, 203471]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,200834.0,,,,,,,,3.0,0.0,Schröder,203471.0,,,,,
656,PT03M12.00S,2024-11-26T05:20:13.0Z,4,REGULAR,freethrow,1 of 1,[],203471,,,1610612751,109,115,2024-11-26T05:21:09Z,6080000,False,,,0,,D. Schröder Free Throw 1 of 1 (25 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,25.0,,,,,,,,,,,,,,
657,PT03M00.00S,2024-11-26T05:21:12.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612744,109,115,2024-11-26T05:21:23Z,6090000,False,,,0,,Z. Williams personal FOUL (1 PF) (Green 2 FT),"[1630533, 203110]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,202037.0,,,,,,,,1.0,1.0,Green,203110.0,,,,,
659,PT03M00.00S,2024-11-26T05:21:35.0Z,4,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,109,115,2024-11-26T05:21:35Z,6110000,False,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
660,PT03M00.00S,2024-11-26T05:21:35.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,109,115,2024-11-26T05:21:35Z,6120000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,,,,,
663,PT03M00.00S,2024-11-26T05:21:35.0Z,4,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,109,115,2024-11-26T05:22:07Z,6130000,False,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
664,PT02M58.00S,2024-11-26T05:21:37.0Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612751,109,115,2024-11-26T05:22:07Z,6140000,False,,,0,,Z. Williams REBOUND (Off:2 Def:8),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,663.0,,,,,,,,,,,,,10.0,8.0,2.0,,
665,PT02M58.00S,2024-11-26T05:22:06.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641764,,,1610612751,109,115,2024-11-26T05:22:14Z,6150000,False,,,0,,B. Podziemski personal FOUL (2 PF) (Williams 2 FT),"[1641764, 1630533]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,1627963.0,,,,,,,,2.0,0.0,Williams,1630533.0,,,,,
667,PT02M58.00S,2024-11-26T05:22:41.9Z,4,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,109,116,2024-11-26T05:22:41Z,6170000,False,,,0,,Z. Williams Free Throw 1 of 2 (16 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,16.0,,,,,,,,,,,,,,
670,PT02M58.00S,2024-11-26T05:23:03.5Z,4,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,109,117,2024-11-26T05:23:03Z,6180000,False,,,0,,Z. Williams Free Throw 2 of 2 (17 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,17.0,,,,,,,,,,,,,,
671,PT02M55.00S,2024-11-26T05:23:13.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612744,109,117,2024-11-26T05:23:34Z,6190000,False,,,0,,Z. Williams personal FOUL (2 PF) (Green 2 FT),"[1630533, 203110]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Center,,,,200834.0,,,,,,,,2.0,1.0,Green,203110.0,,,,,
673,PT02M55.00S,2024-11-26T05:23:36.1Z,4,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,110,117,2024-11-26T05:24:05Z,6210000,False,,,0,,D. Green Free Throw 1 of 2 (4 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
674,PT02M55.00S,2024-11-26T05:23:36.1Z,4,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,110,117,2024-11-26T05:24:05Z,6220000,False,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
675,PT02M51.00S,2024-11-26T05:23:40.1Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,110,117,2024-11-26T05:24:05Z,6230000,False,,,0,,G. Payton II REBOUND (Off:4 Def:5),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,674.0,,,,,,,,,,,,,9.0,5.0,4.0,,
676,PT02M47.00S,2024-11-26T05:24:02.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201939,90.14454664914587,96.54564950980392,1610612744,110,117,2024-11-26T05:24:08Z,6240000,False,233.0,40.0,1,right,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,23.61,Missed,,,,,,,,,,,,,,,,,,
677,PT02M43.00S,2024-11-26T05:24:06.4Z,4,REGULAR,rebound,defensive,[],203471,,,1610612751,110,117,2024-11-26T05:24:08Z,6250000,False,,,0,,D. Schröder REBOUND (Off:1 Def:4),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,676.0,,,,,,,,,,,,,5.0,4.0,1.0,,
678,PT02M26.00S,2024-11-26T05:24:23.9Z,4,REGULAR,3pt,Jump Shot,[],203471,30.27266754270697,78.18627450980392,1610612751,110,117,2024-11-26T05:24:33Z,6260000,False,-141.0,232.0,1,left,MISS D. Schröder 27' step back 3PT,[203471],1610612751.0,BKN,step back,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
679,PT02M23.00S,2024-11-26T05:24:26.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,110,117,2024-11-26T05:24:33Z,6270000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,678.0,,,,,,,,,,,,,,,,,
681,PT02M23.00S,2024-11-26T05:24:52.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,110,117,2024-11-26T05:24:52Z,6290000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT02M12.00S,2024-11-26T05:26:49.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630533,5.962549277266746,52.450980392156865,1610612751,110,119,2024-11-26T05:26:54Z,6300000,False,-12.0,4.0,1,left,Z. Williams cutting DUNK (19 PTS) (D. Schröder 6 AST),"[1630533, 203471]",1610612751.0,BKN,cutting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,1.28,Made,,,,19.0,D. Schröder,203471.0,6.0,,,,,,,,,,,
685,PT01M54.00S,2024-11-26T05:27:07.8Z,4,REGULAR,3pt,Jump Shot,[],203952,77.44743758212877,90.68627450980392,1610612744,113,119,2024-11-26T05:27:14Z,6330000,False,203.0,159.0,1,right,A. Wiggins 25' 3PT  (16 PTS) (G. Payton II 3 AST),"[203952, 1627780]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.85,Made,,,,16.0,G. Payton II,1627780.0,3.0,,,,,,,,,,,
687,PT01M36.00S,2024-11-26T05:27:30.3Z,4,REGULAR,2pt,Jump Shot,[],203471,10.512483574244413,71.30055147058823,1610612751,113,121,2024-11-26T05:53:53Z,6350000,False,-107.0,46.0,1,left,D. Schröder 11' step back bank Jump Shot (27 PTS),[203471],1610612751.0,BKN,step back bank,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,11.61,Made,,,,27.0,,,,,,,,,,,,,,
688,PT01M26.00S,2024-11-26T05:27:42.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203110,94.26741130091985,53.67647058823529,1610612744,115,121,2024-11-26T05:27:45Z,6360000,False,18.0,1.0,1,right,D. Green Layup (6 PTS) (G. Payton II 4 AST),"[203110, 1627780]",1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,1.85,Made,,,,6.0,G. Payton II,1627780.0,4.0,,,,,,,,,,,
690,PT01M05.00S,2024-11-26T05:28:14.2Z,4,REGULAR,3pt,Jump Shot,[],1630570,25.279237844940866,86.27450980392157,1610612751,115,124,2024-11-26T05:28:19Z,6380000,False,-181.0,185.0,1,left,T. Watford 25' 3PT  (8 PTS) (D. Schröder 7 AST),"[1630570, 203471]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,25.92,Made,,,,8.0,D. Schröder,203471.0,7.0,,,,,,,,,,,
692,PT01M04.00S,2024-11-26T05:28:21.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,115,124,2024-11-26T05:28:21Z,6400000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT01M04.00S,2024-11-26T05:28:25.1Z,4,REGULAR,substitution,out,[],1641764,,,1610612744,115,124,2024-11-26T05:30:02Z,6410000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT01M04.00S,2024-11-26T05:28:25.1Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,115,124,2024-11-26T05:30:02Z,6420000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT01M04.00S,2024-11-26T05:28:25.1Z,4,REGULAR,substitution,in,[],1630322,,,1610612744,115,124,2024-11-26T05:30:02Z,6430000,False,,,0,,SUB in: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT01M04.00S,2024-11-26T05:28:25.1Z,4,REGULAR,substitution,in,[],1630541,,,1610612744,115,124,2024-11-26T05:30:02Z,6440000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M58.80S,2024-11-26T05:30:20.1Z,4,REGULAR,2pt,Jump Shot,[],201939,69.5487023653088,54.31219362745098,1610612744,115,124,2024-11-26T05:54:13Z,6450000,False,22.0,234.0,1,right,MISS S. Curry 23' floating Shot,[201939],1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,23.47,Missed,,,,,,,,,,,,,,,,,,
698,PT00M55.20S,2024-11-26T05:30:23.7Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,115,124,2024-11-26T05:30:29Z,6460000,False,,,0,,J. Wilson REBOUND (Off:0 Def:6),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Center,,,697.0,,,,,,,,,,,,,6.0,6.0,0.0,,
699,PT00M53.90S,2024-11-26T05:30:29.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630541,,,1610612751,115,124,2024-11-26T05:30:40Z,6470000,False,,,0,,M. Moody personal FOUL (2 PF) (Schröder 2 FT),"[1630541, 203471]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,1627963.0,,,,,,,,2.0,0.0,Schröder,203471.0,,,,,
701,PT00M53.90S,2024-11-26T05:30:58.6Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612751,115,125,2024-11-26T05:30:58Z,6490000,False,,,0,,D. Schröder Free Throw 1 of 2 (28 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,28.0,,,,,,,,,,,,,,
702,PT00M53.90S,2024-11-26T05:31:19.2Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612751,115,126,2024-11-26T05:31:19Z,6500000,False,,,0,,D. Schröder Free Throw 2 of 2 (29 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,29.0,,,,,,,,,,,,,,
703,PT00M48.10S,2024-11-26T05:31:28.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.87319316688567,57.59803921568628,1610612744,117,126,2024-11-26T05:31:31Z,6510000,False,38.0,5.0,1,right,A. Wiggins driving Layup (18 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.83,Made,,,,18.0,,,,,,,,,,,,,,
705,PT00M43.40S,2024-11-26T05:31:34.3Z,4,REGULAR,turnover,lost ball,[],203471,,,1610612751,117,126,2024-11-26T05:31:41Z,6530000,False,,,0,,D. Schröder lost ball TURNOVER (3 TO),"[203471, 201939]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,,3.0,,,,,Curry,201939.0,,,,,,,,,
706,PT00M43.40S,2024-11-26T05:31:34.3Z,4,REGULAR,steal,,[],201939,,,1610612744,117,126,2024-11-26T05:31:37Z,6540000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
707,PT00M40.30S,2024-11-26T05:31:38.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201939,91.90210249671485,4.901960784313729,1610612744,120,126,2024-11-26T05:31:46Z,6550000,False,-225.0,24.0,1,right,S. Curry 3PT  (28 PTS) (D. Green 7 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,22.67,Made,,,,28.0,D. Green,203110.0,7.0,,,,,,,,,,,
709,PT00M30.70S,2024-11-26T05:31:54.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630322,,,1610612751,120,126,2024-11-26T05:54:26Z,6570000,False,,,0,,L. Waters III take personal FOUL (4 PF) (Schröder 2 FT),"[1630322, 203471]",1610612744.0,GSW,take,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Left Center,,,,1627963.0,,,,,,,,4.0,0.0,Schröder,203471.0,,,,,
711,PT00M30.70S,2024-11-26T05:32:23.5Z,4,REGULAR,freethrow,1 of 2,[],203471,,,1610612751,120,127,2024-11-26T05:32:23Z,6590000,False,,,0,,D. Schröder Free Throw 1 of 2 (30 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,30.0,,,,,,,,,,,,,,
712,PT00M30.70S,2024-11-26T05:32:46.3Z,4,REGULAR,freethrow,2 of 2,[],203471,,,1610612751,120,128,2024-11-26T05:32:46Z,6600000,False,,,0,,D. Schröder Free Throw 2 of 2 (31 PTS),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,Made,,,,31.0,,,,,,,,,,,,,,
713,PT00M24.80S,2024-11-26T05:32:54.5Z,4,REGULAR,3pt,Jump Shot,[],201939,66.20400788436268,61.00643382352941,1610612744,120,128,2024-11-26T05:55:09Z,6610000,False,55.0,265.0,1,right,MISS S. Curry 27' driving floating 3PT,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
714,PT00M19.60S,2024-11-26T05:32:59.7Z,4,REGULAR,rebound,defensive,[],1630592,,,1610612751,120,128,2024-11-26T05:50:00Z,6620000,False,,,0,,J. Wilson REBOUND (Off:0 Def:7),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,713.0,,,,,,,,,,,,,7.0,7.0,0.0,,
715,PT00M00.00S,2024-11-26T05:33:21.8Z,4,REGULAR,period,end,[],0,,,1610612751,120,128,2024-11-26T05:33:21Z,6630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT00M00.00S,2024-11-26T05:33:27.5Z,4,REGULAR,game,end,[],0,,,0,120,128,2024-11-26T05:33:27Z,6640000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
