actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
339,PT01M06.00S,2025-01-05T02:37:58.4Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,55,51,2025-01-05T02:38:32Z,3360000,False,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,338.0,,3.0,3.0,0.0,,,,,,
340,PT01M02.00S,2025-01-05T02:38:42.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630217,81.73455978975032,40.682444852941174,1610612763,55,53,2025-01-05T02:50:03Z,3370000,False,-47.0,119.0,1,right,D. Bane 12' driving floating Jump Shot (11 PTS),[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,12.8,Made,11.0,,,,,,,,,,,,,,,,,
341,PT01M02.00S,2025-01-05T02:38:45.1Z,2,REGULAR,foul,personal,['1freethrow'],203952,,,1610612763,55,53,2025-01-05T02:38:58Z,3380000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Bane 1 FT),"[203952, 1630217]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204058.0,,,,1.0,0.0,Bane,1630217.0,,
343,PT01M02.00S,2025-01-05T02:39:08.9Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630217,,,1610612763,55,54,2025-01-05T02:39:08Z,3400000,False,,,0,,D. Bane Free Throw 1 of 1 (12 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
344,PT00M51.00S,2025-01-05T02:39:21.8Z,2,REGULAR,3pt,Jump Shot,[],1627741,28.465834428383708,20.098039215686274,1610612744,58,54,2025-01-05T02:39:25Z,3410000,False,150.0,215.0,1,left,B. Hield 26' 3PT  (6 PTS) (D. Schröder 5 AST),"[1627741, 203471]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.2,Made,6.0,,,,D. Schröder,203471.0,5.0,,,,,,,,,,,
346,PT00M36.70S,2025-01-05T02:39:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,86.41590013140605,42.15686274509804,1610612763,58,54,2025-01-05T02:39:42Z,3430000,False,-39.0,75.0,1,right,MISS J. LaRavia 8' turnaround fadeaway Shot,[1631222],1610612763.0,MEM,turnaround fadeaway,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,8.48,Missed,,,,,,,,,,,,,,,,,,
347,PT00M34.10S,2025-01-05T02:39:41.2Z,2,REGULAR,rebound,offensive,[],1630590,,,1610612763,58,54,2025-01-05T02:39:42Z,3440000,False,,,0,,S. Pippen Jr. REBOUND (Off:2 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,346.0,,3.0,1.0,2.0,,,,,,
348,PT00M25.60S,2025-01-05T02:39:49.8Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,58,54,2025-01-05T02:39:57Z,3450000,False,,,0,,J. Jackson Jr. lost ball TURNOVER (2 TO),"[1628991, 203952]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,2.0,Wiggins,203952.0,,,,,,,,,,,,,,
349,PT00M25.60S,2025-01-05T02:39:49.8Z,2,REGULAR,steal,,[],203952,,,1610612744,58,54,2025-01-05T02:40:21Z,3460000,False,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
350,PT00M21.40S,2025-01-05T02:39:59.2Z,2,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,58,54,2025-01-05T02:40:08Z,3470000,False,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,2.0,,,,,,,1629178.0,,,,,,,,,
351,PT00M21.40S,2025-01-05T02:40:08.3Z,2,REGULAR,substitution,out,[],1630643,,,1610612763,58,54,2025-01-05T02:40:10Z,3480000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M21.40S,2025-01-05T02:40:08.3Z,2,REGULAR,substitution,in,[],1642377,,,1610612763,58,54,2025-01-05T02:40:10Z,3490000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M04.30S,2025-01-05T02:40:38.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,87.72996057818659,33.088235294117645,1610612763,58,54,2025-01-05T02:40:42Z,3500000,False,-85.0,63.0,1,right,MISS D. Bane 10' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,10.54,Missed,,,,,,,,,,,,,,,,,,
354,PT00M03.40S,2025-01-05T02:40:39.7Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,58,54,2025-01-05T02:40:56Z,3510000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:4),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,353.0,,5.0,4.0,1.0,,,,,,
355,PT00M00.80S,2025-01-05T02:40:45.7Z,2,REGULAR,turnover,lost ball,[],203471,,,1610612744,58,54,2025-01-05T02:41:02Z,3520000,False,,,0,,D. Schröder lost ball TURNOVER (1 TO),"[203471, 1628991]",1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,
356,PT00M00.80S,2025-01-05T02:40:45.7Z,2,REGULAR,steal,,[],1628991,,,1610612763,58,54,2025-01-05T02:40:47Z,3530000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
357,PT00M00.00S,2025-01-05T02:40:49.9Z,2,REGULAR,period,end,[],0,,,1610612763,58,54,2025-01-05T02:40:49Z,3540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-01-05T02:55:35.2Z,3,REGULAR,substitution,out,['startperiod'],1631222,,,1610612763,58,54,2025-01-05T02:55:49Z,3550000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-01-05T02:55:35.2Z,3,REGULAR,substitution,in,['startperiod'],1641744,,,1610612763,58,54,2025-01-05T02:55:49Z,3560000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-01-05T02:56:03.8Z,3,REGULAR,period,start,[],0,,,1610612744,58,54,2025-01-05T02:56:03Z,3570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M48.00S,2025-01-05T02:56:15.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,83.78777923784494,49.01960784313725,1610612744,60,54,2025-01-05T02:57:07Z,3580000,False,-5.0,100.0,1,right,A. Wiggins 10' floating Jump Shot (4 PTS) (T. Jackson-Davis 3 AST),"[203952, 1631218]",1610612744.0,GSW,floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,4.0,,,,T. Jackson-Davis,1631218.0,3.0,,,,,,,,,,,
362,PT11M33.00S,2025-01-05T02:56:29.8Z,3,REGULAR,2pt,Jump Shot,[],1628991,9.280551905387648,31.372549019607842,1610612763,60,56,2025-01-05T02:56:34Z,3590000,False,93.0,35.0,1,left,J. Jackson Jr. 9' driving floating bank Jump Shot (6 PTS) (D. Bane 4 AST),"[1628991, 1630217]",1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Right,9.94,Made,6.0,,,,D. Bane,1630217.0,4.0,,,,,,,,,,,
363,PT11M13.00S,2025-01-05T02:56:49.6Z,3,REGULAR,3pt,Jump Shot,[],1627741,68.01905387647832,30.14705882352941,1610612744,60,56,2025-01-05T02:56:53Z,3600000,False,-99.0,248.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612744.0,GSW,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
364,PT11M11.00S,2025-01-05T02:56:51.6Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,60,56,2025-01-05T02:56:53Z,3610000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,363.0,,3.0,3.0,0.0,,,,,,
365,PT10M57.00S,2025-01-05T02:57:06.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,13.748357424441524,42.15686274509804,1610612763,60,58,2025-01-05T02:59:29Z,3620000,False,39.0,77.0,1,left,J. Jackson Jr. 8' driving floating Jump Shot (8 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.61,Made,8.0,,,,,,,,,,,,,,,,,
366,PT10M44.00S,2025-01-05T02:57:18.6Z,3,REGULAR,3pt,Jump Shot,[],203952,65.1281208935611,36.27450980392157,1610612744,63,58,2025-01-05T02:57:22Z,3630000,False,-69.0,275.0,1,right,A. Wiggins 28' 3PT pullup (7 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,28.37,Made,7.0,,,,,,,,,,,,,,,,,
367,PT10M28.00S,2025-01-05T02:57:34.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,8.886333771353483,55.392156862745104,1610612763,63,60,2025-01-05T02:57:38Z,3640000,False,-27.0,31.0,1,left,D. Bane driving Layup (14 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.11,Made,14.0,,,,,,,,,,,,,,,,,
368,PT10M10.00S,2025-01-05T02:57:52.4Z,3,REGULAR,2pt,Jump Shot,[],203471,84.97043363994744,19.362745098039216,1610612744,63,60,2025-01-05T03:00:51Z,3650000,False,-153.0,89.0,1,right,MISS D. Schröder 17' pullup Shot,[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left,17.71,Missed,,,,,,,,,,,,,,,,,,
369,PT10M08.00S,2025-01-05T02:57:54.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,63,60,2025-01-05T02:57:59Z,3660000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,368.0,,,,,,,,,,
371,PT09M54.00S,2025-01-05T02:58:18.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1628991,9.411957950065702,59.55882352941176,1610612763,63,62,2025-01-05T03:01:50Z,3680000,False,-48.0,36.0,1,left,J. Jackson Jr. floating Jump Shot (10 PTS),[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.98,Made,10.0,,,,,,,,,,,,,,,,,
372,PT09M54.00S,2025-01-05T02:58:22.2Z,3,REGULAR,violation,defensive goaltending,[],1631218,,,1610612763,63,62,2025-01-05T02:59:18Z,3690000,False,,,0,,T. Jackson-Davis defensive goaltending VIOLATION,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,
373,PT09M30.00S,2025-01-05T02:58:45.0Z,3,REGULAR,2pt,Jump Shot,[],203952,74.19513797634691,57.107843137254896,1610612744,65,62,2025-01-05T02:58:49Z,3700000,False,36.0,190.0,1,right,A. Wiggins 19' pullup Jump Shot (9 PTS) (B. Hield 2 AST),"[203952, 1627741]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,19.34,Made,9.0,,,,B. Hield,1627741.0,2.0,,,,,,,,,,,
375,PT09M09.00S,2025-01-05T02:59:06.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,10.200394218134035,46.07843137254902,1610612763,65,64,2025-01-05T02:59:11Z,3720000,False,20.0,43.0,1,left,J. Jackson Jr. driving Layup (12 PTS) (D. Bane 5 AST),"[1628991, 1630217]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,12.0,,,,D. Bane,1630217.0,5.0,,,,,,,,,,,
377,PT09M01.00S,2025-01-05T02:59:13.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,91.80354796320631,45.09803921568628,1610612744,67,64,2025-01-05T03:02:57Z,3740000,False,-25.0,25.0,1,right,B. Hield Layup (8 PTS) (D. Schröder 6 AST),"[1627741, 203471]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,3.46,Made,8.0,,,,D. Schröder,203471.0,6.0,,,,,,,,,,,
379,PT08M45.00S,2025-01-05T02:59:29.2Z,3,REGULAR,3pt,Jump Shot,[],1630217,29.77989487516426,72.30392156862744,1610612763,67,64,2025-01-05T02:59:34Z,3760000,False,-112.0,227.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
380,PT08M44.00S,2025-01-05T02:59:30.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,67,64,2025-01-05T02:59:37Z,3770000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,379.0,,,,,,,,,,
381,PT08M44.00S,2025-01-05T02:59:38.9Z,3,REGULAR,foul,personal,[],1641744,,,1610612744,67,64,2025-01-05T02:59:44Z,3780000,False,,,0,,Z. Edey loose ball personal FOUL (1 PF),"[1641744, 203110]",1610612763.0,MEM,loose ball,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,1.0,0.0,Green,203110.0,,
383,PT08M31.00S,2025-01-05T03:00:09.1Z,3,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612744,67,64,2025-01-05T03:00:16Z,3800000,False,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1628991, 203952]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,,,,2.0,0.0,Wiggins,203952.0,,
385,PT08M31.00S,2025-01-05T03:00:37.4Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,68,64,2025-01-05T03:00:37Z,3820000,False,,,0,,A. Wiggins Free Throw 1 of 2 (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
386,PT08M31.00S,2025-01-05T03:01:01.1Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,69,64,2025-01-05T03:01:01Z,3830000,False,,,0,,A. Wiggins Free Throw 2 of 2 (11 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
387,PT08M21.00S,2025-01-05T03:01:22.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,9.543363994743759,57.59803921568627,1610612763,69,66,2025-01-05T03:01:34Z,3840000,False,-38.0,37.0,1,left,J. Jackson Jr. driving bank Hook (14 PTS),[1628991],1610612763.0,MEM,driving bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,14.0,,,,,,,,,,,,,,,,,
388,PT08M21.00S,2025-01-05T03:01:30.1Z,3,REGULAR,foul,personal,['1freethrow'],203110,,,1610612763,69,66,2025-01-05T03:01:37Z,3850000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[203110, 1628991]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,,,,1.0,0.0,Jackson Jr.,1628991.0,,
390,PT08M21.00S,2025-01-05T03:01:52.5Z,3,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,69,67,2025-01-05T03:01:52Z,3870000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (15 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
391,PT08M03.00S,2025-01-05T03:02:11.3Z,3,REGULAR,turnover,bad pass,[],1627741,,,1610612744,69,67,2025-01-05T03:06:39Z,3880000,False,,,0,,B. Hield bad pass TURNOVER (3 TO),"[1627741, 1642377]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left Center,,,,3.0,Wells,1642377.0,,,,,,,,,,,,,,
392,PT08M03.00S,2025-01-05T03:02:11.3Z,3,REGULAR,steal,,[],1642377,,,1610612763,69,67,2025-01-05T03:02:13Z,3890000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
393,PT07M57.00S,2025-01-05T03:02:16.8Z,3,REGULAR,turnover,lost ball,[],1630217,,,1610612763,69,67,2025-01-05T03:02:19Z,3900000,False,,,0,,D. Bane lost ball TURNOVER (6 TO),"[1630217, 203110]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,6.0,Green,203110.0,,,,,,,,,,,,,,
394,PT07M57.00S,2025-01-05T03:02:16.8Z,3,REGULAR,steal,,[],203110,,,1610612744,69,67,2025-01-05T03:02:18Z,3910000,False,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT07M53.00S,2025-01-05T03:02:23.2Z,3,REGULAR,turnover,out-of-bounds,[],203471,,,1610612744,69,67,2025-01-05T03:02:27Z,3920000,False,,,0,,D. Schröder bad pass out-of-bounds TURNOVER (2 TO),[203471],1610612744.0,GSW,bad pass,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,,,,2.0,,,,,,,1629178.0,,,,,,,,,
396,PT07M42.00S,2025-01-05T03:02:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,9.543363994743759,53.67647058823529,1610612763,69,67,2025-01-05T03:02:43Z,3930000,False,-18.0,37.0,1,left,MISS D. Bane driving Layup - blocked,"[1630217, 203110]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,,,,,,Green,203110.0
397,PT07M42.00S,2025-01-05T03:02:39.3Z,3,REGULAR,block,,[],203110,,,1610612763,69,67,2025-01-05T03:02:42Z,3940000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT07M39.00S,2025-01-05T03:02:42.3Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,69,67,2025-01-05T03:02:46Z,3950000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,396.0,,1.0,1.0,0.0,,,,,,
399,PT07M33.00S,2025-01-05T03:02:48.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,92.85479632063075,53.92156862745098,1610612744,71,67,2025-01-05T03:02:55Z,3960000,False,20.0,15.0,1,right,T. Jackson-Davis cutting DUNK (7 PTS) (D. Schröder 7 AST),"[1631218, 203471]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,2.45,Made,7.0,,,,D. Schröder,203471.0,7.0,,,,,,,,,,,
401,PT07M24.00S,2025-01-05T03:03:06.9Z,3,REGULAR,foul,personal,[],203110,,,1610612763,71,67,2025-01-05T03:03:17Z,3980000,False,,,0,,D. Green personal FOUL (2 PF),"[203110, 1628991]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Jackson Jr.,1628991.0,,
403,PT07M11.00S,2025-01-05T03:03:39.8Z,3,REGULAR,turnover,3-second-violation,[],1641744,,,1610612763,71,67,2025-01-05T03:04:10Z,4000000,False,,,0,,Z. Edey 3-second-violation TURNOVER (3 TO),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,,,,,,,204058.0,,,,,,,,,
404,PT07M01.00S,2025-01-05T03:04:01.0Z,3,REGULAR,foul,personal,[],1628991,,,1610612744,71,67,2025-01-05T03:04:08Z,4010000,False,,,0,,J. Jackson Jr. personal FOUL (3 PF),"[1628991, 203110]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,204058.0,,,,3.0,0.0,Green,203110.0,,
406,PT07M01.00S,2025-01-05T03:04:13.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,71,67,2025-01-05T03:04:13Z,4030000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M01.00S,2025-01-05T03:06:38.0Z,3,REGULAR,substitution,out,[],203110,,,1610612744,71,67,2025-01-05T03:07:00Z,4050000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M01.00S,2025-01-05T03:06:38.0Z,3,REGULAR,substitution,in,[],203937,,,1610612744,71,67,2025-01-05T03:07:00Z,4060000,False,,,0,,SUB in: K. Anderson,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M55.00S,2025-01-05T03:07:29.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,67.09305190538764,27.719056372549016,1610612744,74,67,2025-01-05T03:07:39Z,4070000,False,-111.0,257.0,1,right,B. Hield 27' 3PT  (11 PTS) (A. Wiggins 1 AST),"[1627741, 203952]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.99,Made,11.0,,,,A. Wiggins,203952.0,1.0,,,,,,,,,,,
412,PT06M36.00S,2025-01-05T03:07:48.5Z,3,REGULAR,3pt,Jump Shot,[],1630217,24.78646517739816,87.00980392156863,1610612763,74,67,2025-01-05T03:07:53Z,4090000,False,-185.0,180.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
413,PT06M33.00S,2025-01-05T03:07:51.5Z,3,REGULAR,rebound,offensive,[],1630590,,,1610612763,74,67,2025-01-05T03:07:53Z,4100000,False,,,0,,S. Pippen Jr. REBOUND (Off:3 Def:1),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,412.0,,4.0,1.0,3.0,,,,,,
414,PT06M30.00S,2025-01-05T03:07:55.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,29.122864651773984,76.47058823529412,1610612763,74,67,2025-01-05T03:08:01Z,4110000,False,-132.0,221.0,1,left,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
415,PT06M27.00S,2025-01-05T03:07:58.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,74,67,2025-01-05T03:08:01Z,4120000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,414.0,,,,,,,,,,
417,PT06M13.00S,2025-01-05T03:08:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,92.46057818659659,55.88235294117647,1610612744,74,67,2025-01-05T03:08:23Z,4140000,False,29.0,18.0,1,right,MISS T. Jackson-Davis cutting Layup,[1631218],1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.47,Missed,,,,,,,,,,,,,,,,,,
418,PT06M11.00S,2025-01-05T03:08:22.5Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,74,67,2025-01-05T03:08:30Z,4150000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,417.0,,4.0,4.0,0.0,,,,,,
419,PT06M01.00S,2025-01-05T03:08:33.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,8.623521681997373,52.450980392156865,1610612763,74,69,2025-01-05T03:08:36Z,4160000,False,-12.0,29.0,1,left,Z. Edey turnaround Hook (4 PTS) (D. Bane 6 AST),"[1641744, 1630217]",1610612763.0,MEM,turnaround,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,3.11,Made,4.0,,,,D. Bane,1630217.0,6.0,,,,,,,,,,,
421,PT05M50.00S,2025-01-05T03:08:43.2Z,3,REGULAR,3pt,Jump Shot,[],203952,73.9323258869908,85.29411764705883,1610612744,77,69,2025-01-05T03:08:49Z,4180000,False,176.0,193.0,1,right,A. Wiggins 26' 3PT pullup (14 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.12,Made,14.0,,,,,,,,,,,,,,,,,
