actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
432,PT07M31.00S,2026-02-04T02:07:02.9Z,3,REGULAR,3pt,Jump Shot,[],203935,92.72339027595268,97.05882352941177,1610612747,46,83,2026-02-04T02:07:20Z,4270000,False,235.0,16.0,1,right,MISS M. Smart 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,
433,PT07M31.00S,2026-02-04T02:07:07.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,46,83,2026-02-04T02:07:07Z,4280000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,432.0,,,,,,
434,PT07M31.00S,2026-02-04T02:07:08.7Z,3,REGULAR,foul,personal,[],1630559,,,1610612751,46,83,2026-02-04T02:07:12Z,4290000,False,,,0,,A. Reaves loose ball personal FOUL (2 PF),"[1630559, 1629008]",1610612747.0,LAL,loose ball,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,,,,,1627534.0,2.0,0.0,Porter Jr.,1629008.0,,,,,,,
437,PT07M18.00S,2026-02-04T02:07:41.9Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612751,46,83,2026-02-04T02:07:50Z,4310000,False,,,0,,D. Ayton shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[1629028, 1629008]",1610612747.0,LAL,shooting,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1630886.0,3.0,0.0,Porter Jr.,1629008.0,,,,,,,
439,PT07M18.00S,2026-02-04T02:08:01.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,46,83,2026-02-04T02:08:01Z,4330000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT07M18.00S,2026-02-04T02:11:07.3Z,3,REGULAR,freethrow,1 of 2,[],1629008,,,1610612751,47,83,2026-02-04T02:11:07Z,4350000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (18 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
442,PT07M18.00S,2026-02-04T02:11:22.5Z,3,REGULAR,freethrow,2 of 2,[],1629008,,,1610612751,48,83,2026-02-04T02:11:22Z,4360000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (19 PTS),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
443,PT07M02.00S,2026-02-04T02:11:40.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,82.07950065703022,61.76470588235294,1610612747,48,85,2026-02-04T02:11:46Z,4370000,False,59.0,116.0,1,right,L. Dončić 13' fadeaway Jump Shot (20 PTS) (L. James 5 AST),"[1629029, 2544]",1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,13.01,Made,20.0,L. James,2544.0,5.0,,,,,,,,,,,,
445,PT06M49.00S,2026-02-04T02:11:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,5.338370565045992,48.77450980392157,1610612751,50,85,2026-02-04T02:11:56Z,4390000,False,6.0,-2.0,1,left,N. Traore driving Layup (4 PTS),[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,0.65,Made,4.0,,,,,,,,,,,,,,,
446,PT06M34.00S,2026-02-04T02:12:07.7Z,3,REGULAR,2pt,Jump Shot,[],1629029,85.75886990801577,29.411764705882355,1610612747,50,85,2026-02-04T02:12:14Z,4400000,False,-103.0,81.0,1,right,MISS L. Dončić 13' turnaround Shot,[1629029],1610612747.0,LAL,turnaround,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Left,13.12,Missed,,,,,,,,,,,,,,,,
447,PT06M30.00S,2026-02-04T02:12:11.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,50,85,2026-02-04T02:12:14Z,4410000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,446.0,3.0,2.0,1.0,,,
448,PT06M16.00S,2026-02-04T02:12:25.9Z,3,REGULAR,3pt,Jump Shot,[],1642856,25.837713534822605,17.647058823529413,1610612751,50,85,2026-02-04T02:18:41Z,4420000,False,162.0,190.0,1,left,MISS E. Dëmin 24' pullup 3PT,[1642856],1610612751.0,BKN,pullup,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,,,,,,,,,,,,,,,
449,PT06M13.00S,2026-02-04T02:12:28.9Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,50,85,2026-02-04T02:12:31Z,4430000,False,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,448.0,4.0,4.0,0.0,,,
450,PT06M11.00S,2026-02-04T02:12:31.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,94.69448094612353,50.49019607843137,1610612747,50,87,2026-02-04T02:12:36Z,4440000,False,2.0,-3.0,1,right,L. James running Layup (20 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,0.36,Made,20.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,
452,PT05M56.00S,2026-02-04T02:12:47.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641730,6.521024967148489,50.0,1610612751,52,87,2026-02-04T02:12:51Z,4460000,False,0.0,9.0,1,left,N. Clowney cutting DUNK (6 PTS) (N. Claxton 2 AST),"[1641730, 1629651]",1610612751.0,BKN,cutting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,0.88,Made,6.0,N. Claxton,1629651.0,2.0,,,,,,,,,,,,
454,PT05M41.00S,2026-02-04T02:13:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.19776609724047,47.30392156862745,1610612747,52,87,2026-02-04T02:24:03Z,4480000,False,-13.0,21.0,1,right,MISS D. Ayton Layup,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,
455,PT05M40.00S,2026-02-04T02:13:03.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,52,87,2026-02-04T02:24:03Z,4490000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,454.0,,,,,,
457,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,out,[],1642856,,,1610612747,52,87,2026-02-04T02:13:20Z,4510000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,out,[],1641730,,,1610612747,52,87,2026-02-04T02:13:20Z,4520000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,52,87,2026-02-04T02:13:20Z,4530000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,out,[],203935,,,1610612747,52,87,2026-02-04T02:13:20Z,4540000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,in,[],1630533,,,1610612747,52,87,2026-02-04T02:13:20Z,4550000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,in,[],1630560,,,1610612747,52,87,2026-02-04T02:13:20Z,4560000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,in,[],1631222,,,1610612747,52,87,2026-02-04T02:13:20Z,4570000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M40.00S,2026-02-04T02:13:09.1Z,3,REGULAR,substitution,in,[],1629216,,,1610612747,52,87,2026-02-04T02:13:20Z,4580000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M34.00S,2026-02-04T02:13:32.7Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612747,52,87,2026-02-04T02:13:37Z,4590000,False,,,0,,L. Dončić bad pass TURNOVER (5 TO),"[1629029, 1629008]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,5.0,Porter Jr.,1629008.0
466,PT05M34.00S,2026-02-04T02:13:32.7Z,3,REGULAR,steal,,[],1629008,,,1610612751,52,87,2026-02-04T02:13:35Z,4600000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,
467,PT05M28.00S,2026-02-04T02:13:39.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642849,2.8416557161629434,95.58823529411765,1610612751,55,87,2026-02-04T02:13:44Z,4610000,False,-228.0,-26.0,1,left,N. Traore 3PT  (7 PTS) (C. Thomas 1 AST),"[1642849, 1630560]",1610612751.0,BKN,,,,Traore,N. Traore,,,,,Left Corner 3,24+ Left,22.94,Made,7.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,,
469,PT05M12.00S,2026-02-04T02:13:55.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,81.15965834428384,44.85294117647059,1610612747,55,87,2026-02-04T02:13:59Z,4630000,False,-26.0,125.0,1,right,MISS L. Dončić 12' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,
470,PT05M10.00S,2026-02-04T02:13:57.0Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,55,87,2026-02-04T02:13:59Z,4640000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:6),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,469.0,7.0,6.0,1.0,,,
471,PT05M07.00S,2026-02-04T02:14:00.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629651,5.863994743758213,48.03921568627451,1610612751,55,87,2026-02-04T02:14:07Z,4650000,False,10.0,3.0,1,left,MISS N. Claxton running alley-oop DUNK,[1629651],1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,
472,PT05M03.00S,2026-02-04T02:14:03.4Z,3,REGULAR,rebound,offensive,[],1642849,,,1610612751,55,87,2026-02-04T02:14:03Z,4660000,False,,,0,,N. Traore REBOUND (Off:1 Def:2),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,471.0,3.0,2.0,1.0,,,
473,PT05M01.00S,2026-02-04T02:14:05.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,31.882391590013142,65.93137254901961,1610612751,55,87,2026-02-04T02:14:09Z,4670000,False,-80.0,247.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,
474,PT04M59.00S,2026-02-04T02:14:07.7Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612747,55,87,2026-02-04T02:14:09Z,4680000,False,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,473.0,1.0,1.0,0.0,,,
475,PT04M46.00S,2026-02-04T02:14:21.1Z,3,REGULAR,3pt,Jump Shot,[],1629216,92.32917214191852,96.32352941176471,1610612747,55,87,2026-02-04T02:14:27Z,4690000,False,232.0,20.0,1,right,MISS G. Vincent 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,
476,PT04M42.00S,2026-02-04T02:14:25.1Z,3,REGULAR,rebound,offensive,[],1631222,,,1610612747,55,87,2026-02-04T02:14:27Z,4700000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:4),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,475.0,5.0,4.0,1.0,,,
477,PT04M41.00S,2026-02-04T02:14:26.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631222,92.59198423127464,40.19607843137255,1610612747,55,89,2026-02-04T02:14:30Z,4710000,False,-49.0,17.0,1,right,J. LaRavia Layup (9 PTS),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,9.0,,,,,,,,,,,,,,,
479,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,55,89,2026-02-04T02:14:56Z,4730000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,out,[],1642849,,,1610612751,55,89,2026-02-04T02:14:56Z,4740000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,out,[],1629028,,,1610612751,55,89,2026-02-04T02:14:56Z,4750000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
482,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,out,[],2544,,,1610612751,55,89,2026-02-04T02:14:56Z,4760000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,in,[],1630549,,,1610612751,55,89,2026-02-04T02:14:56Z,4770000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
484,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,in,[],1642879,,,1610612751,55,89,2026-02-04T02:14:56Z,4780000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,
485,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,in,[],1629637,,,1610612751,55,89,2026-02-04T02:14:56Z,4790000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
486,PT04M25.00S,2026-02-04T02:14:44.7Z,3,REGULAR,substitution,in,[],1629060,,,1610612751,55,89,2026-02-04T02:14:56Z,4800000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
487,PT04M15.00S,2026-02-04T02:15:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,5.075558475689881,45.09803921568628,1610612751,57,89,2026-02-04T02:15:21Z,4810000,False,25.0,-5.0,1,left,D. Sharpe cutting Layup (8 PTS) (M. Porter Jr. 1 AST),"[1630549, 1629008]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.5,Made,8.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,
489,PT04M06.00S,2026-02-04T02:15:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.30026281208936,53.431372549019606,1610612747,57,91,2026-02-04T02:15:29Z,4830000,False,17.0,1.0,1,right,L. Dončić driving finger roll Layup (22 PTS),[1629029],1610612747.0,LAL,driving finger roll,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,1.72,Made,22.0,,,,,,,,,,,,,,,
490,PT03M49.00S,2026-02-04T02:15:42.9Z,3,REGULAR,3pt,Jump Shot,[],1630533,26.757555847568987,18.872549019607842,1610612751,60,91,2026-02-04T02:15:46Z,4840000,False,156.0,199.0,1,left,Z. Williams 25' 3PT  (3 PTS) (M. Porter Jr. 2 AST),"[1630533, 1629008]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.26,Made,3.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,,,,,
492,PT03M31.00S,2026-02-04T02:16:01.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631222,88.51839684625493,43.38235294117647,1610612747,60,93,2026-02-04T02:23:04Z,4860000,False,-33.0,55.0,1,right,J. LaRavia 6' driving Hook (11 PTS) (L. Dončić 5 AST),"[1631222, 1629029]",1610612747.0,LAL,driving,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,11.0,L. Dončić,1629029.0,5.0,,,,,,,,,,,,
494,PT03M09.00S,2026-02-04T02:16:24.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,13.748357424441524,62.99019607843137,1610612751,62,93,2026-02-04T02:23:25Z,4880000,False,-65.0,77.0,1,left,C. Thomas 10' driving floating Jump Shot (5 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Left,10.05,Made,5.0,,,,,,,,,,,,,,,
495,PT02M55.00S,2026-02-04T02:16:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631222,82.21090670170827,54.65686274509803,1610612747,62,95,2026-02-04T02:16:41Z,4890000,False,23.0,115.0,1,right,J. LaRavia 11' driving floating bank Jump Shot (13 PTS),[1631222],1610612747.0,LAL,driving floating bank,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,11.7,Made,13.0,,,,,,,,,,,,,,,
496,PT02M40.00S,2026-02-04T02:16:53.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,6.389618922470433,47.05882352941176,1610612751,64,95,2026-02-04T02:16:56Z,4900000,False,15.0,8.0,1,left,D. Sharpe DUNK (10 PTS) (B. Saraf 1 AST),"[1630549, 1642879]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.65,Made,10.0,B. Saraf,1642879.0,1.0,,,,,,,,,,,,
498,PT02M26.00S,2026-02-04T02:17:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.19776609724047,53.18627450980392,1610612747,64,97,2026-02-04T02:17:10Z,4920000,False,16.0,21.0,1,right,L. Dončić driving Layup (24 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,2.62,Made,24.0,,,,,,,,,,,,,,,
499,PT02M11.00S,2026-02-04T02:17:20.9Z,3,REGULAR,3pt,Jump Shot,[],1629008,31.225361366622867,70.58823529411765,1610612751,64,97,2026-02-04T02:17:25Z,4930000,False,-103.0,241.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,
500,PT02M07.00S,2026-02-04T02:17:24.9Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,64,97,2026-02-04T02:17:25Z,4940000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,499.0,3.0,3.0,0.0,,,
501,PT01M59.00S,2026-02-04T02:17:33.1Z,3,REGULAR,3pt,Jump Shot,[],1629029,76.69185282522996,88.72549019607843,1610612747,64,97,2026-02-04T02:31:48Z,4950000,False,194.0,167.0,1,right,MISS L. Dončić 25' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,
502,PT01M56.00S,2026-02-04T02:17:36.1Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,64,97,2026-02-04T02:17:37Z,4960000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:7),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,501.0,8.0,7.0,1.0,,,
503,PT01M47.00S,2026-02-04T02:17:45.3Z,3,REGULAR,3pt,Jump Shot,[],1642879,7.835085413929041,3.6764705882352944,1610612751,67,97,2026-02-04T02:17:50Z,4970000,False,232.0,21.0,1,left,B. Saraf 3PT  (3 PTS) (M. Porter Jr. 3 AST),"[1642879, 1629008]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Right Corner 3,24+ Right,23.26,Made,3.0,M. Porter Jr.,1629008.0,3.0,,,,,,,,,,,,
505,PT01M45.00S,2026-02-04T02:17:53.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,67,97,2026-02-04T02:17:56Z,4990000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT01M45.00S,2026-02-04T02:18:09.3Z,3,REGULAR,substitution,out,[],1629008,,,1610612747,67,97,2026-02-04T02:19:32Z,5000000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
507,PT01M45.00S,2026-02-04T02:18:09.3Z,3,REGULAR,substitution,out,[],1629029,,,1610612747,67,97,2026-02-04T02:19:32Z,5010000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M45.00S,2026-02-04T02:18:09.3Z,3,REGULAR,substitution,in,[],1642874,,,1610612747,67,97,2026-02-04T02:19:32Z,5020000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,
509,PT01M45.00S,2026-02-04T02:18:09.3Z,3,REGULAR,substitution,in,[],2544,,,1610612747,67,97,2026-02-04T02:19:32Z,5030000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
510,PT01M28.00S,2026-02-04T02:19:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,92.19776609724047,43.13725490196079,1610612747,67,97,2026-02-04T02:19:57Z,5040000,False,-34.0,21.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612747.0,LAL,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,,,,,
511,PT01M25.00S,2026-02-04T02:19:56.1Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612751,67,97,2026-02-04T02:19:57Z,5050000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,510.0,1.0,1.0,0.0,,,
512,PT01M13.00S,2026-02-04T02:20:08.2Z,3,REGULAR,3pt,Jump Shot,[],1642874,27.808804204993432,76.47058823529412,1610612751,67,97,2026-02-04T02:20:14Z,5060000,False,-132.0,209.0,1,left,MISS D. Wolf 24' 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,
513,PT01M07.00S,2026-02-04T02:20:14.2Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,67,97,2026-02-04T02:20:14Z,5070000,False,,,0,,D. Sharpe REBOUND (Off:6 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,512.0,8.0,2.0,6.0,,,
514,PT01M05.00S,2026-02-04T02:20:16.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630533,15.982260183968464,40.68627450980392,1610612751,69,97,2026-02-04T02:20:20Z,5080000,False,47.0,98.0,1,left,Z. Williams 10' turnaround fadeaway Jump Shot (5 PTS) (D. Sharpe 2 AST),"[1630533, 1630549]",1610612751.0,BKN,turnaround fadeaway,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,10.82,Made,5.0,D. Sharpe,1630549.0,2.0,,,,,,,,,,,,
516,PT00M43.50S,2026-02-04T02:20:37.8Z,3,REGULAR,3pt,Jump Shot,[],1631222,71.56701708278581,76.7156862745098,1610612747,69,100,2026-02-04T02:20:45Z,5100000,False,134.0,215.0,1,right,J. LaRavia 25' 3PT  (16 PTS) (L. James 6 AST),"[1631222, 2544]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,25.3,Made,16.0,L. James,2544.0,6.0,,,,,,,,,,,,
518,PT00M19.30S,2026-02-04T02:21:04.8Z,3,REGULAR,3pt,Jump Shot,[],1630533,27.283180026281208,19.852941176470587,1610612751,72,100,2026-02-04T02:24:35Z,5120000,False,151.0,204.0,1,left,Z. Williams 25' 3PT step back (8 PTS) (C. Thomas 2 AST),"[1630533, 1630560]",1610612751.0,BKN,step back,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.36,Made,8.0,C. Thomas,1630560.0,2.0,,,,,,,,,,,,
