actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
267,PT04M50.00S,2024-01-26T04:21:37.5Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,55,47,2024-01-26T04:21:39Z,2670000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,266.0,2.0,2.0,0.0,,,,,,
268,PT04M31.00S,2024-01-26T04:21:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,4.911300919842304,47.549019607843135,1610612747,55,47,2024-01-26T04:22:00Z,2680000,False,12.0,-6.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
269,PT04M29.00S,2024-01-26T04:21:58.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,55,47,2024-01-26T04:22:34Z,2690000,False,,,0,,N. Vucevic REBOUND (Off:3 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,268.0,7.0,4.0,3.0,,,,,,
270,PT04M29.00S,2024-01-26T04:22:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,91.37647831800263,50.245098039215684,1610612741,55,49,2024-01-26T04:22:08Z,2700000,False,1.0,29.0,1,right,A. Dosunmu running Layup (6 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.86,Made,6.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
272,PT04M29.00S,2024-01-26T04:22:07.1Z,2,REGULAR,foul,personal,['1freethrow'],1630559,,,1610612741,55,49,2024-01-26T04:23:09Z,2720000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1630559, 1630245]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0
274,PT04M29.00S,2024-01-26T04:22:16.6Z,2,REGULAR,substitution,out,[],2544,,,1610612741,55,49,2024-01-26T04:22:28Z,2740000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M29.00S,2024-01-26T04:22:16.6Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,55,49,2024-01-26T04:22:28Z,2750000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M29.00S,2024-01-26T04:22:16.6Z,2,REGULAR,substitution,in,[],1626156,,,1610612741,55,49,2024-01-26T04:22:28Z,2760000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M29.00S,2024-01-26T04:22:16.6Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,55,49,2024-01-26T04:22:28Z,2770000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M29.00S,2024-01-26T04:22:38.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630245,,,1610612741,55,50,2024-01-26T04:22:38Z,2780000,False,,,0,,A. Dosunmu Free Throw 1 of 1 (7 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
279,PT04M18.00S,2024-01-26T04:22:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,9.510512483574246,52.69607843137255,1610612747,57,50,2024-01-26T04:29:04Z,2790000,False,-13.0,37.0,1,left,A. Reaves driving Layup (10 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,3.93,Made,10.0,,,,,,,,,,,,,,,,,
280,PT04M18.00S,2024-01-26T04:22:54.1Z,2,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612747,57,50,2024-01-26T04:23:01Z,2800000,False,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Reaves 1 FT),"[1630245, 1630559]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,1628484.0,,,,,,,,,,2.0,0.0,Reaves,1630559.0
282,PT04M18.00S,2024-01-26T04:23:18.2Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,58,50,2024-01-26T04:23:18Z,2820000,False,,,0,,A. Reaves Free Throw 1 of 1 (11 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
283,PT04M05.00S,2024-01-26T04:23:35.1Z,2,REGULAR,2pt,Jump Shot,[],201942,75.08212877792378,59.31372549019608,1610612741,58,52,2024-01-26T04:23:41Z,2830000,False,47.0,182.0,1,right,D. DeRozan 18' Jump Shot (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.76,Made,13.0,,,,,,,,,,,,,,,,,
284,PT03M42.00S,2024-01-26T04:23:57.5Z,2,REGULAR,turnover,lost ball,[],1629060,,,1610612747,58,52,2024-01-26T04:24:07Z,2840000,False,,,0,,R. Hachimura lost ball TURNOVER (1 TO),"[1629060, 1630245]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Dosunmu,1630245.0,,,,,,,,,,
285,PT03M42.00S,2024-01-26T04:23:57.5Z,2,REGULAR,steal,,[],1630245,,,1610612741,58,52,2024-01-26T04:24:00Z,2850000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
286,PT03M39.00S,2024-01-26T04:24:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1629632,91.90210249671485,48.529411764705884,1610612741,58,54,2024-01-26T04:24:16Z,2860000,False,-7.0,24.0,1,right,C. White running Layup (10 PTS) (A. Caruso 4 AST),"[1629632, 1627936]",1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,2.47,Made,10.0,A. Caruso,1627936.0,4.0,,,,,,,,,,,,,,
288,PT03M39.00S,2024-01-26T04:24:04.7Z,2,REGULAR,violation,defensive goaltending,[],1627752,,,1610612741,58,54,2024-01-26T04:24:16Z,2880000,False,,,0,,T. Prince defensive goaltending VIOLATION,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,1628484.0,,,,,,,,,,,,,
289,PT03M28.00S,2024-01-26T04:24:31.9Z,2,REGULAR,3pt,Jump Shot,[],1630559,30.798291721419176,26.225490196078425,1610612747,61,54,2024-01-26T04:24:37Z,2890000,False,119.0,237.0,1,left,A. Reaves 26' 3PT  (14 PTS) (D. Russell 2 AST),"[1630559, 1626156]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,26.52,Made,14.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,
292,PT03M08.00S,2024-01-26T04:24:51.8Z,2,REGULAR,3pt,Jump Shot,[],1630245,95.58147174770039,1.9607843137254974,1610612741,61,57,2024-01-26T04:24:57Z,2920000,False,-240.0,-11.0,1,right,A. Dosunmu 24' 3PT  (10 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,24.05,Made,10.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
294,PT02M54.00S,2024-01-26T04:25:08.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612747,61,57,2024-01-26T04:25:13Z,2940000,False,,,0,,A. Caruso personal FOUL (1 PF) (Russell 2 FT),"[1627936, 1626156]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2534.0,,,,,,,,,,1.0,0.0,Russell,1626156.0
296,PT02M54.00S,2024-01-26T04:25:24.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,61,57,2024-01-26T04:25:24Z,2960000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M54.00S,2024-01-26T04:28:15.5Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,61,57,2024-01-26T04:28:15Z,2970000,False,,,0,,MISS D. Russell Free Throw 1 of 2,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT02M54.00S,2024-01-26T04:28:15.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,61,57,2024-01-26T04:28:15Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,297.0,,,,,,,,,
299,PT02M54.00S,2024-01-26T04:28:28.5Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,62,57,2024-01-26T04:28:28Z,2990000,False,,,0,,D. Russell Free Throw 2 of 2 (9 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
300,PT02M33.00S,2024-01-26T04:28:51.6Z,2,REGULAR,3pt,Jump Shot,[],1630245,87.69710906701708,98.2843137254902,1610612741,62,57,2024-01-26T04:28:56Z,3000000,False,241.0,63.0,1,right,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,24.95,Missed,,,,,,,,,,,,,,,,,,
301,PT02M30.00S,2024-01-26T04:28:54.6Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,62,57,2024-01-26T04:28:56Z,3010000,False,,,0,,A. Davis REBOUND (Off:3 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,300.0,5.0,2.0,3.0,,,,,,
303,PT02M14.00S,2024-01-26T04:29:22.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612747,62,57,2024-01-26T04:29:30Z,3030000,False,,,0,,A. Caruso personal FOUL (2 PF) (Reaves 2 FT),"[1627936, 1630559]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,,,,,,,1628484.0,,,,,,,,,,2.0,0.0,Reaves,1630559.0
305,PT02M14.00S,2024-01-26T04:29:41.6Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,63,57,2024-01-26T04:29:41Z,3050000,False,,,0,,A. Reaves Free Throw 1 of 2 (15 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
306,PT02M14.00S,2024-01-26T04:29:43.2Z,2,REGULAR,substitution,out,[],1627752,,,1610612747,63,57,2024-01-26T04:30:02Z,3060000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M14.00S,2024-01-26T04:29:43.2Z,2,REGULAR,substitution,out,[],1629060,,,1610612747,63,57,2024-01-26T04:30:02Z,3070000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M14.00S,2024-01-26T04:29:43.2Z,2,REGULAR,substitution,in,[],1629020,,,1610612747,63,57,2024-01-26T04:30:02Z,3080000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M14.00S,2024-01-26T04:29:43.2Z,2,REGULAR,substitution,in,[],2544,,,1610612747,63,57,2024-01-26T04:30:02Z,3090000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M14.00S,2024-01-26T04:30:20.0Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,64,57,2024-01-26T04:30:20Z,3100000,False,,,0,,A. Reaves Free Throw 2 of 2 (16 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
311,PT01M54.00S,2024-01-26T04:30:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,92.95335085413929,50.0,1610612741,64,57,2024-01-26T04:30:50Z,3110000,False,0.0,14.0,1,right,MISS C. White driving Layup - blocked,"[1629632, 1629020]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,Vanderbilt,1629020.0,,,,
312,PT01M54.00S,2024-01-26T04:30:44.2Z,2,REGULAR,block,,[],1629020,,,1610612741,64,57,2024-01-26T04:30:47Z,3120000,False,,,0,,J. Vanderbilt BLOCK (1 BLK),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT01M54.00S,2024-01-26T04:30:44.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,64,57,2024-01-26T04:30:50Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,311.0,,,,,,,,,
315,PT01M50.00S,2024-01-26T04:31:05.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,82.04664914586071,82.35294117647058,1610612741,64,57,2024-01-26T04:31:10Z,3150000,False,162.0,116.0,1,right,MISS D. DeRozan 19' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,19.93,Missed,,,,,,,,,,,,,,,,,,
316,PT01M46.00S,2024-01-26T04:31:09.4Z,2,REGULAR,rebound,offensive,[],1630245,,,1610612741,64,57,2024-01-26T04:31:10Z,3160000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:0),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right,,,,,,,,,,,315.0,1.0,0.0,1.0,,,,,,
317,PT01M44.00S,2024-01-26T04:31:11.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630245,93.34756898817345,59.068627450980394,1610612741,64,57,2024-01-26T04:31:16Z,3170000,False,45.0,10.0,1,right,MISS A. Dosunmu Layup,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,,,,,,,,,
318,PT01M41.00S,2024-01-26T04:31:14.8Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,64,57,2024-01-26T04:31:16Z,3180000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,317.0,3.0,3.0,0.0,,,,,,
319,PT01M39.00S,2024-01-26T04:31:16.3Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,64,57,2024-01-26T04:31:21Z,3190000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 201942]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,DeRozan,201942.0,,,,,,,,,,
320,PT01M39.00S,2024-01-26T04:31:16.3Z,2,REGULAR,steal,,[],201942,,,1610612741,64,57,2024-01-26T04:31:18Z,3200000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
321,PT01M35.00S,2024-01-26T04:31:20.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629632,92.95335085413929,96.56862745098039,1610612741,64,57,2024-01-26T04:31:27Z,3210000,False,233.0,14.0,1,right,MISS C. White running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
322,PT01M31.00S,2024-01-26T04:31:24.3Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,64,57,2024-01-26T04:31:24Z,3220000,False,,,0,,C. White REBOUND (Off:2 Def:4),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,,,,,,,,,,,321.0,6.0,4.0,2.0,,,,,,
323,PT01M20.00S,2024-01-26T04:31:35.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,64,57,2024-01-26T04:31:54Z,3230000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,,,,,,,,,,,,,
324,PT01M02.00S,2024-01-26T04:32:23.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,7.670827858081481,48.28431372549019,1610612747,66,57,2024-01-26T04:32:28Z,3240000,False,9.0,20.0,1,left,L. James driving Layup (12 PTS) (A. Reaves 4 AST),"[2544, 1630559]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,2.14,Made,12.0,A. Reaves,1630559.0,4.0,,,,,,,,,,,,,,
326,PT00M50.80S,2024-01-26T04:32:37.6Z,2,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,66,57,2024-01-26T04:32:42Z,3260000,False,,,0,,C. White bad pass out-of-bounds TURNOVER (2 TO),[1629632],1610612741.0,CHI,bad pass,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,202037.0,2.0,,,,,,,,,,,,
327,PT00M37.70S,2024-01-26T04:32:58.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,39.33968462549278,74.75490196078431,1610612747,69,57,2024-01-26T04:33:04Z,3270000,False,-124.0,317.0,1,left,D. Russell 34' 3PT  (12 PTS) (A. Reaves 5 AST),"[1626156, 1630559]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,34.06,Made,12.0,A. Reaves,1630559.0,5.0,,,,,,,,,,,,,,
329,PT00M25.50S,2024-01-26T04:33:19.1Z,2,REGULAR,3pt,Jump Shot,[],1629632,74.81931668856767,14.950980392156865,1610612741,69,57,2024-01-26T04:38:14Z,3290000,False,-175.0,184.0,1,right,MISS C. White 25' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
330,PT00M23.10S,2024-01-26T04:33:21.5Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612747,69,57,2024-01-26T04:33:21Z,3300000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,329.0,2.0,2.0,0.0,,,,,,
331,PT00M06.10S,2024-01-26T04:33:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,11.218791064388967,60.049019607843135,1610612747,71,57,2024-01-26T04:33:43Z,3310000,False,-50.0,53.0,1,left,L. James 7' driving floating Jump Shot (14 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,14.0,,,,,,,,,,,,,,,,,
332,PT00M03.60S,2024-01-26T04:33:46.0Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612741,71,57,2024-01-26T04:49:44Z,3320000,False,,,0,,D. DeRozan lost ball TURNOVER (1 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,2534.0,1.0,,,,,,,,,,,,
333,PT00M01.00S,2024-01-26T04:34:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629020,7.276609724047319,50.73529411764706,1610612747,73,57,2024-01-26T04:34:10Z,3330000,False,-4.0,16.0,1,left,J. Vanderbilt Layup (13 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.63,Made,13.0,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2024-01-26T04:34:12.8Z,2,REGULAR,period,end,[],0,,,1610612741,73,57,2024-01-26T04:34:12Z,3340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-01-26T04:49:17.9Z,3,REGULAR,substitution,out,['startperiod'],1629020,,,1610612741,73,57,2024-01-26T04:49:32Z,3350000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-01-26T04:49:17.9Z,3,REGULAR,substitution,out,['startperiod'],1630245,,,1610612741,73,57,2024-01-26T04:49:32Z,3360000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2024-01-26T04:49:17.9Z,3,REGULAR,substitution,in,['startperiod'],1627752,,,1610612741,73,57,2024-01-26T04:49:32Z,3370000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2024-01-26T04:49:17.9Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612741,73,57,2024-01-26T04:49:32Z,3380000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2024-01-26T04:49:38.5Z,3,REGULAR,period,start,[],0,,,1610612741,73,57,2024-01-26T04:49:38Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M45.00S,2024-01-26T04:49:52.5Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,73,57,2024-01-26T04:49:57Z,3400000,False,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 2544]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,James,2544.0,,,,,,,,,,
341,PT11M45.00S,2024-01-26T04:49:52.5Z,3,REGULAR,steal,,[],2544,,,1610612747,73,57,2024-01-26T04:49:55Z,3410000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
342,PT11M28.00S,2024-01-26T04:50:09.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,84.80617608409987,95.09803921568627,1610612747,73,57,2024-01-26T04:50:15Z,3420000,False,225.0,90.0,1,right,MISS T. Prince 24' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
343,PT11M24.00S,2024-01-26T04:50:13.6Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,73,57,2024-01-26T04:50:15Z,3430000,False,,,0,,P. Williams REBOUND (Off:0 Def:5),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right,,,,,,,,,,,342.0,5.0,5.0,0.0,,,,,,
344,PT11M12.00S,2024-01-26T04:50:25.8Z,3,REGULAR,3pt,Jump Shot,[],1629632,5.124835742444162,2.18290441176471,1610612741,73,57,2024-01-26T04:50:31Z,3440000,False,239.0,-4.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,23.91,Missed,,,,,,,,,,,,,,,,,,
345,PT11M10.00S,2024-01-26T04:50:27.8Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,73,57,2024-01-26T04:50:31Z,3450000,False,,,0,,A. Davis REBOUND (Off:3 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,344.0,6.0,3.0,3.0,,,,,,
346,PT11M04.00S,2024-01-26T04:50:34.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,91.50788436268068,49.50980392156863,1610612747,75,57,2024-01-26T04:54:39Z,3460000,False,-2.0,27.0,1,right,A. Davis cutting DUNK (7 PTS) (L. James 5 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.74,Made,7.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
348,PT11M04.00S,2024-01-26T04:50:38.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,75,57,2024-01-26T04:50:38Z,3480000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT10M49.00S,2024-01-26T04:53:47.8Z,3,REGULAR,2pt,Jump Shot,[],202696,21.73127463863338,69.36274509803921,1610612741,75,59,2024-01-26T04:53:51Z,3490000,False,-97.0,152.0,1,left,N. Vucevic 18' Jump Shot (6 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,18.0,Made,6.0,C. White,1629632.0,2.0,,,,,,,,,,,,,,
351,PT10M26.00S,2024-01-26T04:54:09.1Z,3,REGULAR,3pt,Jump Shot,[],1627752,92.0335085413929,97.79411764705883,1610612747,78,59,2024-01-26T04:54:13Z,3510000,False,239.0,22.0,1,right,T. Prince 24' 3PT  (6 PTS) (D. Russell 3 AST),"[1627752, 1626156]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,24.0,Made,6.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,
353,PT10M10.00S,2024-01-26T04:54:25.1Z,3,REGULAR,3pt,Jump Shot,[],1630172,33.163600525624176,31.617647058823522,1610612741,78,59,2024-01-26T04:54:29Z,3530000,False,92.0,259.0,1,left,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
