actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
266,PT06M30.00S,2023-11-15T04:28:43.7Z,2,REGULAR,substitution,in,[],202687,,,1610612747,50,38,2023-11-15T04:29:02Z,2600000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
267,PT06M30.00S,2023-11-15T04:29:24.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612747,51,38,2023-11-15T04:29:24Z,2610000,False,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612747.0,LAL,,,,,,,,,,Made,3.0,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
268,PT06M30.00S,2023-11-15T04:29:24.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612747,51,38,2023-11-15T04:29:43Z,2620000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612747.0,LAL,,,,,,,,,,Missed,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
269,PT06M26.00S,2023-11-15T04:29:28.8Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612747,51,38,2023-11-15T04:29:43Z,2630000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,,,,,,,,,Hayes,J. Hayes,,,,,,268.0,1.0,0.0,1.0,,,,,,,,
270,PT06M24.00S,2023-11-15T04:29:44.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629637,7.145203679369246,50.49019607843137,1610612747,53,38,2023-11-15T04:29:49Z,2640000,False,-2.0,15.0,1,left,J. Hayes putback DUNK (5 PTS),[1629637],1610612747.0,LAL,putback,,,,,,Restricted Area,0-8 Center,1.49,Made,5.0,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
271,PT06M10.00S,2023-11-15T04:29:59.1Z,2,REGULAR,3pt,Jump Shot,[],1631223,69.03745072273324,74.75490196078431,1610612763,53,38,2023-11-15T04:30:02Z,2650000,False,124.0,239.0,1,right,MISS D. Roddy 26' 3PT,[1631223],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
272,PT06M06.00S,2023-11-15T04:30:03.1Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,53,38,2023-11-15T04:30:02Z,2660000,False,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,Wood,C. Wood,,,,,,271.0,3.0,2.0,1.0,,,,,,,,
273,PT05M59.00S,2023-11-15T04:30:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,9.773324572930349,50.245098039215684,1610612747,55,38,2023-11-15T04:30:14Z,2670000,False,-1.0,39.0,1,left,D. Russell driving Layup (5 PTS),[1626156],1610612747.0,LAL,driving,,,,,,Restricted Area,0-8 Center,3.94,Made,5.0,Russell,D. Russell,,,,,,,,,,,,,,,,,
274,PT05M48.00S,2023-11-15T04:30:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,93.74178712220763,50.73529411764706,1610612763,55,40,2023-11-15T04:30:30Z,2680000,False,4.0,6.0,1,right,S. Aldama cutting Layup (8 PTS) (D. Bane 3 AST),"[1630583, 1630217]",1610612763.0,MEM,cutting,,,,,,Restricted Area,0-8 Center,0.73,Made,8.0,Aldama,S. Aldama,D. Bane,1630217.0,3.0,,,,,,,,,,,,,,
276,PT05M30.00S,2023-11-15T04:30:39.3Z,2,REGULAR,3pt,Jump Shot,[],1629629,14.898160315374511,97.30392156862744,1610612747,58,40,2023-11-15T04:30:44Z,2700000,False,-237.0,88.0,1,left,C. Reddish 25' 3PT  (6 PTS) (D. Russell 4 AST),"[1629629, 1626156]",1610612747.0,LAL,,,,,,,Left Corner 3,24+ Left,25.22,Made,6.0,Reddish,C. Reddish,D. Russell,1626156.0,4.0,,,,,,,,,,,,,,
278,PT05M20.00S,2023-11-15T04:30:50.8Z,2,REGULAR,foul,personal,[],1629629,,,1610612763,58,40,2023-11-15T04:30:59Z,2720000,False,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 1630583]",1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,Reddish,C. Reddish,,,,,,,,,,1626300.0,,1.0,0.0,Aldama,1630583.0,,
280,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,out,[],1629629,,,1610612763,58,40,2023-11-15T04:31:14Z,2740000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,
281,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,out,[],1629637,,,1610612763,58,40,2023-11-15T04:31:14Z,2750000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,
282,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,out,[],2544,,,1610612763,58,40,2023-11-15T04:31:14Z,2760000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,,,,,,,,,James,L. James,,,,,,,,,,,,,,,,,
283,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,out,[],1631367,,,1610612763,58,40,2023-11-15T04:31:14Z,2770000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,,,,,,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,
284,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,58,40,2023-11-15T04:31:14Z,2780000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,,,,,,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,
285,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,in,[],1630559,,,1610612763,58,40,2023-11-15T04:31:14Z,2790000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,,,,,,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
286,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,in,[],1627752,,,1610612763,58,40,2023-11-15T04:31:14Z,2800000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,,,,,,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,
287,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,in,[],203076,,,1610612763,58,40,2023-11-15T04:31:14Z,2810000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,,,,,,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
288,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,58,40,2023-11-15T04:31:14Z,2820000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
289,PT05M20.00S,2023-11-15T04:31:01.3Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,58,40,2023-11-15T04:31:14Z,2830000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
290,PT05M02.00S,2023-11-15T04:31:36.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,84.4119579500657,54.90196078431372,1610612763,58,42,2023-11-15T04:31:41Z,2840000,False,25.0,94.0,1,right,S. Aldama 9' driving Hook (10 PTS),[1630583],1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),8-16 Center,9.71,Made,10.0,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
291,PT04M46.00S,2023-11-15T04:31:53.7Z,2,REGULAR,3pt,Jump Shot,[],1626174,28.301576872536145,22.549019607843135,1610612747,58,42,2023-11-15T04:31:59Z,2850000,False,137.0,214.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,,
292,PT04M44.00S,2023-11-15T04:31:56.7Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,58,42,2023-11-15T04:31:56Z,2860000,False,,,0,,A. Davis REBOUND (Off:3 Def:3),[203076],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Right Center,,,,Davis,A. Davis,,,,,,291.0,6.0,3.0,3.0,,,,,,,,
293,PT04M44.00S,2023-11-15T04:31:59.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612747,58,42,2023-11-15T04:32:12Z,2870000,False,,,0,,B. Biyombo personal FOUL (1 PF) (Davis 2 FT),"[202687, 203076]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,1626300.0,,1.0,0.0,Davis,203076.0,,
295,PT04M44.00S,2023-11-15T04:32:41.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,59,42,2023-11-15T04:32:41Z,2890000,False,,,0,,A. Davis Free Throw 1 of 2 (11 PTS),[203076],1610612747.0,LAL,,,,,,,,,,Made,11.0,Davis,A. Davis,,,,,,,,,,,,,,,,,
296,PT04M44.00S,2023-11-15T04:33:02.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,60,42,2023-11-15T04:33:02Z,2900000,False,,,0,,A. Davis Free Throw 2 of 2 (12 PTS),[203076],1610612747.0,LAL,,,,,,,,,,Made,12.0,Davis,A. Davis,,,,,,,,,,,,,,,,,
297,PT04M31.00S,2023-11-15T04:33:17.7Z,2,REGULAR,2pt,Jump Shot,[],1630533,73.11103810775296,51.71568627450981,1610612763,60,42,2023-11-15T04:33:23Z,2910000,False,9.0,200.0,1,right,MISS Z. Williams 20' pullup bank Shot,[1630533],1610612763.0,MEM,pullup bank,,,,,,Mid-Range,16-24 Center,20.05,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
298,PT04M28.00S,2023-11-15T04:33:20.7Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,60,42,2023-11-15T04:33:23Z,2920000,False,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612747.0,LAL,,,,,,,Mid-Range,16-24 Center,,,,Wood,C. Wood,,,,,,297.0,4.0,3.0,1.0,,,,,,,,
299,PT04M20.00S,2023-11-15T04:33:28.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,8.065045992115643,51.96078431372549,1610612747,62,42,2023-11-15T04:33:32Z,2930000,False,-10.0,23.0,1,left,C. Wood cutting Layup (2 PTS),[1626174],1610612747.0,LAL,cutting,,,,,,Restricted Area,0-8 Center,2.53,Made,2.0,Wood,C. Wood,,,,,,,,,,,,,,,,,
301,PT04M20.00S,2023-11-15T04:33:34.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,62,42,2023-11-15T04:33:34Z,2950000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M01.00S,2023-11-15T04:36:49.0Z,2,REGULAR,3pt,Jump Shot,[],1630583,70.22010512483574,25.24509803921569,1610612763,62,45,2023-11-15T04:36:53Z,2960000,False,-124.0,227.0,1,right,S. Aldama 25' 3PT  (13 PTS) (D. Bane 4 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.89,Made,13.0,Aldama,S. Aldama,D. Bane,1630217.0,4.0,,,,,,,,,,,,,,
304,PT03M42.00S,2023-11-15T04:37:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,11.218791064388967,45.34313725490197,1610612747,62,45,2023-11-15T04:37:12Z,2980000,False,23.0,53.0,1,left,MISS C. Wood driving finger roll Layup,[1626174],1610612747.0,LAL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,,
305,PT03M39.00S,2023-11-15T04:37:10.7Z,2,REGULAR,rebound,offensive,[],203076,,,1610612747,62,45,2023-11-15T04:37:10Z,2990000,False,,,0,,A. Davis REBOUND (Off:4 Def:3),[203076],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Davis,A. Davis,,,,,,304.0,7.0,3.0,4.0,,,,,,,,
306,PT03M39.00S,2023-11-15T04:37:10.7Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,64,45,2023-11-15T04:37:16Z,3000000,False,0.0,0.0,1,left,A. Davis tip DUNK (14 PTS),[203076],1610612747.0,LAL,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,14.0,Davis,A. Davis,,,,,,,,,,,,,,,,,
307,PT03M34.00S,2023-11-15T04:37:16.8Z,2,REGULAR,3pt,Jump Shot,[],1630533,79.68134034165571,7.107843137254903,1610612763,64,45,2023-11-15T04:41:17Z,3010000,False,-214.0,138.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
308,PT03M31.00S,2023-11-15T04:37:19.8Z,2,REGULAR,rebound,offensive,[],202687,,,1610612763,64,45,2023-11-15T04:41:17Z,3020000,False,,,0,,B. Biyombo REBOUND (Off:2 Def:2),[202687],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Biyombo,B. Biyombo,,,,,,307.0,4.0,2.0,2.0,,,,,,,,
309,PT03M30.00S,2023-11-15T04:37:22.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,90.71944809461235,42.40196078431373,1610612763,64,45,2023-11-15T04:41:28Z,3030000,False,-38.0,35.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612763.0,MEM,tip,,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
310,PT03M29.00S,2023-11-15T04:37:23.1Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,64,45,2023-11-15T04:41:28Z,3040000,False,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Konchar,J. Konchar,,,,,,309.0,1.0,0.0,1.0,,,,,,,,
329,PT03M28.00S,2023-11-15T04:37:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,91.72141918528253,48.50643382352941,1610612763,64,45,2023-11-15T04:41:34Z,3045000,False,-7.0,25.0,1,right,MISS J. Konchar tip Layup,[1629723],1610612763.0,MEM,tip,,,,,,Restricted Area,0-8 Center,2.64,Missed,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
330,PT03M27.00S,2023-11-15T04:37:29.3Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,64,45,2023-11-15T04:41:34Z,3047500,False,,,0,,A. Reaves REBOUND (Off:1 Def:3),[1630559],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Reaves,A. Reaves,,,,,,329.0,4.0,3.0,1.0,,,,,,,,
311,PT03M15.00S,2023-11-15T04:37:34.6Z,2,REGULAR,3pt,Jump Shot,[],1627752,10.561760840998687,5.14705882352942,1610612747,64,45,2023-11-15T04:37:39Z,3050000,False,224.0,47.0,1,left,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,22.91,Missed,,Prince,T. Prince,,,,,,,,,,,,,,,,,
312,PT03M12.00S,2023-11-15T04:37:37.6Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,64,45,2023-11-15T04:54:17Z,3060000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,,,,Aldama,S. Aldama,,,,,,311.0,1.0,1.0,0.0,,,,,,,,
313,PT03M01.00S,2023-11-15T04:37:48.5Z,2,REGULAR,3pt,Jump Shot,[],1630583,92.16491458607096,4.411764705882348,1610612763,64,48,2023-11-15T04:38:09Z,3070000,False,-228.0,21.0,1,right,S. Aldama 3PT  (16 PTS) (J. Konchar 1 AST),"[1630583, 1629723]",1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,22.89,Made,16.0,Aldama,S. Aldama,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
315,PT02M46.00S,2023-11-15T04:38:03.0Z,2,REGULAR,3pt,Jump Shot,[],1630559,32.37516425755584,56.86274509803921,1610612747,67,48,2023-11-15T04:40:15Z,3090000,False,-34.0,252.0,1,left,A. Reaves 25' 3PT pullup (9 PTS),[1630559],1610612747.0,LAL,pullup,,,,,,Above the Break 3,24+ Center,25.41,Made,9.0,Reaves,A. Reaves,,,,,,,,,,,,,,,,,
316,PT02M32.00S,2023-11-15T04:38:17.3Z,2,REGULAR,3pt,Jump Shot,[],1630583,70.48291721419186,71.81372549019608,1610612763,67,48,2023-11-15T04:38:27Z,3100000,False,109.0,225.0,1,right,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
317,PT02M28.00S,2023-11-15T04:38:21.3Z,2,REGULAR,rebound,offensive,[],202687,,,1610612763,67,48,2023-11-15T04:38:27Z,3110000,False,,,0,,B. Biyombo REBOUND (Off:3 Def:2),[202687],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Biyombo,B. Biyombo,,,,,,316.0,5.0,2.0,3.0,,,,,,,,
318,PT02M21.00S,2023-11-15T04:38:28.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,77.44743758212877,8.333333333333343,1610612763,67,51,2023-11-15T04:38:32Z,3120000,False,-208.0,159.0,1,right,Z. Williams 26' 3PT  (8 PTS) (S. Aldama 2 AST),"[1630533, 1630583]",1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,26.24,Made,8.0,Williams,Z. Williams,S. Aldama,1630583.0,2.0,,,,,,,,,,,,,,
320,PT02M07.00S,2023-11-15T04:38:42.8Z,2,REGULAR,3pt,Jump Shot,[],1626156,31.061103810775293,24.75490196078431,1610612747,70,51,2023-11-15T04:40:46Z,3140000,False,126.0,239.0,1,left,D. Russell 27' 3PT pullup (8 PTS),[1626156],1610612747.0,LAL,pullup,,,,,,Above the Break 3,24+ Right Center,27.07,Made,8.0,Russell,D. Russell,,,,,,,,,,,,,,,,,
321,PT01M46.00S,2023-11-15T04:39:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,89.27398160315374,52.205882352941174,1610612763,70,51,2023-11-15T04:39:10Z,3150000,False,11.0,48.0,1,right,MISS S. Aldama floating Shot,[1630583],1610612763.0,MEM,floating,,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,
322,PT01M46.00S,2023-11-15T04:39:03.1Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,70,51,2023-11-15T04:39:10Z,3160000,False,,,0,,A. Davis REBOUND (Off:4 Def:4),[203076],1610612747.0,LAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Davis,A. Davis,,,,,,321.0,8.0,4.0,4.0,,,,,,,,
323,PT01M42.00S,2023-11-15T04:39:10.5Z,2,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,70,51,2023-11-15T04:39:20Z,3170000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (2 TO),[1630559],1610612747.0,LAL,bad pass,,,,,,Mid-Range,16-24 Left Center,,,,Reaves,A. Reaves,,,,,,,,,,1629178.0,2.0,,,,,,
324,PT01M42.00S,2023-11-15T04:39:19.0Z,2,REGULAR,substitution,out,[],1626174,,,1610612763,70,51,2023-11-15T04:39:26Z,3180000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,
325,PT01M42.00S,2023-11-15T04:39:19.0Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,70,51,2023-11-15T04:39:26Z,3190000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,
326,PT01M42.00S,2023-11-15T04:39:19.0Z,2,REGULAR,substitution,in,[],2544,,,1610612763,70,51,2023-11-15T04:39:26Z,3200000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,,,,,,,,,James,L. James,,,,,,,,,,,,,,,,,
327,PT01M42.00S,2023-11-15T04:39:19.0Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,70,51,2023-11-15T04:39:26Z,3210000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,
331,PT01M21.00S,2023-11-15T04:40:13.9Z,2,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,70,51,2023-11-15T04:42:38Z,3230000,False,,,0,,S. Aldama lost ball out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,lost ball,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,202049.0,1.0,,,,,,
332,PT01M07.00S,2023-11-15T04:40:36.5Z,2,REGULAR,turnover,3-second-violation,[],203076,,,1610612747,70,51,2023-11-15T04:40:58Z,3240000,False,,,0,,A. Davis 3-second-violation TURNOVER (1 TO),[203076],1610612747.0,LAL,,,,,,,Mid-Range,16-24 Left,,,,Davis,A. Davis,,,,,,,,,,202049.0,1.0,,,,,,
333,PT00M58.50S,2023-11-15T04:40:56.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,90.98226018396846,51.470588235294116,1610612763,70,51,2023-11-15T04:41:00Z,3250000,False,7.0,32.0,1,right,MISS D. Bane driving Layup - blocked,"[1630217, 203076]",1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,3.31,Missed,,Bane,D. Bane,,,,Davis,203076.0,,,,,,,,,,,,
334,PT00M58.50S,2023-11-15T04:40:56.2Z,2,REGULAR,block,,[],203076,,,1610612763,70,51,2023-11-15T04:40:59Z,3260000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,,,,Restricted Area,0-8 Center,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,
335,PT00M58.50S,2023-11-15T04:40:56.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,70,51,2023-11-15T04:41:00Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,333.0,,,,,,,,,,,
337,PT00M49.90S,2023-11-15T04:41:39.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630533,76.92181340341656,12.74509803921569,1610612763,70,51,2023-11-15T04:41:45Z,3290000,False,-186.0,164.0,1,right,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
338,PT00M47.20S,2023-11-15T04:41:41.9Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,70,51,2023-11-15T04:41:41Z,3300000,False,,,0,,L. James REBOUND (Off:0 Def:7),[2544],1610612747.0,LAL,,,,,,,Above the Break 3,24+ Left Center,,,,James,L. James,,,,,,337.0,7.0,7.0,0.0,,,,,,,,
339,PT00M44.20S,2023-11-15T04:41:46.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612747,70,51,2023-11-15T04:41:55Z,3310000,False,,,0,,B. Biyombo shooting personal FOUL (2 PF) (Davis 2 FT),"[202687, 203076]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,202049.0,,2.0,0.0,Davis,203076.0,,
341,PT00M44.20S,2023-11-15T04:42:17.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203076,,,1610612747,70,51,2023-11-15T04:42:17Z,3330000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,,,,,,,Missed,,Davis,A. Davis,,,,,,,,,,,,,,,,,
342,PT00M44.20S,2023-11-15T04:42:17.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,70,51,2023-11-15T04:42:17Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,341.0,,,,,,,,,,,
343,PT00M44.20S,2023-11-15T04:42:36.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203076,,,1610612747,71,51,2023-11-15T04:42:36Z,3350000,False,,,0,,A. Davis Free Throw 2 of 2 (15 PTS),[203076],1610612747.0,LAL,,,,,,,,,,Made,15.0,Davis,A. Davis,,,,,,,,,,,,,,,,,
344,PT00M33.00S,2023-11-15T04:42:51.4Z,2,REGULAR,3pt,Jump Shot,[],1630217,95.18725361366623,95.58823529411765,1610612763,71,51,2023-11-15T04:42:55Z,3360000,False,228.0,-7.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,,,,Right Corner 3,24+ Right,22.8,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,
345,PT00M29.80S,2023-11-15T04:42:54.6Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,71,51,2023-11-15T04:42:55Z,3370000,False,,,0,,A. Reaves REBOUND (Off:1 Def:4),[1630559],1610612747.0,LAL,,,,,,,Right Corner 3,24+ Right,,,,Reaves,A. Reaves,,,,,,344.0,5.0,4.0,1.0,,,,,,,,
346,PT00M25.50S,2023-11-15T04:42:58.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,31.718134034165573,40.44117647058824,1610612747,74,51,2023-11-15T04:43:09Z,3380000,False,48.0,246.0,1,left,D. Russell 25' 3PT running (11 PTS) (L. James 5 AST),"[1626156, 2544]",1610612747.0,LAL,running,,,,,,Above the Break 3,24+ Center,25.03,Made,11.0,Russell,D. Russell,L. James,2544.0,5.0,,,,,,,,,,,,,,
348,PT00M01.50S,2023-11-15T04:43:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,82.57227332457293,52.69607843137255,1610612763,74,51,2023-11-15T04:43:43Z,3400000,False,13.0,111.0,1,right,MISS Z. Williams 11' driving floating Shot,[1630533],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.21,Missed,,Williams,Z. Williams,,,,,,,,,,,,,,,,,
