actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
336,PT08M35.00S,2024-03-09T04:34:35.5Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,77,72,2024-03-09T04:38:52Z,3320000,False,,,0,,A. Davis REBOUND (Off:1 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,335.0,7.0,6.0,1.0,,,,,,,,,,,,,
337,PT08M22.00S,2024-03-09T04:34:47.1Z,3,REGULAR,3pt,Jump Shot,[],203915,22.519710906701704,92.8921568627451,1610612747,77,72,2024-03-09T04:34:52Z,3330000,False,-214.0,159.0,1,left,MISS S. Dinwiddie 26' 3PT,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
338,PT08M18.00S,2024-03-09T04:34:51.1Z,3,REGULAR,rebound,defensive,[],203081,,,1610612749,77,72,2024-03-09T04:34:52Z,3340000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,,
339,PT08M11.00S,2024-03-09T04:35:00.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203109,88.09132720105124,52.69607843137255,1610612749,77,72,2024-03-09T04:35:05Z,3350000,False,13.0,59.0,1,right,MISS J. Crowder 6' driving Layup - blocked,"[203109, 1626156]",1610612749.0,MIL,driving,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,6.09,Missed,,,,,,,,,,,,,,,Russell,1626156.0,,
340,PT08M11.00S,2024-03-09T04:35:00.3Z,3,REGULAR,block,,[],1626156,,,1610612749,77,72,2024-03-09T04:35:02Z,3360000,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT08M11.00S,2024-03-09T04:35:00.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,77,72,2024-03-09T04:35:05Z,3370000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,339.0,,,,,,,,,,,,,,,,
343,PT07M56.00S,2024-03-09T04:35:19.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,16.475032851511173,51.470588235294116,1610612747,79,72,2024-03-09T04:35:23Z,3390000,False,-7.0,102.0,1,left,A. Davis 10' floating Jump Shot (20 PTS),[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,10.27,Made,20.0,,,,,,,,,,,,,,,,,
344,PT07M38.00S,2024-03-09T04:35:37.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,82.70367936925098,48.774509803921575,1610612749,79,72,2024-03-09T04:35:43Z,3400000,False,-6.0,110.0,1,right,MISS M. Beasley 11' Jump Shot,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,,,,,,,,,,,,,,
345,PT07M35.00S,2024-03-09T04:35:40.4Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,79,72,2024-03-09T04:35:43Z,3410000,False,,,0,,A. Davis REBOUND (Off:1 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,344.0,8.0,7.0,1.0,,,,,,,,,,,,,
346,PT07M25.00S,2024-03-09T04:35:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,4.911300919842304,47.05882352941176,1610612747,81,72,2024-03-09T04:35:55Z,3420000,False,15.0,-6.0,1,left,R. Hachimura driving reverse Layup (9 PTS) (S. Dinwiddie 3 AST),"[1629060, 203915]",1610612747.0,LAL,driving reverse,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.6,Made,9.0,,,,,,,S. Dinwiddie,203915.0,3.0,,,,,,,,
348,PT07M00.00S,2024-03-09T04:36:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201572,93.08475689881735,57.1078431372549,1610612749,81,72,2024-03-09T04:36:20Z,3440000,False,36.0,13.0,1,right,MISS B. Lopez driving Layup - blocked,"[201572, 203076]",1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.76,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
349,PT07M00.00S,2024-03-09T04:36:16.0Z,3,REGULAR,block,,[],203076,,,1610612749,81,72,2024-03-09T04:36:18Z,3450000,False,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT07M00.00S,2024-03-09T04:36:16.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,81,72,2024-03-09T04:36:20Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,348.0,,,,,,,,,,,,,,,,
352,PT07M00.00S,2024-03-09T04:36:21.4Z,3,REGULAR,substitution,out,[],203109,,,1610612749,81,72,2024-03-09T04:36:25Z,3480000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT07M00.00S,2024-03-09T04:36:21.4Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,81,72,2024-03-09T04:36:25Z,3490000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M55.00S,2024-03-09T04:36:42.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203507,84.28055190538765,55.63725490196079,1610612749,81,72,2024-03-09T04:36:54Z,3500000,False,28.0,95.0,1,right,MISS G. Antetokounmpo 9' turnaround Shot - blocked,"[203507, 203076]",1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,9.94,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
355,PT06M55.00S,2024-03-09T04:36:42.9Z,3,REGULAR,block,,[],203076,,,1610612749,81,72,2024-03-09T04:36:45Z,3510000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
356,PT06M55.00S,2024-03-09T04:36:42.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,81,72,2024-03-09T04:36:54Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,354.0,,,,,,,,,,,,,,,,
357,PT06M55.00S,2024-03-09T04:36:48.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612749,81,72,2024-03-09T04:37:04Z,3530000,False,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628953.0,,,,,,,,,,,,
358,PT06M30.00S,2024-03-09T04:37:23.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203076,14.241130091984232,21.32352941176471,1610612747,81,72,2024-03-09T04:37:26Z,3540000,False,143.0,81.0,1,left,MISS A. Davis 16' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right,16.49,Missed,,,,,,,,,,,,,,,,,,
359,PT06M28.00S,2024-03-09T04:37:25.4Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,81,72,2024-03-09T04:37:25Z,3550000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Right,,,,358.0,2.0,1.0,1.0,,,,,,,,,,,,,
360,PT06M25.00S,2024-03-09T04:37:31.7Z,3,REGULAR,foul,personal,['2freethrow'],203915,,,1610612749,81,72,2024-03-09T04:37:36Z,3560000,False,,,0,,S. Dinwiddie shooting personal FOUL (2 PF) (Lillard 2 FT),"[203915, 203081]",1610612747.0,LAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,2.0,0.0,Lillard,203081.0,,,,
362,PT06M25.00S,2024-03-09T04:38:05.0Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,81,73,2024-03-09T04:38:05Z,3580000,False,,,0,,D. Lillard Free Throw 1 of 2 (17 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
363,PT06M25.00S,2024-03-09T04:38:08.7Z,3,REGULAR,substitution,out,[],1626156,,,1610612749,81,73,2024-03-09T04:38:11Z,3590000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M25.00S,2024-03-09T04:38:08.7Z,3,REGULAR,substitution,in,[],1627752,,,1610612749,81,73,2024-03-09T04:38:11Z,3600000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M25.00S,2024-03-09T04:38:24.3Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,81,74,2024-03-09T04:38:24Z,3610000,False,,,0,,D. Lillard Free Throw 2 of 2 (18 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
366,PT06M15.00S,2024-03-09T04:38:36.7Z,3,REGULAR,3pt,Jump Shot,[],1629060,28.43298291721419,83.82352941176471,1610612747,81,74,2024-03-09T04:38:41Z,3620000,False,-169.0,215.0,1,left,MISS R. Hachimura 27' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
367,PT06M11.00S,2024-03-09T04:38:40.7Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,81,74,2024-03-09T04:38:41Z,3630000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,366.0,3.0,2.0,1.0,,,,,,,,,,,,,
368,PT06M03.00S,2024-03-09T04:38:48.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.34756898817345,53.431372549019606,1610612749,81,76,2024-03-09T04:38:55Z,3640000,False,17.0,10.0,1,right,G. Antetokounmpo DUNK (21 PTS) (D. Lillard 7 AST),"[203507, 203081]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.99,Made,21.0,,,,,,,D. Lillard,203081.0,7.0,,,,,,,,
370,PT05M51.00S,2024-03-09T04:39:00.3Z,3,REGULAR,3pt,Jump Shot,[],203076,33.42641261498029,50.49019607843137,1610612747,81,76,2024-03-09T04:39:03Z,3660000,False,-2.0,262.0,1,left,MISS A. Davis 26' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
371,PT05M49.00S,2024-03-09T04:39:02.3Z,3,REGULAR,rebound,defensive,[],1627736,,,1610612749,81,76,2024-03-09T04:39:03Z,3670000,False,,,0,,M. Beasley REBOUND (Off:1 Def:3),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,370.0,4.0,3.0,1.0,,,,,,,,,,,,,
372,PT05M33.00S,2024-03-09T04:39:19.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203507,92.16491458607096,52.69607843137255,1610612749,81,78,2024-03-09T04:39:25Z,3680000,False,13.0,21.0,1,right,G. Antetokounmpo Hook (23 PTS) (D. Lillard 8 AST),"[203507, 203081]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.5,Made,23.0,,,,,,,D. Lillard,203081.0,8.0,,,,,,,,
374,PT05M23.00S,2024-03-09T04:39:30.3Z,3,REGULAR,foul,personal,[],201572,,,1610612747,81,78,2024-03-09T04:39:34Z,3700000,False,,,0,,B. Lopez personal FOUL (1 PF),"[201572, 203076]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,1.0,0.0,Davis,203076.0,,,,
376,PT05M23.00S,2024-03-09T04:39:36.8Z,3,REGULAR,substitution,out,[],203915,,,1610612747,81,78,2024-03-09T04:39:51Z,3720000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M23.00S,2024-03-09T04:39:36.8Z,3,REGULAR,substitution,out,[],1629060,,,1610612747,81,78,2024-03-09T04:39:51Z,3730000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M23.00S,2024-03-09T04:39:36.8Z,3,REGULAR,substitution,out,[],201572,,,1610612747,81,78,2024-03-09T04:39:51Z,3740000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M23.00S,2024-03-09T04:39:36.8Z,3,REGULAR,substitution,in,[],1629637,,,1610612747,81,78,2024-03-09T04:39:51Z,3750000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M23.00S,2024-03-09T04:39:36.8Z,3,REGULAR,substitution,in,[],1629629,,,1610612747,81,78,2024-03-09T04:39:51Z,3760000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M23.00S,2024-03-09T04:39:36.8Z,3,REGULAR,substitution,in,[],1626171,,,1610612747,81,78,2024-03-09T04:39:51Z,3770000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M13.00S,2024-03-09T04:40:11.4Z,3,REGULAR,turnover,lost ball,[],1629637,,,1610612747,81,78,2024-03-09T04:40:57Z,3780000,False,,,0,,J. Hayes lost ball TURNOVER (1 TO),"[1629637, 203507]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,,,Antetokounmpo,203507.0
383,PT05M13.00S,2024-03-09T04:40:11.4Z,3,REGULAR,steal,,[],203507,,,1610612749,81,78,2024-03-09T04:40:19Z,3790000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
384,PT05M08.00S,2024-03-09T04:40:20.7Z,3,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612749,81,78,2024-03-09T04:40:26Z,3800000,False,,,0,,J. Hayes shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1629637, 203507]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,3.0,0.0,Antetokounmpo,203507.0,,,,
386,PT05M08.00S,2024-03-09T04:41:04.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,81,79,2024-03-09T04:41:34Z,3820000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (24 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
387,PT05M08.00S,2024-03-09T04:41:04.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203507,,,1610612749,81,79,2024-03-09T04:41:34Z,3830000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
388,PT05M05.00S,2024-03-09T04:41:07.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,81,79,2024-03-09T04:41:34Z,3840000,False,,,0,,A. Davis REBOUND (Off:1 Def:8),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,387.0,9.0,8.0,1.0,,,,,,,,,,,,,
389,PT04M56.00S,2024-03-09T04:41:42.1Z,3,REGULAR,3pt,Jump Shot,[],1627752,8.147174770039427,96.30055147058823,1610612747,84,79,2024-03-09T04:41:47Z,3850000,False,-232.0,24.0,1,left,T. Prince 3PT  (3 PTS) (A. Reaves 4 AST),"[1627752, 1630559]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.28,Made,3.0,,,,,,,A. Reaves,1630559.0,4.0,,,,,,,,
391,PT04M39.00S,2024-03-09T04:41:58.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,81.52102496714849,50.49019607843137,1610612749,84,81,2024-03-09T04:42:02Z,3870000,False,2.0,121.0,1,right,D. Lillard 12' driving floating Jump Shot (20 PTS),[203081],1610612749.0,MIL,driving floating,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),8-16 Center,12.12,Made,20.0,,,,,,,,,,,,,,,,,
392,PT04M27.00S,2024-03-09T04:42:11.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,18.84034165571616,60.294117647058826,1610612747,86,81,2024-03-09T04:42:15Z,3880000,False,-51.0,125.0,1,left,A. Reaves 13' fadeaway Jump Shot (16 PTS),[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,13.48,Made,16.0,,,,,,,,,,,,,,,,,
393,PT04M16.00S,2024-03-09T04:42:22.2Z,3,REGULAR,3pt,Jump Shot,[],203081,64.56964520367937,38.48039215686274,1610612749,86,81,2024-03-09T04:42:26Z,3890000,False,-58.0,281.0,1,right,MISS D. Lillard 28' step back 3PT,[203081],1610612749.0,MIL,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,28.64,Missed,,,,,,,,,,,,,,,,,,
394,PT04M13.00S,2024-03-09T04:42:25.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,86,81,2024-03-09T04:42:26Z,3900000,False,,,0,,A. Davis REBOUND (Off:1 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,393.0,10.0,9.0,1.0,,,,,,,,,,,,,
395,PT04M02.00S,2024-03-09T04:42:36.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,13.32128777923785,52.205882352941174,1610612747,86,81,2024-03-09T04:42:40Z,3910000,False,-11.0,73.0,1,left,MISS A. Davis 7' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
396,PT04M00.00S,2024-03-09T04:42:38.1Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,86,81,2024-03-09T04:42:40Z,3920000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,395.0,9.0,8.0,1.0,,,,,,,,,,,,,
397,PT03M55.00S,2024-03-09T04:42:43.3Z,3,REGULAR,2pt,Jump Shot,[],203507,77.84165571616295,36.274509803921575,1610612749,86,83,2024-03-09T04:42:49Z,3930000,False,-69.0,156.0,1,right,G. Antetokounmpo 17' pullup Jump Shot (26 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,17.02,Made,26.0,,,,,,,,,,,,,,,,,
398,PT03M29.00S,2024-03-09T04:43:08.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203076,9.773324572930349,54.411764705882355,1610612747,86,83,2024-03-09T04:45:10Z,3940000,False,-22.0,39.0,1,left,MISS A. Davis turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
399,PT03M27.00S,2024-03-09T04:43:10.6Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,86,83,2024-03-09T04:43:13Z,3950000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,,,,398.0,4.0,3.0,1.0,,,,,,,,,,,,,
401,PT03M22.00S,2024-03-09T04:43:23.5Z,3,REGULAR,substitution,out,[],203081,,,1610612749,86,83,2024-03-09T04:43:33Z,3970000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M22.00S,2024-03-09T04:43:23.5Z,3,REGULAR,substitution,in,[],201976,,,1610612749,86,83,2024-03-09T04:43:33Z,3980000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M14.00S,2024-03-09T04:43:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,91.63929040735874,42.64705882352941,1610612749,86,85,2024-03-09T04:46:02Z,3990000,False,-37.0,26.0,1,right,P. Connaughton cutting Layup (5 PTS) (G. Antetokounmpo 7 AST),"[1626192, 203507]",1610612749.0,MIL,cutting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,4.51,Made,5.0,,,,,,,G. Antetokounmpo,203507.0,7.0,,,,,,,,
405,PT02M56.00S,2024-03-09T04:44:08.7Z,3,REGULAR,3pt,Jump Shot,[],1627752,25.54204993429697,86.27450980392157,1610612747,89,85,2024-03-09T04:44:16Z,4010000,False,-181.0,188.0,1,left,T. Prince 26' 3PT  (6 PTS) (A. Reaves 5 AST),"[1627752, 1630559]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,26.1,Made,6.0,,,,,,,A. Reaves,1630559.0,5.0,,,,,,,,
407,PT02M43.00S,2024-03-09T04:44:21.9Z,3,REGULAR,3pt,Jump Shot,[],203507,64.70105124835743,49.754901960784316,1610612749,89,85,2024-03-09T04:46:28Z,4030000,False,-1.0,279.0,1,right,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,27.93,Missed,,,,,,,,,,,,,,,,,,
408,PT02M40.00S,2024-03-09T04:44:24.9Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612747,89,85,2024-03-09T04:44:26Z,4040000,False,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,407.0,4.0,4.0,0.0,,,,,,,,,,,,,
409,PT02M30.00S,2024-03-09T04:44:35.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,7.145203679369246,50.0,1610612747,91,85,2024-03-09T04:44:39Z,4050000,False,0.0,15.0,1,left,T. Prince driving Layup (8 PTS) (A. Reaves 6 AST),"[1627752, 1630559]",1610612747.0,LAL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1.47,Made,8.0,,,,,,,A. Reaves,1630559.0,6.0,,,,,,,,
411,PT02M16.00S,2024-03-09T04:44:54.3Z,3,REGULAR,foul,personal,[],1630559,,,1610612749,91,85,2024-03-09T04:45:00Z,4070000,False,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 1626192]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,,,,,,202041.0,,,,,1.0,0.0,Connaughton,1626192.0,,,,
413,PT02M16.00S,2024-03-09T04:45:01.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,91,85,2024-03-09T04:45:01Z,4090000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M16.00S,2024-03-09T04:48:06.5Z,3,REGULAR,substitution,out,[],1629629,,,1610612749,91,85,2024-03-09T04:48:18Z,4100000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M16.00S,2024-03-09T04:48:06.5Z,3,REGULAR,substitution,in,[],1626156,,,1610612749,91,85,2024-03-09T04:48:18Z,4110000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M06.00S,2024-03-09T04:48:34.9Z,3,REGULAR,3pt,Jump Shot,[],1626192,66.27792378449408,67.8921568627451,1610612749,91,88,2024-03-09T04:49:10Z,4120000,False,89.0,264.0,1,right,P. Connaughton 27' 3PT pullup (8 PTS) (G. Antetokounmpo 8 AST),"[1626192, 203507]",1610612749.0,MIL,pullup,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,27.92,Made,8.0,,,,,,,G. Antetokounmpo,203507.0,8.0,,,,,,,,
418,PT01M47.00S,2024-03-09T04:48:53.6Z,3,REGULAR,3pt,Jump Shot,[],1627752,14.635348226018394,97.79411764705883,1610612747,91,88,2024-03-09T04:49:01Z,4140000,False,-239.0,85.0,1,left,MISS T. Prince 25' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,25.37,Missed,,,,,,,,,,,,,,,,,,
419,PT01M45.00S,2024-03-09T04:48:55.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,91,88,2024-03-09T04:49:01Z,4150000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Left Corner 3,24+ Left,,,,418.0,,,,,,,,,,,,,,,,
