actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
260,PT05M35.00S,2026-03-22T02:56:04.7Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612749,37,37,2026-03-22T02:56:06Z,2590000,False,,,0,,J. Sims REBOUND (Off:4 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,259.0,,,,,5.0,1.0,4.0,,,,,,,,
261,PT05M29.00S,2026-03-22T02:56:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,6.783837056504599,50.0,1610612749,37,39,2026-03-22T02:56:19Z,2600000,False,0.0,11.0,1,left,K. Kuzma driving Layup (13 PTS),[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.13,Made,,,,13.0,,,,,,,,,,,,,,
262,PT05M29.00S,2026-03-22T02:56:16.0Z,2,REGULAR,foul,personal,['1freethrow'],1642853,,,1610612749,37,39,2026-03-22T02:56:25Z,2610000,False,,,0,,R. Fleming shooting personal FOUL (3 PF) (Kuzma 1 FT),"[1642853, 1628398]",1610612756.0,PHX,shooting,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,3.0,0.0,Kuzma,1628398.0,,
264,PT05M29.00S,2026-03-22T02:56:40.8Z,2,REGULAR,freethrow,1 of 1,[],1628398,,,1610612749,37,40,2026-03-22T02:56:40Z,2630000,False,,,0,,K. Kuzma Free Throw 1 of 1 (14 PTS),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
265,PT05M13.00S,2026-03-22T02:56:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,84.57621550591328,39.46078431372549,1610612756,37,40,2026-03-22T03:06:52Z,2640000,False,-53.0,92.0,1,right,MISS J. Green 10' pullup Shot,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,10.65,Missed,,,,,,,,,,,,,,,,,,
266,PT05M11.00S,2026-03-22T02:57:01.8Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,37,40,2026-03-22T03:08:23Z,2650000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,,265.0,,,,,1.0,0.0,1.0,,,,,,,,
267,PT05M11.00S,2026-03-22T02:57:05.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630692,94.40999984741211,50.0,1610612756,39,40,2026-03-22T03:08:31Z,2660000,False,0.0,0.0,1,right,J. Goodwin tip Layup (2 PTS),[1630692],1610612756.0,PHX,tip,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,0.0,Made,,,,2.0,,,,,,,,,,,,,,
268,PT04M49.00S,2026-03-22T02:57:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,19.267411300919843,58.08823529411765,1610612749,39,42,2026-03-22T02:57:28Z,2670000,False,-40.0,129.0,1,left,G. Trent Jr. 13' pullup Jump Shot (5 PTS),[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.48,Made,,,,5.0,,,,,,,,,,,,,,
270,PT04M30.00S,2026-03-22T02:57:42.4Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,39,42,2026-03-22T02:57:45Z,2690000,False,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1631157]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2.0,,,,,Rollins,1631157.0
271,PT04M30.00S,2026-03-22T02:57:42.4Z,2,REGULAR,steal,,[],1631157,,,1610612749,39,42,2026-03-22T02:57:43Z,2700000,False,,,0,,R. Rollins STEAL (2 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
272,PT04M24.00S,2026-03-22T02:57:48.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,25.443495400788436,11.76470588235294,1610612749,39,45,2026-03-22T02:57:55Z,2710000,False,191.0,187.0,1,left,K. Kuzma 26' 3PT running (17 PTS) (R. Rollins 4 AST),"[1628398, 1631157]",1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,26.72,Made,,,,17.0,R. Rollins,1631157.0,4.0,,,,,,,,,,,
274,PT04M05.00S,2026-03-22T02:58:07.5Z,2,REGULAR,3pt,Jump Shot,[],1642853,92.59198423127464,0.24509803921568626,1610612756,42,45,2026-03-22T02:58:16Z,2730000,False,-249.0,17.0,1,right,R. Fleming 24' 3PT  (5 PTS) (D. Booker 3 AST),"[1642853, 1626164]",1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Left Corner 3,24+ Left,24.94,Made,,,,5.0,D. Booker,1626164.0,3.0,,,,,,,,,,,
276,PT03M51.00S,2026-03-22T02:58:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,7.046649145860711,60.29411764705882,1610612749,42,47,2026-03-22T03:11:56Z,2750000,False,-51.0,14.0,1,left,R. Rollins pullup bank Jump Shot (2 PTS),[1631157],1610612749.0,MIL,pullup bank,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,,,,2.0,,,,,,,,,,,,,,
277,PT03M40.00S,2026-03-22T02:58:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,95.0886990801577,51.9607843137255,1610612756,44,47,2026-03-22T02:58:38Z,2760000,False,10.0,-6.0,1,right,J. Green driving Layup (15 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.17,Made,,,,15.0,,,,,,,,,,,,,,
278,PT03M39.00S,2026-03-22T02:58:38.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,44,47,2026-03-22T02:58:38Z,2770000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M39.00S,2026-03-22T02:59:49.5Z,2,REGULAR,substitution,out,[],1630224,,,1610612749,44,47,2026-03-22T03:00:09Z,2780000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M39.00S,2026-03-22T02:59:49.5Z,2,REGULAR,substitution,out,[],1642853,,,1610612749,44,47,2026-03-22T03:00:09Z,2790000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M39.00S,2026-03-22T02:59:49.5Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,44,47,2026-03-22T03:00:09Z,2800000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M39.00S,2026-03-22T02:59:49.5Z,2,REGULAR,substitution,in,[],1642346,,,1610612749,44,47,2026-03-22T03:00:09Z,2810000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M39.00S,2026-03-22T02:59:49.5Z,2,REGULAR,substitution,in,[],1631123,,,1610612749,44,47,2026-03-22T03:00:09Z,2820000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M39.00S,2026-03-22T02:59:49.5Z,2,REGULAR,substitution,in,[],1631172,,,1610612749,44,47,2026-03-22T03:00:09Z,2830000,False,,,0,,SUB in: O. Dieng,[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M22.00S,2026-03-22T03:00:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,19.398817345597898,51.71568627450981,1610612749,44,49,2026-03-22T03:12:49Z,2840000,False,-9.0,130.0,1,left,R. Rollins 13' pullup Jump Shot (4 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,13.01,Made,,,,4.0,,,,,,,,,,,,,,
286,PT03M09.00S,2026-03-22T03:00:49.2Z,2,REGULAR,3pt,Jump Shot,[],1642346,80.76544021024968,95.83333333333334,1610612756,44,49,2026-03-22T03:00:54Z,2850000,False,229.0,128.0,1,right,MISS R. Dunn 26' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
287,PT03M07.00S,2026-03-22T03:00:51.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,44,49,2026-03-22T03:00:54Z,2860000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,286.0,,,,,,,,,,,,,,,
289,PT02M57.00S,2026-03-22T03:01:09.5Z,2,REGULAR,3pt,Jump Shot,[],1631157,23.99802890932983,12.745098039215685,1610612749,44,52,2026-03-22T03:13:41Z,2880000,False,186.0,173.0,1,left,R. Rollins 25' 3PT pullup (7 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,25.43,Made,,,,7.0,,,,,,,,,,,,,,
290,PT02M37.00S,2026-03-22T03:01:28.9Z,2,REGULAR,2pt,Jump Shot,[],1631123,76.5604467805519,19.852941176470587,1610612756,44,52,2026-03-22T03:01:34Z,2890000,False,-151.0,168.0,1,right,MISS J. Bouyea 22' pullup Shot,[1631123],1610612756.0,PHX,pullup,,,Bouyea,J. Bouyea,,,,,Mid-Range,16-24 Left Center,22.55,Missed,,,,,,,,,,,,,,,,,,
291,PT02M34.00S,2026-03-22T03:01:32.0Z,2,REGULAR,rebound,offensive,[],1642863,,,1610612756,44,52,2026-03-22T03:01:32Z,2900000,False,,,0,,K. Maluach REBOUND (Off:1 Def:0),[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,Mid-Range,16-24 Left Center,,,,,290.0,,,,,1.0,0.0,1.0,,,,,,,,
293,PT02M34.00S,2026-03-22T03:01:32.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642863,84.97043363994744,49.01960784313725,1610612756,44,52,2026-03-22T03:01:49Z,2920000,False,-5.0,89.0,1,right,MISS K. Maluach 8' Hook,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,In The Paint (Non-RA),8-16 Center,8.89,Missed,,,,,,,,,,,,,,,,,,
294,PT02M33.00S,2026-03-22T03:01:33.4Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,44,52,2026-03-22T03:14:20Z,2930000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,293.0,,,,,1.0,1.0,0.0,,,,,,,,
295,PT02M13.00S,2026-03-22T03:01:53.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,6.1268068331143235,94.85294117647058,1610612749,44,52,2026-03-22T03:01:57Z,2940000,False,-224.0,5.0,1,left,MISS K. Kuzma fadeaway 3PT,[1628398],1610612749.0,MIL,fadeaway,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.44,Missed,,,,,,,,,,,,,,,,,,
296,PT02M10.00S,2026-03-22T03:01:56.3Z,2,REGULAR,rebound,defensive,[],1642863,,,1610612756,44,52,2026-03-22T03:01:57Z,2950000,False,,,0,,K. Maluach REBOUND (Off:1 Def:1),[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,Left Corner 3,24+ Left,,,,,295.0,,,,,2.0,1.0,1.0,,,,,,,,
297,PT02M01.00S,2026-03-22T03:02:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,95.22010512483574,48.77450980392157,1610612756,46,52,2026-03-22T03:02:08Z,2960000,False,-6.0,-8.0,1,right,R. Dunn cutting Layup (5 PTS) (D. Booker 4 AST),"[1642346, 1626164]",1610612756.0,PHX,cutting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,0.97,Made,,,,5.0,D. Booker,1626164.0,4.0,,,,,,,,,,,
299,PT01M52.00S,2026-03-22T03:02:17.7Z,2,REGULAR,foul,personal,[],1626164,,,1610612749,46,52,2026-03-22T03:02:26Z,2980000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1631172]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1627541.0,,1.0,0.0,Dieng,1631172.0,,
301,PT01M52.00S,2026-03-22T03:02:29.2Z,2,REGULAR,substitution,out,[],1642863,,,1610612749,46,52,2026-03-22T03:02:32Z,3000000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M52.00S,2026-03-22T03:02:29.2Z,2,REGULAR,substitution,in,[],1642345,,,1610612749,46,52,2026-03-22T03:02:32Z,3010000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M41.00S,2026-03-22T03:02:57.6Z,2,REGULAR,2pt,Jump Shot,[],1631157,26.363337713534822,61.274509803921575,1610612749,46,54,2026-03-22T03:03:02Z,3020000,False,-56.0,195.0,1,left,R. Rollins 20' step back Jump Shot (9 PTS),[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Center,20.33,Made,,,,9.0,,,,,,,,,,,,,,
304,PT01M14.00S,2026-03-22T03:03:24.2Z,2,REGULAR,2pt,Jump Shot,[],1631123,75.90341655716163,43.627450980392155,1610612756,46,54,2026-03-22T03:03:28Z,3030000,False,-32.0,174.0,1,right,MISS J. Bouyea 17' step back Shot,[1631123],1610612756.0,PHX,step back,,,Bouyea,J. Bouyea,,,,,Mid-Range,16-24 Center,17.69,Missed,,,,,,,,,,,,,,,,,,
305,PT01M11.00S,2026-03-22T03:03:27.2Z,2,REGULAR,rebound,offensive,[],1642346,,,1610612756,46,54,2026-03-22T03:03:28Z,3040000,False,,,0,,R. Dunn REBOUND (Off:1 Def:4),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Center,,,,,304.0,,,,,5.0,4.0,1.0,,,,,,,,
306,PT01M05.00S,2026-03-22T03:03:33.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642346,94.1688567674113,49.01960784313725,1610612756,48,54,2026-03-22T03:03:38Z,3050000,False,-5.0,2.0,1,right,R. Dunn driving DUNK (7 PTS) (J. Goodwin 2 AST),"[1642346, 1630692]",1610612756.0,PHX,driving,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,0.54,Made,,,,7.0,J. Goodwin,1630692.0,2.0,,,,,,,,,,,
308,PT00M48.00S,2026-03-22T03:03:51.7Z,2,REGULAR,3pt,Jump Shot,[],1631172,5.206964520367937,96.81372549019608,1610612749,48,57,2026-03-22T03:03:56Z,3070000,False,-234.0,-4.0,1,left,O. Dieng 3PT  (5 PTS) (J. Sims 2 AST),"[1631172, 1630579]",1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,23.41,Made,,,,5.0,J. Sims,1630579.0,2.0,,,,,,,,,,,
310,PT00M39.50S,2026-03-22T03:04:06.7Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612756,48,57,2026-03-22T03:04:12Z,3090000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Booker 2 FT),"[1630579, 1626164]",1610612749.0,MIL,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Booker,1626164.0,,
312,PT00M39.50S,2026-03-22T03:04:31.8Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,49,57,2026-03-22T03:04:31Z,3110000,False,,,0,,D. Booker Free Throw 1 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
313,PT00M39.50S,2026-03-22T03:04:48.4Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,50,57,2026-03-22T03:04:48Z,3120000,False,,,0,,D. Booker Free Throw 2 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
314,PT00M33.30S,2026-03-22T03:04:59.8Z,2,REGULAR,2pt,Jump Shot,[],1631172,9.543363994743759,24.019607843137255,1610612749,50,57,2026-03-22T03:05:03Z,3130000,False,130.0,37.0,1,left,MISS O. Dieng 13' pullup Shot,[1631172],1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Right,13.51,Missed,,,,,,,,,,,,,,,,,,
315,PT00M30.10S,2026-03-22T03:05:03.0Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,50,57,2026-03-22T03:05:03Z,3140000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Mid-Range,8-16 Right,,,,,314.0,,,,,1.0,1.0,0.0,,,,,,,,
316,PT00M07.20S,2026-03-22T03:05:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631123,94.1688567674113,49.01960784313725,1610612756,52,57,2026-03-22T03:05:30Z,3150000,False,-5.0,2.0,1,right,J. Bouyea driving Layup (4 PTS) (R. Dunn 2 AST),"[1631123, 1642346]",1610612756.0,PHX,driving,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,0.54,Made,,,,4.0,R. Dunn,1642346.0,2.0,,,,,,,,,,,
318,PT00M03.00S,2026-03-22T03:05:32.5Z,2,REGULAR,3pt,Jump Shot,[],1628398,55.404073587385014,11.76470588235294,1610612749,52,57,2026-03-22T03:19:38Z,3170000,False,191.0,468.0,1,left,MISS K. Kuzma 50' pullup 3PT,[1628398],1610612749.0,MIL,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,50.58,Missed,,,,,,,,,,,,,,,,,,
319,PT00M02.80S,2026-03-22T03:05:32.7Z,2,REGULAR,rebound,defensive,[],1631123,,,1610612756,52,57,2026-03-22T03:19:38Z,3180000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:2),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Left Center,,,,,318.0,,,,,2.0,2.0,0.0,,,,,,,,
320,PT00M00.00S,2026-03-22T03:05:40.0Z,2,REGULAR,heave,,[],0,,,1610612756,52,57,2026-03-22T03:05:45Z,3190000,False,,,0,,PHX Heave,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,83.86,,,,,,,,,,,,,,,,,,,
321,PT00M00.00S,2026-03-22T03:05:42.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,52,57,2026-03-22T03:05:42Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,320.0,,,,,,,,,,,,,,,
322,PT00M00.30S,2026-03-22T03:05:50.1Z,2,REGULAR,period,end,[],0,,,1610612756,52,57,2026-03-22T03:05:50Z,3210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2026-03-22T03:18:22.3Z,3,REGULAR,substitution,out,['startperiod'],1642346,,,1610612756,52,57,2026-03-22T03:18:51Z,3220000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2026-03-22T03:18:22.3Z,3,REGULAR,substitution,out,['startperiod'],1631123,,,1610612756,52,57,2026-03-22T03:18:51Z,3230000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2026-03-22T03:18:22.3Z,3,REGULAR,substitution,out,['startperiod'],1630579,,,1610612756,52,57,2026-03-22T03:18:51Z,3240000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2026-03-22T03:18:22.3Z,3,REGULAR,substitution,in,['startperiod'],1630224,,,1610612756,52,57,2026-03-22T03:18:51Z,3250000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2026-03-22T03:18:22.3Z,3,REGULAR,substitution,in,['startperiod'],1631221,,,1610612756,52,57,2026-03-22T03:18:51Z,3260000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2026-03-22T03:18:22.3Z,3,REGULAR,substitution,in,['startperiod'],1626167,,,1610612756,52,57,2026-03-22T03:18:51Z,3270000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2026-03-22T03:21:59.1Z,3,REGULAR,period,start,[],0,,,1610612749,52,57,2026-03-22T03:21:59Z,3280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M51.00S,2026-03-22T03:22:09.5Z,3,REGULAR,foul,personal,[],1631221,,,1610612749,52,57,2026-03-22T03:22:18Z,3290000,False,,,0,,C. Gillespie personal FOUL (1 PF),"[1631221, 1631157]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628951.0,,1.0,0.0,Rollins,1631157.0,,
332,PT11M40.00S,2026-03-22T03:22:37.0Z,3,REGULAR,3pt,Jump Shot,[],1631157,64.47109067017082,49.50980392156863,1610612749,52,60,2026-03-22T03:22:41Z,3310000,False,-2.0,281.0,1,right,R. Rollins 28' 3PT step back (12 PTS),[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,28.15,Made,,,,12.0,,,,,,,,,,,,,,
333,PT11M32.00S,2026-03-22T03:22:49.3Z,3,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612756,52,60,2026-03-22T03:22:58Z,3320000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Booker 2 FT),"[1627752, 1626164]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1627541.0,,1.0,0.0,Booker,1626164.0,,
335,PT11M32.00S,2026-03-22T03:23:06.4Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,53,60,2026-03-22T03:23:21Z,3340000,False,,,0,,D. Booker Free Throw 1 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
336,PT11M32.00S,2026-03-22T03:23:06.4Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,53,60,2026-03-22T03:23:21Z,3350000,False,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
337,PT11M30.00S,2026-03-22T03:23:08.4Z,3,REGULAR,rebound,offensive,[],1630692,,,1610612756,53,60,2026-03-22T03:23:21Z,3360000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,336.0,,,,,2.0,0.0,2.0,,,,,,,,
338,PT11M21.00S,2026-03-22T03:23:29.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631221,19.004599211563733,3.431372549019608,1610612756,56,60,2026-03-22T03:23:33Z,3370000,False,233.0,126.0,1,left,C. Gillespie 26' 3PT step back (11 PTS) (J. Goodwin 3 AST),"[1631221, 1630692]",1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.48,Made,,,,11.0,J. Goodwin,1630692.0,3.0,,,,,,,,,,,
340,PT11M07.00S,2026-03-22T03:23:43.0Z,3,REGULAR,3pt,Jump Shot,[],1627752,90.75229960578186,4.411764705882353,1610612749,56,60,2026-03-22T03:23:47Z,3390000,False,-228.0,34.0,1,right,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
341,PT11M04.00S,2026-03-22T03:23:46.0Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,56,60,2026-03-22T03:23:47Z,3400000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Left Corner 3,24+ Left,,,,,340.0,,,,,2.0,1.0,1.0,,,,,,,,
342,PT10M54.00S,2026-03-22T03:23:55.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,6.1268068331143235,50.49019607843137,1610612756,58,60,2026-03-22T03:24:01Z,3410000,False,-2.0,5.0,1,left,O. Ighodaro cutting DUNK (8 PTS) (J. Green 1 AST),"[1642345, 1630224]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,0.57,Made,,,,8.0,J. Green,1630224.0,1.0,,,,,,,,,,,
344,PT10M29.00S,2026-03-22T03:24:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,93.11760840998686,48.77450980392157,1610612749,58,62,2026-03-22T03:25:50Z,3430000,False,-6.0,12.0,1,right,M. Turner Layup (2 PTS) (K. Kuzma 1 AST),"[1626167, 1628398]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.36,Made,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,
