actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
249,PT05M46.00S,2026-03-06T02:52:56.8Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1626164,11.12023653088042,67.8921568627451,1610612756,32,38,2026-03-06T03:01:45Z,2470000,False,-89.0,52.0,1,left,MISS D. Booker 10' running pullup Shot,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,10.35,Missed,,,,,,,,,,,,,,,,,,
250,PT05M44.00S,2026-03-06T02:52:58.8Z,2,REGULAR,rebound,defensive,[],1642265,,,1610612741,32,38,2026-03-06T02:53:02Z,2480000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:1),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Mid-Range,8-16 Left,,,249.0,1.0,1.0,0.0,,,,,,,,,,,,,,
251,PT05M42.00S,2026-03-06T02:53:03.5Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612741,32,38,2026-03-06T02:53:09Z,2490000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Sexton 2 FT),"[1626220, 1629012]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,1.0,0.0,Sexton,1629012.0,,,,,
253,PT05M42.00S,2026-03-06T02:53:28.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629012,,,1610612741,32,39,2026-03-06T02:53:51Z,2510000,False,,,0,,C. Sexton Free Throw 1 of 2 (11 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
254,PT05M42.00S,2026-03-06T02:53:28.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629012,,,1610612741,32,39,2026-03-06T02:53:51Z,2520000,False,,,0,,MISS C. Sexton Free Throw 2 of 2,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
255,PT05M39.00S,2026-03-06T02:53:31.5Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612741,32,39,2026-03-06T02:53:51Z,2530000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,254.0,1.0,0.0,1.0,,,,,,,,,,,,,,
256,PT05M32.00S,2026-03-06T02:53:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612741,32,39,2026-03-06T02:54:21Z,2540000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630224, 1629012]",1610612756.0,PHX,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1155.0,,,,1.0,0.0,Sexton,1629012.0,,,,,
258,PT05M32.00S,2026-03-06T02:54:26.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629012,,,1610612741,32,40,2026-03-06T02:54:26Z,2560000,False,,,0,,C. Sexton Free Throw 1 of 2 (12 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
259,PT05M32.00S,2026-03-06T02:54:43.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629012,,,1610612741,32,41,2026-03-06T02:54:43Z,2570000,False,,,0,,C. Sexton Free Throw 2 of 2 (13 PTS),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
260,PT05M16.00S,2026-03-06T02:55:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,8.886333771353483,57.59803921568627,1610612756,34,41,2026-03-06T03:05:25Z,2580000,False,-38.0,31.0,1,left,D. Booker fadeaway Jump Shot (8 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,,,,,8.0,,,,,,,,,,,,,
261,PT05M02.00S,2026-03-06T02:55:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,85.49605781865965,58.08823529411765,1610612741,34,41,2026-03-06T03:07:04Z,2590000,False,40.0,84.0,1,right,MISS G. Yabusele 9' driving finger roll Layup,[1627824],1610612741.0,CHI,driving finger roll,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,9.3,Missed,,,,,,,,,,,,,,,,,,
262,PT05M01.00S,2026-03-06T02:55:18.5Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612741,34,41,2026-03-06T03:07:04Z,2600000,False,,,0,,N. Richards REBOUND (Off:1 Def:4),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,261.0,5.0,4.0,1.0,,,,,,,,,,,,,,
263,PT05M01.00S,2026-03-06T02:55:21.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612741,34,43,2026-03-06T03:07:09Z,2610000,False,0.0,0.0,1,right,N. Richards tip Layup (4 PTS),[1630208],1610612741.0,CHI,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
264,PT04M38.00S,2026-03-06T02:55:40.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,13.485545335085414,47.549019607843135,1610612756,36,43,2026-03-06T02:55:46Z,2620000,False,12.0,74.0,1,left,D. Booker 7' pullup Jump Shot (10 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,,,,,10.0,,,,,,,,,,,,,
265,PT04M31.00S,2026-03-06T02:55:47.1Z,2,REGULAR,3pt,Jump Shot,[],1642265,72.35545335085413,17.401960784313726,1610612741,36,46,2026-03-06T03:08:06Z,2630000,False,-163.0,207.0,1,right,R. Dillingham 26' 3PT pullup (11 PTS),[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Left Center,26.38,Made,,,,,11.0,,,,,,,,,,,,,
266,PT04M18.00S,2026-03-06T02:56:00.0Z,2,REGULAR,3pt,Jump Shot,[],1626164,30.831143232588698,63.970588235294116,1610612756,39,46,2026-03-06T03:08:49Z,2640000,False,-70.0,237.0,1,left,D. Booker 24' 3PT pullup (13 PTS) (J. Green 1 AST),"[1626164, 1630224]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,24.74,Made,,,,,13.0,,,,,,,,,,,J. Green,1630224.0,1.0
268,PT04M06.00S,2026-03-06T02:56:13.7Z,2,REGULAR,foul,personal,[],1626220,,,1610612741,39,46,2026-03-06T02:56:24Z,2660000,False,,,0,,R. O'Neale personal FOUL (2 PF),"[1626220, 1629012]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,Sexton,1629012.0,,,,,
270,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,out,[],1626220,,,1610612741,39,46,2026-03-06T02:56:42Z,2680000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,out,[],1629599,,,1610612741,39,46,2026-03-06T02:56:42Z,2690000,False,,,0,,SUB out: A. Coffey,[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,out,[],1630224,,,1610612741,39,46,2026-03-06T02:56:42Z,2700000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,out,[],1642265,,,1610612741,39,46,2026-03-06T02:56:42Z,2710000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,out,[],1627824,,,1610612741,39,46,2026-03-06T02:56:42Z,2720000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,in,[],1642853,,,1610612741,39,46,2026-03-06T02:56:42Z,2730000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,in,[],1628960,,,1610612741,39,46,2026-03-06T02:56:42Z,2740000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,in,[],1631221,,,1610612741,39,46,2026-03-06T02:56:42Z,2750000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,in,[],1631159,,,1610612741,39,46,2026-03-06T02:56:42Z,2760000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M06.00S,2026-03-06T02:56:26.1Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,39,46,2026-03-06T02:56:42Z,2770000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M04.00S,2026-03-06T02:56:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,92.46057818659659,51.225490196078425,1610612741,39,48,2026-03-06T02:56:51Z,2780000,False,6.0,18.0,1,right,L. Miller cutting Layup (2 PTS) (C. Sexton 3 AST),"[1631159, 1629012]",1610612741.0,CHI,cutting,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,2.0,,,,,,,,,,,C. Sexton,1629012.0,3.0
282,PT03M54.00S,2026-03-06T02:56:58.8Z,2,REGULAR,foul,personal,[],1630208,,,1610612756,39,48,2026-03-06T02:57:07Z,2800000,False,,,0,,N. Richards personal FOUL (3 PF),"[1630208, 1626164]",1610612741.0,CHI,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,1155.0,,,,3.0,0.0,Booker,1626164.0,,,,,
284,PT03M41.00S,2026-03-06T02:57:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.610381077529567,52.69607843137255,1610612756,39,48,2026-03-06T02:57:36Z,2820000,False,-13.0,122.0,1,left,MISS D. Booker 12' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.31,Missed,,,,,,,,,,,,,,,,,,
285,PT03M36.00S,2026-03-06T02:57:34.8Z,2,REGULAR,rebound,defensive,[],1631159,,,1610612741,39,48,2026-03-06T02:57:36Z,2830000,False,,,0,,L. Miller REBOUND (Off:0 Def:5),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,284.0,5.0,5.0,0.0,,,,,,,,,,,,,,
286,PT03M29.00S,2026-03-06T02:57:43.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642853,,,1610612741,39,48,2026-03-06T02:57:54Z,2840000,False,,,0,,R. Fleming shooting personal FOUL (1 PF) (Miller 2 FT),"[1642853, 1631159]",1610612756.0,PHX,shooting,,,Fleming,R. Fleming,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,1.0,0.0,Miller,1631159.0,,,,,
288,PT03M29.00S,2026-03-06T02:58:10.7Z,2,REGULAR,freethrow,1 of 2,[],1631159,,,1610612741,39,49,2026-03-06T02:58:10Z,2860000,False,,,0,,L. Miller Free Throw 1 of 2 (3 PTS),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
289,PT03M29.00S,2026-03-06T02:58:11.3Z,2,REGULAR,substitution,out,[],1642853,,,1610612741,39,49,2026-03-06T02:58:15Z,2870000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M29.00S,2026-03-06T02:58:11.3Z,2,REGULAR,substitution,in,[],1642346,,,1610612741,39,49,2026-03-06T02:58:15Z,2880000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M29.00S,2026-03-06T02:58:28.4Z,2,REGULAR,freethrow,2 of 2,[],1631159,,,1610612741,39,50,2026-03-06T02:58:28Z,2890000,False,,,0,,L. Miller Free Throw 2 of 2 (4 PTS),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
292,PT03M14.00S,2026-03-06T02:58:45.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,31.61957950065703,56.372549019607845,1610612756,42,50,2026-03-06T02:58:50Z,2900000,False,-32.0,245.0,1,left,G. Allen 24' 3PT  (9 PTS) (O. Ighodaro 3 AST),"[1628960, 1642345]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,24.68,Made,,,,,9.0,,,,,,,,,,,O. Ighodaro,1642345.0,3.0
294,PT03M04.00S,2026-03-06T02:58:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,89.43823915900131,54.65686274509803,1610612741,42,52,2026-03-06T02:59:00Z,2920000,False,23.0,47.0,1,right,T. Jones driving Layup (11 PTS),[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,,,,,11.0,,,,,,,,,,,,,
295,PT02M39.00S,2026-03-06T02:59:20.2Z,2,REGULAR,3pt,Jump Shot,[],1626164,29.911300919842315,76.47058823529412,1610612756,42,52,2026-03-06T02:59:37Z,2930000,False,-132.0,229.0,1,left,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
296,PT02M34.00S,2026-03-06T02:59:25.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,42,52,2026-03-06T03:04:16Z,2940000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,295.0,,,,,,,,,,,,,,,,,
297,PT02M34.00S,2026-03-06T02:59:58.2Z,2,REGULAR,jumpball,recovered,[],1630200,,,1610612741,42,52,2026-03-06T03:11:56Z,2950000,False,,,0,,Jump Ball L. Miller vs. G. Allen: Tip to T. Jones,"[1630200, 1631159, 1628960]",1610612741.0,CHI,heldball,T. Jones,1630200.0,Jones,T. Jones,Miller,1631159.0,Allen,1628960.0,,,,,,,,,,,,,,,,,,,,,,
302,PT02M16.00S,2026-03-06T03:00:11.5Z,2,REGULAR,3pt,Jump Shot,[],1631159,78.79434954007884,4.411764705882353,1610612741,42,52,2026-03-06T03:04:18Z,3000000,False,-228.0,147.0,1,right,MISS L. Miller 27' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
303,PT02M12.00S,2026-03-06T03:00:15.5Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,42,52,2026-03-06T03:00:17Z,3010000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,302.0,4.0,3.0,1.0,,,,,,,,,,,,,,
304,PT02M06.00S,2026-03-06T03:00:22.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,27.54599211563732,12.009803921568627,1610612756,42,52,2026-03-06T03:00:27Z,3020000,False,190.0,206.0,1,left,MISS G. Allen 28' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,28.05,Missed,,,,,,,,,,,,,,,,,,
305,PT02M04.00S,2026-03-06T03:00:24.3Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612741,42,52,2026-03-06T03:00:24Z,3030000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,304.0,2.0,2.0,0.0,,,,,,,,,,,,,,
306,PT01M41.00S,2026-03-06T03:00:48.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,42,52,2026-03-06T03:00:54Z,3040000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,201639.0,,,,,,,,,,,,
307,PT01M34.00S,2026-03-06T03:01:06.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,29.911300919842315,69.85294117647058,1610612756,45,52,2026-03-06T03:01:17Z,3050000,False,-99.0,229.0,1,left,G. Allen 24' 3PT pullup (12 PTS),[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,24.93,Made,,,,,12.0,,,,,,,,,,,,,
308,PT01M11.00S,2026-03-06T03:01:29.2Z,2,REGULAR,3pt,Jump Shot,[],1629012,65.78515111695138,37.00980392156863,1610612741,45,55,2026-03-06T03:13:33Z,3060000,False,-65.0,269.0,1,right,C. Sexton 27' 3PT pullup (16 PTS),[1629012],1610612741.0,CHI,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,27.68,Made,,,,,16.0,,,,,,,,,,,,,
309,PT00M57.60S,2026-03-06T03:01:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,7.046649145860711,45.34313725490196,1610612756,45,55,2026-03-06T03:14:06Z,3070000,False,23.0,14.0,1,left,MISS R. Dunn driving reverse Layup,[1642346],1610612756.0,PHX,driving reverse,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
310,PT00M54.80S,2026-03-06T03:01:45.7Z,2,REGULAR,rebound,offensive,[],1631221,,,1610612756,45,55,2026-03-06T03:01:45Z,3080000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,309.0,2.0,1.0,1.0,,,,,,,,,,,,,,
311,PT00M51.40S,2026-03-06T03:01:51.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612756,45,55,2026-03-06T03:02:19Z,3090000,False,,,0,,I. Okoro personal FOUL (1 PF) (Allen 2 FT),"[1630171, 1628960]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,1.0,0.0,Allen,1628960.0,,,,,
313,PT00M51.40S,2026-03-06T03:02:20.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628960,,,1610612756,46,55,2026-03-06T03:02:20Z,3110000,False,,,0,,G. Allen Free Throw 1 of 2 (13 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
314,PT00M51.40S,2026-03-06T03:02:21.7Z,2,REGULAR,substitution,out,[],1630208,,,1610612756,46,55,2026-03-06T03:02:28Z,3120000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M51.40S,2026-03-06T03:02:21.7Z,2,REGULAR,substitution,in,[],1627824,,,1610612756,46,55,2026-03-06T03:02:28Z,3130000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M51.40S,2026-03-06T03:02:34.6Z,2,REGULAR,substitution,out,[],1631159,,,1610612756,46,55,2026-03-06T03:02:36Z,3140000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M51.40S,2026-03-06T03:02:34.6Z,2,REGULAR,substitution,in,[],1642265,,,1610612756,46,55,2026-03-06T03:02:36Z,3150000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M51.40S,2026-03-06T03:02:50.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628960,,,1610612756,47,55,2026-03-06T03:02:50Z,3160000,False,,,0,,G. Allen Free Throw 2 of 2 (14 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
319,PT00M32.70S,2026-03-06T03:03:12.3Z,2,REGULAR,turnover,bad pass,[],1630171,,,1610612741,47,55,2026-03-06T03:03:15Z,3170000,False,,,0,,I. Okoro bad pass TURNOVER (1 TO),"[1630171, 1642346]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Left,,,,,,,,,1.0,,,,,,,Dunn,1642346.0,,,
320,PT00M32.70S,2026-03-06T03:03:12.3Z,2,REGULAR,steal,,[],1642346,,,1610612756,47,55,2026-03-06T03:03:13Z,3180000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
321,PT00M25.80S,2026-03-06T03:03:19.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626164,7.703679369250986,42.64705882352941,1610612756,49,55,2026-03-06T03:03:25Z,3190000,False,37.0,20.0,1,left,D. Booker driving Layup (15 PTS) (G. Allen 3 AST),"[1626164, 1628960]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,15.0,,,,,,,,,,,G. Allen,1628960.0,3.0
323,PT00M25.80S,2026-03-06T03:03:21.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627824,,,1610612756,49,55,2026-03-06T03:03:30Z,3210000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Booker 1 FT),"[1627824, 1626164]",1610612741.0,CHI,shooting,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,1.0,0.0,Booker,1626164.0,,,,,
325,PT00M25.80S,2026-03-06T03:03:56.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626164,,,1610612756,50,55,2026-03-06T03:03:56Z,3230000,False,,,0,,D. Booker Free Throw 1 of 1 (16 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
326,PT00M04.20S,2026-03-06T03:04:22.3Z,2,REGULAR,2pt,Jump Shot,[],1642265,74.06373193166885,54.90196078431373,1610612741,50,55,2026-03-06T03:04:28Z,3240000,False,25.0,191.0,1,right,MISS R. Dillingham 19' step back Shot,[1642265],1610612741.0,CHI,step back,,,Dillingham,R. Dillingham,,,,,Mid-Range,16-24 Center,19.29,Missed,,,,,,,,,,,,,,,,,,
327,PT00M00.40S,2026-03-06T03:04:26.1Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,50,55,2026-03-06T03:04:28Z,3250000,False,,,0,,O. Ighodaro REBOUND (Off:1 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Center,,,326.0,5.0,4.0,1.0,,,,,,,,,,,,,,
328,PT00M00.00S,2026-03-06T03:04:31.9Z,2,REGULAR,period,end,[],0,,,1610612756,50,55,2026-03-06T03:04:31Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2026-03-06T03:20:18.0Z,3,REGULAR,substitution,out,['startperiod'],1642346,,,1610612756,50,55,2026-03-06T03:20:36Z,3270000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2026-03-06T03:20:18.0Z,3,REGULAR,substitution,out,['startperiod'],1628960,,,1610612756,50,55,2026-03-06T03:20:36Z,3280000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2026-03-06T03:20:18.0Z,3,REGULAR,substitution,out,['startperiod'],1642265,,,1610612756,50,55,2026-03-06T03:20:36Z,3290000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2026-03-06T03:20:18.0Z,3,REGULAR,substitution,in,['startperiod'],1626220,,,1610612756,50,55,2026-03-06T03:20:36Z,3300000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2026-03-06T03:20:18.0Z,3,REGULAR,substitution,in,['startperiod'],1630224,,,1610612756,50,55,2026-03-06T03:20:36Z,3310000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2026-03-06T03:20:18.0Z,3,REGULAR,substitution,in,['startperiod'],1631159,,,1610612756,50,55,2026-03-06T03:20:36Z,3320000,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2026-03-06T03:20:38.7Z,3,REGULAR,period,start,[],0,,,1610612741,50,55,2026-03-06T03:20:38Z,3330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
