actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
260,PT06M35.00S,2024-12-24T02:26:07.3Z,2,REGULAR,freethrow,1 of 1,[],1629655,,,1610612742,47,40,2024-12-24T02:26:10Z,2600000,False,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT06M33.00S,2024-12-24T02:26:09.3Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,47,40,2024-12-24T02:26:10Z,2610000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,,,,
262,PT06M22.00S,2024-12-24T02:26:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,80.50262812089356,49.754901960784316,1610612757,47,40,2024-12-24T02:26:59Z,2620000,False,-1.0,131.0,1,right,MISS J. Grant 13' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,13.08,Missed,,,,,,,,,,,,,,,,,,
263,PT06M21.00S,2024-12-24T02:26:20.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,47,40,2024-12-24T02:26:25Z,2630000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,262.0,,,,,,,,,,,,,,,,,
265,PT06M07.00S,2024-12-24T02:26:49.2Z,2,REGULAR,2pt,Jump Shot,[],1629656,19.530223390275953,23.774509803921568,1610612742,47,40,2024-12-24T02:27:29Z,2650000,False,131.0,131.0,1,left,MISS Q. Grimes 18' pullup Shot,[1629656],1610612742.0,DAL,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right Center,18.54,Missed,,,,,,,,,,,,,,,,,,
266,PT06M04.00S,2024-12-24T02:26:52.2Z,2,REGULAR,rebound,offensive,[],203915,,,1610612742,47,40,2024-12-24T02:26:54Z,2660000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:0),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,,,265.0,1.0,0.0,1.0,,,,,,,,,,,,,,
267,PT05M55.00S,2024-12-24T02:27:01.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202681,21.944809461235216,10.071997549019608,1610612742,47,40,2024-12-24T02:27:07Z,2670000,False,200.0,154.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
268,PT05M51.00S,2024-12-24T02:27:05.2Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,47,40,2024-12-24T02:27:07Z,2680000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,267.0,2.0,2.0,0.0,,,,,,,,,,,,,,
269,PT05M47.00S,2024-12-24T02:27:08.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203924,81.15965834428384,92.8921568627451,1610612757,47,40,2024-12-24T02:27:50Z,2690000,False,214.0,125.0,1,right,MISS J. Grant 24' running 3PT,[203924],1610612757.0,POR,running,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
270,PT05M46.00S,2024-12-24T02:27:11.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,47,40,2024-12-24T02:27:11Z,2700000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,269.0,,,,,,,,,,,,,,,,,
272,PT05M46.00S,2024-12-24T02:27:13.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612742,47,40,2024-12-24T02:27:25Z,2720000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M46.00S,2024-12-24T02:27:13.5Z,2,REGULAR,substitution,in,[],1630703,,,1610612742,47,40,2024-12-24T02:27:25Z,2730000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M35.00S,2024-12-24T02:27:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,5.338370565045992,46.32352941176471,1610612742,49,40,2024-12-24T02:27:40Z,2740000,False,18.0,-2.0,1,left,K. Irving driving finger roll Layup (8 PTS),[202681],1610612742.0,DAL,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,8.0,,,,,,,,,,,,
275,PT05M14.00S,2024-12-24T02:27:56.7Z,2,REGULAR,3pt,Jump Shot,[],203924,68.80749014454665,70.09803921568627,1610612757,49,43,2024-12-24T02:28:00Z,2750000,False,100.0,241.0,1,right,J. Grant 26' 3PT  (3 PTS) (S. Henderson 1 AST),"[203924, 1630703]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.08,Made,,,,,,3.0,S. Henderson,1630703.0,1.0,,,,,,,,,
277,PT04M58.00S,2024-12-24T02:28:12.0Z,2,REGULAR,3pt,Jump Shot,[],202681,31.488173455978973,26.47058823529412,1610612742,49,43,2024-12-24T02:28:17Z,2770000,False,118.0,243.0,1,left,MISS K. Irving 27' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
278,PT04M55.00S,2024-12-24T02:28:15.0Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,49,43,2024-12-24T02:28:17Z,2780000,False,,,0,,T. Camara REBOUND (Off:0 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,277.0,4.0,4.0,0.0,,,,,,,,,,,,,,
279,PT04M42.00S,2024-12-24T02:28:28.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,79.63206307490145,49.19194240196079,1610612757,49,45,2024-12-24T02:28:34Z,2790000,False,-4.0,139.0,1,right,D. Ayton 13' Jump Shot (8 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,13.91,Made,,,,,,8.0,J. Grant,203924.0,1.0,,,,,,,,,
281,PT04M21.00S,2024-12-24T02:28:52.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203924,,,1610612742,49,45,2024-12-24T02:29:01Z,2810000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Gafford 2 FT),"[203924, 1629655]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,1.0,0.0,Gafford,1629655.0,,
283,PT04M21.00S,2024-12-24T02:29:32.3Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,49,45,2024-12-24T02:29:32Z,2830000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
284,PT04M21.00S,2024-12-24T02:29:32.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,49,45,2024-12-24T02:29:32Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,
285,PT04M21.00S,2024-12-24T02:29:33.0Z,2,REGULAR,substitution,out,[],1629656,,,1610612742,49,45,2024-12-24T02:29:50Z,2850000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M21.00S,2024-12-24T02:29:33.0Z,2,REGULAR,substitution,out,[],203915,,,1610612742,49,45,2024-12-24T02:29:50Z,2860000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M21.00S,2024-12-24T02:29:33.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612742,49,45,2024-12-24T02:29:50Z,2870000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M21.00S,2024-12-24T02:29:33.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,49,45,2024-12-24T02:29:50Z,2880000,False,,,0,,SUB in: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M21.00S,2024-12-24T02:30:00.7Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,50,45,2024-12-24T02:30:00Z,2890000,False,,,0,,D. Gafford Free Throw 2 of 2 (11 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
290,PT04M12.00S,2024-12-24T02:30:16.7Z,2,REGULAR,3pt,Jump Shot,[],1641739,73.9323258869908,81.12745098039215,1610612757,50,45,2024-12-24T02:30:22Z,2900000,False,156.0,193.0,1,right,MISS T. Camara 24' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
291,PT04M09.00S,2024-12-24T02:30:19.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,50,45,2024-12-24T02:30:22Z,2910000,False,,,0,,D. Gafford REBOUND (Off:0 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,290.0,4.0,4.0,0.0,,,,,,,,,,,,,,
292,PT03M50.00S,2024-12-24T02:30:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,18.084756898817346,42.64705882352941,1610612742,52,45,2024-12-24T02:31:22Z,2920000,False,37.0,117.0,1,left,L. Dončić 12' fadeaway Jump Shot (10 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,12.31,Made,,,,,,10.0,,,,,,,,,,,,
293,PT03M35.00S,2024-12-24T02:30:52.8Z,2,REGULAR,3pt,Jump Shot,[],203924,80.3712220762155,7.8431372549019605,1610612757,52,45,2024-12-24T02:30:59Z,2930000,False,-211.0,132.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
294,PT03M31.00S,2024-12-24T02:30:56.8Z,2,REGULAR,rebound,offensive,[],1641739,,,1610612757,52,45,2024-12-24T02:30:59Z,2940000,False,,,0,,T. Camara REBOUND (Off:1 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,293.0,5.0,4.0,1.0,,,,,,,,,,,,,,
295,PT03M23.00S,2024-12-24T02:31:05.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203924,89.04402102496715,19.607843137254903,1610612757,52,45,2024-12-24T02:32:06Z,2950000,False,-152.0,50.0,1,right,MISS J. Grant 16' turnaround fadeaway Shot,[203924],1610612757.0,POR,turnaround fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,16.02,Missed,,,,,,,,,,,,,,,,,,
296,PT03M21.00S,2024-12-24T02:31:07.2Z,2,REGULAR,rebound,offensive,[],1641739,,,1610612757,52,45,2024-12-24T02:31:12Z,2960000,False,,,0,,T. Camara REBOUND (Off:2 Def:4),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,295.0,6.0,4.0,2.0,,,,,,,,,,,,,,
297,PT03M20.00S,2024-12-24T02:31:11.4Z,2,REGULAR,foul,personal,[],202681,,,1610612757,52,45,2024-12-24T02:31:33Z,2970000,False,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1631101]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,1628481.0,,,,,,,,1.0,0.0,Sharpe,1631101.0,,
299,PT03M11.00S,2024-12-24T02:31:38.1Z,2,REGULAR,turnover,bad pass,[],1630703,,,1610612757,52,45,2024-12-24T02:31:41Z,2990000,False,,,0,,S. Henderson bad pass TURNOVER (2 TO),"[1630703, 1628467]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,Kleber,1628467.0,,,,,,
300,PT03M11.00S,2024-12-24T02:31:38.1Z,2,REGULAR,steal,,[],1628467,,,1610612742,52,45,2024-12-24T02:31:39Z,3000000,False,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
302,PT02M58.00S,2024-12-24T02:32:13.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202681,13.748357424441524,55.88235294117647,1610612742,52,45,2024-12-24T02:32:38Z,3020000,False,-29.0,77.0,1,left,MISS K. Irving 8' driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,8.21,Missed,,,,,,,,,,,,,,,,,,
303,PT02M55.00S,2024-12-24T02:32:16.2Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,52,45,2024-12-24T02:32:38Z,3030000,False,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,302.0,5.0,4.0,1.0,,,,,,,,,,,,,,
304,PT02M54.00S,2024-12-24T02:32:20.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612742,52,45,2024-12-24T02:32:28Z,3040000,False,,,0,,D. Ayton personal FOUL (2 PF) (Gafford 2 FT),"[1629028, 1629655]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,,,,,,,2.0,0.0,Gafford,1629655.0,,
306,PT02M54.00S,2024-12-24T02:32:36.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,52,45,2024-12-24T02:32:36Z,3060000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M54.00S,2024-12-24T02:32:38.4Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,52,45,2024-12-24T02:35:42Z,3070000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M54.00S,2024-12-24T02:32:38.4Z,2,REGULAR,substitution,out,[],1630703,,,1610612742,52,45,2024-12-24T02:35:42Z,3080000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M54.00S,2024-12-24T02:32:38.4Z,2,REGULAR,substitution,in,[],202691,,,1610612742,52,45,2024-12-24T02:35:42Z,3090000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M54.00S,2024-12-24T02:32:38.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612742,52,45,2024-12-24T02:35:42Z,3100000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M54.00S,2024-12-24T02:35:44.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629655,,,1610612742,52,45,2024-12-24T02:36:08Z,3110000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
312,PT02M54.00S,2024-12-24T02:35:44.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,52,45,2024-12-24T02:36:08Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,
313,PT02M54.00S,2024-12-24T02:35:44.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629655,,,1610612742,52,45,2024-12-24T02:36:08Z,3130000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
314,PT02M51.00S,2024-12-24T02:35:47.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612757,52,45,2024-12-24T02:36:08Z,3140000,False,,,0,,D. Ayton REBOUND (Off:2 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,313.0,4.0,2.0,2.0,,,,,,,,,,,,,,
315,PT02M38.00S,2024-12-24T02:36:23.7Z,2,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,52,45,2024-12-24T02:56:20Z,3150000,False,,,0,,A. Simons bad pass out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,bad pass,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628481.0,,,,,1.0,,,,,,,,
316,PT02M20.00S,2024-12-24T02:36:52.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202691,12.302890932982917,3.6764705882352944,1610612742,52,45,2024-12-24T02:36:56Z,3160000,False,232.0,63.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
317,PT02M17.00S,2024-12-24T02:36:55.0Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,52,45,2024-12-24T02:36:56Z,3170000,False,,,0,,T. Camara REBOUND (Off:2 Def:5),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,316.0,7.0,5.0,2.0,,,,,,,,,,,,,,
318,PT02M01.00S,2024-12-24T02:37:10.1Z,2,REGULAR,2pt,Jump Shot,[],1629028,83.5742444152431,30.66023284313725,1610612757,52,47,2024-12-24T02:37:20Z,3180000,False,-97.0,102.0,1,right,D. Ayton 14' Jump Shot (10 PTS) (S. Sharpe 2 AST),"[1629028, 1631101]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,14.05,Made,,,,,,10.0,S. Sharpe,1631101.0,2.0,,,,,,,,,
320,PT01M53.00S,2024-12-24T02:37:19.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,15.588042049934298,44.6078431372549,1610612742,54,47,2024-12-24T02:37:23Z,3200000,False,27.0,94.0,1,left,P. Washington 9' driving floating Jump Shot (12 PTS),[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,,12.0,,,,,,,,,,,,
321,PT01M34.00S,2024-12-24T02:37:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,85.15111695137976,48.154105392156865,1610612757,54,47,2024-12-24T02:38:17Z,3210000,False,-9.0,87.0,1,right,MISS A. Simons 8' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,,,,,,,,,,,,,,,,,,
322,PT01M31.00S,2024-12-24T02:37:41.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,54,47,2024-12-24T02:37:46Z,3220000,False,,,0,,L. Dončić REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,321.0,4.0,4.0,0.0,,,,,,,,,,,,,,
323,PT01M26.00S,2024-12-24T02:37:45.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,30.962549277266753,28.186274509803923,1610612742,57,47,2024-12-24T02:38:50Z,3230000,False,109.0,239.0,1,left,K. Irving 26' 3PT running (11 PTS) (L. Dončić 4 AST),"[202681, 1629029]",1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.23,Made,,,,,,11.0,L. Dončić,1629029.0,4.0,,,,,,,,,
325,PT01M12.00S,2024-12-24T02:37:59.7Z,2,REGULAR,3pt,Jump Shot,[],1641739,93.51182654402102,95.09803921568627,1610612757,57,47,2024-12-24T02:38:03Z,3250000,False,225.0,8.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,22.57,Missed,,,,,,,,,,,,,,,,,,
326,PT01M10.00S,2024-12-24T02:38:02.2Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612757,57,47,2024-12-24T02:38:02Z,3260000,False,,,0,,D. Ayton REBOUND (Off:3 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Right Corner 3,24+ Right,,,325.0,5.0,2.0,3.0,,,,,,,,,,,,,,
327,PT01M08.00S,2024-12-24T02:38:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,93.24901445466492,50.73529411764706,1610612757,57,49,2024-12-24T02:39:32Z,3270000,False,4.0,11.0,1,right,D. Ayton putback Layup (12 PTS),[1629028],1610612757.0,POR,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,12.0,,,,,,,,,,,,
328,PT00M59.70S,2024-12-24T02:38:12.2Z,2,REGULAR,3pt,Jump Shot,[],202681,23.603810775295663,90.68627450980392,1610612742,57,49,2024-12-24T02:39:58Z,3280000,False,-203.0,169.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
329,PT00M58.00S,2024-12-24T02:38:13.9Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612757,57,49,2024-12-24T02:38:16Z,3290000,False,,,0,,D. Ayton REBOUND (Off:3 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,328.0,6.0,3.0,3.0,,,,,,,,,,,,,,
330,PT00M47.70S,2024-12-24T02:38:25.3Z,2,REGULAR,2pt,Jump Shot,[],1629028,77.4802890932983,65.93137254901961,1610612757,57,51,2024-12-24T02:38:29Z,3300000,False,80.0,159.0,1,right,D. Ayton 17' Jump Shot (14 PTS) (J. Grant 2 AST),"[1629028, 203924]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,17.8,Made,,,,,,14.0,J. Grant,203924.0,2.0,,,,,,,,,
332,PT00M35.90S,2024-12-24T02:38:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.062417871222076,42.64705882352941,1610612742,59,51,2024-12-24T02:40:39Z,3320000,False,37.0,89.0,1,left,L. Dončić 9' pullup Jump Shot (12 PTS) (D. Gafford 2 AST),"[1629029, 1629655]",1610612742.0,DAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,9.64,Made,,,,,,12.0,D. Gafford,1629655.0,2.0,,,,,,,,,
334,PT00M35.90S,2024-12-24T02:38:47.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641739,,,1610612742,59,51,2024-12-24T02:38:54Z,3340000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Dončić 1 FT),"[1641739, 1629029]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Dončić,1629029.0,,
336,PT00M35.90S,2024-12-24T02:39:08.9Z,2,REGULAR,substitution,out,[],1629655,,,1610612742,59,51,2024-12-24T02:39:42Z,3360000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M35.90S,2024-12-24T02:39:08.9Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,59,51,2024-12-24T02:39:42Z,3370000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M35.90S,2024-12-24T02:39:40.5Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,59,51,2024-12-24T02:39:46Z,3380000,False,,,0,,MISS L. Dončić Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
339,PT00M33.40S,2024-12-24T02:39:43.0Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,59,51,2024-12-24T02:39:46Z,3390000,False,,,0,,T. Camara REBOUND (Off:2 Def:6),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,338.0,8.0,6.0,2.0,,,,,,,,,,,,,,
340,PT00M19.70S,2024-12-24T02:39:56.1Z,2,REGULAR,3pt,Jump Shot,[],1631101,94.03745072273325,94.85294117647058,1610612757,59,51,2024-12-24T02:40:00Z,3400000,False,224.0,4.0,1,right,MISS S. Sharpe 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
341,PT00M17.20S,2024-12-24T02:39:58.6Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,59,51,2024-12-24T02:39:58Z,3410000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,340.0,2.0,2.0,0.0,,,,,,,,,,,,,,
342,PT00M08.90S,2024-12-24T02:40:06.9Z,2,REGULAR,3pt,Jump Shot,[],202691,30.042706964520367,29.65686274509804,1610612742,62,51,2024-12-24T02:40:12Z,3420000,False,102.0,230.0,1,left,K. Thompson 25' 3PT  (10 PTS) (L. Dončić 5 AST),"[202691, 1629029]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,10.0,L. Dončić,1629029.0,5.0,,,,,,,,,
