actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
601,PT02M10.00S,2024-11-28T02:50:13.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.43166885676742,50.49019607843137,1610612752,117,105,2024-11-28T02:50:18Z,5950000,False,2.0,0.0,1,right,O. Anunoby cutting DUNK (8 PTS) (J. Brunson 7 AST),"[1628384, 1628973]",1610612752.0,NYK,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,8.0,,,,J. Brunson,1628973.0,7.0,,,,,,,
603,PT01M45.00S,2024-11-28T02:50:37.3Z,4,REGULAR,2pt,Jump Shot,[],202681,15.193823915900131,83.33333333333334,1610612742,119,105,2024-11-28T02:50:42Z,5970000,False,-167.0,90.0,1,left,K. Irving 18' step back Jump Shot (23 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left,18.96,Made,,,,,23.0,,,,,,,,,,,,,
604,PT01M37.00S,2024-11-28T02:50:49.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,90.48948751642575,45.09803921568628,1610612752,119,105,2024-11-28T02:50:53Z,5980000,False,-25.0,37.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1629023]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,Washington,1629023.0,,,,
605,PT01M37.00S,2024-11-28T02:50:49.9Z,4,REGULAR,block,,[],1629023,,,1610612752,119,105,2024-11-28T02:50:51Z,5990000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
606,PT01M34.00S,2024-11-28T02:50:52.9Z,4,REGULAR,rebound,defensive,[],1641726,,,1610612742,119,105,2024-11-28T02:50:53Z,6000000,False,,,0,,D. Lively II REBOUND (Off:2 Def:7),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,604.0,9.0,7.0,2.0,,,,,,,,,,,,,,
607,PT01M32.00S,2024-11-28T02:50:54.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630230,6.915243101182654,48.28431372549019,1610612742,121,105,2024-11-28T02:51:04Z,6010000,False,9.0,13.0,1,left,N. Marshall running DUNK (24 PTS) (K. Irving 6 AST),"[1630230, 202681]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,24.0,,,,K. Irving,202681.0,6.0,,,,,,,
609,PT01M32.00S,2024-11-28T02:50:58.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,121,105,2024-11-28T02:50:58Z,6030000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M24.00S,2024-11-28T02:54:36.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612752,121,105,2024-11-28T02:54:42Z,6040000,False,,,0,,K. Irving personal FOUL (4 PF) (Brunson 2 FT),"[202681, 1628973]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2534.0,,,4.0,0.0,Brunson,1628973.0
612,PT01M24.00S,2024-11-28T02:55:10.0Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,121,106,2024-11-28T02:55:10Z,6060000,False,,,0,,J. Brunson Free Throw 1 of 2 (32 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
613,PT01M24.00S,2024-11-28T02:55:29.6Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,121,107,2024-11-28T02:55:29Z,6070000,False,,,0,,J. Brunson Free Throw 2 of 2 (33 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
614,PT01M16.00S,2024-11-28T02:55:43.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,121,107,2024-11-28T02:55:43Z,6080000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M16.00S,2024-11-28T02:55:52.0Z,4,REGULAR,substitution,out,[],1641726,,,1610612742,121,107,2024-11-28T02:57:11Z,6090000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M16.00S,2024-11-28T02:55:52.0Z,4,REGULAR,substitution,out,[],1630230,,,1610612742,121,107,2024-11-28T02:57:11Z,6100000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M16.00S,2024-11-28T02:55:52.0Z,4,REGULAR,substitution,in,[],1628467,,,1610612742,121,107,2024-11-28T02:57:11Z,6110000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M16.00S,2024-11-28T02:55:52.0Z,4,REGULAR,substitution,in,[],1629656,,,1610612742,121,107,2024-11-28T02:57:11Z,6120000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M14.00S,2024-11-28T02:57:23.5Z,4,REGULAR,foul,personal,[],1628973,,,1610612742,121,107,2024-11-28T02:57:36Z,6130000,False,,,0,,J. Brunson personal FOUL (4 PF),"[1628973, 202681]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,203591.0,,,4.0,0.0,Irving,202681.0
621,PT01M08.00S,2024-11-28T02:57:49.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612742,121,107,2024-11-28T02:57:56Z,6150000,False,,,0,,K. Towns take personal FOUL (4 PF) (Washington 2 FT),"[1626157, 1629023]",1610612752.0,NYK,take,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2534.0,,,4.0,0.0,Washington,1629023.0
623,PT01M08.00S,2024-11-28T02:58:20.7Z,4,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,122,107,2024-11-28T02:58:20Z,6170000,False,,,0,,P. Washington Free Throw 1 of 2 (18 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
624,PT01M08.00S,2024-11-28T02:58:21.3Z,4,REGULAR,substitution,out,[],202681,,,1610612742,122,107,2024-11-28T02:58:26Z,6180000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M08.00S,2024-11-28T02:58:21.3Z,4,REGULAR,substitution,in,[],1630702,,,1610612742,122,107,2024-11-28T02:58:26Z,6190000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M08.00S,2024-11-28T02:58:45.4Z,4,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,123,107,2024-11-28T02:58:45Z,6200000,False,,,0,,P. Washington Free Throw 2 of 2 (19 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
627,PT01M03.00S,2024-11-28T02:58:53.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,91.5407358738502,52.450980392156865,1610612752,123,109,2024-11-28T02:59:58Z,6210000,False,12.0,27.0,1,right,J. Brunson driving floating Jump Shot (35 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,35.0,,,,,,,,,,,,,
628,PT00M45.40S,2024-11-28T02:59:16.7Z,4,REGULAR,3pt,Jump Shot,[],1629656,33.722076215505915,26.225490196078432,1610612742,126,109,2024-11-28T02:59:20Z,6220000,False,119.0,264.0,1,left,Q. Grimes 29' 3PT  (21 PTS) (P. Washington 6 AST),"[1629656, 1629023]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,29.0,Made,,,,,21.0,,,,P. Washington,1629023.0,6.0,,,,,,,
630,PT00M37.50S,2024-11-28T02:59:29.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,92.46057818659659,49.754901960784316,1610612752,126,111,2024-11-28T02:59:33Z,6240000,False,-1.0,18.0,1,right,J. Brunson driving Layup (37 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,37.0,,,,,,,,,,,,,
631,PT00M27.10S,2024-11-28T02:59:42.8Z,4,REGULAR,3pt,Jump Shot,[],1630702,21.50131406044678,88.48039215686273,1610612742,129,111,2024-11-28T02:59:47Z,6250000,False,-192.0,150.0,1,left,J. Hardy 24' 3PT  (5 PTS) (P. Washington 7 AST),"[1630702, 1629023]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,24.37,Made,,,,,5.0,,,,P. Washington,1629023.0,7.0,,,,,,,
633,PT00M18.60S,2024-11-28T02:59:56.7Z,4,REGULAR,3pt,Jump Shot,[],1628969,77.87450722733246,8.57843137254902,1610612752,129,114,2024-11-28T03:01:09Z,6270000,False,-207.0,155.0,1,right,M. Bridges 25' 3PT pullup (20 PTS) (J. Hart 3 AST),"[1628969, 1628404]",1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,20.0,,,,J. Hart,1628404.0,3.0,,,,,,,
635,PT00M00.00S,2024-11-28T03:00:21.9Z,4,REGULAR,period,end,[],0,,,1610612742,129,114,2024-11-28T03:00:21Z,6290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M00.00S,2024-11-28T03:00:42.8Z,4,REGULAR,game,end,[],0,,,0,129,114,2024-11-28T03:00:42Z,6300000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
