actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
256,PT02M36.00S,2025-03-09T20:30:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,8.09789750328515,51.470588235294116,1610612742,47,53,2025-03-09T20:30:29Z,2540000,False,-7.0,24.0,1,left,MISS C. Martin running Layup - blocked,"[1628997, 1628960]",1610612742.0,DAL,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,2.47,Missed,,,,,,,,,,,Allen,1628960.0
257,PT02M36.00S,2025-03-09T20:30:18.9Z,2,REGULAR,block,,[],1628960,,,1610612742,47,53,2025-03-09T20:30:21Z,2550000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
258,PT02M36.00S,2025-03-09T20:30:18.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,47,53,2025-03-09T20:30:29Z,2560000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,256.0,,,,,,,,,,,
260,PT02M36.00S,2025-03-09T20:30:30.8Z,2,REGULAR,substitution,out,[],1631108,,,1610612756,47,53,2025-03-09T20:30:41Z,2580000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M36.00S,2025-03-09T20:30:30.8Z,2,REGULAR,substitution,out,[],1628997,,,1610612756,47,53,2025-03-09T20:30:41Z,2590000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M36.00S,2025-03-09T20:30:30.8Z,2,REGULAR,substitution,in,[],1630314,,,1610612756,47,53,2025-03-09T20:30:41Z,2600000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M36.00S,2025-03-09T20:30:30.8Z,2,REGULAR,substitution,in,[],1630230,,,1610612756,47,53,2025-03-09T20:30:41Z,2610000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M13.00S,2025-03-09T20:31:02.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,94.03745072273325,51.225490196078425,1610612756,47,55,2025-03-09T20:31:07Z,2620000,False,6.0,4.0,1,right,K. Durant driving DUNK (11 PTS) (M. Plumlee 1 AST),"[201142, 203486]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,0.7,Made,,,,,,,11.0,M. Plumlee,203486.0,1.0,,
266,PT01M59.00S,2025-03-09T20:31:16.9Z,2,REGULAR,2pt,Jump Shot,[],202691,5.206964520367937,17.401960784313726,1610612742,47,55,2025-03-09T20:31:22Z,2640000,False,163.0,-4.0,1,left,MISS K. Thompson 16' pullup Shot,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,16.3,Missed,,,,,,,,,,,,
267,PT01M55.00S,2025-03-09T20:31:20.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,47,55,2025-03-09T20:31:20Z,2650000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,,,,,,266.0,4.0,4.0,0.0,,,,,,,,
268,PT01M48.00S,2025-03-09T20:31:27.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,92.19776609724047,4.166666666666666,1610612756,47,58,2025-03-09T20:31:35Z,2660000,False,-229.0,21.0,1,right,G. Allen 3PT  (10 PTS) (B. Beal 4 AST),"[1628960, 203078]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,23.01,Made,,,,,,,10.0,B. Beal,203078.0,4.0,,
270,PT01M33.00S,2025-03-09T20:31:43.6Z,2,REGULAR,2pt,Jump Shot,[],1630314,4.28712220762155,72.54901960784314,1610612742,47,58,2025-03-09T20:34:05Z,2680000,False,-113.0,-12.0,1,left,MISS B. Williams 11' step back Shot,[1630314],1610612742.0,DAL,step back,,,Williams,B. Williams,,,,,Mid-Range,8-16 Left,,,,,,,11.34,Missed,,,,,,,,,,,,
271,PT01M32.00S,2025-03-09T20:31:44.6Z,2,REGULAR,rebound,offensive,[],203957,,,1610612742,47,58,2025-03-09T20:31:59Z,2690000,False,,,0,,D. Exum REBOUND (Off:1 Def:0),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Mid-Range,8-16 Left,,,,,,,,,270.0,1.0,0.0,1.0,,,,,,,,
272,PT01M27.00S,2025-03-09T20:31:48.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,31.488173455978973,55.392156862745104,1610612742,50,58,2025-03-09T20:32:03Z,2700000,False,-27.0,243.0,1,left,N. Marshall 24' 3PT  (11 PTS) (D. Exum 1 AST),"[1630230, 203957]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,24.5,Made,,,,,,,11.0,D. Exum,203957.0,1.0,,
274,PT01M17.00S,2025-03-09T20:32:00.8Z,2,REGULAR,foul,personal,[],1630556,,,1610612756,50,58,2025-03-09T20:32:14Z,2720000,False,,,0,,K. Edwards personal FOUL (1 PF),"[1630556, 201142]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Right Center,202041.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
276,PT01M10.00S,2025-03-09T20:32:31.5Z,2,REGULAR,2pt,Jump Shot,[],201142,77.08607095926413,48.77450980392157,1610612756,50,58,2025-03-09T20:32:37Z,2740000,False,-6.0,163.0,1,right,MISS K. Durant 16' driving floating Shot - blocked,"[201142, 1630556]",1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,,16.3,Missed,,,,,,,,,,,Edwards,1630556.0
277,PT01M10.00S,2025-03-09T20:32:31.5Z,2,REGULAR,block,,[],1630556,,,1610612756,50,58,2025-03-09T20:32:33Z,2750000,False,,,0,,K. Edwards BLOCK (1 BLK),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
278,PT01M08.00S,2025-03-09T20:32:33.5Z,2,REGULAR,rebound,defensive,[],1630556,,,1610612742,50,58,2025-03-09T20:32:37Z,2760000,False,,,0,,K. Edwards REBOUND (Off:0 Def:3),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,276.0,3.0,3.0,0.0,,,,,,,,
279,PT01M05.00S,2025-03-09T20:32:36.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,6.915243101182654,52.20588235294118,1610612742,52,58,2025-03-09T20:32:44Z,2770000,False,-11.0,13.0,1,left,N. Marshall running Layup (13 PTS) (K. Thompson 2 AST),"[1630230, 202691]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.67,Made,,,,,,,13.0,K. Thompson,202691.0,2.0,,
281,PT00M55.60S,2025-03-09T20:32:45.9Z,2,REGULAR,3pt,Jump Shot,[],201142,73.40670170827858,80.88235294117648,1610612756,52,58,2025-03-09T20:32:54Z,2790000,False,154.0,197.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,25.07,Missed,,,,,,,,,,,,
282,PT00M53.60S,2025-03-09T20:32:47.9Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,52,58,2025-03-09T20:32:54Z,2800000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,
283,PT00M49.70S,2025-03-09T20:32:52.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630230,6.915243101182654,49.01960784313725,1610612742,54,58,2025-03-09T20:33:01Z,2810000,False,5.0,13.0,1,left,N. Marshall running finger roll Layup (15 PTS),[1630230],1610612742.0,DAL,running finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.34,Made,,,,,,,15.0,,,,,
285,PT00M32.00S,2025-03-09T20:33:20.4Z,2,REGULAR,substitution,out,[],201142,,,1610612756,54,58,2025-03-09T20:33:37Z,2830000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M32.00S,2025-03-09T20:33:20.4Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,54,58,2025-03-09T20:33:37Z,2840000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT00M27.00S,2025-03-09T20:33:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,80.30962549277267,46.31969975490196,1610612756,54,60,2025-03-09T20:34:02Z,2850000,False,-18.0,133.0,1,right,B. Beal 13' turnaround fadeaway Jump Shot (9 PTS),[203078],1610612756.0,PHX,turnaround fadeaway,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.39,Made,,,,,,,9.0,,,,,
288,PT00M08.90S,2025-03-09T20:34:21.9Z,2,REGULAR,3pt,Jump Shot,[],202691,31.35676741130092,69.36274509803921,1610612742,54,60,2025-03-09T20:34:27Z,2860000,False,-97.0,242.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,26.09,Missed,,,,,,,,,,,,
289,PT00M05.70S,2025-03-09T20:34:25.0Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,54,60,2025-03-09T20:34:25Z,2870000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,
290,PT00M00.60S,2025-03-09T20:34:30.1Z,2,REGULAR,2pt,Jump Shot,[],203078,86.81011826544021,18.627450980392158,1610612756,54,60,2025-03-09T20:37:18Z,2880000,False,-157.0,71.0,1,right,MISS B. Beal 17' Jump Shot,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left,,,,,,,17.24,Missed,,,,,,,,,,,,
291,PT00M00.60S,2025-03-09T20:34:30.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,54,60,2025-03-09T20:34:36Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,290.0,,,,,,,,,,,
292,PT00M00.00S,2025-03-09T20:34:34.7Z,2,REGULAR,period,end,[],0,,,1610612756,54,60,2025-03-09T20:34:34Z,2900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,out,['startperiod'],203957,,,1610612756,54,60,2025-03-09T20:50:15Z,2910000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,out,['startperiod'],1626220,,,1610612756,54,60,2025-03-09T20:50:15Z,2920000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,out,['startperiod'],1628960,,,1610612756,54,60,2025-03-09T20:50:15Z,2930000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,out,['startperiod'],203486,,,1610612756,54,60,2025-03-09T20:50:15Z,2940000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,in,['startperiod'],1631108,,,1610612756,54,60,2025-03-09T20:50:15Z,2950000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,in,['startperiod'],201142,,,1610612756,54,60,2025-03-09T20:50:15Z,2960000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612756,54,60,2025-03-09T20:50:15Z,2970000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2025-03-09T20:49:28.1Z,3,REGULAR,substitution,in,['startperiod'],1629626,,,1610612756,54,60,2025-03-09T20:50:15Z,2980000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2025-03-09T20:50:24.5Z,3,REGULAR,period,start,[],0,,,1610612742,54,60,2025-03-09T20:50:24Z,2990000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT11M44.00S,2025-03-09T20:50:40.4Z,3,REGULAR,3pt,Jump Shot,[],1630230,93.9060446780552,96.07843137254902,1610612742,54,60,2025-03-09T20:50:49Z,3010000,False,230.0,5.0,1,right,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,,23.04,Missed,,,,,,,,,,,,
305,PT11M40.00S,2025-03-09T20:50:43.4Z,3,REGULAR,rebound,defensive,[],203078,,,1610612756,54,60,2025-03-09T20:50:43Z,3020000,False,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,,,,304.0,3.0,3.0,0.0,,,,,,,,
306,PT11M33.00S,2025-03-09T20:50:50.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.265440210249672,64.48376225490196,1610612756,54,62,2025-03-09T20:52:18Z,3030000,False,-72.0,119.0,1,left,D. Booker 13' pullup Jump Shot (8 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,13.95,Made,,,,,,,8.0,,,,,
307,PT11M13.00S,2025-03-09T20:51:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630556,93.9060446780552,49.754901960784316,1610612742,54,62,2025-03-09T20:51:23Z,3040000,False,-1.0,5.0,1,right,MISS K. Edwards Layup - blocked,"[1630556, 1630208]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,0.49,Missed,,,,,,,,,,,Richards,1630208.0
308,PT11M13.00S,2025-03-09T20:51:09.9Z,3,REGULAR,block,,[],1630208,,,1610612742,54,62,2025-03-09T20:51:12Z,3050000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT11M10.00S,2025-03-09T20:51:12.9Z,3,REGULAR,rebound,offensive,[],1630314,,,1610612742,54,62,2025-03-09T20:51:23Z,3060000,False,,,0,,B. Williams REBOUND (Off:1 Def:4),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,307.0,5.0,4.0,1.0,,,,,,,,
310,PT11M08.00S,2025-03-09T20:51:15.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202691,76.82325886990802,11.27450980392157,1610612742,54,62,2025-03-09T20:51:27Z,3070000,False,-194.0,165.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,25.46,Missed,,,,,,,,,,,,
311,PT11M05.00S,2025-03-09T20:51:18.5Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,54,62,2025-03-09T20:51:27Z,3080000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,310.0,3.0,3.0,0.0,,,,,,,,
312,PT10M59.00S,2025-03-09T20:51:24.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,7.046649145860711,46.32352941176471,1610612756,54,64,2025-03-09T20:51:33Z,3090000,False,18.0,14.0,1,left,D. Booker running Layup (10 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,2.29,Made,,,,,,,10.0,,,,,
313,PT10M48.00S,2025-03-09T20:51:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,92.59198423127464,54.65686274509803,1610612742,54,64,2025-03-09T20:51:43Z,3100000,False,23.0,17.0,1,right,MISS B. Williams driving finger roll Layup,[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,,,,,,,2.89,Missed,,,,,,,,,,,,
314,PT10M44.00S,2025-03-09T20:51:39.2Z,3,REGULAR,rebound,defensive,[],1629626,,,1610612756,54,64,2025-03-09T20:51:43Z,3110000,False,,,0,,B. Bol REBOUND (Off:2 Def:3),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,313.0,5.0,3.0,2.0,,,,,,,,
315,PT10M36.00S,2025-03-09T20:51:48.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,16.376478318002626,54.65686274509803,1610612756,54,66,2025-03-09T20:51:54Z,3120000,False,-23.0,101.0,1,left,D. Booker 10' turnaround fadeaway Jump Shot (12 PTS),[1626164],1610612756.0,PHX,turnaround fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.4,Made,,,,,,,12.0,,,,,
316,PT10M36.00S,2025-03-09T20:51:51.1Z,3,REGULAR,foul,personal,['1freethrow'],1630314,,,1610612756,54,66,2025-03-09T20:51:57Z,3130000,False,,,0,,B. Williams shooting personal FOUL (1 PF) (Booker 1 FT),"[1630314, 1626164]",1610612742.0,DAL,shooting,,,Williams,B. Williams,,,,,In The Paint (Non-RA),8-16 Center,1627962.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
319,PT10M36.00S,2025-03-09T20:52:24.7Z,3,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,54,67,2025-03-09T20:52:24Z,3160000,False,,,0,,D. Booker Free Throw 1 of 1 (13 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,,,,,,,13.0,,,,,
320,PT10M23.00S,2025-03-09T20:52:38.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630556,92.72339027595268,51.225490196078425,1610612742,56,67,2025-03-09T20:52:42Z,3170000,False,6.0,16.0,1,right,K. Edwards cutting DUNK (10 PTS) (B. Williams 4 AST),"[1630556, 1630314]",1610612742.0,DAL,cutting,,,Edwards,K. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1.7,Made,,,,,,,10.0,B. Williams,1630314.0,4.0,,
322,PT10M02.00S,2025-03-09T20:52:58.9Z,3,REGULAR,3pt,Jump Shot,[],203078,4.681340341655716,95.34313725490196,1610612756,56,70,2025-03-09T20:53:04Z,3190000,False,-227.0,-8.0,1,left,B. Beal 3PT  (12 PTS) (D. Booker 5 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,,22.69,Made,,,,,,,12.0,D. Booker,1626164.0,5.0,,
324,PT09M43.00S,2025-03-09T20:53:17.7Z,3,REGULAR,3pt,Jump Shot,[],1630230,71.82982917214193,19.852941176470587,1610612742,56,70,2025-03-09T20:53:23Z,3210000,False,-151.0,212.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,26.03,Missed,,,,,,,,,,,,
325,PT09M41.00S,2025-03-09T20:53:19.7Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,56,70,2025-03-09T20:53:23Z,3220000,False,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,324.0,5.0,5.0,0.0,,,,,,,,
326,PT09M39.00S,2025-03-09T20:53:22.3Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612756,56,70,2025-03-09T20:53:26Z,3230000,False,,,0,,K. Durant bad pass TURNOVER (5 TO),"[201142, 1630230]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,5.0,,,,,,,Marshall,1630230.0,,,,,,
327,PT09M39.00S,2025-03-09T20:53:22.3Z,3,REGULAR,steal,,[],1630230,,,1610612742,56,70,2025-03-09T20:53:24Z,3240000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
328,PT09M35.00S,2025-03-09T20:53:25.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,85.75886990801577,94.85294117647058,1610612742,59,70,2025-03-09T20:53:53Z,3250000,False,224.0,81.0,1,right,K. Thompson 3PT running (8 PTS) (N. Marshall 7 AST),"[202691, 1630230]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,23.86,Made,,,,,,,8.0,N. Marshall,1630230.0,7.0,,
330,PT09M18.00S,2025-03-09T20:53:43.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,5.995400788436268,50.0,1610612756,59,72,2025-03-09T20:53:48Z,3270000,False,0.0,4.0,1,left,N. Richards cutting DUNK (10 PTS) (B. Beal 5 AST),"[1630208, 203078]",1610612756.0,PHX,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,0.39,Made,,,,,,,10.0,B. Beal,203078.0,5.0,,
332,PT09M02.00S,2025-03-09T20:53:58.8Z,3,REGULAR,3pt,Jump Shot,[],1631108,66.96780551905388,65.19607843137256,1610612742,62,72,2025-03-09T20:54:03Z,3290000,False,76.0,258.0,1,right,M. Christie 26' 3PT  (9 PTS) (B. Williams 5 AST),"[1631108, 1630314]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,,,,,26.9,Made,,,,,,,9.0,B. Williams,1630314.0,5.0,,
335,PT08M46.00S,2025-03-09T20:54:19.0Z,3,REGULAR,substitution,out,[],1630314,,,1610612756,62,72,2025-03-09T20:54:26Z,3320000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT08M46.00S,2025-03-09T20:54:19.0Z,3,REGULAR,substitution,in,[],203957,,,1610612756,62,72,2025-03-09T20:54:26Z,3330000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT08M38.00S,2025-03-09T20:54:47.4Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612756,62,72,2025-03-09T20:54:52Z,3340000,False,,,0,,K. Durant lost ball TURNOVER (6 TO),"[201142, 203957]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,6.0,,,,,,,Exum,203957.0,,,,,,
338,PT08M38.00S,2025-03-09T20:54:47.4Z,3,REGULAR,steal,,[],203957,,,1610612742,62,72,2025-03-09T20:56:08Z,3350000,False,,,0,,D. Exum STEAL (1 STL),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
339,PT08M30.00S,2025-03-09T20:54:54.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,82.21090670170827,94.6078431372549,1610612742,65,72,2025-03-09T20:55:51Z,3360000,False,223.0,115.0,1,right,K. Thompson 25' 3PT running (11 PTS) (N. Marshall 8 AST),"[202691, 1630230]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,25.08,Made,,,,,,,11.0,N. Marshall,1630230.0,8.0,,
341,PT08M13.00S,2025-03-09T20:55:11.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,7.046649145860711,46.81372549019608,1610612756,65,74,2025-03-09T20:55:15Z,3380000,False,16.0,14.0,1,left,N. Richards Layup (12 PTS) (B. Beal 6 AST),"[1630208, 203078]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,2.1,Made,,,,,,,12.0,B. Beal,203078.0,6.0,,
343,PT08M05.00S,2025-03-09T20:55:21.0Z,3,REGULAR,foul,personal,['3freethrow'],1626164,,,1610612742,65,74,2025-03-09T20:55:32Z,3400000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Thompson 3 FT),"[1626164, 202691]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,202041.0,2.0,0.0,Thompson,202691.0,,,,,,,,,,,,,,,
345,PT08M05.00S,2025-03-09T20:55:53.9Z,3,REGULAR,freethrow,1 of 3,[],202691,,,1610612742,66,74,2025-03-09T20:55:53Z,3420000,False,,,0,,K. Thompson Free Throw 1 of 3 (12 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,Made,,,,,,,12.0,,,,,
