actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
254,PT05M01.00S,2025-03-16T17:53:07.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641741,,,1610612755,53,46,2025-03-16T17:53:07Z,2540000,False,,,0,,R. Council IV Free Throw 2 of 2 (4 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,Made,4.0,,,,,,,,,,,,,,
255,PT04M39.00S,2025-03-16T17:53:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,87.33574244415243,56.127450980392155,1610612742,55,46,2025-03-16T17:53:35Z,2550000,False,31.0,67.0,1,right,P. Washington 7' driving floating Jump Shot (16 PTS) (N. Marshall 2 AST),"[1629023, 1630230]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,Made,16.0,7.32,,,,,N. Marshall,1630230.0,2.0,,,,,,
257,PT04M39.00S,2025-03-16T17:53:33.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629656,,,1610612742,55,46,2025-03-16T17:53:44Z,2570000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Washington 1 FT),"[1629656, 1629023]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,202056.0,2.0,0.0,Grimes,Q. Grimes,Washington,1629023.0,,,,,,,,,,,,,,,,
259,PT04M39.00S,2025-03-16T17:53:41.3Z,2,REGULAR,substitution,out,[],203915,,,1610612742,55,46,2025-03-16T17:53:57Z,2590000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
260,PT04M39.00S,2025-03-16T17:53:41.3Z,2,REGULAR,substitution,in,[],1630314,,,1610612742,55,46,2025-03-16T17:53:57Z,2600000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
261,PT04M39.00S,2025-03-16T17:53:56.0Z,2,REGULAR,freethrow,1 of 1,[],1629023,,,1610612742,55,46,2025-03-16T17:53:56Z,2610000,False,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,Missed,,,,,,,,,,,,,,,
262,PT04M37.00S,2025-03-16T17:53:57.3Z,2,REGULAR,rebound,defensive,[],1641741,,,1610612755,55,46,2025-03-16T17:53:57Z,2620000,False,,,0,,R. Council IV REBOUND (Off:0 Def:5),[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,261.0,5.0,5.0,0.0,,,,,,,,,
263,PT04M33.00S,2025-03-16T17:54:01.0Z,2,REGULAR,turnover,lost ball,[],1641741,,,1610612755,55,46,2025-03-16T17:54:06Z,2630000,False,,,0,,R. Council IV lost ball TURNOVER (1 TO),"[1641741, 1630314]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,1.0,Williams,1630314.0,
264,PT04M33.00S,2025-03-16T17:54:01.0Z,2,REGULAR,steal,,[],1630314,,,1610612742,55,46,2025-03-16T17:54:02Z,2640000,False,,,0,,B. Williams STEAL (1 STL),[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
265,PT04M29.00S,2025-03-16T17:54:05.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629023,93.38042049934296,49.01960784313725,1610612742,57,46,2025-03-16T17:54:31Z,2650000,False,-5.0,10.0,1,right,P. Washington running DUNK (18 PTS) (N. Marshall 3 AST),"[1629023, 1630230]",1610612742.0,DAL,running,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,Made,18.0,1.09,,,,,N. Marshall,1630230.0,3.0,,,,,,
268,PT04M14.00S,2025-03-16T17:54:23.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630314,,,1610612755,57,46,2025-03-16T17:54:28Z,2680000,False,,,0,,B. Williams shooting personal FOUL (2 PF) (Butler 2 FT),"[1630314, 1630215]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,202056.0,2.0,0.0,Williams,B. Williams,Butler,1630215.0,,,,,,,,,,,,,,,,
270,PT04M14.00S,2025-03-16T17:54:46.5Z,2,REGULAR,freethrow,1 of 2,[],1630215,,,1610612755,57,47,2025-03-16T17:54:46Z,2700000,False,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[1630215],1610612755.0,PHI,,,,,,,,,,,,Butler,J. Butler,,,Made,3.0,,,,,,,,,,,,,,
271,PT04M14.00S,2025-03-16T17:54:47.5Z,2,REGULAR,substitution,out,[],1641741,,,1610612755,57,47,2025-03-16T17:55:02Z,2710000,False,,,0,,SUB out: R. Council IV,[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,
272,PT04M14.00S,2025-03-16T17:54:47.5Z,2,REGULAR,substitution,in,[],1629052,,,1610612755,57,47,2025-03-16T17:55:02Z,2720000,False,,,0,,SUB in: O. Brissett,[1629052],1610612755.0,PHI,,,,,,,,,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
273,PT04M14.00S,2025-03-16T17:55:04.5Z,2,REGULAR,freethrow,2 of 2,[],1630215,,,1610612755,57,48,2025-03-16T17:55:04Z,2730000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[1630215],1610612755.0,PHI,,,,,,,,,,,,Butler,J. Butler,,,Made,4.0,,,,,,,,,,,,,,
274,PT04M02.00S,2025-03-16T17:55:20.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,88.17345597897503,43.77297794117647,1610612742,59,48,2025-03-16T17:55:27Z,2740000,False,-31.0,59.0,1,right,P. Washington 6' turnaround Hook (20 PTS),[1629023],1610612742.0,DAL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Washington,P. Washington,,,Made,20.0,6.64,,,,,,,,,,,,,
276,PT03M51.00S,2025-03-16T17:55:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,7.835085413929041,46.32352941176471,1610612755,59,50,2025-03-16T17:55:37Z,2760000,False,18.0,21.0,1,left,O. Brissett cutting Layup (7 PTS) (Q. Grimes 3 AST),"[1629052, 1629656]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,,,,Brissett,O. Brissett,,,Made,7.0,2.8,,,,,Q. Grimes,1629656.0,3.0,,,,,,
278,PT03M37.00S,2025-03-16T17:55:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,93.11760840998686,53.431372549019606,1610612742,59,50,2025-03-16T17:55:50Z,2780000,False,17.0,12.0,1,right,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,Missed,,2.11,,,,,,,,,,,,,
279,PT03M37.00S,2025-03-16T17:55:45.2Z,2,REGULAR,rebound,defensive,[],1641720,,,1610612755,59,50,2025-03-16T17:55:50Z,2790000,False,,,0,,J. Hood-Schifino REBOUND (Off:0 Def:1),[1641720],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Hood-Schifino,J. Hood-Schifino,,,,,,278.0,1.0,1.0,0.0,,,,,,,,,
281,PT03M22.00S,2025-03-16T17:56:22.3Z,2,REGULAR,turnover,lost ball,[],1629656,,,1610612755,59,50,2025-03-16T18:01:21Z,2810000,False,,,0,,Q. Grimes lost ball TURNOVER (3 TO),[1629656],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,3.0,,,
283,PT03M22.00S,2025-03-16T17:56:27.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612742,59,50,2025-03-16T17:56:51Z,2830000,False,,,0,,Q. Grimes loose ball personal FOUL (3 PF) (Williams 2 FT),"[1629656, 1630314]",1610612755.0,PHI,loose ball,,,,,,Mid-Range,8-16 Center,202056.0,3.0,0.0,Grimes,Q. Grimes,Williams,1630314.0,,,,,,,,,,,,,,,,
285,PT03M22.00S,2025-03-16T17:57:08.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630314,,,1610612742,60,50,2025-03-16T17:57:08Z,2850000,False,,,0,,B. Williams Free Throw 1 of 2 (10 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,Made,10.0,,,,,,,,,,,,,,
286,PT03M22.00S,2025-03-16T17:57:25.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630314,,,1610612742,61,50,2025-03-16T17:57:25Z,2860000,False,,,0,,B. Williams Free Throw 2 of 2 (11 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,Made,11.0,,,,,,,,,,,,,,
287,PT03M04.00S,2025-03-16T17:57:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,7.703679369250986,50.245098039215684,1610612755,61,52,2025-03-16T17:57:50Z,2870000,False,-1.0,20.0,1,left,Q. Grimes driving Layup (9 PTS) (O. Brissett 1 AST),"[1629656, 1629052]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,Made,9.0,1.99,,,,,O. Brissett,1629052.0,1.0,,,,,,
289,PT02M46.00S,2025-03-16T17:58:01.7Z,2,REGULAR,3pt,Jump Shot,[],1630314,78.9257555847569,10.049019607843137,1610612742,61,52,2025-03-16T17:58:07Z,2890000,False,-200.0,146.0,1,right,MISS B. Williams 24' 3PT,[1630314],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Williams,B. Williams,,,Missed,,24.72,,,,,,,,,,,,,
290,PT02M44.00S,2025-03-16T17:58:03.7Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612755,61,52,2025-03-16T17:58:07Z,2900000,False,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Brissett,O. Brissett,,,,,,289.0,2.0,1.0,1.0,,,,,,,,,
291,PT02M41.00S,2025-03-16T17:58:07.7Z,2,REGULAR,turnover,bad pass,[],1629052,,,1610612755,61,52,2025-03-16T17:59:02Z,2910000,False,,,0,,O. Brissett bad pass TURNOVER (1 TO),"[1629052, 202691]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,1.0,Thompson,202691.0,
292,PT02M41.00S,2025-03-16T17:58:07.7Z,2,REGULAR,steal,,[],202691,,,1610612742,61,52,2025-03-16T17:58:09Z,2920000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
293,PT02M39.00S,2025-03-16T17:58:09.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,79.188567674113,70.34313725490196,1610612742,63,52,2025-03-16T18:16:55Z,2930000,False,102.0,143.0,1,right,K. Thompson 17' step back Jump Shot (8 PTS),[202691],1610612742.0,DAL,step back,,,,,,Mid-Range,16-24 Right Center,,,,Thompson,K. Thompson,,,Made,8.0,17.56,,,,,,,,,,,,,
294,PT02M29.00S,2025-03-16T17:58:20.3Z,2,REGULAR,3pt,Jump Shot,[],1642024,30.56833114323259,31.862745098039213,1610612755,63,55,2025-03-16T17:58:31Z,2940000,False,91.0,235.0,1,left,A. Reese 25' 3PT  (3 PTS) (Q. Grimes 4 AST),"[1642024, 1629656]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Reese,A. Reese,,,Made,3.0,25.17,,,,,Q. Grimes,1629656.0,4.0,,,,,,
296,PT02M15.00S,2025-03-16T17:58:33.7Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612742,63,55,2025-03-16T17:58:38Z,2960000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1629052]",1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Washington,P. Washington,,,,,,,,,,,,,,,1.0,Brissett,1629052.0,
297,PT02M15.00S,2025-03-16T17:58:33.7Z,2,REGULAR,steal,,[],1629052,,,1610612755,63,55,2025-03-16T17:58:34Z,2970000,False,,,0,,O. Brissett STEAL (2 STL),[1629052],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
298,PT02M12.00S,2025-03-16T17:58:36.8Z,2,REGULAR,turnover,out-of-bounds,[],1629052,,,1610612755,63,55,2025-03-16T17:58:50Z,2980000,False,,,0,,O. Brissett bad pass out-of-bounds TURNOVER (2 TO),[1629052],1610612755.0,PHI,bad pass,,,,,,Mid-Range,16-24 Left Center,202056.0,,,Brissett,O. Brissett,,,,,,,,,,,,,,,2.0,,,
299,PT02M12.00S,2025-03-16T17:58:41.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,63,55,2025-03-16T17:58:41Z,2990000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M12.00S,2025-03-16T17:59:05.2Z,2,REGULAR,substitution,out,[],1631108,,,1610612742,63,55,2025-03-16T18:01:47Z,3000000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,,,,,,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,
301,PT02M12.00S,2025-03-16T17:59:05.2Z,2,REGULAR,substitution,out,[],1630314,,,1610612742,63,55,2025-03-16T18:01:47Z,3010000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
302,PT02M12.00S,2025-03-16T17:59:05.2Z,2,REGULAR,substitution,in,[],1630556,,,1610612742,63,55,2025-03-16T18:01:47Z,3020000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
303,PT02M12.00S,2025-03-16T17:59:05.2Z,2,REGULAR,substitution,in,[],203915,,,1610612742,63,55,2025-03-16T18:01:47Z,3030000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
304,PT01M58.00S,2025-03-16T18:01:57.4Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612742,63,55,2025-03-16T18:02:00Z,3040000,False,,,0,,P. Washington lost ball TURNOVER (2 TO),"[1629023, 1629656]",1610612742.0,DAL,,,,,,,Mid-Range,8-16 Right,,,,Washington,P. Washington,,,,,,,,,,,,,,,2.0,Grimes,1629656.0,
305,PT01M58.00S,2025-03-16T18:01:57.4Z,2,REGULAR,steal,,[],1629656,,,1610612755,63,55,2025-03-16T18:01:58Z,3050000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
306,PT01M54.00S,2025-03-16T18:02:01.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629656,7.5722733245729295,48.77450980392157,1610612755,63,55,2025-03-16T18:02:07Z,3060000,False,6.0,19.0,1,left,MISS Q. Grimes running finger roll Layup,[1629656],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,Missed,,1.97,,,,,,,,,,,,,
307,PT01M52.00S,2025-03-16T18:02:03.4Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,63,55,2025-03-16T18:02:07Z,3070000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,
308,PT01M47.00S,2025-03-16T18:02:08.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642024,,,1610612742,63,55,2025-03-16T18:02:19Z,3080000,False,,,0,,A. Reese shooting personal FOUL (1 PF) (Marshall 2 FT),"[1642024, 1630230]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,2530.0,1.0,0.0,Reese,A. Reese,Marshall,1630230.0,,,,,,,,,,,,,,,,
310,PT01M47.00S,2025-03-16T18:02:30.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630230,,,1610612742,63,55,2025-03-16T18:02:30Z,3100000,False,,,0,,MISS N. Marshall Free Throw 1 of 2,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,Missed,,,,,,,,,,,,,,,
311,PT01M47.00S,2025-03-16T18:02:30.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,63,55,2025-03-16T18:02:30Z,3110000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,
312,PT01M47.00S,2025-03-16T18:02:43.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630230,,,1610612742,64,55,2025-03-16T18:02:43Z,3120000,False,,,0,,N. Marshall Free Throw 2 of 2 (9 PTS),[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,Made,9.0,,,,,,,,,,,,,,
313,PT01M32.00S,2025-03-16T18:03:00.1Z,2,REGULAR,3pt,Jump Shot,[],1642024,3.630091984231275,96.32352941176471,1610612755,64,58,2025-03-16T18:03:03Z,3130000,False,-232.0,-18.0,1,left,A. Reese 3PT  (6 PTS) (J. Butler 4 AST),"[1642024, 1630215]",1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Reese,A. Reese,,,Made,6.0,23.23,,,,,J. Butler,1630215.0,4.0,,,,,,
315,PT01M19.00S,2025-03-16T18:03:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,82.21090670170827,43.872549019607845,1610612742,66,58,2025-03-16T18:03:29Z,3150000,False,-31.0,115.0,1,right,N. Marshall 11' driving floating Jump Shot (11 PTS) (S. Dinwiddie 3 AST),"[1630230, 203915]",1610612742.0,DAL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Marshall,N. Marshall,,,Made,11.0,11.87,,,,,S. Dinwiddie,203915.0,3.0,,,,,,
317,PT01M05.00S,2025-03-16T18:03:27.0Z,2,REGULAR,3pt,Jump Shot,[],1641720,26.231931668856767,16.42156862745098,1610612755,66,61,2025-03-16T18:03:32Z,3170000,False,168.0,194.0,1,left,J. Hood-Schifino 25' 3PT step back (12 PTS) (Q. Grimes 5 AST),"[1641720, 1629656]",1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Right Center,,,,Hood-Schifino,J. Hood-Schifino,,,Made,12.0,25.66,,,,,Q. Grimes,1629656.0,5.0,,,,,,
319,PT00M55.80S,2025-03-16T18:03:38.5Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612742,66,61,2025-03-16T18:03:48Z,3190000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1642024]",1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,1.0,Reese,1642024.0,
320,PT00M55.80S,2025-03-16T18:03:38.5Z,2,REGULAR,steal,,[],1642024,,,1610612755,66,61,2025-03-16T18:05:36Z,3200000,False,,,0,,A. Reese STEAL (1 STL),[1642024],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,
321,PT00M50.20S,2025-03-16T18:03:44.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629052,6.1268068331143235,45.588235294117645,1610612755,66,61,2025-03-16T18:04:17Z,3210000,False,22.0,5.0,1,left,MISS O. Brissett running finger roll Layup,[1629052],1610612755.0,PHI,running finger roll,,,,,,Restricted Area,0-8 Center,,,,Brissett,O. Brissett,,,Missed,,2.27,,,,,,,,,,,,,
322,PT00M48.70S,2025-03-16T18:03:45.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,66,61,2025-03-16T18:03:45Z,3220000,False,,,0,,N. Marshall REBOUND (Off:1 Def:3),[1630230],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,,,,321.0,4.0,3.0,1.0,,,,,,,,,
323,PT00M40.00S,2025-03-16T18:03:54.4Z,2,REGULAR,3pt,Jump Shot,[],202691,91.3477332457293,4.924938725490196,1610612742,66,61,2025-03-16T18:04:00Z,3230000,False,-225.0,29.0,1,right,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Thompson,K. Thompson,,,Missed,,22.72,,,,,,,,,,,,,
324,PT00M37.80S,2025-03-16T18:03:56.6Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,66,61,2025-03-16T18:04:00Z,3240000,False,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Washington,P. Washington,,,,,,323.0,5.0,4.0,1.0,,,,,,,,,
325,PT00M35.90S,2025-03-16T18:03:58.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,92.59198423127464,49.50980392156863,1610612742,68,61,2025-03-16T18:05:01Z,3250000,False,-2.0,17.0,1,right,N. Marshall driving Layup (13 PTS) (P. Washington 1 AST),"[1630230, 1629023]",1610612742.0,DAL,driving,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Made,13.0,1.73,,,,,P. Washington,1629023.0,1.0,,,,,,
327,PT00M13.30S,2025-03-16T18:04:22.8Z,2,REGULAR,3pt,Jump Shot,[],1629656,32.56200722733246,59.091605392156865,1610612755,68,64,2025-03-16T18:04:29Z,3270000,False,-45.0,254.0,1,left,Q. Grimes 25' 3PT  (12 PTS) (A. Reese 1 AST),"[1629656, 1642024]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Grimes,Q. Grimes,,,Made,12.0,25.76,,,,,A. Reese,1642024.0,1.0,,,,,,
329,PT00M02.00S,2025-03-16T18:04:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.06636005256242,50.49019607843137,1610612742,68,64,2025-03-16T18:04:47Z,3290000,False,2.0,22.0,1,right,MISS N. Marshall driving reverse Layup,[1630230],1610612742.0,DAL,driving reverse,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Missed,,2.22,,,,,,,,,,,,,
330,PT00M00.50S,2025-03-16T18:04:44.5Z,2,REGULAR,rebound,defensive,[],1642024,,,1610612755,68,64,2025-03-16T18:04:44Z,3300000,False,,,0,,A. Reese REBOUND (Off:0 Def:2),[1642024],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Reese,A. Reese,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,
331,PT00M00.00S,2025-03-16T18:04:51.4Z,2,REGULAR,period,end,[],0,,,1610612755,68,64,2025-03-16T18:04:51Z,3310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,out,['startperiod'],203915,,,1610612755,68,64,2025-03-16T18:19:50Z,3320000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,out,['startperiod'],1641720,,,1610612755,68,64,2025-03-16T18:19:50Z,3330000,False,,,0,,SUB out: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612755,68,64,2025-03-16T18:19:50Z,3340000,False,,,0,,SUB out: O. Brissett,[1629052],1610612755.0,PHI,,,,,,,,,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,out,['startperiod'],1642024,,,1610612755,68,64,2025-03-16T18:19:50Z,3350000,False,,,0,,SUB out: A. Reese,[1642024],1610612755.0,PHI,,,,,,,,,,,,Reese,A. Reese,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,in,['startperiod'],1630314,,,1610612755,68,64,2025-03-16T18:19:50Z,3360000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,,,,,,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,in,['startperiod'],1642348,,,1610612755,68,64,2025-03-16T18:19:50Z,3370000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,in,['startperiod'],1627824,,,1610612755,68,64,2025-03-16T18:19:50Z,3380000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-03-16T18:18:50.3Z,3,REGULAR,substitution,in,['startperiod'],1641741,,,1610612755,68,64,2025-03-16T18:19:50Z,3390000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-03-16T18:19:55.5Z,3,REGULAR,period,start,[],0,,,1610612755,68,64,2025-03-16T18:19:55Z,3400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M41.00S,2025-03-16T18:20:13.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642348,89.96386333771353,50.73529411764706,1610612755,68,66,2025-03-16T18:20:17Z,3410000,False,4.0,42.0,1,right,J. Edwards turnaround Hook (6 PTS) (J. Butler 5 AST),"[1642348, 1630215]",1610612755.0,PHI,turnaround,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,Made,6.0,4.2,,,,,J. Butler,1630215.0,5.0,,,,,,
