actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
603,PT01M22.00S,2023-03-11T03:21:37.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,7.30946123521682,38.970588235294116,1610612739,113,108,2023-03-11T03:21:41Z,5910000,False,55.0,16.0,1,left,D. Mitchell driving floating Jump Shot (37 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,5.74,Made,37.0,,,,,,,,,,,,,,
604,PT01M11.00S,2023-03-11T03:21:52.4Z,4,REGULAR,foul,offensive,[],1628389,,,1610612748,113,108,2023-03-11T03:22:07Z,5920000,False,,,0,,B. Adebayo off-the-ball offensive FOUL (4 PF),"[1628389, 1630205]",1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,201639.0,,,,,4.0,0.0,Stevens,1630205.0,,,,,
606,PT01M11.00S,2023-03-11T03:21:52.4Z,4,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,113,108,2023-03-11T03:21:52Z,5940000,False,,,0,,B. Adebayo offensive foul TURNOVER (4 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,4.0,,,,,,201639.0,,,,,,,,,,,,,
607,PT01M04.00S,2023-03-11T03:22:29.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,11.383048620236531,40.68627450980392,1610612739,113,110,2023-03-11T03:22:33Z,5950000,False,47.0,55.0,1,left,D. Mitchell 7' driving Layup (39 PTS) (R. Rubio 7 AST),"[1628378, 201937]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,7.17,Made,39.0,,R. Rubio,201937.0,7.0,,,,,,,,,,
609,PT00M45.90S,2023-03-11T03:22:53.8Z,4,REGULAR,foul,offensive,[],202710,,,1610612748,113,110,2023-03-11T03:23:06Z,5970000,False,,,0,,J. Butler off-the-ball offensive FOUL (1 PF),"[202710, 201937]",1610612748.0,MIA,off-the-ball,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,202026.0,,,,,1.0,0.0,Rubio,201937.0,,,,,
611,PT00M45.90S,2023-03-11T03:22:53.8Z,4,REGULAR,turnover,offensive foul,[],202710,,,1610612748,113,110,2023-03-11T03:22:53Z,5990000,False,,,0,,J. Butler offensive foul TURNOVER (1 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,1.0,,,,,,202026.0,,,,,,,,,,,,,
612,PT00M38.70S,2023-03-11T03:23:19.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,6.652431011826544,54.166666666666664,1610612739,113,112,2023-03-11T03:23:24Z,6000000,False,-21.0,10.0,1,left,E. Mobley alley-oop DUNK (12 PTS) (R. Rubio 8 AST),"[1630596, 201937]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,2.31,Made,12.0,,R. Rubio,201937.0,8.0,,,,,,,,,,
614,PT00M26.40S,2023-03-11T03:23:37.7Z,4,REGULAR,foul,personal,[],1628378,,,1610612748,113,112,2023-03-11T03:23:52Z,6020000,False,,,0,,D. Mitchell personal FOUL (4 PF),"[1628378, 1628997]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,202026.0,,,,,4.0,0.0,Martin,1628997.0,,,,,
616,PT00M26.40S,2023-03-11T03:23:50.4Z,4,REGULAR,substitution,out,[],201937,,,1610612748,113,112,2023-03-11T03:23:55Z,6040000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT00M26.40S,2023-03-11T03:23:50.4Z,4,REGULAR,substitution,in,[],1630171,,,1610612748,113,112,2023-03-11T03:23:55Z,6050000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT00M18.00S,2023-03-11T03:24:17.3Z,4,REGULAR,2pt,Jump Shot,[],202710,80.70384362680684,21.59160539215686,1610612748,115,112,2023-03-11T03:24:35Z,6060000,False,-142.0,129.0,1,right,J. Butler 19' pullup Jump Shot (31 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,19.18,Made,31.0,,,,,,,,,,,,,,
619,PT00M18.00S,2023-03-11T03:24:25.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,115,112,2023-03-11T03:24:25Z,6070000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT00M18.00S,2023-03-11T03:24:34.6Z,4,REGULAR,substitution,out,[],1629639,,,1610612739,115,112,2023-03-11T03:25:49Z,6080000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M18.00S,2023-03-11T03:24:34.6Z,4,REGULAR,substitution,out,[],1630171,,,1610612739,115,112,2023-03-11T03:25:49Z,6090000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M18.00S,2023-03-11T03:24:34.6Z,4,REGULAR,substitution,in,[],203506,,,1610612739,115,112,2023-03-11T03:25:49Z,6100000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M18.00S,2023-03-11T03:24:34.6Z,4,REGULAR,substitution,in,[],201937,,,1610612739,115,112,2023-03-11T03:25:49Z,6110000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M10.30S,2023-03-11T03:26:14.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612739,115,112,2023-03-11T03:26:31Z,6120000,False,,,0,,B. Adebayo shooting personal FOUL (5 PF) (Mitchell 2 FT),"[1628389, 1628378]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,5.0,0.0,Mitchell,1628378.0,,,,,
626,PT00M10.30S,2023-03-11T03:26:52.5Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,115,113,2023-03-11T03:26:52Z,6140000,False,,,0,,D. Mitchell Free Throw 1 of 2 (40 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,40.0,,,,,,,,,,,,,,
627,PT00M10.30S,2023-03-11T03:26:53.8Z,4,REGULAR,substitution,out,[],201937,,,1610612739,115,113,2023-03-11T03:26:59Z,6150000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M10.30S,2023-03-11T03:26:53.8Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,115,113,2023-03-11T03:26:59Z,6160000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M10.30S,2023-03-11T03:27:10.2Z,4,REGULAR,substitution,out,[],1629622,,,1610612739,115,113,2023-03-11T03:27:14Z,6170000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M10.30S,2023-03-11T03:27:10.2Z,4,REGULAR,substitution,in,[],201567,,,1610612739,115,113,2023-03-11T03:27:14Z,6180000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M10.30S,2023-03-11T03:27:32.3Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,115,114,2023-03-11T03:27:32Z,6190000,False,,,0,,D. Mitchell Free Throw 2 of 2 (41 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,41.0,,,,,,,,,,,,,,
632,PT00M10.30S,2023-03-11T03:27:35.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,115,114,2023-03-11T03:27:35Z,6200000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT00M10.30S,2023-03-11T03:27:39.2Z,4,REGULAR,substitution,out,[],203506,,,1610612748,115,114,2023-03-11T03:29:03Z,6210000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M10.30S,2023-03-11T03:27:39.2Z,4,REGULAR,substitution,out,[],201567,,,1610612748,115,114,2023-03-11T03:29:03Z,6220000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M10.30S,2023-03-11T03:27:39.2Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,115,114,2023-03-11T03:29:03Z,6230000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M10.30S,2023-03-11T03:27:39.2Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,115,114,2023-03-11T03:29:03Z,6240000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M08.90S,2023-03-11T03:29:31.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630205,,,1610612748,115,114,2023-03-11T03:30:02Z,6250000,False,,,0,,L. Stevens take personal FOUL (3 PF) (Martin 2 FT),"[1630205, 1628997]",1610612739.0,CLE,take,,,Stevens,L. Stevens,,,,,Mid-Range,8-16 Right,,,,,,,201245.0,,,,,3.0,0.0,Martin,1628997.0,,,,,
639,PT00M08.90S,2023-03-11T03:30:04.4Z,4,REGULAR,freethrow,1 of 2,[],1628997,,,1610612748,116,114,2023-03-11T03:30:04Z,6270000,False,,,0,,C. Martin Free Throw 1 of 2 (6 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
640,PT00M08.90S,2023-03-11T03:30:05.1Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,116,114,2023-03-11T03:30:13Z,6280000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M08.90S,2023-03-11T03:30:05.1Z,4,REGULAR,substitution,out,[],1630171,,,1610612748,116,114,2023-03-11T03:30:13Z,6290000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M08.90S,2023-03-11T03:30:05.1Z,4,REGULAR,substitution,in,[],203506,,,1610612748,116,114,2023-03-11T03:30:13Z,6300000,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M08.90S,2023-03-11T03:30:05.1Z,4,REGULAR,substitution,in,[],201937,,,1610612748,116,114,2023-03-11T03:30:13Z,6310000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M08.90S,2023-03-11T03:30:32.8Z,4,REGULAR,freethrow,2 of 2,[],1628997,,,1610612748,117,114,2023-03-11T03:30:32Z,6320000,False,,,0,,C. Martin Free Throw 2 of 2 (7 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
645,PT00M05.60S,2023-03-11T03:30:46.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612739,117,114,2023-03-11T03:30:59Z,6330000,False,,,0,,J. Butler take personal FOUL (2 PF) (Mitchell 2 FT),"[202710, 1628378]",1610612748.0,MIA,take,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,202026.0,,,,,2.0,0.0,Mitchell,1628378.0,,,,,
647,PT00M05.60S,2023-03-11T03:31:21.2Z,4,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,117,115,2023-03-11T03:31:21Z,6350000,False,,,0,,D. Mitchell Free Throw 1 of 2 (42 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Made,42.0,,,,,,,,,,,,,,
648,PT00M05.60S,2023-03-11T03:31:22.0Z,4,REGULAR,substitution,out,[],203506,,,1610612739,117,115,2023-03-11T03:31:47Z,6360000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M05.60S,2023-03-11T03:31:22.0Z,4,REGULAR,substitution,out,[],1630205,,,1610612739,117,115,2023-03-11T03:31:47Z,6370000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M05.60S,2023-03-11T03:31:22.0Z,4,REGULAR,substitution,out,[],201937,,,1610612739,117,115,2023-03-11T03:31:47Z,6380000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M05.60S,2023-03-11T03:31:22.0Z,4,REGULAR,substitution,in,[],201567,,,1610612739,117,115,2023-03-11T03:31:47Z,6390000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M05.60S,2023-03-11T03:31:22.0Z,4,REGULAR,substitution,in,[],201577,,,1610612739,117,115,2023-03-11T03:31:47Z,6400000,False,,,0,,SUB in: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M05.60S,2023-03-11T03:31:22.0Z,4,REGULAR,substitution,in,[],1630171,,,1610612739,117,115,2023-03-11T03:31:47Z,6410000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M05.60S,2023-03-11T03:31:21.2Z,4,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,117,115,2023-03-11T03:32:02Z,6420000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
655,PT00M04.20S,2023-03-11T03:31:22.6Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,117,115,2023-03-11T03:32:02Z,6430000,False,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,654.0,,,,,5.0,3.0,2.0,,
656,PT00M04.20S,2023-03-11T03:32:06.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612748,117,115,2023-03-11T03:32:20Z,6440000,False,,,0,,I. Okoro personal FOUL (2 PF) (Butler 2 FT),"[1630171, 202710]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202026.0,,,,,2.0,0.0,Butler,202710.0,,,,,
658,PT00M04.20S,2023-03-11T03:32:44.7Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,118,115,2023-03-11T03:34:24Z,6452500,False,,,0,,J. Butler Free Throw 1 of 2 (32 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,32.0,,,,,,,,,,,,,,
663,PT00M04.20S,2023-03-11T03:32:44.7Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,119,115,2023-03-11T03:34:24Z,6453750,False,,,0,,J. Butler Free Throw 2 of 2 (33 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,33.0,,,,,,,,,,,,,,
659,PT00M04.20S,2023-03-11T03:32:45.3Z,4,REGULAR,substitution,out,[],201567,,,1610612739,119,115,2023-03-11T03:34:24Z,6455000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M04.20S,2023-03-11T03:32:45.3Z,4,REGULAR,substitution,out,[],201577,,,1610612739,119,115,2023-03-11T03:34:24Z,6457500,False,,,0,,SUB out: R. Lopez,[201577],1610612739.0,CLE,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M04.20S,2023-03-11T03:32:45.3Z,4,REGULAR,substitution,in,[],203506,,,1610612739,119,115,2023-03-11T03:34:24Z,6458750,False,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M04.20S,2023-03-11T03:32:45.3Z,4,REGULAR,substitution,in,[],201937,,,1610612739,119,115,2023-03-11T03:34:24Z,6459375,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M03.20S,2023-03-11T03:33:26.5Z,4,REGULAR,3pt,Jump Shot,[],1628378,27.06964520367937,92.4249387254902,1610612739,119,115,2023-03-11T03:33:49Z,6505000,False,-212.0,202.0,1,left,MISS D. Mitchell 29' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,29.29,Missed,,,,,,,,,,,,,,,
665,PT00M01.40S,2023-03-11T03:33:28.3Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,119,115,2023-03-11T03:33:49Z,6507500,False,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,664.0,,,,,3.0,3.0,0.0,,
666,PT00M00.00S,2023-03-11T03:33:36.7Z,4,REGULAR,period,end,[],0,,,1610612748,119,115,2023-03-11T03:34:16Z,6540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M00.00S,2023-03-11T03:33:40.7Z,4,REGULAR,game,end,[],0,,,0,119,115,2023-03-11T03:33:40Z,6550000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
