actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
258,PT03M22.00S,2022-10-22T00:30:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.783837056504599,53.18627450980392,1610612748,46,55,2022-10-22T00:31:04Z,2490000,-16.0,11.0,1,left,MISS C. Martin driving Layup - blocked,"[1628997, 1627759]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,1.95,Missed,,,,,,,,,Brown,1627759.0
259,PT03M22.00S,2022-10-22T00:30:56.8Z,2,REGULAR,block,,[],1627759,,,1610612748,46,55,2022-10-22T00:30:59Z,2500000,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT03M22.00S,2022-10-22T00:30:56.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,46,55,2022-10-22T00:31:04Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,258.0,,,,,,,,
262,PT03M22.00S,2022-10-22T00:31:03.0Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,46,55,2022-10-22T00:31:06Z,2530000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M22.00S,2022-10-22T00:31:03.0Z,2,REGULAR,substitution,in,[],202710,,,1610612748,46,55,2022-10-22T00:31:06Z,2540000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M19.00S,2022-10-22T00:31:19.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,7.178055190538765,47.794117647058826,1610612748,48,55,2022-10-22T00:31:25Z,2550000,11.0,15.0,1,left,T. Herro cutting Layup (13 PTS) (K. Lowry 2 AST),"[1629639, 200768]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,1.86,Made,13.0,,,,,K. Lowry,200768.0,2.0,,
266,PT02M55.00S,2022-10-22T00:31:43.4Z,2,REGULAR,3pt,Jump Shot,[],201143,93.64323258869908,96.32352941176471,1610612738,48,55,2022-10-22T00:31:48Z,2570000,232.0,7.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,,,23.17,Missed,,,,,,,,,,
267,PT02M52.00S,2022-10-22T00:31:46.4Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,48,55,2022-10-22T00:31:48Z,2580000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,266.0,4.0,4.0,0.0,,,,,
268,PT02M43.00S,2022-10-22T00:31:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,16.63929040735874,51.71568627450981,1610612748,50,55,2022-10-22T00:32:00Z,2590000,-9.0,104.0,1,left,T. Herro 10' driving floating Jump Shot (15 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.43,Made,15.0,,,,,,,,,
269,PT02M22.00S,2022-10-22T00:32:15.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,89.30683311432325,53.18627450980392,1610612738,50,55,2022-10-22T00:32:20Z,2600000,16.0,48.0,1,right,MISS J. Brown turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.06,Missed,,,,,,,,,,
270,PT02M20.00S,2022-10-22T00:32:17.8Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,50,55,2022-10-22T00:32:20Z,2610000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,269.0,3.0,2.0,1.0,,,,,
271,PT02M11.00S,2022-10-22T00:32:26.5Z,2,REGULAR,3pt,Jump Shot,[],1629639,30.962549277266753,32.84313725490196,1610612748,50,55,2022-10-22T00:32:34Z,2620000,86.0,239.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.35,Missed,,,,,,,,,,
272,PT02M08.00S,2022-10-22T00:32:29.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,50,55,2022-10-22T00:32:34Z,2630000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,271.0,2.0,1.0,1.0,,,,,
274,PT02M05.00S,2022-10-22T00:32:45.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,55,2022-10-22T00:32:45Z,2650000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M47.00S,2022-10-22T00:36:31.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.38042049934296,50.245098039215684,1610612738,50,57,2022-10-22T00:36:41Z,2670000,1.0,10.0,1,right,J. Tatum cutting DUNK (11 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,0.98,Made,11.0,,,,,M. Smart,203935.0,1.0,,
278,PT01M17.00S,2022-10-22T00:37:01.1Z,2,REGULAR,3pt,Jump Shot,[],200768,29.25427069645204,95.09803921568627,1610612748,50,57,2022-10-22T00:37:10Z,2690000,-225.0,222.0,1,left,MISS K. Lowry 31' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,31.68,Missed,,,,,,,,,,
279,PT01M15.00S,2022-10-22T00:37:03.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,50,57,2022-10-22T00:37:10Z,2700000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,278.0,3.0,2.0,1.0,,,,,
280,PT01M06.00S,2022-10-22T00:37:12.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,90.09526938239159,13.23529411764706,1610612738,50,57,2022-10-22T00:37:18Z,2710000,-184.0,41.0,1,right,MISS J. Tatum 18' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,,,18.82,Missed,,,,,,,,,,
281,PT01M03.00S,2022-10-22T00:37:15.8Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,50,57,2022-10-22T00:37:18Z,2720000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,280.0,4.0,3.0,1.0,,,,,
282,PT01M03.00S,2022-10-22T00:37:21.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612748,50,57,2022-10-22T00:37:42Z,2730000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,201245.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
285,PT00M53.70S,2022-10-22T00:37:53.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,6.389618922470433,72.30392156862744,1610612748,50,57,2022-10-22T00:38:09Z,2760000,-112.0,8.0,1,left,MISS T. Herro 11' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,11.18,Missed,,,,,,,,,,
286,PT00M51.00S,2022-10-22T00:37:56.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,50,57,2022-10-22T00:38:09Z,2770000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,285.0,4.0,3.0,1.0,,,,,
287,PT00M40.90S,2022-10-22T00:38:07.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,93.38042049934296,55.14705882352941,1610612738,50,59,2022-10-22T00:38:14Z,2780000,26.0,10.0,1,right,M. Smart driving bank Jump Shot (6 PTS),[203935],1610612738.0,BOS,driving bank,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,2.75,Made,6.0,,,,,,,,,
289,PT00M33.80S,2022-10-22T00:38:25.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,50,59,2022-10-22T00:38:42Z,2800000,,,0,,D. White personal FOUL (2 PF) (Lowry 2 FT),"[1628401, 200768]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,202007.0,2.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
291,PT00M33.80S,2022-10-22T00:38:38.9Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,51,59,2022-10-22T00:39:03Z,2820000,,,0,,K. Lowry Free Throw 1 of 2 (9 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Made,9.0,,,,,,,,,
292,PT00M33.80S,2022-10-22T00:38:40.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,51,59,2022-10-22T00:38:44Z,2830000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M33.80S,2022-10-22T00:38:40.7Z,2,REGULAR,substitution,in,[],1629312,,,1610612748,51,59,2022-10-22T00:38:44Z,2840000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M33.80S,2022-10-22T00:38:38.9Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,51,59,2022-10-22T00:39:03Z,2850000,,,0,,MISS K. Lowry Free Throw 2 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
295,PT00M30.70S,2022-10-22T00:38:42.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,51,59,2022-10-22T00:39:03Z,2860000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,294.0,2.0,1.0,1.0,,,,,
296,PT00M27.70S,2022-10-22T00:39:02.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,93.38042049934296,54.90196078431373,1610612738,51,59,2022-10-22T00:39:10Z,2870000,25.0,10.0,1,right,MISS D. White running Layup - blocked,"[1628401, 1629639]",1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,2.64,Missed,,,,,,,,,Herro,1629639.0
297,PT00M27.70S,2022-10-22T00:39:02.7Z,2,REGULAR,block,,[],1629639,,,1610612738,51,59,2022-10-22T00:39:05Z,2880000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
298,PT00M24.10S,2022-10-22T00:39:06.3Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,51,59,2022-10-22T00:39:10Z,2890000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,296.0,1.0,1.0,0.0,,,,,
299,PT00M04.30S,2022-10-22T00:39:26.1Z,2,REGULAR,3pt,Jump Shot,[],202710,6.915243101182654,96.56862745098039,1610612748,51,59,2022-10-22T00:39:35Z,2900000,-233.0,13.0,1,left,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,,,,23.31,Missed,,,,,,,,,,
300,PT00M01.10S,2022-10-22T00:39:29.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,51,59,2022-10-22T00:39:35Z,2910000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,299.0,,,,,,,,
302,PT00M00.00S,2022-10-22T00:39:46.0Z,2,REGULAR,period,end,[],0,,,1610612738,51,59,2022-10-22T00:39:46Z,2930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2022-10-22T00:42:35.8Z,3,REGULAR,substitution,out,['startperiod'],1629312,,,1610612738,51,59,2022-10-22T00:54:56Z,2940000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-10-22T00:42:35.8Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,51,59,2022-10-22T00:54:56Z,2950000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-10-22T00:55:05.4Z,3,REGULAR,period,start,[],0,,,1610612738,51,59,2022-10-22T00:55:05Z,2960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT11M45.00S,2022-10-22T00:55:23.4Z,3,REGULAR,foul,personal,[],1629639,,,1610612738,51,59,2022-10-22T00:55:30Z,2970000,,,0,,T. Herro personal FOUL (2 PF),"[1629639, 203935]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,202007.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
308,PT11M31.00S,2022-10-22T00:55:50.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.4053876478318,37.99019607843137,1610612738,51,61,2022-10-22T00:56:12Z,2990000,60.0,83.0,1,left,J. Brown 10' driving floating Jump Shot (16 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,10.23,Made,16.0,,,,,M. Smart,203935.0,2.0,,
310,PT11M17.00S,2022-10-22T00:56:09.4Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,51,61,2022-10-22T00:56:23Z,3010000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 202710]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,201245.0,3.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
312,PT11M15.00S,2022-10-22T00:56:35.6Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,51,61,2022-10-22T00:56:54Z,3030000,,,0,,B. Adebayo off-the-ball offensive FOUL (3 PF),"[1628389, 1627759]",1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,202007.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
314,PT11M15.00S,2022-10-22T00:56:35.6Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,51,61,2022-10-22T00:56:35Z,3050000,,,0,,B. Adebayo offensive foul TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,202007.0,,,,,3.0,,,,,,,,,,,,,,
315,PT10M54.00S,2022-10-22T00:57:07.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,6.915243101182654,52.69607843137255,1610612738,51,63,2022-10-22T00:57:16Z,3060000,-13.0,13.0,1,left,J. Brown driving finger roll Layup (18 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,1.84,Made,18.0,,,,,,,,,
316,PT10M46.00S,2022-10-22T00:57:15.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.72339027595268,54.65686274509803,1610612748,51,63,2022-10-22T00:57:21Z,3070000,23.0,16.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,2.82,Missed,,,,,,,,,,
317,PT10M45.00S,2022-10-22T00:57:17.5Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,51,63,2022-10-22T00:57:17Z,3080000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,316.0,5.0,3.0,2.0,,,,,
318,PT10M40.00S,2022-10-22T00:57:25.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,91.93495400788436,50.245098039215684,1610612748,53,63,2022-10-22T00:57:39Z,3090000,1.0,23.0,1,right,T. Herro driving floating Jump Shot (17 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,2.33,Made,17.0,,,,,,,,,
319,PT10M40.00S,2022-10-22T00:57:27.8Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612748,53,63,2022-10-22T00:57:42Z,3100000,,,0,,D. White shooting personal FOUL (3 PF) (Herro 1 FT),"[1628401, 1629639]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,1162.0,3.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
321,PT10M40.00S,2022-10-22T00:57:51.5Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629639,,,1610612748,54,63,2022-10-22T00:57:51Z,3120000,,,0,,T. Herro Free Throw 1 of 1 (18 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,Made,18.0,,,,,,,,,
322,PT10M23.00S,2022-10-22T00:58:09.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,16.770696452036795,60.049019607843135,1610612738,54,63,2022-10-22T00:58:15Z,3130000,-50.0,105.0,1,left,MISS J. Tatum 11' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.65,Missed,,,,,,,,,,
323,PT10M21.00S,2022-10-22T00:58:11.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,54,63,2022-10-22T00:58:15Z,3140000,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,322.0,2.0,1.0,1.0,,,,,
324,PT10M15.00S,2022-10-22T00:58:17.7Z,3,REGULAR,2pt,Jump Shot,[],1628997,79.31997371879106,15.441176470588236,1610612748,56,63,2022-10-22T00:58:47Z,3150000,-173.0,142.0,1,right,C. Martin 22' pullup Jump Shot (4 PTS) (K. Lowry 3 AST),"[1628997, 200768]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,22.36,Made,4.0,,,,,K. Lowry,200768.0,3.0,,
326,PT09M54.00S,2022-10-22T00:58:38.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,13.222733245729303,94.6078431372549,1610612738,56,63,2022-10-22T00:58:50Z,3170000,-223.0,72.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,,,23.43,Missed,,,,,,,,,,
327,PT09M52.00S,2022-10-22T00:58:40.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,56,63,2022-10-22T00:58:50Z,3180000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,326.0,5.0,5.0,0.0,,,,,
328,PT09M47.00S,2022-10-22T00:58:52.7Z,3,REGULAR,foul,personal,[],203935,,,1610612748,56,63,2022-10-22T00:58:59Z,3190000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,201245.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
330,PT09M36.00S,2022-10-22T00:59:26.3Z,3,REGULAR,3pt,Jump Shot,[],1629639,64.07687253613666,27.696078431372552,1610612748,59,63,2022-10-22T00:59:41Z,3210000,-112.0,285.0,1,right,T. Herro 30' 3PT  (21 PTS) (J. Butler 4 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,30.62,Made,21.0,,,,,J. Butler,202710.0,4.0,,
331,PT09M23.00S,2022-10-22T00:59:40.0Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,59,63,2022-10-22T01:03:00Z,3220000,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 200768]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,1.0,Lowry,200768.0,,,,,,,,,,,,
332,PT09M23.00S,2022-10-22T00:59:40.0Z,3,REGULAR,steal,,[],200768,,,1610612748,59,63,2022-10-22T00:59:41Z,3230000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
333,PT09M18.00S,2022-10-22T00:59:45.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,93.51182654402102,53.67647058823529,1610612748,59,63,2022-10-22T00:59:54Z,3240000,18.0,8.0,1,right,MISS C. Martin cutting DUNK,[1628997],1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,2.03,Missed,,,,,,,,,,
334,PT09M16.00S,2022-10-22T00:59:46.6Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,59,63,2022-10-22T00:59:46Z,3250000,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,333.0,3.0,1.0,2.0,,,,,
335,PT09M10.00S,2022-10-22T00:59:53.2Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,59,63,2022-10-22T00:59:58Z,3260000,,,0,,B. Adebayo lost ball TURNOVER (4 TO),"[1628389, 1628369]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left,,,,,,4.0,Tatum,1628369.0,,,,,,,,,,,,
336,PT09M10.00S,2022-10-22T00:59:53.2Z,3,REGULAR,steal,,[],1628369,,,1610612738,59,63,2022-10-22T00:59:55Z,3270000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
338,PT09M06.00S,2022-10-22T01:00:05.7Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,59,63,2022-10-22T01:00:12Z,3280000,,,0,,K. Lowry shooting personal FOUL (1 PF) (Tatum 2 FT),"[200768, 1628369]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,202007.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
340,PT09M06.00S,2022-10-22T01:00:34.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,59,64,2022-10-22T01:00:34Z,3300000,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,Made,12.0,,,,,,,,,
341,PT09M06.00S,2022-10-22T01:00:51.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,59,65,2022-10-22T01:00:51Z,3310000,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,Made,13.0,,,,,,,,,
342,PT08M50.00S,2022-10-22T01:01:08.7Z,3,REGULAR,2pt,Jump Shot,[],202710,92.9862023653088,68.87254901960785,1610612748,61,65,2022-10-22T01:01:16Z,3320000,94.0,13.0,1,right,J. Butler 9' pullup Jump Shot (8 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,9.53,Made,8.0,,,,,,,,,
343,PT08M36.00S,2022-10-22T01:01:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.915243101182654,53.18627450980392,1610612738,61,67,2022-10-22T01:01:27Z,3330000,-16.0,13.0,1,left,J. Tatum Layup (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,2.02,Made,15.0,,,,,,,,,
344,PT08M26.00S,2022-10-22T01:01:37.7Z,3,REGULAR,foul,personal,[],1628401,,,1610612748,61,67,2022-10-22T01:01:51Z,3340000,,,0,,D. White personal FOUL (4 PF),"[1628401, 202710]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,1162.0,4.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
346,PT08M26.00S,2022-10-22T01:01:49.4Z,3,REGULAR,substitution,out,[],1628401,,,1610612748,61,67,2022-10-22T01:01:55Z,3360000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M26.00S,2022-10-22T01:01:49.4Z,3,REGULAR,substitution,in,[],1627763,,,1610612748,61,67,2022-10-22T01:01:55Z,3370000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M15.00S,2022-10-22T01:02:16.7Z,3,REGULAR,2pt,Jump Shot,[],1629639,81.2910643889619,71.32352941176471,1610612748,61,67,2022-10-22T01:02:27Z,3380000,107.0,123.0,1,right,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,,,,16.31,Missed,,,,,,,,,,
