actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
257,PT02M39.00S,2022-11-03T00:27:04.7Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,51,48,2022-11-03T00:27:08Z,2550000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
258,PT02M30.00S,2022-11-03T00:27:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.959921156373195,39.950980392156865,1610612748,51,48,2022-11-03T00:27:22Z,2560000,50.0,69.0,1,left,MISS B. Adebayo 8' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,8.56,Missed,,,,,,,,,,,,,,,,,,
259,PT02M28.00S,2022-11-03T00:27:16.7Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,51,48,2022-11-03T00:27:22Z,2570000,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Right,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,,
260,PT02M21.00S,2022-11-03T00:27:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.51182654402102,46.07843137254902,1610612758,51,50,2022-11-03T00:27:29Z,2580000,-20.0,8.0,1,right,D. Sabonis cutting Layup (10 PTS) (K. Murray 2 AST),"[1627734, 1631099]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,10.0,K. Murray,1631099.0,2.0,,,,,,,,,,
262,PT02M21.00S,2022-11-03T00:27:27.4Z,2,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612758,51,50,2022-11-03T00:27:37Z,2600000,,,0,,C. Martin shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1628997, 1627734]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1193.0,,,,1.0,0.0,Sabonis,1627734.0,,
264,PT02M21.00S,2022-11-03T00:27:55.4Z,2,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,51,50,2022-11-03T00:28:20Z,2620000,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT02M20.00S,2022-11-03T00:27:56.4Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,51,50,2022-11-03T00:28:20Z,2630000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,,
266,PT02M02.00S,2022-11-03T00:28:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.178055190538765,44.85294117647059,1610612748,53,50,2022-11-03T00:28:18Z,2640000,26.0,15.0,1,left,C. Martin cutting Layup (4 PTS) (B. Adebayo 1 AST),"[1628997, 1628389]",1610612748.0,MIA,cutting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
268,PT01M48.00S,2022-11-03T00:28:30.9Z,2,REGULAR,foul,personal,[],1628389,,,1610612758,53,50,2022-11-03T00:28:42Z,2660000,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1193.0,,,,2.0,0.0,Mitchell,1630558.0,,
270,PT01M43.00S,2022-11-03T00:28:51.8Z,2,REGULAR,3pt,Jump Shot,[],1631099,70.38436268068331,18.137254901960784,1610612758,53,50,2022-11-03T00:28:58Z,2680000,-159.0,226.0,1,right,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,27.64,Missed,,,,,,,,,,,,,,,,,,
271,PT01M41.00S,2022-11-03T00:28:53.8Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,53,50,2022-11-03T00:28:58Z,2690000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,270.0,3.0,3.0,0.0,,,,,,,,,,,,,,
272,PT01M30.00S,2022-11-03T00:29:05.5Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,53,50,2022-11-03T00:29:09Z,2700000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1627734]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,
273,PT01M30.00S,2022-11-03T00:29:05.5Z,2,REGULAR,steal,,[],1627734,,,1610612758,53,50,2022-11-03T00:29:07Z,2710000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
274,PT01M22.00S,2022-11-03T00:29:12.7Z,2,REGULAR,turnover,bad pass,[],1631099,,,1610612758,53,50,2022-11-03T00:29:17Z,2720000,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1628997]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Martin,1628997.0,,,,,,
275,PT01M22.00S,2022-11-03T00:29:12.7Z,2,REGULAR,steal,,[],1628997,,,1610612748,53,50,2022-11-03T00:29:14Z,2730000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
276,PT01M10.00S,2022-11-03T00:29:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,6.915243101182654,56.127450980392155,1610612748,53,50,2022-11-03T00:29:33Z,2740000,-31.0,13.0,1,left,MISS T. Herro driving reverse Layup - blocked,"[1629639, 1631099]",1610612748.0,MIA,driving reverse,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,Murray,1631099.0
277,PT01M10.00S,2022-11-03T00:29:24.5Z,2,REGULAR,block,,[],1631099,,,1610612748,53,50,2022-11-03T00:33:16Z,2750000,,,0,,K. Murray BLOCK (2 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
278,PT01M08.00S,2022-11-03T00:29:26.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,53,50,2022-11-03T00:29:33Z,2760000,,,0,,D. Sabonis REBOUND (Off:0 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,276.0,7.0,7.0,0.0,,,,,,,,,,,,,,
279,PT00M59.40S,2022-11-03T00:29:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628989,70.90998685939553,75.24509803921569,1610612758,53,50,2022-11-03T00:29:43Z,2770000,126.0,221.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
280,PT00M57.30S,2022-11-03T00:29:37.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,53,50,2022-11-03T00:29:43Z,2780000,,,0,,D. Robinson REBOUND (Off:0 Def:5),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,279.0,5.0,5.0,0.0,,,,,,,,,,,,,,
281,PT00M43.80S,2022-11-03T00:29:56.6Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,53,50,2022-11-03T00:30:17Z,2790000,,,0,,B. Adebayo charge offensive FOUL (3 PF),"[1628389, 1631099]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,,,,3.0,0.0,Murray,1631099.0,,
283,PT00M43.80S,2022-11-03T00:29:56.6Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,53,50,2022-11-03T00:29:56Z,2810000,,,0,,B. Adebayo offensive foul TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,3.0,,,,,,,,
284,PT00M43.80S,2022-11-03T00:30:02.1Z,2,REGULAR,substitution,out,[],1628389,,,1610612758,53,50,2022-11-03T00:30:11Z,2820000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT00M43.80S,2022-11-03T00:30:02.1Z,2,REGULAR,substitution,in,[],203473,,,1610612758,53,50,2022-11-03T00:30:11Z,2830000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M35.90S,2022-11-03T00:30:33.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612758,53,50,2022-11-03T00:32:58Z,2840000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Sabonis 2 FT),"[203473, 1627734]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2715.0,,,,2.0,0.0,Sabonis,1627734.0,,
289,PT00M35.90S,2022-11-03T00:30:51.3Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612758,53,50,2022-11-03T00:32:52Z,2870000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M35.90S,2022-11-03T00:32:59.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612758,53,51,2022-11-03T00:32:59Z,2900000,,,0,,D. Sabonis Free Throw 1 of 2 (11 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
293,PT00M35.90S,2022-11-03T00:32:59.8Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,53,51,2022-11-03T00:33:04Z,2910000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M35.90S,2022-11-03T00:32:59.8Z,2,REGULAR,substitution,in,[],1629056,,,1610612758,53,51,2022-11-03T00:33:04Z,2920000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT00M35.90S,2022-11-03T00:32:59.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612758,53,51,2022-11-03T00:33:29Z,2930000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
296,PT00M33.80S,2022-11-03T00:33:01.3Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,53,51,2022-11-03T00:33:29Z,2940000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,295.0,6.0,5.0,1.0,,,,,,,,,,,,,,
297,PT00M10.20S,2022-11-03T00:33:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,7.046649145860711,61.51960784313726,1610612748,53,51,2022-11-03T00:33:53Z,2950000,-58.0,14.0,1,left,MISS D. Dedmon turnaround fadeaway Shot,[203473],1610612748.0,MIA,turnaround fadeaway,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,,
298,PT00M07.60S,2022-11-03T00:33:49.9Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,53,51,2022-11-03T00:33:49Z,2960000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,297.0,1.0,1.0,0.0,,,,,,,,,,,,,,
299,PT00M00.50S,2022-11-03T00:33:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,87.72996057818659,41.911764705882355,1610612758,53,51,2022-11-03T00:34:24Z,2970000,-40.0,63.0,1,right,MISS D. Sabonis 7' alley-oop Layup,[1627734],1610612758.0,SAC,alley-oop,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
300,PT00M00.10S,2022-11-03T00:34:00.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,53,51,2022-11-03T00:34:24Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,299.0,,,,,,,,,,,,,,,,,
301,PT00M00.00S,2022-11-03T00:34:04.3Z,2,REGULAR,period,end,[],0,,,1610612758,53,51,2022-11-03T00:34:04Z,2990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2022-11-03T00:47:21.0Z,3,REGULAR,substitution,out,['startperiod'],203473,,,1610612758,53,51,2022-11-03T00:49:06Z,3000000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2022-11-03T00:47:21.0Z,3,REGULAR,substitution,out,['startperiod'],1629130,,,1610612758,53,51,2022-11-03T00:49:06Z,3010000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-11-03T00:47:21.0Z,3,REGULAR,substitution,out,['startperiod'],1629056,,,1610612758,53,51,2022-11-03T00:49:06Z,3020000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-11-03T00:47:21.0Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612758,53,51,2022-11-03T00:49:06Z,3030000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-11-03T00:47:21.0Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612758,53,51,2022-11-03T00:49:06Z,3040000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-11-03T00:47:21.0Z,3,REGULAR,substitution,in,['startperiod'],1631099,,,1610612758,53,51,2022-11-03T00:49:06Z,3050000,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-11-03T00:49:15.8Z,3,REGULAR,period,start,[],0,,,1610612758,53,51,2022-11-03T00:49:15Z,3060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT11M42.00S,2022-11-03T00:49:32.9Z,3,REGULAR,3pt,Jump Shot,[],1628989,5.995400788436268,96.32352941176471,1610612758,53,51,2022-11-03T00:49:38Z,3070000,-232.0,4.0,1,left,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
310,PT11M38.00S,2022-11-03T00:49:36.9Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,53,51,2022-11-03T00:49:38Z,3080000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,309.0,4.0,4.0,0.0,,,,,,,,,,,,,,
311,PT11M24.00S,2022-11-03T00:49:50.5Z,3,REGULAR,3pt,Jump Shot,[],1629622,94.82588699080158,95.83333333333334,1610612748,56,51,2022-11-03T00:49:56Z,3090000,229.0,-4.0,1,right,M. Strus 3PT  (3 PTS) (B. Adebayo 2 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,22.92,Made,,,,,3.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,
313,PT11M12.00S,2022-11-03T00:50:02.1Z,3,REGULAR,3pt,Jump Shot,[],1631099,5.781865965834428,2.228860294117647,1610612758,56,54,2022-11-03T00:50:21Z,3110000,239.0,2.0,1,left,K. Murray 3PT  (7 PTS) (D. Mitchell 4 AST),"[1631099, 1630558]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.89,Made,,,,,7.0,D. Mitchell,1630558.0,4.0,,,,,,,,,,
315,PT10M47.00S,2022-11-03T00:50:27.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628997,89.17542706964521,43.627450980392155,1610612748,56,54,2022-11-03T00:50:35Z,3130000,-32.0,49.0,1,right,MISS C. Martin turnaround Shot,[1628997],1610612748.0,MIA,turnaround,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,,
316,PT10M45.00S,2022-11-03T00:50:29.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,56,54,2022-11-03T00:50:35Z,3140000,,,0,,D. Sabonis REBOUND (Off:0 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,315.0,8.0,8.0,0.0,,,,,,,,,,,,,,
317,PT10M36.00S,2022-11-03T00:50:38.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,9.067017082785808,37.12086397058824,1610612758,56,54,2022-11-03T00:50:56Z,3150000,64.0,33.0,1,left,MISS K. Huerter 7' driving floating bank Shot,[1628989],1610612758.0,SAC,driving floating bank,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
318,PT10M36.00S,2022-11-03T00:50:38.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,56,54,2022-11-03T00:50:56Z,3160000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,317.0,,,,,,,,,,,,,,,,,
320,PT10M32.00S,2022-11-03T00:51:03.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628989,5.338370565045992,73.77450980392157,1610612758,56,56,2022-11-03T00:51:14Z,3180000,-119.0,-2.0,1,left,K. Huerter 11' Jump Shot (15 PTS) (D. Sabonis 4 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,11.89,Made,,,,,15.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,
322,PT10M21.00S,2022-11-03T00:51:18.9Z,3,REGULAR,foul,personal,[],1628989,,,1610612748,56,56,2022-11-03T00:51:33Z,3200000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1629622]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1193.0,,,,2.0,0.0,Strus,1629622.0,,
324,PT10M08.00S,2022-11-03T00:51:50.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.7365308804205,37.745098039215684,1610612748,58,56,2022-11-03T00:51:54Z,3220000,-61.0,110.0,1,right,B. Adebayo 12' Jump Shot (10 PTS) (M. Strus 4 AST),"[1628389, 1629622]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.58,Made,,,,,10.0,M. Strus,1629622.0,4.0,,,,,,,,,,
326,PT10M00.00S,2022-11-03T00:52:01.3Z,3,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612758,58,56,2022-11-03T00:52:07Z,3240000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (1 TO),[1630558],1610612758.0,SAC,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2715.0,1.0,,,,,,,,
327,PT09M52.00S,2022-11-03T00:52:13.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,92.32917214191852,32.84313725490196,1610612748,60,56,2022-11-03T00:52:17Z,3250000,-86.0,20.0,1,right,B. Adebayo 8' pullup Jump Shot (12 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,8.8,Made,,,,,12.0,,,,,,,,,,,,,
328,PT09M30.00S,2022-11-03T00:52:36.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,17.16491458607096,42.40196078431372,1610612758,60,56,2022-11-03T00:52:42Z,3260000,38.0,109.0,1,left,MISS H. Barnes 11' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.53,Missed,,,,,,,,,,,,,,,,,,
329,PT09M27.00S,2022-11-03T00:52:39.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,60,56,2022-11-03T00:52:42Z,3270000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,328.0,6.0,6.0,0.0,,,,,,,,,,,,,,
330,PT09M21.00S,2022-11-03T00:52:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200768,92.32917214191852,46.81372549019608,1610612748,62,56,2022-11-03T00:52:51Z,3280000,-16.0,20.0,1,right,K. Lowry driving Layup (19 PTS) (B. Adebayo 3 AST),"[200768, 1628389]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,19.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,
332,PT09M19.00S,2022-11-03T00:52:49.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,62,56,2022-11-03T00:52:50Z,3300000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT09M02.00S,2022-11-03T00:56:02.1Z,3,REGULAR,3pt,Jump Shot,[],203084,6.258212877792378,95.83333333333334,1610612758,62,56,2022-11-03T00:56:08Z,3310000,-229.0,6.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
334,PT08M59.00S,2022-11-03T00:56:05.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,62,56,2022-11-03T00:56:08Z,3320000,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,333.0,7.0,7.0,0.0,,,,,,,,,,,,,,
335,PT08M49.00S,2022-11-03T00:56:14.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.32917214191852,45.34313725490196,1610612748,62,56,2022-11-03T00:56:20Z,3330000,-23.0,20.0,1,right,MISS B. Adebayo alley-oop Layup,[1628389],1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
336,PT08M46.00S,2022-11-03T00:56:17.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,62,56,2022-11-03T00:56:20Z,3340000,,,0,,D. Sabonis REBOUND (Off:0 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,335.0,9.0,9.0,0.0,,,,,,,,,,,,,,
337,PT08M43.00S,2022-11-03T00:56:20.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,22.552562417871222,89.2156862745098,1610612758,62,56,2022-11-03T00:56:26Z,3350000,-196.0,159.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
338,PT08M40.00S,2022-11-03T00:56:23.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,62,56,2022-11-03T00:56:26Z,3360000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,337.0,5.0,5.0,0.0,,,,,,,,,,,,,,
339,PT08M23.00S,2022-11-03T00:56:40.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629639,90.22667542706965,43.13725490196079,1610612748,62,56,2022-11-03T00:56:46Z,3370000,-34.0,39.0,1,right,MISS T. Herro bank Hook,[1629639],1610612748.0,MIA,bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
340,PT08M22.00S,2022-11-03T00:56:41.5Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,62,56,2022-11-03T00:56:46Z,3380000,,,0,,D. Sabonis REBOUND (Off:0 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,339.0,10.0,10.0,0.0,,,,,,,,,,,,,,
341,PT08M17.00S,2022-11-03T00:56:48.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,10.200394218134035,54.65686274509803,1610612758,62,56,2022-11-03T00:56:54Z,3390000,-23.0,43.0,1,left,MISS D. Sabonis cutting Layup - blocked,"[1627734, 1629639]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,Herro,1629639.0
342,PT08M17.00S,2022-11-03T00:56:48.4Z,3,REGULAR,block,,[],1629639,,,1610612758,62,56,2022-11-03T00:56:50Z,3400000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
