actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
250,PT04M47.00S,2023-01-22T21:24:46.9Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,31,45,2023-01-22T21:24:52Z,2460000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M44.00S,2023-01-22T21:25:18.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203468,24.52365308804205,15.686274509803921,1610612740,31,45,2023-01-22T21:25:25Z,2480000,False,172.0,178.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,24.72,Missed,,,,,,,,,,,,,,,
252,PT04M41.00S,2023-01-22T21:25:21.0Z,2,REGULAR,rebound,defensive,[],1631115,,,1610612748,31,45,2023-01-22T21:25:25Z,2490000,False,,,0,,O. Robinson REBOUND (Off:0 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,,
254,PT04M37.00S,2023-01-22T21:25:35.3Z,2,REGULAR,foul,personal,[],1630631,,,1610612748,31,45,2023-01-22T21:25:43Z,2510000,False,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 200768]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Lowry,200768.0
256,PT04M27.00S,2023-01-22T21:25:54.5Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,31,45,2023-01-22T21:26:01Z,2530000,False,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (3 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,3.0,,,,,,,,,,,,,,,1662.0,,,,
257,PT04M08.00S,2023-01-22T21:26:14.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,23.73521681997372,88.97058823529412,1610612740,31,45,2023-01-22T21:26:19Z,2540000,False,-195.0,171.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,25.9,Missed,,,,,,,,,,,,,,,
258,PT04M05.00S,2023-01-22T21:26:17.3Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,31,45,2023-01-22T21:26:19Z,2550000,False,,,0,,T. Herro REBOUND (Off:1 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,,257.0,4.0,3.0,1.0,,,,,,,,,,
259,PT03M57.00S,2023-01-22T21:26:25.5Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,31,45,2023-01-22T21:26:30Z,2560000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1630529]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
260,PT03M57.00S,2023-01-22T21:26:25.5Z,2,REGULAR,steal,,[],1630529,,,1610612740,31,45,2023-01-22T21:26:27Z,2570000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
261,PT03M52.00S,2023-01-22T21:26:29.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,6.915243101182654,49.26470588235294,1610612740,31,47,2023-01-22T21:26:36Z,2580000,False,4.0,13.0,1,left,T. Murphy III running DUNK (14 PTS) (C. McCollum 3 AST),"[1630530, 203468]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,1.3,Made,14.0,,,,,C. McCollum,203468.0,3.0,,,,,,,
263,PT03M25.00S,2023-01-22T21:27:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631115,86.81011826544021,52.20588235294118,1610612748,31,47,2023-01-22T21:31:45Z,2600000,False,11.0,71.0,1,right,MISS O. Robinson 7' Layup - blocked,"[1631115, 1626204]",1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.23,Missed,,,,,,,,,Nance Jr.,1626204.0,,,,,
264,PT03M25.00S,2023-01-22T21:27:01.0Z,2,REGULAR,block,,[],1626204,,,1610612748,31,47,2023-01-22T21:27:21Z,2610000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
265,PT03M25.00S,2023-01-22T21:27:01.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,31,47,2023-01-22T21:27:06Z,2620000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,263.0,,,,,,,,,,,,,
266,PT03M25.00S,2023-01-22T21:27:05.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,31,47,2023-01-22T21:27:13Z,2630000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1662.0,,,,
267,PT03M02.00S,2023-01-22T21:27:36.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,16.376478318002626,95.83333333333334,1610612740,31,47,2023-01-22T21:27:44Z,2640000,False,-229.0,101.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,25.06,Missed,,,,,,,,,,,,,,,
268,PT03M01.00S,2023-01-22T21:27:41.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,31,47,2023-01-22T21:27:41Z,2650000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,267.0,,,,,,,,,,,,,
270,PT02M41.00S,2023-01-22T21:28:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,82.21090670170827,63.725490196078425,1610612748,31,47,2023-01-22T21:28:14Z,2670000,False,69.0,115.0,1,right,MISS T. Herro 13' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,,,,13.36,Missed,,,,,,,,,,,,,,,
271,PT02M39.00S,2023-01-22T21:28:12.4Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,31,47,2023-01-22T21:28:14Z,2680000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,270.0,1.0,1.0,0.0,,,,,,,,,,
272,PT02M37.00S,2023-01-22T21:28:20.9Z,2,REGULAR,foul,offensive,[],1626204,,,1610612740,31,47,2023-01-22T21:28:36Z,2690000,False,,,0,,L. Nance Jr. charge offensive FOUL (2 PF),"[1626204, 200768]",1610612740.0,NOP,charge,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Lowry,200768.0
274,PT02M37.00S,2023-01-22T21:28:20.9Z,2,REGULAR,turnover,offensive foul,[],1626204,,,1610612740,31,47,2023-01-22T21:28:20Z,2710000,False,,,0,,L. Nance Jr. offensive foul TURNOVER (1 TO),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1662.0,,,,
275,PT02M37.00S,2023-01-22T21:28:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,31,47,2023-01-22T21:28:28Z,2720000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M22.00S,2023-01-22T21:31:28.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,93.11760840998686,48.28431372549019,1610612748,31,47,2023-01-22T21:31:33Z,2750000,False,-9.0,12.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.49,Missed,,,,,,,,,,,,,,,
279,PT02M20.00S,2023-01-22T21:31:30.0Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,31,47,2023-01-22T21:31:33Z,2760000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,
280,PT02M04.00S,2023-01-22T21:31:46.1Z,2,REGULAR,3pt,Jump Shot,[],1630530,23.99802890932983,11.76470588235294,1610612740,31,47,2023-01-22T21:32:00Z,2770000,False,191.0,173.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,25.79,Missed,,,,,,,,,,,,,,,
281,PT01M53.00S,2023-01-22T21:31:57.1Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,31,47,2023-01-22T21:32:00Z,2780000,False,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Right Center,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,
282,PT01M51.00S,2023-01-22T21:31:59.8Z,2,REGULAR,3pt,Jump Shot,[],1629639,76.16622864651774,10.049019607843137,1610612748,31,47,2023-01-22T21:32:12Z,2790000,False,-200.0,172.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,26.33,Missed,,,,,,,,,,,,,,,
283,PT01M47.00S,2023-01-22T21:32:03.0Z,2,REGULAR,rebound,offensive,[],1631115,,,1610612748,31,47,2023-01-22T21:32:03Z,2800000,False,,,0,,O. Robinson REBOUND (Off:1 Def:1),[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,282.0,2.0,1.0,1.0,,,,,,,,,,
284,PT01M43.00S,2023-01-22T21:32:07.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,73.80091984231275,14.460784313725492,1610612748,34,47,2023-01-22T21:32:15Z,2810000,False,-178.0,194.0,1,right,T. Herro 26' 3PT  (13 PTS) (O. Robinson 1 AST),"[1629639, 1631115]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,26.29,Made,13.0,,,,,O. Robinson,1631115.0,1.0,,,,,,,
286,PT01M24.00S,2023-01-22T21:32:25.2Z,2,REGULAR,turnover,bad pass,[],1630529,,,1610612740,34,47,2023-01-22T21:32:30Z,2830000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 200768]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,1.0,Lowry,200768.0,,,,,,,,,,,,,,,,,
287,PT01M24.00S,2023-01-22T21:32:25.2Z,2,REGULAR,steal,,[],200768,,,1610612748,34,47,2023-01-22T21:32:27Z,2840000,False,,,0,,K. Lowry STEAL (3 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
288,PT01M20.00S,2023-01-22T21:32:30.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203506,93.51182654402102,50.245098039215684,1610612748,36,47,2023-01-22T21:38:14Z,2850000,False,1.0,8.0,1,right,V. Oladipo running Layup (4 PTS),[203506],1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,Restricted Area,0-8 Center,,,,0.86,Made,4.0,,,,,,,,,,,,,,
289,PT01M05.00S,2023-01-22T21:32:45.3Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,36,47,2023-01-22T21:32:50Z,2860000,False,,,0,,C. McCollum bad pass TURNOVER (3 TO),"[203468, 202710]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,3.0,Butler,202710.0,,,,,,,,,,,,,,,,,
290,PT01M05.00S,2023-01-22T21:32:45.3Z,2,REGULAR,steal,,[],202710,,,1610612748,36,47,2023-01-22T21:32:47Z,2870000,False,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
291,PT01M03.00S,2023-01-22T21:32:50.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,93.24901445466492,52.94117647058824,1610612748,38,47,2023-01-22T21:38:35Z,2880000,False,15.0,11.0,1,right,J. Butler running Layup (4 PTS) (V. Oladipo 2 AST),"[202710, 203506]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,1.84,Made,4.0,,,,,V. Oladipo,203506.0,2.0,,,,,,,
292,PT01M03.00S,2023-01-22T21:32:54.8Z,2,REGULAR,foul,personal,['1freethrow'],1630530,,,1610612748,38,47,2023-01-22T21:33:05Z,2890000,False,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Butler 1 FT),"[1630530, 202710]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Butler,202710.0
312,PT01M03.00S,2023-01-22T21:33:18.6Z,2,REGULAR,substitution,out,[],1630631,,,1610612748,38,47,2023-01-22T21:38:45Z,2905000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M03.00S,2023-01-22T21:33:18.6Z,2,REGULAR,substitution,out,[],1626204,,,1610612748,38,47,2023-01-22T21:38:45Z,2907500,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M03.00S,2023-01-22T21:33:18.6Z,2,REGULAR,substitution,in,[],1630700,,,1610612748,38,47,2023-01-22T21:38:45Z,2908750,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M03.00S,2023-01-22T21:33:18.6Z,2,REGULAR,substitution,in,[],202685,,,1610612748,38,47,2023-01-22T21:38:45Z,2909375,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M03.00S,2023-01-22T21:33:18.6Z,2,REGULAR,substitution,out,[],1631115,,,1610612748,38,47,2023-01-22T21:39:12Z,2909687,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M03.00S,2023-01-22T21:33:18.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,38,47,2023-01-22T21:39:12Z,2909843,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M03.00S,2023-01-22T21:33:42.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",202710,,,1610612748,39,47,2023-01-22T21:33:42Z,2910000,False,,,0,,J. Butler Free Throw 1 of 1 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
296,PT00M52.80S,2023-01-22T21:33:46.8Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612740,39,47,2023-01-22T21:33:51Z,2920000,False,,,0,,C. McCollum lost ball TURNOVER (4 TO),"[203468, 203506]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,4.0,Oladipo,203506.0,,,,,,,,,,,,,,,,,
297,PT00M52.80S,2023-01-22T21:33:46.8Z,2,REGULAR,steal,,[],203506,,,1610612748,39,47,2023-01-22T21:33:49Z,2930000,False,,,0,,V. Oladipo STEAL (2 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
298,PT00M46.50S,2023-01-22T21:33:54.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,92.59198423127464,51.9607843137255,1610612748,41,47,2023-01-22T21:39:57Z,2940000,False,10.0,17.0,1,right,T. Herro running DUNK (15 PTS) (V. Oladipo 3 AST),"[1629639, 203506]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,1.97,Made,15.0,,,,,V. Oladipo,203506.0,3.0,,,,,,,
300,PT00M32.10S,2023-01-22T21:34:12.8Z,2,REGULAR,turnover,traveling,[],1630700,,,1610612740,41,47,2023-01-22T21:34:22Z,2960000,False,,,0,,D. Daniels traveling TURNOVER (2 TO),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,1662.0,,,,
301,PT00M21.20S,2023-01-22T21:34:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628389,92.06636005256242,54.166666666666664,1610612748,41,47,2023-01-22T21:34:33Z,2970000,False,21.0,22.0,1,right,MISS B. Adebayo Layup - blocked,"[1628389, 1630529]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,3.03,Missed,,,,,,,,,Jones,1630529.0,,,,,
302,PT00M21.20S,2023-01-22T21:34:26.6Z,2,REGULAR,block,,[],1630529,,,1610612748,41,47,2023-01-22T21:34:30Z,2980000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
303,PT00M15.80S,2023-01-22T21:34:32.0Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,41,47,2023-01-22T21:34:32Z,2990000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,301.0,5.0,4.0,1.0,,,,,,,,,,
304,PT00M14.10S,2023-01-22T21:34:33.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629639,94.56307490144546,4.6568627450980395,1610612748,41,47,2023-01-22T21:34:39Z,3000000,False,-227.0,-1.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,22.67,Missed,,,,,,,,,,,,,,,
305,PT00M10.80S,2023-01-22T21:34:37.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,41,47,2023-01-22T21:34:37Z,3010000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,,,,,304.0,7.0,7.0,0.0,,,,,,,,,,
309,PT00M00.00S,2023-01-22T21:36:47.9Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612740,41,47,2023-01-22T21:37:02Z,3050000,False,,,0,,C. McCollum lost ball TURNOVER (5 TO),"[203468, 202710]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,5.0,Butler,202710.0,,,,,,,,,,,,,,,,,
310,PT00M00.00S,2023-01-22T21:36:47.9Z,2,REGULAR,steal,,[],202710,,,1610612748,41,47,2023-01-22T21:36:53Z,3060000,False,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
311,PT00M00.00S,2023-01-22T21:37:06.5Z,2,REGULAR,period,end,[],0,,,1610612748,41,47,2023-01-22T21:37:06Z,3070000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-01-22T21:39:23.5Z,3,REGULAR,substitution,out,['startperiod'],203506,,,1610612748,41,47,2023-01-22T21:50:49Z,3080000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-01-22T21:39:23.5Z,3,REGULAR,substitution,in,['startperiod'],1628997,,,1610612748,41,47,2023-01-22T21:50:49Z,3090000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-01-22T21:50:50.4Z,3,REGULAR,period,start,[],0,,,1610612740,41,47,2023-01-22T21:50:50Z,3100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M44.00S,2023-01-22T21:51:06.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,93.38042049934296,45.588235294117645,1610612740,41,49,2023-01-22T21:51:12Z,3110000,False,-22.0,10.0,1,right,J. Valanciunas Hook (10 PTS) (H. Jones 2 AST),"[202685, 1630529]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,2.41,Made,10.0,,,,,H. Jones,1630529.0,2.0,,,,,,,
323,PT11M27.00S,2023-01-22T21:51:22.2Z,3,REGULAR,turnover,bad pass,[],1629639,,,1610612748,41,49,2023-01-22T21:51:27Z,3130000,False,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1630530]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,2.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,
324,PT11M27.00S,2023-01-22T21:51:22.2Z,3,REGULAR,steal,,[],1630530,,,1610612740,41,49,2023-01-22T21:51:24Z,3140000,False,,,0,,T. Murphy III STEAL (3 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
325,PT11M09.00S,2023-01-22T21:51:41.2Z,3,REGULAR,turnover,lost ball,[],202685,,,1610612740,41,49,2023-01-22T21:51:46Z,3150000,False,,,0,,J. Valanciunas lost ball TURNOVER (2 TO),"[202685, 202710]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right,2.0,Butler,202710.0,,,,,,,,,,,,,,,,,
326,PT11M09.00S,2023-01-22T21:51:41.2Z,3,REGULAR,steal,,[],202710,,,1610612748,41,49,2023-01-22T21:51:43Z,3160000,False,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
327,PT11M00.00S,2023-01-22T21:51:50.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,28.86005256241787,21.323529411764707,1610612748,41,49,2023-01-22T21:52:39Z,3170000,False,143.0,219.0,1,left,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,26.16,Missed,,,,,,,,,,,,,,,
328,PT10M55.00S,2023-01-22T21:51:55.0Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,41,49,2023-01-22T21:51:56Z,3180000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:8),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,327.0,8.0,8.0,0.0,,,,,,,,,,
329,PT10M43.00S,2023-01-22T21:52:10.2Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612740,41,49,2023-01-22T21:52:17Z,3190000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (McCollum 2 FT),"[1628389, 203468]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1662.0,1.0,0.0,McCollum,203468.0
331,PT10M43.00S,2023-01-22T21:52:43.4Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,41,50,2023-01-22T21:52:43Z,3210000,False,,,0,,C. McCollum Free Throw 1 of 2 (10 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
332,PT10M43.00S,2023-01-22T21:53:07.4Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,41,50,2023-01-22T21:53:07Z,3220000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
333,PT10M41.00S,2023-01-22T21:53:08.3Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,41,50,2023-01-22T21:53:08Z,3230000,False,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,332.0,5.0,4.0,1.0,,,,,,,,,,
334,PT10M21.00S,2023-01-22T21:53:29.0Z,3,REGULAR,3pt,Jump Shot,[],200768,26.231931668856767,84.55882352941177,1610612748,41,50,2023-01-22T21:53:38Z,3240000,False,-173.0,194.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,25.99,Missed,,,,,,,,,,,,,,,
335,PT10M17.00S,2023-01-22T21:53:31.7Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,41,50,2023-01-22T21:53:31Z,3250000,False,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,334.0,3.0,2.0,1.0,,,,,,,,,,
336,PT10M16.00S,2023-01-22T21:53:34.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],200768,9.937582128777924,96.56862745098039,1610612748,44,50,2023-01-22T21:53:40Z,3260000,False,-233.0,41.0,1,left,K. Lowry 3PT  (8 PTS) (T. Herro 3 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,,23.64,Made,8.0,,,,,T. Herro,1629639.0,3.0,,,,,,,
