actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
249,PT05M32.00S,2022-10-25T00:24:05.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,34,40,2022-10-25T00:24:13Z,2440000,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,248.0,5.0,5.0,0.0,,,,,,,,,
250,PT05M27.00S,2022-10-25T00:24:09.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,70.12155059132719,71.81372549019608,1610612761,34,43,2022-10-25T00:24:25Z,2450000,109.0,228.0,1,right,F. VanVleet 25' 3PT  (13 PTS) (G. Trent Jr. 1 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,25.31,Made,13.0,,,,,,,,,,G. Trent Jr.,1629018.0,1.0,,
252,PT05M07.00S,2022-10-25T00:24:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,10.726018396846255,59.31372549019608,1610612748,34,43,2022-10-25T00:24:35Z,2470000,-47.0,48.0,1,left,MISS T. Herro 6' driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,6.71,Missed,,,,,,,,,,,,,,,
253,PT05M05.00S,2022-10-25T00:24:32.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,34,43,2022-10-25T00:24:35Z,2480000,,,0,,P. Siakam REBOUND (Off:0 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,252.0,6.0,6.0,0.0,,,,,,,,,
254,PT05M03.00S,2022-10-25T00:24:35.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629018,92.06636005256242,52.69607843137255,1610612761,34,45,2022-10-25T00:24:59Z,2490000,13.0,22.0,1,right,G. Trent Jr. running finger roll Layup (9 PTS) (F. VanVleet 4 AST),"[1629018, 1627832]",1610612761.0,TOR,running finger roll,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,2.59,Made,9.0,,,,,,,,,,F. VanVleet,1627832.0,4.0,,
256,PT05M01.00S,2022-10-25T00:24:40.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,34,45,2022-10-25T00:24:40Z,2510000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M01.00S,2022-10-25T00:26:45.8Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,34,45,2022-10-25T00:27:03Z,2520000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M01.00S,2022-10-25T00:26:45.8Z,2,REGULAR,substitution,in,[],1629622,,,1610612748,34,45,2022-10-25T00:27:03Z,2530000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M36.00S,2022-10-25T00:27:52.8Z,2,REGULAR,3pt,Jump Shot,[],200768,5.519053876478318,96.1014093137255,1610612748,37,45,2022-10-25T00:28:10Z,2540000,-231.0,-1.0,1,left,K. Lowry 3PT  (3 PTS) (T. Herro 1 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,,23.05,Made,3.0,,,,,,,,,,T. Herro,1629639.0,1.0,,
261,PT04M15.00S,2022-10-25T00:28:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,87.46714848883047,44.6078431372549,1610612761,37,47,2022-10-25T00:28:20Z,2560000,-27.0,65.0,1,right,K. Birch 7' floating Jump Shot (2 PTS) (F. VanVleet 5 AST),"[203920, 1627832]",1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,In The Paint (Non-RA),0-8 Center,,,,7.07,Made,2.0,,,,,,,,,,F. VanVleet,1627832.0,5.0,,
263,PT03M56.00S,2022-10-25T00:28:32.2Z,2,REGULAR,3pt,Jump Shot,[],1629639,28.42271681997372,81.15042892156863,1610612748,37,47,2022-10-25T00:28:48Z,2580000,-156.0,215.0,1,left,MISS T. Herro 26' 3PT - blocked,"[1629639, 1627783]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,26.53,Missed,,,,,,,,,,,,,,Siakam,1627783.0
264,PT03M56.00S,2022-10-25T00:28:32.2Z,2,REGULAR,block,,[],1627783,,,1610612748,37,47,2022-10-25T00:28:35Z,2590000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
265,PT03M52.00S,2022-10-25T00:28:36.2Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,37,47,2022-10-25T00:28:48Z,2600000,,,0,,K. Birch REBOUND (Off:1 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Above the Break 3,24+ Left Center,,,,,,,,263.0,2.0,1.0,1.0,,,,,,,,,
266,PT03M50.00S,2022-10-25T00:28:42.3Z,2,REGULAR,foul,offensive,[],1628384,,,1610612761,37,47,2022-10-25T00:28:57Z,2610000,,,0,,O. Anunoby charge offensive FOUL (3 PF),"[1628384, 200768]",1610612761.0,TOR,charge,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,,,,,3.0,0.0,Lowry,200768.0,,,,,
268,PT03M50.00S,2022-10-25T00:28:42.3Z,2,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,37,47,2022-10-25T00:28:42Z,2630000,,,0,,O. Anunoby offensive foul TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,1146.0,,,,,,,,,,,,,
269,PT03M50.00S,2022-10-25T00:28:49.1Z,2,REGULAR,substitution,out,[],203473,,,1610612748,37,47,2022-10-25T00:29:07Z,2640000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M50.00S,2022-10-25T00:28:49.1Z,2,REGULAR,substitution,out,[],1628384,,,1610612748,37,47,2022-10-25T00:29:07Z,2650000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M50.00S,2022-10-25T00:28:49.1Z,2,REGULAR,substitution,out,[],1627832,,,1610612748,37,47,2022-10-25T00:29:07Z,2660000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M50.00S,2022-10-25T00:28:49.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,37,47,2022-10-25T00:29:07Z,2670000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M50.00S,2022-10-25T00:28:49.1Z,2,REGULAR,substitution,in,[],1630173,,,1610612748,37,47,2022-10-25T00:29:07Z,2680000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M50.00S,2022-10-25T00:28:49.1Z,2,REGULAR,substitution,in,[],1630625,,,1610612748,37,47,2022-10-25T00:29:07Z,2690000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M33.00S,2022-10-25T00:29:26.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,5.863994743758213,4.166666666666666,1610612748,37,47,2022-10-25T00:29:33Z,2700000,229.0,3.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,,22.92,Missed,,,,,,,,,,,,,,,
276,PT03M28.00S,2022-10-25T00:29:31.4Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,37,47,2022-10-25T00:29:33Z,2710000,,,0,,T. Herro REBOUND (Off:1 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,275.0,5.0,4.0,1.0,,,,,,,,,
277,PT03M20.00S,2022-10-25T00:29:39.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,7.490144546649145,63.99356617647059,1610612748,39,47,2022-10-25T00:30:08Z,2720000,-70.0,18.0,1,left,J. Butler 7' floating Jump Shot (10 PTS) (T. Herro 2 AST),"[202710, 1629639]",1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,7.23,Made,10.0,,,,,,,,,,T. Herro,1629639.0,2.0,,
279,PT03M07.00S,2022-10-25T00:29:52.2Z,2,REGULAR,3pt,Jump Shot,[],1629018,76.03482260183968,88.72549019607843,1610612761,39,47,2022-10-25T00:29:57Z,2740000,194.0,173.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.95,Missed,,,,,,,,,,,,,,,
280,PT03M04.00S,2022-10-25T00:29:55.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,39,47,2022-10-25T00:29:57Z,2750000,,,0,,T. Herro REBOUND (Off:1 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,279.0,6.0,5.0,1.0,,,,,,,,,
281,PT03M03.00S,2022-10-25T00:29:56.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202710,9.149145860709593,51.71568627450981,1610612748,41,47,2022-10-25T00:30:01Z,2760000,-9.0,34.0,1,left,J. Butler running DUNK (12 PTS) (T. Herro 3 AST),"[202710, 1629639]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,3.46,Made,12.0,,,,,,,,,,T. Herro,1629639.0,3.0,,
283,PT02M51.00S,2022-10-25T00:30:14.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,41,47,2022-10-25T00:30:14Z,2780000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M51.00S,2022-10-25T00:31:18.8Z,2,REGULAR,substitution,out,[],203920,,,1610612761,41,47,2022-10-25T00:31:32Z,2790000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M51.00S,2022-10-25T00:31:18.8Z,2,REGULAR,substitution,in,[],1631132,,,1610612761,41,47,2022-10-25T00:31:32Z,2800000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M42.00S,2022-10-25T00:31:51.4Z,2,REGULAR,2pt,Jump Shot,[],1627783,84.97043363994744,23.284313725490197,1610612761,41,47,2022-10-25T00:40:11Z,2810000,-134.0,89.0,1,right,MISS P. Siakam 16' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,16.04,Missed,,,,,,,,,,,,,,,
287,PT02M36.00S,2022-10-25T00:31:57.4Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,41,47,2022-10-25T00:40:11Z,2820000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,286.0,1.0,1.0,0.0,,,,,,,,,
288,PT02M34.00S,2022-10-25T00:31:58.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,28.07161629434954,19.607843137254903,1610612748,41,47,2022-10-25T00:32:21Z,2830000,152.0,211.0,1,left,MISS M. Strus 26' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,26.04,Missed,,,,,,,,,,,,,,,
289,PT02M31.00S,2022-10-25T00:32:02.4Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,41,47,2022-10-25T00:32:02Z,2840000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,288.0,4.0,2.0,2.0,,,,,,,,,
290,PT02M30.00S,2022-10-25T00:32:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,9.280551905387648,52.450980392156865,1610612748,41,47,2022-10-25T00:32:18Z,2850000,-12.0,35.0,1,left,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,3.68,Missed,,,,,,,,,,,,,,,
292,PT02M25.00S,2022-10-25T00:32:08.6Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612761,41,47,2022-10-25T00:32:18Z,2870000,,,0,,D. Banton REBOUND (Off:1 Def:2),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,,,,,290.0,3.0,2.0,1.0,,,,,,,,,
293,PT02M18.00S,2022-10-25T00:32:17.1Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612761,41,47,2022-10-25T00:32:26Z,2880000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Siakam 2 FT),"[200768, 1627783]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Right,,,,,,,1628951.0,,,,,2.0,0.0,Siakam,1627783.0,,,,,
295,PT02M18.00S,2022-10-25T00:32:59.9Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,41,47,2022-10-25T00:38:18Z,2905000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
296,PT02M18.00S,2022-10-25T00:32:59.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,41,47,2022-10-25T00:38:18Z,2912500,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,
299,PT02M18.00S,2022-10-25T00:32:59.9Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,41,48,2022-10-25T00:38:18Z,2916250,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
297,PT02M18.00S,2022-10-25T00:33:00.6Z,2,REGULAR,substitution,out,[],1630625,,,1610612748,41,48,2022-10-25T00:38:18Z,2920000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M18.00S,2022-10-25T00:33:00.6Z,2,REGULAR,substitution,in,[],1627832,,,1610612748,41,48,2022-10-25T00:38:18Z,2930000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M04.00S,2022-10-25T00:33:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,11.383048620236531,53.67647058823529,1610612748,41,48,2022-10-25T00:33:57Z,2935000,-18.0,55.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 1627783]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,5.75,Missed,,,,,,,,,,,,,,Siakam,1627783.0
301,PT02M04.00S,2022-10-25T00:33:35.2Z,2,REGULAR,block,,[],1627783,,,1610612748,41,48,2022-10-25T00:33:38Z,2937500,,,0,,P. Siakam BLOCK (2 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT02M04.00S,2022-10-25T00:33:35.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,41,48,2022-10-25T00:33:57Z,2938750,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,300.0,,,,,,,,,,,,
304,PT01M53.00S,2022-10-25T00:34:08.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],200768,35.03613666228647,49.754901960784316,1610612748,41,48,2022-10-25T00:43:21Z,2990000,1.0,277.0,1,left,MISS K. Lowry 27' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,27.68,Missed,,,,,,,,,,,,,,,
305,PT01M49.00S,2022-10-25T00:34:12.6Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,41,48,2022-10-25T00:34:17Z,3000000,,,0,,P. Siakam REBOUND (Off:0 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,304.0,7.0,7.0,0.0,,,,,,,,,
306,PT01M43.00S,2022-10-25T00:34:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.51182654402102,46.568627450980394,1610612761,41,48,2022-10-25T00:34:26Z,3010000,-17.0,8.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.92,Missed,,,,,,,,,,,,,,,
307,PT01M41.00S,2022-10-25T00:34:19.4Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,41,48,2022-10-25T00:34:19Z,3020000,,,0,,T. Herro REBOUND (Off:1 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,306.0,7.0,6.0,1.0,,,,,,,,,
308,PT01M38.00S,2022-10-25T00:34:23.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628389,7.5722733245729295,53.92156862745098,1610612748,41,48,2022-10-25T00:34:32Z,3030000,-20.0,19.0,1,left,MISS B. Adebayo alley-oop DUNK,[1628389],1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,2.71,Missed,,,,,,,,,,,,,,,
309,PT01M38.00S,2022-10-25T00:34:23.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,41,48,2022-10-25T00:37:56Z,3040000,,,0,,F. VanVleet REBOUND (Off:2 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,308.0,3.0,1.0,2.0,,,,,,,,,
310,PT01M29.00S,2022-10-25T00:34:34.3Z,2,REGULAR,3pt,Jump Shot,[],1629018,70.90998685939553,17.15686274509804,1610612761,41,48,2022-10-25T00:54:59Z,3050000,-164.0,221.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,27.52,Missed,,,,,,,,,,,,,,,
311,PT01M26.00S,2022-10-25T00:34:37.3Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,41,48,2022-10-25T00:55:01Z,3060000,,,0,,P. Achiuwa REBOUND (Off:3 Def:7),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,310.0,10.0,7.0,3.0,,,,,,,,,
329,PT01M25.00S,2022-10-25T00:34:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,91.01511169513797,48.77450980392157,1610612761,41,48,2022-10-25T00:55:41Z,3065000,-6.0,32.0,1,right,MISS P. Achiuwa tip Layup,[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,3.26,Missed,,,,,,,,,,,,,,,
330,PT01M24.00S,2022-10-25T00:34:37.1Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,41,48,2022-10-25T00:55:41Z,3067500,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,329.0,3.0,3.0,0.0,,,,,,,,,
312,PT01M16.00S,2022-10-25T00:34:45.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200768,19.66162943495401,5.147058823529411,1610612748,41,48,2022-10-25T00:35:03Z,3070000,224.0,132.0,1,left,MISS K. Lowry 26' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,26.04,Missed,,,,,,,,,,,,,,,
313,PT01M16.00S,2022-10-25T00:34:45.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,41,48,2022-10-25T00:35:03Z,3080000,,,0,,P. Achiuwa REBOUND (Off:3 Def:8),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,312.0,11.0,8.0,3.0,,,,,,,,,
314,PT00M58.40S,2022-10-25T00:35:03.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,67.7562417871222,67.15686274509804,1610612761,41,48,2022-10-25T00:35:14Z,3090000,86.0,251.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,26.49,Missed,,,,,,,,,,,,,,,
315,PT00M54.70S,2022-10-25T00:35:07.4Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,41,48,2022-10-25T00:35:14Z,3100000,,,0,,T. Herro REBOUND (Off:1 Def:7),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,314.0,8.0,7.0,1.0,,,,,,,,,
316,PT00M47.60S,2022-10-25T00:35:15.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612748,41,48,2022-10-25T00:35:26Z,3110000,,,0,,C. Koloko personal FOUL (2 PF) (Lowry 2 FT),"[1631132, 200768]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,,,,,1146.0,,,,,2.0,1.0,Lowry,200768.0,,,,,
318,PT00M47.60S,2022-10-25T00:35:49.5Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,42,48,2022-10-25T00:35:49Z,3130000,,,0,,K. Lowry Free Throw 1 of 2 (4 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
319,PT00M47.60S,2022-10-25T00:36:09.2Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,43,48,2022-10-25T00:36:09Z,3140000,,,0,,K. Lowry Free Throw 2 of 2 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
320,PT00M28.80S,2022-10-25T00:36:30.3Z,2,REGULAR,3pt,Jump Shot,[],1629018,75.64060446780552,12.254901960784313,1610612761,43,48,2022-10-25T00:36:34Z,3150000,-189.0,176.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.84,Missed,,,,,,,,,,,,,,,
321,PT00M26.20S,2022-10-25T00:36:32.9Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,43,48,2022-10-25T00:36:34Z,3160000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,320.0,5.0,3.0,2.0,,,,,,,,,
322,PT00M09.90S,2022-10-25T00:36:50.8Z,2,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,43,48,2022-10-25T00:37:04Z,3170000,,,0,,J. Butler bad pass out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,1.0,,,,,,202027.0,,,,,,,,,,,,,
323,PT00M02.00S,2022-10-25T00:37:06.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,92.85479632063075,46.81372549019608,1610612761,43,48,2022-10-25T00:37:40Z,3180000,-16.0,15.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,,
324,PT00M02.00S,2022-10-25T00:37:06.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,43,48,2022-10-25T00:37:49Z,3190000,,,0,,T. Herro REBOUND (Off:1 Def:8),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,323.0,9.0,8.0,1.0,,,,,,,,,
325,PT00M00.00S,2022-10-25T00:37:51.4Z,2,REGULAR,period,end,[],0,,,1610612748,43,48,2022-10-25T00:37:51Z,3200000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-10-25T00:49:40.0Z,3,REGULAR,substitution,out,['startperiod'],1630173,,,1610612748,43,48,2022-10-25T00:52:22Z,3210000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-10-25T00:49:40.0Z,3,REGULAR,substitution,in,['startperiod'],1628384,,,1610612748,43,48,2022-10-25T00:52:22Z,3220000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-10-25T00:52:24.9Z,3,REGULAR,period,start,[],0,,,1610612761,43,48,2022-10-25T00:52:24Z,3230000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
