actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
621,PT04M01.00S,2022-03-13T03:15:15.3Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612759,101,113,2022-03-13T03:15:15Z,6110000,,,0,,J. Landale REBOUND (Off:4 Def:3),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,620.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
622,PT03M57.00S,2022-03-13T03:15:18.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,3.7614980289093296,96.81372549019608,1610612759,101,113,2022-03-13T03:15:36Z,6120000,-234.0,-17.0,1,left,MISS J. Richardson 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
623,PT03M55.00S,2022-03-13T03:15:21.0Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,101,113,2022-03-13T03:15:21Z,6130000,,,0,,I. Jackson REBOUND (Off:1 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,622.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
624,PT03M43.00S,2022-03-13T03:15:33.3Z,4,REGULAR,3pt,Jump Shot,[],1630543,66.5735873850197,41.66666666666667,1610612754,101,113,2022-03-13T03:15:50Z,6140000,-42.0,262.0,1,right,MISS I. Jackson 26' 3PT,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
625,PT03M40.00S,2022-03-13T03:15:36.3Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,101,113,2022-03-13T03:15:50Z,6150000,,,0,,T. Jones REBOUND (Off:2 Def:8),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,624.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
626,PT03M28.00S,2022-03-13T03:15:48.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,6.258212877792378,47.549019607843135,1610612759,101,113,2022-03-13T03:16:51Z,6160000,12.0,6.0,1,left,MISS T. Jones driving finger roll Layup - blocked,"[1630200, 1630188]",1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,Smith,1630188.0
627,PT03M28.00S,2022-03-13T03:15:48.7Z,4,REGULAR,block,,[],1630188,,,1610612759,101,113,2022-03-13T03:15:51Z,6170000,,,0,,J. Smith BLOCK (4 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M28.00S,2022-03-13T03:15:48.7Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,101,113,2022-03-13T03:16:51Z,6180000,,,0,,C. Duarte REBOUND (Off:1 Def:7),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,626.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
629,PT03M26.00S,2022-03-13T03:15:55.7Z,4,REGULAR,foul,personal,[],1630170,,,1610612754,101,113,2022-03-13T03:17:42Z,6190000,,,0,,D. Vassell take personal FOUL (3 PF),"[1630170, 1630537]",1610612759.0,SAS,take,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Duarte,1630537.0,,,
631,PT03M26.00S,2022-03-13T03:16:01.4Z,4,REGULAR,substitution,out,[],1630200,,,1610612754,101,113,2022-03-13T03:16:21Z,6210000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M26.00S,2022-03-13T03:16:01.4Z,4,REGULAR,substitution,out,[],1630543,,,1610612754,101,113,2022-03-13T03:16:21Z,6220000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M26.00S,2022-03-13T03:16:01.4Z,4,REGULAR,substitution,in,[],1630563,,,1610612754,101,113,2022-03-13T03:16:21Z,6230000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M26.00S,2022-03-13T03:16:01.4Z,4,REGULAR,substitution,in,[],1629052,,,1610612754,101,113,2022-03-13T03:16:21Z,6240000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M18.00S,2022-03-13T03:16:34.5Z,4,REGULAR,3pt,Jump Shot,[],1630188,66.5735873850197,53.18627450980392,1610612754,101,113,2022-03-13T03:16:54Z,6250000,16.0,262.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
636,PT03M15.00S,2022-03-13T03:16:37.5Z,4,REGULAR,rebound,defensive,[],1629022,,,1610612759,101,113,2022-03-13T03:16:54Z,6260000,,,0,,L. Walker IV REBOUND (Off:0 Def:5),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,635.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
637,PT03M13.00S,2022-03-13T03:16:49.9Z,4,REGULAR,foul,personal,[],1630188,,,1610612759,101,113,2022-03-13T03:17:08Z,6270000,,,0,,J. Smith personal FOUL (2 PF),"[1630188, 1629111]",1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Landale,1629111.0,,,
639,PT03M07.00S,2022-03-13T03:17:06.9Z,4,REGULAR,turnover,bad pass,[],1630563,,,1610612759,101,113,2022-03-13T03:17:12Z,6290000,,,0,,J. Primo bad pass TURNOVER (3 TO),"[1630563, 1627741]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,3.0,Hield,1627741.0,,,,,,,,
640,PT03M07.00S,2022-03-13T03:17:06.9Z,4,REGULAR,steal,,[],1627741,,,1610612754,101,113,2022-03-13T03:17:10Z,6300000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT02M47.00S,2022-03-13T03:17:27.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627741,77.4802890932983,51.470588235294116,1610612754,101,115,2022-03-13T03:17:33Z,6310000,7.0,159.0,1,right,B. Hield 15' step back Jump Shot (17 PTS),[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,15.94,Made,,,,,17.0,,,,,,,,,,,,,,
642,PT02M30.00S,2022-03-13T03:17:44.1Z,4,REGULAR,3pt,Jump Shot,[],1630170,20.18725361366623,91.66666666666666,1610612759,104,115,2022-03-13T03:17:48Z,6320000,-208.0,137.0,1,left,D. Vassell 24' 3PT  (19 PTS) (J. Richardson 4 AST),"[1630170, 1626196]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,24.95,Made,,,,,19.0,J. Richardson,1626196.0,4.0,,,,,,,,,,,
644,PT02M08.00S,2022-03-13T03:18:05.5Z,4,REGULAR,3pt,Jump Shot,[],1627741,67.7562417871222,69.36274509803921,1610612754,104,115,2022-03-13T03:18:09Z,6340000,97.0,251.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
645,PT02M06.00S,2022-03-13T03:18:07.5Z,4,REGULAR,rebound,defensive,[],1629022,,,1610612759,104,115,2022-03-13T03:18:09Z,6350000,,,0,,L. Walker IV REBOUND (Off:0 Def:6),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,644.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
646,PT02M00.00S,2022-03-13T03:18:13.4Z,4,REGULAR,3pt,Jump Shot,[],1629022,30.436925098554536,27.450980392156865,1610612759,104,115,2022-03-13T03:18:20Z,6360000,113.0,234.0,1,left,MISS L. Walker IV 25' pullup 3PT,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
647,PT01M56.00S,2022-03-13T03:18:17.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,104,115,2022-03-13T03:18:20Z,6370000,,,0,,J. Smith REBOUND (Off:2 Def:9),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,646.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
648,PT01M39.00S,2022-03-13T03:18:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.38042049934296,52.69607843137255,1610612754,104,117,2022-03-13T03:18:43Z,6380000,13.0,10.0,1,right,T. Haliburton driving finger roll Layup (17 PTS) (J. Smith 1 AST),"[1630169, 1630188]",1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,1.66,Made,,,,,17.0,J. Smith,1630188.0,1.0,,,,,,,,,,,
649,PT01M29.00S,2022-03-13T03:18:50.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,5.732588699080158,50.0,1610612759,106,117,2022-03-13T03:18:56Z,6390000,0.0,1.0,1,left,J. Landale cutting DUNK (26 PTS) (D. Vassell 3 AST),"[1629111, 1630170]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,0.14,Made,,,,,26.0,D. Vassell,1630170.0,3.0,,,,,,,,,,,
651,PT01M11.00S,2022-03-13T03:19:12.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,82.07950065703022,61.274509803921575,1610612754,106,119,2022-03-13T03:19:17Z,6410000,56.0,116.0,1,right,T. Haliburton 12' pullup Jump Shot (19 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,12.9,Made,,,,,19.0,,,,,,,,,,,,,,
652,PT00M59.20S,2022-03-13T03:19:28.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,6.783837056504599,49.26470588235294,1610612759,108,119,2022-03-13T03:19:34Z,6420000,4.0,11.0,1,left,J. Richardson driving finger roll Layup (16 PTS) (J. Landale 2 AST),"[1626196, 1629111]",1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,1.19,Made,,,,,16.0,J. Landale,1629111.0,2.0,,,,,,,,,,,
655,PT00M34.30S,2022-03-13T03:19:57.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,108,119,2022-03-13T03:22:16Z,6440000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
656,PT00M34.30S,2022-03-13T03:20:16.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612759,108,119,2022-03-13T03:22:26Z,6450000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,SC - Good Basket - FGM,,
657,PT00M25.20S,2022-03-13T03:22:31.8Z,4,REGULAR,turnover,bad pass,[],1630170,,,1610612759,108,119,2022-03-13T03:22:38Z,6460000,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1630169]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,
658,PT00M25.20S,2022-03-13T03:22:31.8Z,4,REGULAR,steal,,[],1630169,,,1610612754,108,119,2022-03-13T03:22:33Z,6470000,,,0,,T. Haliburton STEAL (3 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M02.90S,2022-03-13T03:23:44.6Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,108,119,2022-03-13T03:24:14Z,6500000,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,
662,PT00M00.00S,2022-03-13T03:24:12.1Z,4,REGULAR,period,end,[],0,,,1610612754,108,119,2022-03-13T03:24:12Z,6510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-03-13T03:24:15.8Z,4,REGULAR,game,end,[],0,,,0,108,119,2022-03-13T03:24:15Z,6520000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
