actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
618,PT04M55.00S,2022-03-19T02:35:41.6Z,4,REGULAR,rebound,defensive,[],1627820,,,1610612740,71,106,2022-03-19T02:35:47Z,6080000,,,0,,T. Wallace REBOUND (Off:0 Def:1),[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,,,,,,,,617.0,1.0,1.0,0.0,,,,,,,,,
619,PT04M35.00S,2022-03-19T02:36:01.7Z,4,REGULAR,3pt,Jump Shot,[],1629109,9.280551905387648,95.34313725490196,1610612740,71,109,2022-03-19T02:36:12Z,6090000,-227.0,35.0,1,left,G. Clark 3PT pullup (3 PTS),[1629109],1610612740.0,NOP,pullup,,,Clark,G. Clark,,,,,22.93,Made,3.0,,,,,,,,,,,,,,,,,
620,PT04M21.00S,2022-03-19T02:36:15.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.1688567674113,49.01960784313725,1610612759,73,109,2022-03-19T02:36:22Z,6100000,-5.0,2.0,1,right,T. Jones Layup (6 PTS) (Z. Collins 2 AST),"[1630200, 1628380]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,0.54,Made,6.0,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,
622,PT04M03.00S,2022-03-19T02:36:33.1Z,4,REGULAR,3pt,Jump Shot,[],1630230,31.61957950065703,44.11764705882353,1610612740,73,112,2022-03-19T02:36:38Z,6120000,29.0,245.0,1,left,N. Marshall 24' 3PT  (13 PTS) (T. Murphy III 1 AST),"[1630230, 1630530]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,24.65,Made,13.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
624,PT03M53.00S,2022-03-19T02:36:44.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628380,93.9060446780552,49.01960784313725,1610612759,75,112,2022-03-19T02:36:50Z,6140000,-5.0,5.0,1,right,Z. Collins cutting DUNK (2 PTS) (J. Landale 1 AST),"[1628380, 1629111]",1610612759.0,SAS,cutting,,,Collins,Z. Collins,,,,,0.69,Made,2.0,J. Landale,1629111.0,1.0,,,,,,,,,,,,,,
626,PT03M45.00S,2022-03-19T02:36:53.9Z,4,REGULAR,foul,offensive,[],1626195,,,1610612740,75,112,2022-03-19T02:37:01Z,6160000,,,0,,W. Hernangomez offensive FOUL (3 PF),"[1626195, 1630563]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,201246.0,,,,,,,,,,3.0,0.0,Primo,1630563.0
628,PT03M45.00S,2022-03-19T02:36:53.9Z,4,REGULAR,turnover,offensive foul,[],1626195,,,1610612740,75,112,2022-03-19T02:36:53Z,6180000,,,0,,W. Hernangomez offensive foul TURNOVER (3 TO),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,201246.0,,,,,,,3.0,,,,,,
629,PT03M32.00S,2022-03-19T02:37:18.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629111,90.75229960578186,50.245098039215684,1610612759,77,112,2022-03-19T02:37:22Z,6190000,1.0,34.0,1,right,J. Landale Hook (6 PTS) (Z. Collins 3 AST),"[1629111, 1628380]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,3.44,Made,6.0,Z. Collins,1628380.0,3.0,,,,,,,,,,,,,,
631,PT03M19.00S,2022-03-19T02:37:30.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629109,12.040078843626807,45.09803921568628,1610612740,77,112,2022-03-19T02:37:35Z,6210000,25.0,61.0,1,left,MISS G. Clark 6' cutting Layup,[1629109],1610612740.0,NOP,cutting,,,Clark,G. Clark,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,
632,PT03M18.00S,2022-03-19T02:37:32.3Z,4,REGULAR,rebound,offensive,[],1629109,,,1610612740,77,112,2022-03-19T02:37:32Z,6220000,,,0,,G. Clark REBOUND (Off:1 Def:0),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,631.0,1.0,0.0,1.0,,,,,,,,,
633,PT03M11.00S,2022-03-19T02:37:39.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630230,16.63929040735874,45.588235294117645,1610612740,77,114,2022-03-19T02:37:44Z,6230000,22.0,104.0,1,left,N. Marshall 10' pullup Jump Shot (15 PTS),[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,10.62,Made,15.0,,,,,,,,,,,,,,,,,
634,PT02M49.00S,2022-03-19T02:38:01.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,86.94152431011827,47.794117647058826,1610612759,79,114,2022-03-19T02:38:08Z,6240000,-11.0,70.0,1,right,J. Landale 7' Hook (8 PTS) (J. Wieskamp 2 AST),"[1629111, 1630580]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,7.11,Made,8.0,J. Wieskamp,1630580.0,2.0,,,,,,,,,,,,,,
638,PT02M24.00S,2022-03-19T02:38:25.7Z,4,REGULAR,3pt,Jump Shot,[],1627820,29.517082785808146,75.49019607843137,1610612740,79,114,2022-03-19T02:38:31Z,6260000,-127.0,225.0,1,left,MISS T. Wallace 25' 3PT,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
639,PT02M20.00S,2022-03-19T02:38:29.7Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612759,79,114,2022-03-19T02:38:31Z,6270000,,,0,,J. Landale REBOUND (Off:3 Def:4),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,638.0,7.0,4.0,3.0,,,,,,,,,
640,PT02M14.00S,2022-03-19T02:38:38.4Z,4,REGULAR,foul,personal,[],1626195,,,1610612759,79,114,2022-03-19T02:38:52Z,6280000,,,0,,W. Hernangomez personal FOUL (4 PF),"[1626195, 1628380]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,201246.0,,,,,,,,,,4.0,0.0,Collins,1628380.0
642,PT02M08.00S,2022-03-19T02:39:05.5Z,4,REGULAR,foul,personal,['2freethrow'],1629109,,,1610612759,79,114,2022-03-19T02:39:11Z,6300000,,,0,,G. Clark shooting personal FOUL (1 PF) (Jones 2 FT),"[1629109, 1630200]",1610612740.0,NOP,shooting,,,Clark,G. Clark,,,,,,,,,,,1662.0,,,,,,,,,,1.0,0.0,Jones,1630200.0
644,PT02M08.00S,2022-03-19T02:39:26.3Z,4,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,80,114,2022-03-19T02:39:26Z,6320000,,,0,,T. Jones Free Throw 1 of 2 (7 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
645,PT02M08.00S,2022-03-19T02:39:41.3Z,4,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,81,114,2022-03-19T02:39:41Z,6330000,,,0,,T. Jones Free Throw 2 of 2 (8 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
646,PT01M47.00S,2022-03-19T02:40:03.1Z,4,REGULAR,3pt,Jump Shot,[],1627820,4.5499342969776615,96.81372549019608,1610612740,81,117,2022-03-19T02:40:08Z,6340000,-234.0,-10.0,1,left,T. Wallace 3PT  (3 PTS) (T. Murphy III 2 AST),"[1627820, 1630530]",1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,23.43,Made,3.0,T. Murphy III,1630530.0,2.0,,,,,,,,,,,,,,
648,PT01M38.00S,2022-03-19T02:40:16.8Z,4,REGULAR,foul,personal,['2freethrow'],1627820,,,1610612759,81,117,2022-03-19T02:40:59Z,6360000,,,0,,T. Wallace shooting personal FOUL (1 PF) (Primo 2 FT),"[1627820, 1630563]",1610612740.0,NOP,shooting,,,Wallace,T. Wallace,,,,,,,,,,,1363.0,,,,,,,,,,1.0,0.0,Primo,1630563.0
651,PT01M38.00S,2022-03-19T02:41:00.3Z,4,REGULAR,freethrow,1 of 2,[],1630563,,,1610612759,82,117,2022-03-19T02:41:00Z,6380000,,,0,,J. Primo Free Throw 1 of 2 (8 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
652,PT01M38.00S,2022-03-19T02:41:01.1Z,4,REGULAR,freethrow,2 of 2,[],1630563,,,1610612759,83,117,2022-03-19T02:41:01Z,6390000,,,0,,J. Primo Free Throw 2 of 2 (9 PTS),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
653,PT01M22.00S,2022-03-19T02:41:17.8Z,4,REGULAR,3pt,Jump Shot,[],1630230,30.305519053876477,12.254901960784313,1610612740,83,120,2022-03-19T02:41:22Z,6400000,189.0,232.0,1,left,N. Marshall 29' 3PT  (18 PTS) (T. Murphy III 3 AST),"[1630230, 1630530]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,29.94,Made,18.0,T. Murphy III,1630530.0,3.0,,,,,,,,,,,,,,
655,PT01M04.00S,2022-03-19T02:41:40.6Z,4,REGULAR,3pt,Jump Shot,[],1630200,68.9388961892247,66.17647058823529,1610612759,83,120,2022-03-19T02:41:47Z,6420000,81.0,239.0,1,right,MISS T. Jones 25' pullup 3PT,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
656,PT01M01.00S,2022-03-19T02:41:43.6Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,83,120,2022-03-19T02:41:47Z,6430000,,,0,,N. Marshall REBOUND (Off:0 Def:6),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,655.0,6.0,6.0,0.0,,,,,,,,,
657,PT00M58.30S,2022-03-19T02:41:47.2Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612740,83,120,2022-03-19T02:41:54Z,6440000,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1629111]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,1.0,Landale,1629111.0,,,,
658,PT00M58.30S,2022-03-19T02:41:47.2Z,4,REGULAR,steal,,[],1629111,,,1610612759,83,120,2022-03-19T02:41:49Z,6450000,,,0,,J. Landale STEAL (1 STL),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M54.00S,2022-03-19T02:41:52.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630580,92.9862023653088,49.50980392156863,1610612759,85,120,2022-03-19T02:42:01Z,6460000,-2.0,13.0,1,right,J. Wieskamp running Layup (5 PTS),[1630580],1610612759.0,SAS,running,,,Wieskamp,J. Wieskamp,,,,,1.36,Made,5.0,,,,,,,,,,,,,,,,,
660,PT00M44.10S,2022-03-19T02:42:03.4Z,4,REGULAR,2pt,Jump Shot,[],1630230,16.113666228646515,27.450980392156865,1610612740,85,120,2022-03-19T02:42:12Z,6470000,113.0,99.0,1,left,MISS N. Marshall 15' floating Shot,[1630230],1610612740.0,NOP,floating,,,Marshall,N. Marshall,,,,,15.0,Missed,,,,,,,,,,,,,,,,,,
661,PT00M42.30S,2022-03-19T02:42:08.1Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,85,120,2022-03-19T02:42:08Z,6480000,,,0,,W. Hernangomez REBOUND (Off:4 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,660.0,8.0,4.0,4.0,,,,,,,,,
662,PT00M42.30S,2022-03-19T02:42:08.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,85,122,2022-03-19T02:42:08Z,6490000,0.0,0.0,1,left,W. Hernangomez putback Layup (9 PTS),[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,
663,PT00M38.70S,2022-03-19T02:42:12.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630580,86.81011826544021,95.34313725490196,1610612759,88,122,2022-03-19T02:42:17Z,6500000,227.0,71.0,1,right,J. Wieskamp 3PT  (8 PTS) (T. Jones 2 AST),"[1630580, 1630200]",1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,23.77,Made,8.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
665,PT00M25.00S,2022-03-19T02:42:29.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,15.062417871222076,58.82352941176471,1610612740,88,122,2022-03-19T02:42:35Z,6520000,-44.0,89.0,1,left,MISS N. Marshall 9' pullup Shot,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,9.94,Missed,,,,,,,,,,,,,,,,,,
666,PT00M21.30S,2022-03-19T02:42:33.5Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,88,122,2022-03-19T02:42:33Z,6530000,,,0,,N. Marshall REBOUND (Off:1 Def:6),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,665.0,7.0,6.0,1.0,,,,,,,,,
667,PT00M19.40S,2022-03-19T02:42:36.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627820,31.225361366622867,55.14705882352941,1610612740,88,122,2022-03-19T02:42:41Z,6540000,-26.0,241.0,1,left,MISS T. Wallace 24' 3PT,[1627820],1610612740.0,NOP,,,,Wallace,T. Wallace,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,
668,PT00M19.00S,2022-03-19T02:42:39.8Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,88,122,2022-03-19T02:42:39Z,6550000,,,0,,W. Hernangomez REBOUND (Off:5 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,667.0,9.0,4.0,5.0,,,,,,,,,
669,PT00M19.00S,2022-03-19T02:42:39.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,88,124,2022-03-19T02:42:39Z,6560000,0.0,0.0,1,left,W. Hernangomez tip Layup (11 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
670,PT00M11.00S,2022-03-19T02:42:47.7Z,4,REGULAR,3pt,Jump Shot,[],1630580,75.24638633377135,83.57843137254902,1610612759,91,124,2022-03-19T02:42:53Z,6570000,168.0,180.0,1,right,J. Wieskamp 24' 3PT  (11 PTS) (J. Landale 2 AST),"[1630580, 1629111]",1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,24.63,Made,11.0,J. Landale,1629111.0,2.0,,,,,,,,,,,,,,
672,PT00M00.00S,2022-03-19T02:43:10.9Z,4,REGULAR,period,end,[],0,,,1610612740,91,124,2022-03-19T02:43:10Z,6590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2022-03-19T02:43:17.2Z,4,REGULAR,game,end,[],0,,,0,91,124,2022-03-19T02:43:17Z,6600000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
